transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
834,Chelsea,0,0,0,0,3,2023-05-06T14:00:00Z,0,1.39,3,15.8,0,0,2612,1.1,0.02,0.8,1,44,27350,576,0,True,12,90,0,1,Bournemouth,341,0.0,0.02,1778,35,Marcos Senesi,0.0,DEF,1.7,1,0
-6,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,2012,597,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,6,35,Christian Saydee,0.0,FWD,0.0,1,0
-7,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,3549,598,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,7,35,Owen Bevan,0.0,DEF,0.0,1,0
100,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,181,-0.5,0.0,0.0,0,40,2021,649,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,81,35,Cameron Plain,0.0,GK,0.0,1,0
37,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,173,-0.5,0.0,0.0,0,45,2021,695,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,136,35,Daniel Adu-Adjei,0.0,FWD,0.0,1,0
111,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,162,-0.5,0.0,0.0,0,44,454,696,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,51,35,Michael Dacosta Gonzalez,0.0,MID,0.0,1,0
48,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,189,-0.5,0.0,0.0,0,45,2260,697,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,141,35,Dominic Sadi,0.0,FWD,0.0,1,0
-43,Chelsea,0,0,2,0,3,2023-05-06T14:00:00Z,0,1.39,3,22.2,0,0,615,2.3,0.57,42.2,1,50,4389,705,0,True,8,90,0,0,Bournemouth,341,0.58,1.15,658,35,Dango Ouattara,20.0,MID,8.4,1,0
9,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,169,-0.5,0.0,0.0,0,45,1751,706,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,160,35,Euan Pollock,0.0,FWD,0.0,1,0
336,Chelsea,0,0,1,0,1,2023-05-06T14:00:00Z,0,0.16,3,2.4,0,0,577,0.9,0.0,10.5,0,50,3014,714,0,True,4,6,0,0,Bournemouth,341,0.0,0.0,241,35,Antoine Semenyo,0.0,FWD,1.3,1,0
568,Chelsea,0,0,7,0,3,2023-05-06T14:00:00Z,0,1.39,3,51.6,0,0,1034,3.9,0.03,2.2,1,45,3395,718,1,True,22,90,0,0,Bournemouth,341,0.25,0.28,466,35,Matías Viña,49.0,DEF,10.3,1,0
10,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,62,-0.3,0.0,0.0,0,45,759,722,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,52,35,Illia Zabarnyi,0.0,DEF,0.0,1,0
-1,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,57,0.0,0.0,0.0,0,45,688,723,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,58,35,Hamed Traorè,0.0,MID,0.0,1,0
289,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,501,-0.5,0.0,0.0,0,40,3373,737,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,212,35,Ben Greenwood,0.0,DEF,0.0,1,0
106,Chelsea,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,185,-0.5,0.0,0.0,0,40,1355,738,0,True,0,0,0,0,Bournemouth,341,0.0,0.0,79,35,Max Kinsey-Wellings,0.0,DEF,0.0,1,0
-397,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,10,0.0,0.0,0.0,0,42,36576,78,0,False,0,0,0,0,Brentford,344,0.0,0.0,407,35,Pontus Jansson,0.0,DEF,0.0,1,0
-1464,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,17,0.0,0.0,0.0,0,53,19096,79,0,False,0,0,0,0,Brentford,344,0.0,0.0,1481,35,Christian Nørgaard,0.0,MID,0.0,1,0
-198726,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,2.08,0,6.0,0,0,35034,3.9,0.02,13.9,1,74,3417942,80,0,False,6,90,0,0,Brentford,344,0.05,0.07,233760,35,Ivan Toney,1.0,FWD,2.1,1,0
-57445,Liverpool,0,0,3,0,1,2023-05-06T16:30:00Z,0,2.08,0,24.4,4,0,18427,3.7,0.0,0.0,1,49,1773200,81,0,False,16,90,0,0,Brentford,344,0.0,0.0,75872,35,David Raya,0.0,GK,2.4,1,0
-93,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,50,8381,82,0,False,0,0,0,0,Brentford,344,0.0,0.0,93,35,Sergi Canós,0.0,DEF,0.0,1,0
15377,Liverpool,0,0,1,0,0,2023-05-06T16:30:00Z,0,0.37,0,1.0,0,0,21915,2.1,0.0,0.3,0,41,408979,83,0,False,3,18,0,0,Brentford,344,0.0,0.0,6538,35,Josh Dasilva,0.0,MID,0.1,1,0
-7,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,122,-0.5,0.0,0.0,0,45,9132,84,0,False,0,0,0,0,Brentford,344,0.0,0.0,129,35,Kristoffer Ajer,0.0,DEF,0.0,1,0
-32662,Liverpool,0,0,1,0,1,2023-05-06T16:30:00Z,0,1.71,0,3.8,0,0,2174,1.3,0.02,6.3,1,45,336859,85,0,False,5,71,0,1,Brentford,344,0.05,0.07,34836,35,Rico Henry,4.0,DEF,1.4,1,0
-319,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,1.84,0,7.2,0,0,84,1.5,0.01,2.1,1,55,13825,86,0,False,12,81,0,0,Brentford,344,0.0,0.01,403,35,Vitaly Janelt,2.0,MID,1.1,1,0
4,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,18,-0.1,0.0,0.0,0,48,2708,87,0,False,0,0,0,0,Brentford,344,0.0,0.0,14,35,Saman Ghoddos,0.0,MID,0.0,1,0
-15297,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,1.84,0,16.4,0,0,4279,1.3,0.09,22.5,1,48,228702,88,0,False,11,81,0,0,Brentford,344,0.0,0.09,19576,35,Mathias Jensen,0.0,MID,3.9,1,0
-1043,Liverpool,0,0,1,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,186,0.9,0.0,0.0,0,53,22360,89,0,False,3,2,0,0,Brentford,344,0.0,0.0,1229,35,Yoane Wissa,0.0,MID,0.0,1,0
-135,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,51,0.7,0.0,0.0,0,43,7145,90,0,False,0,0,0,0,Brentford,344,0.0,0.0,186,35,Mads Roerslev,0.0,DEF,0.0,1,0
-1,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,3400,91,0,False,0,0,0,0,Brentford,344,0.0,0.0,1,35,Mads Bech Sørensen,0.0,DEF,0.0,1,0
-10687,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,2.08,0,15.6,0,0,1607,2.1,0.0,0.4,1,44,109886,92,0,False,13,90,0,0,Brentford,344,0.0,0.0,12294,35,Ethan Pinnock,0.0,DEF,1.6,1,0
111,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,1.71,0,2.2,0,0,157,2.1,0.0,1.5,1,48,3591,93,0,False,7,71,0,0,Brentford,344,0.03,0.03,46,35,Frank Onyeka,2.0,MID,0.6,1,0
166,Liverpool,0,0,1,0,0,2023-05-06T16:30:00Z,0,0.24,0,4.0,0,0,339,0.9,0.0,0.3,0,45,19395,94,0,False,5,8,0,0,Brentford,344,0.0,0.0,173,35,Shandon Baptiste,0.0,MID,0.4,1,0
-30787,Liverpool,0,0,1,0,1,2023-05-06T16:30:00Z,0,2.08,0,2.6,0,0,7294,3.1,0.02,2.0,1,57,374153,95,0,False,2,90,0,1,Brentford,344,0.02,0.04,38081,35,Bryan Mbeumo,21.0,FWD,2.6,1,0
-327,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,39,46524,96,0,False,0,0,0,0,Brentford,344,0.0,0.0,327,35,Charlie Goode,0.0,DEF,0.0,1,0
-10,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,4817,97,0,False,0,0,0,0,Brentford,344,0.0,0.0,10,35,Marcus Forss,0.0,FWD,0.0,1,0
-4,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1732,98,0,False,0,0,0,0,Brentford,344,0.0,0.0,4,35,Dominic Thompson,0.0,DEF,0.0,1,0
-1,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,94,99,0,False,0,0,0,0,Brentford,344,0.0,0.0,1,35,Mads Bidstrup,0.0,MID,0.0,1,0
-31,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,5629,100,0,False,0,0,0,0,Brentford,344,0.0,0.0,31,35,Ellery Balcombe,0.0,GK,0.0,1,0
-846,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,2.08,0,4.2,0,0,647,1.1,0.01,11.3,1,49,36044,510,0,False,5,87,0,0,Brentford,344,0.0,0.01,1493,35,Aaron Hickey,0.0,DEF,1.6,1,0
-21,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,20,0.0,0.0,0.0,0,52,5176,515,0,False,0,0,0,0,Brentford,344,0.0,0.0,41,35,Keane Lewis-Potter,0.0,MID,0.0,1,0
-102,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,30,0.0,0.0,0.0,0,43,13288,517,0,False,0,0,0,0,Brentford,344,0.0,0.0,132,35,Thomas Strakosha,0.0,GK,0.0,1,0
-142030,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,2.08,0,16.6,0,0,12831,2.1,0.01,0.4,1,49,1781816,526,0,False,14,90,0,0,Brentford,344,0.04,0.05,154861,35,Ben Mee,4.0,DEF,2.1,1,0
-35,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,13766,540,0,False,0,0,0,0,Brentford,344,0.0,0.0,35,35,Fin Stevens,0.0,DEF,0.0,1,0
-181,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,57235,541,0,False,0,0,0,0,Brentford,344,0.0,0.0,181,35,Halil Dervişoğlu,0.0,FWD,0.0,1,0
-32,Liverpool,0,0,1,0,0,2023-05-06T16:30:00Z,0,0.24,0,1.4,0,0,66,0.5,0.0,0.1,0,50,7519,580,0,False,2,8,0,0,Brentford,344,0.0,0.0,98,35,Mikkel Damsgaard,0.0,MID,0.2,1,0
1541,Liverpool,0,0,2,0,1,2023-05-06T16:30:00Z,0,2.08,0,10.6,0,0,4964,2.3,0.0,0.3,1,39,101052,595,0,False,9,90,0,0,Brentford,344,0.0,0.0,3423,35,Mathias Jørgensen,2.0,DEF,1.3,1,0
21,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,58,-0.5,0.0,0.0,0,44,947,632,0,False,0,0,0,0,Brentford,344,0.0,0.0,37,35,Ryan Trevitt,0.0,MID,0.0,1,0
-18,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,74,-0.5,0.0,0.0,0,39,4737,633,0,False,0,0,0,0,Brentford,344,0.0,0.0,92,35,Matthew Cox,0.0,GK,0.0,1,0
-13,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,96,-0.5,0.0,0.0,0,40,3576,646,0,False,0,0,0,0,Brentford,344,0.0,0.0,109,35,Tristan Crama,0.0,DEF,0.0,1,0
15,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,37,-0.5,0.0,0.0,0,45,708,650,0,False,0,0,0,0,Brentford,344,0.0,0.0,22,35,Yegor Yarmolyuk,0.0,MID,0.0,1,0
-54,Liverpool,0,0,1,0,0,2023-05-06T16:30:00Z,0,0.37,0,2.2,0,0,33,1.1,0.0,0.2,0,49,673,688,0,False,3,18,0,0,Brentford,344,0.0,0.0,87,35,Kevin Schade,2.0,MID,0.4,1,0
2,Liverpool,0,0,0,0,0,2023-05-06T16:30:00Z,0,0.0,0,0.0,0,0,15,-0.5,0.0,0.0,0,45,86,752,0,False,0,0,0,0,Brentford,344,0.0,0.0,13,35,Michael Olakigbe,0.0,MID,0.0,1,0
-49,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,19,0.0,0.0,0.0,0,48,10437,101,0,True,0,0,0,0,Brighton,342,0.0,0.0,68,35,Adam Lallana,0.0,MID,0.0,1,0
128173,Everton,1,0,-2,0,5,2023-05-08T16:30:00Z,0,2.28,5,6.2,1,0,133808,4.6,0.0,0.0,1,40,595853,102,0,True,4,90,0,0,Brighton,342,0.0,0.0,5635,35,Jason Steele,0.0,GK,0.6,1,0
67721,Everton,0,0,1,0,3,2023-05-08T16:30:00Z,0,1.19,5,1.0,0,0,74128,4.8,0.0,0.7,1,65,205586,103,0,True,1,45,0,0,Brighton,342,0.16,0.16,6407,35,Danny Welbeck,4.0,FWD,0.6,1,0
31304,Everton,0,0,2,0,5,2023-05-08T16:30:00Z,0,2.28,5,20.2,0,0,63073,3.2,0.7,79.8,1,54,1036577,104,0,True,24,90,0,0,Brighton,342,0.11,0.81,31769,35,Pascal Groß,16.0,MID,11.6,1,0
72446,Everton,0,0,-1,0,5,2023-05-08T16:30:00Z,0,2.28,5,15.0,0,0,91019,2.6,0.06,5.6,1,48,909968,106,0,True,12,90,0,1,Brighton,342,0.06,0.12,18573,35,Lewis Dunk,4.0,DEF,2.5,1,0
4971,Everton,0,0,1,0,1,2023-05-08T16:30:00Z,0,1.0,5,15.4,0,0,98419,2.6,0.13,28.5,0,53,1657950,107,0,True,8,32,0,0,Brighton,342,0.16,0.29,93448,35,Solly March,30.0,MID,7.4,1,0
12625,Everton,0,0,0,0,3,2023-05-08T16:30:00Z,0,1.19,5,23.4,0,0,14199,2.6,0.03,2.8,1,45,72770,108,0,True,12,45,0,0,Brighton,342,0.0,0.03,1574,35,Adam Webster,2.0,DEF,2.8,1,0
-33700,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,4921,0.2,0.0,0.0,0,46,327849,109,0,True,0,0,0,0,Brighton,342,0.0,0.0,38621,35,Joël Veltman,0.0,DEF,0.0,1,0
-47475,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,9050,0.2,0.0,0.0,0,45,928022,113,0,True,0,0,0,0,Brighton,342,0.0,0.0,56525,35,Robert Sánchez,0.0,GK,0.0,1,0
-1482,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,19,0.0,0.0,0.0,0,42,102345,114,0,True,0,0,0,0,Brighton,342,0.0,0.0,1501,35,Tariq Lamptey,0.0,DEF,0.0,1,0
-18,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,44,8063,115,0,True,0,0,0,0,Brighton,342,0.0,0.0,18,35,Steven Alzate,0.0,MID,0.0,1,0
81485,Everton,0,1,8,0,5,2023-05-08T16:30:00Z,0,2.28,5,47.6,0,0,110474,4.8,0.19,31.3,1,55,895236,116,1,True,29,90,0,0,Brighton,342,1.13,1.32,28989,35,Alexis Mac Allister,67.0,MID,14.6,1,0
-20,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,13,0.0,0.0,0.0,0,44,1497,117,0,True,0,0,0,0,Brighton,342,0.0,0.0,33,35,Jakub Moder,0.0,MID,0.0,1,0
-7,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,53,5185,118,0,True,0,0,0,0,Brighton,342,0.0,0.0,7,35,Enock Mwepu,0.0,MID,0.0,1,0
-42,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,11,0.0,0.0,0.0,0,45,4571,119,0,True,0,0,0,0,Brighton,342,0.0,0.0,53,35,Jeremy Sarmiento,0.0,MID,0.0,1,0
1867,Everton,0,0,2,0,5,2023-05-08T16:30:00Z,0,2.28,5,16.0,0,0,3171,1.8,0.24,44.8,1,50,39817,120,0,True,15,90,0,0,Brighton,342,0.12,0.36,1304,35,Moisés Caicedo,7.0,MID,6.8,1,0
-1,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,316,121,0,True,0,0,0,0,Brighton,342,0.0,0.0,1,35,Taylor Richards,0.0,MID,0.0,1,0
-2,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,430,122,0,True,0,0,0,0,Brighton,342,0.0,0.0,2,35,Haydon Roberts,0.0,DEF,0.0,1,0
6574,Everton,0,0,1,0,3,2023-05-08T16:30:00Z,0,1.19,5,4.6,0,0,7526,3.0,0.04,1.0,1,50,35605,123,0,True,2,45,0,0,Brighton,342,0.0,0.04,952,35,Deniz Undav,4.0,FWD,1.0,1,0
-14476,Everton,0,0,5,0,5,2023-05-08T16:30:00Z,0,2.28,5,11.8,0,1,92334,2.6,0.22,40.9,1,56,3175807,124,0,True,24,90,0,0,Brighton,342,0.3,0.52,106810,35,Kaoru Mitoma,25.0,MID,7.8,1,0
39157,Everton,0,0,1,0,2,2023-05-08T16:30:00Z,0,1.09,5,9.0,0,0,47039,4.4,0.06,12.1,0,46,169892,125,0,True,9,45,0,0,Brighton,342,0.0,0.06,7882,35,Julio Enciso,0.0,FWD,2.1,1,0
0,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,2476,126,0,True,0,0,0,0,Brighton,342,0.0,0.0,0,35,Kacper Kozłowski,0.0,MID,0.0,1,0
1833,Everton,0,0,1,0,1,2023-05-08T16:30:00Z,0,0.09,5,3.2,0,0,2187,1.4,0.05,3.7,0,42,40764,149,0,True,7,12,0,0,Brighton,342,0.1,0.15,354,35,Billy Gilmour,4.0,MID,1.1,1,0
-14,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,4577,542,0,True,0,0,0,0,Brighton,342,0.0,0.0,14,35,Kjell Scherpen,0.0,GK,0.0,1,0
-33,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,10474,543,0,True,0,0,0,0,Brighton,342,0.0,0.0,33,35,Matt Clarke,0.0,DEF,0.0,1,0
-18,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,352,0.2,0.0,0.0,0,40,32961,544,0,True,0,0,0,0,Brighton,342,0.0,0.0,370,35,Jan Paul van Hecke,0.0,DEF,0.0,1,0
8,Everton,0,0,0,0,2,2023-05-08T16:30:00Z,0,1.09,5,2.8,0,0,647,0.2,0.01,2.3,0,44,10987,559,0,True,5,45,0,0,Brighton,342,0.73,0.74,639,35,Levi Colwill,19.0,DEF,2.4,1,0
274395,Everton,0,0,0,0,5,2023-05-08T16:30:00Z,0,2.28,5,8.8,0,0,289241,3.8,0.07,21.6,1,49,1839585,586,0,True,9,90,0,0,Brighton,342,0.04,0.11,14846,35,Pervis Estupiñán,9.0,DEF,3.9,1,0
-13288,Everton,0,0,1,0,2,2023-05-08T16:30:00Z,0,1.09,5,12.2,0,0,1486,0.3,0.05,31.6,0,46,144654,596,0,True,0,45,0,0,Brighton,342,0.58,0.63,14774,35,Evan Ferguson,41.0,FWD,8.5,1,0
-18,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,2308,640,0,True,0,0,0,0,Brighton,342,0.0,0.0,18,35,Ed Turns,0.0,DEF,0.0,1,0
20,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,86,0.0,0.0,0.0,0,45,854,651,0,True,0,0,0,0,Brighton,342,0.0,0.0,66,35,Andrew Moran,0.0,MID,0.0,1,0
-14,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,1565,652,0,True,0,0,0,0,Brighton,342,0.0,0.0,14,35,James Furlong,0.0,DEF,0.0,1,0
11,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,20,0.0,0.0,0.0,0,45,261,677,0,True,0,0,0,0,Brighton,342,0.0,0.0,9,35,Jack Hinshelwood,0.0,MID,0.0,1,0
1059,Everton,0,0,1,0,3,2023-05-08T16:30:00Z,0,1.19,5,0.0,0,0,1952,2.8,0.03,5.8,1,45,4866,679,0,True,-1,45,0,0,Brighton,342,0.0,0.03,893,35,Facundo Buonanotte,2.0,MID,0.6,1,0
39,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,79,0.2,0.0,0.0,0,45,539,719,0,True,0,0,0,0,Brighton,342,0.0,0.0,40,35,Yasin Ayari,0.0,MID,0.0,1,0
27,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,135,0.2,0.0,0.0,0,40,1714,736,0,True,0,0,0,0,Brighton,342,0.0,0.0,108,35,Odeluga Offiah,0.0,DEF,0.0,1,0
25,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,111,0.0,0.0,0.0,0,40,343,756,0,True,0,0,0,0,Brighton,342,0.0,0.0,86,35,Tom McGill,0.0,GK,0.0,1,0
8,Everton,0,0,0,0,0,2023-05-08T16:30:00Z,0,0.0,5,0.0,0,0,9,0.0,0.0,0.0,0,45,9,762,0,True,0,0,0,0,Brighton,342,0.0,0.0,1,35,Cameron Peupion,0.0,MID,0.0,1,0
165,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,396,0.5,0.0,0.0,0,42,37861,48,0,False,0,0,0,0,Chelsea,341,0.0,0.0,231,35,Carney Chukwuemeka,0.0,MID,0.0,1,0
-21373,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,61,0.0,0.0,0.0,0,49,591770,112,0,False,0,0,0,0,Chelsea,341,0.0,0.0,21434,35,Marc Cucurella,0.0,DEF,0.0,1,0
1056,Bournemouth,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.45,3,1.0,0,0,1653,0.7,0.0,0.3,0,47,129981,127,0,False,2,15,0,0,Chelsea,341,0.02,0.02,597,35,César Azpilicueta,1.0,DEF,0.2,1,0
4115,Bournemouth,0,0,2,0,1,2023-05-06T14:00:00Z,0,1.26,3,15.8,0,0,9483,1.5,0.07,2.6,1,54,622744,128,0,False,19,90,0,0,Chelsea,341,0.0,0.07,5368,35,Thiago Silva,2.0,DEF,2.0,1,0
-91,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,53,74613,129,0,False,0,0,0,0,Chelsea,341,0.0,0.0,91,35,Marcos Alonso,0.0,DEF,0.0,1,0
-3,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,49,2977,131,0,False,0,0,0,0,Chelsea,341,0.0,0.0,3,35,Ross Barkley,0.0,MID,0.0,1,0
871,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,1935,2.3,0.0,0.0,0,49,38710,132,0,False,0,0,0,0,Chelsea,341,0.0,0.0,1064,35,Mateo Kovacic,0.0,MID,0.0,1,0
-15682,Bournemouth,0,0,3,0,1,2023-05-06T14:00:00Z,0,1.26,3,21.8,3,0,17309,3.7,0.0,0.0,1,46,811306,133,0,False,19,90,0,0,Chelsea,341,0.0,0.0,32991,35,Kepa Arrizabalaga,0.0,GK,2.2,1,0
525,Bournemouth,0,1,5,0,1,2023-05-06T14:00:00Z,0,0.43,3,21.4,0,1,1478,2.7,0.11,28.0,1,48,121788,134,0,False,25,62,0,1,Chelsea,341,0.02,0.12,953,35,N'Golo Kanté,5.0,MID,5.4,1,0
-285,Bournemouth,0,0,4,0,0,2023-05-06T14:00:00Z,0,0.45,3,23.4,0,1,209,2.0,0.18,14.8,0,55,45132,135,0,False,21,14,0,0,Chelsea,341,0.0,0.18,494,35,Hakim Ziyech,8.0,MID,4.6,1,0
-36,Bournemouth,0,0,1,0,0,2023-05-06T14:00:00Z,0,0.82,3,3.8,0,0,55,0.7,0.01,1.5,0,50,13130,136,0,False,4,27,0,0,Chelsea,341,0.0,0.01,91,35,Ruben Loftus-Cheek,0.0,MID,0.5,1,0
-13,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,79,18270,137,0,False,0,0,0,0,Chelsea,341,0.0,0.0,13,35,Timo Werner,0.0,FWD,0.0,1,0
-60,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,39,22689,138,0,False,0,0,0,0,Chelsea,341,0.0,0.0,60,35,Kenedy,0.0,DEF,0.0,1,0
-30641,Bournemouth,0,0,2,0,1,2023-05-06T14:00:00Z,0,0.8,3,10.6,0,0,18391,1.7,0.13,14.2,1,57,518061,139,0,False,8,74,0,0,Chelsea,341,0.0,0.13,49032,35,Ben Chilwell,8.0,DEF,3.3,1,0
-162,Bournemouth,0,0,0,0,0,2023-05-06T14:00:00Z,0,0.0,3,0.0,0,0,245,0.7,0.0,0.0,0,56,50718,140,0,False,0,0,0,0,Chelsea,341,0.0,0.0,407,35,Christian Pulisic,0.0,MID,0.0,1,0
198,Bournemouth,0,0,2,0,1,2023-05-06T14:00:00Z,0,1.26,3,17.4,0,0,937,1.5,0.03,6.6,1,44,51431,141,0,False,19,90,0,0,Chelsea,341,0.0,0.03,739,35,Trevoh Chalobah,6.0,DEF,3.0,1,0
