transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,season,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-216,Everton,0,0,3,0,1,2023-05-28T15:30:00Z,0,1.00,0,37.0,5,0,355,3.0,2022-23,0.00,0.0,1,41,40807,72,0,false,20,90,0,0,Bournemouth,376,0.00,0.00,571,38,Mark Travers,0.0,GK,3.7,1,0
-849,Everton,0,0,2,0,1,2023-05-28T15:30:00Z,0,1.00,0,25.8,0,0,447,2.0,2022-23,0.06,16.3,1,43,57182,73,0,false,17,90,0,0,Bournemouth,376,0.00,0.06,1296,38,Lloyd Kelly,0.0,DEF,4.2,1,0
-10,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,47,7189,74,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,10,38,Siriki Dembélé,0.0,MID,0.0,1,0
152,Everton,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.18,0,9.2,0,0,279,1.0,2022-23,0.00,0.2,0,52,8682,75,0,false,3,7,0,0,Bournemouth,376,0.00,0.00,127,38,Jaidon Anthony,0.0,MID,0.9,1,0
-190,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,165,0.0,2022-23,0.00,0.0,0,42,14030,76,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,355,38,Jordan Zemura,0.0,DEF,0.0,1,0
-414,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,39,40612,77,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,414,38,Will Dennis,0.0,GK,0.0,1,0
-69,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,25,0.0,2022-23,0.00,0.0,0,43,5475,404,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,94,38,Jack Stephens,0.0,DEF,0.0,1,0
-42,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,9,0.0,2022-23,0.00,0.0,0,49,852,505,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,51,38,Joe Rothwell,0.0,MID,0.0,1,0
-450,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,55,0.0,2022-23,0.00,0.0,0,47,18344,535,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,505,38,Marcus Tavernier,0.0,MID,0.0,1,0
-5,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,44,3761,539,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,5,38,James Hill,0.0,DEF,0.0,1,0
-158,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,79,0.0,2022-23,0.00,0.0,0,40,16412,571,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,237,38,Darren Randolph,0.0,GK,0.0,1,0
-770,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,3342,0.0,2022-23,0.00,0.0,0,45,64836,574,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,4112,38,Neto,0.0,GK,0.0,1,0
-801,Everton,0,0,1,0,1,2023-05-28T15:30:00Z,0,1.00,0,16.2,0,0,442,1.0,2022-23,0.01,0.4,1,44,23081,576,0,false,12,90,0,1,Bournemouth,376,0.08,0.09,1243,38,Marcos Senesi,4.0,DEF,2.1,1,0
0,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,2007,597,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,0,38,Christian Saydee,0.0,FWD,0.0,1,0
-9,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,3520,598,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,9,38,Owen Bevan,0.0,DEF,0.0,1,0
-260,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,44,0.0,2022-23,0.00,0.0,0,40,2027,649,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,304,38,Cameron Plain,0.0,GK,0.0,1,0
-772,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,206,0.0,2022-23,0.00,0.0,0,45,2592,695,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,978,38,Daniel Adu-Adjei,0.0,FWD,0.0,1,0
-157,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,52,0.0,2022-23,0.00,0.0,0,44,541,696,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,209,38,Michael Dacosta Gonzalez,0.0,MID,0.0,1,0
-883,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,190,0.0,2022-23,0.00,0.0,0,45,2738,697,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,1073,38,Dominic Sadi,0.0,FWD,0.0,1,0
-188,Everton,0,0,2,0,1,2023-05-28T15:30:00Z,0,1.00,0,4.0,0,0,203,2.0,2022-23,0.01,1.5,1,50,3639,705,0,false,4,90,0,0,Bournemouth,376,0.06,0.07,391,38,Dango Ouattara,9.0,MID,1.5,1,0
-771,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,139,0.0,2022-23,0.00,0.0,0,45,2197,706,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,910,38,Euan Pollock,0.0,FWD,0.0,1,0
-191,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,79,0.0,2022-23,0.00,0.0,0,50,2636,714,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,270,38,Antoine Semenyo,0.0,FWD,0.0,1,0
-163,Everton,0,0,1,0,1,2023-05-28T15:30:00Z,0,0.28,0,7.4,0,0,1017,1.0,2022-23,0.00,0.4,0,45,8176,718,0,false,5,34,0,0,Bournemouth,376,0.05,0.05,1180,38,Matías Viña,7.0,DEF,1.5,1,0
53,Everton,0,0,2,0,1,2023-05-28T15:30:00Z,0,1.00,0,16.8,0,0,105,2.0,2022-23,0.00,0.5,1,45,1029,722,0,false,16,90,0,0,Bournemouth,376,0.00,0.00,52,38,Illia Zabarnyi,0.0,DEF,1.7,1,0
-85,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,14,0.0,2022-23,0.00,0.0,0,45,616,723,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,99,38,Hamed Traorè,0.0,MID,0.0,1,0
-243,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,223,0.0,2022-23,0.00,0.0,0,40,3941,737,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,466,38,Ben Greenwood,0.0,DEF,0.0,1,0
-282,Everton,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,52,0.0,2022-23,0.00,0.0,0,40,1589,738,0,false,0,0,0,0,Bournemouth,376,0.00,0.00,334,38,Max Kinsey-Wellings,0.0,DEF,0.0,1,0
-211,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,49,0.0,2022-23,0.00,0.0,0,42,35863,78,0,true,0,0,0,0,Brentford,373,0.00,0.00,260,38,Pontus Jansson,0.0,DEF,0.0,1,0
-230,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,75,0.0,2022-23,0.00,0.0,0,53,17639,79,0,true,0,0,0,0,Brentford,373,0.00,0.00,305,38,Christian Nørgaard,0.0,MID,0.0,1,0
-277630,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,449,0.0,2022-23,0.00,0.0,0,71,2063481,80,0,true,0,0,0,0,Brentford,373,0.00,0.00,278079,38,Ivan Toney,0.0,FWD,0.0,1,0
-29715,Man City,0,0,6,1,0,2023-05-28T15:30:00Z,0,0.64,0,20.6,2,0,22482,5.0,2022-23,0.00,0.0,1,48,1642126,81,0,true,23,90,0,0,Brentford,373,0.00,0.00,52197,38,David Raya,0.0,GK,2.1,1,0
-35,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,50,8233,82,0,true,0,0,0,0,Brentford,373,0.00,0.00,35,38,Sergi Canós,0.0,DEF,0.0,1,0
4283,Man City,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.07,0,1.6,0,0,16904,0.0,2022-23,0.00,2.4,0,41,440184,83,0,true,4,20,0,0,Brentford,373,0.00,0.00,12621,38,Josh Dasilva,0.0,MID,0.4,1,0
99,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,200,-1.0,2022-23,0.00,0.0,0,45,9708,84,0,true,0,0,0,0,Brentford,373,0.00,0.00,101,38,Kristoffer Ajer,0.0,DEF,0.0,1,0
-6153,Man City,0,1,7,1,0,2023-05-28T15:30:00Z,0,0.64,0,15.6,0,0,3265,6.0,2022-23,0.03,9.6,1,44,300091,85,0,true,24,90,0,0,Brentford,373,0.00,0.03,9418,38,Rico Henry,0.0,DEF,2.5,1,0
65,Man City,0,0,2,1,0,2023-05-28T15:30:00Z,0,0.64,0,0.0,0,0,348,1.0,2022-23,0.20,12.7,1,55,14158,86,0,true,1,90,0,1,Brentford,373,0.16,0.36,283,38,Vitaly Janelt,20.0,MID,3.2,1,0
3,Man City,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.07,0,0.0,0,0,21,0.0,2022-23,0.00,0.1,0,48,2721,87,0,true,2,1,0,0,Brentford,373,0.00,0.00,18,38,Saman Ghoddos,0.0,MID,0.0,1,0
-5529,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,3845,-1.0,2022-23,0.00,0.0,0,48,208180,88,0,true,0,0,0,0,Brentford,373,0.00,0.00,9374,38,Mathias Jensen,0.0,MID,0.0,1,0
11161,Man City,0,0,2,1,0,2023-05-28T15:30:00Z,0,0.57,0,2.4,0,0,12963,1.0,2022-23,0.09,0.8,1,53,36387,89,0,true,4,88,0,1,Brentford,373,0.00,0.09,1802,38,Yoane Wissa,10.0,MID,1.3,1,0
-34,Man City,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.07,0,0.0,0,0,53,0.0,2022-23,0.00,0.1,0,43,7079,90,0,true,3,1,0,0,Brentford,373,0.00,0.00,87,38,Mads Roerslev,0.0,DEF,0.0,1,0
-2,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,3395,91,0,true,0,0,0,0,Brentford,373,0.00,0.00,2,38,Mads Bech Sørensen,0.0,DEF,0.0,1,0
-2147,Man City,0,3,15,1,0,2023-05-28T15:30:00Z,0,0.64,0,89.2,0,0,2602,14.0,2022-23,0.06,5.2,1,44,99607,92,1,true,49,90,0,0,Brentford,373,0.06,0.12,4749,38,Ethan Pinnock,40.0,DEF,13.4,1,0
19,Man City,0,0,3,1,0,2023-05-28T15:30:00Z,0,0.57,0,10.6,0,0,69,2.0,2022-23,0.06,3.8,1,48,3672,93,0,true,7,80,0,0,Brentford,373,0.01,0.07,50,38,Frank Onyeka,5.0,MID,1.9,1,0
71,Man City,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.07,0,5.0,0,0,268,0.0,2022-23,0.00,0.0,0,45,19797,94,0,true,3,9,0,0,Brentford,373,0.00,0.00,197,38,Shandon Baptiste,0.0,MID,0.5,1,0
66794,Man City,0,0,5,1,0,2023-05-28T15:30:00Z,0,0.57,0,30.2,0,1,82925,4.0,2022-23,0.18,42.3,1,57,468919,95,0,true,17,88,0,0,Brentford,373,0.02,0.20,16131,38,Bryan Mbeumo,29.0,FWD,10.2,1,0
-268,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,39,45684,96,0,true,0,0,0,0,Brentford,373,0.00,0.00,268,38,Charlie Goode,0.0,DEF,0.0,1,0
-11,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,4780,97,0,true,0,0,0,0,Brentford,373,0.00,0.00,11,38,Marcus Forss,0.0,FWD,0.0,1,0
-4,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,1717,98,0,true,0,0,0,0,Brentford,373,0.00,0.00,4,38,Dominic Thompson,0.0,DEF,0.0,1,0
0,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,94,99,0,true,0,0,0,0,Brentford,373,0.00,0.00,0,38,Mads Bidstrup,0.0,MID,0.0,1,0
-32,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,5557,100,0,true,0,0,0,0,Brentford,373,0.00,0.00,32,38,Ellery Balcombe,0.0,GK,0.0,1,0
2653,Man City,0,0,6,1,0,2023-05-28T15:30:00Z,0,0.57,0,3.8,0,0,3331,5.0,2022-23,0.02,0.9,1,49,39252,510,0,true,20,69,0,0,Brentford,373,0.00,0.02,678,38,Aaron Hickey,4.0,DEF,0.9,1,0
19,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,51,0.0,2022-23,0.00,0.0,0,52,5177,515,0,true,0,0,0,0,Brentford,373,0.00,0.00,32,38,Keane Lewis-Potter,0.0,MID,0.0,1,0
12,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,97,-1.0,2022-23,0.00,0.0,0,43,13323,517,0,true,0,0,0,0,Brentford,373,0.00,0.00,85,38,Thomas Strakosha,0.0,GK,0.0,1,0
-21069,Man City,0,0,6,1,0,2023-05-28T15:30:00Z,0,0.64,0,19.2,0,0,29152,5.0,2022-23,0.04,11.1,1,48,1641987,526,0,true,22,90,0,0,Brentford,373,0.15,0.19,50221,38,Ben Mee,29.0,DEF,5.9,1,0
-16,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,13686,540,0,true,0,0,0,0,Brentford,373,0.00,0.00,16,38,Fin Stevens,0.0,DEF,0.0,1,0
-92,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,56928,541,0,true,0,0,0,0,Brentford,373,0.00,0.00,92,38,Halil Dervişoğlu,0.0,FWD,0.0,1,0
43,Man City,0,0,2,1,0,2023-05-28T15:30:00Z,0,0.57,0,2.8,0,0,110,1.0,2022-23,0.29,11.1,1,50,7640,580,0,true,10,69,0,1,Brentford,373,0.00,0.29,67,38,Mikkel Damsgaard,6.0,MID,2.0,1,0
-2129,Man City,0,1,6,1,0,2023-05-28T15:30:00Z,0,0.64,0,13.4,0,0,1958,5.0,2022-23,0.05,21.2,1,39,104680,595,0,true,24,90,0,1,Brentford,373,0.01,0.06,4087,38,Mathias Jørgensen,9.0,DEF,4.4,1,0
-51,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,60,-1.0,2022-23,0.00,0.0,0,44,1055,632,0,true,0,0,0,0,Brentford,373,0.00,0.00,111,38,Ryan Trevitt,0.0,MID,0.0,1,0
-929,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,231,0.0,2022-23,0.00,0.0,0,39,5150,633,0,true,0,0,0,0,Brentford,373,0.00,0.00,1160,38,Matthew Cox,0.0,GK,0.0,1,0
-165,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,100,-1.0,2022-23,0.00,0.0,0,40,3899,646,0,true,0,0,0,0,Brentford,373,0.00,0.00,265,38,Tristan Crama,0.0,DEF,0.0,1,0
16,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,59,-1.0,2022-23,0.00,0.0,0,45,792,650,0,true,0,0,0,0,Brentford,373,0.00,0.00,43,38,Yegor Yarmolyuk,0.0,MID,0.0,1,0
119,Man City,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.07,0,2.2,0,0,191,0.0,2022-23,0.03,5.1,0,49,917,688,0,true,3,20,0,0,Brentford,373,0.00,0.03,72,38,Kevin Schade,4.0,MID,1.1,1,0
-6,Man City,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,0,0.0,0,0,29,-1.0,2022-23,0.00,0.0,0,45,129,752,0,true,0,0,0,0,Brentford,373,0.00,0.00,35,38,Michael Olakigbe,0.0,MID,0.0,1,0
7,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,39,0.0,2022-23,0.00,0.0,0,48,10379,101,0,false,0,0,0,0,Brighton,372,0.00,0.00,32,38,Adam Lallana,0.0,MID,0.0,2,0
5703,Aston Villa,0,0,2,0,2,2023-05-28T15:30:00Z,0,2.82,1,30.0,3,0,21584,2.5,2022-23,0.00,0.0,1,40,679116,102,0,false,21,90,0,0,Brighton,372,0.00,0.00,15881,38,Jason Steele,0.0,GK,3.0,2,0
-31034,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,5508,1.0,2022-23,0.00,0.0,0,65,232640,103,0,false,0,0,0,0,Brighton,372,0.00,0.00,36542,38,Danny Welbeck,0.0,FWD,0.0,2,0
16019,Aston Villa,0,1,5,0,2,2023-05-28T15:30:00Z,0,2.82,1,30.2,0,1,41162,3.5,2022-23,0.03,12.1,1,54,1262294,104,0,false,24,90,0,1,Brighton,372,0.00,0.03,25143,38,Pascal Groß,4.0,MID,4.6,2,0
-11533,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,16099,0.0,2022-23,0.00,0.0,0,48,927568,106,0,false,0,0,0,0,Brighton,372,0.00,0.00,27632,38,Lewis Dunk,0.0,DEF,0.0,2,0
-90238,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,396,0.0,2022-23,0.00,0.0,0,52,494420,107,0,false,0,0,0,0,Brighton,372,0.00,0.00,90634,38,Solly March,0.0,MID,0.0,2,0
-1207,Aston Villa,0,0,1,0,2,2023-05-28T15:30:00Z,0,2.30,1,7.8,0,0,542,0.5,2022-23,0.00,0.3,1,45,58289,108,0,false,12,64,0,0,Brighton,372,0.00,0.00,1749,38,Adam Webster,0.0,DEF,0.8,2,0
-1437,Aston Villa,0,0,0,0,2,2023-05-28T15:30:00Z,0,1.35,1,1.0,0,0,1799,0.0,2022-23,0.00,0.5,1,46,272136,109,0,false,2,45,0,0,Brighton,372,0.00,0.00,3236,38,Joël Veltman,0.0,DEF,0.2,2,0
-11249,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,2686,0.0,2022-23,0.00,0.0,0,44,868165,113,0,false,0,0,0,0,Brighton,372,0.00,0.00,13935,38,Robert Sánchez,0.0,GK,0.0,2,0
-593,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,38,0.0,2022-23,0.00,0.0,0,42,99771,114,0,false,0,0,0,0,Brighton,372,0.00,0.00,631,38,Tariq Lamptey,0.0,DEF,0.0,2,0
-9,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,44,8014,115,0,false,0,0,0,0,Brighton,372,0.00,0.00,9,38,Steven Alzate,0.0,MID,0.0,2,0
-109497,Aston Villa,0,0,2,0,2,2023-05-28T15:30:00Z,0,2.82,1,9.8,0,0,48285,1.5,2022-23,0.18,16.8,1,56,1665889,116,0,false,9,90,0,0,Brighton,372,0.10,0.28,157782,38,Alexis Mac Allister,8.0,MID,3.5,2,0
11,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,30,0.0,2022-23,0.00,0.0,0,44,1521,117,0,false,0,0,0,0,Brighton,372,0.00,0.00,19,38,Jakub Moder,0.0,MID,0.0,2,0
-2,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,53,5165,118,0,false,0,0,0,0,Brighton,372,0.00,0.00,2,38,Enock Mwepu,0.0,MID,0.0,2,0
-17,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,22,0.0,2022-23,0.00,0.0,0,45,4511,119,0,false,0,0,0,0,Brighton,372,0.00,0.00,39,38,Jeremy Sarmiento,0.0,MID,0.0,2,0
226,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,1.47,1,7.6,0,0,2427,1.0,2022-23,0.01,11.8,0,50,51437,120,0,false,7,45,0,1,Brighton,372,0.00,0.01,2201,38,Moisés Caicedo,0.0,MID,1.9,2,0
0,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,314,121,0,false,0,0,0,0,Brighton,372,0.00,0.00,0,38,Taylor Richards,0.0,MID,0.0,2,0
-1,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,427,122,0,false,0,0,0,0,Brighton,372,0.00,0.00,1,38,Haydon Roberts,0.0,DEF,0.0,2,0
-13569,Aston Villa,0,0,5,0,2,2023-05-28T15:30:00Z,0,2.59,1,38.8,0,0,4263,3.0,2022-23,0.16,18.3,1,50,89828,123,1,false,23,88,0,1,Brighton,372,0.91,1.07,17832,38,Deniz Undav,39.0,FWD,9.6,2,0
-202961,Aston Villa,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.52,1,2.8,0,0,41772,1.5,2022-23,0.01,1.8,0,57,3092395,124,0,false,2,25,0,0,Brighton,372,0.00,0.01,244733,38,Kaoru Mitoma,10.0,MID,1.5,2,0
1146,Aston Villa,0,0,2,0,2,2023-05-28T15:30:00Z,0,2.30,1,7.0,0,0,24575,4.5,2022-23,0.32,16.5,1,46,277073,125,0,false,6,64,0,0,Brighton,372,0.07,0.39,23429,38,Julio Enciso,29.0,FWD,5.3,2,0
-1,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,2469,126,0,false,0,0,0,0,Brighton,372,0.00,0.00,1,38,Kacper Kozłowski,0.0,MID,0.0,2,0
318,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,1232,0.5,2022-23,0.00,0.0,0,42,45204,149,0,false,0,0,0,0,Brighton,372,0.00,0.00,914,38,Billy Gilmour,0.0,MID,0.0,2,0
-16,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,4532,542,0,false,0,0,0,0,Brighton,372,0.00,0.00,16,38,Kjell Scherpen,0.0,GK,0.0,2,0
-18,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,10398,543,0,false,0,0,0,0,Brighton,372,0.00,0.00,18,38,Matt Clarke,0.0,DEF,0.0,2,0
349,Aston Villa,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.52,1,8.6,0,0,587,1.0,2022-23,0.01,0.3,0,40,33986,544,0,false,3,25,0,0,Brighton,372,0.00,0.01,238,38,Jan Paul van Hecke,0.0,DEF,0.9,2,0
6011,Aston Villa,0,0,1,0,2,2023-05-28T15:30:00Z,0,2.82,1,14.2,0,0,6758,3.5,2022-23,0.00,1.2,1,44,23172,559,0,false,9,90,0,0,Brighton,372,0.00,0.00,747,38,Levi Colwill,0.0,DEF,1.5,2,0
52477,Aston Villa,0,0,1,0,0,2023-05-28T15:30:00Z,0,1.47,1,5.0,0,0,99601,1.5,2022-23,0.14,5.0,0,50,2342950,586,0,false,4,45,0,0,Brighton,372,0.00,0.14,47124,38,Pervis Estupiñán,2.0,DEF,1.2,2,0
21628,Aston Villa,0,0,2,0,2,2023-05-28T15:30:00Z,0,2.82,1,2.0,0,0,28141,1.5,2022-23,0.01,21.3,1,46,192957,596,0,false,-1,90,0,0,Brighton,372,0.41,0.42,6513,38,Evan Ferguson,11.0,FWD,3.4,2,0
-10,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,2282,640,0,false,0,0,0,0,Brighton,372,0.00,0.00,10,38,Ed Turns,0.0,DEF,0.0,2,0
21,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,44,0.0,2022-23,0.00,0.0,0,45,925,651,0,false,0,0,0,0,Brighton,372,0.00,0.00,23,38,Andrew Moran,0.0,MID,0.0,2,0
-4,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,1530,652,0,false,0,0,0,0,Brighton,372,0.00,0.00,4,38,James Furlong,0.0,DEF,0.0,2,0
13,Aston Villa,0,0,1,0,0,2023-05-28T15:30:00Z,0,0.23,1,2.0,0,0,27,0.5,2022-23,0.00,0.0,0,45,316,677,0,false,3,1,0,0,Brighton,372,0.00,0.00,14,38,Jack Hinshelwood,2.0,MID,0.4,2,0
-234,Aston Villa,0,0,1,0,2,2023-05-28T15:30:00Z,0,2.82,1,2.2,0,0,1206,1.5,2022-23,0.01,4.8,1,45,8981,679,0,false,3,90,0,1,Brighton,372,0.00,0.01,1440,38,Facundo Buonanotte,0.0,MID,0.7,2,0
13,Aston Villa,0,0,1,0,2,2023-05-28T15:30:00Z,0,1.35,1,2.0,0,0,52,0.5,2022-23,0.00,0.2,1,45,646,719,0,false,5,45,0,0,Brighton,372,0.00,0.00,39,38,Yasin Ayari,0.0,MID,0.2,2,0
29,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,77,0.0,2022-23,0.00,0.0,0,40,2054,736,0,false,0,0,0,0,Brighton,372,0.00,0.00,48,38,Odeluga Offiah,0.0,DEF,0.0,2,0
55,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,94,0.0,2022-23,0.00,0.0,0,40,551,756,0,false,0,0,0,0,Brighton,372,0.00,0.00,39,38,Tom McGill,0.0,GK,0.0,2,0
12,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,26,0.0,2022-23,0.00,0.0,0,45,122,762,0,false,0,0,0,0,Brighton,372,0.00,0.00,14,38,Cameron Peupion,0.0,MID,0.0,2,0
47,Aston Villa,0,0,0,0,0,2023-05-28T15:30:00Z,0,0.00,1,0.0,0,0,70,0.0,2022-23,0.00,0.0,0,40,146,765,0,false,0,0,0,0,Brighton,372,0.00,0.00,23,38,Imari Samuels,0.0,DEF,0.0,2,0
