transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,season,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-160132,Nott'm Forest,0,0,2,0,1,2023-05-20T16:30:00Z,0,0.55,0,8.8,0,0,46222,2.7,2022-23,0.07,32.6,1,80,3101007,13,0,false,9,90,0,0,Arsenal,367,0.05,0.12,206354,37,Bukayo Saka,23.0,MID,6.4,1,0
-180,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,13,0.0,2022-23,0.00,0.0,0,42,55253,14,0,false,0,0,0,0,Arsenal,367,0.00,0.00,193,37,Takehiro Tomiyasu,0.0,DEF,0.0,1,0
1162,Nott'm Forest,0,0,2,0,1,2023-05-20T16:30:00Z,0,0.55,0,12.2,1,0,21387,4.7,2022-23,0.00,0.0,1,48,1232576,15,0,false,11,90,0,0,Arsenal,367,0.00,0.00,20225,37,Aaron Ramsdale,0.0,GK,1.2,1,0
-12979,Nott'm Forest,0,0,1,0,1,2023-05-20T16:30:00Z,0,0.55,0,19.6,0,0,25643,3.3,2022-23,0.05,16.3,1,52,1471510,16,0,false,12,90,0,1,Arsenal,367,0.00,0.05,38622,37,Gabriel,0.0,DEF,3.6,1,0
0,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,764,17,0,false,0,0,0,0,Arsenal,367,0.00,0.00,0,37,Nuno Tavares,0.0,DEF,0.0,1,0
-991237,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,8983,0.0,2022-23,0.00,0.0,0,66,3386033,19,0,false,0,0,0,0,Arsenal,367,0.00,0.00,1000220,37,Gabriel Martinelli,0.0,MID,0.0,1,0
-1,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,1733,20,0,false,0,0,0,0,Arsenal,367,0.00,0.00,1,37,Pablo Marí Villar,0.0,DEF,0.0,1,0
-9,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,8709,22,0,false,0,0,0,0,Arsenal,367,0.00,0.00,9,37,Lucas Torreira di Pascua,0.0,MID,0.0,1,0
237,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,343,1.3,2022-23,0.00,0.0,0,47,4667,23,0,false,0,0,0,0,Arsenal,367,0.00,0.00,106,37,Reiss Nelson,0.0,MID,0.0,1,0
5463,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,7208,0.5,2022-23,0.00,0.0,0,38,164230,24,0,false,0,0,0,0,Arsenal,367,0.00,0.00,1745,37,Matt Turner,0.0,GK,0.0,1,0
-3,Nott'm Forest,0,0,1,0,0,2023-05-20T16:30:00Z,0,0.11,0,4.6,0,0,64,0.7,2022-23,0.01,11.6,0,56,15399,25,0,false,3,20,0,0,Arsenal,367,0.00,0.01,67,37,Fábio Vieira,2.0,MID,1.8,1,0
-28701,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,133,0.0,2022-23,0.00,0.0,0,49,1796099,26,0,false,0,0,0,0,Arsenal,367,0.00,0.00,28834,37,William Saliba,0.0,DEF,0.0,1,0
-12,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,46,7554,27,0,false,0,0,0,0,Arsenal,367,0.00,0.00,12,37,Marquinhos,0.0,MID,0.0,1,0
10040,Nott'm Forest,0,0,1,0,1,2023-05-20T16:30:00Z,0,0.55,0,6.2,0,0,56081,3.5,2022-23,0.06,13.6,1,81,3175332,28,0,false,-5,90,0,1,Arsenal,367,0.30,0.36,46041,37,Gabriel Jesus,80.0,FWD,10.0,1,0
33151,Nott'm Forest,0,0,2,0,1,2023-05-20T16:30:00Z,0,0.45,0,2.0,0,0,46158,2.0,2022-23,0.22,17.1,1,66,823917,111,0,false,4,69,0,0,Arsenal,367,0.12,0.34,13007,37,Leandro Trossard,9.0,MID,2.8,1,0
109,Nott'm Forest,0,0,2,0,1,2023-05-20T16:30:00Z,0,0.55,0,13.2,0,0,974,3.3,2022-23,0.09,14.3,1,57,217616,130,0,false,14,90,0,0,Arsenal,367,0.06,0.15,865,37,Jorginho,6.0,MID,3.4,1,0
-112884,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,254,0.0,2022-23,0.00,0.0,0,51,1071355,313,0,false,0,0,0,0,Arsenal,367,0.00,0.00,113138,37,Oleksandr Zinchenko,0.0,DEF,0.0,1,0
87,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,151,0.5,2022-23,0.00,0.0,0,44,8620,607,0,false,0,0,0,0,Arsenal,367,0.00,0.00,64,37,Matthew Smith,0.0,MID,0.0,1,0
25,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,67,0.5,2022-23,0.00,0.0,0,45,1231,630,0,false,0,0,0,0,Arsenal,367,0.00,0.00,42,37,Ethan Nwaneri,0.0,MID,0.0,1,0
89,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,157,0.5,2022-23,0.00,0.0,0,40,8462,631,0,false,0,0,0,0,Arsenal,367,0.00,0.00,68,37,Lino Sousa,0.0,DEF,0.0,1,0
36,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,64,0.5,2022-23,0.00,0.0,0,39,1932,655,0,false,0,0,0,0,Arsenal,367,0.00,0.00,28,37,Karl Hein,0.0,GK,0.0,1,0
31,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,41,0.5,2022-23,0.00,0.0,0,45,411,668,0,false,0,0,0,0,Arsenal,367,0.00,0.00,10,37,Amario Cozier-Duberry,0.0,MID,0.0,1,0
-6,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,573,685,0,false,0,0,0,0,Arsenal,367,0.00,0.00,6,37,Nathan Butler-Oyedeji,0.0,FWD,0.0,1,0
8456,Nott'm Forest,0,0,2,0,1,2023-05-20T16:30:00Z,0,0.32,0,1.0,0,0,9754,3.3,2022-23,0.01,2.8,1,40,24816,710,0,false,8,62,0,0,Arsenal,367,0.00,0.01,1298,37,Jakub Kiwior,0.0,DEF,0.4,1,0
44,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,81,0.5,2022-23,0.00,0.0,0,40,1016,751,0,false,0,0,0,0,Arsenal,367,0.00,0.00,37,37,Reuell Walters,0.0,DEF,0.0,1,0
0,Nott'm Forest,0,0,0,0,0,2023-05-20T16:30:00Z,0,0.00,0,0.0,0,0,0,1.9,2022-23,0.00,0.0,0,45,0,767,0,false,0,0,0,0,Arsenal,367,0.00,0.00,0,37,Mauro Bandeira,0.0,MID,0.0,1,0
-567,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,93,0.0,2022-23,0.00,0.0,0,66,329033,29,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,660,37,Philippe Coutinho,0.0,MID,0.0,1,0
-29350,Liverpool,0,0,2,0,1,2023-05-20T14:00:00Z,0,0.75,1,26.0,4,0,4855,1.7,2022-23,0.00,0.0,1,50,733752,31,0,false,21,90,0,1,Aston Villa,364,0.00,0.00,34205,37,Emiliano Martínez,0.0,GK,2.6,1,0
-149,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,104,-0.2,2022-23,0.00,0.0,0,42,18243,32,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,253,37,Calum Chambers,0.0,DEF,0.0,1,0
-967,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.22,1,11.2,0,0,724,0.0,2022-23,0.02,1.5,1,45,138775,33,0,false,1,52,0,1,Aston Villa,364,0.00,0.02,1691,37,Lucas Digne,2.0,DEF,1.5,1,0
-158,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,77,0.0,2022-23,0.00,0.0,0,49,7503,34,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,235,37,Bertrand Traoré,0.0,MID,0.0,1,0
924,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,2291,-0.5,2022-23,0.00,0.0,0,39,163146,35,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,1367,37,Robin Olsen,0.0,GK,0.0,1,0
-53,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,43,21725,36,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,53,37,Morgan Sanson,0.0,MID,0.0,1,0
-1421,Liverpool,0,0,2,0,1,2023-05-20T14:00:00Z,0,0.75,1,9.0,0,0,649,1.3,2022-23,0.05,8.9,1,51,64687,37,0,false,10,90,0,0,Aston Villa,364,0.08,0.13,2070,37,John McGinn,10.0,MID,2.8,1,0
-1,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,44,1016,38,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,1,37,Kortney Hause,0.0,DEF,0.0,1,0
-104258,Liverpool,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.75,1,25.2,0,0,21295,1.0,2022-23,0.00,0.5,1,48,1394143,39,0,false,9,90,0,1,Aston Villa,364,0.00,0.00,125553,37,Tyrone Mings,0.0,DEF,2.6,1,0
-154940,Liverpool,0,0,0,1,0,2023-05-20T14:00:00Z,0,0.35,1,3.0,0,0,63419,1.3,2022-23,0.01,13.5,1,73,1407589,40,0,false,-4,86,1,0,Aston Villa,364,0.79,0.80,218359,37,Ollie Watkins,8.0,FWD,2.5,1,0
-27,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,43,12662,41,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,27,37,Marvelous Nakamba,0.0,MID,0.0,1,0
-5965,Liverpool,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.50,1,7.2,0,0,2371,1.5,2022-23,0.01,10.8,0,57,84597,42,0,false,3,25,0,0,Aston Villa,364,0.00,0.01,8336,37,Emiliano Buendía,2.0,MID,2.0,1,0
-203,Liverpool,0,0,2,0,1,2023-05-20T14:00:00Z,0,0.75,1,20.8,0,0,1561,0.3,2022-23,0.00,0.1,1,46,351848,43,0,false,9,90,0,0,Aston Villa,364,0.00,0.00,1764,37,Matty Cash,0.0,DEF,2.1,1,0
-6414,Liverpool,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.75,1,23.4,0,0,4795,1.3,2022-23,0.00,0.0,1,44,115444,44,0,false,8,90,0,1,Aston Villa,364,0.00,0.00,11209,37,Ezri Konsa Ngoyo,0.0,DEF,2.3,1,0
6935,Liverpool,0,0,1,0,0,2023-05-20T14:00:00Z,0,0.22,1,4.0,0,0,9949,1.5,2022-23,0.00,0.3,1,43,307759,45,0,false,4,53,0,0,Aston Villa,364,0.05,0.05,3014,37,Leon Bailey,9.0,MID,1.3,1,0
7289,Liverpool,0,3,9,1,0,2023-05-20T14:00:00Z,0,0.35,1,35.0,0,1,12217,5.0,2022-23,0.12,43.3,1,48,87127,46,0,false,36,86,0,0,Aston Villa,364,0.00,0.12,4928,37,Douglas Luiz,0.0,MID,7.8,1,0
-1841,Liverpool,0,1,8,0,1,2023-05-20T14:00:00Z,0,0.75,1,45.4,0,0,6582,4.5,2022-23,0.01,4.6,1,51,131726,47,1,false,24,90,0,0,Aston Villa,364,0.47,0.48,8423,37,Jacob Ramsey,50.0,MID,10.0,1,0
0,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,1827,49,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,0,37,Tim Iroegbunam,0.0,MID,0.0,1,0
-70,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,314,-0.3,2022-23,0.00,0.0,0,47,26126,50,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,384,37,Diego Carlos,0.0,DEF,0.0,1,0
-6,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,48,3289,51,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,6,37,Anwar El Ghazi,0.0,MID,0.0,1,0
-5,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,54,3895,52,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,5,37,Keinan Davis,0.0,FWD,0.0,1,0
19,Liverpool,0,0,2,0,1,2023-05-20T14:00:00Z,0,0.75,1,12.2,0,0,37,0.5,2022-23,0.00,1.3,1,48,9846,53,0,false,1,90,0,0,Aston Villa,364,0.00,0.00,18,37,Boubacar Kamara,0.0,MID,1.4,1,0
-804,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,42,196509,54,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,804,37,Cameron Archer,0.0,FWD,0.0,1,0
0,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,45,215,55,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,0,37,Jaden Philogene-Bidace,0.0,MID,0.0,1,0
-310,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,39,66018,56,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,310,37,Frédéric Guilbert,0.0,DEF,0.0,1,0
-22,Liverpool,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.40,1,3.2,0,0,53,0.3,2022-23,0.00,0.1,0,47,7354,479,0,false,4,3,0,0,Aston Villa,364,0.00,0.00,75,37,Leander Dendoncker,0.0,MID,0.3,1,0
-8,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,43,4330,525,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,8,37,Ludwig Augustinsson,0.0,DEF,0.0,1,0
-9,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,4853,537,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,9,37,Kaine Kesler Hayden,0.0,DEF,0.0,1,0
-3459,Liverpool,0,0,0,0,1,2023-05-20T14:00:00Z,0,0.53,1,11.0,0,0,1820,0.7,2022-23,0.00,0.0,0,43,97510,538,0,false,5,37,0,1,Aston Villa,364,0.00,0.00,5279,37,Ashley Young,2.0,DEF,1.3,1,0
-20,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,4119,638,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,20,37,Lamare Bogarde,0.0,DEF,0.0,1,0
-3,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,40,565,670,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,3,37,Filip Marschall,0.0,GK,0.0,1,0
25,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,82,-0.5,2022-23,0.00,0.0,0,45,738,672,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,57,37,Kadan Young,0.0,MID,0.0,1,0
-32413,Liverpool,0,0,1,0,0,2023-05-20T14:00:00Z,0,0.03,1,5.2,0,0,4778,1.3,2022-23,0.01,4.1,0,45,297125,694,0,false,4,11,0,0,Aston Villa,364,0.00,0.01,37191,37,Álex Moreno,0.0,DEF,0.9,1,0
120,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,181,-0.5,2022-23,0.00,0.0,0,40,1728,707,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,61,37,Viljami Sinisalo,0.0,GK,0.0,1,0
227,Liverpool,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.40,1,2.2,0,0,401,0.5,2022-23,0.00,0.3,0,55,2422,711,0,false,3,3,0,0,Aston Villa,364,0.00,0.00,174,37,Jhon Durán,0.0,FWD,0.3,1,0
191,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,335,-0.5,2022-23,0.00,0.0,0,40,2599,744,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,144,37,Sil Swinkels,0.0,DEF,0.0,1,0
50,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,87,-0.5,2022-23,0.00,0.0,0,40,916,745,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,37,37,Oliwier Zych,0.0,GK,0.0,1,0
60,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,89,-0.5,2022-23,0.00,0.0,0,40,432,753,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,29,37,James Wright,0.0,GK,0.0,1,0
208,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,282,-0.5,2022-23,0.00,0.0,0,40,1126,754,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,74,37,Sebastian Revan,0.0,DEF,0.0,1,0
65,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,90,-0.5,2022-23,0.00,0.0,0,45,256,755,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,25,37,Travis Patterson,0.0,MID,0.0,1,0
54,Liverpool,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,77,-0.5,2022-23,0.00,0.0,0,45,181,761,0,false,0,0,0,0,Aston Villa,364,0.00,0.00,23,37,Tommi O'Reilly,0.0,MID,0.0,1,0
-907,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.25,1,14.6,0,0,834,0.7,2022-23,0.14,44.0,1,43,22512,57,0,true,11,65,0,0,Bournemouth,361,0.00,0.14,1741,37,Adam Smith,4.0,DEF,6.3,0,0
0,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,24,0.0,2022-23,0.00,0.0,0,48,2199,58,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,24,37,Junior Stanislas,0.0,MID,0.0,0,0
-14,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,21,0.0,2022-23,0.00,0.0,0,44,2679,59,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,35,37,Ryan Fredericks,0.0,DEF,0.0,0,0
24,Man Utd,0,0,1,0,1,2023-05-20T14:00:00Z,0,0.61,1,8.4,0,0,84,0.0,2022-23,0.04,15.7,1,53,1660,60,0,true,1,55,0,0,Bournemouth,361,0.25,0.29,60,37,David Brooks,26.0,MID,5.0,0,0
-4,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,52,2609,61,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,4,37,Jamal Lowe,0.0,MID,0.0,0,0
2319,Man Utd,0,0,1,0,0,2023-05-20T14:00:00Z,0,0.87,1,4.2,0,0,3712,0.3,2022-23,0.01,0.3,0,49,84293,62,0,true,-1,34,0,0,Bournemouth,361,0.33,0.34,1393,37,Kieffer Moore,17.0,FWD,2.2,0,0
-3,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,47,1676,63,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,3,37,Emiliano Marcondes,0.0,MID,0.0,0,0
-1089,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.49,1,11.0,0,0,1888,4.5,2022-23,0.02,2.4,1,47,53797,64,0,true,18,90,0,0,Bournemouth,361,0.00,0.02,2977,37,Jefferson Lerma,2.0,MID,1.5,0,0
36,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,77,-0.3,2022-23,0.00,0.0,0,42,4807,65,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,41,37,Jack Stacey,0.0,DEF,0.0,0,0
-31747,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.49,1,9.6,0,0,19491,3.0,2022-23,0.02,5.4,1,57,414447,66,0,true,7,90,0,0,Bournemouth,361,0.29,0.31,51238,37,Dominic Solanke,41.0,FWD,5.6,0,0
9,Man Utd,0,0,1,0,1,2023-05-20T14:00:00Z,0,1.49,1,9.0,0,0,74,0.5,2022-23,0.05,1.9,1,49,6232,67,0,true,8,90,0,1,Bournemouth,361,0.00,0.05,65,37,Lewis Cook,0.0,MID,1.1,0,0
-26,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,44,14309,68,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,26,37,Ben Pearson,0.0,MID,0.0,0,0
-161,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.25,1,18.2,0,0,166,2.0,2022-23,0.04,23.8,1,53,6070,69,0,true,13,65,0,0,Bournemouth,361,0.29,0.33,327,37,Ryan Christie,22.0,MID,6.4,0,0
-12376,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,4984,1.5,2022-23,0.00,0.0,0,50,116172,70,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,17360,37,Philip Billing,0.0,MID,0.0,0,0
-70,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,189,-0.3,2022-23,0.00,0.0,0,43,12002,71,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,259,37,Chris Mepham,0.0,DEF,0.0,0,0
331,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,775,-0.5,2022-23,0.00,0.0,0,41,41102,72,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,444,37,Mark Travers,0.0,GK,0.0,0,0
-572,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.49,1,18.4,0,0,899,1.0,2022-23,0.01,1.4,1,43,57937,73,0,true,14,90,0,0,Bournemouth,361,0.00,0.01,1471,37,Lloyd Kelly,0.0,DEF,2.0,0,0
-18,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,47,7198,74,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,18,37,Siriki Dembélé,0.0,MID,0.0,0,0
10,Man Utd,0,0,2,0,1,2023-05-20T14:00:00Z,0,1.49,1,7.6,0,0,148,1.5,2022-23,0.02,4.7,1,52,8477,75,0,true,8,90,0,0,Bournemouth,361,0.00,0.02,138,37,Jaidon Anthony,0.0,MID,1.2,0,0
211,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,466,-0.5,2022-23,0.00,0.0,0,42,14232,76,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,255,37,Jordan Zemura,0.0,DEF,0.0,0,0
-433,Man Utd,0,0,0,0,0,2023-05-20T14:00:00Z,0,0.00,1,0.0,0,0,0,0.0,2022-23,0.00,0.0,0,39,41055,77,0,true,0,0,0,0,Bournemouth,361,0.00,0.00,433,37,Will Dennis,0.0,GK,0.0,0,0
