name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,season
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,5,0,0.8,514,0.0,0.02,0.02,0.29,73,1,0,0.7,5.4,2023-03-15T19:30:00Z,45,0,0,0,0,27,0,11362,1,0,1,1.0,0,-645,23,668,50,False,1,Brighton,2022-23
Oliver Hammond,MID,Nott'm Forest,0.0,0,0,0,0,0.0,553,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,3843,0,1,3,0.0,0,-31,42,73,43,False,0,Spurs,2022-23
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,18976,0,1,2,0.0,0,-115,0,115,44,False,0,Newcastle,2022-23
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,14104,0,0,1,0.0,0,-86,0,86,40,False,0,Everton,2022-23
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,14104,0,2,0,0.0,0,-86,0,86,40,False,0,Southampton,2022-23
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,32801,0,1,3,0.0,0,-276,187,463,39,True,0,Nott'm Forest,2022-23
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,2,1,0.6,158,0.0,0.0,0.0,1.16,262,0,0,0.1,0.0,2023-03-11T17:30:00Z,60,0,0,0,0,27,0,36134,1,1,0,2.0,2,-581,170,751,42,True,1,Man City,2022-23
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,0,0,0.0,158,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,36134,0,0,1,0.0,0,-581,170,751,42,False,0,Brighton,2022-23
George Wickens,GK,Fulham,-0.5,0,0,0,0,0.0,747,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,58,0,3,0,0.0,0,29,43,14,40,True,0,Arsenal,2022-23
Wesley Fofana,DEF,Chelsea,4.2,0,0,5,0,1.8,272,0.01,0.07,0.06,2.35,266,1,0,3.9,20.2,2023-03-11T15:00:00Z,85,0,0,0,0,27,0,125411,1,3,1,17.0,1,36232,40334,4102,43,False,1,Leicester,2022-23
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,72130,0,1,1,0.0,0,-741,465,1206,66,True,0,Aston Villa,2022-23
Alisson,GK,Liverpool,6.6,0,0,16,0,0.0,281,0.0,0.0,0.0,0.86,261,1,0,1.4,13.8,2023-03-11T12:30:00Z,90,0,0,0,0,27,1,1763589,1,0,1,0.0,2,17394,51400,34006,54,False,0,Bournemouth,2022-23
Che Adams,FWD,Southampton,2.2,0,0,1,1,4.3,411,0.01,0.05,0.04,0.81,267,0,0,1.2,1.6,2023-03-12T14:00:00Z,75,0,0,0,0,27,0,129405,1,0,0,6.0,2,11664,17500,5836,61,False,0,Man Utd,2022-23
Che Adams,FWD,Southampton,2.2,0,0,3,0,15.8,411,0.01,0.36,0.35,2.01,69,2,0,3.9,5.8,2023-03-15T19:30:00Z,90,0,0,0,0,27,0,129405,1,2,0,17.0,2,11664,17500,5836,61,True,0,Brentford,2022-23
Sam Greenwood,FWD,Leeds,0.5,0,0,0,0,0.0,237,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,1188521,0,2,2,0.0,0,-49336,28475,77811,41,True,0,Brighton,2022-23
Charlie Robinson,DEF,Fulham,0.8,0,0,0,0,0.0,750,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,0,0,3,0,0.0,0,0,0,0,40,True,0,Arsenal,2022-23
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,8032,0,3,0,0.0,0,-116,0,116,44,True,0,Arsenal,2022-23
Nathaniel Phillips,DEF,Liverpool,1.0,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,0,0,0,0,27,0,48678,0,0,1,0.0,0,-831,411,1242,39,False,0,Bournemouth,2022-23
Loïc Mbe Soh,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,3440,0,1,3,0.0,0,-41,0,41,42,False,0,Spurs,2022-23
Diogo Pinheiro Monteiro,DEF,Leeds,0.0,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,706,0,2,2,0.0,0,84,136,52,40,True,0,Brighton,2022-23
Jason Steele,GK,Brighton,8.4,0,0,16,0,0.0,102,0.0,0.0,0.0,1.54,265,2,0,2.1,21.2,2023-03-11T15:00:00Z,90,0,0,0,0,27,2,117894,1,2,2,0.0,1,42854,47710,4856,39,False,0,Leeds,2022-23
Jason Steele,GK,Brighton,8.4,0,3,31,1,0.0,102,0.0,0.0,0.0,1.2,73,0,0,2.5,25.2,2023-03-15T19:30:00Z,90,0,0,0,0,27,3,117894,1,0,1,0.0,10,42854,47710,4856,39,True,0,Crystal Palace,2022-23
Shola Shoretire,FWD,Man Utd,0.0,0,0,0,0,0.0,660,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,2020,0,0,0,0.0,0,-51,0,51,45,True,0,Southampton,2022-23
Tosin Adarabioyo,DEF,Fulham,-0.3,0,0,15,0,1.9,209,0.02,0.07,0.06,2.38,264,3,0,3.9,19.8,2023-03-12T14:00:00Z,90,0,0,0,0,27,0,12540,1,3,0,17.0,1,-219,48,267,44,True,0,Arsenal,2022-23
Kalvin Phillips,MID,Man City,1.2,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,0,0,0,0,27,0,13319,0,1,0,0.0,0,-51,48,99,48,False,0,Crystal Palace,2022-23
Cafú,MID,Nott'm Forest,0.0,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,34188,0,1,3,0.0,0,-381,89,470,42,False,0,Spurs,2022-23
Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,18286,0,3,0,0.0,0,-132,107,239,43,True,0,Arsenal,2022-23
Ryan Fraser,MID,Newcastle,0.5,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,7388,0,1,2,0.0,0,-22,52,74,52,True,0,Wolves,2022-23
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,702,0.0,0.0,0.0,0.0,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,281,0,3,1,0.0,0,-31,20,51,45,False,0,Leicester,2022-23
Luke Thomas,DEF,Leicester,0.0,0,0,0,0,0.0,270,0.0,0.0,0.0,0.0,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,12553,0,3,1,0.0,0,-533,273,806,40,True,0,Chelsea,2022-23
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,91086,0,1,2,0.0,0,-1123,0,1123,39,True,0,Wolves,2022-23
Rodri,MID,Man City,4.2,0,0,20,1,23.4,315,0.13,0.33,0.2,0.17,262,0,0,7.7,23.4,2023-03-11T17:30:00Z,90,0,0,0,0,27,0,207703,1,1,0,30.0,3,-1501,8502,10003,56,False,0,Crystal Palace,2022-23
Cristiano Ronaldo,FWD,Man Utd,0.0,0,0,0,0,0.0,326,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,221778,0,0,0,0.0,0,-794,0,794,102,True,0,Southampton,2022-23
Fraser Forster,GK,Spurs,6.0,0,1,31,0,0.0,426,0.0,0.0,0.0,1.57,269,1,0,5.5,55.2,2023-03-11T15:00:00Z,90,0,0,1,0,27,4,470544,1,1,3,0.0,9,8420,16391,7971,39,True,0,Nott'm Forest,2022-23
Alex Oxlade-Chamberlain,MID,Liverpool,1.0,0,0,0,0,0.0,278,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,0,0,0,0,27,0,1890,0,0,1,0.0,0,-91,19,110,49,False,0,Bournemouth,2022-23
Ethan Nwaneri,MID,Arsenal,0.5,0,0,0,0,0.0,630,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,992,0,3,0,0.0,0,42,63,21,45,False,0,Fulham,2022-23
Jack Grealish,MID,Man City,5.4,0,0,15,1,35.8,305,0.22,0.29,0.07,0.17,262,0,0,5.4,13.6,2023-03-11T17:30:00Z,90,0,0,0,0,27,0,275406,1,1,0,5.0,3,-44902,14146,59048,68,False,0,Crystal Palace,2022-23
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,0,0,0,0,27,0,395,0,1,0,0.0,0,-5,0,5,45,False,0,Crystal Palace,2022-23
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,752,0,0,0,0.0,0,-9,0,9,45,False,0,Man Utd,2022-23
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,752,0,2,0,0.0,0,-9,0,9,45,True,0,Brentford,2022-23
Martial Godo,MID,Fulham,-0.5,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,517,0,3,0,0.0,0,-5,26,31,45,True,0,Arsenal,2022-23
Chris Wood,FWD,Nott'm Forest,3.2,0,0,3,0,0.0,354,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,5,0,0,0,0,27,0,79819,0,1,3,0.0,1,-3889,1597,5486,56,False,0,Spurs,2022-23
Darren Randolph,GK,Bournemouth,-1.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,0,0,0,0,27,0,16287,0,0,1,0.0,0,-5,181,186,40,True,0,Liverpool,2022-23
Leander Dendoncker,MID,Aston Villa,0.1,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,7226,0,1,1,0.0,0,-176,9,185,47,False,0,West Ham,2022-23
Keylor Navas,GK,Nott'm Forest,1.8,0,0,18,0,0.0,729,0.0,0.0,0.0,2.05,269,3,0,3.4,33.6,2023-03-11T15:00:00Z,90,0,0,0,0,27,4,95832,1,1,3,0.0,2,-4533,6096,10629,45,False,0,Spurs,2022-23
Allan,MID,Everton,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,6204,0,0,1,0.0,0,-21,0,21,48,True,0,Brentford,2022-23
Ibrahima Konaté,DEF,Liverpool,3.6,0,0,14,0,2.6,290,0.02,0.08,0.06,0.86,261,1,0,3.3,26.0,2023-03-11T12:30:00Z,90,0,0,0,0,27,0,59503,1,0,1,4.0,1,12353,14034,1681,48,False,1,Bournemouth,2022-23
Aleksandar Mitrović,FWD,Fulham,0.3,0,0,-1,0,1.2,210,0.0,0.17,0.17,2.38,264,3,0,3.0,7.8,2023-03-12T14:00:00Z,90,0,0,0,0,27,0,1898109,1,3,0,21.0,2,-163198,21403,184601,67,True,0,Arsenal,2022-23
Christian Eriksen,MID,Man Utd,0.0,0,0,0,0,0.0,519,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,230582,0,0,0,0.0,0,-3574,72,3646,62,True,0,Southampton,2022-23
Joe Willock,MID,Newcastle,2.8,1,1,23,0,23.1,373,0.07,0.51,0.44,1.12,268,1,0,12.8,40.4,2023-03-12T16:30:00Z,90,0,0,0,0,27,0,45509,1,1,2,64.0,6,-895,834,1729,47,True,0,Wolves,2022-23
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,105190,0,1,2,0.0,0,-2059,0,2059,39,False,0,Newcastle,2022-23
Roméo Lavia,MID,Southampton,3.0,0,0,13,1,15.4,321,0.04,0.09,0.05,0.84,267,0,0,2.8,9.4,2023-03-12T14:00:00Z,90,0,0,0,0,27,0,20142,1,0,0,3.0,3,369,759,390,45,False,0,Man Utd,2022-23
Roméo Lavia,MID,Southampton,3.0,0,0,2,0,2.7,321,0.03,0.03,0.0,0.56,69,1,0,0.9,6.6,2023-03-15T19:30:00Z,32,0,0,0,0,27,0,20142,0,2,0,0.0,1,369,759,390,45,True,0,Brentford,2022-23
Ellis Simms,FWD,Everton,0.4,0,0,0,0,0.0,686,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,9905,0,0,1,0.0,0,-1377,1206,2583,45,True,0,Brentford,2022-23
Kristoffer Ajer,DEF,Brentford,0.5,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,263,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,12000,0,0,1,0.0,0,86,685,599,45,False,0,Everton,2022-23
Kristoffer Ajer,DEF,Brentford,0.5,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,12000,0,2,0,0.0,0,86,685,599,45,False,0,Southampton,2022-23
Emmanuel Dennis,FWD,Nott'm Forest,0.5,0,0,4,0,0.8,585,0.0,0.1,0.09,0.85,269,1,0,4.9,13.2,2023-03-11T15:00:00Z,45,0,0,0,0,27,0,12765,0,1,3,35.0,1,-217,245,462,56,False,0,Spurs,2022-23
Gustavo Scarpa,MID,Nott'm Forest,0.0,0,0,0,0,0.0,681,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,778,0,1,3,0.0,0,-116,9,125,47,False,0,Spurs,2022-23
Will Hughes,MID,Crystal Palace,-0.5,0,0,0,0,0.0,163,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,0,0,0,0,27,0,3039,0,1,0,0.0,0,-26,20,46,48,True,0,Man City,2022-23
Will Hughes,MID,Crystal Palace,-0.5,0,0,0,0,0.0,163,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,3039,0,0,1,0.0,0,-26,20,46,48,False,0,Brighton,2022-23
Joe Ayodele-Aribo,MID,Southampton,-1.0,0,0,0,0,0.0,512,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,30270,0,0,0,0.0,0,-271,84,355,51,False,0,Man Utd,2022-23
Joe Ayodele-Aribo,MID,Southampton,-1.0,0,0,0,0,0.0,512,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,30270,0,2,0,0.0,0,-271,84,355,51,True,0,Brentford,2022-23
Orel Mangala,MID,Nott'm Forest,0.5,0,0,5,0,1.8,536,0.01,0.01,0.0,1.2,269,2,0,0.9,7.2,2023-03-11T15:00:00Z,45,0,0,0,0,27,0,2379,1,1,3,0.0,1,-19,12,31,49,False,0,Spurs,2022-23
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,0,0,0,0,27,0,27639,0,1,0,0.0,0,-145,0,145,45,True,0,Man City,2022-23
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,27639,0,0,1,0.0,0,-145,0,145,45,False,0,Brighton,2022-23
Cristian Romero,DEF,Spurs,4.0,0,0,18,0,1.8,443,0.02,0.08,0.06,1.57,269,1,0,4.0,34.4,2023-03-11T15:00:00Z,90,0,0,0,0,27,0,162149,1,1,3,4.0,2,1502,6229,4727,49,True,0,Nott'm Forest,2022-23
Jack Harrison,MID,Leeds,5.2,1,3,31,0,37.4,233,0.09,0.95,0.86,1.63,265,2,1,12.4,63.0,2023-03-11T15:00:00Z,90,1,0,0,0,27,0,176148,1,2,2,24.0,11,-4442,4273,8715,57,True,0,Brighton,2022-23
Maxwel Cornet,MID,West Ham,0.2,0,0,-1,0,0.0,575,0.0,0.0,0.0,0.55,270,0,0,0.0,0.2,2023-03-12T14:00:00Z,4,0,0,0,0,27,0,5350,0,1,1,0.0,1,12,62,50,59,True,0,Aston Villa,2022-23
Luis Sinisterra,MID,Leeds,0.1,0,0,3,0,0.0,508,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,1,0,0,0,0,27,0,25562,0,2,2,0.0,1,-313,46,359,65,True,0,Brighton,2022-23
Nathaniel Clyne,DEF,Crystal Palace,5.8,0,0,17,1,0.0,157,0.0,0.0,0.0,1.18,262,0,0,0.3,3.4,2023-03-11T17:30:00Z,70,0,0,0,0,27,0,17715,1,1,0,0.0,6,262,979,717,45,True,0,Man City,2022-23
Nathaniel Clyne,DEF,Crystal Palace,5.8,0,0,18,0,30.3,157,0.27,0.27,0.0,0.6,73,1,0,4.3,12.2,2023-03-15T19:30:00Z,90,0,0,0,0,27,0,17715,1,0,1,0.0,2,262,979,717,45,False,0,Brighton,2022-23
Stuart Armstrong,MID,Southampton,1.8,0,0,8,0,2.1,405,0.02,0.13,0.11,0.23,267,0,0,3.2,12.6,2023-03-12T14:00:00Z,35,0,0,0,0,27,0,7492,0,0,0,17.0,1,63,223,160,47,False,0,Man Utd,2022-23
Stuart Armstrong,MID,Southampton,1.8,0,0,0,0,0.0,405,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,7492,0,2,0,0.0,0,63,223,160,47,True,0,Brentford,2022-23
Oriol Romeu,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,3271,0,0,0,0.0,0,-14,0,14,48,False,0,Man Utd,2022-23
Oriol Romeu,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,3271,0,2,0,0.0,0,-14,0,14,48,True,0,Brentford,2022-23
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,62,0,2,2,0.0,0,0,0,0,50,True,0,Brighton,2022-23
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,638,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,0,0,0,0,27,0,4525,0,1,1,0.0,0,-100,0,100,40,False,0,West Ham,2022-23
Harrison Ashby,DEF,Newcastle,0.5,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,93081,0,1,2,0.0,0,11417,17831,6414,38,True,0,Wolves,2022-23
Lewis Brunt,DEF,Leicester,0.0,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,35662,0,3,1,0.0,0,-107,399,506,39,True,0,Chelsea,2022-23
Matt Ritchie,DEF,Newcastle,1.2,0,0,3,0,0.0,350,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,5,0,0,0,0,27,0,6331,0,1,2,0.0,1,-9,83,92,42,True,0,Wolves,2022-23
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,266,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,594482,0,3,1,0.0,0,-4007,6938,10945,38,True,0,Chelsea,2022-23
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,265,0,0,0.0,0.0,2023-03-11T15:00:00Z,0,0,0,0,0,27,0,5246,0,2,2,0.0,0,-21,0,21,53,False,0,Leeds,2022-23
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,5246,0,0,1,0.0,0,-21,0,21,53,True,0,Crystal Palace,2022-23
Trevoh Chalobah,DEF,Chelsea,0.8,0,0,3,0,1.6,141,0.0,0.0,0.0,0.27,266,0,0,0.7,3.0,2023-03-11T15:00:00Z,17,0,0,0,0,27,0,53695,0,3,1,2.0,1,-1483,387,1870,44,False,0,Leicester,2022-23
Chris Richards,DEF,Crystal Palace,-0.6,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,262,0,0,0.0,0.0,2023-03-11T17:30:00Z,0,0,0,0,0,27,0,5952,0,1,0,0.0,0,-38,48,86,44,True,0,Man City,2022-23
Chris Richards,DEF,Crystal Palace,-0.6,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-03-15T19:30:00Z,0,0,0,0,0,27,0,5952,0,0,1,0.0,0,-38,48,86,44,False,0,Brighton,2022-23
Cameron Plain,GK,Bournemouth,-1.0,0,0,0,0,0.0,649,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2023-03-11T12:30:00Z,0,0,0,0,0,27,0,1964,0,0,1,0.0,0,17,161,144,40,True,0,Liverpool,2022-23
Diogo Jota,FWD,Liverpool,3.0,0,0,2,0,2.9,288,0.01,0.17,0.16,0.06,261,0,0,3.6,6.2,2023-03-11T12:30:00Z,45,0,0,0,0,27,0,45467,0,0,1,27.0,1,-7446,2372,9818,88,False,0,Bournemouth,2022-23
Martin Dubravka,GK,Newcastle,3.2,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,268,0,0,0.0,0.0,2023-03-12T16:30:00Z,0,0,0,0,0,27,0,44832,0,1,2,0.0,0,-257,770,1027,41,True,0,Wolves,2022-23
Rodrigo,MID,Leeds,0.1,0,0,0,0,0.5,225,0.03,0.03,0.0,0.41,265,0,0,0.5,0.4,2023-03-11T15:00:00Z,24,0,0,0,0,27,0,414960,0,2,2,4.0,1,-11966,366,12332,63,True,0,Brighton,2022-23
