name,transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,expected_goal_involvements,expected_goals,fixture,transfers_out,round,position,threat,ict_index,penalties_saved,team_h_score
Darren Randolph,-17,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,84,-0.5,0.0,0.0,0,40,16154,571,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,101,31,GK,0,0.0,0,2
Norberto Murara Neto,1306,Spurs,0,0,0,2,3,2023-04-15T14:15:00Z,0,2.04,3,43.6,6,0,3657,3.1,0.0,0.0,1,45,56199,574,0,23,False,90,0,0,Bournemouth,0.0,0.0,308,2351,31,GK,0,4.4,0,2
Marcos Senesi,-3874,Spurs,0,0,0,1,1,2023-04-15T14:15:00Z,0,0.3,3,5.2,0,0,39,0.4,0.0,0.0,0,44,29651,576,0,4,False,11,0,0,Bournemouth,0.0,0.0,308,3913,31,DEF,0,0.5,0,2
Christian Saydee,-3,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,2026,597,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,3,31,FWD,0,0.0,0,2
Owen Bevan,-14,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,3586,598,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,14,31,DEF,0,0.0,0,2
Cameron Plain,-17,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,36,-0.5,0.0,0.0,0,40,1835,649,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,53,31,GK,0,0.0,0,2
Daniel Adu-Adjei,29,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,121,-0.5,0.0,0.0,0,45,1667,695,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,92,31,FWD,0,0.0,0,2
Michael Dacosta Gonzalez,10,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,31,-0.5,0.0,0.0,0,44,261,696,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,21,31,MID,0,0.0,0,2
Dominic Sadi,27,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,145,-0.5,0.0,0.0,0,45,1859,697,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,118,31,FWD,0,0.0,0,2
Dango Ouattara,-909,Spurs,2,0,0,1,8,2023-04-15T14:15:00Z,0,0.3,3,37.0,0,0,99,2.3,0.01,10.3,0,50,4525,705,1,27,False,11,0,0,Bournemouth,0.0,0.4,308,1008,31,MID,21,6.8,0,2
Euan Pollock,60,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,156,-0.5,0.0,0.0,0,45,1464,706,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,96,31,FWD,0,0.0,0,2
Antoine Semenyo,-93,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,118,0.3,0.0,0.0,0,50,2454,714,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,211,31,FWD,0,0.0,0,2
Matías Viña,-20,Spurs,0,0,0,1,7,2023-04-15T14:15:00Z,0,0.95,3,46.2,0,0,44,1.1,0.03,11.8,1,45,905,718,1,23,False,48,0,0,Bournemouth,0.0,0.42,308,64,31,DEF,19,7.7,0,2
Illia Zabarnyi,-5,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,20,-0.3,0.0,0.0,0,45,464,722,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,25,31,DEF,0,0.0,0,2
Hamed Traorè,-90,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,35,0.0,0.0,0.0,0,45,866,723,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,125,31,MID,0,0.0,0,2
Ben Greenwood,106,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,240,-0.5,0.0,0.0,0,40,2404,737,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,134,31,DEF,0,0.0,0,2
Max Kinsey-Wellings,7,Spurs,0,0,0,0,0,2023-04-15T14:15:00Z,0,0.0,3,0.0,0,0,53,-0.5,0.0,0.0,0,40,961,738,0,0,False,0,0,0,Bournemouth,0.0,0.0,308,46,31,DEF,0,0.0,0,2
Pontus Jansson,-1165,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,132,0.0,0.0,0.0,0,42,38794,78,0,0,False,0,0,0,Brentford,0.0,0.0,310,1297,31,DEF,0,0.0,0,2
Christian Nørgaard,-1823,Wolves,0,0,0,2,2,2023-04-15T14:00:00Z,0,0.73,0,26.6,0,0,483,1.6,0.01,13.0,1,53,27642,79,0,11,False,90,0,0,Brentford,0.0,0.17,310,2306,31,MID,22,6.2,0,2
Ivan Toney,-157836,Wolves,0,0,0,2,2,2023-04-15T14:00:00Z,0,0.73,0,6.0,0,0,64338,3.8,0.0,1.3,1,78,4141078,80,0,3,False,90,0,0,Brentford,0.0,0.5,310,222174,31,FWD,37,4.4,0,2
David Raya,-7330,Wolves,2,0,0,2,5,2023-04-15T14:00:00Z,0,0.73,0,50.8,7,0,35639,3.0,0.0,0.0,1,49,1876944,81,0,27,False,90,0,0,Brentford,0.0,0.0,310,42969,31,GK,0,5.1,0,2
Sergi Canós,-128,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,50,8700,82,0,0,False,0,0,0,Brentford,0.0,0.0,310,128,31,DEF,0,0.0,0,2
Josh Dasilva,6327,Wolves,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.42,0,3.8,0,0,14313,1.4,0.0,3.3,1,41,399734,83,0,-1,False,60,0,0,Brentford,0.0,0.39,310,7986,31,MID,11,1.8,0,2
Kristoffer Ajer,-337,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,24,0.0,0.0,0.0,0,45,9505,84,0,0,False,0,0,0,Brentford,0.0,0.0,310,361,31,DEF,0,0.0,0,2
Rico Henry,3498,Wolves,0,0,0,2,1,2023-04-15T14:00:00Z,0,0.66,0,10.0,0,0,16197,2.2,0.01,5.5,1,46,440158,85,0,10,False,73,0,0,Brentford,0.0,0.0,310,12699,31,DEF,2,1.8,0,2
Vitaly Janelt,20,Wolves,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.31,0,3.8,0,0,254,0.4,0.02,11.8,0,55,13826,86,0,5,False,29,0,0,Brentford,0.0,0.0,310,234,31,MID,2,1.8,0,2
Saman Ghoddos,3,Wolves,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.06,0,1.6,0,0,23,0.4,0.01,1.5,0,48,2686,87,0,4,False,16,0,0,Brentford,0.0,0.0,310,20,31,MID,0,0.3,0,2
Mathias Jensen,10427,Wolves,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.42,0,5.2,0,0,27848,4.0,0.02,5.7,1,48,310656,88,0,5,False,60,0,1,Brentford,0.0,0.0,310,17421,31,MID,0,1.1,0,2
Yoane Wissa,-1566,Wolves,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.31,0,5.2,0,0,528,1.2,0.01,10.6,0,53,26275,89,0,3,False,29,0,0,Brentford,0.0,0.07,310,2094,31,MID,9,2.5,0,2
Mads Roerslev,-56,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,78,0.4,0.0,0.0,0,43,7144,90,0,0,False,0,0,0,Brentford,0.0,0.0,310,134,31,DEF,0,0.0,0,2
Mads Bech Sørensen,-5,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,3411,91,0,0,False,0,0,0,Brentford,0.0,0.0,310,5,31,DEF,0,0.0,0,2
Ethan Pinnock,1281,Wolves,0,0,0,2,1,2023-04-15T14:00:00Z,0,0.73,0,21.8,0,0,6634,2.6,0.12,0.8,1,44,139665,92,0,15,False,90,0,0,Brentford,0.0,0.0,310,5353,31,DEF,4,2.7,0,2
Frank Onyeka,-23,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,10,0.0,0.0,0.0,0,48,3418,93,0,0,False,0,0,0,Brentford,0.0,0.0,310,33,31,MID,0,0.0,0,2
Shandon Baptiste,160,Wolves,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.06,0,0.8,0,0,259,0.2,0.0,0.3,0,45,18873,94,0,3,False,16,0,0,Brentford,0.0,0.0,310,99,31,MID,0,0.1,0,2
Bryan Mbeumo,-34601,Wolves,0,0,0,2,2,2023-04-15T14:00:00Z,0,0.73,0,12.2,0,0,11502,3.2,0.19,38.8,1,58,416348,95,0,12,False,90,0,0,Brentford,0.0,0.05,310,46103,31,FWD,10,6.1,0,2
Charlie Goode,-431,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,39,47944,96,0,0,False,0,0,0,Brentford,0.0,0.0,310,431,31,DEF,0,0.0,0,2
Marcus Forss,-20,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,4862,97,0,0,False,0,0,0,Brentford,0.0,0.0,310,20,31,FWD,0,0.0,0,2
Dominic Thompson,-4,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1751,98,0,0,False,0,0,0,Brentford,0.0,0.0,310,4,31,DEF,0,0.0,0,2
Mads Bidstrup,0,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,95,99,0,0,False,0,0,0,Brentford,0.0,0.0,310,0,31,MID,0,0.0,0,2
Ellery Balcombe,-29,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,5732,100,0,0,False,0,0,0,Brentford,0.0,0.0,310,29,31,GK,0,0.0,0,2
Aaron Hickey,139,Wolves,0,0,0,2,1,2023-04-15T14:00:00Z,0,0.66,0,4.2,0,0,1345,1.4,0.0,1.5,1,49,37138,510,0,9,False,73,0,0,Brentford,0.0,0.0,310,1206,31,DEF,2,0.8,0,2
Keane Lewis-Potter,-26,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,16,0.0,0.0,0.0,0,52,5225,515,0,0,False,0,0,0,Brentford,0.0,0.0,310,42,31,MID,0,0.0,0,2
Thomas Strakosha,19,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,89,0.0,0.0,0.0,0,43,13426,517,0,0,False,0,0,0,Brentford,0.0,0.0,310,70,31,GK,0,0.0,0,2
Ben Mee,6977,Wolves,0,0,0,2,1,2023-04-15T14:00:00Z,0,0.73,0,18.4,0,0,67481,1.4,0.0,0.8,1,51,2195424,526,0,13,False,90,0,0,Brentford,0.0,0.0,310,60504,31,DEF,0,1.9,0,2
Fin Stevens,-47,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,13901,540,0,0,False,0,0,0,Brentford,0.0,0.0,310,47,31,DEF,0,0.0,0,2
Halil Dervişoğlu,-181,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,57810,541,0,0,False,0,0,0,Brentford,0.0,0.0,310,181,31,FWD,0,0.0,0,2
Mikkel Damsgaard,-28,Wolves,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.31,0,4.0,0,0,113,1.2,0.0,16.1,0,50,7558,580,0,6,False,29,0,0,Brentford,0.0,0.0,310,141,31,MID,0,2.0,0,2
Mathias Jorgensen,-515,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,718,0.2,0.0,0.0,0,39,85418,595,0,0,False,0,0,0,Brentford,0.0,0.0,310,1233,31,DEF,0,0.0,0,2
Ryan Trevitt,15,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,50,0.0,0.0,0.0,0,44,872,632,0,0,False,0,0,0,Brentford,0.0,0.0,310,35,31,MID,0,0.0,0,2
Matthew Cox,-140,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,92,0.0,0.0,0.0,0,39,4682,633,0,0,False,0,0,0,Brentford,0.0,0.0,310,232,31,GK,0,0.0,0,2
Tristan Crama,-15,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,103,0.0,0.0,0.0,0,40,3298,646,0,0,False,0,0,0,Brentford,0.0,0.0,310,118,31,DEF,0,0.0,0,2
Yegor Yarmolyuk,-4,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,36,0.0,0.0,0.0,0,45,655,650,0,0,False,0,0,0,Brentford,0.0,0.0,310,40,31,MID,0,0.0,0,2
Kevin Schade,76,Wolves,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.42,0,2.0,0,0,131,1.2,0.0,0.1,1,49,660,688,0,5,False,60,0,0,Brentford,0.0,0.0,310,55,31,MID,2,0.4,0,2
Michael Olakigbe,6,Wolves,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,0,0.0,0,0,13,0.0,0.0,0.0,0,45,37,752,0,0,False,0,0,0,Brentford,0.0,0.0,310,7,31,MID,0,0.0,0,2
Adam Lallana,-60,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,27,0.0,0.0,0.0,0,48,10617,101,0,0,False,0,0,0,Brighton,0.0,0.0,302,87,31,MID,0,0.0,0,1
Jason Steele,28570,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,34808,2.8,0.0,0.0,0,39,363585,102,0,0,False,0,0,0,Brighton,0.0,0.0,302,6238,31,GK,0,0.0,0,1
Danny Welbeck,-9,Chelsea,0,0,0,0,5,2023-04-15T14:00:00Z,0,0.51,2,40.8,0,0,3602,3.5,0.11,27.8,0,65,109734,103,1,22,False,51,0,0,Brighton,0.0,0.76,302,3611,31,FWD,44,11.3,0,1
Pascal Groß,-9760,Chelsea,0,0,0,1,5,2023-04-15T14:00:00Z,0,0.6,2,30.2,0,1,12541,3.2,0.19,35.6,1,54,1028838,104,0,23,False,90,0,0,Brighton,0.0,0.09,302,22301,31,MID,21,8.7,0,1
Lewis Dunk,54740,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.6,2,20.8,0,0,63858,4.2,0.01,1.6,1,47,613967,106,0,15,False,90,0,0,Brighton,0.0,0.0,302,9118,31,DEF,2,2.4,0,1
Solly March,69552,Chelsea,0,0,0,1,5,2023-04-15T14:00:00Z,0,0.6,2,31.4,0,1,113591,5.0,0.05,38.7,1,52,1305026,107,0,24,False,90,0,0,Brighton,0.0,0.12,302,44039,31,MID,8,7.8,0,1
Adam Webster,-168,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.58,2,9.0,0,0,1083,3.0,0.01,1.2,1,45,51633,108,0,10,False,86,0,0,Brighton,0.0,0.02,302,1251,31,DEF,4,1.4,0,1
Joël Veltman,-8864,Chelsea,0,0,0,1,0,2023-04-15T14:00:00Z,0,0.09,2,0.0,0,0,5808,2.0,0.0,1.0,1,46,444563,109,0,-2,False,27,0,1,Brighton,0.0,0.0,302,14672,31,DEF,0,0.1,0,1
Robert Sánchez,-35899,Chelsea,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.6,2,12.2,1,0,3288,0.2,0.0,0.0,1,45,974578,113,0,8,False,90,0,1,Brighton,0.0,0.0,302,39187,31,GK,0,1.2,0,1
Tariq Lamptey,-2778,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,32,0.0,0.0,0.0,0,42,108288,114,0,0,False,0,0,0,Brighton,0.0,0.0,302,2810,31,DEF,0,0.0,0,1
Steven Alzate,-22,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,44,8127,115,0,0,False,0,0,0,Brighton,0.0,0.0,302,22,31,MID,0,0.0,0,1
Alexis Mac Allister,-24316,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.6,2,4.8,0,0,37219,3.2,0.07,33.8,1,55,911684,116,0,9,False,90,0,0,Brighton,0.0,0.5,302,61535,31,MID,22,6.1,0,1
Jakub Moder,29,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,52,0.0,0.0,0.0,0,44,1535,117,0,0,False,0,0,0,Brighton,0.0,0.0,302,23,31,MID,0,0.0,0,1
Enock Mwepu,-8,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,53,5209,118,0,0,False,0,0,0,Brighton,0.0,0.0,302,8,31,MID,0,0.0,0,1
Jeremy Sarmiento,-82,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,23,0.0,0.0,0.0,0,45,4742,119,0,0,False,0,0,0,Brighton,0.0,0.0,302,105,31,MID,0,0.0,0,1
Moisés Caicedo,555,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.6,2,22.8,0,0,1241,2.2,0.04,14.5,1,50,34569,120,0,21,False,90,0,0,Brighton,0.0,0.0,302,686,31,MID,2,3.9,0,1
Taylor Richards,0,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,320,121,0,0,False,0,0,0,Brighton,0.0,0.0,302,0,31,MID,0,0.0,0,1
Haydon Roberts,-4,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,435,122,0,0,False,0,0,0,Brighton,0.0,0.0,302,4,31,DEF,0,0.0,0,1
Deniz Undav,-122,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,205,1.2,0.0,0.0,0,50,27155,123,0,0,False,0,0,0,Brighton,0.0,0.0,302,327,31,FWD,0,0.0,0,1
Kaoru Mitoma,107470,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.6,2,16.0,0,0,151525,4.5,0.11,35.6,1,57,3164383,124,0,5,False,90,0,0,Brighton,0.0,0.16,302,44055,31,MID,37,8.9,0,1
Julio Enciso,231,Chelsea,3,0,1,0,9,2023-04-15T14:00:00Z,0,0.51,2,49.0,0,0,750,4.5,0.22,24.8,0,46,33004,125,1,34,False,62,0,0,Brighton,0.0,0.18,302,519,31,FWD,43,11.7,0,1
Kacper Kozłowski,-2,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,2482,126,0,0,False,0,0,0,Brighton,0.0,0.0,302,2,31,MID,0,0.0,0,1
Billy Gilmour,89,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,343,0.0,0.0,0.0,0,42,38863,149,0,0,False,0,0,0,Brighton,0.0,0.0,302,254,31,MID,0,0.0,0,1
Kjell Scherpen,-17,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,4631,542,0,0,False,0,0,0,Brighton,0.0,0.0,302,17,31,GK,0,0.0,0,1
Matt Clarke,-31,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,10552,543,0,0,False,0,0,0,Brighton,0.0,0.0,302,31,31,DEF,0,0.0,0,1
Jan Paul van Hecke,-74,Chelsea,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.02,2,0.2,0,0,162,0.2,0.0,0.0,0,40,32486,544,0,3,False,4,0,0,Brighton,0.0,0.0,302,236,31,DEF,0,0.0,0,1
Levi Colwill,-370,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,106,0.0,0.0,0.0,0,44,9169,559,0,0,False,0,0,0,Brighton,0.0,0.0,302,476,31,DEF,0,0.0,0,1
Pervis Estupiñán,-18468,Chelsea,0,0,0,1,2,2023-04-15T14:00:00Z,0,0.6,2,18.2,0,0,37158,2.5,0.02,13.9,1,48,1408968,586,0,8,False,90,0,0,Brighton,0.0,0.27,302,55626,31,DEF,25,5.7,0,1
Evan Ferguson,-4598,Chelsea,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.09,2,8.0,0,0,13994,2.2,0.05,12.5,1,46,207796,596,0,1,False,38,0,0,Brighton,0.0,0.18,302,18592,31,FWD,24,4.5,0,1
Ed Turns,-17,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,2374,640,0,0,False,0,0,0,Brighton,0.0,0.0,302,17,31,DEF,0,0.0,0,1
Andrew Moran,14,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,54,0.0,0.0,0.0,0,45,729,651,0,0,False,0,0,0,Brighton,0.0,0.0,302,40,31,MID,0,0.0,0,1
James Furlong,-12,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,1612,652,0,0,False,0,0,0,Brighton,0.0,0.0,302,12,31,DEF,0,0.0,0,1
Jack Hinshelwood,9,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,21,0.0,0.0,0.0,0,45,221,677,0,0,False,0,0,0,Brighton,0.0,0.0,302,12,31,MID,0,0.0,0,1
Facundo Buonanotte,17,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,60,0.2,0.0,0.0,0,45,733,679,0,0,False,0,0,0,Brighton,0.0,0.0,302,43,31,MID,0,0.0,0,1
Yasin Ayari,41,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,62,0.2,0.0,0.0,0,45,403,719,0,0,False,0,0,0,Brighton,0.0,0.0,302,21,31,MID,0,0.0,0,1
Odeluga Offiah,58,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,100,0.0,0.0,0.0,0,40,1261,736,0,0,False,0,0,0,Brighton,0.0,0.0,302,42,31,DEF,0,0.0,0,1
Tom McGill,0,Chelsea,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,1.5,0.0,0.0,0,40,0,756,0,0,False,0,0,0,Brighton,0.0,0.0,302,0,31,GK,0,0.0,0,1
Carney Chukwuemeka,-145,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,156,0.1,0.0,0.0,0,42,37854,48,0,0,True,0,0,0,Chelsea,0.0,0.0,302,301,31,MID,0,0.0,0,1
Marc Cucurella,-11726,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,3021,1.6,0.0,0.0,0,49,671654,112,0,0,True,0,0,0,Chelsea,0.0,0.0,302,14747,31,DEF,0,0.0,0,1
César Azpilicueta,-457,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,305,0.0,0.0,0.0,0,47,128907,127,0,0,True,0,0,0,Chelsea,0.0,0.0,302,762,31,DEF,0,0.0,0,1
Thiago Emiliano da Silva,-2040,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,6116,0.0,0.0,0.0,0,54,616897,128,0,0,True,0,0,0,Chelsea,0.0,0.0,302,8156,31,DEF,0,0.0,0,1
Marcos Alonso,-92,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,53,74858,129,0,0,True,0,0,0,Chelsea,0.0,0.0,302,92,31,DEF,0,0.0,0,1
Ross Barkley,0,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,49,2986,131,0,0,True,0,0,0,Chelsea,0.0,0.0,302,0,31,MID,0,0.0,0,1
Mateo Kovacic,-2188,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.49,2,5.6,0,0,1079,1.4,0.02,1.4,0,49,44185,132,0,5,True,33,0,0,Chelsea,0.0,0.09,302,3267,31,MID,7,1.4,0,1
Kepa Arrizabalaga,-54528,Brighton,2,0,0,2,6,2023-04-15T14:00:00Z,0,2.28,2,68.4,9,0,8195,3.6,0.0,0.0,1,47,1057707,133,0,29,True,90,0,0,Chelsea,0.0,0.0,302,62723,31,GK,0,6.8,0,1
N'Golo Kanté,1145,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,2377,0.8,0.0,0.0,0,48,121247,134,0,0,True,0,0,0,Chelsea,0.0,0.0,302,1232,31,MID,0,0.0,0,1
Hakim Ziyech,-549,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,0.49,2,3.4,0,0,444,0.2,0.08,14.7,0,55,46028,135,0,4,True,34,0,0,Chelsea,0.0,0.0,302,993,31,MID,0,1.8,0,1
Ruben Loftus-Cheek,-110,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,62,0.4,0.0,0.0,0,50,13336,136,0,0,True,0,0,0,Chelsea,0.0,0.0,302,172,31,MID,0,0.0,0,1
Timo Werner,-12,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,79,18311,137,0,0,True,0,0,0,Chelsea,0.0,0.0,302,12,31,FWD,0,0.0,0,1
Robert Kenedy Nunes do Nascimento,-72,Brighton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,39,22924,138,0,0,True,0,0,0,Chelsea,0.0,0.0,302,72,31,DEF,0,0.0,0,1
Ben Chilwell,-175391,Brighton,0,0,0,2,1,2023-04-15T14:00:00Z,0,2.28,2,12.2,0,0,12901,2.2,0.14,25.3,1,60,1132002,139,0,17,True,90,0,0,Chelsea,0.0,0.15,302,188292,31,DEF,6,4.4,0,1
Christian Pulisic,-87,Brighton,0,0,0,1,1,2023-04-15T14:00:00Z,0,1.78,2,0.0,0,0,579,1.2,0.0,0.8,1,56,51221,140,0,2,True,55,0,0,Chelsea,0.0,0.11,302,666,31,MID,10,1.0,0,1
Trevoh Chalobah,-271,Brighton,0,0,0,2,0,2023-04-15T14:00:00Z,0,2.28,2,20.2,0,0,435,0.4,0.03,1.3,1,44,51769,141,0,10,True,90,0,1,Chelsea,0.0,0.0,302,706,31,DEF,2,2.4,0,1
Mason Mount,-2108,Brighton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.16,2,0.4,0,0,5058,0.2,0.01,1.8,0,72,411606,142,0,3,True,16,0,0,Chelsea,0.0,0.05,302,7166,31,MID,1,0.3,0,1
