name,transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,expected_goal_involvements,expected_goals,fixture,transfers_out,round,position,threat,ict_index,penalties_saved,team_h_score
Neeskens Kebano,5,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,49,0.0,0.0,0.0,0,54,5650,204,0,0,False,0,0,0,Fulham,0.0,0.0,303,44,31,MID,0,0.0,0,1
Bobby Reid,-399,Everton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.06,3,5.4,0,0,400,1.3,0.1,11.2,0,54,15373,205,0,6,False,11,0,0,Fulham,0.0,0.0,303,799,31,MID,2,1.9,0,1
Joe Bryan,-2,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,1273,206,0,0,False,0,0,0,Fulham,0.0,0.0,303,2,31,DEF,0,0.0,0,1
Paulo Gazzaniga Farias,-665,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,143008,207,0,0,False,0,0,0,Fulham,0.0,0.0,303,665,31,GK,0,0.0,0,1
Terence Kongolo,-95,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,39,21573,208,0,0,False,0,0,0,Fulham,0.0,0.0,303,95,31,DEF,0,0.0,0,1
Tosin Adarabioyo,65,Everton,0,0,0,1,1,2023-04-15T14:00:00Z,0,1.31,3,27.0,0,0,183,1.0,0.01,10.7,1,44,12367,209,0,13,False,90,0,1,Fulham,0.0,0.02,303,118,31,DEF,8,4.6,0,1
Aleksandar Mitrović,-57050,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,378,0.0,0.0,0.0,0,66,1427375,210,0,0,False,0,0,0,Fulham,0.0,0.0,303,57428,31,FWD,0,0.0,0,1
Harrison Reed,174,Everton,1,0,0,1,8,2023-04-15T14:00:00Z,0,1.25,3,51.0,0,0,1669,4.7,0.08,38.2,1,43,69125,211,1,33,False,84,0,0,Fulham,0.0,0.26,303,1495,31,MID,19,10.8,0,1
Harry Wilson,239,Everton,0,0,0,1,7,2023-04-15T14:00:00Z,0,1.31,3,42.8,0,0,517,3.0,0.01,2.8,1,57,8551,212,1,29,False,90,0,0,Fulham,0.0,0.45,303,278,31,MID,29,7.5,0,1
Marek Rodák,-22,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,129,0.0,0.0,0.0,0,43,18172,213,0,0,False,0,0,0,Fulham,0.0,0.0,303,151,31,GK,0,0.0,0,1
Ivan Neves Abreu Cavaleiro,-5,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,48,2683,214,0,0,False,0,0,0,Fulham,0.0,0.0,303,5,31,MID,0,0.0,0,1
Kenny Tete,-1397,Everton,0,0,0,1,2,2023-04-15T14:00:00Z,0,1.31,3,24.0,0,0,1309,1.0,0.05,24.3,1,44,51425,215,0,14,False,90,0,0,Fulham,0.0,0.0,303,2706,31,DEF,0,4.8,0,1
Josh Onomah,-54,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,43,7245,216,0,0,False,0,0,0,Fulham,0.0,0.0,303,54,31,MID,0,0.0,0,1
Antonee Robinson,697,Everton,0,0,0,1,2,2023-04-15T14:00:00Z,0,1.31,3,16.0,0,0,4459,1.3,0.09,8.2,1,44,57063,217,0,11,False,90,0,0,Fulham,0.0,0.0,303,3762,31,DEF,4,2.8,0,1
Rodrigo Muniz Carvalho,-8,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,54,3654,218,0,0,False,0,0,0,Fulham,0.0,0.0,303,8,31,FWD,0,0.0,0,1
Jay Stansfield,-319,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,76427,219,0,0,False,0,0,0,Fulham,0.0,0.0,303,319,31,FWD,0,0.0,0,1
João Palhinha,327,Everton,0,0,0,1,2,2023-04-15T14:00:00Z,0,1.31,3,6.0,0,0,888,2.0,0.02,2.3,1,49,28586,220,0,13,False,90,0,0,Fulham,0.0,0.1,303,561,31,MID,6,1.4,0,1
Daniel James,261,Everton,2,0,0,1,12,2023-04-15T14:00:00Z,0,1.28,3,52.2,0,1,575,4.7,0.01,27.8,1,59,18618,231,1,40,False,89,0,0,Fulham,0.0,0.31,303,314,31,MID,35,11.5,0,1
Andreas  Pereira,68677,Everton,0,0,0,1,2,2023-04-15T14:00:00Z,0,1.25,3,5.8,0,0,94323,3.3,0.02,20.5,1,43,1557710,346,0,9,False,78,0,0,Fulham,0.0,0.41,303,25646,31,MID,18,4.4,0,1
Issa Diop,-1253,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,526,0.3,0.0,0.0,0,43,37388,470,0,0,False,0,0,0,Fulham,0.0,0.0,303,1779,31,DEF,0,0.0,0,1
Tyrese Francois,-6,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,44,1608,521,0,0,False,0,0,0,Fulham,0.0,0.0,303,6,31,MID,0,0.0,0,1
Kevin Mbabu,-85,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,43,14451,532,0,0,False,0,0,0,Fulham,0.0,0.0,303,85,31,DEF,0,0.0,0,1
Luke Harris,41,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,105,0.0,0.0,0.0,0,43,4670,546,0,0,False,0,0,0,Fulham,0.0,0.0,303,64,31,MID,0,0.0,0,1
Manor Solomon,-3677,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,803,1.0,0.0,0.0,0,49,25812,562,0,0,False,0,0,0,Fulham,0.0,0.0,303,4480,31,MID,0,0.0,0,1
Terry Ablade,81,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,402,0.0,0.0,0.0,0,45,16750,591,0,0,False,0,0,0,Fulham,0.0,0.0,303,321,31,FWD,0,0.0,0,1
Layvin Kurzawa,-42,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,29,0.0,0.0,0.0,0,43,3081,613,0,0,False,0,0,0,Fulham,0.0,0.0,303,71,31,DEF,0,0.0,0,1
Willian,1726,Everton,0,0,0,1,5,2023-04-15T14:00:00Z,0,1.25,3,23.6,0,1,3983,2.3,0.25,39.3,1,55,31434,614,0,23,False,78,0,0,Fulham,0.0,0.25,303,2257,31,MID,26,8.9,0,1
Carlos Vinícius,594,Everton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.03,3,2.0,0,0,3938,1.3,0.01,4.5,0,54,28243,618,0,3,False,1,0,0,Fulham,0.0,0.0,303,3344,31,FWD,0,0.7,0,1
Stefan Parkes,16,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,98,0.0,0.0,0.0,0,40,4765,636,0,0,False,0,0,0,Fulham,0.0,0.0,303,82,31,DEF,0,0.0,0,1
Martial Godo,13,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,47,0.0,0.0,0.0,0,45,600,641,0,0,False,0,0,0,Fulham,0.0,0.0,303,34,31,MID,0,0.0,0,1
Kristian Sekularac,9,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,35,0.0,0.0,0.0,0,45,302,667,0,0,False,0,0,0,Fulham,0.0,0.0,303,26,31,MID,0,0.0,0,1
Sasa Lukic,32,Everton,0,0,0,0,1,2023-04-15T14:00:00Z,0,0.06,3,2.2,0,0,63,0.7,0.0,0.1,0,45,496,726,0,2,False,5,0,0,Fulham,0.0,0.04,303,31,31,MID,7,0.9,0,1
George Wickens,40,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,150,0.0,0.0,0.0,0,40,498,747,0,0,False,0,0,0,Fulham,0.0,0.0,303,110,31,GK,0,0.0,0,1
Charlie Robinson,183,Everton,0,0,0,0,0,2023-04-15T14:00:00Z,0,0.0,3,0.0,0,0,309,0.0,0.0,0.0,0,40,1073,750,0,0,False,0,0,0,Fulham,0.0,0.0,303,126,31,DEF,0,0.0,0,1
Kasper Schmeichel,-15,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,12830,248,0,0,False,0,0,0,Leicester,0.0,0.0,305,15,31,GK,0,0.0,0,3
Jonny Evans,45,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,86,-1.0,0.0,0.0,0,44,17046,249,0,0,False,0,0,0,Leicester,0.0,0.0,305,41,31,DEF,0,0.0,0,3
Ryan Bertrand,-6,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,26,-0.2,0.0,0.0,0,39,2549,250,0,0,False,0,0,0,Leicester,0.0,0.0,305,32,31,DEF,0,0.0,0,3
Marc Albrighton,-31,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,5824,251,0,0,False,0,0,0,Leicester,0.0,0.0,305,31,31,MID,0,0.0,0,3
Nampalys Mendy,-229,Man City,0,0,0,0,1,2023-04-15T16:30:00Z,0,0.04,1,3.6,0,0,185,-0.4,0.0,0.3,0,43,46116,252,0,5,False,28,0,0,Leicester,0.0,0.0,305,414,31,MID,2,0.6,0,3
Jannik Vestergaard,4755,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,10242,-1.0,0.0,0.0,0,38,599368,253,0,0,False,0,0,0,Leicester,0.0,0.0,305,5487,31,DEF,0,0.0,0,3
Danny Ward,-55678,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,7269,-1.0,0.0,0.0,0,39,2528943,254,0,0,False,0,0,0,Leicester,0.0,0.0,305,62947,31,GK,0,0.0,0,3
Jamie Vardy,-3125,Man City,0,0,0,3,1,2023-04-15T16:30:00Z,0,1.91,1,2.0,0,0,467,0.0,0.03,0.6,1,91,222477,255,0,3,False,45,0,0,Leicester,0.0,0.0,305,3592,31,FWD,2,0.5,0,3
Ricardo Pereira,-3109,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,251,0.0,0.0,0.0,0,43,14047,256,0,0,False,0,0,0,Leicester,0.0,0.0,305,3360,31,DEF,0,0.0,0,3
Daniel Amartey,152,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,3200,-0.2,0.0,0.0,0,40,80989,257,0,0,False,0,0,0,Leicester,0.0,0.0,305,3048,31,DEF,0,0.0,0,3
Timothy Castagne,-24419,Man City,0,0,0,3,1,2023-04-15T16:30:00Z,0,2.06,1,7.4,0,0,5429,1.2,0.25,21.6,1,43,683812,258,0,12,False,90,0,0,Leicester,0.0,0.0,305,29848,31,DEF,8,3.7,0,3
Youri Tielemans,-737,Man City,0,0,0,3,2,2023-04-15T16:30:00Z,0,2.03,1,0.6,0,0,300,-0.6,0.01,2.1,1,61,127337,259,0,4,False,61,0,0,Leicester,0.0,0.0,305,1037,31,MID,4,0.7,0,3
Ayoze Pérez,-22,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,47,7859,260,0,0,False,0,0,0,Leicester,0.0,0.0,305,22,31,MID,0,0.0,0,3
James Maddison,-323466,Man City,0,0,0,3,2,2023-04-15T16:30:00Z,0,2.06,1,15.0,0,0,11989,1.4,0.17,35.0,1,81,937713,261,0,7,False,90,0,0,Leicester,0.0,0.53,305,335455,31,MID,30,8.0,0,3
Kelechi Iheanacho,-20623,Man City,1,0,0,0,6,2023-04-15T16:30:00Z,0,0.15,1,30.2,0,0,674,0.8,0.0,1.7,0,59,118521,262,1,22,False,45,0,0,Leicester,0.0,1.18,305,21297,31,FWD,37,6.9,0,3
Hamza Choudhury,-9,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,4310,263,0,0,False,0,0,0,Leicester,0.0,0.0,305,9,31,MID,0,0.0,0,3
Harvey Barnes,-69802,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,1749,0.0,0.0,0.0,0,67,208973,264,0,0,False,0,0,0,Leicester,0.0,0.0,305,71551,31,MID,0,0.0,0,3
Wilfred Ndidi,-81,Man City,0,0,0,3,2,2023-04-15T16:30:00Z,0,2.06,1,0.0,0,0,82,0.8,0.02,1.2,1,48,22606,265,0,5,False,86,0,0,Leicester,0.0,0.0,305,163,31,MID,2,0.2,0,3
Kiernan Dewsbury-Hall,-675,Man City,0,0,0,3,2,2023-04-15T16:30:00Z,0,2.03,1,15.4,0,0,220,-0.2,0.06,21.9,1,49,61939,266,0,10,False,61,0,0,Leicester,0.0,0.0,305,895,31,MID,2,3.9,0,3
Çaglar Söyüncü,-89,Man City,0,0,0,3,0,2023-04-15T16:30:00Z,0,2.06,1,21.4,0,0,69,-1.0,0.01,10.7,1,42,24340,267,0,18,False,90,0,1,Leicester,0.0,0.09,305,158,31,DEF,5,3.7,0,3
James Justin,-295,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,21,0.0,0.0,0.0,0,41,47774,268,0,0,False,0,0,0,Leicester,0.0,0.0,305,316,31,DEF,0,0.0,0,3
Boubakary Soumaré,30,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,189,-0.6,0.0,0.0,0,44,37120,269,0,0,False,0,0,0,Leicester,0.0,0.0,305,159,31,MID,0,0.0,0,3
Luke Thomas,139,Man City,0,0,0,0,1,2023-04-15T16:30:00Z,0,0.15,1,8.2,0,0,402,-0.6,0.0,14.1,0,39,12765,270,0,5,False,45,0,0,Leicester,0.0,0.0,305,263,31,DEF,0,2.2,0,3
Patson Daka,-3181,Man City,0,0,0,0,1,2023-04-15T16:30:00Z,0,0.0,1,0.2,0,0,683,0.4,0.0,0.2,0,56,93937,271,0,3,False,3,0,0,Leicester,0.0,0.0,305,3864,31,FWD,0,0.0,0,3
Lewis Brunt,-67,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,216,-1.0,0.0,0.0,0,39,35269,273,0,0,False,0,0,0,Leicester,0.0,0.0,305,283,31,DEF,0,0.0,0,3
Daniel Iversen,22370,Man City,0,0,0,3,1,2023-04-15T16:30:00Z,0,2.06,1,7.0,1,0,26124,1.0,0.0,0.0,1,38,419237,548,0,10,False,90,0,0,Leicester,0.0,0.0,305,3754,31,GK,0,0.7,0,3
Dennis Praet,-14,Man City,0,0,0,0,1,2023-04-15T16:30:00Z,0,0.04,1,3.0,0,0,6,-0.4,0.01,0.7,0,48,2292,549,0,0,False,28,0,0,Leicester,0.0,0.38,305,20,31,MID,17,2.1,0,3
Alex Smithies,16,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,93,-1.0,0.0,0.0,0,39,5819,581,0,0,False,0,0,0,Leicester,0.0,0.0,305,77,31,GK,0,0.0,0,3
Wout Faes,-622,Man City,0,0,0,3,1,2023-04-15T16:30:00Z,0,2.06,1,10.8,0,0,435,0.8,0.0,0.2,1,42,19398,612,0,7,False,90,0,0,Leicester,0.0,0.04,305,1057,31,DEF,4,1.5,0,3
Sammy Braybrooke,49,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,59,0.0,0.0,0.0,0,45,553,639,0,0,False,0,0,0,Leicester,0.0,0.0,305,10,31,MID,0,0.0,0,3
Joe Wormleighton,8,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,54,-1.0,0.0,0.0,0,40,2917,645,0,0,False,0,0,0,Leicester,0.0,0.0,305,46,31,DEF,0,0.0,0,3
Kasey McAteer,-1,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,92,687,0,0,False,0,0,0,Leicester,0.0,0.0,305,1,31,MID,0,0.0,0,3
Victor Kristiansen,-43,Man City,0,0,0,3,0,2023-04-15T16:30:00Z,0,1.91,1,4.2,0,0,144,-0.4,0.02,5.3,1,45,2094,709,0,5,False,45,0,0,Leicester,0.0,0.0,305,187,31,DEF,0,1.0,0,3
Tetê,-1167,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,70,-0.2,0.0,0.0,0,52,8716,715,0,0,False,0,0,0,Leicester,0.0,0.0,305,1237,31,MID,0,0.0,0,3
Harry Souttar,-468,Man City,0,0,0,3,1,2023-04-15T16:30:00Z,0,2.06,1,23.4,0,0,79,-0.2,0.02,10.4,1,45,5538,727,0,12,False,90,0,0,Leicester,0.0,0.11,305,547,31,DEF,19,5.3,0,3
Wanya Marçal-Madivadua,5,Man City,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,13,-1.0,0.0,0.0,0,45,157,735,0,0,False,0,0,0,Leicester,0.0,0.0,305,8,31,MID,0,0.0,0,3
Adam Forshaw,-2,Liverpool,0,0,0,1,1,2023-04-17T19:00:00Z,0,0.62,6,2.0,0,0,27,-0.5,0.0,0.0,0,44,3553,224,0,3,True,13,0,0,Leeds,0.0,0.0,304,29,31,MID,0,0.2,0,1
Adrián San Miguel del Castillo,1572,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1960,0.5,0.0,0.0,0,38,69160,497,0,0,False,0,0,0,Liverpool,0.0,0.0,304,388,31,GK,0,0.0,0,1
Alex Oxlade-Chamberlain,-20,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,23,0.7,0.0,0.0,0,49,1900,278,0,0,False,0,0,0,Liverpool,0.0,0.0,304,43,31,MID,0,0.0,0,1
Alisson Ramses Becker,-23717,Leeds,0,0,0,1,2,2023-04-17T19:00:00Z,0,1.34,6,16.6,2,0,19708,2.0,0.0,0.0,1,54,1671062,281,0,12,False,90,0,0,Liverpool,0.0,0.0,304,43425,31,GK,0,1.7,0,1
Andrew Robertson,5820,Leeds,0,0,0,1,2,2023-04-17T19:00:00Z,0,1.34,6,22.0,0,0,26268,1.0,0.03,11.6,1,68,667254,284,0,16,False,90,0,0,Liverpool,0.03,0.0,304,20448,31,DEF,0,3.4,0,1
Archie Gray,57,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,114,-0.5,0.0,0.0,0,45,4447,565,0,0,True,0,0,0,Leeds,0.0,0.0,304,57,31,MID,0,0.0,0,1
Arthur Henrique Ramos de Oliveira Melo,0,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,15,0.5,0.0,0.0,0,48,2563,620,0,0,False,0,0,0,Liverpool,0.0,0.0,304,15,31,MID,0,0.0,0,1
Ben Davies,0,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,40,451,499,0,0,False,0,0,0,Liverpool,0.0,0.0,304,0,31,DEF,0,0.0,0,1
Ben Doak,0,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,12,0.5,0.0,0.0,0,45,421,665,0,0,False,0,0,0,Liverpool,0.0,0.0,304,12,31,MID,0,0.0,0,1
Bobby Clark,1,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,20,0.5,0.0,0.0,0,45,1463,584,0,0,False,0,0,0,Liverpool,0.0,0.0,304,19,31,MID,0,0.0,0,1
Brenden Aaronson,-322,Liverpool,0,0,0,4,2,2023-04-17T19:00:00Z,0,1.71,6,2.8,0,0,339,1.5,0.06,25.6,1,53,71502,246,0,5,True,65,0,0,Leeds,0.12,0.06,304,661,31,MID,5,3.3,0,1
Calvin Ramsay,-168,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,71,0.0,0.0,0.0,0,39,22593,298,0,0,False,0,0,0,Liverpool,0.0,0.0,304,239,31,DEF,0,0.0,0,1
Caoimhin Kelleher,126,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,289,0.5,0.0,0.0,0,40,18697,289,0,0,False,0,0,0,Liverpool,0.0,0.0,304,163,31,GK,0,0.0,0,1
Cody Drameh,-67,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,40,14601,547,0,0,True,0,0,0,Leeds,0.0,0.0,304,67,31,DEF,0,0.0,0,1
Cody Gakpo,22743,Leeds,0,0,0,1,10,2023-04-17T19:00:00Z,0,1.32,6,54.0,0,1,70611,1.7,0.17,35.2,1,76,404961,680,1,36,False,80,0,0,Liverpool,0.96,0.79,304,47868,31,MID,43,13.2,0,1
Crysencio Summerville,81,Liverpool,0,0,0,2,1,2023-04-17T19:00:00Z,0,0.76,6,7.2,0,0,4093,0.7,0.06,20.6,0,42,70475,240,0,6,True,24,0,0,Leeds,0.06,0.0,304,4012,31,MID,6,3.4,0,1
Curtis Jones,86,Leeds,0,0,0,1,5,2023-04-17T19:00:00Z,0,1.34,6,37.4,0,1,115,1.3,0.4,35.0,1,49,1733,291,0,25,False,90,0,0,Liverpool,0.46,0.06,304,29,31,MID,9,8.1,0,1
Darko Gyabi,1,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,75,-0.5,0.0,0.0,0,42,10653,247,0,0,True,0,0,0,Leeds,0.0,0.0,304,74,31,MID,0,0.0,0,1
Darwin Núñez,-49567,Leeds,0,0,0,0,5,2023-04-17T19:00:00Z,0,0.02,6,33.0,0,0,11937,1.5,0.0,1.4,0,87,911911,297,1,27,False,9,0,0,Liverpool,0.39,0.39,304,61504,31,FWD,17,5.1,0,1
Diego Llorente,-128,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,44,23084,228,0,0,True,0,0,0,Leeds,0.0,0.0,304,128,31,DEF,0,0.0,0,1
Diogo Pinheiro Monteiro,11,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,75,-0.5,0.0,0.0,0,40,1117,743,0,0,True,0,0,0,Leeds,0.0,0.0,304,64,31,DEF,0,0.0,0,1
Diogo Teixeira da Silva,-211,Leeds,3,0,0,1,16,2023-04-17T19:00:00Z,0,1.32,6,79.8,0,1,2539,2.7,0.04,15.6,1,87,46209,288,2,61,False,81,0,0,Liverpool,0.48,0.44,304,2750,31,FWD,29,12.4,0,1
Fábio Carvalho,-136,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,60,0.5,0.0,0.0,0,51,30990,296,0,0,False,0,0,0,Liverpool,0.0,0.0,304,196,31,MID,0,0.0,0,1
Fabio Henrique Tavares,-11,Leeds,0,0,0,1,1,2023-04-17T19:00:00Z,0,1.34,6,9.2,0,0,612,1.7,0.02,8.4,1,52,86395,282,0,12,False,84,0,1,Liverpool,0.02,0.0,304,623,31,MID,0,1.8,0,1
Georginio Rutter,-151,Liverpool,0,0,0,2,1,2023-04-17T19:00:00Z,0,0.76,6,2.4,0,0,103,-0.1,0.01,10.5,0,52,2234,700,0,4,True,24,0,0,Leeds,0.01,0.0,304,254,31,FWD,2,1.5,0,1
Harvey Davies,-16,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,17,0.5,0.0,0.0,0,40,3051,592,0,0,False,0,0,0,Liverpool,0.0,0.0,304,33,31,GK,0,0.0,0,1
Harvey Elliott,-568,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,702,1.0,0.0,0.0,0,48,65432,294,0,0,False,0,0,0,Liverpool,0.0,0.0,304,1270,31,MID,0,0.0,0,1
Ibrahima Konaté,19214,Leeds,0,0,0,1,2,2023-04-17T19:00:00Z,0,1.34,6,22.8,0,0,23839,1.7,0.01,2.6,1,48,89028,290,0,19,False,90,0,0,Liverpool,0.01,0.0,304,4625,31,DEF,0,2.5,0,1
Illan Meslier,-3262,Liverpool,0,0,0,6,-1,2023-04-17T19:00:00Z,0,2.47,6,11.6,1,0,1122,0.3,0.0,0.0,1,45,213136,238,0,11,True,90,0,0,Leeds,0.0,0.0,304,4384,31,GK,0,1.2,0,1
Jack Harrison,-7578,Liverpool,0,0,0,5,2,2023-04-17T19:00:00Z,0,1.85,6,10.6,0,0,16980,3.7,0.15,17.3,1,57,321586,233,0,15,True,76,0,0,Leeds,0.24,0.09,304,24558,31,MID,7,3.5,0,1
James Milner,124,Leeds,0,0,0,0,1,2023-04-17T19:00:00Z,0,0.02,6,0.0,0,0,495,1.0,0.0,0.9,0,44,65596,274,0,2,False,9,0,0,Liverpool,0.0,0.0,304,371,31,MID,0,0.0,0,1
Jamie Shackleton,0,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,45,236,234,0,0,True,0,0,0,Leeds,0.0,0.0,304,0,31,MID,0,0.0,0,1
Jeremiah Chilokoa-Mullen,5,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,42,-0.5,0.0,0.0,0,40,822,742,0,0,True,0,0,0,Leeds,0.0,0.0,304,37,31,DEF,0,0.0,0,1
Joe Gelhardt,-164,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,51,19789,242,0,0,True,0,0,0,Leeds,0.0,0.0,304,164,31,FWD,0,0.0,0,1
Joel Matip,6,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1113,1.7,0.0,0.0,0,59,93365,276,0,0,False,0,0,0,Liverpool,0.0,0.0,304,1107,31,DEF,0,0.0,0,1
Joel Robles,-16,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,32,-0.5,0.0,0.0,0,40,6005,578,0,0,True,0,0,0,Leeds,0.0,0.0,304,48,31,GK,0,0.0,0,1
Jordan Henderson,1682,Leeds,0,0,0,1,5,2023-04-17T19:00:00Z,0,1.32,6,31.8,0,1,2200,3.0,0.27,55.1,1,53,57866,275,0,27,False,80,0,0,Liverpool,0.27,0.0,304,518,31,MID,0,8.7,0,1
Joseph Gomez,-159,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1337,2.0,0.0,0.0,0,43,97175,286,0,0,False,0,0,0,Liverpool,0.0,0.0,304,1496,31,DEF,0,0.0,0,1
Junior Firpo,-767,Liverpool,0,0,0,6,-1,2023-04-17T19:00:00Z,0,2.47,6,10.2,0,0,314,0.3,0.01,1.2,1,45,10745,239,0,7,True,90,0,0,Leeds,0.01,0.0,304,1081,31,DEF,0,1.1,0,1
