transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-79409,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,8215,2.4,0.13,0.0,1,58,754165,139,0,true,15,66,0,0,Chelsea,328,0.00,0.13,87624,33,Ben Chilwell,0.0,DEF,0.0,0,0
-124,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,141,0.6,0.00,0.0,0,56,50893,140,0,true,0,0,0,0,Chelsea,328,0.00,0.00,265,33,Christian Pulisic,0.0,MID,0.0,0,0
-82,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,307,0.6,0.03,0.0,1,44,51229,141,0,true,12,67,0,0,Chelsea,328,0.14,0.17,389,33,Trevoh Chalobah,0.0,DEF,0.0,0,0
-2939,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,695,0.0,0.00,0.0,0,72,402722,142,0,true,0,0,0,0,Chelsea,328,0.00,0.00,3634,33,Mason Mount,0.0,MID,0.0,0,0
-4,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,50,3656,143,0,true,0,0,0,0,Chelsea,328,0.00,0.00,4,33,Malang Sarr,0.0,DEF,0.0,0,0
-1,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,53,3601,144,0,true,0,0,0,0,Chelsea,328,0.00,0.00,1,33,Callum Hudson-Odoi,0.0,MID,0.0,0,0
-25584,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,1956,0.0,0.00,0.0,0,74,386504,145,0,true,0,0,0,0,Chelsea,328,0.00,0.00,27540,33,Kai Havertz,0.0,FWD,0.0,0,0
-21582,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,12307,0.0,0.00,0.0,0,58,1369255,146,0,true,0,0,0,0,Chelsea,328,0.00,0.00,33889,33,Reece James,0.0,DEF,0.0,0,0
-744,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,268,0.0,0.00,0.0,0,48,666678,147,0,true,0,0,0,0,Chelsea,328,0.00,0.00,1012,33,Edouard Mendy,0.0,GK,0.0,0,0
83,Brentford,0,0,1,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,476,2.4,0.01,0.0,1,56,52794,148,0,true,6,45,0,0,Chelsea,328,0.00,0.01,393,33,Conor Gallagher,0.0,MID,0.0,0,0
-65,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,29,0.0,0.00,0.0,0,52,37847,150,0,true,0,0,0,0,Chelsea,328,0.00,0.00,94,33,Armando Broja,0.0,FWD,0.0,0,0
-1,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,44,4062,151,0,true,0,0,0,0,Chelsea,328,0.00,0.00,1,33,Ethan Ampadu,0.0,DEF,0.0,0,0
-279,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,2176,2.4,0.03,0.0,1,43,115847,272,0,true,19,66,0,0,Chelsea,328,0.00,0.03,2455,33,Wesley Fofana,0.0,DEF,0.0,0,0
-319,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,759,1.0,0.32,0.0,1,97,373344,304,0,true,12,66,0,0,Chelsea,328,0.05,0.37,1078,33,Raheem Sterling,0.0,MID,0.0,0,0
-17546,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,74,0.0,0.00,0.0,0,55,653959,520,0,true,0,0,0,0,Chelsea,328,0.00,0.00,17620,33,Kalidou Koulibaly,0.0,DEF,0.0,0,0
0,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,158,606,0,true,0,0,0,0,Chelsea,328,0.00,0.00,0,33,Harvey Vale,0.0,MID,0.0,0,0
-17,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,16,0.4,0.00,0.0,0,49,4170,616,0,true,0,0,0,0,Chelsea,328,0.00,0.00,33,33,Denis Zakaria,0.0,MID,0.0,0,0
-293,Brentford,0,0,1,0,0,2023-04-26T18:45:00Z,0,0.03,1,0.0,0,0,123,0.4,0.00,0.0,0,84,75105,617,0,true,-2,22,0,0,Chelsea,328,0.53,0.53,416,33,Pierre-Emerick Aubameyang,0.0,FWD,0.0,0,0
-6,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,29,0.0,0.00,0.0,0,40,3088,635,0,true,0,0,0,0,Chelsea,328,0.00,0.00,35,33,Marcus Bettinelli,0.0,GK,0.0,0,0
6,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,29,0.0,0.00,0.0,0,42,715,653,0,true,0,0,0,0,Chelsea,328,0.00,0.00,23,33,Omari Hutchinson,0.0,MID,0.0,0,0
-4,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,31,0.0,0.00,0.0,0,43,1480,661,0,true,0,0,0,0,Chelsea,328,0.00,0.00,35,33,Lewis Hall,0.0,MID,0.0,0,0
-4,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,359,673,0,true,0,0,0,0,Chelsea,328,0.00,0.00,4,33,Bashir Humphreys,0.0,DEF,0.0,0,0
-127,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,149,0.0,0.00,0.0,0,50,8224,684,0,true,0,0,0,0,Chelsea,328,0.00,0.00,276,33,David Datro Fofana,0.0,FWD,0.0,0,0
-3446,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,329,0.2,0.00,0.0,0,50,53627,689,0,true,0,0,0,0,Chelsea,328,0.00,0.00,3775,33,Benoît Badiashile,0.0,DEF,0.0,0,0
-19522,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,2552,1.4,0.00,0.0,0,73,197933,690,0,true,0,0,0,0,Chelsea,328,0.00,0.00,22074,33,João Félix Sequeira,0.0,FWD,0.0,0,0
-3809,Brentford,0,0,1,0,0,2023-04-26T18:45:00Z,0,0.03,1,0.0,0,0,1278,1.8,0.05,0.0,0,65,103194,699,0,true,6,22,0,0,Chelsea,328,0.00,0.05,5087,33,Mykhailo Mudryk,0.0,MID,0.0,0,0
-2,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,207,702,0,true,0,0,0,0,Chelsea,328,0.00,0.00,2,33,Andrey Nascimento dos Santos,0.0,MID,0.0,0,0
-127,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,29,0.2,0.00,0.0,0,54,3723,708,0,true,0,0,0,0,Chelsea,328,0.00,0.00,156,33,Noni Madueke,0.0,MID,0.0,0,0
-8709,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,1410,1.8,0.06,0.0,1,50,112706,724,0,true,17,67,0,0,Chelsea,328,0.05,0.11,10119,33,Enzo Fernández,0.0,MID,0.0,0,0
-48,Wolves,0,0,1,0,1,2023-04-25T18:30:00Z,0,0.57,0,2.0,0,0,49,0.4,0.01,2.4,1,43,24480,18,0,false,0,64,0,1,Crystal Palace,327,0.17,0.18,97,33,Albert Sambi Lokonga,20.0,MID,2.4,2,0
7,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,4506,0.4,0.00,0.0,0,44,171008,152,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,4499,33,Vicente Guaita,0.0,GK,0.0,2,0
-1034,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,466,0.2,0.00,0.0,0,39,105017,153,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,1500,33,James Tomkins,0.0,DEF,0.0,2,0
-6,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,11,0.2,0.00,0.0,0,48,713,154,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,17,33,James McArthur,0.0,MID,0.0,2,0
-11,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,55,14975,155,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,11,33,Christian Benteke,0.0,FWD,0.0,2,0
2504,Wolves,0,0,1,0,1,2023-04-25T18:30:00Z,0,0.98,0,14.0,0,0,3479,3.4,0.09,30.5,0,44,31935,156,0,false,9,45,0,0,Crystal Palace,327,0.02,0.11,975,33,Joel Ward,5.0,DEF,5.0,2,0
-366,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,32,0.0,0.00,0.0,0,45,16125,157,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,398,33,Nathaniel Clyne,0.0,DEF,0.0,2,0
-47,Wolves,0,0,1,0,1,2023-04-25T18:30:00Z,0,0.57,0,3.8,0,0,214,0.8,0.02,5.2,1,42,35747,158,0,false,2,64,0,1,Crystal Palace,327,0.04,0.06,261,33,Luka Milivojevic,1.0,MID,1.0,2,0
-4615,Wolves,0,0,2,0,2,2023-04-25T18:30:00Z,0,1.36,0,2.4,0,0,2556,5.2,0.02,12.6,1,52,51558,159,0,false,3,90,0,0,Crystal Palace,327,0.08,0.10,7171,33,Jordan Ayew,13.0,MID,2.8,2,0
-4218,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,125,0.0,0.00,0.0,0,72,772227,160,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,4343,33,Wilfried Zaha,0.0,MID,0.0,2,0
-504,Wolves,0,0,0,0,1,2023-04-25T18:30:00Z,0,0.79,0,2.8,0,0,287,2.6,0.01,1.0,0,47,15176,161,0,false,-1,25,0,1,Crystal Palace,327,0.02,0.03,791,33,Jeffrey Schlupp,7.0,MID,1.1,2,0
-8,Wolves,0,0,2,0,1,2023-04-25T18:30:00Z,0,0.57,0,16.8,0,0,15,1.8,0.26,23.8,1,48,3082,163,0,false,14,88,0,0,Crystal Palace,327,0.00,0.26,23,33,Will Hughes,4.0,MID,4.5,2,0
32,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,94,0.0,0.00,0.0,0,42,5132,164,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,62,33,Jairo Riedewald,0.0,MID,0.0,2,0
1384,Wolves,1,0,-1,0,1,2023-04-25T18:30:00Z,0,0.38,0,0.0,0,0,5410,2.8,0.01,0.7,1,45,183586,165,0,false,-3,45,0,0,Crystal Palace,327,0.00,0.01,4026,33,Joachim Andersen,0.0,DEF,0.0,2,0
48,Wolves,0,0,1,0,1,2023-04-25T18:30:00Z,0,0.79,0,0.0,0,0,10686,2.6,0.01,0.7,0,50,219101,166,0,false,1,25,0,0,Crystal Palace,327,0.00,0.01,10638,33,Odsonne Edouard,2.0,FWD,0.3,2,0
35595,Wolves,0,0,1,0,2,2023-04-25T18:30:00Z,0,1.36,0,15.8,0,0,49220,4.6,0.01,2.3,1,45,293098,167,0,false,15,90,0,0,Crystal Palace,327,0.17,0.18,13625,33,Marc Guéhi,33.0,DEF,5.1,2,0
-424,Wolves,0,0,1,0,1,2023-04-25T18:30:00Z,0,0.79,0,0.0,0,0,705,2.2,0.00,0.0,0,51,40696,168,0,false,2,1,0,0,Crystal Palace,327,0.08,0.08,1129,33,Jean-Philippe Mateta,4.0,FWD,0.2,2,0
-45548,Wolves,0,0,2,0,2,2023-04-25T18:30:00Z,0,1.36,0,17.6,0,0,53344,6.6,0.04,46.6,1,56,841682,169,0,false,7,90,0,0,Crystal Palace,327,0.14,0.18,98892,33,Eberechi Eze,30.0,MID,9.4,2,0
1938,Wolves,0,0,1,0,2,2023-04-25T18:30:00Z,0,1.36,0,17.2,0,0,7725,3.2,0.02,16.9,1,44,106907,170,0,false,18,90,0,0,Crystal Palace,327,0.00,0.02,5787,33,Tyrick Mitchell,0.0,DEF,3.4,2,0
-65888,Wolves,0,0,2,0,2,2023-04-25T18:30:00Z,0,1.36,0,12.0,0,0,7818,4.8,0.13,36.8,1,56,336846,171,0,false,12,90,0,0,Crystal Palace,327,0.03,0.16,73706,33,Michael Olise,19.0,MID,6.8,2,0
-4,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,45,1085,172,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,4,33,Jesurun Rak-Sakyi,0.0,MID,0.0,2,0
-197,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,42,23469,173,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,197,33,Malcolm Ebiowei,0.0,MID,0.0,2,0
-29,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,66,0.0,0.00,0.0,0,39,18254,174,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,95,33,Nathan Ferguson,0.0,DEF,0.0,2,0
41140,Wolves,0,0,0,0,2,2023-04-25T18:30:00Z,0,1.36,0,9.8,2,0,55231,4.6,0.00,0.0,1,44,128293,175,0,false,6,90,0,1,Crystal Palace,327,0.00,0.00,14091,33,Sam Johnstone,0.0,GK,1.0,2,0
-9,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,40,1845,495,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,9,33,Remi Matthews,0.0,GK,0.0,2,0
-50,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,45,27147,496,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,50,33,Luke Plange,0.0,FWD,0.0,2,0
-125,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,192,2.6,0.00,0.0,0,50,12520,514,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,317,33,Cheick Doucouré,0.0,MID,0.0,2,0
1,Wolves,0,0,1,0,2,2023-04-25T18:30:00Z,0,1.36,0,13.8,0,0,42,0.2,0.05,1.9,1,44,5860,530,0,false,14,90,0,0,Crystal Palace,327,0.00,0.05,41,33,Chris Richards,4.0,DEF,2.0,2,0
-89,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,90,0.0,0.00,0.0,0,40,14587,590,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,179,33,Joseph Whitworth,0.0,GK,0.0,2,0
7,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,19,0.0,0.00,0.0,0,45,1969,601,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,12,33,Kaden Rodney,0.0,MID,0.0,2,0
-6,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,45,2791,604,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,6,33,Killian Phillips,0.0,MID,0.0,2,0
-65,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,0,0.0,0.00,0.0,0,45,9899,634,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,65,33,John-Kymani Gordon,0.0,FWD,0.0,2,0
9,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,110,0.0,0.00,0.0,0,40,5932,642,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,101,33,Kofi Balmer,0.0,DEF,0.0,2,0
12,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,72,0.0,0.00,0.0,0,40,2007,644,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,60,33,Owen Goodman,0.0,GK,0.0,2,0
-3,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,11,0.0,0.00,0.0,0,45,431,654,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,14,33,Jack Wells-Morrison,0.0,MID,0.0,2,0
3,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,25,0.0,0.00,0.0,0,45,352,676,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,22,33,David Ozoh,0.0,MID,0.0,2,0
-7,Wolves,0,0,0,0,0,2023-04-25T18:30:00Z,0,0.00,0,0.0,0,0,35,0.0,0.00,0.0,0,45,611,725,0,false,0,0,0,0,Crystal Palace,327,0.00,0.00,42,33,Naouirou Ahamada,0.0,MID,0.0,2,0
-1890,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,185,0.3,0.00,0.0,0,56,55776,110,0,true,0,0,0,0,Everton,322,0.00,0.00,2075,33,Neal Maupay,0.0,FWD,0.0,null,0
-753,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,160,-0.5,0.00,0.0,0,39,89156,176,0,true,0,0,0,0,Everton,322,0.00,0.00,913,33,Asmir Begović,0.0,GK,0.0,null,0
-86,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,49,38244,177,0,true,0,0,0,0,Everton,322,0.00,0.00,86,33,Salomón Rondón,0.0,FWD,0.0,null,0
-6694,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,27,0.0,0.00,0.0,0,42,48995,178,0,true,0,0,0,0,Everton,322,0.00,0.00,6721,33,Seamus Coleman,0.0,DEF,0.0,null,0
18,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,42,0.0,0.00,0.0,0,54,738,179,0,true,0,0,0,0,Everton,322,0.00,0.00,24,33,Andros Townsend,0.0,MID,0.0,null,0
-1795,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,2498,3.1,0.00,0.0,0,42,61873,180,0,true,0,0,0,0,Everton,322,0.00,0.00,4293,33,Michael Keane,0.0,DEF,0.0,null,0
-8,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,53,11242,181,0,true,0,0,0,0,Everton,322,0.00,0.00,8,33,Dele Alli,0.0,MID,0.0,null,0
-6705,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,8617,2.3,0.00,0.0,0,44,656607,182,0,true,0,0,0,0,Everton,322,0.00,0.00,15322,33,Jordan Pickford,0.0,GK,0.0,null,0
-3,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,48,6157,183,0,true,0,0,0,0,Everton,322,0.00,0.00,3,33,Allan Marques Loureiro,0.0,MID,0.0,null,0
-6,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,45,4847,184,0,true,0,0,0,0,Everton,322,0.00,0.00,6,33,André Tavares Gomes,0.0,MID,0.0,null,0
-192,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,65,-0.9,0.00,0.0,0,53,9806,185,0,true,0,0,0,0,Everton,322,0.00,0.00,257,33,Abdoulaye Doucouré,0.0,MID,0.0,null,0
-6925,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,762,1.3,0.00,0.0,0,50,101758,186,0,true,0,0,0,0,Everton,322,0.00,0.00,7687,33,Alex Iwobi,0.0,MID,0.0,null,0
0,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,45,1998,187,0,true,0,0,0,0,Everton,322,0.00,0.00,0,33,Jean-Philippe Gbamin,0.0,MID,0.0,null,0
-89,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,65,-0.5,0.00,0.0,0,43,9353,188,0,true,0,0,0,0,Everton,322,0.00,0.00,154,33,Yerry Mina,0.0,DEF,0.0,null,0
-3125,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,288,1.1,0.00,0.0,0,52,67799,189,0,true,0,0,0,0,Everton,322,0.00,0.00,3413,33,Demarai Gray,0.0,MID,0.0,null,0
-28,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,7,0.1,0.00,0.0,0,49,4832,190,0,true,0,0,0,0,Everton,322,0.00,0.00,35,33,Tom Davies,0.0,MID,0.0,null,0
111,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,457,-0.3,0.00,0.0,0,79,31332,191,0,true,0,0,0,0,Everton,322,0.00,0.00,346,33,Dominic Calvert-Lewin,0.0,FWD,0.0,null,0
-85,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,6,0.0,0.00,0.0,0,42,7861,192,0,true,0,0,0,0,Everton,322,0.00,0.00,91,33,Mason Holgate,0.0,DEF,0.0,null,0
-388,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,90,0.9,0.00,0.0,0,43,7277,193,0,true,0,0,0,0,Everton,322,0.00,0.00,478,33,Ben Godfrey,0.0,DEF,0.0,null,0
968,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,4168,1.5,0.00,0.0,0,41,76455,194,0,true,0,0,0,0,Everton,322,0.00,0.00,3200,33,Vitalii Mykolenko,0.0,DEF,0.0,null,0
-3,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,40,1189,196,0,true,0,0,0,0,Everton,322,0.00,0.00,3,33,Jarrad Branthwaite,0.0,DEF,0.0,null,0
-3144,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,1019,-0.1,0.00,0.0,0,39,258125,197,0,true,0,0,0,0,Everton,322,0.00,0.00,4163,33,Nathan Patterson,0.0,DEF,0.0,null,0
-26,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,40,17851,198,0,true,0,0,0,0,Everton,322,0.00,0.00,26,33,Niels Nkounkou,0.0,DEF,0.0,null,0
-35162,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,6701,1.5,0.00,0.0,0,42,473838,199,0,true,0,0,0,0,Everton,322,0.00,0.00,41863,33,James Tarkowski,0.0,DEF,0.0,null,0
-8346,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,662,-0.5,0.00,0.0,0,48,371856,475,0,true,0,0,0,0,Everton,322,0.00,0.00,9008,33,Conor Coady,0.0,DEF,0.0,null,0
-31,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,8,0.0,0.00,0.0,0,43,5088,531,0,true,0,0,0,0,Everton,322,0.00,0.00,39,33,Rúben Nascimento Vinagre,0.0,DEF,0.0,null,0
-2795,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,436,2.9,0.00,0.0,0,51,24862,534,0,true,0,0,0,0,Everton,322,0.00,0.00,3231,33,Dwight McNeil,0.0,MID,0.0,null,0
-41,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,36,-0.5,0.00,0.0,0,43,3281,560,0,true,0,0,0,0,Everton,322,0.00,0.00,77,33,Stanley Mills,0.0,MID,0.0,null,0
-11,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,44,6586,561,0,true,0,0,0,0,Everton,322,0.00,0.00,11,33,Lewis Warrington,0.0,MID,0.0,null,0
-9,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,138,1.5,0.00,0.0,0,45,4738,570,0,true,0,0,0,0,Everton,322,0.00,0.00,147,33,James Garner,0.0,MID,0.0,null,0
-623,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,14,0.1,0.00,0.0,0,48,16098,577,0,true,0,0,0,0,Everton,322,0.00,0.00,637,33,Amadou Onana,0.0,MID,0.0,null,0
-33,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,36,-0.5,0.00,0.0,0,40,8029,605,0,true,0,0,0,0,Everton,322,0.00,0.00,69,33,Reece Welch,0.0,DEF,0.0,null,0
-98,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,71,0.9,0.00,0.0,0,48,7036,611,0,true,0,0,0,0,Everton,322,0.00,0.00,169,33,Idrissa Gueye,0.0,MID,0.0,null,0
-4,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,40,1369,627,0,true,0,0,0,0,Everton,322,0.00,0.00,4,33,Eldin Jakupovic,0.0,GK,0.0,null,0
-59,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,31,-0.5,0.00,0.0,0,40,4885,637,0,true,0,0,0,0,Everton,322,0.00,0.00,90,33,Kyle John,0.0,DEF,0.0,null,0
-16,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,45,1515,662,0,true,0,0,0,0,Everton,322,0.00,0.00,16,33,Thomas Cannon,0.0,FWD,0.0,null,0
-27,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,14,-0.5,0.00,0.0,0,45,422,678,0,true,0,0,0,0,Everton,322,0.00,0.00,41,33,Isaac Price,0.0,MID,0.0,null,0
-441,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,1274,0.3,0.00,0.0,0,45,14524,686,0,true,0,0,0,0,Everton,322,0.00,0.00,1715,33,Ellis Simms,0.0,FWD,0.0,null,0
-10,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,22,-0.5,0.00,0.0,0,40,147,757,0,true,0,0,0,0,Everton,322,0.00,0.00,32,33,Ishé Samuels-Smith,0.0,DEF,0.0,null,0
17,Newcastle,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,18,-0.5,0.00,0.0,0,40,33,760,0,true,0,0,0,0,Everton,322,0.00,0.00,1,33,Andy Lonergan,0.0,GK,0.0,null,0
