transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,name,threat,position,ict_index,team_h_score,penalties_saved
-6,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,44,3800,539,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,6,33,James Hill,0.0,DEF,0.0,null,0
-13,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,71,0.0,0.00,0.0,0,40,16177,571,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,84,33,Darren Randolph,0.0,GK,0.0,null,0
-85,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,3750,2.8,0.00,0.0,0,45,63067,574,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,3835,33,Norberto Murara Neto,0.0,GK,0.0,null,0
-1709,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,300,0.8,0.00,0.0,0,44,27163,576,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,2009,33,Marcos Senesi,0.0,DEF,0.0,null,0
-3,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,45,2021,597,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,3,33,Christian Saydee,0.0,FWD,0.0,null,0
-8,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,0,0.0,0.00,0.0,0,40,3567,598,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,8,33,Owen Bevan,0.0,DEF,0.0,null,0
-14,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,23,0.0,0.00,0.0,0,40,1822,649,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,37,33,Cameron Plain,0.0,GK,0.0,null,0
13,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,103,0.0,0.00,0.0,0,45,1765,695,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,90,33,Daniel Adu-Adjei,0.0,FWD,0.0,null,0
10,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,26,0.0,0.00,0.0,0,44,306,696,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,16,33,Michael Dacosta Gonzalez,0.0,MID,0.0,null,0
21,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,111,0.0,0.00,0.0,0,45,1959,697,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,90,33,Dominic Sadi,0.0,FWD,0.0,null,0
-751,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,150,2.2,0.00,0.0,0,50,4941,705,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,901,33,Dango Ouattara,0.0,MID,0.0,null,0
35,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,106,0.0,0.00,0.0,0,45,1538,706,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,71,33,Euan Pollock,0.0,FWD,0.0,null,0
-35,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,98,0.5,0.00,0.0,0,50,2437,714,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,133,33,Antoine Semenyo,0.0,FWD,0.0,null,0
-226,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,142,1.3,0.00,0.0,0,45,2148,718,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,368,33,Matías Viña,0.0,DEF,0.0,null,0
11,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,57,0.2,0.00,0.0,0,45,617,722,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,46,33,Illia Zabarnyi,0.0,DEF,0.0,null,0
-42,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,20,0.1,0.00,0.0,0,45,717,723,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,62,33,Hamed Traorè,0.0,MID,0.0,null,0
108,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,236,0.0,0.00,0.0,0,40,2735,737,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,128,33,Ben Greenwood,0.0,DEF,0.0,null,0
13,Southampton,0,0,0,0,0,2023-04-27T18:45:00Z,0,0.00,null,0.0,0,0,41,0.0,0.00,0.0,0,40,1092,738,0,false,0,0,0,0,Bournemouth,330,0.00,0.00,28,33,Max Kinsey-Wellings,0.0,DEF,0.0,null,0
-431,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,5,0.0,0.00,0.0,0,42,37443,78,0,false,0,0,0,0,Brentford,328,0.00,0.00,436,33,Pontus Jansson,0.0,DEF,0.0,0,0
-3448,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,28,0.0,0.00,0.0,0,53,23614,79,0,false,0,0,0,0,Brentford,328,0.00,0.00,3476,33,Christian Nørgaard,0.0,MID,0.0,0,0
-260198,Chelsea,0,0,2,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,35741,4.7,0.00,0.0,1,76,3765162,80,0,false,0,66,0,0,Brentford,328,0.00,0.00,295939,33,Ivan Toney,0.0,FWD,0.0,0,0
-28497,Chelsea,0,0,7,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,4,0,27299,3.7,0.00,0.0,1,49,1867865,81,0,false,28,67,0,0,Brentford,328,0.00,0.00,55796,33,David Raya Martin,0.0,GK,0.0,0,0
-70,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,50,8539,82,0,false,0,0,0,0,Brentford,328,0.00,0.00,70,33,Sergi Canós Tenés,0.0,DEF,0.0,0,0
-3642,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,5703,1.2,0.00,0.0,0,41,397274,83,0,false,0,0,0,0,Brentford,328,0.00,0.00,9345,33,Josh Dasilva,0.0,MID,0.0,0,0
-115,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,14,0.0,0.00,0.0,0,45,9209,84,0,false,0,0,0,0,Brentford,328,0.00,0.00,129,33,Kristoffer Ajer,0.0,DEF,0.0,0,0
-31786,Chelsea,0,0,6,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,2539,2.8,0.00,0.0,1,46,403946,85,0,false,18,67,0,0,Brentford,328,0.00,0.00,34325,33,Rico Henry,0.0,DEF,0.0,0,0
-214,Chelsea,0,0,3,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,79,1.2,0.03,0.0,1,55,13906,86,0,false,9,67,0,0,Brentford,328,0.00,0.03,293,33,Vitaly Janelt,0.0,MID,0.0,0,0
-14,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,12,0.3,0.00,0.0,0,48,2702,87,0,false,0,0,0,0,Brentford,328,0.00,0.00,26,33,Saman Ghoddos,0.0,MID,0.0,0,0
-34295,Chelsea,0,0,2,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,2086,2.3,0.46,0.0,1,48,274153,88,0,false,3,61,0,1,Brentford,328,0.00,0.46,36381,33,Mathias Jensen,0.0,MID,0.0,0,0
-1470,Chelsea,0,0,3,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,115,1.3,0.00,0.0,1,53,24226,89,0,false,4,61,0,0,Brentford,328,0.00,0.00,1585,33,Yoane Wissa,0.0,MID,0.0,0,0
-88,Chelsea,0,0,6,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,18,1.3,0.00,0.0,1,43,7043,90,0,false,16,67,0,0,Brentford,328,0.00,0.00,106,33,Mads Roerslev Rasmussen,0.0,DEF,0.0,0,0
-5,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,3406,91,0,false,0,0,0,0,Brentford,328,0.00,0.00,5,33,Mads Bech Sørensen,0.0,DEF,0.0,0,0
-11732,Chelsea,0,0,6,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,1736,3.2,0.00,0.0,1,44,126899,92,0,false,22,67,0,0,Brentford,328,0.00,0.00,13468,33,Ethan Pinnock,0.0,DEF,0.0,0,0
-9,Chelsea,0,0,3,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,11,0.7,0.00,0.0,1,48,3419,93,0,false,8,61,0,0,Brentford,328,0.00,0.00,20,33,Frank Onyeka,0.0,MID,0.0,0,0
-19,Chelsea,0,0,1,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,106,0.7,0.00,0.0,0,45,18947,94,0,false,5,5,0,0,Brentford,328,0.00,0.00,125,33,Shandon Baptiste,0.0,MID,0.0,0,0
-21235,Chelsea,0,0,1,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,9755,3.7,0.00,0.0,0,58,378378,95,0,false,3,5,0,0,Brentford,328,0.03,0.03,30990,33,Bryan Mbeumo,0.0,FWD,0.0,0,0
-297,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,39,47252,96,0,false,0,0,0,0,Brentford,328,0.00,0.00,297,33,Charlie Goode,0.0,DEF,0.0,0,0
-9,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,4834,97,0,false,0,0,0,0,Brentford,328,0.00,0.00,9,33,Marcus Forss,0.0,FWD,0.0,0,0
-6,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,1740,98,0,false,0,0,0,0,Brentford,328,0.00,0.00,6,33,Dominic Thompson,0.0,DEF,0.0,0,0
0,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,95,99,0,false,0,0,0,0,Brentford,328,0.00,0.00,0,33,Mads Bidstrup,0.0,MID,0.0,0,0
-24,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,5689,100,0,false,0,0,0,0,Brentford,328,0.00,0.00,24,33,Ellery Balcombe,0.0,GK,0.0,0,0
-668,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,613,0.8,0.00,0.0,0,49,37436,510,0,false,0,0,0,0,Brentford,328,0.00,0.00,1281,33,Aaron Hickey,0.0,DEF,0.0,0,0
-14,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,16,0.0,0.00,0.0,0,52,5210,515,0,false,0,0,0,0,Brentford,328,0.00,0.00,30,33,Keane Lewis-Potter,0.0,MID,0.0,0,0
-15,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,58,0.0,0.00,0.0,0,43,13481,517,0,false,0,0,0,0,Brentford,328,0.00,0.00,73,33,Thomas Strakosha,0.0,GK,0.0,0,0
-117636,Chelsea,0,0,6,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,0,20201,2.2,0.01,0.0,1,51,2054990,526,0,false,22,67,0,0,Brentford,328,0.38,0.39,137837,33,Ben Mee,0.0,DEF,0.0,0,0
-29,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,13845,540,0,false,0,0,0,0,Brentford,328,0.00,0.00,29,33,Fin Stevens,0.0,DEF,0.0,0,0
-84,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,57527,541,0,false,0,0,0,0,Brentford,328,0.00,0.00,84,33,Halil Dervişoğlu,0.0,FWD,0.0,0,0
-78,Chelsea,0,0,1,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,38,1.0,0.00,0.0,0,50,7523,580,0,false,3,5,0,0,Brentford,328,0.00,0.00,116,33,Mikkel Damsgaard,0.0,MID,0.0,0,0
-741,Chelsea,0,0,9,1,0,2023-04-26T18:45:00Z,0,1.08,1,0.0,0,1,495,1.7,0.00,0.0,1,39,84034,595,0,false,28,67,0,0,Brentford,328,0.34,0.34,1236,33,Mathias Jorgensen,0.0,DEF,0.0,0,0
-4,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,25,0.0,0.00,0.0,0,44,909,632,0,false,0,0,0,0,Brentford,328,0.00,0.00,29,33,Ryan Trevitt,0.0,MID,0.0,0,0
-63,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,66,0.0,0.00,0.0,0,39,4709,633,0,false,0,0,0,0,Brentford,328,0.00,0.00,129,33,Matthew Cox,0.0,GK,0.0,0,0
14,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,82,0.0,0.00,0.0,0,40,3455,646,0,false,0,0,0,0,Brentford,328,0.00,0.00,68,33,Tristan Crama,0.0,DEF,0.0,0,0
-3,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,23,0.0,0.00,0.0,0,45,668,650,0,false,0,0,0,0,Brentford,328,0.00,0.00,26,33,Yegor Yarmolyuk,0.0,MID,0.0,0,0
-31,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,45,1.2,0.00,0.0,0,49,696,688,0,false,0,0,0,0,Brentford,328,0.00,0.00,76,33,Kevin Schade,0.0,MID,0.0,0,0
-5,Chelsea,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,10,0.0,0.00,0.0,0,45,57,752,0,false,0,0,0,0,Brentford,328,0.00,0.00,15,33,Michael Olakigbe,0.0,MID,0.0,0,0
-25,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,17,0.0,0.00,0.0,0,48,10519,101,0,false,0,0,0,0,Brighton,324,0.00,0.00,42,33,Adam Lallana,0.0,MID,0.0,2,0
-2269,Nott'm Forest,0,0,7,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,3,0,26760,3.6,0.00,0.0,1,39,346222,102,0,false,29,80,0,0,Brighton,324,0.00,0.00,29029,33,Jason Steele,0.0,GK,0.0,2,1
2374,Nott'm Forest,0,0,1,0,0,2023-04-26T18:30:00Z,0,0.13,1,0.0,0,0,7692,1.5,0.00,0.0,0,65,111279,103,0,false,3,6,0,0,Brighton,324,0.00,0.00,5318,33,Danny Welbeck,0.0,FWD,0.0,2,0
692,Nott'm Forest,1,0,0,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,11909,2.6,0.02,0.0,1,54,1005012,104,0,false,11,79,0,0,Brighton,324,0.00,0.02,11217,33,Pascal Groß,0.0,MID,0.0,2,0
119455,Nott'm Forest,0,0,1,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,132480,3.6,0.03,0.0,1,48,730119,106,0,false,18,77,0,0,Brighton,324,0.00,0.03,13025,33,Lewis Dunk,0.0,DEF,0.0,2,0
174212,Nott'm Forest,0,0,5,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,1,206040,5.0,0.06,0.0,1,52,1375297,107,0,false,21,80,0,0,Brighton,324,0.04,0.10,31828,33,Solly March,0.0,MID,0.0,2,0
5310,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,6759,2.4,0.00,0.0,0,45,56881,108,0,false,0,0,0,0,Brighton,324,0.00,0.00,1449,33,Adam Webster,0.0,DEF,0.0,2,0
-8582,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,8932,1.6,0.00,0.0,0,46,363123,109,0,false,0,0,0,0,Brighton,324,0.00,0.00,17514,33,Joël Veltman,0.0,DEF,0.0,2,0
42921,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,60168,0.2,0.00,0.0,0,45,1004117,113,0,false,0,0,0,0,Brighton,324,0.00,0.00,17247,33,Robert Sánchez,0.0,GK,0.0,2,0
-1063,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,24,0.0,0.00,0.0,0,42,105141,114,0,false,0,0,0,0,Brighton,324,0.00,0.00,1087,33,Tariq Lamptey,0.0,DEF,0.0,2,0
-13,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,44,8099,115,0,false,0,0,0,0,Brighton,324,0.00,0.00,13,33,Steven Alzate,0.0,MID,0.0,2,0
16509,Nott'm Forest,0,0,2,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,49963,3.0,0.37,0.0,1,55,794590,116,0,false,15,79,0,0,Brighton,324,0.10,0.47,33454,33,Alexis Mac Allister,0.0,MID,0.0,2,0
11,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,23,0.0,0.00,0.0,0,44,1520,117,0,false,0,0,0,0,Brighton,324,0.00,0.00,12,33,Jakub Moder,0.0,MID,0.0,2,0
-5,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,53,5194,118,0,false,0,0,0,0,Brighton,324,0.00,0.00,5,33,Enock Mwepu,0.0,MID,0.0,2,0
-22,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,13,0.0,0.00,0.0,0,45,4656,119,0,false,0,0,0,0,Brighton,324,0.00,0.00,35,33,Jeremy Sarmiento Morante,0.0,MID,0.0,2,0
986,Nott'm Forest,0,0,2,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,1465,2.2,0.05,0.0,1,50,35721,120,0,false,10,79,0,0,Brighton,324,0.00,0.05,479,33,Moisés Caicedo Corozo,0.0,MID,0.0,2,0
-1,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,317,121,0,false,0,0,0,0,Brighton,324,0.00,0.00,1,33,Taylor Richards,0.0,MID,0.0,2,0
0,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,434,122,0,false,0,0,0,0,Brighton,324,0.00,0.00,0,33,Haydon Roberts,0.0,DEF,0.0,2,0
459,Nott'm Forest,0,0,1,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,691,1.2,0.00,0.0,0,50,27515,123,0,false,3,4,0,0,Brighton,324,0.00,0.00,232,33,Deniz Undav,0.0,FWD,0.0,2,0
171095,Nott'm Forest,0,0,2,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,202312,4.0,0.04,0.0,1,56,3065960,124,0,false,1,77,0,0,Brighton,324,0.44,0.48,31217,33,Kaoru Mitoma,0.0,MID,0.0,2,0
24251,Nott'm Forest,0,0,2,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,28163,4.0,0.29,0.0,1,46,64778,125,0,false,6,74,0,0,Brighton,324,0.43,0.72,3912,33,Julio Enciso,0.0,FWD,0.0,2,0
-1,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,45,2478,126,0,false,0,0,0,0,Brighton,324,0.00,0.00,1,33,Kacper Kozłowski,0.0,MID,0.0,2,0
-18,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,160,0.0,0.00,0.0,0,42,38779,149,0,false,0,0,0,0,Brighton,324,0.00,0.00,178,33,Billy Gilmour,0.0,MID,0.0,2,0
-5,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,4610,542,0,false,0,0,0,0,Brighton,324,0.00,0.00,5,33,Kjell Scherpen,0.0,GK,0.0,2,0
-15,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,10528,543,0,false,0,0,0,0,Brighton,324,0.00,0.00,15,33,Matt Clarke,0.0,DEF,0.0,2,0
71,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,225,0.2,0.00,0.0,0,40,32678,544,0,false,0,0,0,0,Brighton,324,0.00,0.00,154,33,Jan Paul van Hecke,0.0,DEF,0.0,2,0
310,Nott'm Forest,0,0,1,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,495,0.8,0.02,0.0,1,44,9734,559,0,false,14,79,0,0,Brighton,324,0.00,0.02,185,33,Levi Colwill,0.0,DEF,0.0,2,0
158399,Nott'm Forest,0,0,1,0,2,2023-04-26T18:30:00Z,0,1.56,1,0.0,0,0,184543,2.2,0.02,0.0,1,48,1460864,586,0,false,5,72,0,0,Brighton,324,0.06,0.08,26144,33,Pervis Estupiñán,0.0,DEF,0.0,2,0
-13827,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,3248,0.5,0.00,0.0,0,46,157842,596,0,false,0,0,0,0,Brighton,324,0.00,0.00,17075,33,Evan Ferguson,0.0,FWD,0.0,2,0
-6,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,2339,640,0,false,0,0,0,0,Brighton,324,0.00,0.00,6,33,Ed Turns,0.0,DEF,0.0,2,0
28,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,59,0.0,0.00,0.0,0,45,798,651,0,false,0,0,0,0,Brighton,324,0.00,0.00,31,33,Andrew Moran,0.0,MID,0.0,2,0
-8,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,40,1587,652,0,false,0,0,0,0,Brighton,324,0.00,0.00,8,33,James Furlong,0.0,DEF,0.0,2,0
2,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,9,0.0,0.00,0.0,0,45,234,677,0,false,0,0,0,0,Brighton,324,0.00,0.00,7,33,Jack Hinshelwood,0.0,MID,0.0,2,0
486,Nott'm Forest,0,0,7,0,2,2023-04-26T18:30:00Z,0,1.69,1,0.0,0,0,543,1.6,0.06,0.0,1,45,1210,679,1,false,32,79,0,0,Brighton,324,0.67,0.73,57,33,Facundo Buonanotte,0.0,MID,0.0,2,0
12,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,33,0.2,0.00,0.0,0,45,439,719,0,false,0,0,0,0,Brighton,324,0.00,0.00,21,33,Yasin Ayari,0.0,MID,0.0,2,0
31,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,62,0.0,0.00,0.0,0,40,1384,736,0,false,0,0,0,0,Brighton,324,0.00,0.00,31,33,Odeluga Offiah,0.0,DEF,0.0,2,0
68,Nott'm Forest,0,0,0,0,0,2023-04-26T18:30:00Z,0,0.00,1,0.0,0,0,89,0.0,0.00,0.0,0,40,166,756,0,false,0,0,0,0,Brighton,324,0.00,0.00,21,33,Tom McGill,0.0,GK,0.0,2,0
-13,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,120,0.0,0.00,0.0,0,42,37674,48,0,true,0,0,0,0,Chelsea,328,0.00,0.00,133,33,Carney Chukwuemeka,0.0,MID,0.0,0,0
-8121,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,1668,1.6,0.00,0.0,0,49,640408,112,0,true,0,0,0,0,Chelsea,328,0.00,0.00,9789,33,Marc Cucurella Saseta,0.0,DEF,0.0,0,0
-77,Brentford,1,0,-1,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,198,-0.2,0.01,0.0,1,47,128828,127,0,true,-2,45,0,0,Chelsea,328,0.00,0.01,275,33,César Azpilicueta,0.0,DEF,0.0,0,0
1918,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,4312,0.4,0.21,0.0,1,54,618761,128,0,true,14,67,0,0,Chelsea,328,0.21,0.42,2394,33,Thiago Emiliano da Silva,0.0,DEF,0.0,0,0
-41,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,53,74753,129,0,true,0,0,0,0,Chelsea,328,0.00,0.00,41,33,Marcos Alonso,0.0,DEF,0.0,0,0
-1,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,49,2982,131,0,true,0,0,0,0,Chelsea,328,0.00,0.00,1,33,Ross Barkley,0.0,MID,0.0,0,0
-1069,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,270,1.4,0.04,0.0,1,49,39108,132,0,true,11,67,0,0,Chelsea,328,0.00,0.04,1339,33,Mateo Kovacic,0.0,MID,0.0,0,0
-40087,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,11446,3.8,0.00,0.0,1,47,928292,133,0,true,8,67,0,0,Chelsea,328,0.00,0.00,51533,33,Kepa Arrizabalaga,0.0,GK,0.0,0,0
182,Brentford,0,0,2,0,1,2023-04-26T18:45:00Z,0,0.72,1,0.0,0,0,773,1.2,0.11,0.0,1,48,120983,134,0,true,15,67,0,0,Chelsea,328,0.09,0.20,591,33,N'Golo Kanté,0.0,MID,0.0,0,0
-245,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,104,0.2,0.00,0.0,0,55,45522,135,0,true,0,0,0,0,Chelsea,328,0.00,0.00,349,33,Hakim Ziyech,0.0,MID,0.0,0,0
-24,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,25,0.2,0.00,0.0,0,50,13196,136,0,true,0,0,0,0,Chelsea,328,0.00,0.00,49,33,Ruben Loftus-Cheek,0.0,MID,0.0,0,0
-6,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,79,18291,137,0,true,0,0,0,0,Chelsea,328,0.00,0.00,6,33,Timo Werner,0.0,FWD,0.0,0,0
-42,Brentford,0,0,0,0,0,2023-04-26T18:45:00Z,0,0.00,1,0.0,0,0,0,0.0,0.00,0.0,0,39,22813,138,0,true,0,0,0,0,Chelsea,328,0.00,0.00,42,33,Robert Kenedy Nunes do Nascimento,0.0,DEF,0.0,0,0
