name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ben Doak,MID,Liverpool,1.5,0,0,0,0,0.0,665,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,0,0,0,0,18,0,297,0,1,2,0.0,0,99,128,29,45,True,0,Leicester
Alexander Isak,FWD,Newcastle,0.0,0,0,0,0,0.0,594,0.0,0.0,0.0,0.0,176,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,110161,0,0,0,0.0,0,-2960,1128,4088,66,True,0,Leeds
Erling Haaland,FWD,Man City,10.5,0,1,20,0,1.9,318,0.00598,0.63828,0.6323,0.0857,175,1,1,6.2,27.4,2022-12-31T15:00:00Z,90,0,0,0,0,18,0,9300515,1,1,1,33.0,6,54155,60504,6349,122,True,1,Everton
Lewis Cook,MID,Bournemouth,2.0,0,0,9,0,1.7,67,0.00914,0.06814,0.059,0.8752,171,2,0,1.1,4.2,2022-12-31T15:00:00Z,79,0,0,0,0,18,0,8037,1,2,0,5.0,2,-82,300,382,49,True,0,Crystal Palace
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,2127,0,2,0,0.0,0,-17,0,17,40,False,0,Bournemouth
Phil Foden,MID,Man City,2.0,0,0,0,0,1.8,314,0.00664,0.04524,0.0386,0.0,175,0,0,1.1,0.0,2022-12-31T15:00:00Z,3,0,0,0,0,18,0,1945254,0,1,1,10.0,1,-120153,36809,156962,83,True,0,Everton
David Ozoh,MID,Crystal Palace,1.3,0,0,0,0,0.0,676,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,0,0,2,0,0.0,0,0,0,0,45,False,0,Bournemouth
Juan Larios López,DEF,Southampton,0.0,0,0,0,0,0.0,622,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,6377,0,1,2,0.0,0,-251,20,271,40,False,0,Fulham
Calvin Ramsay,DEF,Liverpool,1.0,0,0,0,0,0.0,298,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,0,0,0,0,18,0,27182,0,1,2,0.0,0,-107,591,698,39,True,0,Leicester
Yegor Yarmolyuk,MID,Brentford,0.0,0,0,0,0,0.0,650,0.0,0.0,0.0,0.0,179,0,0,0.0,0.0,2022-12-30T19:45:00Z,0,0,0,0,0,18,0,363,0,2,0,0.0,0,-11,49,60,45,False,0,West Ham
Steve Cook,DEF,Nott'm Forest,-1.0,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,0,0,0,0,18,0,13193,0,1,1,0.0,0,-412,145,557,44,True,0,Chelsea
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2022-12-30T20:00:00Z,0,0,0,0,0,18,0,2742,0,1,2,0.0,0,-10,84,94,39,False,0,Liverpool
Sékou Mara,FWD,Southampton,1.0,0,0,7,0,0.0,528,0.0,0.0,0.0,0.7884,173,0,0,0.4,4.0,2022-12-31T15:00:00Z,1,0,0,0,0,18,0,9371,0,1,2,0.0,1,38,403,365,53,False,0,Fulham
Scott McTominay,MID,Man Utd,0.0,0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2022-12-31T12:30:00Z,0,0,0,0,0,18,0,19485,0,1,0,0.0,0,-391,144,535,49,False,0,Wolves
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,0,0,0,0,18,0,459,0,1,1,0.0,0,-2,0,2,50,True,0,Chelsea
Dean Henderson,GK,Nott'm Forest,0.0,0,0,10,0,0.0,398,0.00197,0.00197,0.0,0.9406,177,1,0,1.0,10.4,2023-01-01T16:30:00Z,90,0,0,0,0,18,1,1044697,1,1,1,0.0,2,-21673,10031,31704,47,True,0,Chelsea
Jack Stacey,DEF,Bournemouth,0.0,0,0,0,0,0.0,65,0.0,0.0,0.0,0.0,171,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,4777,0,2,0,0.0,0,-28,68,96,43,True,0,Crystal Palace
Mason Holgate,DEF,Everton,-1.0,0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,8273,0,1,1,0.0,0,-186,76,262,43,False,0,Man City
Steven Alzate,MID,Brighton,0.0,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,0,0,0,0,18,0,9142,0,4,2,0.0,0,-171,0,171,44,True,0,Arsenal
Mateusz Klich,MID,Leeds,0.5,0,0,5,0,1.1,223,0.0007,0.0007,0.0,0.163,176,0,0,0.2,1.2,2022-12-31T15:00:00Z,26,0,0,0,0,18,0,5846,0,0,0,0.0,1,-110,65,175,46,False,0,Newcastle
Jimmy Morgan,FWD,Southampton,0.0,0,0,0,0,0.0,671,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2022-12-31T15:00:00Z,0,0,0,0,0,18,0,522,0,1,2,0.0,0,350,405,55,45,False,0,Fulham
