name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Wesley Fofana,DEF,Chelsea,0.1,0,0,0,0,0.0,272,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,83865,0,0,0,0.0,0,-2043,202,2245,43,True,0,Fulham,W.Fofana
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,78174,0,1,1,0.0,0,-9756,96,9852,66,False,0,Newcastle,Scamacca
Alisson Ramses Becker,GK,Liverpool,5.3,0,0,20,0,0.0,281,0.0,0.0,0.0,2.09,220,3,0,1.7,17.0,2023-02-04T15:00:00Z,90,0,0,0,0,22,3,1531948,1,0,3,0.0,2,-28486,22528,51014,54,False,0,Wolves,Alisson
Che Adams,FWD,Southampton,4.3,0,0,3,0,0.9,411,0.01,0.07,0.05,2.04,212,3,0,1.6,7.6,2023-02-04T15:00:00Z,80,0,0,0,0,22,0,205193,1,0,3,7.0,2,-6965,28749,35714,63,False,0,Brentford,Adams
Sam Greenwood,FWD,Leeds,2.5,0,0,3,0,0.0,237,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,7,0,0,0,0,22,0,1304899,0,0,1,0.0,1,-51475,53311,104786,41,False,0,Nott'm Forest,Greenwood
Sam Greenwood,FWD,Leeds,2.5,0,0,5,0,0.0,237,0.0,0.0,0.0,0.27,76,0,0,0.2,2.0,2023-02-08T20:00:00Z,1,0,0,0,0,22,0,1304899,0,2,2,0.0,1,-51475,53311,104786,41,False,0,Man Utd,Greenwood
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,8940,0,0,0,0.0,0,-352,88,440,44,False,0,Chelsea,Chalobah
Nathaniel Phillips,DEF,Liverpool,1.0,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,52452,0,0,3,0.0,0,-761,1261,2022,39,False,0,Wolves,Phillips
Loïc Mbe Soh,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,3716,0,0,1,0.0,0,-138,26,164,42,True,0,Leeds,Mbe Soh
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,102,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,75194,0,0,1,0.0,0,195,2473,2278,39,True,0,Bournemouth,Steele
Shola Shoretire,FWD,Man Utd,0.0,0,0,0,0,0.0,660,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,2468,0,1,2,0.0,0,-568,0,568,45,True,0,Crystal Palace,Shoretire
Shola Shoretire,FWD,Man Utd,0.0,0,0,0,0,0.0,660,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,2468,0,2,2,0.0,0,-568,0,568,45,True,0,Leeds,Shoretire
Tosin Adarabioyo,DEF,Fulham,0.0,0,0,0,0,0.0,209,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,12807,0,0,0,0.0,0,-268,186,454,45,False,0,Chelsea,Tosin
Kalvin Phillips,MID,Man City,0.7,0,0,0,0,0.0,325,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2023-02-05T16:30:00Z,0,0,0,0,0,22,0,13146,0,0,1,0.0,0,-67,83,150,48,False,0,Spurs,Phillips
Carlos Ribeiro Dias,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,383,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,36069,0,0,1,0.0,0,-856,432,1288,42,True,0,Leeds,Cafú
Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,18405,0,0,0,0.0,0,-82,316,398,43,False,0,Chelsea,Rodák
Ryan Fraser,MID,Newcastle,0.0,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,7416,0,1,1,0.0,0,-100,101,201,52,True,0,West Ham,Fraser
Andrey Nascimento dos Santos,MID,Chelsea,0.5,0,0,0,0,0.0,702,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,198,0,0,0,0.0,0,90,141,51,45,True,0,Fulham,Andrey Santos
Luke Thomas,DEF,Leicester,2.3,0,0,4,0,0.0,270,0.0,0.0,0.0,0.23,211,0,0,0.3,3.0,2023-02-04T15:00:00Z,9,0,0,0,0,22,0,16535,0,4,2,0.0,1,-617,879,1496,42,False,0,Aston Villa,Thomas
Karl Darlow,GK,Newcastle,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,99224,0,1,1,0.0,0,-4075,165,4240,39,True,0,West Ham,Darlow
Rodrigo Hernandez,MID,Man City,3.3,0,0,12,0,18.8,315,0.05,0.38,0.33,1.48,219,1,0,8.6,19.6,2023-02-05T16:30:00Z,90,0,0,0,0,22,0,175662,1,0,1,48.0,2,-4172,4820,8992,56,False,0,Spurs,Rodri
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,0.0,0,0,0,0,0.0,326,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,226464,0,1,2,0.0,0,-3008,0,3008,102,True,0,Crystal Palace,Ronaldo
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,0.0,0,0,0,0,0.0,326,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,226464,0,2,2,0.0,0,-3008,0,3008,102,True,0,Leeds,Ronaldo
Fraser Forster,GK,Spurs,-0.5,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2023-02-05T16:30:00Z,0,0,0,0,0,22,0,401452,0,0,1,0.0,0,-5767,2748,8515,39,True,0,Man City,Forster
Alex Oxlade-Chamberlain,MID,Liverpool,2.0,0,0,1,0,1.6,278,0.0,0.03,0.02,0.55,220,0,0,0.4,0.0,2023-02-04T15:00:00Z,5,0,0,0,0,22,0,2398,0,0,3,2.0,1,-653,124,777,49,False,0,Wolves,Chamberlain
Ethan Nwaneri,MID,Arsenal,0.5,0,0,0,0,0.0,630,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,0,0,0,0,22,0,889,0,0,1,0.0,0,-12,39,51,45,False,0,Everton,Nwaneri
Jack Grealish,MID,Man City,3.5,0,0,10,0,23.9,305,0.56,0.6,0.05,1.48,219,1,0,5.3,9.2,2023-02-05T16:30:00Z,90,0,0,0,0,22,0,156669,1,0,1,20.0,1,-1498,11863,13361,68,False,1,Spurs,Grealish
James McAtee,MID,Man City,0.0,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2023-02-05T16:30:00Z,0,0,0,0,0,22,0,402,0,0,1,0.0,0,-1,0,1,45,False,0,Spurs,McAtee
Will Smallbone,MID,Southampton,0.0,0,0,0,0,0.0,415,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,794,0,0,3,0.0,0,-14,0,14,45,False,0,Brentford,Smallbone
Martial Godo,MID,Fulham,-0.5,0,0,0,0,0.0,641,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,464,0,0,0,0.0,0,20,48,28,45,False,0,Chelsea,Godo
Chris Wood,FWD,Nott'm Forest,0.9,0,0,5,1,0.6,354,0.01,0.01,0.0,0.77,218,0,0,0.4,0.0,2023-02-05T14:00:00Z,72,0,0,0,0,22,0,79461,1,0,1,4.0,2,-8015,2260,10275,56,True,0,Leeds,Wood
Darren Randolph,GK,Bournemouth,0.0,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,16161,0,0,1,0.0,0,-75,222,297,40,False,0,Brighton,Randolph
Leander Dendoncker,MID,Aston Villa,0.7,0,0,3,0,0.7,479,0.0,0.0,0.0,0.06,211,0,0,0.2,0.8,2023-02-04T15:00:00Z,8,0,0,0,0,22,0,7519,0,4,2,0.0,1,-131,103,234,47,True,0,Leicester,Dendoncker
Keylor Navas,GK,Nott'm Forest,1.9,0,2,30,1,0.0,729,0.0,0.0,0.0,0.79,218,0,0,3.6,36.0,2023-02-05T14:00:00Z,90,0,0,0,0,22,4,8307,1,0,1,0.0,9,7649,8087,438,45,True,0,Leeds,Navas
Allan Marques Loureiro,MID,Everton,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,0,0,0,0,22,0,6318,0,0,1,0.0,0,-61,0,61,48,True,0,Arsenal,Allan
Ibrahima Konaté,DEF,Liverpool,0.0,0,0,0,0,0.0,290,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,59126,0,0,3,0.0,0,-1238,8754,9992,48,False,0,Wolves,Konaté
Aleksandar Mitrović,FWD,Fulham,0.5,0,0,3,1,5.2,210,0.17,0.2,0.03,1.38,214,0,0,2.6,4.0,2023-02-03T20:00:00Z,90,0,0,0,0,22,0,3015744,1,0,0,17.0,2,-427876,80750,508626,70,False,0,Chelsea,Mitrović
Christian Eriksen,MID,Man Utd,0.0,0,0,0,0,0.0,519,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,309973,0,1,2,0.0,0,-70187,38130,108317,63,True,0,Crystal Palace,Eriksen
Christian Eriksen,MID,Man Utd,0.0,0,0,0,0,0.0,519,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,309973,0,2,2,0.0,0,-70187,38130,108317,63,True,0,Leeds,Eriksen
Joe Willock,MID,Newcastle,2.3,0,0,4,0,6.2,373,0.03,0.03,0.0,0.94,217,1,0,1.1,4.6,2023-02-04T17:30:00Z,80,0,0,0,0,22,0,60699,1,1,1,0.0,1,-4388,3284,7672,47,True,1,West Ham,Willock
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,121344,0,0,3,0.0,0,-2328,1731,4059,39,True,0,Liverpool,Mosquera
Roméo Lavia,MID,Southampton,1.7,0,0,8,0,2.4,321,0.02,0.02,0.0,1.56,212,2,0,0.5,2.2,2023-02-04T15:00:00Z,64,0,0,0,0,22,0,19555,1,0,3,0.0,1,-297,315,612,45,False,1,Brentford,Lavia
Ellis Simms,FWD,Everton,-0.2,0,0,0,0,0.0,686,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,0,0,0,0,22,0,2519,0,0,1,0.0,0,814,1215,401,45,True,0,Arsenal,Simms
Kristoffer Ajer,DEF,Brentford,4.0,0,0,0,0,0.0,84,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,12486,0,0,3,0.0,0,2745,3467,722,45,True,0,Southampton,Ajer
Emmanuel Dennis,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,585,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,13606,0,0,1,0.0,0,-627,649,1276,57,True,0,Leeds,Dennis
Gustavo Henrique Furtado Scarpa,MID,Nott'm Forest,-0.2,0,0,0,0,0.0,681,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,1276,0,0,1,0.0,0,64,434,370,50,True,0,Leeds,Scarpa
Will Hughes,MID,Crystal Palace,0.8,0,0,3,0,1.7,163,0.01,0.01,0.0,2.04,216,2,0,0.0,0.0,2023-02-04T15:00:00Z,71,0,0,0,0,22,0,3042,1,1,2,0.0,2,-36,39,75,48,False,0,Man Utd,Hughes
Joe Ayodele-Aribo,MID,Southampton,0.0,0,0,0,0,0.0,512,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,32173,0,0,3,0.0,0,-1138,293,1431,51,False,0,Brentford,Aribo
Orel Mangala,MID,Nott'm Forest,1.2,0,0,11,0,0.6,536,0.0,0.0,0.0,0.58,218,0,0,0.9,8.4,2023-02-05T14:00:00Z,45,0,0,0,0,22,0,2371,1,0,1,0.0,1,-32,35,67,49,True,0,Leeds,Mangala
Luke Plange,FWD,Crystal Palace,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,216,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,28518,0,1,2,0.0,0,-415,0,415,45,False,0,Man Utd,Plange
Cristian Romero,DEF,Spurs,1.3,0,0,15,1,0.6,443,0.0,0.0,0.0,0.7,219,0,0,1.8,17.8,2023-02-05T16:30:00Z,86,0,0,0,1,22,0,145244,1,0,1,0.0,3,-1381,4113,5494,49,True,0,Man City,Romero
Jack Harrison,MID,Leeds,4.9,0,0,5,0,8.0,233,0.06,0.09,0.03,0.27,218,1,0,1.7,4.6,2023-02-05T14:00:00Z,82,0,0,0,0,22,0,209417,1,0,1,4.0,2,37858,44952,7094,58,False,0,Nott'm Forest,Harrison
Jack Harrison,MID,Leeds,4.9,0,0,9,0,16.7,233,0.24,0.26,0.02,1.34,76,1,0,2.9,6.8,2023-02-08T20:00:00Z,62,0,0,0,0,22,0,209417,1,2,2,5.0,2,37858,44952,7094,58,False,0,Man Utd,Harrison
Maxwel Cornet,MID,West Ham,0.0,0,0,0,0,0.0,575,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,5394,0,1,1,0.0,0,-65,44,109,59,False,0,Newcastle,Cornet
Luis Sinisterra Lucumí,MID,Leeds,2.1,0,0,-4,0,4.7,508,0.01,0.46,0.45,0.23,218,1,0,5.5,6.4,2023-02-05T14:00:00Z,56,0,0,0,0,22,0,32039,1,0,1,44.0,1,5203,6209,1006,65,False,0,Nott'm Forest,Sinisterra
Luis Sinisterra Lucumí,MID,Leeds,2.1,0,0,3,0,0.0,508,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,7,0,0,0,0,22,0,32039,1,2,2,0.0,1,5203,6209,1006,65,False,0,Man Utd,Sinisterra
Nathaniel Clyne,DEF,Crystal Palace,1.2,0,0,11,0,2.3,157,0.01,0.01,0.0,2.04,216,2,0,2.3,20.4,2023-02-04T15:00:00Z,90,0,0,0,0,22,0,15875,1,1,2,0.0,1,-413,294,707,45,False,0,Man Utd,Clyne
Stuart Armstrong,MID,Southampton,0.0,0,0,0,0,0.0,405,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,7260,0,0,3,0.0,0,-451,32,483,47,False,0,Brentford,S.Armstrong
Oriol Romeu Vidal,MID,Southampton,0.0,0,0,0,0,0.0,402,0.0,0.0,0.0,0.0,212,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,3332,0,0,3,0.0,0,-49,0,49,48,False,0,Brentford,Romeu
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,63,0,0,1,0.0,0,-1,0,1,50,False,0,Nott'm Forest,Roberts
Tyler Roberts,MID,Leeds,0.0,0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,63,0,2,2,0.0,0,-1,0,1,50,False,0,Man Utd,Roberts
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,638,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,5586,0,4,2,0.0,0,-202,215,417,40,True,0,Leicester,Bogarde
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,40903,0,1,1,0.0,0,-1314,908,2222,39,True,0,West Ham,Ashby
Lewis Brunt,DEF,Leicester,0.3,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,36027,0,4,2,0.0,0,-193,762,955,39,False,0,Aston Villa,Brunt
Matt Ritchie,DEF,Newcastle,0.0,0,0,0,0,0.0,350,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,6140,0,1,1,0.0,0,-36,124,160,42,True,0,West Ham,Ritchie
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,253,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,633814,0,4,2,0.0,0,-9851,11172,21023,39,False,0,Aston Villa,Vestergaard
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,5342,0,0,1,0.0,0,-76,0,76,53,True,0,Bournemouth,Mwepu
Trevoh Chalobah,DEF,Chelsea,3.3,0,0,0,0,0.0,141,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,0,0,0,0,22,0,67223,0,0,0,0.0,0,-489,4179,4668,46,True,0,Fulham,Chalobah
Chris Richards,DEF,Crystal Palace,2.2,0,0,12,0,0.8,530,0.0,0.54,0.53,2.04,216,2,0,2.2,14.0,2023-02-04T15:00:00Z,90,0,0,0,0,22,0,6009,1,1,2,7.0,1,362,485,123,44,False,0,Man Utd,Richards
Cameron Plain,GK,Bournemouth,0.0,0,0,0,0,0.0,649,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,1615,0,0,1,0.0,0,-49,80,129,40,False,0,Brighton,Plain
Diogo Teixeira da Silva,FWD,Liverpool,0.0,0,0,0,0,0.0,288,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,30352,0,0,3,0.0,0,-340,118,458,88,False,0,Wolves,Diogo Jota
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,355,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2023-02-04T17:30:00Z,0,0,0,0,0,22,0,41627,0,1,1,0.0,0,-849,611,1460,41,True,0,West Ham,Dubravka
Rodrigo Moreno,MID,Leeds,0.0,0,0,0,0,0.0,225,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,0,0,0,0,22,0,792685,0,0,1,0.0,0,-87165,176117,263282,64,False,0,Nott'm Forest,Rodrigo
Rodrigo Moreno,MID,Leeds,0.0,0,0,0,0,0.0,225,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,792685,0,2,2,0.0,0,-87165,176117,263282,64,False,0,Man Utd,Rodrigo
Ben Greenwood,DEF,Bournemouth,1.3,0,0,0,0,0.0,737,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,0,0,0,1,0.0,0,0,0,0,40,False,0,Brighton,Greenwood
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,490,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,400,0,0,3,0.0,0,7,31,24,50,True,0,Liverpool,Chiquinho
Mohammed Salisu,DEF,Southampton,1.3,0,0,11,0,1.2,420,0.01,0.03,0.01,2.13,212,3,0,2.8,25.6,2023-02-04T15:00:00Z,90,0,0,0,0,22,0,22473,1,0,3,1.0,0,-731,1427,2158,44,False,1,Brentford,Salisu
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.8,0,0,12,0,16.0,331,0.03,0.19,0.16,1.37,216,1,0,3.9,9.8,2023-02-04T15:00:00Z,90,0,0,0,0,22,0,49781,1,1,2,13.0,2,533,2511,1978,51,True,0,Crystal Palace,Fred
Frederico Rodrigues de Paula Santos,MID,Man Utd,2.8,0,0,7,0,15.0,331,0.03,0.33,0.3,0.61,76,2,0,5.2,12.6,2023-02-08T20:00:00Z,90,0,0,0,0,22,0,49781,1,2,2,24.0,2,533,2511,1978,51,True,0,Leeds,Fred
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,117,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,1539,0,0,1,0.0,0,-40,17,57,44,True,0,Bournemouth,Moder
Lucas Tolentino Coelho de Lima,MID,West Ham,4.7,0,3,29,0,1.5,603,0.01,0.49,0.47,0.51,217,1,1,8.6,40.0,2023-02-04T17:30:00Z,73,0,0,0,0,22,0,62016,1,1,1,44.0,10,-4577,2111,6688,59,False,0,Newcastle,Paquetá
Jean-Philippe Mateta,FWD,Crystal Palace,1.0,0,0,2,0,0.0,168,0.0,0.14,0.14,0.0,216,0,0,0.7,0.0,2023-02-04T15:00:00Z,7,0,0,0,0,22,0,40451,0,1,2,9.0,1,-1669,913,2582,51,False,0,Man Utd,Mateta
Salomón Rondón,FWD,Everton,0.0,0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,215,0,0,0.0,0.0,2023-02-04T12:30:00Z,0,0,0,0,0,22,0,42010,0,0,1,0.0,0,-1716,0,1716,49,True,0,Arsenal,Rondón
Liam Cooper,DEF,Leeds,2.1,0,0,16,0,1.7,221,0.01,0.01,0.0,0.27,218,1,0,1.6,14.6,2023-02-05T14:00:00Z,90,0,0,0,0,22,0,7393,1,0,1,0.0,2,-571,346,917,44,False,0,Nott'm Forest,Cooper
Liam Cooper,DEF,Leeds,2.1,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2023-02-08T20:00:00Z,0,0,0,0,0,22,0,7393,0,2,2,0.0,0,-571,346,917,44,False,0,Man Utd,Cooper
Ben Doak,MID,Liverpool,1.3,0,0,0,0,0.0,665,0.0,0.0,0.0,0.0,220,0,0,0.0,0.0,2023-02-04T15:00:00Z,0,0,0,0,0,22,0,414,0,0,3,0.0,0,-34,57,91,45,False,0,Wolves,Doak
