name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,2869,0,1,0,0.0,0,-11,0,11,53,False,0,Chelsea
Junior Stanislas,MID,Bournemouth,-0.5,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,2233,0,1,0,0.0,0,-2,13,15,48,False,0,Wolves
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,39789,0,1,0,0.0,0,-501,75,576,53,True,0,Southampton
Fabian Schär,DEF,Newcastle,1.7,0,0,5,0,1.3,366,0.01,0.41,0.41,2.37,237,2,0,2.5,4.6,2023-02-18T17:30:00Z,90,0,0,0,0,24,0,1874826,1,2,0,19.0,1,-70402,46433,116835,52,True,0,Liverpool
Jeremiah Chilokoa-Mullen,DEF,Leeds,0.0,0,0,0,0,0.0,742,0.0,0.0,0.0,0.0,235,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,116,0,0,1,0.0,0,35,41,6,40,False,0,Everton
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.0,0.0,0.0,0.0,236,0,0,0.0,0.0,2023-02-19T14:00:00Z,0,0,0,0,0,24,0,17393,0,0,3,0.0,0,-156,12,168,44,False,0,Man Utd
Enzo Fernández,MID,Chelsea,4.2,0,0,14,0,2.1,724,0.08,0.08,0.0,0.83,234,1,0,2.0,16.0,2023-02-18T15:00:00Z,90,0,0,0,0,24,0,144364,1,1,0,2.0,2,70019,75285,5266,50,True,0,Southampton
Brennan Johnson,FWD,Nott'm Forest,3.3,0,0,6,0,11.0,394,0.02,0.13,0.1,2.54,238,1,0,3.0,4.2,2023-02-18T15:00:00Z,90,0,0,0,0,24,0,223969,1,1,1,15.0,2,-16721,13202,29923,57,True,0,Man City
Cheick Doucouré,MID,Crystal Palace,3.0,0,0,11,0,12.3,514,0.04,0.04,0.0,0.83,232,1,0,2.6,13.4,2023-02-18T15:00:00Z,90,0,0,0,0,24,0,11818,1,1,1,0.0,2,-112,158,270,50,False,0,Brentford
Oliver Hammond,MID,Nott'm Forest,-1.0,0,0,0,0,0.0,553,0.0,0.0,0.0,0.0,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,3835,0,1,1,0.0,0,-32,36,68,43,True,0,Man City
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,19329,0,1,0,0.0,0,-167,0,167,44,True,0,Bournemouth
Fin Stevens,DEF,Brentford,0.0,0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,14359,0,1,1,0.0,0,-83,0,83,40,True,0,Crystal Palace
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,451,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2023-02-19T16:30:00Z,0,0,0,0,0,24,0,33556,0,0,2,0.0,0,-240,312,552,39,True,0,West Ham
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,158,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,37429,0,1,1,0.0,0,-553,191,744,42,False,0,Brentford
Wesley Fofana,DEF,Chelsea,0.8,0,0,7,0,0.3,272,0.0,0.0,0.0,0.34,234,0,0,0.4,3.2,2023-02-18T15:00:00Z,45,0,0,0,0,24,0,82713,0,1,0,0.0,1,-356,355,711,43,True,0,Southampton
Gianluca Scamacca,FWD,West Ham,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,239,0,0,0.0,0.0,2023-02-19T16:30:00Z,0,0,0,0,0,24,0,73087,0,0,2,0.0,0,-2088,108,2196,66,False,0,Spurs
Alisson Ramses Becker,GK,Liverpool,5.0,0,0,30,1,0.0,281,0.0,0.0,0.0,2.05,237,0,0,3.6,36.0,2023-02-18T17:30:00Z,90,0,0,0,0,24,4,1485558,1,2,0,0.0,7,-1714,23410,25124,54,False,0,Newcastle
Che Adams,FWD,Southampton,0.4,0,0,0,0,0.0,411,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,162862,0,1,0,0.0,0,-25061,2574,27635,62,False,0,Chelsea
Sam Greenwood,FWD,Leeds,1.0,0,0,11,0,14.3,237,0.13,0.13,0.0,0.13,235,0,0,2.1,6.2,2023-02-18T15:00:00Z,4,0,0,0,0,24,0,1263040,0,0,1,0.0,1,-20550,29445,49995,41,False,0,Everton
Nathaniel Chalobah,MID,Fulham,0.0,0,0,0,0,0.0,203,0.0,0.0,0.0,0.0,233,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,8424,0,1,0,0.0,0,-216,0,216,44,False,0,Brighton
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,237,0,0,0.0,0.0,2023-02-18T17:30:00Z,0,0,0,0,0,24,0,51607,0,2,0,0.0,0,-681,430,1111,39,False,0,Newcastle
Loïc Mbe Soh,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,393,0.0,0.0,0.0,0.0,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,3571,0,1,1,0.0,0,-57,0,57,42,True,0,Man City
Diogo Pinheiro Monteiro,DEF,Leeds,0.0,0,0,0,0,0.0,743,0.0,0.0,0.0,0.0,235,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,0,0,0,0,24,0,147,0,0,1,0.0,0,65,74,9,40,False,0,Everton
