name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Nathan Redmond,MID,Southampton,0.0,0,0,0,0,0.0,403,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-01-04T19:30:00Z,0,0,0,0,0,19,0,2947,0,1,0,0.0,0,-11,0,11,53,True,0,Nott'm Forest
Junior Stanislas,MID,Bournemouth,0.0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-01-03T20:00:00Z,0,0,0,0,0,19,0,2392,0,0,3,0.0,0,-61,8,69,48,False,0,Man Utd
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2023-01-05T20:00:00Z,0,0,0,0,0,19,0,46448,0,1,0,0.0,0,-1973,66,2039,53,True,0,Man City
Armando Broja,FWD,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-01-12T20:00:00Z,0,0,0,0,0,19,0,46448,0,1,2,0.0,0,-1973,66,2039,53,False,0,Fulham
Fabian Schär,DEF,Newcastle,5.5,0,0,24,1,20.5,366,0.06889,0.39349,0.3246,1.1332,181,0,0,4.9,11.0,2023-01-03T19:45:00Z,90,0,0,0,0,19,0,1334526,1,0,0,17.0,6,49825,81562,31737,49,False,0,Arsenal
Jonny Evans,DEF,Leicester,0.0,0,0,0,0,0.0,249,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,0,0,0,0,19,0,18813,0,1,0,0.0,0,-295,17,312,44,True,0,Fulham
Brennan Johnson,FWD,Nott'm Forest,2.2,1,0,12,1,31.1,394,0.3913,0.8032,0.4119,0.2664,190,0,0,6.5,24.2,2023-01-04T19:30:00Z,83,0,0,0,0,19,0,90510,1,1,0,10.0,4,-443,3553,3996,56,False,1,Southampton
Cheick Doucouré,MID,Crystal Palace,1.8,0,0,16,0,34.1,514,0.0657,0.1626,0.0969,1.3851,185,4,0,6.9,23.6,2023-01-04T20:00:00Z,90,0,0,0,0,19,0,11780,1,4,0,11.0,2,-127,97,224,50,True,0,Spurs
Oliver Hammond,MID,Nott'm Forest,-0.5,0,0,0,0,0.0,553,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-01-04T19:30:00Z,0,0,0,0,0,19,0,3884,0,1,0,0.0,0,-42,35,77,43,False,0,Southampton
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,485,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2023-01-04T20:00:00Z,0,0,0,0,0,19,0,20532,0,1,1,0.0,0,-247,0,247,44,False,0,Aston Villa
