name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,season
James Justin,-299,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,11,0.0,0.0,0.0,0,41,47460,268,0,True,0,0,0,0,Leicester,317,0.0,0.0,310,32,0.0,DEF,0.0,2,0,2022-23
Boubakary Soumaré,-43,Wolves,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.9,1,18.8,0,0,121,0.6,0.14,14.5,1,44,37106,269,0,True,12,90,0,1,Leicester,317,0.0,0.14,164,32,0.0,MID,3.3,2,0,2022-23
Luke Thomas,364,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,657,0.4,0.0,0.0,0,39,13925,270,0,True,0,0,0,0,Leicester,317,0.0,0.0,293,32,0.0,DEF,0.0,2,0,2022-23
Patson Daka,-1531,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.9,1,6.4,0,0,757,1.4,0.01,3.3,1,56,92417,271,0,True,-1,90,0,0,Leicester,317,0.63,0.64,2288,32,71.0,FWD,8.1,2,0,2022-23
Lewis Brunt,-37,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,224,0.0,0.0,0.0,0,39,35376,273,0,True,0,0,0,0,Leicester,317,0.0,0.0,261,32,0.0,DEF,0.0,2,0,2022-23
Daniel Iversen,37588,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.9,1,14.8,2,0,41645,2.0,0.0,0.0,1,38,567602,548,0,True,11,90,0,0,Leicester,317,0.0,0.0,4057,32,0.0,GK,1.5,2,0,2022-23
Dennis Praet,6,Wolves,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.37,1,4.2,0,0,16,0.6,0.11,14.0,0,48,2305,549,0,True,7,14,0,0,Leicester,317,0.0,0.11,10,32,0.0,MID,1.8,2,0,2022-23
Alex Smithies,18,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,89,0.0,0.0,0.0,0,39,5905,581,0,True,0,0,0,0,Leicester,317,0.0,0.0,71,32,0.0,GK,0.0,2,0,2022-23
Wout Faes,993,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.9,1,32.8,0,0,1620,2.2,0.01,10.8,1,42,21562,612,0,True,20,90,0,0,Leicester,317,0.0,0.01,627,32,0.0,DEF,4.4,2,0,2022-23
Sammy Braybrooke,-31,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,16,0.0,0.0,0.0,0,45,523,639,0,True,0,0,0,0,Leicester,317,0.0,0.0,47,32,0.0,MID,0.0,2,0,2022-23
Joe Wormleighton,11,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,51,0.0,0.0,0.0,0,40,3024,645,0,True,0,0,0,0,Leicester,317,0.0,0.0,40,32,0.0,DEF,0.0,2,0,2022-23
Kasey McAteer,-2,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,90,687,0,True,0,0,0,0,Leicester,317,0.0,0.0,2,32,0.0,MID,0.0,2,0,2022-23
Victor Kristiansen,328,Wolves,0,0,5,0,1,2023-04-22T14:00:00Z,0,0.9,1,35.8,0,1,476,1.6,0.04,15.9,1,45,2686,709,0,True,19,90,0,0,Leicester,317,0.0,0.04,148,32,0.0,DEF,5.2,2,0,2022-23
Tetê,-649,Wolves,0,0,2,0,1,2023-04-22T14:00:00Z,0,0.53,1,11.0,0,0,85,0.8,0.03,25.2,1,51,8033,715,0,True,10,76,0,0,Leicester,317,0.42,0.45,734,32,9.0,MID,4.5,2,0,2022-23
Harry Souttar,495,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,796,0.4,0.0,0.0,0,45,11245,727,0,True,0,0,0,0,Leicester,317,0.0,0.0,301,32,0.0,DEF,0.0,2,0,2022-23
Wanya Marçal-Madivadua,-1,Wolves,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,13,0.0,0.0,0.0,0,45,171,735,0,True,0,0,0,0,Leicester,317,0.0,0.0,14,32,0.0,MID,0.0,2,0,2022-23
Liam Cooper,21,Fulham,0,0,0,0,2,2023-04-22T11:30:00Z,0,1.68,1,40.8,0,0,104,0.2,0.15,14.8,1,44,6345,221,0,False,15,90,0,1,Leeds,316,0.02,0.17,83,32,5.0,DEF,6.1,2,0,2022-23
Luke Ayling,114,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,2120,0.4,0.0,0.0,0,45,33657,222,0,False,0,0,0,0,Leeds,316,0.0,0.0,2006,32,0.0,DEF,0.0,2,0,2022-23
Mateusz Klich,-10,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,46,4895,223,0,False,0,0,0,0,Leeds,316,0.0,0.0,10,32,0.0,MID,0.0,2,0,2022-23
Adam Forshaw,43,Fulham,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.06,1,4.0,0,0,61,0.4,0.01,0.6,0,44,3625,224,0,False,5,10,0,0,Leeds,316,0.0,0.01,18,32,0.0,MID,0.5,2,0,2022-23
Rodrigo,8129,Fulham,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.66,1,3.4,0,0,16164,1.4,0.0,3.8,1,63,472011,225,0,False,4,64,0,0,Leeds,316,0.14,0.14,8035,32,7.0,MID,1.4,2,0,2022-23
Stuart Dallas,34,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,62,0.0,0.0,0.0,0,49,1396,226,0,False,0,0,0,0,Leeds,316,0.0,0.0,28,32,0.0,DEF,0.0,2,0,2022-23
Patrick Bamford,-1932,Fulham,0,0,4,0,1,2023-04-22T11:30:00Z,0,1.02,1,1.0,0,1,1736,1.8,0.0,3.3,0,71,50644,227,0,False,9,25,0,0,Leeds,316,0.27,0.27,3668,32,7.0,FWD,1.1,2,0,2022-23
Diego Llorente,-103,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,22978,228,0,False,0,0,0,0,Leeds,316,0.0,0.0,103,32,0.0,DEF,0.0,2,0,2022-23
Tyler Roberts,0,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,62,229,0,False,0,0,0,0,Leeds,316,0.0,0.0,0,32,0.0,MID,0.0,2,0,2022-23
Robin Koch,608,Fulham,0,0,1,0,2,2023-04-22T11:30:00Z,0,1.68,1,18.4,0,0,967,0.4,0.0,10.6,1,45,18794,230,0,False,15,90,0,0,Leeds,316,0.0,0.0,359,32,2.0,DEF,3.1,2,0,2022-23
Raphinha,-9,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,70,9613,232,0,False,0,0,0,0,Leeds,316,0.0,0.0,9,32,0.0,MID,0.0,2,0,2022-23
Jack Harrison,-662,Fulham,0,0,2,0,2,2023-04-22T11:30:00Z,0,1.62,1,3.4,0,0,15609,3.2,0.01,12.4,1,57,319703,233,0,False,6,79,0,0,Leeds,316,0.05,0.06,16271,32,7.0,MID,2.3,2,0,2022-23
Jamie Shackleton,-2,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,234,234,0,False,0,0,0,0,Leeds,316,0.0,0.0,2,32,0.0,MID,0.0,2,0,2022-23
Pascal Struijk,407,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,2021,0.2,0.0,0.0,0,45,65581,235,0,False,0,0,0,0,Leeds,316,0.0,0.0,1614,32,0.0,DEF,0.0,2,0,2022-23
Kristoffer Klaesson,3048,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,4059,0.0,0.0,0.0,0,38,65393,236,0,False,0,0,0,0,Leeds,316,0.0,0.0,1011,32,0.0,GK,0.0,2,0,2022-23
Sam Greenwood,-14027,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,16903,0.0,0.0,0.0,0,40,1067001,237,0,False,0,0,0,0,Leeds,316,0.0,0.0,30930,32,0.0,FWD,0.0,2,0,2022-23
Illan Meslier,730,Fulham,0,1,3,0,2,2023-04-22T11:30:00Z,0,1.68,1,27.8,3,0,3505,0.8,0.0,0.0,1,45,213984,238,0,False,18,90,0,0,Leeds,316,0.0,0.0,2775,32,0.0,GK,2.8,2,0,2022-23
Junior Firpo,439,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,1131,0.6,0.0,0.0,0,45,11340,239,0,False,0,0,0,0,Leeds,316,0.0,0.0,692,32,0.0,DEF,0.0,2,0,2022-23
Crysencio Summerville,-1206,Fulham,0,0,2,0,2,2023-04-22T11:30:00Z,0,1.68,1,2.4,0,0,2842,1.0,0.26,12.5,1,42,69776,240,0,False,8,90,0,0,Leeds,316,0.04,0.3,4048,32,10.0,MID,2.5,2,0,2022-23
Lewis Bate,-2,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,495,241,0,False,0,0,0,0,Leeds,316,0.0,0.0,2,32,0.0,MID,0.0,2,0,2022-23
Joe Gelhardt,-111,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,51,19681,242,0,False,0,0,0,0,Leeds,316,0.0,0.0,111,32,0.0,FWD,0.0,2,0,2022-23
Leo Fuhr Hjelde,-108,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,20920,243,0,False,0,0,0,0,Leeds,316,0.0,0.0,108,32,0.0,DEF,0.0,2,0,2022-23
Rasmus Kristensen,677,Fulham,0,0,1,0,2,2023-04-22T11:30:00Z,0,1.68,1,26.2,0,0,1426,1.4,0.01,1.2,1,47,42810,244,0,False,11,90,0,0,Leeds,316,0.0,0.01,749,32,2.0,DEF,2.9,2,0,2022-23
Marc Roca,95,Fulham,0,0,1,0,2,2023-04-22T11:30:00Z,0,1.68,1,13.8,0,0,210,2.8,0.1,23.6,1,48,8176,245,0,False,2,90,0,1,Leeds,316,0.12,0.22,115,32,17.0,MID,5.4,2,0,2022-23
Brenden Aaronson,1,Fulham,0,0,2,0,1,2023-04-22T11:30:00Z,0,0.66,1,5.0,0,0,563,2.4,0.03,15.1,1,53,71611,246,0,False,3,64,0,0,Leeds,316,0.0,0.03,562,32,0.0,MID,2.0,2,0,2022-23
Darko Gyabi,26,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,112,0.0,0.0,0.0,0,42,10709,247,0,False,0,0,0,0,Leeds,316,0.0,0.0,86,32,0.0,MID,0.0,2,0,2022-23
Tyler Adams,-151,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,42,0.0,0.0,0.0,0,49,15657,506,0,False,0,0,0,0,Leeds,316,0.0,0.0,193,32,0.0,MID,0.0,2,0,2022-23
Luis Sinisterra,5936,Fulham,0,0,1,0,1,2023-04-22T11:30:00Z,0,1.02,1,2.0,0,0,6734,4.2,0.03,4.5,0,65,37909,508,0,False,3,25,0,0,Leeds,316,0.23,0.26,798,32,8.0,MID,1.5,2,0,2022-23
Cody Drameh,-62,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,14533,547,0,False,0,0,0,0,Leeds,316,0.0,0.0,62,32,0.0,DEF,0.0,2,0,2022-23
Archie Gray,64,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,123,0.0,0.0,0.0,0,45,4538,565,0,False,0,0,0,0,Leeds,316,0.0,0.0,59,32,0.0,MID,0.0,2,0,2022-23
Joel Robles,56,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,115,0.0,0.0,0.0,0,40,6113,578,0,False,0,0,0,0,Leeds,316,0.0,0.0,59,32,0.0,GK,0.0,2,0,2022-23
Wilfried Gnonto,-3149,Fulham,0,0,1,0,0,2023-04-22T11:30:00Z,0,0.06,1,1.4,0,0,4884,0.4,0.01,0.8,0,48,90695,619,0,False,3,10,0,0,Leeds,316,0.02,0.03,8033,32,3.0,FWD,0.5,2,0,2022-23
Mateo Joseph,-17,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,125,0.0,0.0,0.0,0,45,3504,659,0,False,0,0,0,0,Leeds,316,0.0,0.0,142,32,0.0,FWD,0.0,2,0,2022-23
Sonny Perkins,13,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,182,0.0,0.0,0.0,0,45,2783,663,0,False,0,0,0,0,Leeds,316,0.0,0.0,169,32,0.0,FWD,0.0,2,0,2022-23
Maximilian Wöber,-57,Fulham,0,0,0,0,2,2023-04-22T11:30:00Z,0,1.68,1,12.0,0,0,140,0.0,0.01,1.9,1,44,3742,691,0,False,2,90,0,1,Leeds,316,0.0,0.01,197,32,0.0,DEF,1.4,2,0,2022-23
Georginio Rutter,-49,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,164,0.6,0.0,0.0,0,51,2224,700,0,False,0,0,0,0,Leeds,316,0.0,0.0,213,32,0.0,FWD,0.0,2,0,2022-23
Weston McKennie,-40,Fulham,0,0,1,0,2,2023-04-22T11:30:00Z,0,1.62,1,12.0,0,0,129,1.4,0.01,2.3,1,47,3133,720,0,False,4,79,0,1,Leeds,316,0.0,0.01,169,32,2.0,MID,1.6,2,0,2022-23
Jeremiah Chilokoa-Mullen,23,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,71,0.0,0.0,0.0,0,40,930,742,0,False,0,0,0,0,Leeds,316,0.0,0.0,48,32,0.0,DEF,0.0,2,0,2022-23
Diogo Pinheiro Monteiro,50,Fulham,0,0,0,0,0,2023-04-22T11:30:00Z,0,0.0,1,0.0,0,0,124,0.0,0.0,0.0,0,40,1269,743,0,False,0,0,0,0,Leeds,316,0.0,0.0,74,32,0.0,DEF,0.0,2,0,2022-23
James Milner,-58,Nott'm Forest,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.17,2,0.2,0,0,369,1.3,0.0,0.3,0,44,65573,274,0,True,3,9,0,0,Liverpool,318,0.0,0.0,427,32,0.0,MID,0.1,3,0,2022-23
Jordan Henderson,3560,Nott'm Forest,0,0,2,0,2,2023-04-22T14:00:00Z,0,0.82,2,12.2,0,0,4171,3.9,0.09,19.5,1,53,61733,275,0,True,12,90,0,0,Liverpool,318,0.11,0.2,611,32,13.0,MID,4.5,3,0,2022-23
Joel Matip,1296,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,2657,1.5,0.0,0.0,0,59,95076,276,0,True,0,0,0,0,Liverpool,318,0.0,0.0,1361,32,0.0,DEF,0.0,3,0,2022-23
Thiago Alcantara,485,Nott'm Forest,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.62,2,5.0,0,0,988,1.1,0.01,1.2,0,51,70108,277,0,True,7,30,0,0,Liverpool,318,0.0,0.01,503,32,0.0,MID,0.6,3,0,2022-23
Alex Oxlade-Chamberlain,-16,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,23,0.7,0.0,0.0,0,49,1897,278,0,True,0,0,0,0,Liverpool,318,0.0,0.0,39,32,0.0,MID,0.0,3,0,2022-23
Roberto Firmino,-1044,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,3639,0.0,0.0,0.0,0,80,309747,279,0,True,0,0,0,0,Liverpool,318,0.0,0.0,4683,32,0.0,FWD,0.0,3,0,2022-23
Virgil van Dijk,45750,Nott'm Forest,0,0,1,0,2,2023-04-22T14:00:00Z,0,0.82,2,22.0,0,0,60082,1.1,0.01,11.8,1,66,1363811,280,0,True,16,90,0,0,Liverpool,318,0.09,0.1,14332,32,26.0,DEF,6.0,3,0,2022-23
Alisson,51804,Nott'm Forest,0,0,2,0,2,2023-04-22T14:00:00Z,0,0.82,2,20.4,3,0,79095,3.1,0.0,0.0,1,54,1744314,281,0,True,18,90,0,0,Liverpool,318,0.0,0.0,27291,32,0.0,GK,2.0,3,0,2022-23
Fabinho,322,Nott'm Forest,0,0,4,0,1,2023-04-22T14:00:00Z,0,0.2,2,21.4,0,1,872,2.5,0.4,12.8,1,52,86826,282,0,True,26,59,0,0,Liverpool,318,0.08,0.48,550,32,5.0,MID,3.9,3,0,2022-23
Mohamed Salah,517065,Nott'm Forest,0,0,7,0,2,2023-04-22T14:00:00Z,0,0.82,2,37.4,0,0,528279,7.1,0.31,28.8,1,129,3933432,283,1,True,30,90,0,0,Liverpool,318,0.43,0.74,11214,32,38.0,MID,10.4,3,0,2022-23
Andrew Robertson,47654,Nott'm Forest,0,0,4,0,2,2023-04-22T14:00:00Z,0,0.82,2,37.2,0,1,65380,2.1,0.4,73.3,1,68,769149,284,0,True,31,90,0,0,Liverpool,318,0.0,0.4,17726,32,6.0,DEF,11.7,3,0,2022-23
Trent Alexander-Arnold,402490,Nott'm Forest,0,1,5,0,2,2023-04-22T14:00:00Z,0,0.82,2,30.4,0,1,413301,4.3,0.72,65.5,1,74,2830880,285,0,True,33,90,0,0,Liverpool,318,0.0,0.72,10811,32,4.0,DEF,10.0,3,0,2022-23
Joseph Gomez,-899,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,1485,1.7,0.0,0.0,0,43,96021,286,0,True,0,0,0,0,Liverpool,318,0.0,0.0,2384,32,0.0,DEF,0.0,3,0,2022-23
Naby Keita,-22,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,8,0.0,0.0,0.0,0,47,4892,287,0,True,0,0,0,0,Liverpool,318,0.0,0.0,30,32,0.0,MID,0.0,3,0,2022-23
Diogo Jota,119389,Nott'm Forest,0,3,13,0,2,2023-04-22T14:00:00Z,0,0.65,2,70.6,0,0,122359,8.1,0.03,3.8,1,87,226723,288,2,True,43,80,0,0,Liverpool,318,1.51,1.54,2970,32,86.0,FWD,16.0,3,0,2022-23
Caoimhin Kelleher,-136,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,191,0.5,0.0,0.0,0,40,18564,289,0,True,0,0,0,0,Liverpool,318,0.0,0.0,327,32,0.0,GK,0.0,3,0,2022-23
Ibrahima Konaté,61005,Nott'm Forest,0,0,1,0,2,2023-04-22T14:00:00Z,0,0.82,2,24.0,0,0,65991,2.5,0.26,16.5,1,48,151458,290,0,True,20,90,0,0,Liverpool,318,0.02,0.28,4986,32,5.0,DEF,4.6,3,0,2022-23
Curtis Jones,1097,Nott'm Forest,0,0,2,0,2,2023-04-22T14:00:00Z,0,0.65,2,7.6,0,0,1170,2.5,0.02,5.3,1,49,2928,291,0,True,11,80,0,0,Liverpool,318,0.0,0.02,73,32,10.0,MID,2.3,3,0,2022-23
Konstantinos Tsimikas,-192,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,248,1.7,0.0,0.0,0,43,25883,292,0,True,0,0,0,0,Liverpool,318,0.0,0.0,440,32,0.0,DEF,0.0,3,0,2022-23
Luis Díaz,12722,Nott'm Forest,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.17,2,1.4,0,0,15649,0.9,0.0,0.8,0,78,688886,293,0,True,3,9,0,0,Liverpool,318,0.0,0.0,2927,32,0.0,MID,0.2,3,0,2022-23
Harvey Elliott,-341,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,940,0.9,0.0,0.0,0,48,65050,294,0,True,0,0,0,0,Liverpool,318,0.0,0.0,1281,32,0.0,MID,0.0,3,0,2022-23
Fábio Carvalho,-130,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,54,0.5,0.0,0.0,0,51,30873,296,0,True,0,0,0,0,Liverpool,318,0.0,0.0,184,32,0.0,MID,0.0,3,0,2022-23
Darwin Núñez,13452,Nott'm Forest,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.62,2,0.0,0,0,43131,2.5,0.0,0.8,0,87,930129,297,0,True,-3,30,0,0,Liverpool,318,0.27,0.27,29679,32,9.0,FWD,0.8,3,0,2022-23
Calvin Ramsay,-276,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,33,0.0,0.0,0.0,0,39,22303,298,0,True,0,0,0,0,Liverpool,318,0.0,0.0,309,32,0.0,DEF,0.0,3,0,2022-23
Adrián,114,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,1122,0.5,0.0,0.0,0,38,69388,497,0,True,0,0,0,0,Liverpool,318,0.0,0.0,1008,32,0.0,GK,0.0,3,0,2022-23
Rhys Williams,0,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,548,498,0,True,0,0,0,0,Liverpool,318,0.0,0.0,0,32,0.0,DEF,0.0,3,0,2022-23
Ben Davies,0,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,451,499,0,True,0,0,0,0,Liverpool,318,0.0,0.0,0,32,0.0,DEF,0.0,3,0,2022-23
Sepp van den Berg,-35,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,14855,500,0,True,0,0,0,0,Liverpool,318,0.0,0.0,35,32,0.0,DEF,0.0,3,0,2022-23
Nathaniel Phillips,-524,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,947,0.5,0.0,0.0,0,38,54950,501,0,True,0,0,0,0,Liverpool,318,0.0,0.0,1471,32,0.0,DEF,0.0,3,0,2022-23
Luke Chambers,-52,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,9939,563,0,True,0,0,0,0,Liverpool,318,0.0,0.0,52,32,0.0,DEF,0.0,3,0,2022-23
Stefan Bajcetic,-677,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,14,0.0,0.0,0.0,0,44,5609,564,0,True,0,0,0,0,Liverpool,318,0.0,0.0,691,32,0.0,MID,0.0,3,0,2022-23
Bobby Clark,-9,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,14,0.5,0.0,0.0,0,45,1465,584,0,True,0,0,0,0,Liverpool,318,0.0,0.0,23,32,0.0,MID,0.0,3,0,2022-23
Harvey Davies,-11,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,20,0.5,0.0,0.0,0,40,3075,592,0,True,0,0,0,0,Liverpool,318,0.0,0.0,31,32,0.0,GK,0.0,3,0,2022-23
Arthur Henrique Ramos de Oliveira Melo,5,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,17,0.5,0.0,0.0,0,48,2576,620,0,True,0,0,0,0,Liverpool,318,0.0,0.0,12,32,0.0,MID,0.0,3,0,2022-23
Ben Doak,-6,Nott'm Forest,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,11,0.5,0.0,0.0,0,45,422,665,0,True,0,0,0,0,Liverpool,318,0.0,0.0,17,32,0.0,MID,0.0,3,0,2022-23
Cody Gakpo,245099,Nott'm Forest,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.2,2,0.0,0,0,261686,3.7,0.05,3.3,1,77,824024,680,0,True,1,59,0,0,Liverpool,318,0.36,0.41,16587,32,19.0,MID,1.9,3,0,2022-23
Anthony Gordon,-260,Spurs,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.34,1,5.8,0,0,305,1.5,0.07,15.5,0,51,104792,195,0,True,1,20,0,0,Newcastle,320,0.28,0.35,565,32,19.0,MID,4.0,6,0,2022-23
Matt Ritchie,8,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,64,0.7,0.0,0.0,0,42,6611,350,0,True,0,0,0,0,Newcastle,320,0.0,0.0,56,32,0.0,DEF,0.0,6,0,2022-23
Federico Fernández,-5,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,2147,351,0,True,0,0,0,0,Newcastle,320,0.0,0.0,5,32,0.0,DEF,0.0,6,0,2022-23
Ciaran Clark,0,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,203,352,0,True,0,0,0,0,Newcastle,320,0.0,0.0,0,32,0.0,DEF,0.0,6,0,2022-23
Karl Darlow,-571,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,86510,353,0,True,0,0,0,0,Newcastle,320,0.0,0.0,571,32,0.0,GK,0.0,6,0,2022-23
Martin Dubravka,-99,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,368,0.5,0.0,0.0,0,41,44823,355,0,True,0,0,0,0,Newcastle,320,0.0,0.0,467,32,0.0,GK,0.0,6,0,2022-23
Callum Wilson,-5027,Spurs,0,0,5,0,0,2023-04-23T13:00:00Z,0,0.34,1,37.2,0,0,20111,6.3,0.02,10.5,0,69,382863,356,1,True,30,24,0,0,Newcastle,320,0.29,0.31,25138,32,21.0,FWD,6.9,6,0,2022-23
Kieran Trippier,-9525,Spurs,0,0,2,0,1,2023-04-23T13:00:00Z,0,0.68,1,15.6,0,0,33952,4.3,0.39,70.3,1,62,7673757,357,0,True,16,69,0,0,Newcastle,320,0.0,0.39,43477,32,0.0,DEF,8.6,6,0,2022-23
Dan Burn,1500,Spurs,0,0,2,0,1,2023-04-23T13:00:00Z,0,1.01,1,21.2,0,0,16725,3.1,0.02,2.5,1,45,487827,358,0,True,9,90,0,0,Newcastle,320,0.15,0.17,15225,32,15.0,DEF,3.9,6,0,2022-23
Ryan Fraser,-4,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,54,0.5,0.0,0.0,0,52,7581,359,0,True,0,0,0,0,Newcastle,320,0.0,0.0,58,32,0.0,MID,0.0,6,0,2022-23
Jamaal Lascelles,-11,Spurs,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.34,1,3.4,0,0,70,0.9,0.0,0.3,0,43,8832,360,0,True,3,16,0,0,Newcastle,320,0.04,0.04,81,32,5.0,DEF,0.9,6,0,2022-23
