name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,web_name
Hakim Ziyech,-803,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,467,0.0,0.0,0.0,0,55,46290,135,0,False,0,0,0,0,Chelsea,300,0.0,0.0,1270,30,0.0,MID,0.0,1,0,Ziyech
Ruben Loftus-Cheek,-160,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,68,0.5,0.0,0.0,0,50,13415,136,0,False,0,0,0,0,Chelsea,300,0.0,0.0,228,30,0.0,MID,0.0,1,0,Loftus-Cheek
Timo Werner,-19,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,79,18323,137,0,False,0,0,0,0,Chelsea,300,0.0,0.0,19,30,0.0,FWD,0.0,1,0,Werner
Robert Kenedy Nunes do Nascimento,-74,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,39,22990,138,0,False,0,0,0,0,Chelsea,300,0.0,0.0,74,30,0.0,DEF,0.0,1,0,Kenedy
Ben Chilwell,48480,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,86929,2.5,0.0,1.1,0,60,1308146,139,0,False,-1,22,0,1,Chelsea,300,0.05,0.05,38449,30,3.0,DEF,0.3,1,0,Chilwell
Christian Pulisic,-529,Wolves,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.08,0,0.4,0,0,325,1.2,0.03,1.6,0,56,51063,140,0,False,-4,29,0,0,Chelsea,300,0.0,0.03,854,30,2.0,MID,0.4,1,0,Pulisic
Trevoh Chalobah,-811,Wolves,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.0,0,4.2,0,0,185,0.5,0.0,0.2,0,44,51968,141,0,False,4,10,0,0,Chelsea,300,0.0,0.0,996,30,0.0,DEF,0.4,1,0,Chalobah
Mason Mount,2985,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,7414,0.0,0.0,0.0,0,72,413397,142,0,False,0,0,0,0,Chelsea,300,0.0,0.0,4429,30,0.0,MID,0.0,1,0,Mount
Malang Sarr,-6,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,50,3668,143,0,False,0,0,0,0,Chelsea,300,0.0,0.0,6,30,0.0,DEF,0.0,1,0,Sarr
Callum Hudson-Odoi,-1,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,53,3611,144,0,False,0,0,0,0,Chelsea,300,0.0,0.0,1,30,0.0,MID,0.0,1,0,Hudson-Odoi
Kai Havertz,-140736,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.48,0,13.8,0,0,11390,3.5,0.02,12.9,1,76,579982,145,0,False,8,60,0,0,Chelsea,300,0.2,0.22,152126,30,14.0,FWD,4.1,1,0,Havertz
Reece James,62182,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.56,0,31.8,0,0,69417,3.0,0.95,71.9,1,58,1422072,146,0,False,21,90,0,0,Chelsea,300,0.01,0.96,7235,30,9.0,DEF,11.3,1,0,James
Edouard Mendy,-1418,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,293,0.0,0.0,0.0,0,48,669177,147,0,False,0,0,0,0,Chelsea,300,0.0,0.0,1711,30,0.0,GK,0.0,1,0,Mendy
Conor Gallagher,-507,Wolves,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.56,0,8.6,0,0,187,1.0,0.1,18.8,1,56,52368,148,0,False,5,90,0,1,Chelsea,300,0.2,0.3,694,30,22.0,MID,4.9,1,0,Gallagher
Armando Broja,-188,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,36,0.0,0.0,0.0,0,52,38187,150,0,False,0,0,0,0,Chelsea,300,0.0,0.0,224,30,0.0,FWD,0.0,1,0,Broja
Ethan Ampadu,-7,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,44,4071,151,0,False,0,0,0,0,Chelsea,300,0.0,0.0,7,30,0.0,DEF,0.0,1,0,Ampadu
Wesley Fofana,3419,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.56,0,21.2,0,0,6300,2.8,0.02,2.5,1,43,121136,272,0,False,15,79,0,0,Chelsea,300,0.07,0.09,2881,30,4.0,DEF,2.8,1,0,W.Fofana
Raheem Sterling,-819,Wolves,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.56,0,1.6,0,0,1110,0.5,0.07,12.8,1,97,374014,304,0,False,2,67,0,1,Chelsea,300,0.0,0.07,1929,30,8.0,MID,2.2,1,0,Sterling
Kalidou Koulibaly,1254,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.56,0,35.0,0,0,13840,2.8,0.01,1.2,1,55,760510,520,0,False,25,90,0,0,Chelsea,300,0.0,0.01,12586,30,0.0,DEF,3.6,1,0,Koulibaly
Harvey Vale,0,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,158,606,0,False,0,0,0,0,Chelsea,300,0.0,0.0,0,30,0.0,MID,0.0,1,0,Vale
Denis Zakaria,-33,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,22,0.0,0.0,0.0,0,49,4188,616,0,False,0,0,0,0,Chelsea,300,0.0,0.0,55,30,0.0,MID,0.0,1,0,Zakaria
Pierre-Emerick Aubameyang,-465,Wolves,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.2,0,0,366,0.2,0.02,10.6,0,84,75628,617,0,False,3,23,0,0,Chelsea,300,0.29,0.31,831,30,11.0,FWD,2.2,1,0,Aubameyang
Marcus Bettinelli,-19,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,41,0.0,0.0,0.0,0,40,3057,635,0,False,0,0,0,0,Chelsea,300,0.0,0.0,60,30,0.0,GK,0.0,1,0,Bettinelli
Omari Hutchinson,18,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,40,0.0,0.0,0.0,0,42,627,653,0,False,0,0,0,0,Chelsea,300,0.0,0.0,22,30,0.0,MID,0.0,1,0,Hutchinson
Lewis Hall,-13,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,43,0.0,0.0,0.0,0,43,1434,661,0,False,0,0,0,0,Chelsea,300,0.0,0.0,56,30,0.0,MID,0.0,1,0,Hall
Bashir Humphreys,-3,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,365,673,0,False,0,0,0,0,Chelsea,300,0.0,0.0,3,30,0.0,DEF,0.0,1,0,Humphreys
David Datro Fofana,-545,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,281,0.0,0.0,0.0,0,50,8595,684,0,False,0,0,0,0,Chelsea,300,0.0,0.0,826,30,0.0,FWD,0.0,1,0,D.D.Fofana
Benoît Badiashile,-17568,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,707,0.2,0.0,0.0,0,50,76914,689,0,False,0,0,0,0,Chelsea,300,0.0,0.0,18275,30,0.0,DEF,0.0,1,0,Badiashile
João Félix Sequeira,-95074,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.56,0,10.0,0,0,12655,3.5,0.06,16.8,1,76,375371,690,0,False,8,67,0,0,Chelsea,300,0.18,0.24,107729,30,23.0,FWD,5.0,1,0,João Félix
Mykhailo Mudryk,-26485,Wolves,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.0,0,3.0,0,0,2249,0.8,0.03,0.3,0,65,133306,699,0,False,2,22,0,0,Chelsea,300,0.0,0.03,28734,30,0.0,MID,0.3,1,0,Mudryk
Andrey Nascimento dos Santos,-17,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,219,702,0,False,0,0,0,0,Chelsea,300,0.0,0.0,17,30,0.0,MID,0.0,1,0,Andrey Santos
Noni Madueke,-405,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,137,0.2,0.0,0.0,0,55,4221,708,0,False,0,0,0,0,Chelsea,300,0.0,0.0,542,30,0.0,MID,0.0,1,0,Madueke
Enzo Fernández,-21065,Wolves,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.56,0,19.0,0,0,5772,2.0,0.04,6.3,1,50,166625,724,0,False,15,90,0,0,Chelsea,300,0.0,0.04,26837,30,0.0,MID,2.5,1,0,Enzo
Albert Sambi Lokonga,-57,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,69,0.5,0.0,0.0,0,43,24510,18,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,126,30,0.0,MID,0.0,1,0,Sambi
Vicente Guaita,-5952,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,5322,0.0,0.0,0.0,0,44,195153,152,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,11274,30,0.0,GK,0.0,1,0,Guaita
James Tomkins,-1472,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,637,-0.2,0.0,0.0,0,39,107440,153,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,2109,30,0.0,DEF,0.0,1,0,Tomkins
James McArthur,-3,Leeds,0,0,1,0,0,2023-04-09T13:00:00Z,0,0.0,5,4.8,0,0,14,0.2,0.0,0.8,0,48,651,154,0,False,4,10,0,0,Crystal Palace,294,0.0,0.0,17,30,0.0,MID,0.6,1,0,McArthur
Christian Benteke,-27,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,55,15019,155,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,27,30,0.0,FWD,0.0,1,0,Benteke
Joel Ward,-16,Leeds,0,0,1,0,1,2023-04-09T13:00:00Z,0,0.89,5,6.8,0,0,207,0.8,0.0,0.9,1,44,26197,156,0,False,6,86,0,1,Crystal Palace,294,0.0,0.0,223,30,0.0,DEF,0.8,1,0,Ward
Nathaniel Clyne,-124,Leeds,0,0,1,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.2,0,0,366,0.8,0.0,0.7,0,45,17736,157,0,False,3,3,0,0,Crystal Palace,294,0.0,0.0,490,30,0.0,DEF,0.1,1,0,Clyne
Luka Milivojevic,-141,Leeds,0,0,1,0,0,2023-04-09T13:00:00Z,0,0.0,5,2.4,0,0,189,0.8,0.0,0.5,0,42,35470,158,0,False,5,10,0,0,Crystal Palace,294,0.0,0.0,330,30,0.0,MID,0.3,1,0,Milivojevic
Jordan Ayew,15,Leeds,0,2,14,0,1,2023-04-09T13:00:00Z,0,0.89,5,72.4,0,0,281,4.8,0.01,1.8,1,52,24348,159,2,False,47,79,0,0,Crystal Palace,294,0.87,0.88,266,30,49.0,MID,12.3,1,0,J.Ayew
Wilfried Zaha,-25273,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,1115,0.0,0.0,0.0,0,72,802887,160,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,26388,30,0.0,MID,0.0,1,0,Zaha
Jeffrey Schlupp,83,Leeds,0,0,5,0,1,2023-04-09T13:00:00Z,0,0.89,5,33.6,0,1,337,4.2,0.06,21.1,1,47,12488,161,0,False,22,79,0,0,Crystal Palace,294,0.66,0.72,254,30,16.0,MID,7.1,1,0,Schlupp
Will Hughes,-13,Leeds,0,0,4,0,0,2023-04-09T13:00:00Z,0,0.0,5,18.8,0,1,12,1.5,0.0,12.5,0,48,2999,163,0,False,16,16,0,0,Crystal Palace,294,0.03,0.03,25,30,2.0,MID,3.3,1,0,Hughes
Jairo Riedewald,22,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,63,0.0,0.0,0.0,0,42,4971,164,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,41,30,0.0,MID,0.0,1,0,Riedewald
Joachim Andersen,1345,Leeds,0,0,2,0,1,2023-04-09T13:00:00Z,0,0.89,5,17.2,0,0,2803,1.5,0.01,10.8,1,45,160960,165,0,False,15,90,0,0,Crystal Palace,294,0.02,0.03,1458,30,17.0,DEF,4.5,1,0,Andersen
Odsonne Edouard,-2155,Leeds,0,0,6,0,1,2023-04-09T13:00:00Z,0,0.89,5,35.8,0,0,4254,3.0,0.02,3.2,1,50,197778,166,1,False,30,73,0,0,Crystal Palace,294,0.4,0.42,6409,30,40.0,FWD,7.9,1,0,Edouard
Marc Guéhi,450,Leeds,0,0,8,0,1,2023-04-09T13:00:00Z,0,0.89,5,49.8,0,0,2080,2.8,0.01,0.4,1,44,112873,167,1,False,26,90,0,0,Crystal Palace,294,0.31,0.32,1630,30,35.0,DEF,8.5,1,0,Guéhi
Jean-Philippe Mateta,879,Leeds,0,0,1,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,1702,2.2,0.0,0.3,0,51,40248,168,0,False,2,10,0,0,Crystal Palace,294,0.0,0.0,823,30,2.0,FWD,0.2,1,0,Mateta
Eberechi Eze,5194,Leeds,0,1,8,0,1,2023-04-09T13:00:00Z,0,0.89,5,51.8,0,0,10183,3.5,0.09,42.8,1,54,218045,169,1,False,41,90,0,0,Crystal Palace,294,0.64,0.73,4989,30,23.0,MID,11.8,1,0,Eze
Tyrick Mitchell,3950,Leeds,0,0,2,0,1,2023-04-09T13:00:00Z,0,0.89,5,15.6,0,0,5335,1.5,0.03,7.0,1,44,74363,170,0,False,16,90,0,0,Crystal Palace,294,0.0,0.03,1385,30,0.0,DEF,2.3,1,0,Mitchell
Michael Olise,145,Leeds,0,3,14,0,1,2023-04-09T13:00:00Z,0,0.89,5,74.2,0,3,3215,5.0,0.9,83.5,1,54,43894,171,0,False,53,90,0,0,Crystal Palace,294,0.1,1.0,3070,30,17.0,MID,17.5,1,0,Olise
Jesurun Rak-Sakyi,-3,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,1093,172,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,3,30,0.0,MID,0.0,1,0,Rak-Sakyi
Malcolm Ebiowei,-405,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,42,24329,173,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,405,30,0.0,MID,0.0,1,0,Ebiowei
Nathan Ferguson,-91,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,65,0.0,0.0,0.0,0,39,18421,174,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,156,30,0.0,DEF,0.0,1,0,Ferguson
Sam Johnstone,258,Leeds,0,0,4,0,1,2023-04-09T13:00:00Z,0,0.89,5,43.8,7,0,343,1.0,0.0,0.0,1,44,12102,175,0,False,24,90,0,0,Crystal Palace,294,0.0,0.0,85,30,0.0,GK,4.4,1,0,Johnstone
Remi Matthews,-8,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,40,1864,495,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,8,30,0.0,GK,0.0,1,0,Matthews
Luke Plange,-90,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,27312,496,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,90,30,0.0,FWD,0.0,1,0,Plange
Cheick Doucouré,15,Leeds,0,0,2,0,1,2023-04-09T13:00:00Z,0,0.89,5,9.8,0,0,109,1.5,0.03,16.3,1,50,11426,514,0,False,7,79,0,0,Crystal Palace,294,0.0,0.03,94,30,0.0,MID,2.6,1,0,C.Doucouré
Chris Richards,-75,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,15,0.0,0.0,0.0,0,44,5805,530,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,90,30,0.0,DEF,0.0,1,0,Richards
Joseph Whitworth,352,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,520,0.8,0.0,0.0,0,40,14728,590,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,168,30,0.0,GK,0.0,1,0,Whitworth
Kaden Rodney,-6,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,23,0.0,0.0,0.0,0,45,1919,601,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,29,30,0.0,MID,0.0,1,0,Rodney
Killian Phillips,-18,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,2820,604,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,18,30,0.0,MID,0.0,1,0,Phillips
John-Kymani Gordon,-128,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,45,10209,634,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,128,30,0.0,FWD,0.0,1,0,Gordon
Kofi Balmer,4,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,106,0.0,0.0,0.0,0,40,5647,642,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,102,30,0.0,DEF,0.0,1,0,Balmer
Owen Goodman,3,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,43,0.0,0.0,0.0,0,40,1838,644,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,40,30,0.0,GK,0.0,1,0,Goodman
Jack Wells-Morrison,5,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,13,0.0,0.0,0.0,0,45,383,654,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,8,30,0.0,MID,0.0,1,0,Wells-Morrison
David Ozoh,15,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,29,0.0,0.0,0.0,0,45,272,676,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,14,30,0.0,MID,0.0,1,0,Ozoh
Naouirou Ahamada,17,Leeds,0,0,0,0,0,2023-04-09T13:00:00Z,0,0.0,5,0.0,0,0,54,0.5,0.0,0.0,0,45,530,725,0,False,0,0,0,0,Crystal Palace,294,0.0,0.0,37,30,0.0,MID,0.0,1,0,Ahamada
Neal Maupay,-2128,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,0.44,0,3.2,0,0,1034,0.3,0.0,0.3,0,57,59134,110,0,False,3,20,0,0,Everton,297,0.06,0.06,3162,30,2.0,FWD,0.6,2,0,Maupay
Asmir Begović,-435,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,376,0.0,0.0,0.0,0,39,90970,176,0,False,0,0,0,0,Everton,297,0.0,0.0,811,30,0.0,GK,0.0,2,0,Begović
Salomón Rondón,-205,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,49,38610,177,0,False,0,0,0,0,Everton,297,0.0,0.0,205,30,0.0,FWD,0.0,2,0,Rondón
Seamus Coleman,-5060,Man Utd,0,0,1,0,2,2023-04-08T11:30:00Z,0,3.29,0,12.0,0,0,1364,1.3,0.04,15.8,1,43,87036,178,0,False,17,86,0,0,Everton,297,0.03,0.07,6424,30,9.0,DEF,3.7,2,0,Coleman
Andros Townsend,33,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,53,0.0,0.0,0.0,0,54,722,179,0,False,0,0,0,0,Everton,297,0.0,0.0,20,30,0.0,MID,0.0,2,0,Townsend
Michael Keane,8024,Man Utd,0,0,1,0,2,2023-04-08T11:30:00Z,0,3.46,0,22.4,0,0,8718,4.0,0.0,0.7,1,42,43397,180,0,False,12,90,0,0,Everton,297,0.0,0.0,694,30,0.0,DEF,2.3,2,0,Keane
Dele Alli,-15,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,53,11267,181,0,False,0,0,0,0,Everton,297,0.0,0.0,15,30,0.0,MID,0.0,2,0,Dele
Jordan Pickford,-1537,Man Utd,0,0,4,0,2,2023-04-08T11:30:00Z,0,3.46,0,71.8,9,0,9280,2.7,0.0,0.0,1,44,636389,182,0,False,27,90,0,0,Everton,297,0.0,0.0,10817,30,0.0,GK,7.2,2,0,Pickford
Allan Marques Loureiro,-7,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,48,6181,183,0,False,0,0,0,0,Everton,297,0.0,0.0,7,30,0.0,MID,0.0,2,0,Allan
André Tavares Gomes,-13,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,4874,184,0,False,0,0,0,0,Everton,297,0.0,0.0,13,30,0.0,MID,0.0,2,0,André Gomes
Abdoulaye Doucouré,-1446,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,2231,0.0,0.0,0.0,0,53,12960,185,0,False,0,0,0,0,Everton,297,0.0,0.0,3677,30,0.0,MID,0.0,2,0,A.Doucouré
Alex Iwobi,-6646,Man Utd,0,0,2,0,2,2023-04-08T11:30:00Z,0,3.46,0,13.0,0,0,2838,2.0,0.05,27.8,1,51,113504,186,0,False,11,90,0,0,Everton,297,0.06,0.11,9484,30,4.0,MID,4.5,2,0,Iwobi
Jean-Philippe Gbamin,-2,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,2003,187,0,False,0,0,0,0,Everton,297,0.0,0.0,2,30,0.0,MID,0.0,2,0,Gbamin
Yerry Mina,-90,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,85,0.0,0.0,0.0,0,43,9408,188,0,False,0,0,0,0,Everton,297,0.0,0.0,175,30,0.0,DEF,0.0,2,0,Mina
Demarai Gray,147,Man Utd,0,0,2,0,2,2023-04-08T11:30:00Z,0,3.46,0,10.8,0,0,2270,2.0,0.11,16.3,1,52,67034,189,0,False,7,90,0,0,Everton,297,0.05,0.16,2123,30,6.0,MID,3.3,2,0,Gray
Tom Davies,6,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,0.77,0,3.8,0,0,39,0.7,0.01,10.5,0,49,4822,190,0,False,3,30,0,0,Everton,297,0.0,0.01,33,30,0.0,MID,1.4,2,0,Davies
Dominic Calvert-Lewin,-176,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,152,0.0,0.0,0.0,0,79,31129,191,0,False,0,0,0,0,Everton,297,0.0,0.0,328,30,0.0,FWD,0.0,2,0,Calvert-Lewin
Mason Holgate,-26,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,44,0.0,0.0,0.0,0,42,7884,192,0,False,0,0,0,0,Everton,297,0.0,0.0,70,30,0.0,DEF,0.0,2,0,Holgate
Ben Godfrey,569,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,2.69,0,7.6,0,0,724,2.3,0.0,0.8,1,43,6612,193,0,False,1,45,0,0,Everton,297,0.0,0.0,155,30,2.0,DEF,1.0,2,0,Godfrey
Vitalii Mykolenko,-1357,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,0.77,0,11.2,0,0,2263,1.0,0.0,0.9,0,41,74419,194,0,False,5,45,0,0,Everton,297,0.0,0.0,3620,30,0.0,DEF,1.2,2,0,Mykolenko
Jarrad Branthwaite,-3,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1201,196,0,False,0,0,0,0,Everton,297,0.0,0.0,3,30,0.0,DEF,0.0,2,0,Branthwaite
Nathan Patterson,-1721,Man Utd,0,0,1,0,0,2023-04-08T11:30:00Z,0,0.17,0,1.2,0,0,983,0.3,0.0,0.0,0,39,261653,197,0,False,3,3,0,0,Everton,297,0.0,0.0,2704,30,0.0,DEF,0.1,2,0,Patterson
Niels Nkounkou,-53,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,17968,198,0,False,0,0,0,0,Everton,297,0.0,0.0,53,30,0.0,DEF,0.0,2,0,Nkounkou
James Tarkowski,-7215,Man Utd,0,0,1,0,2,2023-04-08T11:30:00Z,0,3.46,0,6.0,0,0,17332,2.3,0.01,10.8,1,42,498623,199,0,False,13,90,0,0,Everton,297,0.14,0.15,24547,30,10.0,DEF,2.7,2,0,Tarkowski
Conor Coady,-10407,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,1524,0.0,0.0,0.0,0,48,393089,475,0,False,0,0,0,0,Everton,297,0.0,0.0,11931,30,0.0,DEF,0.0,2,0,Coady
Rúben Nascimento Vinagre,-5,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,32,0.0,0.0,0.0,0,43,5201,531,0,False,0,0,0,0,Everton,297,0.0,0.0,37,30,0.0,DEF,0.0,2,0,Vinagre
Dwight McNeil,-620,Man Utd,0,0,2,0,2,2023-04-08T11:30:00Z,0,3.46,0,24.0,0,0,1300,1.7,0.2,40.6,1,51,23404,534,0,False,13,90,0,0,Everton,297,0.04,0.24,1920,30,4.0,MID,6.9,2,0,McNeil
Stanley Mills,117,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,152,0.0,0.0,0.0,0,43,3297,560,0,False,0,0,0,0,Everton,297,0.0,0.0,35,30,0.0,MID,0.0,2,0,Mills
Lewis Warrington,-26,Man Utd,0,0,0,0,0,2023-04-08T11:30:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,44,6631,561,0,False,0,0,0,0,Everton,297,0.0,0.0,26,30,0.0,MID,0.0,2,0,Warrington
James Garner,57,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,0.77,0,3.0,0,0,88,0.7,0.03,1.3,0,45,4256,570,0,False,5,30,0,0,Everton,297,0.03,0.06,31,30,5.0,MID,0.9,2,0,Garner
Amadou Onana,-302,Man Utd,0,0,1,0,1,2023-04-08T11:30:00Z,0,2.69,0,6.0,0,0,393,1.7,0.01,12.5,1,48,17674,577,0,False,5,59,0,0,Everton,297,0.2,0.21,695,30,4.0,MID,2.3,2,0,Onana
