name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,season
Lucas Moura,MID,Spurs,1.1,0,0,0,0,0.0,431,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,26826,0,2,0,0.0,0,-7000,1246,8246,59,False,0,Nott'm Forest,2022-23
Ben Mee,DEF,Brentford,4.0,0,0,17,0,1.8,526,0.0,0.0,0.0,0.0,33,1,0,3.2,26.6,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,351329,0,1,1,4.0,2,-14012,56202,70214,46,True,0,Everton,2022-23
Marquinhos,MID,Arsenal,1.0,0,0,0,0,0.0,27,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,0,0,0,0,4,0,7596,0,1,2,0.0,0,-1113,570,1683,48,True,0,Fulham,2022-23
Daniel James,MID,Leeds,0.7,0,0,4,0,0.9,231,0.0,0.0,0.0,0.0,34,0,0,0.9,6.4,2022-08-27T14:00:00Z,58,0,0,0,0,4,0,9290,0,0,1,2.0,1,476,1899,1423,60,False,0,Brighton,2022-23
João Cancelo,DEF,Man City,5.8,0,0,16,0,22.3,306,0.0,0.0,0.0,0.0,37,2,0,3.5,13.0,2022-08-27T14:00:00Z,60,0,0,0,0,4,0,4624067,0,2,4,0.0,1,6770,194375,187605,71,True,0,Crystal Palace,2022-23
Bruno Fernandes,MID,Man Utd,3.5,0,0,24,1,3.9,333,0.0,0.0,0.0,0.0,39,0,1,13.9,43.2,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,184715,0,1,0,92.0,8,-8269,14981,23250,98,False,0,Southampton,2022-23
Tyler Adams,MID,Leeds,1.5,0,0,6,0,14.5,506,0.0,0.0,0.0,0.0,34,1,0,2.9,12.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,18459,0,0,1,2.0,2,108,3116,3008,50,False,0,Brighton,2022-23
Ciaran Clark,DEF,Newcastle,0.0,0,0,0,0,0.0,352,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,283,0,1,1,0.0,0,-25,0,25,45,False,0,Wolves,2022-23
Owen Bevan,DEF,Bournemouth,-0.3,0,0,3,0,0.0,598,0.0,0.0,0.0,0.0,36,1,0,0.0,0.2,2022-08-27T14:00:00Z,8,0,0,0,0,4,0,0,0,0,9,0.0,1,0,0,0,40,False,0,Liverpool,2022-23
Mark Travers,GK,Bournemouth,0.5,0,0,17,0,0.0,72,0.0,0.0,0.0,0.0,36,9,0,3.2,31.8,2022-08-27T14:00:00Z,90,0,0,0,0,4,4,51477,0,0,9,0.0,-1,-3382,1217,4599,45,False,0,Liverpool,2022-23
Jordan Zemura,DEF,Bournemouth,-0.5,0,0,12,0,11.4,76,0.0,0.0,0.0,0.0,36,9,0,3.4,22.6,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,14021,0,0,9,0.0,-2,-135,1825,1960,44,False,0,Liverpool,2022-23
Rob Holding,DEF,Arsenal,1.2,0,0,3,0,0.0,5,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,1,0,0,0,0,4,0,12198,0,1,2,0.0,1,-1795,363,2158,43,True,0,Fulham,2022-23
Ivan Toney,FWD,Brentford,6.8,0,0,-1,0,16.6,80,0.0,0.0,0.0,0.0,33,1,0,2.8,0.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,1915935,0,1,1,11.0,2,555597,633498,77901,72,True,0,Everton,2022-23
Pontus Jansson,DEF,Brentford,2.0,0,0,0,0,0.0,78,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,180714,0,1,1,0.0,0,-10521,7578,18099,45,True,0,Everton,2022-23
Marvelous Nakamba,MID,Aston Villa,0.0,0,0,0,0,0.0,41,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,17472,0,1,0,0.0,0,-2348,941,3289,44,True,0,West Ham,2022-23
Nampalys Mendy,MID,Leicester,-0.5,0,0,0,0,0.0,252,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,53511,0,1,2,0.0,0,-5939,3182,9121,44,False,0,Chelsea,2022-23
Fábio Vieira,MID,Arsenal,1.0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,0,0,0,0,4,0,8261,0,1,2,0.0,0,-940,343,1283,58,True,0,Fulham,2022-23
Ryan Fredericks,DEF,Bournemouth,0.0,0,0,0,0,0.0,59,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,2189,0,0,9,0.0,0,-260,99,359,44,False,0,Liverpool,2022-23
Stanley Mills,MID,Everton,0.0,0,0,0,0,0.0,560,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,1942,0,1,1,0.0,0,-213,217,430,45,False,0,Brentford,2022-23
Cheikhou Kouyaté,MID,Nott'm Forest,-0.5,0,0,-2,0,0.6,583,0.0,0.0,0.0,0.0,38,1,0,0.3,0.2,2022-08-28T15:30:00Z,15,0,0,0,0,4,0,5235,0,2,0,2.0,0,517,1904,1387,45,True,1,Spurs,2022-23
Kurt Zouma,DEF,West Ham,3.2,0,3,30,1,0.2,461,0.0,0.0,0.0,0.0,32,0,0,3.0,29.8,2022-08-28T13:00:00Z,90,0,0,0,0,4,0,130609,0,1,0,0.0,9,-14526,3586,18112,45,False,0,Aston Villa,2022-23
Luke Mbete-Tabu,DEF,Man City,0.8,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,49669,0,2,4,0.0,0,26662,39919,13257,39,True,0,Crystal Palace,2022-23
Armstrong Oko-Flex,MID,West Ham,0.0,0,0,0,0,0.0,572,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,4183,0,1,0,0.0,0,-810,343,1153,45,False,0,Aston Villa,2022-23
Taiwo Awoniyi,FWD,Nott'm Forest,2.0,0,0,3,0,10.5,397,0.0,0.0,0.0,0.0,38,1,0,1.2,1.4,2022-08-28T15:30:00Z,15,0,0,0,0,4,0,125203,0,2,0,0.0,1,-17503,10588,28091,59,True,0,Spurs,2022-23
Harry Winks,MID,Spurs,1.0,0,0,0,0,0.0,434,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,176471,0,2,0,0.0,0,-26298,4406,30704,45,False,0,Nott'm Forest,2022-23
Levi Colwill,DEF,Brighton,1.0,0,0,4,0,0.3,559,0.0,0.0,0.0,0.0,34,0,0,0.5,4.4,2022-08-27T14:00:00Z,11,0,0,0,0,4,0,6430,0,0,1,0.0,1,-459,540,999,45,True,0,Leeds,2022-23
Ricardo Pereira,DEF,Leicester,0.0,0,0,0,0,0.0,256,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,3445,0,1,2,0.0,0,-590,62,652,44,False,0,Chelsea,2022-23
Moussa Djenepo,MID,Southampton,2.3,0,0,8,0,12.2,418,0.0,0.0,0.0,0.0,39,1,0,2.6,11.8,2022-08-27T11:30:00Z,88,0,0,0,0,4,0,12298,0,1,0,2.0,2,-2194,946,3140,50,True,0,Man Utd,2022-23
Morgan Gibbs-White,MID,Nott'm Forest,0.6,0,0,7,0,36.3,493,0.0,0.0,0.0,0.0,38,2,0,5.6,4.2,2022-08-28T15:30:00Z,90,0,0,0,0,4,0,16516,0,2,0,15.0,2,-175,3186,3361,55,True,0,Spurs,2022-23
Mads Bidstrup,MID,Brentford,0.0,0,0,0,0,0.0,99,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,156,0,1,1,0.0,0,-14,0,14,45,True,0,Everton,2022-23
Ryan Christie,MID,Bournemouth,-0.3,0,0,4,0,10.5,69,0.0,0.0,0.0,0.0,36,5,0,2.0,1.4,2022-08-27T14:00:00Z,45,0,0,0,0,4,0,5865,0,0,9,8.0,1,-829,149,978,54,False,0,Liverpool,2022-23
Pervis Estupiñán,DEF,Brighton,4.0,0,0,20,1,41.2,586,0.0,0.0,0.0,0.0,34,0,0,6.4,16.2,2022-08-27T14:00:00Z,78,0,0,0,0,4,0,6360,0,0,1,7.0,6,2642,3826,1184,45,True,0,Leeds,2022-23
Carney Chukwuemeka,MID,Chelsea,0.5,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,57609,0,1,2,0.0,0,2927,14267,11340,44,True,0,Leicester,2022-23
Matty Cash,DEF,Aston Villa,1.2,0,0,6,0,1.4,43,0.0,0.0,0.0,0.0,32,1,0,2.5,15.6,2022-08-28T13:00:00Z,90,0,0,0,0,4,0,865546,0,1,0,8.0,1,-157864,16376,174240,48,True,1,West Ham,2022-23
Bernardo Silva,MID,Man City,7.0,0,2,37,0,53.8,311,0.0,0.0,0.0,0.0,37,2,1,15.4,44.8,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,510089,0,2,4,55.0,9,56274,101148,44874,68,True,0,Crystal Palace,2022-23
Javier Manquillo,DEF,Newcastle,0.0,0,0,0,0,0.0,363,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,6300,0,1,1,0.0,0,-621,145,766,44,False,0,Wolves,2022-23
Bertrand Traoré,MID,Aston Villa,0.0,0,0,0,0,0.0,34,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,11995,0,1,0,0.0,0,-5289,214,5503,49,True,0,West Ham,2022-23
Bobby Clark,MID,Liverpool,1.8,0,0,1,0,0.3,584,0.0,0.0,0.0,0.0,36,0,0,0.2,0.0,2022-08-27T14:00:00Z,7,0,0,0,0,4,0,445,0,0,9,2.0,1,27,104,77,45,True,0,Bournemouth,2022-23
Raphaël Varane,DEF,Man Utd,2.5,0,0,25,1,0.8,329,0.0,0.0,0.0,0.0,39,0,0,1.6,11.0,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,190503,0,1,0,4.0,6,24887,39970,15083,48,False,0,Southampton,2022-23
Cody Drameh,DEF,Leeds,-0.5,0,0,0,0,0.0,547,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,11941,0,0,1,0.0,0,-239,958,1197,40,False,0,Brighton,2022-23
Vitalii Mykolenko,DEF,Everton,1.5,0,0,10,0,16.7,194,0.0,0.0,0.0,0.0,33,1,0,4.8,12.4,2022-08-27T14:00:00Z,85,0,0,0,0,4,0,29709,0,1,1,19.0,2,-4873,1402,6275,45,False,0,Brentford,2022-23
Kyle Walker,DEF,Man City,4.5,0,0,15,0,20.4,299,0.0,0.0,0.0,0.0,37,2,0,3.3,13.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,1257914,0,2,4,0.0,1,-6799,125686,132485,51,True,0,Crystal Palace,2022-23
Scott Carson,GK,Man City,1.0,0,0,0,0,0.0,502,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,13003,0,2,4,0.0,0,-706,274,980,40,True,0,Crystal Palace,2022-23
Dominic Solanke,FWD,Bournemouth,-0.5,0,0,1,0,1.4,66,0.0,0.0,0.0,0.0,36,4,0,0.3,0.0,2022-08-27T14:00:00Z,45,0,0,0,0,4,0,47145,0,0,9,2.0,1,-16512,382,16894,58,False,0,Liverpool,2022-23
Vitaly Janelt,MID,Brentford,2.5,0,0,19,0,2.2,86,0.0,0.0,0.0,0.0,33,0,1,9.7,35.0,2022-08-27T14:00:00Z,21,0,0,0,0,4,0,5874,0,1,1,60.0,6,-767,288,1055,55,True,0,Everton,2022-23
Robert Sánchez,GK,Brighton,7.0,0,2,24,1,0.0,113,0.0,0.0,0.0,0.0,34,0,0,1.9,19.2,2022-08-27T14:00:00Z,90,0,0,0,0,4,2,1352332,0,0,1,0.0,8,181486,235090,53604,46,True,0,Leeds,2022-23
Edouard Mendy,GK,Chelsea,3.7,0,0,16,0,0.0,147,0.0,0.0,0.0,0.0,35,1,0,3.5,34.6,2022-08-27T14:00:00Z,90,0,0,0,0,4,4,2027544,0,1,2,0.0,3,-192033,46583,238616,50,True,0,Leicester,2022-23
Luke Ayling,DEF,Leeds,0.0,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,1564,0,0,1,0.0,0,-142,117,259,45,False,0,Brighton,2022-23
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,339,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,120197,0,1,0,0.0,0,-25038,2507,27545,40,False,0,Southampton,2022-23
Hugo Bueno,DEF,Wolves,0.0,0,0,0,0,0.0,558,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,81440,0,1,1,0.0,0,1119,9663,8544,40,True,0,Newcastle,2022-23
Lewis Warrington,MID,Everton,0.0,0,0,0,0,0.0,561,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,10641,0,1,1,0.0,0,-1373,953,2326,45,False,0,Brentford,2022-23
Pierre-Emile Højbjerg,MID,Spurs,5.2,0,0,18,1,39.5,433,0.0,0.0,0.0,0.0,38,0,0,6.8,24.8,2022-08-28T15:30:00Z,90,0,0,0,0,4,0,165117,0,2,0,4.0,3,-6686,25665,32351,55,False,0,Nott'm Forest,2022-23
Kaden Rodney,MID,Crystal Palace,0.1,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,0,0,2,4,0.0,0,0,0,0,45,False,0,Man City,2022-23
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,172,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,2406,0,2,4,0.0,0,-555,0,555,45,False,0,Man City,2022-23
Jairo Riedewald,MID,Crystal Palace,-1.0,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,5464,0,2,4,0.0,0,-711,189,900,45,False,0,Man City,2022-23
Declan Rice,MID,West Ham,2.2,1,0,22,1,22.5,467,0.0,0.0,0.0,0.0,32,0,0,5.3,29.8,2022-08-28T13:00:00Z,90,0,0,0,0,4,0,465152,0,1,0,1.0,6,-79646,13333,92979,49,False,0,Aston Villa,2022-23
Daniel Amartey,DEF,Leicester,0.5,0,0,18,0,26.3,257,0.0,0.0,0.0,0.0,35,2,0,5.2,21.2,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,26223,0,1,2,4.0,1,-2654,1016,3670,45,False,0,Chelsea,2022-23
Anthony Gordon,MID,Everton,2.8,0,0,22,0,4.1,195,0.0,0.0,0.0,0.0,33,1,1,12.2,50.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,136021,0,1,1,68.0,6,-36551,8057,44608,55,False,1,Brentford,2022-23
David Raya,GK,Brentford,4.5,0,2,25,0,0.0,81,0.0,0.0,0.0,0.0,33,1,0,4.1,41.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,6,611992,0,1,1,0.0,6,21445,64060,42615,45,True,0,Everton,2022-23
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,447,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,6809,0,2,0,0.0,0,-732,0,732,45,False,0,Nott'm Forest,2022-23
Aaron Hickey,DEF,Brentford,2.0,0,0,10,0,13.9,510,0.0,0.0,0.0,0.0,33,1,0,4.5,12.6,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,41617,0,1,1,18.0,1,-3004,4576,7580,50,True,1,Everton,2022-23
Rúben Vinagre,DEF,Everton,0.5,0,0,6,0,0.3,531,0.0,0.0,0.0,0.0,33,0,0,0.3,3.0,2022-08-27T14:00:00Z,4,0,0,0,0,4,0,5785,0,1,1,0.0,1,-691,115,806,44,False,0,Brentford,2022-23
Solly March,MID,Brighton,3.7,0,0,1,1,14.8,107,0.0,0.0,0.0,0.0,34,0,0,7.1,9.6,2022-08-27T14:00:00Z,69,0,0,0,0,4,0,39492,0,0,1,47.0,3,-1436,6294,7730,50,True,0,Leeds,2022-23
Dwight Gayle,FWD,Newcastle,0.0,0,0,0,0,0.0,361,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,11639,0,1,1,0.0,0,-1422,0,1422,45,False,0,Wolves,2022-23
Brenden Aaronson,MID,Leeds,2.5,0,0,-1,0,7.2,246,0.0,0.0,0.0,0.0,34,1,0,2.0,6.6,2022-08-27T14:00:00Z,81,0,0,0,0,4,0,146528,0,0,1,6.0,1,34985,48516,13531,55,False,1,Brighton,2022-23
Danny Ward,GK,Leicester,0.5,0,0,9,0,0.0,254,0.0,0.0,0.0,0.0,35,2,0,1.0,10.4,2022-08-27T14:00:00Z,90,0,0,0,0,4,1,2645665,0,1,2,0.0,1,23240,117112,93872,40,False,0,Chelsea,2022-23
Joachim Andersen,DEF,Crystal Palace,1.5,0,0,23,0,0.0,165,0.0,0.0,0.0,0.0,37,4,1,6.6,48.6,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,213121,0,2,4,17.0,6,-17559,6903,24462,45,False,0,Man City,2022-23
Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,8470,0,0,1,0.0,0,-1202,0,1202,40,True,0,Leeds,2022-23
Jack Stephens,DEF,Southampton,-0.3,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,4950,0,1,0,0.0,0,-408,143,551,44,True,0,Man Utd,2022-23
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,704,0,2,4,0.0,0,-203,12,215,49,False,0,Man City,2022-23
Wilfred Ndidi,MID,Leicester,1.3,0,0,3,0,0.0,265,0.0,0.0,0.0,0.0,35,0,0,0.2,0.4,2022-08-27T14:00:00Z,1,0,0,0,0,4,0,36286,0,1,2,2.0,1,-4919,2503,7422,50,False,0,Chelsea,2022-23
Ederson,GK,Man City,4.8,0,0,10,0,0.0,307,0.0,0.0,0.0,0.0,37,2,0,0.8,7.8,2022-08-27T14:00:00Z,90,0,0,0,0,4,1,1798035,0,2,4,0.0,1,-18322,102056,120378,55,True,0,Crystal Palace,2022-23
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,456,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,5973,0,1,0,0.0,0,-240,238,478,45,False,0,Aston Villa,2022-23
Jarrod Bowen,MID,West Ham,2.2,0,0,4,1,1.2,465,0.0,0.0,0.0,0.0,32,0,0,3.9,7.8,2022-08-28T13:00:00Z,90,0,0,0,0,4,0,358940,0,1,0,30.0,3,-126306,6981,133287,83,False,0,Aston Villa,2022-23
Matija Šarkić,GK,Wolves,0.0,0,0,0,0,0.0,492,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,202180,0,1,1,0.0,0,-5315,3460,8775,40,True,0,Newcastle,2022-23
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,5721,0,1,2,0.0,0,-1498,0,1498,50,True,0,Leicester,2022-23
Anthony Knockaert,MID,Fulham,-1.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,0,0,0,0,4,0,3437,0,1,2,0.0,0,-602,59,661,49,False,0,Arsenal,2022-23
Joe Rodon,DEF,Spurs,0.0,0,0,0,0,0.0,442,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,0,0,0,0,4,0,6775,0,2,0,0.0,0,-790,0,790,40,False,0,Nott'm Forest,2022-23
Anthony Martial,FWD,Man Utd,0.0,0,0,0,0,0.0,345,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,95907,0,1,0,0.0,0,15982,39566,23584,69,False,0,Southampton,2022-23
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,499,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,630,0,0,9,0.0,0,-59,0,59,40,True,0,Bournemouth,2022-23
Jan Bednarek,DEF,Southampton,-0.3,0,0,0,0,0.0,410,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,35819,0,1,0,0.0,0,-4589,548,5137,44,True,0,Man Utd,2022-23
Bryan Mbeumo,FWD,Brentford,3.0,0,0,4,0,18.0,95,0.0,0.0,0.0,0.0,33,1,0,6.1,1.2,2022-08-27T14:00:00Z,77,0,0,0,0,4,0,288733,0,1,1,42.0,2,-5885,44519,50404,60,True,0,Everton,2022-23
Naby Keita,MID,Liverpool,0.0,0,0,0,0,0.0,287,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,9365,0,0,9,0.0,0,-3762,892,4654,49,True,0,Bournemouth,2022-23
Archie Gray,MID,Leeds,-0.5,0,0,0,0,0.0,565,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,5802,0,0,1,0.0,0,-178,1205,1383,45,False,0,Brighton,2022-23
Amadou Onana,MID,Everton,2.3,0,0,18,1,16.1,577,0.0,0.0,0.0,0.0,33,0,0,3.2,16.0,2022-08-27T14:00:00Z,78,0,0,0,0,4,0,17075,0,1,1,0.0,3,-6599,1131,7730,50,False,0,Brentford,2022-23
Amad Diallo,MID,Man Utd,0.5,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,12384,0,1,0,0.0,0,-2007,421,2428,45,False,0,Southampton,2022-23
Billy Gilmour,MID,Chelsea,0.5,0,0,0,0,0.0,149,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,67496,0,1,2,0.0,0,11219,24764,13545,44,True,0,Leicester,2022-23
Marcus Rashford,MID,Man Utd,4.5,0,0,4,1,3.8,335,0.0,0.0,0.0,0.0,39,0,0,2.6,4.4,2022-08-27T11:30:00Z,90,0,0,0,0,4,0,580997,0,1,0,18.0,3,95534,172188,76654,63,False,0,Southampton,2022-23
Julián Álvarez,FWD,Man City,1.8,0,0,4,0,3.7,319,0.0,0.0,0.0,0.0,37,0,0,0.9,1.6,2022-08-27T14:00:00Z,29,0,0,0,0,4,0,136116,0,2,4,4.0,1,-33529,6115,39644,62,True,0,Crystal Palace,2022-23
Mateusz Lis,GK,Southampton,-0.5,0,0,0,0,0.0,421,0.0,0.0,0.0,0.0,39,0,0,0.0,0.0,2022-08-27T11:30:00Z,0,0,0,0,0,4,0,30385,0,1,0,0.0,0,-907,563,1470,40,True,0,Man Utd,2022-23
Takehiro Tomiyasu,DEF,Arsenal,1.5,0,0,2,0,0.0,14,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,1,0,0,0,0,4,0,94780,0,1,2,0.0,1,-16523,3196,19719,43,True,0,Fulham,2022-23
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,364,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2022-08-28T13:00:00Z,0,0,0,0,0,4,0,3785,0,1,1,0.0,0,-408,154,562,44,False,0,Wolves,2022-23
John Stones,DEF,Man City,2.0,1,1,26,0,16.1,302,0.0,0.0,0.0,0.0,37,2,0,5.0,29.8,2022-08-27T14:00:00Z,90,1,0,0,0,4,0,197402,0,2,4,4.0,3,-14029,8197,22226,54,True,0,Crystal Palace,2022-23
Lucas Digne,DEF,Aston Villa,0.8,0,0,14,0,39.1,33,0.0,0.0,0.0,0.0,32,1,0,6.5,19.6,2022-08-28T13:00:00Z,90,0,0,0,0,4,0,251926,0,1,0,6.0,2,-57466,6485,63951,48,True,0,West Ham,2022-23
Shandon Baptiste,MID,Brentford,1.0,0,0,3,0,5.3,94,0.0,0.0,0.0,0.0,33,0,0,0.8,2.8,2022-08-27T14:00:00Z,22,0,0,0,0,4,0,32222,0,1,1,0.0,1,-2662,2427,5089,45,True,0,Everton,2022-23
Nathan Aké,DEF,Man City,0.0,0,0,0,0,0.0,308,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,147886,0,2,4,0.0,0,-75286,9017,84303,50,True,0,Crystal Palace,2022-23
Bukayo Saka,MID,Arsenal,5.0,1,0,19,0,25.4,13,0.0,0.0,0.0,0.0,31,1,0,9.8,28.0,2022-08-27T16:30:00Z,90,0,0,0,0,4,0,1344008,0,1,2,45.0,5,-350292,28075,378367,79,True,0,Fulham,2022-23
Lloyd Kelly,DEF,Bournemouth,1.7,0,0,0,0,0.0,73,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,0,0,0,0,4,0,126992,0,0,9,0.0,0,-14199,4450,18649,45,False,0,Liverpool,2022-23
Trent Alexander-Arnold,DEF,Liverpool,6.7,1,2,58,1,61.6,285,0.0,0.0,0.0,0.0,36,0,1,13.2,59.0,2022-08-27T14:00:00Z,82,0,0,0,0,4,0,4514639,0,0,9,11.0,17,-386885,84441,471326,75,True,0,Bournemouth,2022-23
Kiernan Dewsbury-Hall,MID,Leicester,3.3,0,0,7,0,17.8,266,0.0,0.0,0.0,0.0,35,2,0,2.4,6.0,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,201906,0,1,2,0.0,1,-46146,14849,60995,50,False,1,Chelsea,2022-23
Mohamed Salah,MID,Liverpool,7.7,0,0,-5,1,28.1,283,0.0,0.0,0.0,0.0,36,0,0,8.3,2.4,2022-08-27T14:00:00Z,90,0,0,0,0,4,0,5784665,0,0,9,52.0,3,-19068,140231,159299,130,True,0,Bournemouth,2022-23
