name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,season
Carlos Alcaraz,MID,Southampton,2.4,0,0,7,0,2.8,693,0.02,0.02,0,2.8,340,1,0,0.6,2.8,2023-04-30T13:00:00Z,76,Newcastle,0,0,0,0,34,0,4091,1,1,3,0,2,-1302,501,1803,50,FALSE,0,2022-23
Gavin Bazunu,GK,Southampton,-0.4,0,0,0,0,0,422,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Newcastle,0,0,0,0,34,0,73368,0,1,3,0,0,-2762,358,3120,45,FALSE,0,2022-23
Alex Smithies,GK,Leicester,0,0,0,0,0,0,581,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,5913,0,2,2,0,0,-48,114,162,39,TRUE,0,2022-23
Cameron Archer,FWD,Aston Villa,0,0,0,0,0,0,54,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Man Utd,0,0,0,0,34,0,199320,0,0,1,0,0,-940,0,940,42,FALSE,0,2022-23
Mathias Jørgensen,DEF,Brentford,2.2,0,0,0,0,0,595,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Nott'm Forest,0,0,0,0,34,0,105902,0,1,2,0,0,14912,16899,1987,39,TRUE,0,2022-23
André Tavares Gomes,MID,Everton,0,0,0,0,0,0,184,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Leicester,0,0,0,0,34,0,4838,0,2,2,0,0,-8,0,8,45,FALSE,0,2022-23
Lyanco,DEF,Southampton,-0.4,0,0,12,0,6,413,0,0.02,0.02,2.8,340,1,0,2,13,2023-04-30T13:00:00Z,69,Newcastle,0,0,0,0,34,0,5119,1,1,3,1,2,-18,28,46,44,FALSE,0,2022-23
Thomas Strakosha,GK,Brentford,0,0,0,0,0,0,517,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Nott'm Forest,0,0,0,0,34,0,13393,0,1,2,0,0,-85,47,132,43,TRUE,0,2022-23
Jordan Smith,GK,Nott'm Forest,0,0,0,0,0,0,675,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Brentford,0,0,0,0,34,0,498,0,1,2,0,0,-5,0,5,40,FALSE,0,2022-23
Lewis Hall,MID,Chelsea,-0.5,0,0,0,0,0,661,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,1494,0,1,3,0,0,0,50,50,43,FALSE,0,2022-23
Karl Hein,GK,Arsenal,0.5,0,0,0,0,0,655,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Chelsea,0,0,0,0,34,0,1880,0,1,3,0,0,25,50,25,39,TRUE,0,2022-23
Ben Chilwell,DEF,Chelsea,0.3,0,0,9,0,5.3,139,0.01,0.23,0.22,2.11,331,3,0,4.1,16.8,2023-05-02T19:00:00Z,90,Arsenal,0,0,0,0,34,0,526621,1,1,3,19,1,-208247,3615,211862,57,FALSE,0,2022-23
Lewis Dunk,DEF,Brighton,8.8,0,0,34,1,14.3,106,0.16,0.16,0,0.7,334,0,0,3.8,23.8,2023-04-29T14:00:00Z,90,Wolves,0,0,0,0,34,0,857530,1,0,6,0,6,104316,125460,21144,48,TRUE,0,2022-23
Lewis Dunk,DEF,Brighton,8.8,0,0,23,1,0.8,106,0.01,0.01,0,1.38,274,0,0,1.1,10.4,2023-05-04T19:00:00Z,90,Man Utd,0,0,0,0,34,0,857530,1,0,1,0,5,104316,125460,21144,48,TRUE,1,2022-23
Alfie Devine,MID,Spurs,-0.5,0,0,0,0,0,452,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,9278,0,3,4,0,0,-8,54,62,43,FALSE,0,2022-23
Giulian Biancone,DEF,Nott'm Forest,0,0,0,0,0,0,399,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Brentford,0,0,0,0,34,0,3888,0,1,2,0,0,11,40,29,42,FALSE,0,2022-23
Dennis Praet,MID,Leicester,1,0,0,2,0,0.1,549,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,2,Everton,0,0,0,0,34,0,2300,0,2,2,0,1,-7,12,19,48,TRUE,0,2022-23
Wout Faes,DEF,Leicester,2.2,1,0,21,0,10.5,612,0.08,0.08,0,3.3,337,2,0,5.4,41.6,2023-05-01T19:00:00Z,90,Everton,0,0,0,0,34,0,20227,1,2,2,2,4,-785,1028,1813,42,TRUE,0,2022-23
Mario Lemina,MID,Wolves,2.8,0,0,12,0,1.9,698,0.01,0.01,0,3.28,334,6,0,0.7,5.2,2023-04-29T14:00:00Z,90,Brighton,0,0,0,0,34,0,1405,1,0,6,0,2,161,295,134,45,FALSE,0,2022-23
William Saliba,DEF,Arsenal,0,0,0,0,0,0,26,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Chelsea,0,0,0,0,34,0,1921228,0,1,3,0,0,-66597,123,66720,50,TRUE,0,2022-23
Haydon Roberts,DEF,Brighton,0,0,0,0,0,0,122,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,431,0,0,6,0,0,-2,0,2,40,TRUE,0,2022-23
Haydon Roberts,DEF,Brighton,0,0,0,0,0,0,122,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,431,0,0,1,0,0,-2,0,2,40,TRUE,0,2022-23
Jakub Kiwior,DEF,Arsenal,1.1,0,0,18,0,0.4,710,0,0,0,0.74,331,1,0,2.3,20.4,2023-05-02T19:00:00Z,90,Chelsea,0,0,0,0,34,0,1675,1,1,3,2,2,47,103,56,40,TRUE,0,2022-23
Harvey Griffiths,MID,Wolves,0,0,0,0,0,0,658,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Brighton,0,0,0,0,34,0,1551,0,0,6,0,0,10,96,86,44,FALSE,0,2022-23
Andy Lonergan,GK,Everton,0,0,0,0,0,0,760,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Leicester,0,0,0,0,34,0,84,0,2,2,0,0,19,25,6,40,FALSE,0,2022-23
Craig Dawson,DEF,Wolves,4,0,0,6,0,0.6,459,0,0,0,1.88,334,4,0,0.6,5.8,2023-04-29T14:00:00Z,45,Brighton,0,0,0,0,34,0,96538,1,0,6,0,-1,-5861,4958,10819,48,FALSE,0,2022-23
Bryan Gil Salvatierra,MID,Spurs,0,0,0,0,0,0,554,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,3103,0,3,4,0,0,-10,0,10,50,FALSE,0,2022-23
Willian,MID,Fulham,1.5,0,0,0,0,0,614,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Man City,0,0,0,0,34,0,31333,0,2,1,0,0,-9663,228,9891,55,TRUE,0,2022-23
Willian,MID,Fulham,1.5,0,0,10,0,24.5,614,0.04,0.1,0.06,1.64,276,1,0,4.2,6.2,2023-05-03T19:00:00Z,79,Liverpool,0,0,0,0,34,0,31333,1,0,1,11,2,-9663,228,9891,55,FALSE,0,2022-23
Emiliano Buendía,MID,Aston Villa,3.2,0,0,6,0,2.7,42,0.03,0.03,0,1.09,339,1,0,1.1,2.2,2023-04-30T13:00:00Z,75,Man Utd,0,0,0,0,34,0,100383,1,0,1,6,2,-24181,2314,26495,57,FALSE,0,2022-23
Nathan Ferguson,DEF,Crystal Palace,0,0,0,0,0,0,174,0,0,0,0,335,0,0,0,0,2023-04-29T11:30:00Z,0,West Ham,0,0,0,0,34,0,18198,0,3,4,0,0,-81,76,157,39,TRUE,0,2022-23
Son Heung-Min,MID,Spurs,6.5,1,0,27,0,15.3,428,0.12,0.79,0.67,2.33,338,4,1,9.2,49.2,2023-04-30T15:30:00Z,90,Liverpool,0,0,0,0,34,0,679375,1,3,4,27,9,-34909,2423,37332,115,FALSE,1,2022-23
Aaron Ramsdale,GK,Arsenal,2.1,0,0,15,0,0,15,0,0,0,0.74,331,1,0,2.6,26.4,2023-05-02T19:00:00Z,90,Chelsea,0,0,0,0,34,3,1222797,1,1,3,0,3,-37340,6671,44011,48,TRUE,0,2022-23
Tyrick Mitchell,DEF,Crystal Palace,3,0,0,15,0,6.8,170,0.05,0.05,0,1.86,335,3,0,2.8,14.8,2023-04-29T11:30:00Z,90,West Ham,0,0,0,0,34,0,99255,1,3,4,6,1,-5242,3706,8948,44,TRUE,0,2022-23
Ed Turns,DEF,Brighton,0,0,0,0,0,0,640,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,2326,0,0,6,0,0,-13,0,13,40,TRUE,0,2022-23
Ed Turns,DEF,Brighton,0,0,0,0,0,0,640,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,2326,0,0,1,0,0,-13,0,13,40,TRUE,0,2022-23
Max Kilman,DEF,Wolves,3.8,0,0,18,0,1.6,484,0,0,0,3.28,334,6,0,2.4,18,2023-04-29T14:00:00Z,90,Brighton,0,0,0,0,34,0,377167,1,0,6,4,-1,-10610,16399,27009,43,FALSE,0,2022-23
Liam Delap,FWD,Man City,0,0,0,0,0,0,323,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Fulham,0,0,0,0,34,0,18088,0,2,1,0,0,-19,0,19,44,FALSE,0,2022-23
Liam Delap,FWD,Man City,0,0,0,0,0,0,323,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,West Ham,0,0,0,0,34,0,18088,0,0,3,0,0,-19,0,19,44,TRUE,0,2022-23
Dwight McNeil,MID,Everton,5,0,0,2,0,44,534,0.16,0.6,0.44,3.46,337,2,0,9.7,19.2,2023-05-01T19:00:00Z,90,Leicester,0,0,0,0,34,0,23525,1,2,2,34,2,-1144,1115,2259,51,FALSE,0,2022-23
Harvey Davies,GK,Liverpool,1,0,0,0,0,0,592,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,3088,0,3,4,0,0,-13,16,29,40,TRUE,0,2022-23
Harvey Davies,GK,Liverpool,1,0,0,0,0,0,592,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,3088,0,0,1,0,0,-13,16,29,40,TRUE,0,2022-23
Harry Souttar,DEF,Leicester,0.2,0,0,0,0,0,727,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,0,Everton,0,0,0,0,34,0,5117,0,2,2,0,0,-550,48,598,45,TRUE,0,2022-23
Dexter Lembikisa,DEF,Wolves,0,0,0,0,0,0,664,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Brighton,0,0,0,0,34,0,2988,0,0,6,0,0,17,104,87,40,FALSE,0,2022-23
N'Golo Kanté,MID,Chelsea,0.5,0,0,15,0,14,134,0.04,0.04,0,2.11,331,3,0,2.4,7.6,2023-05-02T19:00:00Z,90,Arsenal,0,0,0,0,34,0,120883,1,1,3,2,2,-267,700,967,48,FALSE,0,2022-23
Yasin Ayari,MID,Brighton,0.4,0,0,4,0,11.3,719,0,0,0,0.04,334,0,0,1.5,2,2023-04-29T14:00:00Z,10,Wolves,0,0,0,0,34,0,483,0,0,6,2,1,27,63,36,45,TRUE,0,2022-23
Yasin Ayari,MID,Brighton,0.4,0,0,0,0,0,719,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,483,0,0,1,0,0,27,63,36,45,TRUE,0,2022-23
Harry Toffolo,DEF,Nott'm Forest,0.2,0,0,0,0,0,523,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Brentford,0,0,0,0,34,0,8605,0,1,2,0,0,-22,41,63,43,FALSE,0,2022-23
Jefferson Lerma,MID,Bournemouth,4.3,0,3,51,0,12.4,64,0.07,0.34,0.27,1.67,332,1,2,13.9,75.4,2023-04-30T13:00:00Z,90,Leeds,0,0,0,0,34,0,43719,1,1,4,51,15,162,456,294,47,TRUE,0,2022-23
Marcus Bettinelli,GK,Chelsea,-0.2,0,0,0,0,0,635,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,3064,0,1,3,0,0,-35,22,57,40,FALSE,0,2022-23
Ezri Konsa Ngoyo,DEF,Aston Villa,4.6,0,0,18,0,0.4,44,0,0,0,1.19,339,1,0,2.2,19.6,2023-04-30T13:00:00Z,90,Man Utd,0,0,0,0,34,0,103375,1,0,1,2,2,5475,15705,10230,44,FALSE,0,2022-23
Benoît Badiashile,DEF,Chelsea,-0.3,0,0,0,0,0,689,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,47565,0,1,3,0,0,-5804,196,6000,50,FALSE,0,2022-23
Chris Mepham,DEF,Bournemouth,2.5,0,0,0,0,0,71,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Leeds,0,0,0,0,34,0,13279,0,1,4,0,0,1435,1783,348,43,TRUE,0,2022-23
Denis Zakaria,MID,Chelsea,0,0,0,0,0,0,616,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,4168,0,1,3,0,0,-13,21,34,49,FALSE,0,2022-23
Willy Caballero,GK,Southampton,-1,0,0,0,0,0,424,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Newcastle,0,0,0,0,34,0,80844,0,1,3,0,0,-444,250,694,39,FALSE,0,2022-23
Alex Mighten,MID,Nott'm Forest,0,0,0,0,0,0,395,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Brentford,0,0,0,0,34,0,1122,0,1,2,0,0,0,0,0,49,FALSE,0,2022-23
Keinan Davis,FWD,Aston Villa,0,0,0,0,0,0,52,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Man Utd,0,0,0,0,34,0,3911,0,0,1,0,0,-5,0,5,54,FALSE,0,2022-23
Robin Olsen,GK,Aston Villa,0.2,0,0,0,0,0,35,0,0,0,0,339,0,0,0,0,2023-04-30T13:00:00Z,0,Man Utd,0,0,0,0,34,0,163536,0,0,1,0,0,-1858,349,2207,39,FALSE,0,2022-23
Josh Dasilva,MID,Brentford,2.5,0,3,30,0,13.5,83,0.01,0.16,0.15,0.08,333,0,1,7.3,40.6,2023-04-29T14:00:00Z,30,Nott'm Forest,0,0,0,0,34,0,392181,0,1,2,19,9,-5238,7533,12771,41,TRUE,0,2022-23
Roberto Firmino,FWD,Liverpool,0.8,0,0,0,0,0,279,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,299917,0,3,4,0,0,-3348,150,3498,80,TRUE,0,2022-23
Roberto Firmino,FWD,Liverpool,0.8,0,0,0,0,0,279,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,299917,0,0,1,0,0,-3348,150,3498,80,TRUE,0,2022-23
Thiago Alcantara,MID,Liverpool,2.4,0,0,0,0,0,277,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,70035,0,3,4,0,0,66,649,583,51,TRUE,0,2022-23
Thiago Alcantara,MID,Liverpool,2.4,0,0,0,0,0,277,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,70035,0,0,1,0,0,66,649,583,51,TRUE,0,2022-23
Bashir Humphreys,DEF,Chelsea,0,0,0,0,0,0,673,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,357,0,1,3,0,0,-2,0,2,45,FALSE,0,2022-23
João Palhinha,MID,Fulham,1.1,0,0,17,0,1.3,220,0.01,0.01,0,2.59,336,2,0,1.5,13.4,2023-04-30T13:00:00Z,90,Man City,0,0,0,0,34,0,29330,1,2,1,0,2,-115,720,835,49,TRUE,0,2022-23
João Palhinha,MID,Fulham,1.1,0,0,14,0,2,220,0,0.25,0.25,1.73,276,1,0,6,24.2,2023-05-03T19:00:00Z,90,Liverpool,0,0,0,0,34,0,29330,1,0,1,34,2,-115,720,835,49,FALSE,0,2022-23
Matt Clarke,DEF,Brighton,0,0,0,0,0,0,543,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Wolves,0,0,0,0,34,0,10501,0,0,6,0,0,-24,0,24,40,TRUE,0,2022-23
Matt Clarke,DEF,Brighton,0,0,0,0,0,0,543,0,0,0,0,274,0,0,0,0,2023-05-04T19:00:00Z,0,Man Utd,0,0,0,0,34,0,10501,0,0,1,0,0,-24,0,24,40,TRUE,0,2022-23
Kieran Trippier,DEF,Newcastle,2.8,0,0,24,0,82,357,1.13,1.13,0,0.83,340,1,0,10.8,24.2,2023-04-30T13:00:00Z,90,Southampton,0,0,0,0,34,0,7447047,1,1,3,2,2,-149255,20819,170074,62,TRUE,0,2022-23
Moussa Niakhaté,DEF,Nott'm Forest,0.5,0,0,14,0,0.5,507,0.03,0.08,0.05,1.63,333,2,0,5,32.8,2023-04-29T14:00:00Z,90,Brentford,0,0,0,0,34,0,5072,1,1,2,17,1,-215,52,267,43,FALSE,0,2022-23
Bernd Leno,GK,Fulham,3.5,0,0,25,0,0,2,0,0,0,2.59,336,2,0,6.2,61.8,2023-04-30T13:00:00Z,90,Man City,0,0,0,0,34,7,400036,1,2,1,0,3,-13489,11564,25053,46,TRUE,0,2022-23
Bernd Leno,GK,Fulham,3.5,0,0,12,0,0,2,0,0,0,1.73,276,1,0,1.7,16.8,2023-05-03T19:00:00Z,90,Liverpool,0,0,0,0,34,2,400036,1,0,1,0,2,-13489,11564,25053,46,FALSE,0,2022-23
Kyle Walker-Peters,DEF,Southampton,-0.4,0,0,6,0,1.9,409,0.01,0.13,0.12,4.47,340,3,0,4.2,16.8,2023-04-30T13:00:00Z,90,Newcastle,0,0,0,0,34,0,74348,1,1,3,23,0,-1441,749,2190,44,FALSE,1,2022-23
Joe Rothwell,MID,Bournemouth,1.1,0,0,11,0,2.1,505,0,0,0,1.67,332,1,0,0.7,5,2023-04-30T13:00:00Z,72,Leeds,0,0,0,0,34,0,886,1,1,4,0,2,56,79,23,49,TRUE,0,2022-23
Nuno Tavares,DEF,Arsenal,0,0,0,0,0,0,17,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Chelsea,0,0,0,0,34,0,765,0,1,3,0,0,-1,0,1,45,TRUE,0,2022-23
Daniel Iversen,GK,Leicester,2.4,0,0,23,0,0,548,0,0,0,3.3,337,2,0,4.4,43.8,2023-05-01T19:00:00Z,90,Everton,0,0,0,0,34,6,614328,1,2,2,0,3,47722,58149,10427,38,TRUE,0,2022-23
Steven Bergwijn,MID,Spurs,0,0,0,0,0,0,437,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,155,0,3,4,0,0,0,0,0,55,FALSE,0,2022-23
Saman Ghoddos,MID,Brentford,0.3,0,0,4,0,10.8,87,0,0,0,0,333,0,0,1.5,2,2023-04-29T14:00:00Z,13,Nott'm Forest,0,0,0,0,34,0,2694,0,1,2,2,1,-13,15,28,48,TRUE,0,2022-23
Arthur Henrique Ramos de Oliveira Melo,MID,Liverpool,1,0,0,0,0,0,620,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,2588,0,3,4,0,0,-3,9,12,48,TRUE,0,2022-23
Arthur Henrique Ramos de Oliveira Melo,MID,Liverpool,1,0,0,0,0,0,620,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,2588,0,0,1,0,0,-3,9,12,48,TRUE,0,2022-23
Connor Ronan,MID,Wolves,0,0,0,0,0,0,567,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Brighton,0,0,0,0,34,0,12584,0,0,6,0,0,-34,0,34,44,FALSE,0,2022-23
Aymeric Laporte,DEF,Man City,2.8,0,0,0,0,0,309,0,0,0,0,336,0,0,0,0,2023-04-30T13:00:00Z,0,Fulham,0,0,0,0,34,0,56983,0,2,1,0,0,242,1818,1576,56,FALSE,0,2022-23
Aymeric Laporte,DEF,Man City,2.8,0,0,0,0,0,309,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,West Ham,0,0,0,0,34,0,56983,0,0,3,0,0,242,1818,1576,56,TRUE,0,2022-23
Antony,MID,Man Utd,7.6,0,0,2,0,0.6,609,0.02,0.12,0.1,0.26,339,0,0,2.2,2.2,2023-04-30T13:00:00Z,14,Aston Villa,0,0,0,0,34,0,351593,0,0,1,19,1,5572,14443,8871,73,TRUE,0,2022-23
Antony,MID,Man Utd,7.6,0,0,-2,1,32.3,609,0.1,0.59,0.49,1.16,274,0,0,5.7,5.2,2023-05-04T19:00:00Z,75,Brighton,0,0,0,0,34,0,351593,1,0,1,19,2,5572,14443,8871,73,FALSE,1,2022-23
Joelinton,MID,Newcastle,8.3,0,0,5,0,17.7,371,0.04,0.23,0.19,0.83,340,1,0,4.3,11,2023-04-30T13:00:00Z,90,Southampton,0,0,0,0,34,0,242022,1,1,3,14,1,37742,57638,19896,60,TRUE,1,2022-23
Joseph Hodge,MID,Wolves,0,0,0,0,0,0,566,0,0,0,0,334,0,0,0,0,2023-04-29T14:00:00Z,0,Brighton,0,0,0,0,34,0,4751,0,0,6,0,0,4,52,48,43,FALSE,0,2022-23
Alex Iwobi,MID,Everton,3.8,0,3,30,0,39.4,186,0.26,0.59,0.33,3.46,337,2,1,15.1,56,2023-05-01T19:00:00Z,90,Leicester,0,0,0,0,34,0,94322,1,2,2,56,10,-6802,881,7683,49,FALSE,0,2022-23
Adam Forshaw,MID,Leeds,1.1,0,0,3,0,1.1,224,0.05,0.05,0,0.39,332,1,0,0.6,4.4,2023-04-30T13:00:00Z,19,Bournemouth,0,0,0,0,34,0,3620,0,1,4,0,1,-1,29,30,44,FALSE,0,2022-23
Ben Pearson,MID,Bournemouth,0,0,0,0,0,0,68,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Leeds,0,0,0,0,34,0,14413,0,1,4,0,0,-43,0,43,44,TRUE,0,2022-23
Joel Matip,DEF,Liverpool,4.4,0,0,0,0,0,276,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Spurs,0,0,0,0,34,0,108489,0,3,4,0,0,11841,13376,1535,59,TRUE,0,2022-23
Joel Matip,DEF,Liverpool,4.4,0,0,0,0,0,276,0,0,0,0,276,0,0,0,0,2023-05-03T19:00:00Z,0,Fulham,0,0,0,0,34,0,108489,0,0,1,0,0,11841,13376,1535,59,TRUE,0,2022-23
Daniel Adu-Adjei,FWD,Bournemouth,-0.5,0,0,0,0,0,695,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Leeds,0,0,0,0,34,0,2014,0,1,4,0,0,124,250,126,45,TRUE,0,2022-23
Sven Botman,DEF,Newcastle,3.2,1,0,17,0,0.7,377,0.01,1.19,1.18,0.83,340,1,0,6,12.4,2023-04-30T13:00:00Z,90,Southampton,0,0,0,0,34,0,728885,1,1,3,47,5,-9599,27532,37131,45,TRUE,0,2022-23
Saïd Benrahma,MID,West Ham,3.8,0,0,2,0,0.6,464,0.01,0.03,0.02,1.09,335,1,0,0.9,3.2,2023-04-29T11:30:00Z,45,Crystal Palace,0,0,0,0,34,0,131476,0,3,4,5,1,3347,11156,7809,55,FALSE,0,2022-23
Saïd Benrahma,MID,West Ham,3.8,0,0,1,0,10.6,464,0.01,0.01,0,0.17,277,1,0,1.2,1.2,2023-05-03T19:00:00Z,11,Man City,0,0,0,0,34,0,131476,0,0,3,0,1,3347,11156,7809,55,FALSE,0,2022-23
Fabinho,MID,Liverpool,5.4,0,0,16,0,16.1,282,0.02,0.02,0,1.99,338,3,0,2.6,9.4,2023-04-30T15:30:00Z,90,Spurs,0,0,0,0,34,0,87429,1,3,4,0,2,496,1066,570,52,TRUE,0,2022-23
Fabinho,MID,Liverpool,5.4,0,0,16,1,17,282,0.03,0.03,0,0.69,276,0,0,2.9,10,2023-05-03T19:00:00Z,90,Fulham,0,0,0,0,34,0,87429,1,0,1,2,3,496,1066,570,52,TRUE,0,2022-23
Victor Kristiansen,DEF,Leicester,1.8,0,0,-1,0,0,709,0,0,0,0,337,0,0,0,0,2023-05-01T19:00:00Z,2,Everton,0,0,0,0,34,0,3374,0,2,2,0,0,-463,394,857,45,TRUE,1,2022-23
George Abbott,MID,Spurs,-0.5,0,0,0,0,0,758,0,0,0,0,338,0,0,0,0,2023-04-30T15:30:00Z,0,Liverpool,0,0,0,0,34,0,103,0,3,4,0,0,11,32,21,45,FALSE,0,2022-23
Hakim Ziyech,MID,Chelsea,0,0,0,1,0,0.3,135,0.01,0.04,0.03,0.14,331,0,0,0,0,2023-05-02T19:00:00Z,11,Arsenal,0,0,0,0,34,0,45192,0,1,3,1,1,-423,73,496,55,FALSE,0,2022-23
Kenedy,DEF,Chelsea,0,0,0,0,0,0,138,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,22746,0,1,3,0,0,-69,0,69,39,FALSE,0,2022-23
Willy Boly,DEF,Nott'm Forest,0,0,0,0,0,0,474,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Brentford,0,0,0,0,34,0,15266,0,1,2,0,0,-73,72,145,41,FALSE,0,2022-23
Tomas Soucek,MID,West Ham,7.6,2,3,39,0,11.7,468,0.01,0.36,0.35,2.13,335,4,1,11.1,66,2023-04-29T11:30:00Z,90,Crystal Palace,0,0,0,0,34,0,67436,1,3,4,33,15,888,1426,538,50,FALSE,1,2022-23
Tomas Soucek,MID,West Ham,7.6,0,0,0,0,0,468,0,0,0,0,277,0,0,0,0,2023-05-03T19:00:00Z,0,Man City,0,0,0,0,34,0,67436,0,0,3,0,0,888,1426,538,50,FALSE,0,2022-23
Leo Fuhr Hjelde,DEF,Leeds,0,0,0,0,0,0,243,0,0,0,0,332,0,0,0,0,2023-04-30T13:00:00Z,0,Bournemouth,0,0,0,0,34,0,20731,0,1,4,0,0,-121,0,121,39,FALSE,0,2022-23
Mads Roerslev,DEF,Brentford,1.3,0,0,0,0,0,90,0,0,0,0,333,0,0,0,0,2023-04-29T14:00:00Z,0,Nott'm Forest,0,0,0,0,34,0,7295,0,1,2,0,0,201,330,129,43,TRUE,0,2022-23
Paul Onuachu,FWD,Southampton,-0.6,0,0,0,0,0,732,0,0,0,0,340,0,0,0,0,2023-04-30T13:00:00Z,0,Newcastle,0,0,0,0,34,0,2116,0,1,3,0,0,-83,96,179,54,FALSE,0,2022-23
Harvey Vale,MID,Chelsea,0,0,0,0,0,0,606,0,0,0,0,331,0,0,0,0,2023-05-02T19:00:00Z,0,Arsenal,0,0,0,0,34,0,158,0,1,3,0,0,0,0,0,45,FALSE,0,2022-23
Wilfried Zaha,MID,Crystal Palace,1.4,0,0,22,0,18.6,160,0.19,0.5,0.31,1.84,335,3,1,10.2,34.4,2023-04-29T11:30:00Z,83,West Ham,0,0,0,0,34,0,770361,1,3,4,49,7,-1896,2096,3992,72,TRUE,0,2022-23
