name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,season
Steve Cook,DEF,Nott'm Forest,-0.5,0,0,5,0,0.3,379,0.0,0.0,0.0,0.0,99,1,0,1.2,9.8,2022-10-10T19:00:00Z,90,0,0,0,0,10,0,12775,0,1,1,2.0,1,-516,235,751,44,True,1,Aston Villa,2022-23
Ryan Bertrand,DEF,Leicester,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,3015,0,1,2,0.0,0,-78,133,211,40,False,0,Bournemouth,2022-23
Sékou Mara,FWD,Southampton,0.0,0,0,2,0,0.0,528,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,11,0,0,0,0,10,0,11656,0,0,4,0.0,1,1439,2668,1229,54,False,0,Man City,2022-23
Scott McTominay,MID,Man Utd,0.5,0,0,-1,0,0.0,338,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,7,0,0,0,0,10,0,25438,0,2,1,0.0,0,-851,1668,2519,49,False,1,Everton,2022-23
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,515,0,1,1,0.0,0,-9,0,9,50,True,0,Aston Villa,2022-23
Dean Henderson,GK,Nott'm Forest,1.2,0,0,11,0,0.0,398,0.0,0.0,0.0,0.0,99,1,0,1.2,11.8,2022-10-10T19:00:00Z,90,0,0,0,0,10,1,1375575,0,1,1,0.0,2,-53083,23412,76495,47,True,0,Aston Villa,2022-23
Jack Stacey,DEF,Bournemouth,0.2,0,0,3,0,1.0,65,0.0,0.0,0.0,0.0,92,0,0,0.6,4.6,2022-10-08T14:00:00Z,18,0,0,0,0,10,0,4743,0,1,2,0.0,1,-24,214,238,43,True,0,Leicester,2022-23
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,0,0,0,0,10,0,7431,0,2,1,0.0,0,-477,18,495,44,True,0,Man Utd,2022-23
Steven Alzate,MID,Brighton,0.0,0,0,0,0,0.0,115,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,14146,0,1,0,0.0,0,-2222,40,2262,44,True,0,Spurs,2022-23
Mateusz Klich,MID,Leeds,1.0,0,0,3,0,0.4,223,0.0,0.0,0.0,0.0,95,1,0,0.2,0.0,2022-10-09T13:00:00Z,14,0,0,0,0,10,0,7543,0,1,2,2.0,1,-114,433,547,47,False,0,Crystal Palace,2022-23
Armel Bella-Kotchap,DEF,Southampton,0.0,0,0,16,0,0.2,423,0.0,0.0,0.0,0.0,97,4,0,2.3,23.0,2022-10-08T14:00:00Z,90,0,0,0,0,10,0,27644,0,0,4,0.0,0,-1706,1754,3460,45,False,0,Man City,2022-23
Ainsley Maitland-Niles,MID,Southampton,-0.7,0,0,0,0,0.0,21,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,5501,0,0,4,0.0,0,-98,263,361,48,False,0,Man City,2022-23
James Milner,MID,Liverpool,1.0,0,0,0,0,0.0,274,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,107540,0,2,3,0.0,0,-6143,3165,9308,45,False,0,Arsenal,2022-23
Keane Lewis-Potter,MID,Brentford,0.0,0,0,0,0,0.0,515,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,5970,0,1,5,0.0,0,-921,29,950,52,False,0,Newcastle,2022-23
Kevin De Bruyne,MID,Man City,9.0,1,0,28,1,26.8,301,0.0,0.0,0.0,0.0,97,0,0,6.0,20.8,2022-10-08T14:00:00Z,69,0,0,0,0,10,0,3810220,0,0,4,12.0,6,374026,463177,89151,124,True,0,Southampton,2022-23
Sepp van den Berg,DEF,Liverpool,0.0,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,19628,0,2,3,0.0,0,-812,0,812,40,False,0,Arsenal,2022-23
Joe Gelhardt,FWD,Leeds,0.5,0,0,1,0,0.3,242,0.0,0.0,0.0,0.0,95,0,0,2.0,3.0,2022-10-09T13:00:00Z,6,0,0,0,0,10,0,29044,0,1,2,17.0,1,-747,2054,2801,52,False,0,Crystal Palace,2022-23
Diego Carlos,DEF,Aston Villa,0.0,0,0,0,0,0.0,50,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,24615,0,1,1,0.0,0,-855,83,938,48,False,0,Nott'm Forest,2022-23
Lucas Moura,MID,Spurs,0.0,0,0,0,0,0.0,431,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,14644,0,1,0,0.0,0,-515,109,624,58,False,0,Brighton,2022-23
Ben Mee,DEF,Brentford,3.0,0,0,10,0,0.5,526,0.0,0.0,0.0,0.0,98,3,0,1.8,15.0,2022-10-08T14:00:00Z,70,0,0,0,0,10,0,336793,0,1,5,2.0,1,24945,46116,21171,45,False,0,Newcastle,2022-23
Marquinhos,MID,Arsenal,-0.2,0,0,0,0,0.0,27,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,8586,0,2,3,0.0,0,-134,473,607,47,True,0,Liverpool,2022-23
Daniel James,MID,Fulham,1.7,0,0,4,0,3.4,231,0.0,0.0,0.0,0.0,100,2,0,0.9,0.0,2022-10-09T13:00:00Z,76,0,0,0,0,10,0,16535,0,1,3,9.0,2,-1079,1168,2247,60,False,0,West Ham,2022-23
João Cancelo,DEF,Man City,10.3,1,3,53,1,44.8,306,0.0,0.0,0.0,0.0,97,0,1,15.1,71.0,2022-10-08T14:00:00Z,69,0,0,0,0,10,0,5506710,0,0,4,35.0,18,45432,222535,177103,72,True,0,Southampton,2022-23
Bruno Fernandes,MID,Man Utd,1.5,0,0,10,0,36.6,333,0.0,0.0,0.0,0.0,96,1,0,5.1,8.2,2022-10-09T18:00:00Z,90,0,0,0,0,10,0,227988,0,2,1,6.0,2,-18750,6742,25492,98,False,0,Everton,2022-23
Tyler Adams,MID,Leeds,2.5,0,0,16,0,26.2,506,0.0,0.0,0.0,0.0,95,2,0,4.6,18.2,2022-10-09T13:00:00Z,90,0,0,0,0,10,0,20395,0,1,2,2.0,2,-17,1430,1447,50,False,0,Crystal Palace,2022-23
Ciaran Clark,DEF,Newcastle,0.0,0,0,0,0,0.0,352,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,236,0,1,5,0.0,0,-4,0,4,45,True,0,Brentford,2022-23
Owen Bevan,DEF,Bournemouth,0.0,0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,5298,0,1,2,0.0,0,-487,0,487,40,True,0,Leicester,2022-23
Mark Travers,GK,Bournemouth,-0.5,0,0,0,0,0.0,72,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,43235,0,1,2,0.0,0,-1768,555,2323,44,True,0,Leicester,2022-23
Jordan Zemura,DEF,Bournemouth,3.5,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,28622,0,1,2,0.0,0,9225,12136,2911,44,True,0,Leicester,2022-23
Rob Holding,DEF,Arsenal,-0.5,0,0,0,0,0.0,5,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,12562,0,2,3,0.0,0,-51,640,691,42,True,0,Liverpool,2022-23
Ivan Toney,FWD,Brentford,2.7,0,0,22,0,14.4,80,0.0,0.0,0.0,0.0,98,5,1,9.7,43.4,2022-10-08T14:00:00Z,90,0,0,0,0,10,0,2448031,0,1,5,39.0,5,-118791,212367,331158,73,False,1,Newcastle,2022-23
Pontus Jansson,DEF,Brentford,0.0,0,0,0,0,0.0,78,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,83677,0,1,5,0.0,0,-18213,264,18477,44,False,0,Newcastle,2022-23
Marvelous Nakamba,MID,Aston Villa,0.5,0,0,0,0,0.0,41,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,17779,0,1,1,0.0,0,-758,328,1086,44,False,0,Nott'm Forest,2022-23
Nampalys Mendy,MID,Leicester,0.1,0,0,0,0,0.0,252,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,58500,0,1,2,0.0,0,4344,10080,5736,43,False,0,Bournemouth,2022-23
Fábio Vieira,MID,Arsenal,3.5,0,0,3,0,0.5,25,0.0,0.0,0.0,0.0,91,0,0,0.5,4.4,2022-10-09T15:30:00Z,1,0,0,0,0,10,0,17846,0,2,3,0.0,1,-788,2733,3521,57,True,0,Liverpool,2022-23
Matthew Cox,GK,Brentford,0.0,0,0,0,0,0.0,633,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,1452,0,1,5,0.0,0,1084,1153,69,40,False,0,Newcastle,2022-23
Ryan Fredericks,DEF,Bournemouth,-0.2,0,0,3,0,3.7,59,0.0,0.0,0.0,0.0,92,1,0,0.7,0.8,2022-10-08T14:00:00Z,71,0,0,0,0,10,0,2120,0,1,2,2.0,1,-133,26,159,44,True,1,Leicester,2022-23
Stanley Mills,MID,Everton,0.0,0,0,0,0,0.0,560,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,0,0,0,0,10,0,2821,0,2,1,0.0,0,-14,163,177,44,True,0,Man Utd,2022-23
Cheikhou Kouyaté,MID,Nott'm Forest,0.2,0,0,10,0,1.3,583,0.0,0.0,0.0,0.0,99,1,0,4.5,19.8,2022-10-10T19:00:00Z,90,0,0,0,0,10,0,26908,0,1,1,24.0,2,-2720,1636,4356,45,True,0,Aston Villa,2022-23
Kurt Zouma,DEF,West Ham,3.3,0,0,15,0,0.3,461,0.0,0.0,0.0,0.0,100,1,0,1.3,13.0,2022-10-09T13:00:00Z,90,0,0,0,0,10,0,223136,0,1,3,0.0,2,32295,41227,8932,45,True,0,Fulham,2022-23
Luke Mbete-Tabu,DEF,Man City,0.0,0,0,0,0,0.0,320,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,21483,0,0,4,0.0,0,-3161,0,3161,39,True,0,Southampton,2022-23
Armstrong Oko-Flex,MID,West Ham,0.0,0,0,0,0,0.0,572,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,4146,0,1,3,0.0,0,-247,0,247,44,True,0,Fulham,2022-23
Taiwo Awoniyi,FWD,Nott'm Forest,2.5,0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,70861,0,1,1,0.0,0,-293,7534,7827,58,True,0,Aston Villa,2022-23
Harry Winks,MID,Spurs,0.0,0,0,0,0,0.0,434,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,98866,0,1,0,0.0,0,-6831,0,6831,44,False,0,Brighton,2022-23
Levi Colwill,DEF,Brighton,-0.5,0,0,0,0,0.0,559,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,7662,0,1,0,0.0,0,64,467,403,44,True,0,Spurs,2022-23
Ricardo Pereira,DEF,Leicester,0.0,0,0,0,0,0.0,256,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,2584,0,1,2,0.0,0,-86,27,113,43,False,0,Bournemouth,2022-23
Moussa Djenepo,MID,Southampton,0.0,0,0,3,0,1.1,418,0.0,0.0,0.0,0.0,97,0,0,0.4,3.2,2022-10-08T14:00:00Z,24,0,0,0,0,10,0,9720,0,0,4,0.0,1,-848,287,1135,50,False,0,Man City,2022-23
Morgan Gibbs-White,MID,Nott'm Forest,2.8,1,1,19,0,17.9,493,0.0,0.0,0.0,0.0,99,1,0,5.9,30.0,2022-10-10T19:00:00Z,89,0,0,0,0,10,0,33723,0,1,1,11.0,6,-6896,1147,8043,55,True,0,Aston Villa,2022-23
Mads Bidstrup,MID,Brentford,0.0,0,0,0,0,0.0,99,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,116,0,1,5,0.0,0,-5,0,5,45,False,0,Newcastle,2022-23
Loïc Badé,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,621,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,1625,0,1,1,0.0,0,-14,135,149,45,True,0,Aston Villa,2022-23
Ryan Christie,MID,Bournemouth,3.2,0,2,30,0,3.0,69,0.0,0.0,0.0,0.0,92,1,1,15.7,42.8,2022-10-08T14:00:00Z,90,0,0,0,0,10,0,5584,0,1,2,111.0,9,-286,164,450,53,True,0,Leicester,2022-23
Pervis Estupiñán,DEF,Brighton,0.5,0,0,7,0,6.8,586,0.0,0.0,0.0,0.0,93,1,0,1.6,7.6,2022-10-08T16:30:00Z,66,0,0,0,0,10,0,56342,0,1,0,2.0,2,-1302,5181,6483,45,True,0,Spurs,2022-23
Carney Chukwuemeka,MID,Chelsea,1.0,0,0,3,0,0.1,48,0.0,0.0,0.0,0.0,94,0,0,0.0,0.2,2022-10-08T14:00:00Z,4,0,0,0,0,10,0,61729,0,0,3,0.0,1,-5425,2559,7984,43,True,0,Wolves,2022-23
Matty Cash,DEF,Aston Villa,1.2,0,0,15,0,3.9,43,0.0,0.0,0.0,0.0,99,1,0,1.6,9.6,2022-10-10T19:00:00Z,90,0,0,0,0,10,0,454177,0,1,1,2.0,2,-25100,10201,35301,46,False,0,Nott'm Forest,2022-23
Bernardo Silva,MID,Man City,5.7,0,0,11,1,2.8,311,0.0,0.0,0.0,0.0,97,0,0,1.2,4.8,2022-10-08T14:00:00Z,77,0,0,0,0,10,0,1319418,0,0,4,4.0,3,-83437,82900,166337,70,True,0,Southampton,2022-23
Javier Manquillo,DEF,Newcastle,0.0,0,0,0,0,0.0,363,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,6023,0,1,5,0.0,0,-89,178,267,43,True,0,Brentford,2022-23
Bertrand Traoré,MID,Aston Villa,0.0,0,0,0,0,0.0,34,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,0,0,0,0,10,0,6572,0,1,1,0.0,0,-295,0,295,49,False,0,Nott'm Forest,2022-23
Bobby Clark,MID,Liverpool,0.5,0,0,0,0,0.0,584,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,1059,0,2,3,0.0,0,0,70,70,45,False,0,Arsenal,2022-23
Raphaël Varane,DEF,Man Utd,0.4,0,0,4,0,0.0,329,0.0,0.0,0.0,0.0,96,0,0,0.8,8.0,2022-10-09T18:00:00Z,1,0,0,0,0,10,0,304647,0,2,1,0.0,1,-55921,7190,63111,48,False,0,Everton,2022-23
Cody Drameh,DEF,Leeds,0.0,0,0,0,0,0.0,547,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,17145,0,1,2,0.0,0,-47,747,794,40,False,0,Crystal Palace,2022-23
Vitalii Mykolenko,DEF,Everton,3.0,0,0,16,0,12.9,194,0.0,0.0,0.0,0.0,96,2,0,3.1,16.2,2022-10-09T18:00:00Z,90,0,0,0,0,10,0,58440,0,2,1,2.0,1,1583,7912,6329,45,True,0,Man Utd,2022-23
Kyle Walker,DEF,Man City,0.0,0,0,0,0,0.0,299,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,581409,0,0,4,0.0,0,-249993,10015,260008,50,True,0,Southampton,2022-23
Scott Carson,GK,Man City,1.0,0,0,0,0,0.0,502,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,24123,0,0,4,0.0,0,-2624,464,3088,39,True,0,Southampton,2022-23
Dominic Solanke,FWD,Bournemouth,3.5,2,0,17,0,11.2,66,0.0,0.0,0.0,0.0,92,1,0,5.5,15.4,2022-10-08T14:00:00Z,90,0,0,0,0,10,0,159908,0,1,2,28.0,8,31439,47368,15929,57,True,0,Leicester,2022-23
Vitaly Janelt,MID,Brentford,2.0,0,0,5,0,5.6,86,0.0,0.0,0.0,0.0,98,3,0,1.2,6.0,2022-10-08T14:00:00Z,45,0,0,0,0,10,0,17390,0,1,5,0.0,1,-2412,1324,3736,55,False,0,Newcastle,2022-23
Robert Sánchez,GK,Brighton,1.5,0,0,14,0,0.0,113,0.0,0.0,0.0,0.0,93,1,0,1.3,12.6,2022-10-08T16:30:00Z,90,0,0,0,0,10,2,1603142,0,1,0,0.0,2,-18395,41177,59572,47,True,0,Spurs,2022-23
Edouard Mendy,GK,Chelsea,0.5,0,0,0,0,0.0,147,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,1136298,0,0,3,0.0,0,-101147,17416,118563,49,True,0,Wolves,2022-23
Luke Ayling,DEF,Leeds,1.0,0,0,4,0,0.0,222,0.0,0.0,0.0,0.0,95,0,0,0.1,1.0,2022-10-09T13:00:00Z,6,0,0,0,0,10,0,7631,0,1,2,0.0,1,732,1671,939,45,False,0,Crystal Palace,2022-23
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,339,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,0,0,0,0,10,0,59101,0,2,1,0.0,0,-4048,0,4048,40,False,0,Everton,2022-23
Hugo Bueno,DEF,Wolves,-0.5,0,0,0,0,0.0,558,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,73743,0,0,3,0.0,0,-1202,1285,2487,40,False,0,Chelsea,2022-23
Lewis Warrington,MID,Everton,0.0,0,0,0,0,0.0,561,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,0,0,0,0,10,0,10774,0,2,1,0.0,0,-819,0,819,44,True,0,Man Utd,2022-23
Pierre-Emile Højbjerg,MID,Spurs,3.8,0,0,15,1,18.6,433,0.0,0.0,0.0,0.0,93,0,0,4.1,20.8,2022-10-08T16:30:00Z,90,0,0,0,0,10,0,310805,0,1,0,2.0,3,-12356,29904,42260,55,False,0,Brighton,2022-23
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,601,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,1658,0,1,2,0.0,0,73,294,221,45,True,0,Leeds,2022-23
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,172,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,1512,0,1,2,0.0,0,-72,0,72,45,True,0,Leeds,2022-23
Jairo Riedewald,MID,Crystal Palace,0.0,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,5627,0,1,2,0.0,0,-287,149,436,44,True,0,Leeds,2022-23
Declan Rice,MID,West Ham,2.0,0,0,20,0,4.9,467,0.0,0.0,0.0,0.0,100,1,0,2.4,16.6,2022-10-09T13:00:00Z,90,0,0,0,0,10,0,449519,0,1,3,2.0,2,-14206,17078,31284,49,True,0,Fulham,2022-23
Daniel Amartey,DEF,Leicester,0.5,0,0,3,0,1.2,257,0.0,0.0,0.0,0.0,92,2,0,0.5,4.2,2022-10-08T14:00:00Z,23,0,0,0,0,10,0,20857,0,1,2,0.0,0,-512,635,1147,43,False,0,Bournemouth,2022-23
Anthony Gordon,MID,Everton,1.3,0,0,3,0,0.7,195,0.0,0.0,0.0,0.0,96,2,0,0.8,4.8,2022-10-09T18:00:00Z,66,0,0,0,0,10,0,397153,0,2,1,2.0,1,-104421,14359,118780,55,True,1,Man Utd,2022-23
David Raya,GK,Brentford,2.7,0,0,11,0,0.0,81,0.0,0.0,0.0,0.0,98,5,0,1.0,10.4,2022-10-08T14:00:00Z,90,0,0,0,0,10,2,743449,0,1,5,0.0,0,14472,45925,31453,45,False,0,Newcastle,2022-23
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,447,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,4542,0,1,0,0.0,0,-206,0,206,45,False,0,Brighton,2022-23
Aaron Hickey,DEF,Brentford,1.3,1,0,14,0,1.6,510,0.0,0.0,0.0,0.0,98,4,0,2.2,14.2,2022-10-08T14:00:00Z,82,0,0,0,0,10,0,41162,0,1,5,6.0,3,-2959,1819,4778,50,False,0,Newcastle,2022-23
Rúben Vinagre,DEF,Everton,0.0,0,0,0,0,0.0,531,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2022-10-09T18:00:00Z,0,0,0,0,0,10,0,5389,0,2,1,0.0,0,-121,99,220,43,True,0,Man Utd,2022-23
Sammy Braybrooke,MID,Leicester,1.7,0,0,0,0,0.0,639,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,0,0,1,2,0.0,0,0,0,0,45,False,0,Bournemouth,2022-23
Solly March,MID,Brighton,3.5,0,0,8,0,15.7,107,0.0,0.0,0.0,0.0,93,1,0,2.9,3.8,2022-10-08T16:30:00Z,90,0,0,0,0,10,0,53388,0,1,0,9.0,2,12117,16835,4718,50,True,0,Spurs,2022-23
Dwight Gayle,FWD,Newcastle,0.0,0,0,0,0,0.0,361,0.0,0.0,0.0,0.0,98,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,7421,0,1,5,0.0,0,-360,0,360,45,True,0,Brentford,2022-23
Brenden Aaronson,MID,Leeds,4.0,1,0,10,0,9.7,246,0.0,0.0,0.0,0.0,95,1,0,1.8,0.0,2022-10-09T13:00:00Z,75,0,0,0,0,10,0,142662,0,1,2,10.0,5,-15180,3642,18822,55,False,0,Crystal Palace,2022-23
Danny Ward,GK,Leicester,3.5,0,0,17,0,0.0,254,0.0,0.0,0.0,0.0,92,2,0,2.0,20.2,2022-10-08T14:00:00Z,90,0,0,0,0,10,2,2762134,0,1,2,0.0,1,42678,82390,39712,41,False,0,Bournemouth,2022-23
Joachim Andersen,DEF,Crystal Palace,0.8,0,0,6,0,0.1,165,0.0,0.0,0.0,0.0,95,1,0,4.3,16.4,2022-10-09T13:00:00Z,90,0,0,0,0,10,0,248865,0,1,2,26.0,2,-36034,6948,42982,45,True,0,Leeds,2022-23
Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,6280,0,1,0,0.0,0,-212,0,212,40,True,0,Spurs,2022-23
Jack Stephens,DEF,Bournemouth,-0.2,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,4927,0,1,2,0.0,0,23,267,244,43,True,0,Leicester,2022-23
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,593,0,1,2,0.0,0,-119,27,146,48,True,0,Leeds,2022-23
Wilfred Ndidi,MID,Leicester,0.0,0,0,0,0,0.0,265,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,27579,0,1,2,0.0,0,-3428,208,3636,48,False,0,Bournemouth,2022-23
Ederson,GK,Man City,5.7,0,0,25,1,0.0,307,0.0,0.0,0.0,0.0,97,0,0,0.5,5.2,2022-10-08T14:00:00Z,90,0,0,0,0,10,0,1640262,0,0,4,0.0,6,-64282,57960,122242,55,True,0,Southampton,2022-23
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,456,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,7458,0,1,3,0.0,0,-181,197,378,44,True,0,Fulham,2022-23
Jarrod Bowen,MID,West Ham,7.7,0,0,21,0,22.3,465,0.0,0.0,0.0,0.0,100,1,1,16.3,43.0,2022-10-09T13:00:00Z,90,0,0,0,0,10,0,509766,0,1,3,98.0,7,112580,134653,22073,81,True,0,Fulham,2022-23
Matija Šarkić,GK,Wolves,-0.5,0,0,0,0,0.0,492,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,179929,0,0,3,0.0,0,-2917,1181,4098,40,False,0,Chelsea,2022-23
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2022-10-08T14:00:00Z,0,0,0,0,0,10,0,4090,0,0,3,0.0,0,-108,0,108,50,True,0,Wolves,2022-23
Anthony Knockaert,MID,Fulham,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,0,0,0,0,10,0,3072,0,1,3,0.0,0,-60,157,217,47,False,0,West Ham,2022-23
Joe Rodon,DEF,Spurs,0.0,0,0,0,0,0.0,442,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,0,0,0,0,10,0,5036,0,1,0,0.0,0,-168,0,168,40,False,0,Brighton,2022-23
Anthony Martial,FWD,Man Utd,7.0,1,0,16,0,14.3,345,0.0,0.0,0.0,0.0,96,1,0,3.3,16.6,2022-10-09T18:00:00Z,28,0,0,0,0,10,0,214579,0,2,1,2.0,4,155849,163803,7954,69,False,0,Everton,2022-23
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,499,0.0,0.0,0.0,0.0,91,0,0,0.0,0.0,2022-10-09T15:30:00Z,0,0,0,0,0,10,0,531,0,2,3,0.0,0,-7,0,7,40,False,0,Arsenal,2022-23
