code,provisional_start_time,minutes,kickoff_time,finished,started,team_a_difficulty,finished_provisional,pulse_id,team_a_score,away_team,stats,team_h_difficulty,id,event,home_team,team_h_score
2292898,false,90,2022-10-01T14:00:00Z,true,true,2,true,74999,2,Everton,"[{identifier:goals_scored,a:[{value:1,element:475},{value:1,element:534}],h:[{value:1,element:512}]},{identifier:assists,a:[{value:1,element:186},{value:1,element:577}],h:[{value:1,element:411}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:182},{value:1,element:611}],h:[{value:1,element:21},{value:1,element:405}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:5,element:182}],h:[{value:3,element:422}]},{identifier:bonus,a:[{value:3,element:534},{value:1,element:475}],h:[{value:2,element:512}]},{identifier:bps,a:[{value:37,element:534},{value:23,element:475},{value:20,element:186},{value:19,element:182},{value:16,element:194},{value:15,element:178},{value:15,element:577},{value:15,element:611},{value:12,element:199},{value:3,element:185},{value:3,element:189},{value:3,element:190},{value:3,element:195}],h:[{value:31,element:512},{value:20,element:407},{value:17,element:422},{value:12,element:405},{value:11,element:411},{value:11,element:623},{value:10,element:423},{value:6,element:409},{value:6,element:528},{value:4,element:622},{value:3,element:406},{value:3,element:417},{value:3,element:624},{value:2,element:408},{value:1,element:21}]}]",2,89,9,Southampton,1
2292899,false,90,2022-10-01T16:30:00Z,true,true,3,true,75000,0,Wolves,"[{identifier:goals_scored,a:[],h:[{value:1,element:465},{value:1,element:529}]},{identifier:assists,a:[],h:[{value:1,element:465},{value:1,element:588}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:480},{value:1,element:503}],h:[{value:1,element:457},{value:1,element:467}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:3,element:478}],h:[{value:4,element:455}]},{identifier:bonus,a:[],h:[{value:3,element:465},{value:2,element:529},{value:1,element:588}]},{identifier:bps,a:[{value:15,element:484},{value:14,element:477},{value:14,element:482},{value:14,element:589},{value:13,element:478},{value:13,element:487},{value:11,element:503},{value:9,element:480},{value:5,element:483},{value:5,element:629},{value:4,element:491},{value:3,element:568},{value:2,element:486},{value:1,element:579}],h:[{value:36,element:465},{value:34,element:529},{value:32,element:588},{value:28,element:455},{value:21,element:457},{value:21,element:461},{value:20,element:459},{value:19,element:467},{value:11,element:468},{value:7,element:603},{value:5,element:469},{value:3,element:545},{value:2,element:575}]}]",2,90,9,West Ham,2
2292897,false,90,2022-10-02T13:00:00Z,true,true,5,true,74998,3,Man Utd,"[{identifier:goals_scored,a:[{value:2,element:345},{value:1,element:609}],h:[{value:3,element:314},{value:3,element:318}]},{identifier:assists,a:[{value:1,element:331},{value:1,element:519}],h:[{value:2,element:301},{value:2,element:318},{value:1,element:311},{value:1,element:587}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:333},{value:1,element:342},{value:1,element:504}],h:[]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:3,element:327}],h:[{value:5,element:307}]},{identifier:bonus,a:[{value:1,element:345}],h:[{value:3,element:318},{value:2,element:314}]},{identifier:bps,a:[{value:50,element:345},{value:27,element:609},{value:22,element:519},{value:16,element:533},{value:14,element:331},{value:12,element:327},{value:12,element:337},{value:11,element:342},{value:10,element:338},{value:5,element:340},{value:4,element:335},{value:3,element:329},{value:3,element:333},{value:2,element:332},{value:2,element:504},{value:1,element:593}],h:[{value:102,element:318},{value:64,element:314},{value:33,element:301},{value:23,element:307},{value:22,element:311},{value:19,element:610},{value:15,element:300},{value:15,element:305},{value:15,element:587},{value:12,element:308},{value:11,element:306},{value:5,element:303},{value:5,element:316},{value:4,element:319},{value:2,element:299},{value:2,element:309}]}]",3,88,9,Man City,6
2292894,false,90,2022-10-02T15:30:00Z,true,true,2,true,74995,0,Aston Villa,"[{identifier:goals_scored,a:[],h:[]},{identifier:assists,a:[],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:45},{value:1,element:525}],h:[{value:1,element:225},{value:1,element:230},{value:1,element:245}]},{identifier:red_cards,a:[],h:[{value:1,element:508}]},{identifier:saves,a:[{value:1,element:31}],h:[{value:6,element:238}]},{identifier:bonus,a:[{value:2,element:538},{value:1,element:46}],h:[{value:3,element:238}]},{identifier:bps,a:[{value:33,element:538},{value:25,element:46},{value:24,element:31},{value:21,element:39},{value:17,element:44},{value:11,element:37},{value:11,element:410},{value:9,element:29},{value:9,element:47},{value:5,element:42},{value:4,element:30},{value:2,element:45},{value:-1,element:525},{value:-4,element:40}],h:[{value:34,element:238},{value:23,element:221},{value:19,element:230},{value:19,element:235},{value:19,element:244},{value:11,element:506},{value:9,element:239},{value:7,element:245},{value:5,element:246},{value:4,element:222},{value:3,element:227},{value:3,element:233},{value:3,element:240},{value:1,element:225},{value:-1,element:508}]}]",2,85,9,Leeds,0
2292895,false,90,2022-10-03T19:00:00Z,true,true,3,true,74996,0,Nott'm Forest,"[{identifier:goals_scored,a:[],h:[{value:2,element:261},{value:1,element:264},{value:1,element:271}]},{identifier:assists,a:[],h:[{value:1,element:255},{value:1,element:261},{value:1,element:266}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:295},{value:1,element:379},{value:1,element:527},{value:1,element:583}],h:[{value:1,element:261},{value:1,element:269}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:398}],h:[{value:3,element:254}]},{identifier:bonus,a:[],h:[{value:3,element:261},{value:2,element:258},{value:1,element:254}]},{identifier:bps,a:[{value:17,element:385},{value:16,element:398},{value:14,element:602},{value:12,element:379},{value:11,element:582},{value:10,element:493},{value:6,element:295},{value:6,element:524},{value:5,element:394},{value:5,element:628},{value:4,element:585},{value:3,element:536},{value:3,element:583},{value:2,element:387},{value:1,element:527},{value:-3,element:397}],h:[{value:62,element:261},{value:28,element:258},{value:26,element:254},{value:25,element:264},{value:25,element:271},{value:24,element:612},{value:22,element:249},{value:21,element:268},{value:15,element:259},{value:15,element:266},{value:7,element:269},{value:6,element:255},{value:4,element:265},{value:3,element:251},{value:3,element:549}]}]",2,86,9,Leicester,4
2292900,false,90,2022-10-08T14:00:00Z,true,true,2,true,75002,1,Leicester,"[{identifier:goals_scored,a:[{value:1,element:271}],h:[{value:1,element:69},{value:1,element:70}]},{identifier:assists,a:[],h:[{value:2,element:66}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:261},{value:1,element:269}],h:[{value:1,element:59}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:2,element:254}],h:[{value:4,element:574}]},{identifier:bonus,a:[{value:1,element:258}],h:[{value:3,element:70},{value:2,element:69}]},{identifier:bps,a:[{value:26,element:258},{value:25,element:271},{value:21,element:612},{value:17,element:254},{value:17,element:268},{value:15,element:249},{value:15,element:269},{value:14,element:266},{value:13,element:259},{value:8,element:264},{value:6,element:261},{value:5,element:260},{value:3,element:257},{value:3,element:262},{value:1,element:255}],h:[{value:31,element:70},{value:30,element:69},{value:17,element:66},{value:17,element:574},{value:17,element:576},{value:16,element:71},{value:14,element:57},{value:14,element:67},{value:13,element:64},{value:8,element:535},{value:4,element:62},{value:3,element:59},{value:3,element:65},{value:1,element:75}]}]",3,92,10,Bournemouth,2
2292903,false,90,2022-10-08T14:00:00Z,true,true,4,true,75004,0,Wolves,"[{identifier:goals_scored,a:[],h:[{value:1,element:140},{value:1,element:145},{value:1,element:150}]},{identifier:assists,a:[],h:[{value:2,element:142},{value:1,element:132}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[],h:[{value:1,element:127},{value:1,element:130}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:478}],h:[{value:2,element:133}]},{identifier:bonus,a:[],h:[{value:3,element:142},{value:2,element:520},{value:1,element:112}]},{identifier:bps,a:[{value:23,element:503},{value:20,element:478},{value:14,element:489},{value:13,element:482},{value:12,element:589},{value:9,element:484},{value:9,element:491},{value:7,element:477},{value:6,element:579},{value:4,element:566},{value:3,element:487},{value:1,element:481},{value:1,element:625},{value:-1,element:483},{value:-1,element:568}],h:[{value:38,element:142},{value:32,element:520},{value:29,element:112},{value:27,element:127},{value:27,element:141},{value:27,element:150},{value:26,element:133},{value:25,element:140},{value:22,element:148},{value:20,element:145},{value:13,element:136},{value:12,element:130},{value:12,element:132},{value:3,element:48},{value:3,element:135},{value:2,element:146}]}]",2,94,10,Chelsea,3
2292906,false,90,2022-10-08T14:00:00Z,true,true,5,true,75007,0,Southampton,"[{identifier:goals_scored,a:[],h:[{value:1,element:303},{value:1,element:306},{value:1,element:314},{value:1,element:318}]},{identifier:assists,a:[],h:[{value:1,element:301},{value:1,element:306},{value:1,element:314},{value:1,element:315}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:409}],h:[]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:422}],h:[]},{identifier:bonus,a:[],h:[{value:3,element:306},{value:2,element:314},{value:1,element:610}]},{identifier:bps,a:[{value:17,element:422},{value:16,element:423},{value:15,element:420},{value:14,element:407},{value:11,element:416},{value:9,element:409},{value:9,element:417},{value:8,element:512},{value:6,element:411},{value:4,element:408},{value:3,element:418},{value:2,element:405},{value:2,element:528},{value:2,element:622},{value:1,element:406}],h:[{value:53,element:306},{value:34,element:314},{value:31,element:610},{value:28,element:301},{value:28,element:303},{value:28,element:308},{value:27,element:315},{value:25,element:307},{value:24,element:312},{value:23,element:318},{value:11,element:311},{value:4,element:305},{value:3,element:316},{value:3,element:319},{value:3,element:573},{value:2,element:587}]}]",2,97,10,Man City,4
2292907,false,90,2022-10-08T14:00:00Z,true,true,4,true,75008,1,Brentford,"[{identifier:goals_scored,a:[{value:1,element:80}],h:[{value:2,element:374},{value:1,element:365},{value:1,element:369}]},{identifier:assists,a:[{value:1,element:510}],h:[{value:1,element:356},{value:1,element:357},{value:1,element:371}]},{identifier:own_goals,a:[{value:1,element:92}],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:80}],h:[]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:2,element:81}],h:[{value:2,element:376}]},{identifier:bonus,a:[],h:[{value:3,element:374},{value:2,element:357},{value:1,element:365}]},{identifier:bps,a:[{value:22,element:80},{value:14,element:510},{value:12,element:84},{value:12,element:88},{value:11,element:81},{value:10,element:526},{value:9,element:85},{value:9,element:94},{value:7,element:83},{value:5,element:86},{value:4,element:93},{value:4,element:95},{value:3,element:87},{value:3,element:92},{value:2,element:580},{value:1,element:89}],h:[{value:49,element:374},{value:27,element:357},{value:26,element:365},{value:25,element:369},{value:22,element:377},{value:14,element:356},{value:13,element:376},{value:11,element:371},{value:10,element:366},{value:8,element:373},{value:7,element:358},{value:6,element:370},{value:5,element:368},{value:3,element:354},{value:3,element:552},{value:2,element:367}]}]",3,98,10,Newcastle,5
2292902,false,90,2022-10-08T16:30:00Z,true,true,3,true,75003,1,Spurs,"[{identifier:goals_scored,a:[{value:1,element:427}],h:[]},{identifier:assists,a:[{value:1,element:428}],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:427},{value:1,element:444}],h:[{value:1,element:109}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:425}],h:[{value:2,element:113}]},{identifier:bonus,a:[{value:3,element:425},{value:2,element:427},{value:2,element:443}],h:[]},{identifier:bps,a:[{value:31,element:425},{value:28,element:427},{value:28,element:443},{value:26,element:430},{value:26,element:432},{value:25,element:436},{value:22,element:428},{value:20,element:429},{value:15,element:433},{value:11,element:444},{value:8,element:440},{value:4,element:454},{value:3,element:441}],h:[{value:21,element:108},{value:17,element:116},{value:16,element:120},{value:15,element:104},{value:15,element:106},{value:14,element:113},{value:8,element:101},{value:8,element:107},{value:8,element:109},{value:7,element:111},{value:7,element:586},{value:3,element:103},{value:3,element:114},{value:3,element:149},{value:2,element:124}]}]",3,93,10,Brighton,0
2292904,false,90,2022-10-09T13:00:00Z,true,true,2,true,75005,1,Leeds,"[{identifier:goals_scored,a:[{value:1,element:235}],h:[{value:1,element:166},{value:1,element:169}]},{identifier:assists,a:[{value:1,element:246}],h:[{value:1,element:160},{value:1,element:171}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:230},{value:1,element:235},{value:1,element:244}],h:[{value:1,element:167},{value:1,element:171},{value:1,element:514}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:3,element:238}],h:[{value:3,element:152}]},{identifier:bonus,a:[],h:[{value:3,element:169},{value:2,element:166},{value:1,element:171}]},{identifier:bps,a:[{value:18,element:235},{value:16,element:506},{value:15,element:238},{value:11,element:221},{value:10,element:225},{value:10,element:246},{value:8,element:245},{value:7,element:233},{value:6,element:230},{value:6,element:244},{value:4,element:222},{value:3,element:223},{value:3,element:240},{value:1,element:242}],h:[{value:39,element:169},{value:27,element:166},{value:20,element:171},{value:16,element:152},{value:13,element:156},{value:10,element:161},{value:10,element:167},{value:9,element:160},{value:6,element:165},{value:6,element:514},{value:5,element:163},{value:3,element:159},{value:3,element:170},{value:1,element:158},{value:1,element:168}]}]",2,95,10,Crystal Palace,2
2292909,false,90,2022-10-09T13:00:00Z,true,true,3,true,75010,1,Fulham,"[{identifier:goals_scored,a:[{value:1,element:346}],h:[{value:1,element:458},{value:1,element:465},{value:1,element:529}]},{identifier:assists,a:[{value:1,element:204}],h:[{value:1,element:459},{value:1,element:603}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:211},{value:1,element:346},{value:1,element:618}],h:[{value:1,element:588}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:5,element:2}],h:[{value:1,element:455}]},{identifier:bonus,a:[],h:[{value:3,element:458},{value:3,element:529},{value:3,element:603}]},{identifier:bps,a:[{value:20,element:209},{value:20,element:346},{value:17,element:2},{value:16,element:204},{value:15,element:217},{value:14,element:205},{value:11,element:201},{value:11,element:211},{value:10,element:220},{value:4,element:231},{value:3,element:105},{value:3,element:200},{value:2,element:212},{value:1,element:216},{value:-2,element:618}],h:[{value:24,element:458},{value:24,element:529},{value:24,element:603},{value:22,element:459},{value:21,element:465},{value:20,element:457},{value:20,element:467},{value:17,element:468},{value:15,element:461},{value:12,element:469},{value:10,element:455},{value:8,element:588},{value:3,element:509},{value:1,element:545}]}]",2,100,10,West Ham,3
2292901,false,90,2022-10-09T15:30:00Z,true,true,4,true,75001,2,Liverpool,"[{identifier:goals_scored,a:[{value:1,element:279},{value:1,element:297}],h:[{value:2,element:13},{value:1,element:19}]},{identifier:assists,a:[{value:1,element:288},{value:1,element:293}],h:[{value:1,element:7},{value:1,element:19},{value:1,element:28}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:286},{value:1,element:293}],h:[{value:1,element:7}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:281}],h:[{value:2,element:15}]},{identifier:bonus,a:[{value:1,element:279}],h:[{value:3,element:13},{value:2,element:19}]},{identifier:bps,a:[{value:28,element:279},{value:21,element:281},{value:21,element:297},{value:16,element:276},{value:15,element:288},{value:13,element:280},{value:12,element:292},{value:11,element:275},{value:7,element:293},{value:5,element:283},{value:5,element:286},{value:4,element:285},{value:3,element:277},{value:3,element:294},{value:2,element:290},{value:1,element:282}],h:[{value:44,element:13},{value:36,element:19},{value:17,element:6},{value:17,element:14},{value:16,element:7},{value:16,element:16},{value:15,element:15},{value:14,element:26},{value:12,element:28},{value:8,element:3},{value:7,element:10},{value:3,element:8},{value:3,element:25},{value:2,element:11}]}]",4,91,10,Arsenal,3
2292905,false,90,2022-10-09T18:00:00Z,true,true,2,true,75006,2,Man Utd,"[{identifier:goals_scored,a:[{value:1,element:326},{value:1,element:609}],h:[{value:1,element:186}]},{identifier:assists,a:[{value:1,element:345},{value:1,element:593}],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:338}],h:[{value:1,element:195},{value:1,element:577}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:1,element:327}],h:[{value:2,element:182}]},{identifier:bonus,a:[{value:3,element:326},{value:1,element:609}],h:[{value:2,element:186}]},{identifier:bps,a:[{value:34,element:326},{value:28,element:609},{value:21,element:593},{value:17,element:337},{value:16,element:345},{value:14,element:327},{value:14,element:335},{value:13,element:332},{value:13,element:342},{value:13,element:519},{value:11,element:533},{value:10,element:333},{value:4,element:329},{value:-1,element:338}],h:[{value:33,element:186},{value:16,element:194},{value:14,element:475},{value:13,element:178},{value:13,element:199},{value:12,element:182},{value:10,element:189},{value:6,element:110},{value:6,element:611},{value:4,element:534},{value:3,element:177},{value:3,element:191},{value:3,element:195},{value:2,element:577},{value:1,element:570}]}]",3,96,10,Everton,1
2292908,false,90,2022-10-10T19:00:00Z,true,true,2,true,75009,1,Aston Villa,"[{identifier:goals_scored,a:[{value:1,element:538}],h:[{value:1,element:585}]},{identifier:assists,a:[],h:[{value:1,element:493}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:37},{value:1,element:44},{value:1,element:47}],h:[{value:1,element:379},{value:1,element:387},{value:1,element:628}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:2,element:31}],h:[{value:1,element:398}]},{identifier:bonus,a:[{value:3,element:538}],h:[{value:2,element:585},{value:1,element:493}]},{identifier:bps,a:[{value:25,element:538},{value:15,element:43},{value:14,element:42},{value:14,element:46},{value:13,element:39},{value:12,element:31},{value:11,element:44},{value:11,element:47},{value:6,element:29},{value:5,element:37},{value:3,element:54},{value:3,element:479},{value:2,element:30},{value:-3,element:40}],h:[{value:23,element:585},{value:19,element:493},{value:17,element:385},{value:11,element:398},{value:10,element:582},{value:10,element:583},{value:7,element:295},{value:7,element:387},{value:7,element:523},{value:6,element:394},{value:5,element:379},{value:3,element:524},{value:2,element:391},{value:2,element:628}]}]",2,99,10,Nott'm Forest,1
2292911,false,90,2022-10-14T19:00:00Z,true,true,3,true,75012,0,Brighton,"[{identifier:goals_scored,a:[],h:[{value:2,element:80}]},{identifier:assists,a:[],h:[{value:1,element:93}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:120}],h:[{value:1,element:80},{value:1,element:88},{value:1,element:94}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[],h:[{value:7,element:81}]},{identifier:bonus,a:[],h:[{value:3,element:80},{value:2,element:81},{value:1,element:92}]},{identifier:bps,a:[{value:15,element:116},{value:13,element:106},{value:12,element:111},{value:11,element:108},{value:11,element:124},{value:10,element:107},{value:10,element:120},{value:10,element:586},{value:8,element:104},{value:8,element:109},{value:8,element:113},{value:6,element:101},{value:1,element:123}],h:[{value:54,element:80},{value:36,element:81},{value:25,element:92},{value:23,element:526},{value:20,element:85},{value:19,element:84},{value:14,element:93},{value:9,element:86},{value:5,element:82},{value:5,element:89},{value:4,element:90},{value:3,element:83},{value:3,element:87},{value:3,element:88},{value:3,element:95}]}]",3,102,11,Brentford,2
2292914,false,90,2022-10-15T11:30:00Z,true,true,3,true,75015,0,Crystal Palace,"[{identifier:goals_scored,a:[],h:[]},{identifier:assists,a:[],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:165},{value:1,element:514}],h:[{value:1,element:255},{value:1,element:261}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:6,element:152}],h:[{value:1,element:254}]},{identifier:bonus,a:[{value:3,element:152},{value:2,element:156},{value:1,element:167}],h:[]},{identifier:bps,a:[{value:39,element:152},{value:31,element:156},{value:28,element:167},{value:21,element:165},{value:14,element:169},{value:10,element:159},{value:7,element:170},{value:5,element:160},{value:4,element:164},{value:3,element:161},{value:3,element:166},{value:3,element:514},{value:2,element:158},{value:2,element:168},{value:1,element:171}],h:[{value:27,element:612},{value:25,element:257},{value:22,element:254},{value:22,element:268},{value:21,element:258},{value:15,element:269},{value:14,element:259},{value:11,element:266},{value:9,element:271},{value:6,element:549},{value:3,element:252},{value:3,element:262},{value:2,element:261},{value:-2,element:255}]}]",2,105,11,Leicester,0
2292912,false,90,2022-10-15T14:00:00Z,true,true,2,true,75013,2,Bournemouth,"[{identifier:goals_scored,a:[{value:1,element:64},{value:1,element:66}],h:[{value:1,element:210},{value:1,element:470}]},{identifier:assists,a:[{value:1,element:66},{value:1,element:70}],h:[{value:1,element:346}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[],h:[{value:1,element:201},{value:1,element:205}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:2,element:574}],h:[{value:4,element:2}]},{identifier:bonus,a:[{value:3,element:66}],h:[{value:2,element:470},{value:1,element:210}]},{identifier:bps,a:[{value:36,element:66},{value:23,element:64},{value:23,element:70},{value:18,element:67},{value:13,element:574},{value:12,element:576},{value:11,element:71},{value:10,element:69},{value:8,element:59},{value:7,element:57},{value:7,element:535},{value:4,element:76},{value:3,element:62},{value:3,element:65},{value:2,element:75}],h:[{value:28,element:470},{value:26,element:210},{value:18,element:2},{value:18,element:201},{value:15,element:217},{value:15,element:346},{value:11,element:205},{value:10,element:220},{value:8,element:211},{value:7,element:200},{value:6,element:204},{value:5,element:614},{value:5,element:618},{value:4,element:231},{value:2,element:212}]}]",2,103,11,Fulham,2
2292919,false,90,2022-10-15T14:00:00Z,true,true,2,true,75020,0,Nott'm Forest,"[{identifier:goals_scored,a:[],h:[{value:1,element:480}]},{identifier:assists,a:[],h:[{value:1,element:491}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[{value:1,element:478}]},{identifier:penalties_missed,a:[{value:1,element:394}],h:[]},{identifier:yellow_cards,a:[{value:1,element:385},{value:1,element:585}],h:[{value:1,element:483},{value:1,element:566}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:1,element:398}],h:[{value:2,element:478}]},{identifier:bonus,a:[],h:[{value:3,element:478},{value:2,element:480},{value:1,element:489}]},{identifier:bps,a:[{value:12,element:379},{value:12,element:398},{value:12,element:582},{value:9,element:387},{value:8,element:385},{value:8,element:493},{value:5,element:583},{value:4,element:295},{value:4,element:523},{value:4,element:527},{value:3,element:391},{value:3,element:397},{value:2,element:536},{value:-2,element:394}],h:[{value:39,element:478},{value:31,element:480},{value:30,element:489},{value:25,element:484},{value:21,element:477},{value:21,element:491},{value:16,element:487},{value:12,element:503},{value:7,element:483},{value:4,element:558},{value:4,element:629},{value:3,element:482},{value:2,element:481},{value:2,element:625},{value:-1,element:566},{value:-1,element:589}]}]",2,110,11,Wolves,1
2292918,false,90,2022-10-15T16:30:00Z,true,true,4,true,75019,0,Everton,"[{identifier:goals_scored,a:[],h:[{value:1,element:427},{value:1,element:433}]},{identifier:assists,a:[],h:[{value:1,element:440}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:110},{value:1,element:194},{value:1,element:534},{value:1,element:611}],h:[{value:1,element:440}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:5,element:182}],h:[]},{identifier:bonus,a:[],h:[{value:3,element:427},{value:2,element:448},{value:1,element:433}]},{identifier:bps,a:[{value:21,element:475},{value:16,element:199},{value:14,element:182},{value:11,element:611},{value:10,element:577},{value:9,element:178},{value:9,element:194},{value:7,element:186},{value:7,element:534},{value:5,element:570},{value:3,element:189},{value:2,element:110},{value:2,element:177},{value:2,element:191}],h:[{value:37,element:427},{value:31,element:448},{value:26,element:433},{value:24,element:430},{value:23,element:432},{value:22,element:429},{value:22,element:443},{value:20,element:425},{value:15,element:428},{value:15,element:440},{value:6,element:444},{value:4,element:435},{value:3,element:431},{value:3,element:441},{value:3,element:522}]}]",2,109,11,Spurs,2
2292910,false,90,2022-10-16T13:00:00Z,true,true,2,true,75011,2,Chelsea,"[{identifier:goals_scored,a:[{value:2,element:142}],h:[]},{identifier:assists,a:[],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:139},{value:1,element:142},{value:1,element:520}],h:[]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:7,element:133}],h:[{value:2,element:31}]},{identifier:bonus,a:[{value:3,element:142},{value:2,element:133},{value:1,element:128}],h:[]},{identifier:bps,a:[{value:47,element:142},{value:37,element:133},{value:28,element:128},{value:25,element:141},{value:18,element:139},{value:12,element:132},{value:11,element:520},{value:10,element:136},{value:9,element:112},{value:9,element:127},{value:3,element:130},{value:3,element:145},{value:3,element:150},{value:2,element:617},{value:-1,element:148},{value:-2,element:304}],h:[{value:17,element:31},{value:15,element:43},{value:13,element:44},{value:13,element:538},{value:11,element:39},{value:10,element:45},{value:10,element:46},{value:8,element:47},{value:4,element:29},{value:4,element:37},{value:3,element:479},{value:2,element:42},{value:-1,element:40}]}]",3,101,11,Aston Villa,0
