code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,stats,away_team,team_a_difficulty,team_a_score,home_team,team_h_difficulty,team_h_score
987694,11,TRUE,TRUE,103,2018-11-03T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 225}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 219}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 221}, {'value': 1, 'element': 225}], 'h': [{'value': 1, 'element': 33}, {'value': 1, 'element': 99}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 213}], 'h': [{'value': 3, 'element': 88}]}}, {'bonus': {'a': [{'value': 3, 'element': 219}, {'value': 2, 'element': 213}, {'value': 1, 'element': 215}], 'h': []}}, {'bps': {'a': [{'value': 33, 'element': 219}, {'value': 27, 'element': 213}, {'value': 25, 'element': 215}, {'value': 23, 'element': 225}, {'value': 20, 'element': 221}, {'value': 19, 'element': 222}, {'value': 14, 'element': 527}, {'value': 13, 'element': 233}, {'value': 10, 'element': 227}, {'value': 8, 'element': 224}, {'value': 6, 'element': 220}, {'value': 5, 'element': 217}, {'value': 3, 'element': 228}, {'value': -2, 'element': 234}], 'h': [{'value': 13, 'element': 88}, {'value': 12, 'element': 92}, {'value': 11, 'element': 90}, {'value': 10, 'element': 94}, {'value': 10, 'element': 102}, {'value': 9, 'element': 91}, {'value': 8, 'element': 110}, {'value': 6, 'element': 504}, {'value': 4, 'element': 33}, {'value': 3, 'element': 101}, {'value': 3, 'element': 105}, {'value': 2, 'element': 106}, {'value': 2, 'element': 109}, {'value': -1, 'element': 99}]}}]",Leicester,2,1,Cardiff City,3,0
987696,11,TRUE,TRUE,105,2018-11-03T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 48}], 'h': [{'value': 2, 'element': 393}, {'value': 1, 'element': 157}]}}, {'assists': {'a': [{'value': 1, 'element': 58}], 'h': [{'value': 1, 'element': 172}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 48}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [], 'h': [{'value': 2, 'element': 154}]}}, {'bonus': {'a': [{'value': 1, 'element': 58}], 'h': [{'value': 3, 'element': 393}, {'value': 2, 'element': 157}]}}, {'bps': {'a': [{'value': 20, 'element': 58}, {'value': 18, 'element': 49}, {'value': 17, 'element': 48}, {'value': 12, 'element': 56}, {'value': 10, 'element': 61}, {'value': 8, 'element': 47}, {'value': 8, 'element': 51}, {'value': 7, 'element': 50}, {'value': 7, 'element': 57}, {'value': 4, 'element': 62}, {'value': 4, 'element': 466}, {'value': 2, 'element': 476}, {'value': 1, 'element': 55}, {'value': 1, 'element': 66}], 'h': [{'value': 42, 'element': 393}, {'value': 34, 'element': 157}, {'value': 18, 'element': 168}, {'value': 18, 'element': 172}, {'value': 18, 'element': 484}, {'value': 14, 'element': 526}, {'value': 13, 'element': 508}, {'value': 11, 'element': 154}, {'value': 11, 'element': 507}, {'value': 10, 'element': 162}, {'value': 4, 'element': 175}, {'value': 3, 'element': 506}, {'value': 2, 'element': 170}, {'value': 1, 'element': 164}]}}]",Brighton,3,1,Everton,2,3
987699,11,TRUE,TRUE,108,2018-11-03T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 326}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 324}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 378}, {'value': 1, 'element': 389}, {'value': 1, 'element': 392}, {'value': 1, 'element': 395}, {'value': 1, 'element': 397}], 'h': [{'value': 1, 'element': 482}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 1, 'element': 445}], 'h': [{'value': 1, 'element': 309}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 326}, {'value': 2, 'element': 516}, {'value': 1, 'element': 310}]}}, {'bps': {'a': [{'value': 16, 'element': 390}, {'value': 15, 'element': 376}, {'value': 15, 'element': 378}, {'value': 14, 'element': 389}, {'value': 13, 'element': 383}, {'value': 13, 'element': 524}, {'value': 12, 'element': 445}, {'value': 10, 'element': 382}, {'value': 3, 'element': 391}, {'value': 1, 'element': 392}, {'value': -1, 'element': 395}, {'value': -3, 'element': 394}, {'value': -3, 'element': 397}], 'h': [{'value': 29, 'element': 326}, {'value': 27, 'element': 516}, {'value': 26, 'element': 310}, {'value': 23, 'element': 313}, {'value': 21, 'element': 309}, {'value': 16, 'element': 324}, {'value': 14, 'element': 458}, {'value': 10, 'element': 317}, {'value': 7, 'element': 482}, {'value': 6, 'element': 319}, {'value': 5, 'element': 312}, {'value': 3, 'element': 318}, {'value': 1, 'element': 488}, {'value': 1, 'element': 493}]}}]",Watford,3,0,Newcastle,3,1
987700,11,TRUE,TRUE,109,2018-11-03T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 76}, {'value': 1, 'element': 87}], 'h': [{'value': 2, 'element': 465}, {'value': 1, 'element': 417}, {'value': 1, 'element': 419}]}}, {'assists': {'a': [{'value': 1, 'element': 79}, {'value': 1, 'element': 80}], 'h': [{'value': 1, 'element': 415}, {'value': 1, 'element': 417}, {'value': 1, 'element': 539}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 69}, {'value': 1, 'element': 72}, {'value': 1, 'element': 79}, {'value': 1, 'element': 85}], 'h': [{'value': 1, 'element': 465}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 490}], 'h': [{'value': 1, 'element': 400}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 417}, {'value': 2, 'element': 465}, {'value': 1, 'element': 419}]}}, {'bps': {'a': [{'value': 26, 'element': 76}, {'value': 24, 'element': 74}, {'value': 24, 'element': 80}, {'value': 23, 'element': 87}, {'value': 18, 'element': 70}, {'value': 17, 'element': 490}, {'value': 13, 'element': 69}, {'value': 9, 'element': 77}, {'value': 6, 'element': 79}, {'value': 6, 'element': 84}, {'value': 6, 'element': 495}, {'value': 5, 'element': 72}, {'value': 5, 'element': 83}, {'value': -3, 'element': 85}], 'h': [{'value': 47, 'element': 417}, {'value': 44, 'element': 465}, {'value': 27, 'element': 419}, {'value': 23, 'element': 539}, {'value': 20, 'element': 409}, {'value': 16, 'element': 406}, {'value': 15, 'element': 402}, {'value': 15, 'element': 489}, {'value': 14, 'element': 415}, {'value': 13, 'element': 405}, {'value': 11, 'element': 400}, {'value': 9, 'element': 464}, {'value': 4, 'element': 413}, {'value': 3, 'element': 403}]}}]",Burnley,3,2,West Ham,2,4
987693,11,TRUE,TRUE,101,2018-11-03T17:30:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 254}], 'h': [{'value': 1, 'element': 22}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 15}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 255}], 'h': [{'value': 1, 'element': 22}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 468}], 'h': [{'value': 3, 'element': 2}]}}, {'bonus': {'a': [{'value': 3, 'element': 254}], 'h': [{'value': 2, 'element': 6}, {'value': 1, 'element': 22}]}}, {'bps': {'a': [{'value': 31, 'element': 254}, {'value': 21, 'element': 245}, {'value': 17, 'element': 246}, {'value': 14, 'element': 242}, {'value': 14, 'element': 468}, {'value': 13, 'element': 247}, {'value': 11, 'element': 253}, {'value': 8, 'element': 251}, {'value': 7, 'element': 252}, {'value': 6, 'element': 462}, {'value': 5, 'element': 243}, {'value': -1, 'element': 255}, {'value': -4, 'element': 257}], 'h': [{'value': 23, 'element': 6}, {'value': 22, 'element': 22}, {'value': 19, 'element': 450}, {'value': 17, 'element': 7}, {'value': 16, 'element': 8}, {'value': 16, 'element': 15}, {'value': 16, 'element': 17}, {'value': 13, 'element': 13}, {'value': 12, 'element': 2}, {'value': 11, 'element': 4}, {'value': 7, 'element': 23}, {'value': 6, 'element': 18}, {'value': 3, 'element': 14}, {'value': 1, 'element': 21}]}}]",Liverpool,4,1,Arsenal,4,1
987701,11,TRUE,TRUE,110,2018-11-03T19:45:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 363}, {'value': 1, 'element': 370}, {'value': 1, 'element': 372}], 'h': [{'value': 1, 'element': 433}, {'value': 1, 'element': 437}]}}, {'assists': {'a': [{'value': 1, 'element': 357}, {'value': 1, 'element': 367}], 'h': [{'value': 1, 'element': 437}, {'value': 1, 'element': 483}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 368}, {'value': 1, 'element': 549}], 'h': [{'value': 1, 'element': 427}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 351}], 'h': [{'value': 5, 'element': 454}]}}, {'bonus': {'a': [{'value': 2, 'element': 370}, {'value': 1, 'element': 372}], 'h': [{'value': 3, 'element': 437}]}}, {'bps': {'a': [{'value': 31, 'element': 370}, {'value': 30, 'element': 372}, {'value': 25, 'element': 357}, {'value': 25, 'element': 363}, {'value': 20, 'element': 351}, {'value': 18, 'element': 367}, {'value': 17, 'element': 353}, {'value': 13, 'element': 356}, {'value': 10, 'element': 368}, {'value': 10, 'element': 369}, {'value': 8, 'element': 549}, {'value': 5, 'element': 364}, {'value': 3, 'element': 359}, {'value': 3, 'element': 362}], 'h': [{'value': 48, 'element': 437}, {'value': 25, 'element': 433}, {'value': 24, 'element': 483}, {'value': 19, 'element': 454}, {'value': 18, 'element': 425}, {'value': 16, 'element': 475}, {'value': 14, 'element': 430}, {'value': 10, 'element': 423}, {'value': 9, 'element': 448}, {'value': 8, 'element': 427}, {'value': 8, 'element': 434}, {'value': 5, 'element': 438}, {'value': 3, 'element': 500}, {'value': -3, 'element': 435}]}}]",Spurs,3,3,Wolves,4,2
987698,11,TRUE,TRUE,107,2018-11-04T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 258}], 'h': [{'value': 2, 'element': 270}, {'value': 1, 'element': 271}, {'value': 1, 'element': 275}, {'value': 1, 'element': 280}]}}, {'assists': {'a': [], 'h': [{'value': 2, 'element': 270}, {'value': 2, 'element': 275}, {'value': 2, 'element': 280}]}}, {'own_goals': {'a': [{'value': 1, 'element': 336}], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 338}], 'h': [{'value': 1, 'element': 280}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 328}], 'h': [{'value': 5, 'element': 260}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 270}, {'value': 2, 'element': 280}, {'value': 1, 'element': 275}]}}, {'bps': {'a': [{'value': 24, 'element': 258}, {'value': 15, 'element': 344}, {'value': 14, 'element': 328}, {'value': 13, 'element': 340}, {'value': 10, 'element': 333}, {'value': 10, 'element': 336}, {'value': 8, 'element': 330}, {'value': 8, 'element': 338}, {'value': 8, 'element': 550}, {'value': 7, 'element': 343}, {'value': 5, 'element': 332}, {'value': 3, 'element': 345}, {'value': 2, 'element': 346}, {'value': -1, 'element': 347}], 'h': [{'value': 63, 'element': 270}, {'value': 55, 'element': 280}, {'value': 42, 'element': 275}, {'value': 34, 'element': 271}, {'value': 23, 'element': 267}, {'value': 18, 'element': 276}, {'value': 16, 'element': 265}, {'value': 16, 'element': 272}, {'value': 15, 'element': 262}, {'value': 13, 'element': 260}, {'value': 13, 'element': 268}, {'value': 4, 'element': 263}, {'value': 4, 'element': 277}, {'value': 3, 'element': 269}]}}]",Southampton,5,1,Man City,2,6
987695,11,TRUE,TRUE,104,2018-11-04T16:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 149}], 'h': [{'value': 2, 'element': 134}, {'value': 1, 'element': 125}]}}, {'assists': {'a': [{'value': 1, 'element': 147}], 'h': [{'value': 1, 'element': 115}, {'value': 1, 'element': 122}, {'value': 1, 'element': 125}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 150}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 135}], 'h': [{'value': 1, 'element': 498}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 134}, {'value': 2, 'element': 125}, {'value': 1, 'element': 115}]}}, {'bps': {'a': [{'value': 26, 'element': 149}, {'value': 14, 'element': 135}, {'value': 14, 'element': 143}, {'value': 14, 'element': 147}, {'value': 13, 'element': 150}, {'value': 12, 'element': 142}, {'value': 11, 'element': 138}, {'value': 7, 'element': 145}, {'value': 7, 'element': 151}, {'value': 6, 'element': 412}, {'value': 6, 'element': 486}, {'value': 2, 'element': 141}], 'h': [{'value': 57, 'element': 134}, {'value': 42, 'element': 125}, {'value': 28, 'element': 115}, {'value': 20, 'element': 124}, {'value': 18, 'element': 122}, {'value': 15, 'element': 116}, {'value': 15, 'element': 126}, {'value': 15, 'element': 459}, {'value': 14, 'element': 118}, {'value': 13, 'element': 113}, {'value': 11, 'element': 498}, {'value': 11, 'element': 499}, {'value': 6, 'element': 127}, {'value': 3, 'element': 123}]}}]",Crystal Palace,4,1,Chelsea,2,3
987697,11,TRUE,TRUE,106,2018-11-05T20:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [], 'h': []}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 192}]}}, {'own_goals': {'a': [{'value': 1, 'element': 511}], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 480}, {'value': 1, 'element': 511}], 'h': [{'value': 1, 'element': 514}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 509}], 'h': [{'value': 1, 'element': 191}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 193}, {'value': 2, 'element': 192}, {'value': 2, 'element': 195}]}}, {'bps': {'a': [{'value': 22, 'element': 181}, {'value': 13, 'element': 182}, {'value': 13, 'element': 455}, {'value': 13, 'element': 509}, {'value': 12, 'element': 512}, {'value': 9, 'element': 456}, {'value': 8, 'element': 184}, {'value': 3, 'element': 183}, {'value': 3, 'element': 185}, {'value': 2, 'element': 460}, {'value': 2, 'element': 513}, {'value': -3, 'element': 480}, {'value': -3, 'element': 511}], 'h': [{'value': 30, 'element': 193}, {'value': 29, 'element': 192}, {'value': 29, 'element': 195}, {'value': 23, 'element': 197}, {'value': 22, 'element': 199}, {'value': 21, 'element': 191}, {'value': 20, 'element': 198}, {'value': 11, 'element': 202}, {'value': 10, 'element': 201}, {'value': 9, 'element': 206}, {'value': 2, 'element': 208}, {'value': 1, 'element': 211}, {'value': -1, 'element': 514}, {'value': -2, 'element': 210}]}}]",Fulham,2,0,Huddersfield,2,1
987703,12,TRUE,TRUE,112,2018-11-10T12:30:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 48}], 'h': [{'value': 1, 'element': 91}, {'value': 1, 'element': 101}]}}, {'assists': {'a': [{'value': 1, 'element': 58}], 'h': [{'value': 1, 'element': 101}, {'value': 1, 'element': 535}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 466}], 'h': [{'value': 1, 'element': 101}, {'value': 1, 'element': 467}]}}, {'red_cards': {'a': [{'value': 1, 'element': 56}], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 47}], 'h': [{'value': 2, 'element': 88}]}}, {'bonus': {'a': [{'value': 2, 'element': 48}], 'h': [{'value': 3, 'element': 101}, {'value': 2, 'element': 91}]}}, {'bps': {'a': [{'value': 26, 'element': 48}, {'value': 19, 'element': 58}, {'value': 16, 'element': 47}, {'value': 14, 'element': 49}, {'value': 11, 'element': 51}, {'value': 8, 'element': 57}, {'value': 8, 'element': 503}, {'value': 7, 'element': 55}, {'value': 5, 'element': 61}, {'value': 4, 'element': 466}, {'value': 1, 'element': 66}, {'value': -2, 'element': 62}, {'value': -6, 'element': 56}], 'h': [{'value': 28, 'element': 101}, {'value': 26, 'element': 91}, {'value': 19, 'element': 102}, {'value': 18, 'element': 535}, {'value': 14, 'element': 504}, {'value': 13, 'element': 88}, {'value': 13, 'element': 92}, {'value': 12, 'element': 90}, {'value': 9, 'element': 467}, {'value': 7, 'element': 98}, {'value': 4, 'element': 95}, {'value': 3, 'element': 110}, {'value': 2, 'element': 99}, {'value': 2, 'element': 106}]}}]",Brighton,2,1,Cardiff City,2,2
987706,12,TRUE,TRUE,115,2018-11-10T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 465}], 'h': [{'value': 1, 'element': 206}]}}, {'assists': {'a': [{'value': 1, 'element': 415}], 'h': [{'value': 1, 'element': 201}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 489}], 'h': [{'value': 1, 'element': 195}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 6, 'element': 400}], 'h': [{'value': 2, 'element': 191}]}}, {'bonus': {'a': [{'value': 2, 'element': 465}, {'value': 1, 'element': 400}], 'h': [{'value': 3, 'element': 201}]}}, {'bps': {'a': [{'value': 25, 'element': 465}, {'value': 21, 'element': 400}, {'value': 17, 'element': 406}, {'value': 17, 'element': 464}, {'value': 13, 'element': 402}, {'value': 12, 'element': 413}, {'value': 11, 'element': 409}, {'value': 11, 'element': 417}, {'value': 9, 'element': 539}, {'value': 7, 'element': 405}, {'value': 4, 'element': 408}, {'value': 4, 'element': 415}, {'value': 3, 'element': 489}, {'value': -6, 'element': 419}], 'h': [{'value': 26, 'element': 201}, {'value': 18, 'element': 206}, {'value': 16, 'element': 198}, {'value': 13, 'element': 191}, {'value': 13, 'element': 197}, {'value': 10, 'element': 192}, {'value': 10, 'element': 195}, {'value': 9, 'element': 199}, {'value': 9, 'element': 202}, {'value': 5, 'element': 461}, {'value': 4, 'element': 193}, {'value': 2, 'element': 210}, {'value': -1, 'element': 211}]}}]",West Ham,2,1,Huddersfield,3,1
987707,12,TRUE,TRUE,116,2018-11-10T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [], 'h': []}}, {'assists': {'a': [], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': [{'value': 1, 'element': 215}, {'value': 1, 'element': 236}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 490}], 'h': [{'value': 1, 'element': 213}]}}, {'bonus': {'a': [{'value': 3, 'element': 490}, {'value': 1, 'element': 74}], 'h': [{'value': 3, 'element': 221}]}}, {'bps': {'a': [{'value': 27, 'element': 490}, {'value': 25, 'element': 74}, {'value': 24, 'element': 69}, {'value': 24, 'element': 70}, {'value': 21, 'element': 73}, {'value': 11, 'element': 83}, {'value': 10, 'element': 82}, {'value': 9, 'element': 77}, {'value': 6, 'element': 78}, {'value': 5, 'element': 76}, {'value': 4, 'element': 79}, {'value': 4, 'element': 84}, {'value': 2, 'element': 85}, {'value': -3, 'element': 87}], 'h': [{'value': 27, 'element': 221}, {'value': 23, 'element': 213}, {'value': 22, 'element': 222}, {'value': 19, 'element': 215}, {'value': 19, 'element': 219}, {'value': 16, 'element': 227}, {'value': 15, 'element': 492}, {'value': 13, 'element': 234}, {'value': 13, 'element': 527}, {'value': 9, 'element': 224}, {'value': 6, 'element': 225}, {'value': 3, 'element': 515}, {'value': 2, 'element': 235}, {'value': -3, 'element': 236}]}}]",Burnley,3,0,Leicester,2,0
987710,12,TRUE,TRUE,119,2018-11-10T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 494}], 'h': [{'value': 2, 'element': 493}]}}, {'assists': {'a': [{'value': 1, 'element': 40}], 'h': [{'value': 1, 'element': 458}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 39}], 'h': [{'value': 1, 'element': 482}, {'value': 1, 'element': 493}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 24}], 'h': [{'value': 3, 'element': 309}]}}, {'bonus': {'a': [{'value': 2, 'element': 494}, {'value': 1, 'element': 40}], 'h': [{'value': 3, 'element': 493}, {'value': 1, 'element': 458}]}}, {'bps': {'a': [{'value': 21, 'element': 494}, {'value': 20, 'element': 40}, {'value': 19, 'element': 37}, {'value': 18, 'element': 24}, {'value': 14, 'element': 27}, {'value': 13, 'element': 26}, {'value': 12, 'element': 28}, {'value': 11, 'element': 31}, {'value': 10, 'element': 42}, {'value': 8, 'element': 39}, {'value': 3, 'element': 29}, {'value': 3, 'element': 38}, {'value': 3, 'element': 46}, {'value': 2, 'element': 43}], 'h': [{'value': 46, 'element': 493}, {'value': 20, 'element': 458}, {'value': 17, 'element': 326}, {'value': 14, 'element': 324}, {'value': 14, 'element': 516}, {'value': 13, 'element': 309}, {'value': 12, 'element': 482}, {'value': 9, 'element': 319}, {'value': 8, 'element': 310}, {'value': 8, 'element': 323}, {'value': 7, 'element': 313}, {'value': 7, 'element': 317}, {'value': 5, 'element': 311}, {'value': 1, 'element': 320}]}}]",Bournemouth,3,1,Newcastle,2,2
987711,12,TRUE,TRUE,120,2018-11-10T15:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 378}], 'h': [{'value': 1, 'element': 349}]}}, {'assists': {'a': [{'value': 1, 'element': 394}], 'h': [{'value': 1, 'element': 258}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 387}, {'value': 1, 'element': 394}], 'h': [{'value': 1, 'element': 330}, {'value': 1, 'element': 332}, {'value': 1, 'element': 340}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 445}], 'h': [{'value': 5, 'element': 328}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 349}, {'value': 2, 'element': 258}, {'value': 2, 'element': 328}]}}, {'bps': {'a': [{'value': 15, 'element': 378}, {'value': 15, 'element': 445}, {'value': 13, 'element': 382}, {'value': 13, 'element': 383}, {'value': 11, 'element': 376}, {'value': 9, 'element': 390}, {'value': 9, 'element': 524}, {'value': 7, 'element': 394}, {'value': 6, 'element': 396}, {'value': 5, 'element': 387}, {'value': 3, 'element': 395}, {'value': 1, 'element': 392}, {'value': -3, 'element': 391}], 'h': [{'value': 31, 'element': 349}, {'value': 18, 'element': 258}, {'value': 18, 'element': 328}, {'value': 16, 'element': 343}, {'value': 13, 'element': 336}, {'value': 12, 'element': 340}, {'value': 11, 'element': 330}, {'value': 11, 'element': 344}, {'value': 9, 'element': 331}, {'value': 8, 'element': 332}, {'value': 6, 'element': 345}, {'value': 4, 'element': 338}, {'value': 3, 'element': 550}, {'value': 1, 'element': 348}]}}]",Watford,2,1,Southampton,3,1
987705,12,TRUE,TRUE,114,2018-11-10T17:30:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [{'value': 1, 'element': 549}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 372}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 368}], 'h': [{'value': 1, 'element': 138}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 351}], 'h': [{'value': 1, 'element': 135}]}}, {'bonus': {'a': [{'value': 3, 'element': 549}, {'value': 2, 'element': 351}, {'value': 1, 'element': 353}], 'h': []}}, {'bps': {'a': [{'value': 40, 'element': 549}, {'value': 31, 'element': 351}, {'value': 30, 'element': 353}, {'value': 29, 'element': 360}, {'value': 25, 'element': 356}, {'value': 22, 'element': 369}, {'value': 14, 'element': 366}, {'value': 11, 'element': 365}, {'value': 7, 'element': 372}, {'value': 6, 'element': 367}, {'value': 5, 'element': 363}, {'value': 4, 'element': 357}, {'value': 4, 'element': 370}, {'value': -1, 'element': 368}], 'h': [{'value': 19, 'element': 150}, {'value': 16, 'element': 143}, {'value': 12, 'element': 145}, {'value': 12, 'element': 147}, {'value': 11, 'element': 135}, {'value': 9, 'element': 486}, {'value': 5, 'element': 142}, {'value': 3, 'element': 140}, {'value': 3, 'element': 141}, {'value': 3, 'element': 149}, {'value': -2, 'element': 505}, {'value': -3, 'element': 412}]}}]",Spurs,2,1,Crystal Palace,4,0
987708,12,TRUE,TRUE,117,2018-11-11T12:00:00Z,90,FALSE,TRUE,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 253}, {'value': 1, 'element': 462}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 245}, {'value': 1, 'element': 247}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 9}], 'h': [{'value': 1, 'element': 242}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 509}], 'h': [{'value': 3, 'element': 468}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 247}, {'value': 2, 'element': 245}, {'value': 1, 'element': 246}]}}, {'bps': {'a': [{'value': 18, 'element': 509}, {'value': 14, 'element': 181}, {'value': 13, 'element': 460}, {'value': 12, 'element': 455}, {'value': 10, 'element': 487}, {'value': 9, 'element': 478}, {'value': 8, 'element': 512}, {'value': 7, 'element': 182}, {'value': 6, 'element': 9}, {'value': 3, 'element': 185}, {'value': 3, 'element': 456}, {'value': 2, 'element': 513}, {'value': -1, 'element': 480}, {'value': -3, 'element': 184}], 'h': [{'value': 43, 'element': 247}, {'value': 36, 'element': 245}, {'value': 32, 'element': 246}, {'value': 27, 'element': 468}, {'value': 25, 'element': 462}, {'value': 22, 'element': 242}, {'value': 21, 'element': 253}, {'value': 16, 'element': 257}, {'value': 13, 'element': 255}, {'value': 12, 'element': 251}, {'value': 12, 'element': 252}, {'value': 8, 'element': 249}, {'value': 5, 'element': 256}, {'value': 4, 'element': 254}]}}]",Fulham,5,0,Liverpool,2,2
