code,provisional_start_time,minutes,kickoff_time,finished,started,team_a_difficulty,finished_provisional,team_a_score,away_team,stats,team_h_difficulty,id,event,home_team,team_h_score
1059826,FALSE,90,2019-11-23T15:00:00Z,TRUE,TRUE,3,TRUE,2,Liverpool,"[{'h': [{'value': 1, 'element': 133}], 'a': [{'value': 1, 'element': 187}, {'value': 1, 'element': 192}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 135}], 'a': [{'value': 1, 'element': 181}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 197}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 131}], 'a': [{'value': 5, 'element': 189}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 187}, {'value': 2, 'element': 192}, {'value': 1, 'element': 181}], 'identifier': 'bonus'}, {'h': [{'value': 20, 'element': 135}, {'value': 19, 'element': 133}, {'value': 18, 'element': 124}, {'value': 18, 'element': 139}, {'value': 16, 'element': 134}, {'value': 16, 'element': 503}, {'value': 13, 'element': 131}, {'value': 12, 'element': 126}, {'value': 11, 'element': 123}, {'value': 10, 'element': 138}, {'value': 4, 'element': 128}, {'value': 3, 'element': 137}, {'value': 1, 'element': 129}, {'value': -5, 'element': 468}], 'a': [{'value': 30, 'element': 187}, {'value': 26, 'element': 192}, {'value': 25, 'element': 181}, {'value': 20, 'element': 189}, {'value': 16, 'element': 198}, {'value': 15, 'element': 183}, {'value': 13, 'element': 182}, {'value': 13, 'element': 186}, {'value': 10, 'element': 197}, {'value': 9, 'element': 199}, {'value': 3, 'element': 184}, {'value': 3, 'element': 200}, {'value': 2, 'element': 193}, {'value': 1, 'element': 188}], 'identifier': 'bps'}]",4,125,13,Crystal Palace,1
1059827,FALSE,90,2019-11-23T15:00:00Z,TRUE,TRUE,4,TRUE,2,Norwich,"[{'h': [], 'a': [{'value': 1, 'element': 279}, {'value': 1, 'element': 287}], 'identifier': 'goals_scored'}, {'h': [], 'a': [{'value': 1, 'element': 278}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 144}, {'value': 1, 'element': 158}, {'value': 1, 'element': 478}], 'a': [{'value': 1, 'element': 274}, {'value': 1, 'element': 275}, {'value': 1, 'element': 286}, {'value': 1, 'element': 289}, {'value': 1, 'element': 454}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 3, 'element': 148}], 'a': [{'value': 7, 'element': 280}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 280}, {'value': 2, 'element': 287}, {'value': 1, 'element': 279}], 'identifier': 'bonus'}, {'h': [{'value': 16, 'element': 148}, {'value': 14, 'element': 141}, {'value': 11, 'element': 511}, {'value': 10, 'element': 142}, {'value': 9, 'element': 478}, {'value': 8, 'element': 154}, {'value': 7, 'element': 151}, {'value': 6, 'element': 17}, {'value': 6, 'element': 147}, {'value': 4, 'element': 144}, {'value': 4, 'element': 150}, {'value': 3, 'element': 146}, {'value': 2, 'element': 158}, {'value': 1, 'element': 153}], 'a': [{'value': 37, 'element': 280}, {'value': 32, 'element': 287}, {'value': 27, 'element': 279}, {'value': 23, 'element': 273}, {'value': 21, 'element': 274}, {'value': 21, 'element': 275}, {'value': 18, 'element': 284}, {'value': 17, 'element': 278}, {'value': 14, 'element': 454}, {'value': 13, 'element': 286}, {'value': 9, 'element': 289}, {'value': 6, 'element': 290}, {'value': 3, 'element': 507}, {'value': 2, 'element': 283}], 'identifier': 'bps'}]",2,126,13,Everton,0
1059830,FALSE,90,2019-11-23T15:00:00Z,TRUE,TRUE,3,TRUE,3,Burnley,"[{'h': [], 'a': [{'value': 1, 'element': 84}, {'value': 1, 'element': 90}, {'value': 1, 'element': 91}], 'identifier': 'goals_scored'}, {'h': [], 'a': [{'value': 1, 'element': 84}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 364}], 'a': [{'value': 1, 'element': 83}, {'value': 1, 'element': 84}, {'value': 1, 'element': 101}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 366}], 'a': [{'value': 4, 'element': 93}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 84}, {'value': 2, 'element': 93}, {'value': 1, 'element': 91}], 'identifier': 'bonus'}, {'h': [{'value': 17, 'element': 358}, {'value': 16, 'element': 373}, {'value': 15, 'element': 368}, {'value': 13, 'element': 357}, {'value': 12, 'element': 356}, {'value': 12, 'element': 363}, {'value': 12, 'element': 366}, {'value': 7, 'element': 355}, {'value': 5, 'element': 370}, {'value': 5, 'element': 439}, {'value': 4, 'element': 353}, {'value': 3, 'element': 362}, {'value': 3, 'element': 525}, {'value': -3, 'element': 364}], 'a': [{'value': 34, 'element': 84}, {'value': 33, 'element': 93}, {'value': 32, 'element': 91}, {'value': 26, 'element': 90}, {'value': 25, 'element': 87}, {'value': 24, 'element': 83}, {'value': 24, 'element': 86}, {'value': 12, 'element': 101}, {'value': 8, 'element': 102}, {'value': 7, 'element': 97}, {'value': 3, 'element': 100}, {'value': -2, 'element': 451}], 'identifier': 'bps'}]",3,129,13,Watford,0
1059828,FALSE,90,2019-11-23T17:30:00Z,TRUE,TRUE,4,TRUE,1,Chelsea,"[{'h': [{'value': 1, 'element': 215}, {'value': 1, 'element': 217}], 'a': [{'value': 1, 'element': 119}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 443}], 'a': [{'value': 1, 'element': 432}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 222}], 'a': [{'value': 1, 'element': 118}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 212}], 'a': [{'value': 2, 'element': 111}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 217}], 'a': [{'value': 2, 'element': 432}, {'value': 1, 'element': 119}], 'identifier': 'bonus'}, {'h': [{'value': 36, 'element': 217}, {'value': 28, 'element': 215}, {'value': 24, 'element': 221}, {'value': 24, 'element': 443}, {'value': 14, 'element': 212}, {'value': 12, 'element': 204}, {'value': 12, 'element': 207}, {'value': 11, 'element': 518}, {'value': 10, 'element': 214}, {'value': 9, 'element': 219}, {'value': 4, 'element': 220}, {'value': 2, 'element': 210}, {'value': 1, 'element': 211}, {'value': 1, 'element': 222}], 'a': [{'value': 34, 'element': 432}, {'value': 32, 'element': 119}, {'value': 21, 'element': 105}, {'value': 16, 'element': 459}, {'value': 16, 'element': 529}, {'value': 15, 'element': 111}, {'value': 13, 'element': 113}, {'value': 10, 'element': 431}, {'value': 9, 'element': 107}, {'value': 7, 'element': 118}, {'value': 6, 'element': 460}, {'value': 6, 'element': 506}, {'value': 4, 'element': 463}, {'value': -2, 'element': 461}], 'identifier': 'bps'}]",4,127,13,Man City,2
1059829,FALSE,90,2019-11-24T16:30:00Z,TRUE,TRUE,3,TRUE,3,Man Utd,"[{'h': [{'value': 1, 'element': 70}, {'value': 1, 'element': 301}, {'value': 1, 'element': 501}], 'a': [{'value': 1, 'element': 233}, {'value': 1, 'element': 234}, {'value': 1, 'element': 549}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 297}, {'value': 1, 'element': 301}, {'value': 1, 'element': 453}], 'a': [{'value': 1, 'element': 233}, {'value': 1, 'element': 243}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 297}], 'a': [{'value': 1, 'element': 122}, {'value': 1, 'element': 549}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 436}], 'a': [{'value': 5, 'element': 235}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 301}, {'value': 1, 'element': 70}], 'a': [{'value': 2, 'element': 233}], 'identifier': 'bonus'}, {'h': [{'value': 43, 'element': 301}, {'value': 29, 'element': 70}, {'value': 27, 'element': 501}, {'value': 18, 'element': 444}, {'value': 16, 'element': 423}, {'value': 15, 'element': 291}, {'value': 14, 'element': 302}, {'value': 13, 'element': 453}, {'value': 12, 'element': 293}, {'value': 12, 'element': 297}, {'value': 9, 'element': 294}, {'value': 9, 'element': 436}, {'value': 6, 'element': 303}, {'value': 2, 'element': 298}], 'a': [{'value': 40, 'element': 233}, {'value': 27, 'element': 234}, {'value': 25, 'element': 243}, {'value': 21, 'element': 549}, {'value': 20, 'element': 235}, {'value': 18, 'element': 244}, {'value': 15, 'element': 225}, {'value': 13, 'element': 160}, {'value': 9, 'element': 122}, {'value': 9, 'element': 246}, {'value': 6, 'element': 241}, {'value': 4, 'element': 231}, {'value': 2, 'element': 239}, {'value': 2, 'element': 481}], 'identifier': 'bps'}]",4,128,13,Sheffield Utd,3
1059824,FALSE,90,2019-11-25T20:00:00Z,TRUE,TRUE,2,TRUE,0,Newcastle,"[{'h': [{'value': 1, 'element': 28}, {'value': 1, 'element': 30}], 'a': [], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 28}, {'value': 1, 'element': 29}], 'a': [], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 428}], 'a': [{'value': 1, 'element': 254}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 5, 'element': 94}], 'a': [{'value': 6, 'element': 262}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 28}, {'value': 2, 'element': 458}, {'value': 1, 'element': 309}], 'a': [], 'identifier': 'bonus'}, {'h': [{'value': 50, 'element': 28}, {'value': 34, 'element': 458}, {'value': 33, 'element': 309}, {'value': 32, 'element': 94}, {'value': 32, 'element': 445}, {'value': 25, 'element': 29}, {'value': 24, 'element': 452}, {'value': 23, 'element': 30}, {'value': 11, 'element': 470}, {'value': 3, 'element': 35}, {'value': 2, 'element': 31}, {'value': -1, 'element': 428}], 'a': [{'value': 23, 'element': 262}, {'value': 17, 'element': 269}, {'value': 10, 'element': 466}, {'value': 10, 'element': 498}, {'value': 8, 'element': 253}, {'value': 8, 'element': 255}, {'value': 8, 'element': 259}, {'value': 7, 'element': 266}, {'value': 7, 'element': 520}, {'value': 6, 'element': 271}, {'value': 5, 'element': 254}, {'value': 5, 'element': 554}, {'value': 4, 'element': 500}, {'value': 2, 'element': 267}], 'identifier': 'bps'}]",2,122,13,Aston Villa,2
1059837,FALSE,90,2019-11-30T12:30:00Z,TRUE,TRUE,2,TRUE,2,Man City,"[{'h': [{'value': 1, 'element': 269}, {'value': 1, 'element': 498}], 'a': [{'value': 1, 'element': 214}, {'value': 1, 'element': 215}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 266}, {'value': 1, 'element': 267}], 'a': [{'value': 1, 'element': 219}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 256}], 'a': [{'value': 1, 'element': 221}, {'value': 1, 'element': 222}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 7, 'element': 262}], 'a': [{'value': 1, 'element': 212}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 269}, {'value': 1, 'element': 262}], 'a': [{'value': 3, 'element': 215}], 'identifier': 'bonus'}, {'h': [{'value': 27, 'element': 269}, {'value': 24, 'element': 262}, {'value': 22, 'element': 498}, {'value': 17, 'element': 254}, {'value': 17, 'element': 266}, {'value': 15, 'element': 259}, {'value': 14, 'element': 255}, {'value': 13, 'element': 267}, {'value': 11, 'element': 500}, {'value': 8, 'element': 271}, {'value': 5, 'element': 256}, {'value': 5, 'element': 466}, {'value': 2, 'element': 554}], 'a': [{'value': 35, 'element': 215}, {'value': 21, 'element': 219}, {'value': 20, 'element': 214}, {'value': 17, 'element': 204}, {'value': 16, 'element': 207}, {'value': 15, 'element': 203}, {'value': 15, 'element': 217}, {'value': 13, 'element': 221}, {'value': 12, 'element': 222}, {'value': 11, 'element': 212}, {'value': 3, 'element': 220}, {'value': 3, 'element': 443}, {'value': 1, 'element': 211}, {'value': -2, 'element': 218}], 'identifier': 'bps'}]",4,136,14,Newcastle,2
1059832,FALSE,90,2019-11-30T15:00:00Z,TRUE,TRUE,3,TRUE,2,Crystal Palace,"[{'h': [], 'a': [{'value': 1, 'element': 133}, {'value': 1, 'element': 137}], 'identifier': 'goals_scored'}, {'h': [], 'a': [{'value': 1, 'element': 127}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 86}, {'value': 1, 'element': 97}], 'a': [], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 1, 'element': 93}], 'a': [{'value': 3, 'element': 131}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 133}, {'value': 2, 'element': 124}, {'value': 1, 'element': 131}], 'identifier': 'bonus'}, {'h': [{'value': 18, 'element': 100}, {'value': 16, 'element': 98}, {'value': 13, 'element': 84}, {'value': 11, 'element': 83}, {'value': 11, 'element': 93}, {'value': 9, 'element': 86}, {'value': 9, 'element': 102}, {'value': 8, 'element': 97}, {'value': 5, 'element': 430}, {'value': 3, 'element': 87}, {'value': 3, 'element': 451}, {'value': 1, 'element': 90}, {'value': -1, 'element': 447}, {'value': -5, 'element': 91}], 'a': [{'value': 33, 'element': 133}, {'value': 29, 'element': 124}, {'value': 28, 'element': 131}, {'value': 24, 'element': 128}, {'value': 23, 'element': 123}, {'value': 22, 'element': 127}, {'value': 20, 'element': 137}, {'value': 12, 'element': 135}, {'value': 10, 'element': 138}, {'value': 9, 'element': 134}, {'value': 5, 'element': 125}, {'value': 5, 'element': 468}, {'value': 1, 'element': 129}, {'value': -2, 'element': 139}], 'identifier': 'bps'}]",3,131,14,Burnley,0
1059833,FALSE,90,2019-11-30T15:00:00Z,TRUE,TRUE,4,TRUE,1,West Ham,"[{'h': [], 'a': [{'value': 1, 'element': 376}], 'identifier': 'goals_scored'}, {'h': [], 'a': [{'value': 1, 'element': 399}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 376}, {'value': 1, 'element': 392}, {'value': 1, 'element': 399}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 3, 'element': 111}], 'a': [{'value': 6, 'element': 553}], 'identifier': 'saves'}, {'h': [], 'a': [{'value': 3, 'element': 376}, {'value': 2, 'element': 553}, {'value': 1, 'element': 382}], 'identifier': 'bonus'}, {'h': [{'value': 22, 'element': 506}, {'value': 19, 'element': 107}, {'value': 17, 'element': 432}, {'value': 15, 'element': 459}, {'value': 14, 'element': 463}, {'value': 13, 'element': 111}, {'value': 10, 'element': 114}, {'value': 9, 'element': 118}, {'value': 9, 'element': 529}, {'value': 7, 'element': 119}, {'value': 6, 'element': 113}, {'value': 6, 'element': 116}, {'value': 1, 'element': 110}, {'value': -1, 'element': 431}], 'a': [{'value': 36, 'element': 376}, {'value': 34, 'element': 553}, {'value': 30, 'element': 382}, {'value': 26, 'element': 377}, {'value': 24, 'element': 380}, {'value': 15, 'element': 393}, {'value': 15, 'element': 399}, {'value': 14, 'element': 395}, {'value': 9, 'element': 390}, {'value': 8, 'element': 396}, {'value': 3, 'element': 457}, {'value': 2, 'element': 378}, {'value': -1, 'element': 392}, {'value': -2, 'element': 389}], 'identifier': 'bps'}]",2,132,14,Chelsea,0
1059835,FALSE,90,2019-11-30T15:00:00Z,TRUE,TRUE,5,TRUE,1,Brighton,"[{'h': [{'value': 2, 'element': 183}], 'a': [{'value': 1, 'element': 42}], 'identifier': 'goals_scored'}, {'h': [{'value': 2, 'element': 182}], 'a': [{'value': 1, 'element': 421}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [], 'identifier': 'yellow_cards'}, {'h': [{'value': 1, 'element': 189}], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 189}, {'value': 2, 'element': 526}], 'a': [{'value': 5, 'element': 47}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 183}, {'value': 2, 'element': 182}], 'a': [{'value': 1, 'element': 42}], 'identifier': 'bonus'}, {'h': [{'value': 42, 'element': 183}, {'value': 29, 'element': 182}, {'value': 17, 'element': 192}, {'value': 15, 'element': 186}, {'value': 13, 'element': 199}, {'value': 12, 'element': 198}, {'value': 9, 'element': 181}, {'value': 7, 'element': 189}, {'value': 7, 'element': 193}, {'value': 6, 'element': 191}, {'value': 5, 'element': 187}, {'value': 5, 'element': 526}, {'value': 3, 'element': 188}, {'value': 3, 'element': 195}], 'a': [{'value': 27, 'element': 42}, {'value': 24, 'element': 475}, {'value': 19, 'element': 47}, {'value': 17, 'element': 54}, {'value': 17, 'element': 57}, {'value': 16, 'element': 493}, {'value': 16, 'element': 516}, {'value': 11, 'element': 49}, {'value': 9, 'element': 38}, {'value': 9, 'element': 53}, {'value': 7, 'element': 421}, {'value': 6, 'element': 537}, {'value': 1, 'element': 502}, {'value': -1, 'element': 534}], 'identifier': 'bps'}]",2,134,14,Liverpool,2
1059840,FALSE,90,2019-11-30T15:00:00Z,TRUE,TRUE,4,TRUE,2,Bournemouth,"[{'h': [{'value': 2, 'element': 344}, {'value': 1, 'element': 349}], 'a': [{'value': 2, 'element': 505}], 'identifier': 'goals_scored'}, {'h': [{'value': 2, 'element': 342}, {'value': 1, 'element': 331}], 'a': [{'value': 1, 'element': 79}, {'value': 1, 'element': 492}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [], 'a': [{'value': 1, 'element': 65}, {'value': 1, 'element': 82}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 4, 'element': 341}], 'a': [{'value': 2, 'element': 494}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 344}, {'value': 2, 'element': 342}], 'a': [{'value': 1, 'element': 505}], 'identifier': 'bonus'}, {'h': [{'value': 50, 'element': 344}, {'value': 47, 'element': 342}, {'value': 36, 'element': 349}, {'value': 26, 'element': 331}, {'value': 19, 'element': 442}, {'value': 17, 'element': 341}, {'value': 16, 'element': 336}, {'value': 15, 'element': 330}, {'value': 14, 'element': 333}, {'value': 14, 'element': 350}, {'value': 6, 'element': 338}, {'value': 4, 'element': 345}, {'value': 3, 'element': 347}, {'value': 2, 'element': 523}], 'a': [{'value': 38, 'element': 505}, {'value': 29, 'element': 79}, {'value': 24, 'element': 492}, {'value': 14, 'element': 58}, {'value': 14, 'element': 59}, {'value': 11, 'element': 494}, {'value': 10, 'element': 82}, {'value': 10, 'element': 446}, {'value': 9, 'element': 69}, {'value': 7, 'element': 65}, {'value': 5, 'element': 75}, {'value': 1, 'element': 67}], 'identifier': 'bps'}]",2,139,14,Spurs,3
1059839,FALSE,90,2019-11-30T17:30:00Z,TRUE,TRUE,2,TRUE,1,Watford,"[{'h': [{'value': 1, 'element': 313}, {'value': 1, 'element': 321}], 'a': [{'value': 1, 'element': 525}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 325}, {'value': 1, 'element': 438}], 'a': [{'value': 1, 'element': 373}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 320}], 'a': [], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 2, 'element': 318}], 'a': [{'value': 3, 'element': 366}], 'identifier': 'saves'}, {'h': [{'value': 3, 'element': 313}, {'value': 2, 'element': 321}], 'a': [{'value': 1, 'element': 373}], 'identifier': 'bonus'}, {'h': [{'value': 38, 'element': 313}, {'value': 32, 'element': 321}, {'value': 27, 'element': 325}, {'value': 24, 'element': 438}, {'value': 17, 'element': 486}, {'value': 14, 'element': 307}, {'value': 13, 'element': 318}, {'value': 10, 'element': 308}, {'value': 9, 'element': 305}, {'value': 8, 'element': 508}, {'value': 6, 'element': 306}, {'value': 4, 'element': 314}, {'value': -1, 'element': 320}, {'value': -2, 'element': 315}], 'a': [{'value': 28, 'element': 373}, {'value': 21, 'element': 525}, {'value': 16, 'element': 357}, {'value': 15, 'element': 366}, {'value': 12, 'element': 358}, {'value': 11, 'element': 356}, {'value': 10, 'element': 370}, {'value': 9, 'element': 355}, {'value': 8, 'element': 353}, {'value': 8, 'element': 368}, {'value': 4, 'element': 542}, {'value': 3, 'element': 363}, {'value': 3, 'element': 374}, {'value': -1, 'element': 364}], 'identifier': 'bps'}]",2,138,14,Southampton,2
1059838,FALSE,90,2019-12-01T14:00:00Z,TRUE,TRUE,2,TRUE,2,Arsenal,"[{'h': [{'value': 1, 'element': 278}, {'value': 1, 'element': 287}], 'a': [{'value': 2, 'element': 11}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 284}, {'value': 1, 'element': 286}], 'a': [{'value': 1, 'element': 1}, {'value': 1, 'element': 15}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 280}, {'value': 1, 'element': 286}], 'a': [{'value': 1, 'element': 467}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 4, 'element': 280}], 'a': [{'value': 6, 'element': 14}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 278}, {'value': 1, 'element': 287}], 'a': [{'value': 3, 'element': 11}, {'value': 1, 'element': 15}], 'identifier': 'bonus'}, {'h': [{'value': 31, 'element': 278}, {'value': 26, 'element': 287}, {'value': 19, 'element': 284}, {'value': 18, 'element': 507}, {'value': 15, 'element': 273}, {'value': 15, 'element': 290}, {'value': 13, 'element': 275}, {'value': 13, 'element': 280}, {'value': 12, 'element': 286}, {'value': 12, 'element': 454}, {'value': 11, 'element': 274}, {'value': 8, 'element': 283}], 'a': [{'value': 58, 'element': 11}, {'value': 26, 'element': 15}, {'value': 24, 'element': 1}, {'value': 20, 'element': 14}, {'value': 16, 'element': 18}, {'value': 15, 'element': 106}, {'value': 14, 'element': 3}, {'value': 13, 'element': 21}, {'value': 9, 'element': 490}, {'value': 6, 'element': 467}, {'value': 4, 'element': 19}, {'value': 3, 'element': 504}, {'value': 3, 'element': 541}, {'value': 1, 'element': 12}], 'identifier': 'bps'}]",3,137,14,Norwich,2
1059841,FALSE,90,2019-12-01T14:00:00Z,TRUE,TRUE,3,TRUE,1,Sheffield Utd,"[{'h': [{'value': 1, 'element': 401}], 'a': [{'value': 1, 'element': 70}], 'identifier': 'goals_scored'}, {'h': [{'value': 1, 'element': 409}], 'a': [{'value': 1, 'element': 294}], 'identifier': 'assists'}, {'h': [], 'a': [], 'identifier': 'own_goals'}, {'h': [], 'a': [], 'identifier': 'penalties_saved'}, {'h': [], 'a': [], 'identifier': 'penalties_missed'}, {'h': [{'value': 1, 'element': 420}], 'a': [{'value': 1, 'element': 291}, {'value': 1, 'element': 293}, {'value': 1, 'element': 294}, {'value': 1, 'element': 295}, {'value': 1, 'element': 301}], 'identifier': 'yellow_cards'}, {'h': [], 'a': [], 'identifier': 'red_cards'}, {'h': [{'value': 3, 'element': 411}], 'a': [{'value': 3, 'element': 471}], 'identifier': 'saves'}, {'h': [{'value': 2, 'element': 401}], 'a': [{'value': 3, 'element': 70}, {'value': 1, 'element': 302}], 'identifier': 'bonus'}, {'h': [{'value': 25, 'element': 401}, {'value': 18, 'element': 415}, {'value': 16, 'element': 402}, {'value': 16, 'element': 403}, {'value': 15, 'element': 409}, {'value': 14, 'element': 411}, {'value': 13, 'element': 414}, {'value': 9, 'element': 408}, {'value': 9, 'element': 417}, {'value': 8, 'element': 420}, {'value': 5, 'element': 410}], 'a': [{'value': 30, 'element': 70}, {'value': 24, 'element': 302}, {'value': 18, 'element': 423}, {'value': 16, 'element': 471}, {'value': 15, 'element': 294}, {'value': 14, 'element': 301}, {'value': 13, 'element': 291}, {'value': 13, 'element': 297}, {'value': 7, 'element': 293}, {'value': 6, 'element': 501}, {'value': 4, 'element': 295}, {'value': 4, 'element': 453}, {'value': 2, 'element': 441}, {'value': -1, 'element': 303}], 'identifier': 'bps'}]",3,140,14,Wolves,1
