transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,team_a_score,influence,saves,assists,transfers_in,xP,creativity,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,fixture,transfers_out,round,name,position,threat,ict_index,penalties_saved,team_h_score
0,Man Utd,0,0,0,5,-1,2021-08-14T11:30:00Z,0,1,25.4,0,0,0,1.2,10.5,45,21528,184,0,10,False,90,0,1,Leeds,6,0,1,Liam Cooper,DEF,2.0,3.8,0,5
0,Watford,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,1.7,0.0,45,1794,46,0,0,False,0,0,0,Aston Villa,8,0,1,Frédéric Guilbert,DEF,0.0,0.0,0,3
0,Watford,0,0,0,2,0,2021-08-14T14:00:00Z,0,2,3.0,0,0,0,2.7,14.8,50,675492,39,0,4,False,45,0,0,Aston Villa,8,0,1,Matt Targett,DEF,0.0,1.8,0,3
0,Leicester,0,0,0,1,2,2021-08-14T14:00:00Z,0,0,20.6,0,0,0,1.6,13.4,60,71206,435,0,10,False,90,0,0,Wolves,5,0,1,Adama Traoré,MID,87.0,12.1,0,1
0,Crystal Palace,0,0,1,0,3,2021-08-14T14:00:00Z,0,0,19.6,0,0,0,2.6,21.4,60,328061,123,0,14,True,90,0,0,Chelsea,3,0,1,Jorge Luiz Frello Filho,MID,2.0,4.3,0,3
0,Norwich,0,0,1,0,8,2021-08-14T16:30:00Z,0,3,37.8,0,0,0,3.5,1.9,75,777536,240,1,21,False,60,0,0,Liverpool,7,0,1,Diogo Jota,MID,36.0,7.6,0,0
0,Spurs,0,0,0,1,2,2021-08-15T15:30:00Z,0,0,12.4,0,0,0,3.0,7.8,75,577874,250,0,8,False,90,0,0,Man City,10,0,1,Ilkay Gündogan,MID,32.0,5.2,0,1
0,Leeds,0,0,0,1,1,2021-08-14T11:30:00Z,0,1,6.2,0,0,0,3.1,28.7,55,3743944,275,0,5,True,90,0,1,Man Utd,6,0,1,Luke Shaw,DEF,6.0,4.1,0,5
0,Everton,0,0,0,0,0,2021-08-14T14:00:00Z,0,1,0.0,0,0,0,1.3,0.0,50,50205,518,0,0,False,0,0,0,Southampton,4,0,1,Armando Broja,FWD,0.0,0.0,0,3
0,Aston Villa,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.5,0.0,45,305769,388,0,0,True,0,0,0,Watford,8,0,1,Stipe Perica,FWD,0.0,0.0,0,3
0,Crystal Palace,0,0,0,0,1,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,2.2,0.1,45,0,539,0,3,True,4,0,0,Chelsea,3,0,1,Emerson Palmieri dos Santos,DEF,2.0,0.2,0,3
0,Aston Villa,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.8,0.0,50,38535,393,0,0,True,0,0,0,Watford,8,0,1,Isaac Success Ajayi,FWD,0.0,0.0,0,3
0,Newcastle,0,0,0,2,2,2021-08-15T13:00:00Z,0,4,27.8,0,0,0,2.4,25.3,50,299441,421,0,22,False,90,0,0,West Ham,9,0,1,Declan Rice,MID,6.0,5.9,0,2
0,Leeds,0,0,0,0,0,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,1.9,0.0,50,3734,459,0,0,True,0,0,0,Man Utd,6,0,1,Juan Mata,MID,0.0,0.0,0,5
0,Man Utd,0,0,0,0,1,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,1.4,0.4,55,14333,192,0,1,False,21,0,0,Leeds,6,0,1,Hélder Wander Sousa de Azevedo e Costa,MID,1.0,0.0,0,5
0,Chelsea,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,0.5,0.0,45,0,542,0,0,False,0,0,0,Crystal Palace,3,0,1,Robert Street,FWD,0.0,0.0,0,3
0,Norwich,0,0,0,0,1,2021-08-14T16:30:00Z,0,3,0.4,0,0,0,2.9,0.8,55,6475,506,0,3,False,7,0,0,Liverpool,7,0,1,Harvey Elliott,MID,2.0,0.3,0,0
0,Watford,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.0,0.0,55,612,37,0,0,False,0,0,0,Aston Villa,8,0,1,Mahmoud Ahmed Ibrahim Hassan,MID,0.0,0.0,0,3
0,Watford,0,0,0,3,1,2021-08-14T14:00:00Z,0,2,8.4,0,0,0,2.7,22.7,50,63216,52,0,13,False,90,0,0,Aston Villa,8,0,1,Ashley Young,DEF,6.0,3.7,0,3
0,Wolves,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,1.5,0.0,45,8491,214,0,0,True,0,0,0,Leicester,5,0,1,Hamza Choudhury,MID,0.0,0.0,0,1
0,Liverpool,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,0.7,0.0,45,7768,324,0,0,True,0,0,0,Norwich,7,0,1,Christoph Zimmermann,DEF,0.0,0.0,0,0
0,Crystal Palace,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,2.6,0.0,65,45383,136,0,0,True,0,0,0,Chelsea,3,0,1,Tammy Abraham,FWD,0.0,0.0,0,3
0,Burnley,0,0,0,1,2,2021-08-14T14:00:00Z,0,2,34.8,0,0,0,1.5,0.2,40,226602,56,0,22,False,90,0,0,Brighton,2,0,1,Shane Duffy,DEF,57.0,9.2,0,1
0,Aston Villa,0,0,1,0,2,2021-08-14T14:00:00Z,0,2,8.2,0,0,0,1.4,0.8,55,2737,495,0,3,True,68,0,1,Watford,8,0,1,Juraj Kucka,MID,2.0,1.1,0,3
0,Southampton,0,0,0,0,0,2021-08-14T14:00:00Z,0,1,0.0,0,0,0,1.4,0.0,50,10273,172,0,0,True,0,0,0,Everton,4,0,1,André Filipe Tavares Gomes,MID,0.0,0.0,0,3
0,Crystal Palace,0,0,0,0,1,2021-08-14T14:00:00Z,0,0,2.2,0,0,0,3.1,2.1,55,465500,142,0,4,True,23,0,0,Chelsea,3,0,1,Reece James,DEF,2.0,0.6,0,3
0,Leicester,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,0.5,0.0,45,0,547,0,0,False,0,0,0,Wolves,5,0,1,Luke Cundle,MID,0.0,0.0,0,1
0,Man Utd,0,0,0,0,0,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,0.5,0.0,45,0,552,0,0,False,0,0,0,Leeds,6,0,1,Adam Forshaw,MID,0.0,0.0,0,5
0,Crystal Palace,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,3.1,0.0,50,19536,129,0,0,True,0,0,0,Chelsea,3,0,1,Kepa Arrizabalaga,GK,0.0,0.0,0,3
0,Watford,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,2.2,0.0,45,8179,36,0,0,False,0,0,0,Aston Villa,8,0,1,Kortney Hause,DEF,0.0,0.0,0,3
0,Watford,0,0,0,3,0,2021-08-14T14:00:00Z,0,2,15.6,0,0,0,2.7,0.8,50,572675,38,0,12,False,90,0,1,Aston Villa,8,0,1,Tyrone Mings,DEF,0.0,1.6,0,3
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,2.9,0.0,55,6271,13,0,0,False,0,0,0,Arsenal,1,0,1,Ainsley Maitland-Niles,MID,0.0,0.0,0,2
0,Leeds,0,0,0,0,0,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,0.7,0.0,70,150273,276,0,0,True,0,0,0,Man Utd,6,0,1,Jesse Lingard,MID,0.0,0.0,0,5
0,Liverpool,0,0,0,3,2,2021-08-14T16:30:00Z,0,3,11.6,0,0,0,0.0,2.1,45,592329,145,0,14,True,90,0,0,Norwich,7,0,1,Billy Gilmour,MID,0.0,1.4,0,0
0,Watford,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,1.9,0.0,50,1298,497,0,0,False,0,0,0,Aston Villa,8,0,1,Jaden Philogene-Bidace,MID,0.0,0.0,0,3
0,Spurs,0,0,0,1,2,2021-08-15T15:30:00Z,0,0,11.2,0,0,0,1.9,28.7,50,22889,453,0,10,False,90,0,0,Man City,10,0,1,Fernando Luiz Rosa,MID,8.0,4.8,0,1
0,Watford,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.0,0.0,45,95,31,0,0,False,0,0,0,Aston Villa,8,0,1,Björn Engels,DEF,0.0,0.0,0,3
0,Arsenal,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,0.9,0.0,55,7791,79,0,0,True,0,0,0,Brentford,1,0,1,Tariqe Fosu-Henry,MID,0.0,0.0,0,2
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,0.0,0.0,50,5080,15,0,0,False,0,0,0,Arsenal,1,0,1,Thomas Partey,MID,0.0,0.0,0,2
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,2.0,0.0,40,0,532,0,0,False,0,0,0,Arsenal,1,0,1,Karl Hein,GK,0.0,0.0,0,2
0,Aston Villa,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,1.2,0.0,45,15648,382,0,0,True,0,0,0,Watford,8,0,1,Francisco Femenía Far,DEF,0.0,0.0,0,3
0,Leicester,0,0,0,1,2,2021-08-14T14:00:00Z,0,0,4.0,0,0,0,1.9,36.9,75,240264,430,0,2,False,90,0,0,Wolves,5,0,1,Raúl Jiménez,FWD,18.0,5.9,0,1
0,West Ham,0,0,0,0,1,2021-08-15T13:00:00Z,0,4,4.4,0,0,0,0.0,0.4,45,22857,309,0,3,True,6,0,0,Newcastle,9,0,1,Sean Longstaff,MID,0.0,0.5,0,2
0,Wolves,0,0,0,0,1,2021-08-14T14:00:00Z,0,0,3.4,0,0,0,1.9,0.9,50,7397,458,0,4,True,28,0,0,Leicester,5,0,1,Boubakary Soumaré,MID,0.0,0.4,0,1
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,3.2,0.0,50,72864,9,0,0,False,0,0,0,Arsenal,1,0,1,Héctor Bellerín,DEF,0.0,0.0,0,2
0,Aston Villa,3,0,1,0,12,2021-08-14T14:00:00Z,0,2,62.2,0,1,0,0.8,33.4,50,25528,450,1,44,True,65,0,0,Watford,8,0,1,Emmanuel Dennis,FWD,87.0,18.3,0,3
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,2.0,0.0,45,29602,18,0,0,False,0,0,0,Arsenal,1,0,1,Lucas Torreira,MID,0.0,0.0,0,2
0,Wolves,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,1.5,0.0,45,31304,203,0,0,True,0,0,0,Leicester,5,0,1,Nampalys Mendy,MID,0.0,0.0,0,1
0,West Ham,0,0,0,0,1,2021-08-15T13:00:00Z,0,4,0.0,0,0,0,0.9,1.3,55,9176,298,0,2,True,20,0,0,Newcastle,9,0,1,Ryan Fraser,MID,5.0,0.5,0,2
0,Leeds,2,0,0,1,16,2021-08-14T11:30:00Z,0,1,74.8,0,4,0,3.1,60.0,75,214089,272,0,46,True,74,0,0,Man Utd,6,0,1,Paul Pogba,MID,15.0,15.0,0,5
0,Watford,0,0,0,0,4,2021-08-14T14:00:00Z,0,2,5.8,0,1,0,2.6,1.6,60,141304,32,0,16,False,18,0,0,Aston Villa,8,0,1,Bertrand Traoré,MID,26.0,3.3,0,3
0,Burnley,0,0,0,1,2,2021-08-14T14:00:00Z,0,2,2.2,0,0,0,2.8,1.9,65,88156,64,0,4,False,75,0,0,Brighton,2,0,1,Leandro Trossard,MID,8.0,1.2,0,1
0,Arsenal,0,0,1,0,8,2021-08-13T19:00:00Z,0,0,38.4,0,0,0,0.4,1.8,50,13090,77,1,25,True,90,0,0,Brentford,1,0,1,Christian Nørgaard,MID,40.0,8.0,0,2
0,Wolves,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,0.0,0.0,45,60900,220,0,0,True,0,0,0,Leicester,5,0,1,Wesley Fofana,DEF,0.0,0.0,0,1
0,Leeds,0,0,0,0,1,2021-08-14T11:30:00Z,0,1,6.6,0,0,0,1.5,1.7,45,14969,271,0,4,True,21,0,0,Man Utd,6,0,1,Nemanja Matic,MID,0.0,0.8,0,5
0,Newcastle,0,0,0,0,0,2021-08-15T13:00:00Z,0,4,0.0,0,0,0,2.0,0.0,45,5351,417,0,0,False,0,0,0,West Ham,9,0,1,Arthur Masuaku,DEF,0.0,0.0,0,2
0,Southampton,0,0,0,0,0,2021-08-14T14:00:00Z,0,1,0.0,0,0,0,0.0,0.0,55,471,167,0,0,True,0,0,0,Everton,4,0,1,Bernard Anício Caldeira Duarte,MID,0.0,0.0,0,3
0,Leeds,0,0,0,0,0,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,1.5,0.0,40,135410,290,0,0,True,0,0,0,Man Utd,6,0,1,Brandon Williams,DEF,0.0,0.0,0,5
0,Liverpool,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,0.4,0.0,50,3511,318,0,0,True,0,0,0,Norwich,7,0,1,Kenny McLean,MID,0.0,0.0,0,0
0,Aston Villa,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,1.2,0.0,45,4345,400,0,0,True,0,0,0,Watford,8,0,1,Jeremy Ngakia,DEF,0.0,0.0,0,3
0,Norwich,0,0,1,0,3,2021-08-14T16:30:00Z,0,3,16.4,0,0,0,4.9,44.0,120,306339,230,0,11,False,90,0,0,Liverpool,7,0,1,Sadio Mané,MID,52.0,11.2,0,0
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,0.0,0.0,55,8562,20,0,0,False,0,0,0,Arsenal,1,0,1,Edward Nketiah,FWD,0.0,0.0,0,2
0,Burnley,0,0,0,0,4,2021-08-14T14:00:00Z,0,2,21.2,0,1,0,1.5,10.8,45,8712,75,0,13,False,18,0,0,Brighton,2,0,1,Jakub Moder,MID,19.0,5.1,0,1
0,Norwich,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,2.0,0.0,40,29413,248,0,0,False,0,0,0,Liverpool,7,0,1,Ben Davies,DEF,0.0,0.0,0,0
0,Crystal Palace,2,0,1,0,14,2021-08-14T14:00:00Z,0,0,45.4,0,0,0,2.7,7.0,50,8103,527,1,37,True,90,0,0,Chelsea,3,0,1,Trevoh Chalobah,DEF,11.0,6.3,0,3
0,Liverpool,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,0.0,0.0,40,21526,515,0,0,True,0,0,0,Norwich,7,0,1,Bali Mumba,DEF,0.0,0.0,0,0
0,Burnley,0,0,0,1,1,2021-08-14T14:00:00Z,0,2,2.2,0,0,0,2.6,12.1,60,9904,462,0,5,False,45,0,0,Brighton,2,0,1,Enock Mwepu,MID,4.0,1.8,0,1
0,Everton,0,0,0,2,2,2021-08-14T14:00:00Z,0,1,1.6,0,0,0,2.1,1.8,60,16692,332,0,8,False,79,0,0,Southampton,4,0,1,Theo Walcott,MID,6.0,0.9,0,3
0,West Ham,0,0,0,0,0,2021-08-15T13:00:00Z,0,4,0.0,0,0,0,0.7,0.0,45,17533,305,0,0,True,0,0,0,Newcastle,9,0,1,Fabian Schär,DEF,0.0,0.0,0,2
0,Man Utd,0,0,0,5,2,2021-08-14T11:30:00Z,0,1,5.8,0,0,0,1.4,5.2,55,31003,186,0,7,False,90,0,0,Leeds,6,0,1,Mateusz Klich,MID,10.0,2.1,0,5
0,Everton,0,0,0,3,5,2021-08-14T14:00:00Z,0,1,26.4,0,1,0,2.2,18.3,70,122487,345,0,16,False,90,0,0,Southampton,4,0,1,Che Adams,FWD,10.0,5.5,0,3
0,Newcastle,0,0,0,0,1,2021-08-15T13:00:00Z,0,4,0.0,0,0,0,2.9,1.0,55,18464,412,0,3,False,1,0,0,West Ham,9,0,1,Andriy Yarmolenko,MID,0.0,0.1,0,2
0,Liverpool,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,0.4,0.0,50,4889,320,0,0,True,0,0,0,Norwich,7,0,1,Onel Hernández,MID,0.0,0.0,0,0
0,Crystal Palace,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,3.4,0.0,60,896206,135,0,0,True,0,0,0,Chelsea,3,0,1,Benjamin Chilwell,DEF,0.0,0.0,0,3
0,Leicester,0,0,0,0,1,2021-08-14T14:00:00Z,0,0,11.6,0,0,0,0.9,0.6,50,14765,434,0,4,False,24,0,0,Wolves,5,0,1,Leander Dendoncker,MID,0.0,1.2,0,1
0,Norwich,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,0.0,0.0,70,106719,234,0,0,False,0,0,0,Liverpool,7,0,1,Andrew Robertson,DEF,0.0,0.0,0,0
0,Leeds,0,0,0,0,0,2021-08-14T11:30:00Z,0,1,0.0,0,0,0,0.0,0.0,95,21167,281,0,0,True,0,0,0,Man Utd,6,0,1,Marcus Rashford,MID,0.0,0.0,0,5
0,Leicester,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,1.2,0.0,45,44020,470,0,0,False,0,0,0,Wolves,5,0,1,Rayan Ait Nouri,DEF,0.0,0.0,0,1
0,Burnley,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,1.5,0.0,40,0,536,0,0,False,0,0,0,Brighton,2,0,1,Michal Karbownik,DEF,0.0,0.0,0,1
0,West Ham,0,0,0,4,0,2021-08-15T13:00:00Z,0,4,16.6,0,0,0,0.7,11.6,45,9309,293,0,12,True,90,0,0,Newcastle,9,0,1,Ciaran Clark,DEF,28.0,5.6,0,2
0,Burnley,1,0,0,1,6,2021-08-14T14:00:00Z,0,2,26.4,0,1,0,2.6,35.3,60,34936,55,0,24,False,90,0,0,Brighton,2,0,1,Pascal Groß,MID,14.0,7.6,0,1
0,Brighton,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.5,0.0,40,0,534,0,0,True,0,0,0,Burnley,2,0,1,Bobby Thomas,DEF,0.0,0.0,0,1
0,Watford,0,0,0,3,7,2021-08-14T14:00:00Z,0,2,40.4,0,0,0,2.6,2.1,60,60533,35,1,28,False,90,0,0,Aston Villa,8,0,1,John McGinn,MID,13.0,5.6,0,3
0,Brentford,0,0,0,1,1,2021-08-13T19:00:00Z,0,0,6.6,0,0,0,3.3,12.3,65,1014984,22,0,4,False,31,0,0,Arsenal,1,0,1,Bukayo Saka,MID,12.0,3.1,0,2
0,Norwich,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,2.9,0.0,55,9552,236,0,0,False,0,0,0,Liverpool,7,0,1,Takumi Minamino,MID,0.0,0.0,0,0
0,Norwich,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,2.7,0.0,45,4581,247,0,0,False,0,0,0,Liverpool,7,0,1,Rhys Williams,DEF,0.0,0.0,0,0
0,Chelsea,0,0,0,0,0,2021-08-14T14:00:00Z,0,0,0.0,0,0,0,1.3,0.0,45,30766,156,0,0,False,0,0,0,Crystal Palace,3,0,1,Jack Butland,GK,0.0,0.0,0,3
0,Spurs,0,0,0,1,2,2021-08-15T15:30:00Z,0,0,21.2,0,0,0,3.4,38.5,60,484049,256,0,21,False,90,0,0,Man City,10,0,1,João Pedro Cavaco Cancelo,DEF,12.0,7.2,0,1
0,Watford,0,0,0,3,2,2021-08-14T14:00:00Z,0,2,6.4,0,0,0,1.5,6.5,45,7728,41,0,13,False,90,0,0,Aston Villa,8,0,1,Marvelous Nakamba,MID,0.0,1.3,0,3
0,Brentford,0,0,0,0,0,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,2.7,0.0,45,17385,5,0,0,False,0,0,0,Arsenal,1,0,1,Cédric Soares,DEF,0.0,0.0,0,2
0,Norwich,0,0,0,0,0,2021-08-14T16:30:00Z,0,3,0.0,0,0,0,3.2,0.0,50,52503,238,0,0,False,0,0,0,Liverpool,7,0,1,Joseph Gomez,DEF,0.0,0.0,0,0
0,Brighton,0,0,0,2,1,2021-08-14T14:00:00Z,0,2,7.2,0,0,0,1.4,2.6,55,4960,108,0,5,True,90,0,1,Burnley,2,0,1,Johann Berg Gudmundsson,MID,2.0,1.2,0,1
0,Man City,1,0,1,0,7,2021-08-15T15:30:00Z,0,0,17.0,0,0,0,1.2,0.1,45,96915,361,0,22,True,90,0,0,Spurs,10,0,1,Eric Dier,DEF,0.0,1.7,0,1
0,Everton,0,0,0,0,0,2021-08-14T14:00:00Z,0,1,0.0,0,0,0,1.7,0.0,45,82735,343,0,0,False,0,0,0,Southampton,4,0,1,Jan Bednarek,DEF,0.0,0.0,0,3
0,Burnley,0,0,0,1,2,2021-08-14T14:00:00Z,0,2,10.4,0,0,0,1.9,24.1,50,3347,73,0,12,False,71,0,0,Brighton,2,0,1,Steven Alzate,MID,2.0,3.7,0,1
0,Aston Villa,0,0,0,0,0,2021-08-14T14:00:00Z,0,2,0.0,0,0,0,0.0,0.0,50,1795,385,0,0,True,0,0,0,Watford,8,0,1,Nathaniel Chalobah,MID,0.0,0.0,0,3
0,Norwich,0,0,0,0,1,2021-08-14T16:30:00Z,0,3,1.6,0,0,0,2.9,4.6,55,57480,232,0,4,False,29,0,0,Liverpool,7,0,1,Fabio Henrique Tavares,MID,0.0,0.6,0,0
0,Arsenal,0,0,1,0,6,2021-08-13T19:00:00Z,0,0,10.8,0,0,0,0.7,0.0,45,28324,76,0,22,True,90,0,0,Brentford,1,0,1,Pontus Jansson,DEF,0.0,1.1,0,2
0,Leicester,0,0,0,1,2,2021-08-14T14:00:00Z,0,0,7.2,0,0,0,0.9,14.9,50,30970,426,0,16,False,65,0,0,Wolves,5,0,1,João Filipe Iria Santos Moutinho,MID,1.0,2.3,0,1
0,Southampton,0,0,0,0,0,2021-08-14T14:00:00Z,0,1,0.0,0,0,0,1.0,0.0,40,153135,481,0,0,True,0,0,0,Everton,4,0,1,Asmir Begović,GK,0.0,0.0,0,3
0,Spurs,0,0,0,0,0,2021-08-15T15:30:00Z,0,0,0.0,0,0,0,3.1,0.0,55,100948,259,0,0,False,0,0,0,Man City,10,0,1,Aymeric Laporte,DEF,0.0,0.0,0,1
0,Brentford,0,0,0,0,1,2021-08-13T19:00:00Z,0,0,0.0,0,0,0,2.7,0.7,45,21150,466,0,0,False,9,0,0,Arsenal,1,0,1,Nuno Varela Tavares,DEF,1.0,0.1,0,2
0,Norwich,0,0,1,0,6,2021-08-14T16:30:00Z,0,3,9.4,0,0,0,2.0,2.9,40,1540416,245,0,21,False,90,0,0,Liverpool,7,0,1,Konstantinos Tsimikas,DEF,37.0,4.9,0,0
