name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,320,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,0,0,0,0,32,0,1409,3,0,0.0,0,-5,0,5,50,True,0,Leeds
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,320,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,0,0,0,0,32,0,4944,3,0,0.0,0,-9,0,9,54,True,0,Leeds
Willy Boly,DEF,Wolves,1.0,0,0,11,0,0.9,428,317,1,0,1.2,11.4,2022-04-08T19:00:00Z,90,0,0,0,0,32,0,9061,0,1,0.0,2,241,428,187,49,False,0,Newcastle
Mads Roerslev,DEF,Brentford,0.8,0,0,3,0,0.3,89,313,0,0,0.3,0.2,2022-04-10T13:00:00Z,7,0,0,0,0,32,0,8851,0,2,2.0,1,550,804,254,41,True,0,West Ham
Sam Byram,DEF,Norwich,4.0,0,0,19,1,1.8,321,318,0,0,2.8,19.8,2022-04-10T13:00:00Z,90,0,0,0,0,32,0,1419,0,2,6.0,6,56,103,47,44,True,0,Burnley
Wout Weghorst,FWD,Burnley,1.3,0,0,3,0,1.1,700,318,1,0,2.9,5.8,2022-04-10T13:00:00Z,55,0,0,0,0,32,0,654755,0,2,22.0,1,-2770,46103,48873,64,False,0,Norwich
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,318,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,195435,0,2,0.0,0,-1669,104,1773,39,True,0,Burnley
Joelinton,FWD,Newcastle,1.0,0,0,8,1,15.3,310,317,0,0,4.0,11.4,2022-04-08T19:00:00Z,90,0,0,0,0,32,0,82424,0,1,13.0,2,-3201,3965,7166,58,True,0,Wolves
Marc Cucurella,DEF,Brighton,3.2,0,0,16,0,2.2,584,311,1,0,2.4,21.4,2022-04-09T14:00:00Z,90,0,0,0,0,32,0,243907,2,1,0.0,2,-4101,7480,11581,50,False,0,Arsenal
Joël Veltman,DEF,Brighton,2.5,0,0,9,0,0.2,62,311,1,0,2.4,23.4,2022-04-09T14:00:00Z,90,0,0,0,0,32,0,89079,2,1,0.0,2,800,3859,3059,42,False,0,Arsenal
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,446,317,0,0,0.0,0.0,2022-04-08T19:00:00Z,0,0,0,0,0,32,0,1909,0,1,0.0,0,-15,26,41,44,False,0,Newcastle
Hee-Chan Hwang,FWD,Wolves,1.2,0,0,12,0,4.7,583,317,1,0,2.9,3.8,2022-04-08T19:00:00Z,77,0,0,0,0,32,0,404435,0,1,20.0,2,-11833,20675,32508,54,False,0,Newcastle
Divock Origi,FWD,Liverpool,0.0,0,0,0,0,0.0,235,316,0,0,0.0,0.0,2022-04-10T15:30:00Z,0,0,0,0,0,32,0,97773,2,2,0.0,0,572,2775,2203,48,False,0,Man City
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,149,315,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,111303,1,2,0.0,0,-895,991,1886,60,False,0,Leicester
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,317,0,0,0.0,0.0,2022-04-08T19:00:00Z,0,0,0,0,0,32,0,12762,0,1,0.0,0,-94,0,94,40,False,0,Newcastle
Mathias Jørgensen,DEF,Brentford,1.5,0,0,27,1,0.3,594,313,0,0,1.5,12.2,2022-04-10T13:00:00Z,90,0,0,0,0,32,0,2382,0,2,2.0,6,-9,17,26,45,True,0,West Ham
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,313,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,110212,0,2,0.0,0,-1094,0,1094,39,True,0,West Ham
Tariqe Fosu-Henry,MID,Brentford,-0.2,0,0,0,0,0.0,79,313,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,2771,0,2,0.0,0,1,17,16,51,True,0,West Ham
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,318,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,1396,0,2,0.0,0,-4,0,4,49,True,0,Burnley
Jack Grealish,MID,Man City,2.0,0,0,2,0,0.5,33,316,0,0,0.4,1.2,2022-04-10T15:30:00Z,7,0,0,0,0,32,0,647594,2,2,2.0,1,-1324,658,1982,75,True,0,Liverpool
James Storer,GK,Wolves,0.0,0,0,0,0,0.0,621,317,0,0,0.0,0.0,2022-04-08T19:00:00Z,0,0,0,0,0,32,0,13500,0,1,0.0,0,258,442,184,40,False,0,Newcastle
Samir,DEF,Watford,0.8,0,0,12,0,0.1,677,320,3,0,0.7,6.4,2022-04-09T14:00:00Z,90,0,0,0,0,32,0,1681,3,0,0.0,1,-23,102,125,45,True,0,Leeds
Daniel James,MID,Leeds,3.7,1,0,15,1,10.4,287,320,0,0,2.7,15.0,2022-04-09T14:00:00Z,66,0,0,0,0,32,0,70384,3,0,2.0,6,-7091,1061,8152,60,False,0,Watford
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,409,313,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,23250,0,2,0.0,0,-63,24,87,49,False,0,Brentford
Raphinha,MID,Leeds,5.5,0,2,31,1,1.7,196,320,0,1,7.4,46.2,2022-04-09T14:00:00Z,82,0,0,0,0,32,0,1426003,3,0,26.0,10,-35916,23092,59008,65,False,0,Watford
Marcus Forss,FWD,Brentford,0.0,0,0,0,0,0.0,88,313,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,7699,0,2,0.0,0,-70,0,70,53,True,0,West Ham
Billy Gilmour,MID,Norwich,1.3,0,0,0,0,0.0,145,318,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,0,0,0,0,32,0,295311,0,2,0.0,0,-1822,2891,4713,43,True,0,Burnley
Victor Lindelöf,DEF,Man Utd,2.0,0,0,12,0,1.2,284,314,1,0,2.1,13.6,2022-04-09T11:30:00Z,90,0,0,0,0,32,0,45133,0,1,6.0,2,113,776,663,48,False,0,Everton
Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,0,13,0,1.5,45,312,4,0,5.5,17.4,2022-04-09T16:30:00Z,90,0,0,0,0,32,0,77851,4,0,36.0,0,-1677,286,1963,49,True,0,Spurs
Max Kilman,DEF,Wolves,3.0,0,0,16,0,1.6,439,317,1,0,2.1,19.8,2022-04-08T19:00:00Z,90,0,0,0,0,32,0,324341,0,1,0.0,2,-15016,6045,21061,46,False,0,Newcastle
Alex Iwobi,MID,Everton,2.4,0,0,9,1,15.7,174,314,0,0,2.5,7.2,2022-04-09T11:30:00Z,90,0,0,0,0,32,0,18587,0,1,2.0,3,-1554,363,1917,58,True,0,Man Utd
Moisés Caicedo,MID,Brighton,0.0,1,0,16,0,13.9,538,311,1,0,5.0,23.2,2022-04-09T14:00:00Z,90,0,0,0,0,32,0,385,2,1,13.0,4,0,0,0,45,False,1,Arsenal
Enock Mwepu,MID,Brighton,4.5,1,3,47,1,12.1,462,311,0,1,8.7,65.6,2022-04-09T14:00:00Z,76,0,0,0,0,32,0,5539,2,1,9.0,14,-33,69,102,59,False,0,Arsenal
