name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Tanguy Ndombele,MID,Spurs,0.0,0,0,0,0,0.0,375,267,0,0,0.0,0.0,2022-02-26T12:30:00Z,0,0,0,0,0,27,0,21720,4,0,0.0,0,-403,0,403,57,False,0,Leeds,Ndombele
Isaac Success Ajayi,FWD,Watford,0.0,0,0,0,0,0.0,393,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,8701,0,0,0.0,0,-37,0,37,50,False,0,Man Utd,Success
Edo Kayembe,MID,Watford,0.2,0,0,0,0,0.0,679,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,1234,0,0,0.0,0,-383,22,405,48,False,0,Man Utd,Kayembe
Romain Saïss,DEF,Wolves,2.4,0,0,18,0,12.5,431,270,1,0,3.6,19.8,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,254918,0,1,4.0,2,30410,40279,9869,50,False,0,West Ham,Saïss
Nélson Cabral Semedo,DEF,Wolves,0.0,0,0,0,0,0.0,437,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,248439,0,1,0.0,0,-18120,13341,31461,48,False,0,West Ham,Semedo
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,117,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,408,1,1,0.0,0,0,0,0,45,False,0,Crystal Palace,Peacock-Farrell
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,117,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,408,2,0,0.0,0,0,0,0,45,True,0,Leicester,Peacock-Farrell
Vicente Guaita,GK,Crystal Palace,2.3,0,0,0,0,0.0,146,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,548032,1,1,0.0,0,-34588,919,35507,46,True,0,Burnley,Guaita
David de Gea,GK,Man Utd,5.0,0,0,23,1,0.0,270,268,0,0,1.5,15.2,2022-02-26T15:00:00Z,90,0,0,0,0,27,2,1219725,0,0,0.0,6,-16336,25217,41553,53,True,0,Watford,de Gea
Rodrigo Bentancur,MID,Spurs,0.0,0,0,0,0,0.0,702,267,0,0,0.0,0.0,2022-02-26T12:30:00Z,0,0,0,0,0,27,0,4117,4,0,0.0,0,-873,814,1687,50,False,0,Leeds,Bentancur
Maxwell Haygarth,MID,Brentford,-0.5,0,0,0,0,0.0,628,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,331,2,0,0.0,0,-17,31,48,45,True,0,Newcastle,Haygarth
Nathan Redmond,MID,Southampton,0.5,0,0,0,0,0.0,336,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,14045,0,2,0.0,0,138,615,477,59,True,0,Norwich,Redmond
Freddie Woodman,GK,Newcastle,0.0,0,0,0,0,0.0,513,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,25791,2,0,0.0,0,-449,0,449,43,False,0,Brentford,Woodman
Lewis Dunk,DEF,Brighton,0.8,0,0,19,0,1.5,59,263,2,0,4.8,28.0,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,192573,2,0,18.0,1,746,3385,2639,48,True,0,Aston Villa,Dunk
Boubakary Soumaré,MID,Leicester,0.7,0,0,0,0,0.0,458,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,7505,2,0,0.0,0,-167,23,190,48,False,0,Burnley,Soumaré
Jürgen Locadia,FWD,Brighton,0.0,0,0,0,0,0.0,595,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,94269,2,0,0.0,0,-5708,0,5708,44,True,0,Aston Villa,Locadia
Adam Masina,DEF,Watford,-1.0,0,0,0,0,0.0,390,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,5108,0,0,0.0,0,-44,19,63,43,False,0,Man Utd,Masina
Bernard Anício Caldeira Duarte,MID,Everton,0.0,0,0,0,0,0.0,167,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,0,0,0,0,27,0,206,1,0,0.0,0,0,0,0,55,True,0,Man City,Bernard
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,0,0.0,610,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,7564,2,0,0.0,0,-83,122,205,40,False,0,Brighton,Bogarde
Luka Milivojevic,MID,Crystal Palace,0.3,0,0,5,0,1.6,152,265,1,0,1.4,4.8,2022-02-26T15:00:00Z,59,1,0,0,0,27,0,3825,1,1,8.0,-1,-36,41,77,53,True,0,Burnley,Milivojevic
Eberechi Eze,MID,Crystal Palace,0.9,0,0,0,0,0.0,160,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,6441,1,1,0.0,0,-90,338,428,59,True,0,Burnley,Eze
Christoph Zimmermann,DEF,Norwich,-0.5,0,0,0,0,0.0,324,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,3571,0,2,0.0,0,32,70,38,44,False,0,Southampton,Zimmermann
Youri Tielemans,MID,Leicester,4.3,0,0,12,1,12.4,210,213,0,0,2.8,6.8,2022-03-01T19:45:00Z,71,0,0,0,0,27,0,335634,2,0,9.0,3,3751,11324,7573,64,False,0,Burnley,Tielemans
Reece Welch,DEF,Everton,-1.0,0,0,0,0,0.0,623,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,0,0,0,0,27,0,2594,1,0,0.0,0,3,82,79,40,True,0,Man City,Welch
Andreas Söndergaard,GK,Wolves,0.0,0,0,0,0,0.0,444,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,94564,0,1,0.0,0,-1755,0,1755,39,False,0,West Ham,Söndergaard
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,0,0.0,297,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,3508,2,0,0.0,0,-62,0,62,48,False,0,Brentford,Hendrick
Alex Kral,MID,West Ham,0.0,0,0,0,0,0.0,589,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,9987,0,1,0.0,0,-176,32,208,44,True,0,Wolves,Kral
Ibrahima Diallo,MID,Southampton,1.0,0,0,0,0,0.0,349,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,14304,0,2,0.0,0,-291,246,537,45,True,0,Norwich,Diallo
Charlie Taylor,DEF,Burnley,-0.4,0,0,5,0,0.4,113,265,0,0,0.9,9.0,2022-02-26T15:00:00Z,30,0,0,0,0,27,0,26360,1,1,0.0,1,-534,563,1097,44,False,0,Crystal Palace,Taylor
Charlie Taylor,DEF,Burnley,-0.4,0,0,9,0,2.0,113,213,2,0,1.3,9.6,2022-03-01T19:45:00Z,90,0,0,0,0,27,0,26360,2,0,1.0,1,-534,563,1097,44,True,0,Leicester,Taylor
Bruno André Cavaco Jordão,MID,Wolves,0.0,0,0,0,0,0.0,661,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,473,0,1,0.0,0,-15,0,15,45,False,0,West Ham,Jordão
Ben Mee,DEF,Burnley,8.8,0,0,12,0,0.4,106,265,1,0,2.4,15.6,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,691643,1,1,8.0,2,315689,320785,5096,48,False,0,Crystal Palace,Mee
Ben Mee,DEF,Burnley,8.8,0,0,6,0,0.1,106,213,0,0,1.3,8.6,2022-03-01T19:45:00Z,39,0,0,0,0,27,0,691643,2,0,4.0,1,315689,320785,5096,48,True,0,Leicester,Mee
Adam Forshaw,MID,Leeds,0.9,0,0,9,0,3.5,552,267,4,0,2.3,10.8,2022-02-26T12:30:00Z,90,0,0,0,0,27,0,5610,4,0,9.0,2,166,301,135,45,True,0,Spurs,Forshaw
Luke Mbete,DEF,Man City,1.0,0,0,0,0,0.0,603,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,0,0,0,0,27,0,4769,1,0,0.0,0,-7,115,122,39,False,0,Everton,Mbete
Fabian Schär,DEF,Newcastle,6.3,1,3,39,1,12.3,305,262,0,0,9.3,40.6,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,39990,2,0,40.0,12,10680,12341,1661,43,False,0,Brentford,Schär
Jean-Philippe Mateta,FWD,Crystal Palace,2.7,0,0,3,0,0.7,159,265,0,0,0.1,0.2,2022-02-26T15:00:00Z,30,0,0,0,0,27,0,32054,1,1,0.0,1,3221,6357,3136,52,True,0,Burnley,Mateta
Hugo Lloris,GK,Spurs,3.3,0,0,23,1,0.0,353,267,0,0,1.7,16.8,2022-02-26T12:30:00Z,90,0,0,0,0,27,2,711911,4,0,0.0,6,-4627,11144,15771,54,False,0,Leeds,Lloris
Sam Waller,GK,Burnley,-1.0,0,0,0,0,0.0,708,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,263,1,1,0.0,0,92,113,21,40,False,0,Crystal Palace,Waller
Sam Waller,GK,Burnley,-1.0,0,0,0,0,0.0,708,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,263,2,0,0.0,0,92,113,21,40,True,0,Leicester,Waller
Raheem Sterling,MID,Man City,9.0,0,0,4,1,13.8,255,266,0,0,2.9,4.8,2022-02-26T17:30:00Z,76,0,0,0,0,27,0,540660,1,0,10.0,3,55949,79471,23522,107,False,0,Everton,Sterling
Pascal Groß,MID,Brighton,1.0,0,0,0,0,0.0,55,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,22943,2,0,0.0,0,-422,134,556,57,True,0,Aston Villa,Groß
Leon Bailey,MID,Aston Villa,0.2,0,0,0,0,0.0,492,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,35505,2,0,0.0,0,133,358,225,63,False,0,Brighton,Bailey
Joshua King,FWD,Watford,0.7,0,0,5,1,11.8,468,268,0,0,4.1,9.6,2022-02-26T15:00:00Z,62,0,0,0,0,27,0,488974,0,0,20.0,2,-160165,4684,164849,59,False,0,Man Utd,King
Eric Bailly,DEF,Man Utd,1.0,0,0,0,0,0.0,286,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,11028,0,0,0.0,0,-4,99,103,49,True,0,Watford,Bailly
Davinson Sánchez,DEF,Spurs,0.9,0,0,0,0,0.0,367,267,0,0,0.0,0.0,2022-02-26T12:30:00Z,0,0,0,0,0,27,0,245339,4,0,0.0,0,-17912,3027,20939,46,False,0,Leeds,Sánchez
Federico Fernández,DEF,Newcastle,0.5,0,0,0,0,0.0,465,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,9346,2,0,0.0,0,35,90,55,43,False,0,Brentford,Fernández
Moussa Sissoko,MID,Watford,2.3,0,0,18,1,17.9,354,268,0,0,4.7,27.0,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,204006,0,0,2.0,3,-1784,5038,6822,44,False,0,Man Utd,Sissoko
Douglas Luiz Soares de Paulo,MID,Aston Villa,1.5,0,0,8,1,5.8,50,263,0,0,1.4,8.6,2022-02-26T15:00:00Z,71,0,0,0,0,27,0,153578,2,0,0.0,2,-3168,3112,6280,44,False,1,Brighton,Douglas Luiz
Cenk Tosun,FWD,Everton,-1.0,0,0,0,0,0.0,622,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,0,0,0,0,27,0,8255,1,0,0.0,0,24,789,765,50,True,0,Man City,Tosun
Willy Caballero,GK,Southampton,0.5,0,0,0,0,0.0,641,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,3156,0,2,0.0,0,-69,113,182,43,True,0,Norwich,Caballero
Jeremy Ngakia,DEF,Watford,0.2,0,0,19,1,0.4,400,268,0,0,1.6,7.0,2022-02-26T15:00:00Z,62,0,0,0,0,27,0,4139,0,0,9.0,6,-103,17,120,43,False,0,Man Utd,Ngakia
Dion Sanderson,DEF,Wolves,0.0,0,0,0,0,0.0,686,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,250,0,1,0.0,0,-18,0,18,40,False,0,West Ham,Sanderson
Andriy Yarmolenko,MID,West Ham,0.0,0,0,0,0,0.0,412,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,9338,0,1,0.0,0,-26,66,92,51,True,0,Wolves,Yarmolenko
Jamaal Lascelles,DEF,Newcastle,1.5,0,0,3,0,0.0,299,262,0,0,0.0,0.2,2022-02-26T15:00:00Z,7,0,0,0,0,27,0,19337,2,0,0.0,1,81,819,738,44,False,0,Brentford,Lascelles
Elliot Anderson,MID,Newcastle,0.0,0,0,0,0,0.0,609,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,1446,2,0,0.0,0,-33,0,33,45,False,0,Brentford,Anderson
Karl Darlow,GK,Newcastle,0.5,0,0,0,0,0.0,294,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,29097,2,0,0.0,0,114,711,597,45,False,0,Brentford,Darlow
Myles Peart-Harris,MID,Brentford,-0.5,0,0,0,0,0.0,662,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,296,2,0,0.0,0,-30,52,82,45,True,0,Newcastle,Peart-Harris
Mark Gillespie,GK,Newcastle,0.5,0,0,0,0,0.0,514,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,33631,2,0,0.0,0,824,1454,630,39,False,0,Brentford,Gillespie
Harry Maguire,DEF,Man Utd,4.4,0,0,0,0,0.0,273,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,524569,0,0,0.0,0,21817,26906,5089,54,True,0,Watford,Maguire
Adam Idah,FWD,Norwich,0.0,0,0,0,0,0.0,329,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,86572,0,2,0.0,0,-40318,915,41233,49,False,0,Southampton,Idah
Christos Tzolis,MID,Norwich,-0.5,0,0,0,0,0.0,528,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,3519,0,2,0.0,0,1,39,38,48,False,0,Southampton,Tzolis
Fraser Forster,GK,Southampton,4.7,0,0,21,1,0.0,333,269,0,0,1.1,10.8,2022-02-25T20:00:00Z,90,0,0,0,0,27,1,125711,0,2,0.0,6,19402,22160,2758,44,True,0,Norwich,Forster
Frederik Alves,DEF,West Ham,0.0,0,0,0,0,0.0,521,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,11727,0,1,0.0,0,-89,0,89,40,True,0,Wolves,Alves
Aaron Connolly,FWD,Brighton,0.0,0,0,0,0,0.0,72,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,7264,2,0,0.0,0,-167,0,167,53,True,0,Aston Villa,Connolly
Luke Ayling,DEF,Leeds,-0.7,0,0,9,0,4.0,185,267,4,0,1.5,5.4,2022-02-26T12:30:00Z,90,0,0,0,0,27,0,250518,4,0,6.0,0,-2525,2132,4657,43,True,0,Spurs,Ayling
Ollie Watkins,FWD,Aston Villa,2.5,0,0,26,1,0.9,40,263,0,1,6.2,40.4,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,801211,2,0,21.0,5,-82348,17414,99762,76,False,1,Brighton,Watkins
Liam Gibbs,MID,Norwich,-0.5,0,0,0,0,0.0,683,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,7915,0,2,0.0,0,-114,177,291,45,False,0,Southampton,Gibbs
Nohan Kenneh,MID,Leeds,-0.5,0,0,0,0,0.0,600,267,0,0,0.0,0.0,2022-02-26T12:30:00Z,0,0,0,0,0,27,0,1372,4,0,0.0,0,5,46,41,44,True,0,Spurs,Kenneh
Marc Leonard,MID,Brighton,0.0,0,0,0,0,0.0,654,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,396,2,0,0.0,0,13,56,43,45,True,0,Aston Villa,Leonard
Jeremy Sarmiento,MID,Brighton,0.0,0,0,0,0,0.0,612,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,530,2,0,0.0,0,31,48,17,45,True,0,Aston Villa,Sarmiento
Pelenda Joshua Dasilva,MID,Brentford,0.0,0,0,-7,0,0.7,82,262,2,0,0.0,0.0,2022-02-26T15:00:00Z,10,0,0,0,1,27,0,1066,2,0,0.0,-2,67,102,35,53,True,0,Newcastle,Dasilva
Luke Shaw,DEF,Man Utd,4.4,0,0,7,0,23.3,275,268,0,0,3.3,9.4,2022-02-26T15:00:00Z,16,0,0,0,0,27,0,1233778,0,0,0.0,1,19575,29852,10277,50,True,0,Watford,Shaw
Craig Dawson,DEF,West Ham,7.0,0,0,22,1,0.8,414,270,0,0,3.4,15.4,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,134199,0,1,18.0,6,32486,37074,4588,49,True,0,Wolves,Dawson
Paris Maghoma,MID,Brentford,-0.5,0,0,0,0,0.0,614,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,900,2,0,0.0,0,-9,58,67,45,True,0,Newcastle,Maghoma
Pierluigi Gollini,GK,Spurs,0.5,0,0,0,0,0.0,486,267,0,0,0.0,0.0,2022-02-26T12:30:00Z,0,0,0,0,0,27,0,16020,4,0,0.0,0,-113,62,175,43,False,0,Leeds,Gollini
Angus Gunn,GK,Norwich,3.3,0,0,23,0,0.0,448,269,2,0,5.4,54.0,2022-02-25T20:00:00Z,90,0,0,0,0,27,7,192969,0,2,0.0,3,7540,11004,3464,40,False,0,Southampton,Gunn
Jack Stephens,DEF,Southampton,1.0,0,0,3,0,0.0,338,269,0,0,0.1,1.4,2022-02-25T20:00:00Z,9,0,0,0,0,27,0,4940,0,2,0.0,1,57,93,36,44,True,0,Norwich,Stephens
Francisco Femenía Far,DEF,Watford,2.0,0,0,0,0,0.0,382,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,16552,0,0,0.0,0,-999,1147,2146,43,False,0,Man Utd,Femenía
Will Norris,GK,Burnley,-1.0,0,0,0,0,0.0,114,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,9740,1,1,0.0,0,-112,43,155,44,False,0,Crystal Palace,Norris
Will Norris,GK,Burnley,-1.0,0,0,0,0,0.0,114,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,9740,2,0,0.0,0,-112,43,155,44,True,0,Leicester,Norris
Michail Antonio,FWD,West Ham,2.5,1,0,22,1,43.0,413,270,0,0,10.5,29.4,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,3024993,0,1,33.0,4,-135595,46620,182215,77,True,1,Wolves,Antonio
Rúben Diogo da Silva Neves,MID,Wolves,2.8,0,0,13,0,18.2,436,270,1,0,5.4,28.6,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,102243,0,1,7.0,2,6838,9470,2632,53,False,0,West Ham,Neves
Benjamin Chrisene,MID,Aston Villa,0.0,0,0,0,0,0.0,703,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,188,2,0,0.0,0,27,51,24,45,False,0,Brighton,Chrisene
Michael Keane,DEF,Everton,3.2,0,0,9,0,0.1,169,266,1,0,1.1,10.4,2022-02-26T17:30:00Z,90,0,0,0,0,27,0,221726,1,0,0.0,2,-9830,2992,12822,48,True,0,Man City,Keane
Armstrong Oko-Flex,MID,West Ham,0.0,0,0,0,0,0.0,652,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,620,0,1,0.0,0,7,54,47,44,True,0,Wolves,Oko-Flex
Robert Sánchez,GK,Brighton,2.5,0,0,15,0,0.0,69,263,2,0,1.9,19.0,2022-02-26T15:00:00Z,90,0,0,0,0,27,2,1526464,2,0,0.0,1,-14338,16864,31202,46,True,0,Aston Villa,Sánchez
Kasey McAteer,MID,Leicester,0.0,0,0,0,0,0.0,647,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,150,2,0,0.0,0,-9,0,9,45,False,0,Burnley,McAteer
Jeffrey Schlupp,MID,Crystal Palace,3.7,0,2,22,0,11.4,155,265,1,1,8.3,36.8,2022-02-26T15:00:00Z,83,0,0,0,0,27,0,5733,1,1,35.0,9,-244,170,414,54,True,0,Burnley,Schlupp
Harvey Barnes,MID,Leicester,3.5,1,0,16,1,27.7,215,213,0,0,14.6,26.2,2022-03-01T19:45:00Z,90,0,0,0,0,27,0,186360,2,0,92.0,6,-1856,2428,4284,65,False,0,Burnley,Barnes
Nathan Tella,MID,Southampton,0.0,0,0,0,0,0.0,346,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,3928,0,2,0.0,0,-94,16,110,47,True,0,Norwich,Tella
Harry Lewis,GK,Southampton,0.5,0,0,0,0,0.0,637,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,45258,0,2,0.0,0,3211,5330,2119,39,True,0,Norwich,Lewis
Yoane Wissa,MID,Brentford,1.5,0,0,13,0,14.4,524,262,2,0,2.5,6.8,2022-02-26T15:00:00Z,61,0,0,0,0,27,0,6895,2,0,4.0,2,63,408,345,58,True,0,Newcastle,Wissa
Pierre Lees-Melou,MID,Norwich,1.0,0,0,7,0,15.5,471,269,1,0,2.6,6.8,2022-02-25T20:00:00Z,18,0,0,0,0,27,0,5105,0,2,4.0,1,5,116,111,48,False,0,Southampton,Lees-Melou
Fabio Silva,FWD,Wolves,0.8,0,0,0,0,2.7,445,270,1,0,6.9,0.0,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,33902,0,1,67.0,2,-313,927,1240,56,False,0,West Ham,Fabio Silva
Odsonne Edouard,FWD,Crystal Palace,1.3,0,0,0,0,0.0,586,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,580982,1,1,0.0,0,-183832,11861,195693,66,True,0,Burnley,Edouard
Kwadwo Baah,MID,Watford,-0.8,0,0,0,0,0.0,405,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,7715,0,0,0.0,0,-40,338,378,43,False,0,Man Utd,Baah
Martin Dubravka,GK,Newcastle,5.0,0,0,17,1,0.0,295,262,0,0,1.0,9.8,2022-02-26T15:00:00Z,90,0,0,0,0,27,1,108944,2,0,0.0,5,20664,25085,4421,44,False,1,Brentford,Dubravka
John Ruddy,GK,Wolves,0.0,0,0,0,0,0.0,452,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,0,0,0,0,27,0,15684,0,1,0.0,0,-24,133,157,43,False,0,West Ham,Ruddy
Anthony Gordon,MID,Everton,4.2,0,0,2,1,1.8,503,266,0,0,1.6,0.0,2022-02-26T17:30:00Z,76,0,0,0,0,27,0,120619,1,0,15.0,3,5659,15303,9644,45,True,0,Man City,Gordon
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,54,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,172458,2,0,0.0,0,-3547,434,3981,40,True,0,Aston Villa,Steele
Imrân Louza,MID,Watford,0.5,0,0,17,1,11.8,403,268,0,0,3.7,17.8,2022-02-26T15:00:00Z,90,0,0,0,0,27,0,2617,0,0,7.0,3,22,76,54,52,False,0,Man Utd,Louza
Dean Henderson,GK,Man Utd,1.0,0,0,0,0,0.0,280,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,35241,0,0,0.0,0,-153,97,250,47,True,0,Watford,Henderson
Paul Dummett,DEF,Newcastle,0.7,0,0,0,0,0.0,301,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,1315,2,0,0.0,0,70,128,58,45,False,0,Brentford,Dummett
Jordan Hugill,FWD,Norwich,0.0,0,0,0,0,0.0,322,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,0,0,0,0,27,0,787,0,2,0.0,0,-4,0,4,54,False,0,Southampton,Hugill
Tom Heaton,GK,Man Utd,1.0,0,0,0,0,0.0,509,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,65937,0,0,0.0,0,-1085,911,1996,39,True,0,Watford,Heaton
Vontae Daley-Campbell,DEF,Leicester,0.0,0,0,0,0,0.0,639,213,0,0,0.0,0.0,2022-03-01T19:45:00Z,0,0,0,0,0,27,0,662,2,0,0.0,0,-23,0,23,40,False,0,Burnley,Daley-Campbell
Dane Scarlett,FWD,Spurs,0.7,0,0,4,0,0.0,520,267,0,0,0.1,1.0,2022-02-26T12:30:00Z,3,0,0,0,0,27,0,201761,4,0,0.0,1,-3416,4342,7758,45,False,0,Leeds,Scarlett
Odeluga Offiah,DEF,Brighton,1.4,0,0,0,0,0.0,712,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,0,2,0,0.0,0,0,0,0,40,True,0,Aston Villa,Offiah
Ryan Fraser,MID,Newcastle,6.7,1,2,36,1,103.1,298,262,0,0,18.7,47.8,2022-02-26T15:00:00Z,89,0,0,0,0,27,0,23513,2,0,36.0,8,694,5589,4895,53,False,0,Brentford,Fraser
Max Aarons,DEF,Norwich,0.7,0,0,14,0,1.9,326,269,2,0,1.5,13.4,2022-02-25T20:00:00Z,90,0,0,0,0,27,0,89648,0,2,0.0,1,707,1835,1128,43,False,0,Southampton,Aarons
Phil Jones,DEF,Man Utd,1.0,0,0,0,0,0.0,632,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,2390,0,0,0.0,0,-68,84,152,45,True,0,Watford,Jones
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,296,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,104505,2,0,0.0,0,-2794,114,2908,72,False,0,Brentford,Wilson
Pedro Lomba Neto,MID,Wolves,0.6,0,0,4,0,12.0,441,270,0,0,3.5,2.8,2022-02-27T14:00:00Z,14,0,0,0,0,27,0,4328,0,1,20.0,1,1577,1920,343,64,False,0,West Ham,Neto
Leander Dendoncker,MID,Wolves,4.6,0,0,16,0,30.4,434,270,1,0,4.7,12.4,2022-02-27T14:00:00Z,90,0,0,0,0,27,0,41633,0,1,4.0,2,1530,4951,3421,47,False,0,West Ham,Dendoncker
Charlie Goode,DEF,Brentford,0.0,0,0,0,0,0.0,87,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,116336,2,0,0.0,0,-3495,0,3495,39,True,0,Newcastle,Goode
Shane Duffy,DEF,Brighton,0.2,0,0,0,0,0.0,56,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,0,0,0,0,27,0,818331,2,0,0.0,0,-19757,5615,25372,41,True,0,Aston Villa,Duffy
Liam Delap,FWD,Man City,1.2,0,0,0,0,0.0,704,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,0,0,0,0,27,0,9409,1,0,0.0,0,495,2655,2160,45,False,0,Everton,Delap
