name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,339,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,0,0,0,0,34,0,1394,1,5,0.0,0,-7,0,7,50,False,0,Man City
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,339,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,0,0,0,0,34,0,4924,1,5,0.0,0,-8,0,8,54,False,0,Man City
Willy Boly,DEF,Wolves,2.5,0,0,23,0,1.3,428,334,1,0,3.9,35.2,2022-04-24T13:00:00Z,90,0,0,0,0,34,0,9421,0,1,2.0,2,477,713,236,49,False,0,Burnley
Mads Roerslev,DEF,Brentford,1.5,0,1,28,1,15.0,89,332,0,0,2.6,8.8,2022-04-23T16:30:00Z,90,0,0,0,0,34,0,10123,0,0,2.0,7,147,711,564,41,True,0,Spurs
Sam Byram,DEF,Norwich,3.0,0,0,14,0,1.9,321,340,3,0,1.7,15.0,2022-04-23T14:00:00Z,90,0,0,0,0,34,0,2106,3,0,0.0,1,285,479,194,44,True,0,Newcastle
Wout Weghorst,FWD,Burnley,2.7,1,0,15,1,32.1,700,334,0,0,12.8,29.8,2022-04-24T13:00:00Z,90,0,0,0,0,34,0,541222,0,1,66.0,5,-61570,24381,85951,64,True,0,Wolves
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,340,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,0,0,0,0,34,0,192350,3,0,0.0,0,-2116,680,2796,39,True,0,Newcastle
Joelinton,FWD,Newcastle,4.3,0,3,62,1,5.6,310,340,0,2,13.2,69.8,2022-04-23T14:00:00Z,66,0,0,0,0,34,0,85915,3,0,57.0,13,-830,5837,6667,58,False,0,Norwich
Marc Cucurella,DEF,Brighton,3.8,0,0,14,0,25.8,584,333,2,0,5.3,23.6,2022-04-24T13:00:00Z,90,0,0,0,0,34,0,301272,2,2,4.0,0,33203,43226,10023,49,True,1,Southampton
Joël Veltman,DEF,Brighton,3.4,0,0,10,0,1.3,62,333,2,0,2.5,23.4,2022-04-24T13:00:00Z,90,0,0,0,0,34,0,110394,2,2,0.0,1,14186,18033,3847,42,True,0,Southampton
Yerson Mosquera Valdelamar,DEF,Wolves,0.5,0,0,0,0,0.0,446,334,0,0,0.0,0.0,2022-04-24T13:00:00Z,0,0,0,0,0,34,0,1980,0,1,0.0,0,9,39,30,44,False,0,Burnley
Hwang Hee-chan,FWD,Wolves,2.2,0,0,11,0,36.8,583,334,1,0,7.2,14.0,2022-04-24T13:00:00Z,90,0,0,0,0,34,0,352273,0,1,21.0,2,-8937,10856,19793,54,False,0,Burnley
Divock Origi,FWD,Liverpool,2.7,0,0,22,0,1.8,235,338,0,1,7.4,31.6,2022-04-24T15:30:00Z,30,0,0,0,0,34,0,99430,0,2,41.0,5,402,3221,2819,48,True,0,Everton
Christian Benteke,FWD,Crystal Palace,0.2,0,0,3,0,1.8,149,336,0,0,0.4,0.4,2022-04-25T19:00:00Z,6,0,0,0,0,34,0,109206,0,0,2.0,1,-1025,846,1871,59,True,0,Leeds
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,334,0,0,0.0,0.0,2022-04-24T13:00:00Z,0,0,0,0,0,34,0,12510,0,1,0.0,0,-112,0,112,40,False,0,Burnley
Mathias Jørgensen,DEF,Brentford,0.0,0,0,0,0,0.0,594,332,0,0,0.0,0.0,2022-04-23T16:30:00Z,0,0,0,0,0,34,0,2515,0,0,0.0,0,-121,52,173,45,True,0,Spurs
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,332,0,0,0.0,0.0,2022-04-23T16:30:00Z,0,0,0,0,0,34,0,106577,0,0,0.0,0,-1616,0,1616,39,True,0,Spurs
Tariqe Fosu-Henry,MID,Brentford,-1.0,0,0,0,0,0.0,79,332,0,0,0.0,0.0,2022-04-23T16:30:00Z,0,0,0,0,0,34,0,2800,0,0,0.0,0,3,34,31,51,True,0,Spurs
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,340,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,0,0,0,0,34,0,1391,3,0,0.0,0,-2,0,2,49,True,0,Newcastle
Jack Grealish,MID,Man City,3.0,0,0,15,0,6.1,33,339,1,0,5.7,10.2,2022-04-23T14:00:00Z,90,0,0,0,0,34,0,647237,1,5,41.0,2,177,3070,2893,75,True,0,Watford
