name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Jakub Moder,MID,Brighton,2.0,0,0,16,0,6.9,75,227,1,0,3.3,15.6,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,66754,1,1,10.0,2,-2008,2783,4791,45,False,0,Leicester,Moder
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,248,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,9923,3,1,0.0,0,-87,0,87,40,False,0,Crystal Palace,Davies
Trevoh Chalobah,DEF,Chelsea,0.0,0,0,0,0,0.0,527,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,170916,0,2,0.0,0,-16912,87,16999,47,True,0,Spurs,Chalobah
Bali Mumba,DEF,Norwich,0.0,0,0,0,0,0.0,515,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,22733,3,0,0.0,0,-827,0,827,39,False,0,Watford,Mumba
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,462,227,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,6375,1,1,0.0,0,-922,25,947,59,False,0,Leicester,Mwepu
Theo Walcott,MID,Southampton,-1.0,0,0,0,0,0.0,332,229,0,0,0.0,0.0,2022-01-22T17:30:00Z,0,0,0,0,0,23,0,9732,1,1,0.0,0,-160,40,200,58,True,0,Man City,Walcott
Fabian Schär,DEF,Newcastle,3.5,0,0,26,1,0.1,305,226,0,0,3.1,28.4,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,15143,1,0,2.0,6,-109,565,674,43,False,0,Leeds,Schär
Mateusz Klich,MID,Leeds,2.5,0,0,9,0,3.3,186,226,1,0,2.5,10.4,2022-01-22T15:00:00Z,79,0,0,0,0,23,0,27722,1,0,11.0,2,151,799,648,52,True,0,Newcastle,Klich
Che Adams,FWD,Southampton,1.7,0,0,3,0,0.9,345,229,1,0,0.7,6.2,2022-01-22T17:30:00Z,90,0,0,0,0,23,0,70341,1,1,0.0,2,-1519,1258,2777,68,True,0,Man City,Adams
Andriy Yarmolenko,MID,West Ham,0.3,0,0,0,0,0.0,412,228,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,9380,0,1,0.0,0,-96,52,148,51,False,0,Man Utd,Yarmolenko
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,1449,3,0,0.0,0,-9,0,9,49,False,0,Watford,Hernández
Benjamin Chilwell,DEF,Chelsea,0.0,0,0,0,0,0.0,135,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,295228,0,2,0.0,0,-5114,132,5246,56,True,0,Spurs,Chilwell
Leander Dendoncker,MID,Wolves,2.0,0,0,16,0,5.0,434,222,1,0,1.7,10.4,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,10168,2,1,2.0,2,-42,286,328,47,False,0,Brentford,Dendoncker
Andrew Robertson,DEF,Liverpool,12.5,2,3,35,0,48.1,234,224,1,0,11.0,47.0,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,343072,3,1,15.0,11,91190,100716,9526,70,False,0,Crystal Palace,Robertson
Hee-Chan Hwang,FWD,Wolves,0.0,0,0,0,0,0.0,583,222,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,245347,2,1,0.0,0,-24375,126757,151132,54,False,0,Brentford,Hwang
Marcus Rashford,MID,Man Utd,4.0,0,0,22,0,1.4,281,228,0,1,7.2,31.4,2022-01-22T15:00:00Z,28,0,0,0,0,23,0,77278,0,1,39.0,6,-12418,4296,16714,94,True,0,West Ham,Rashford
Rayan Ait Nouri,DEF,Wolves,6.5,0,0,10,0,7.0,470,222,1,0,2.8,20.6,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,111321,2,1,0.0,2,50993,55982,4989,43,False,0,Brentford,Ait Nouri
Michal Karbownik,DEF,Brighton,0.0,0,0,0,0,0.0,536,227,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,3143,1,1,0.0,0,-27,0,27,40,False,0,Leicester,Karbownik
Ciaran Clark,DEF,Newcastle,0.0,0,0,4,0,0.0,293,226,0,0,0.2,2.4,2022-01-22T15:00:00Z,21,0,0,0,0,23,0,8069,1,0,0.0,1,-130,19,149,44,False,0,Leeds,Clark
Pascal Groß,MID,Brighton,1.3,0,0,6,0,3.5,55,227,1,0,2.4,10.6,2022-01-23T14:00:00Z,61,0,0,0,0,23,0,23003,1,1,10.0,2,130,110516,110386,57,False,0,Leicester,Groß
Bobby Thomas,DEF,Burnley,-1.0,0,0,0,0,0.0,534,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,24050,0,0,0.0,0,145,497,352,39,False,0,Arsenal,Thomas
Bobby Thomas,DEF,Burnley,-1.0,0,0,0,0,0.0,534,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,24050,0,0,0.0,0,145,497,352,39,True,0,Watford,Thomas
John McGinn,MID,Aston Villa,1.5,0,0,13,1,0.9,35,225,0,0,1.9,18.2,2022-01-22T12:30:00Z,90,0,0,0,0,23,0,108129,1,0,0.0,3,-5639,3708,9347,58,False,0,Everton,McGinn
Jonathan Tomkinson,DEF,Norwich,0.0,0,0,0,0,0.0,643,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,1119,3,0,0.0,0,112,188,76,40,False,0,Watford,Tomkinson
Bukayo Saka,MID,Arsenal,4.0,0,0,10,1,19.4,22,221,0,0,7.8,9.2,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,1321420,0,0,49.0,3,18860,125898,107038,64,True,0,Burnley,Saka
Takumi Minamino,MID,Liverpool,4.5,0,0,1,0,0.1,236,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,30,0,0,0,0,23,0,10372,3,1,0.0,1,2132,3175,1043,51,False,0,Crystal Palace,Minamino
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,247,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,2202,3,1,0.0,0,-10,0,10,44,False,0,Crystal Palace,R.Williams
Jack Butland,GK,Crystal Palace,4.5,0,0,0,0,0.0,156,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,40348,3,1,0.0,0,4428,116074,111646,44,True,0,Liverpool,Butland
João Pedro Cavaco Cancelo,DEF,Man City,7.5,0,0,15,0,35.8,256,229,1,0,7.8,23.0,2022-01-22T17:30:00Z,90,0,0,0,0,23,0,4075182,1,1,19.0,2,230782,244525,13743,71,False,0,Southampton,Cancelo
Marvelous Nakamba,MID,Aston Villa,0.0,0,0,0,0,0.0,41,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,13179,1,0,0.0,0,-355,22,377,44,False,0,Everton,Nakamba
Cédric Soares,DEF,Arsenal,0.5,0,0,0,0,0.0,5,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,12973,0,0,0.0,0,-257,27,284,42,True,0,Burnley,Cédric
Joseph Gomez,DEF,Liverpool,1.5,0,0,4,0,0.0,238,224,0,0,0.3,3.2,2022-01-23T14:00:00Z,1,0,0,0,0,23,0,35664,3,1,0.0,1,-87,208,295,47,False,0,Crystal Palace,Gomez
Johann Berg Gudmundsson,MID,Burnley,0.0,0,0,2,0,0.3,108,221,0,0,0.9,1.0,2022-01-23T14:00:00Z,7,0,0,0,0,23,0,5538,0,0,8.0,1,-41,206,247,54,False,0,Arsenal,Gudmundsson
Johann Berg Gudmundsson,MID,Burnley,0.0,0,0,0,0,0.0,108,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,5538,0,0,0.0,0,-41,206,247,54,True,0,Watford,Gudmundsson
Eric Dier,DEF,Spurs,0.0,0,0,11,0,0.3,361,223,2,0,1.3,12.8,2022-01-23T16:30:00Z,90,0,0,0,0,23,0,476565,0,2,0.0,1,-107136,1118,108254,46,False,0,Chelsea,Dier
Charlie Cresswell,DEF,Leeds,0.0,0,0,0,0,0.0,563,226,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,29466,1,0,0.0,0,-972,82,1054,40,True,0,Newcastle,Cresswell
Jan Bednarek,DEF,Southampton,2.3,0,0,6,0,0.1,343,229,1,0,6.5,24.6,2022-01-22T17:30:00Z,70,0,0,0,0,23,0,94132,1,1,40.0,1,5856,12353,6497,44,True,1,Man City,Bednarek
Steven Alzate,MID,Brighton,1.3,0,0,18,0,1.0,73,227,1,0,1.3,12.0,2022-01-23T14:00:00Z,61,0,0,0,0,23,0,2591,1,1,0.0,2,10,66,56,48,False,0,Leicester,Alzate
Eldin Jakupovic,GK,Leicester,0.0,0,0,0,0,0.0,573,227,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,5967,1,1,0.0,0,-139,48,187,40,True,0,Brighton,Jakupovic
Nathaniel Chalobah,MID,Watford,0.0,0,0,0,0,0.0,385,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,552,3,0,0.0,0,-3,0,3,50,True,0,Norwich,Chalobah
Nathaniel Chalobah,MID,Watford,0.0,0,0,0,0,0.0,385,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,552,0,0,0.0,0,-3,0,3,50,False,0,Burnley,Chalobah
Ryan Alebiosu,DEF,Arsenal,2.4,0,0,0,0,0.0,695,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,0,0,0,0.0,0,0,0,0,40,True,0,Burnley,Alebiosu
Fabio Henrique Tavares,MID,Liverpool,10.5,0,2,30,0,3.6,232,224,1,1,7.2,40.6,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,62432,3,1,28.0,9,3763,4837,1074,54,False,0,Crystal Palace,Fabinho
Niels Nkounkou,DEF,Everton,0.0,0,0,0,0,0.0,570,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,873,1,0,0.0,0,-4,0,4,40,True,0,Aston Villa,Nkounkou
Maxwell Haygarth,MID,Brentford,0.0,0,0,0,0,0.0,628,222,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,235,2,1,0.0,0,0,16,16,45,True,0,Wolves,Haygarth
Pontus Jansson,DEF,Brentford,0.5,0,0,4,0,0.4,76,222,2,0,1.4,7.2,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,625289,2,1,6.0,0,-25270,5571,30841,46,True,1,Wolves,Jansson
João Filipe Iria Santos Moutinho,MID,Wolves,7.5,1,3,45,0,31.7,426,222,1,1,12.2,72.8,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,62466,2,1,17.0,13,2959,7529,4570,49,False,0,Brentford,Moutinho
James Storer,GK,Wolves,0.0,0,0,0,0,0.0,621,222,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,12202,2,1,0.0,0,-329,156,485,40,False,0,Brentford,Storer
Asmir Begović,GK,Everton,0.0,0,0,0,0,0.0,481,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,246111,1,0,0.0,0,-5353,631,5984,40,True,0,Aston Villa,Begović
Aymeric Laporte,DEF,Man City,9.5,0,2,27,0,2.8,259,229,1,1,8.5,56.2,2022-01-22T17:30:00Z,90,0,0,0,0,23,0,650166,1,1,26.0,10,127903,146217,18314,57,False,0,Southampton,Laporte
Nuno Varela Tavares,DEF,Arsenal,1.0,0,0,0,0,0.0,466,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,38934,0,0,0.0,0,-2233,614,2847,43,True,0,Burnley,Tavares
Konstantinos Tsimikas,DEF,Liverpool,1.0,0,0,0,0,0.0,245,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,1089519,3,1,0.0,0,-17288,38168,55456,37,False,0,Crystal Palace,Tsimikas
Jacob Murphy,MID,Newcastle,0.0,0,0,0,0,0.0,304,226,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,34326,1,0,0.0,0,-991,533,1524,47,False,0,Leeds,Murphy
Mason Mount,MID,Chelsea,3.5,1,0,23,1,65.2,138,223,0,0,13.6,29.0,2022-01-23T16:30:00Z,90,0,0,0,0,23,0,2019018,0,2,42.0,6,-312970,36964,349934,77,True,0,Spurs,Mount
Yoane Wissa,MID,Brentford,1.0,0,0,2,0,0.3,524,222,1,0,0.2,0.0,2022-01-22T15:00:00Z,32,0,0,0,0,23,0,7952,2,1,3.0,1,-977,329,1306,59,True,0,Wolves,Wissa
Omari Hutchinson,MID,Arsenal,2.2,0,0,0,0,0.0,692,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,0,0,0,0.0,0,0,0,0,45,True,0,Burnley,Hutchinson
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,1.0,0,0,7,1,28.4,579,228,0,0,8.4,12.4,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,2568932,0,1,43.0,2,-270556,38613,309169,125,True,0,West Ham,Ronaldo
Wout Weghorst,FWD,Burnley,3.3,0,0,0,0,0.0,700,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,0,0,0,0.0,0,0,0,0,65,False,0,Arsenal,Weghorst
Wout Weghorst,FWD,Burnley,3.3,0,0,6,1,2.0,700,164,0,0,3.1,3.2,2022-02-05T18:00:00Z,90,0,0,0,0,23,0,0,0,0,26.0,2,0,0,0,65,True,0,Watford,Weghorst
Donny van de Beek,MID,Man Utd,0.3,0,0,0,0,0.0,282,228,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,17882,0,1,0.0,0,-734,276,1010,57,True,0,West Ham,van de Beek
Divock Origi,FWD,Liverpool,0.0,0,0,0,0,0.0,235,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,86950,3,1,0.0,0,-4266,448,4714,48,False,0,Crystal Palace,Origi
Dimitris Giannoulis,DEF,Norwich,0.3,0,0,0,0,0.0,457,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,5592,3,0,0.0,0,-15,76,91,44,False,0,Watford,Giannoulis
Anwar El Ghazi,MID,Everton,0.0,0,0,0,0,0.0,42,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,30533,1,0,0.0,0,-1087,151,1238,56,True,0,Aston Villa,El Ghazi
Kyle Walker-Peters,DEF,Southampton,1.7,0,0,17,0,1.1,342,229,1,1,5.9,40.8,2022-01-22T17:30:00Z,90,0,0,0,0,23,0,37350,1,1,17.0,8,-658,633,1291,48,True,0,Man City,Walker-Peters
Mohamed Elyounoussi,MID,Southampton,-1.0,0,0,-4,0,0.0,517,229,1,0,0.0,0.2,2022-01-22T17:30:00Z,45,0,0,0,0,23,0,8492,1,1,0.0,0,-599,20,619,54,True,1,Man City,Elyounoussi
Christian Kabasele,DEF,Watford,0.6,0,0,15,0,10.3,384,230,3,0,3.2,20.0,2022-01-21T20:00:00Z,90,0,0,0,0,23,0,4071,3,0,2.0,1,17,74,57,43,True,0,Norwich,Kabasele
Christian Kabasele,DEF,Watford,0.6,0,0,0,0,0.0,384,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,4071,0,0,0.0,0,17,74,57,43,False,0,Burnley,Kabasele
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,5094,3,0,0.0,0,-25,0,25,54,True,0,Norwich,Gray
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,5094,0,0,0.0,0,-25,0,25,54,False,0,Burnley,Gray
Ibrahima Konaté,DEF,Liverpool,1.0,0,0,0,0,0.0,243,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,103020,3,1,0.0,0,-1502,1234,2736,51,False,0,Crystal Palace,Konaté
Jean-Philippe Mateta,FWD,Crystal Palace,2.0,1,0,18,0,10.8,159,224,2,0,5.9,25.4,2022-01-23T14:00:00Z,76,0,0,0,0,23,0,10909,3,1,23.0,5,-43,1047,1090,52,True,0,Liverpool,Mateta
Tim Iroegbunam,MID,Aston Villa,0.0,0,0,0,0,0.0,638,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,198,1,0,0.0,0,14,29,15,45,False,0,Everton,Iroegbunam
Dane Scarlett,FWD,Spurs,-0.5,0,0,0,0,0.0,520,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,197619,0,2,0.0,0,-5128,2713,7841,45,False,0,Chelsea,Scarlett
Aaron Ramsdale,GK,Arsenal,9.0,0,2,26,1,0.0,559,221,0,0,1.2,12.0,2022-01-23T14:00:00Z,90,0,0,0,0,23,1,1684136,0,0,0.0,8,34987,66538,31551,51,True,0,Burnley,Ramsdale
Luke Thomas,DEF,Leicester,1.5,0,0,14,0,1.8,219,227,1,0,3.2,19.8,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,71211,1,1,10.0,2,-1497,2168,3665,43,True,0,Brighton,Thomas
Tyler Onyango,MID,Everton,0.5,0,0,2,0,0.0,630,225,0,0,1.9,1.2,2022-01-22T12:30:00Z,25,0,0,0,0,23,0,314,1,0,18.0,1,0,17,17,45,True,0,Aston Villa,Onyango
Phil Jones,DEF,Man Utd,0.0,0,0,0,0,0.0,632,228,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,2428,0,1,0.0,0,-220,166,386,45,True,0,West Ham,Jones
Diego Llorente,DEF,Leeds,1.0,0,0,20,0,1.4,190,226,1,0,2.8,26.4,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,28832,1,0,0.0,1,1020,2505,1485,45,True,1,Newcastle,Llorente
Robin Koch,DEF,Leeds,1.5,0,0,8,0,11.7,194,226,1,0,4.9,7.8,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,12142,1,0,29.0,2,3685,126985,123300,43,True,0,Newcastle,Koch
Albert Sambi Lokonga,MID,Arsenal,4.0,0,0,14,1,15.0,478,221,0,0,3.6,12.6,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,11275,0,0,8.0,3,-84,171,255,48,True,0,Burnley,Sambi Lokonga
Sam Greenwood,FWD,Leeds,0.0,0,0,0,0,0.0,550,226,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,156271,1,0,0.0,0,-5525,3096,8621,45,True,0,Newcastle,Greenwood
Nathan Ferguson,DEF,Crystal Palace,-1.0,0,0,0,0,0.0,161,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,780,3,1,0.0,0,3,47,44,45,True,0,Liverpool,Ferguson
Alexandre Lacazette,FWD,Arsenal,3.0,0,0,8,1,35.5,6,221,0,0,7.5,7.4,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,412098,0,0,32.0,2,38715,69594,30879,84,True,0,Burnley,Lacazette
Kevin De Bruyne,MID,Man City,10.5,1,3,28,0,50.8,251,229,1,0,11.2,32.2,2022-01-22T17:30:00Z,90,0,0,0,0,23,0,1275355,1,1,29.0,8,530694,549671,18977,121,False,0,Southampton,De Bruyne
Mohamed Salah,MID,Liverpool,0.0,0,0,0,0,0.0,233,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,3205253,3,1,0.0,0,-570826,10197,581023,127,False,0,Crystal Palace,Salah
Raheem Sterling,MID,Man City,3.0,0,0,-6,0,5.2,255,229,1,0,3.5,3.0,2022-01-22T17:30:00Z,59,0,0,0,0,23,0,353962,1,1,27.0,1,44844,74699,29855,107,False,0,Southampton,Sterling
Liam Gibbs,MID,Norwich,0.0,0,0,0,0,0.0,683,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,112,3,0,0.0,0,44,85,41,45,False,0,Watford,Gibbs
Wilfried Zaha,MID,Crystal Palace,0.0,0,0,0,0,0.0,154,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,365807,3,1,0.0,0,-21270,111,21381,68,True,0,Liverpool,Zaha
Conrad Egan-Riley,DEF,Man City,1.0,0,0,0,0,0.0,651,229,0,0,0.0,0.0,2022-01-22T17:30:00Z,0,0,0,0,0,23,0,517,1,1,0.0,0,4,32,28,40,False,0,Southampton,Egan-Riley
Freddie Woodman,GK,Newcastle,-0.5,0,0,0,0,0.0,513,226,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,28408,1,0,0.0,0,-438,156,594,43,False,0,Leeds,Woodman
Robert Sánchez,GK,Brighton,2.7,0,1,23,0,0.0,69,227,1,0,3.7,36.6,2022-01-23T14:00:00Z,90,0,0,0,0,23,4,1629926,1,1,0.0,4,-14827,24674,39501,46,False,0,Leicester,Sánchez
Dynel Simeu,DEF,Southampton,-1.0,0,0,0,0,0.0,665,229,0,0,0.0,0.0,2022-01-22T17:30:00Z,0,0,0,0,0,23,0,433,1,1,0.0,0,7,40,33,40,True,0,Man City,Simeu
Neco Williams,DEF,Liverpool,1.0,0,0,0,0,0.0,246,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,63654,3,1,0.0,0,505,2560,2055,38,False,0,Crystal Palace,N.Williams
Ben Mee,DEF,Burnley,11.0,0,0,23,1,10.2,106,221,0,0,5.5,22.8,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,54951,0,0,22.0,6,8942,133988,125046,48,False,0,Arsenal,Mee
Ben Mee,DEF,Burnley,11.0,0,0,23,1,1.0,106,164,0,0,2.5,18.0,2022-02-05T18:00:00Z,90,0,0,0,0,23,0,54951,0,0,6.0,6,8942,133988,125046,48,True,0,Watford,Mee
Pascal Struijk,DEF,Leeds,2.0,0,0,13,0,1.8,198,226,1,0,3.4,32.4,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,10980,1,0,0.0,2,364,557,193,43,True,0,Newcastle,Struijk
Tom Davies,MID,Everton,0.0,0,0,0,0,0.0,176,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,5832,1,0,0.0,0,-99,23,122,48,True,0,Aston Villa,Davies
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,222,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,15369,2,1,0.0,0,-212,16691,16903,40,False,0,Brentford,Moulden
Konstantinos Mavropanos,DEF,Arsenal,0.0,0,0,0,0,0.0,24,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,55,0,0,0.0,0,0,0,0,45,True,0,Burnley,Mavropanos
Alex Iwobi,MID,Everton,0.0,0,0,0,0,0.0,174,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,0,0,0,0,23,0,14318,1,0,0.0,0,-617,36,653,58,True,0,Aston Villa,Iwobi
Edouard Mendy,GK,Chelsea,0.0,0,0,0,0,0.0,143,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,1031379,0,2,0.0,0,-115145,489,115634,61,True,0,Spurs,Mendy
Serge Aurier,DEF,Spurs,0.0,0,0,0,0,0.0,358,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,14421,0,2,0.0,0,-42,0,42,49,False,0,Chelsea,Aurier
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,1642,3,0,0.0,0,-20,47,67,50,True,0,Norwich,Tufan
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,1642,0,0,0.0,0,-20,47,67,50,False,0,Burnley,Tufan
Marc Guéhi,DEF,Crystal Palace,0.5,0,0,20,0,0.7,477,224,3,0,2.2,21.2,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,138036,3,1,0.0,1,-8077,2728,10805,45,True,0,Liverpool,Guéhi
Matej Vydra,FWD,Burnley,1.0,0,0,9,1,11.7,111,221,0,0,3.9,9.6,2022-01-23T14:00:00Z,90,0,0,0,0,23,0,32649,0,0,18.0,2,-1501,1327,2828,52,False,0,Arsenal,Vydra
Matej Vydra,FWD,Burnley,1.0,0,0,0,0,0.0,111,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,0,0,0,0,23,0,32649,0,0,0.0,0,-1501,1327,2828,52,True,0,Watford,Vydra
Ethan Ampadu,DEF,Chelsea,0.0,0,0,0,0,0.0,139,223,0,0,0.0,0.0,2022-01-23T16:30:00Z,0,0,0,0,0,23,0,3329,0,2,0.0,0,-14,0,14,45,True,0,Spurs,Ampadu
Marcus Forss,FWD,Brentford,0.2,0,0,4,0,0.3,88,222,0,0,0.2,0.2,2022-01-22T15:00:00Z,11,0,0,0,0,23,0,10333,2,1,1.0,1,-396,285,681,53,True,0,Wolves,Forss
Todd Cantwell,MID,Norwich,0.0,0,0,0,0,0.0,325,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,0,0,0,0,23,0,17836,3,0,0.0,0,1,299,298,53,False,0,Watford,Cantwell
Joe Gelhardt,FWD,Leeds,0.8,0,0,3,0,0.5,577,226,0,0,0.5,2.0,2022-01-22T15:00:00Z,10,0,0,0,0,23,0,170232,1,0,2.0,1,-28211,5107,33318,46,True,0,Newcastle,Gelhardt
Jarrod Bowen,MID,West Ham,8.3,0,0,5,0,16.9,420,228,1,0,3.3,8.0,2022-01-22T15:00:00Z,90,0,0,0,0,23,0,2507157,0,1,8.0,2,271149,324823,53674,68,False,0,Man Utd,Bowen
Folarin Balogun,FWD,Arsenal,0.0,0,0,0,0,0.0,530,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,26871,0,0,0.0,0,-1379,0,1379,47,True,0,Burnley,Balogun
Benjamin Mendy,DEF,Man City,0.0,0,0,0,0,0.0,253,229,0,0,0.0,0.0,2022-01-22T17:30:00Z,0,0,0,0,0,23,0,29794,1,1,0.0,0,-88,75,163,52,False,0,Southampton,Mendy
Willian Borges Da Silva,MID,Arsenal,0.0,0,0,0,0,0.0,3,221,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,0,0,0,0,23,0,6835,0,0,0.0,0,-15,0,15,63,True,0,Burnley,Willian
Joe White,MID,Newcastle,-0.5,0,0,0,0,0.0,599,226,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,0,0,0,0,23,0,8533,1,0,0.0,0,341,16704,16363,44,False,0,Leeds,White
Francisco Machado Mota de Castro Trincão,MID,Wolves,2.0,0,0,3,0,0.3,461,222,0,0,0.1,0.2,2022-01-22T15:00:00Z,1,0,0,0,0,23,0,27090,2,1,0.0,1,43,506,463,56,False,0,Brentford,Trincão
