name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Joshua Wilson-Esbrand,DEF,Man City,1.0,0,0,0,0,0.0,604,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,17401,2,3,0.0,0,852,1595,743,39,True,0,Aston Villa,Wilson-Esbrand
Joseph Hungbo,MID,Watford,0.0,0,0,0,0,0.0,402,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1010,1,2,0.0,0,-4,0,4,45,False,0,Chelsea,Hungbo
Benjamin Chrisene,MID,Aston Villa,-1.0,0,0,0,0,0.0,703,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,330,2,3,0.0,0,-5,18,23,45,False,0,Man City,Chrisene
Dale Stephens,MID,Burnley,-0.3,0,0,0,0,0.0,102,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1925,2,1,0.0,0,-64,56,120,44,True,0,Newcastle,Stephens
James Rodríguez,MID,Everton,0.0,0,0,0,0,0.0,166,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,42315,1,5,0.0,0,-33,0,33,69,False,0,Arsenal,James
Charlie Whitaker,MID,Everton,-1.0,0,0,0,0,0.0,613,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1388,1,5,0.0,0,34,49,15,45,False,0,Arsenal,Whitaker
Jürgen Locadia,FWD,Brighton,0.0,0,0,0,0,0.0,595,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,78271,1,3,0.0,0,-1242,0,1242,44,True,0,West Ham,Locadia
Dwight Gayle,FWD,Newcastle,0.9,0,0,0,0,0.0,300,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,14837,2,1,0.0,0,286,679,393,52,False,0,Burnley,Gayle
Raphael Dias Belloli,MID,Leeds,3.5,0,2,28,0,0.0,196,372,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1061423,2,1,0.0,9,7940,40812,32872,63,False,0,Brentford,Raphinha
Philippe Coutinho Correia,MID,Aston Villa,1.9,0,0,25,1,0.0,681,379,0,1,0.0,0.0,2022-05-22T15:00:00Z,71,0,0,0,0,38,0,938032,2,3,0.0,8,-219877,18649,238526,71,False,0,Man City,Coutinho
Issa Diop,DEF,West Ham,0.0,0,0,0,0,0.0,424,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,26485,1,3,0.0,0,-369,87,456,42,False,0,Brighton,Diop
Michy Batshuayi,FWD,Chelsea,0.0,0,0,0,0,0.0,126,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4408,1,2,0.0,0,-4,0,4,55,True,0,Watford,Batshuayi
Rúben Diogo da Silva Neves,MID,Wolves,0.5,0,0,15,0,0.0,436,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,79868,1,3,0.0,2,-1270,676,1946,52,False,0,Liverpool,Neves
Mateo Kovacic,MID,Chelsea,0.8,0,0,0,0,0.0,125,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,159337,1,2,0.0,0,-2630,446,3076,49,True,0,Watford,Kovacic
Matthew Cox,GK,Brentford,-0.5,0,0,0,0,0.0,619,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,5457,2,1,0.0,0,94,258,164,40,True,0,Leeds,Cox
Conor Gallagher,MID,Crystal Palace,1.7,0,0,10,1,0.0,144,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1011410,0,1,0.0,3,-46764,7828,54592,60,True,0,Man Utd,Gallagher
Bruno Guimarães Rodriguez Moura,MID,Newcastle,5.5,0,0,10,0,0.0,697,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,277262,2,1,0.0,2,83386,90695,7309,50,False,0,Burnley,Bruno Guimarães
James Morris,DEF,Watford,-1.0,0,0,0,0,0.0,633,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3235,1,2,0.0,0,-321,90,411,40,False,0,Chelsea,Morris
Anthony Martial,FWD,Man Utd,0.0,0,0,0,0,0.0,278,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,46686,0,1,0.0,0,-63,0,63,76,False,0,Crystal Palace,Martial
Crysencio Summerville,MID,Leeds,0.0,0,0,0,0,0.0,551,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4151,2,1,0.0,0,4,44,40,45,False,0,Brentford,Summerville
Rico Henry,DEF,Brentford,3.9,0,0,12,0,0.0,83,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,62,0,0,0,0,38,0,116910,2,1,0.0,2,18079,20421,2342,45,True,0,Leeds,Henry
Harry Winks,MID,Spurs,1.5,0,0,3,0,0.0,366,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,17,0,0,0,0,38,0,92993,5,0,0.0,1,-633,185,818,44,False,0,Norwich,Winks
Harrison Ashby,DEF,West Ham,0.0,0,0,0,0,0.0,617,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4861,1,3,0.0,0,6,52,46,40,False,0,Brighton,Ashby
Davy Pröpper,MID,Brighton,0.0,0,0,0,0,0.0,57,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,39,1,3,0.0,0,0,0,0,45,True,0,West Ham,Pröpper
Frederik Alves,DEF,West Ham,0.0,0,0,0,0,0.0,521,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,11283,1,3,0.0,0,-56,0,56,40,False,0,Brighton,Alves
Rodrigo Moreno,FWD,Leeds,2.2,0,0,6,0,0.0,187,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,191986,2,1,0.0,2,3194,17210,14016,63,False,0,Brentford,Rodrigo
Cristian Romero,DEF,Spurs,0.0,0,0,0,0,0.0,494,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,60728,5,0,0.0,0,-20266,107,20373,48,False,0,Norwich,Romero
Vontae Daley-Campbell,DEF,Leicester,0.0,0,0,0,0,0.0,639,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,594,1,4,0.0,0,-4,0,4,40,True,0,Southampton,Daley-Campbell
Callum Wilson,FWD,Newcastle,3.7,0,3,58,0,0.0,296,374,1,2,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,144009,2,1,0.0,13,38029,39660,1631,71,False,0,Burnley,Wilson
Tommi O'Reilly,MID,Aston Villa,-1.0,0,0,0,0,0.0,713,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,274,2,3,0.0,0,8,34,26,45,False,0,Man City,O'Reilly
Joel Matip,DEF,Liverpool,8.2,1,3,36,0,0.0,224,378,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,958469,1,3,0.0,7,130742,144040,13298,53,True,1,Wolves,Matip
Dan Gosling,MID,Watford,0.7,0,0,23,0,0.0,378,375,1,1,0.0,0.0,2022-05-22T15:00:00Z,8,0,0,0,0,38,0,2522,1,2,0.0,6,-74,28,102,47,False,0,Chelsea,Gosling
Virgil van Dijk,DEF,Liverpool,3.4,0,0,0,0,0.0,229,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1599710,1,3,0.0,0,-178506,2574,181080,68,True,0,Wolves,van Dijk
Ben Wilmot,DEF,Watford,0.0,0,0,0,0,0.0,401,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,33,1,2,0.0,0,0,0,0,45,False,0,Chelsea,Wilmot
Saïd Benrahma,MID,West Ham,3.2,0,0,0,0,0.0,419,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,975065,1,3,0.0,0,-21071,1440,22511,59,False,0,Brighton,Benrahma
Max Aarons,DEF,Norwich,0.0,0,0,15,0,0.0,326,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,80063,5,0,0.0,0,-23,657,680,43,True,0,Spurs,Aarons
Evan Ferguson,FWD,Brighton,0.0,0,0,0,0,0.0,655,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,38656,1,3,0.0,0,-399,2587,2986,45,True,0,West Ham,Ferguson
Demarai Gray,MID,Everton,2.0,0,0,3,0,0.0,484,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,471491,1,5,0.0,2,-18947,4285,23232,54,False,0,Arsenal,Gray
Antonio Rüdiger,DEF,Chelsea,3.7,0,3,29,1,0.0,127,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,65,0,0,0,0,38,0,1720935,1,2,0.0,9,18120,45208,27088,61,True,0,Watford,Rüdiger
Stuart McKinstry,MID,Leeds,0.5,0,0,0,0,0.0,601,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,30531,2,1,0.0,0,-187,472,659,43,False,0,Brentford,McKinstry
Philip Zinckernagel,MID,Watford,0.0,0,0,0,0,0.0,392,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,256,1,2,0.0,0,-1,0,1,55,False,0,Chelsea,Zinckernagel
Dean Henderson,GK,Man Utd,0.5,0,0,0,0,0.0,280,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,35455,0,1,0.0,0,-44,74,118,47,False,0,Crystal Palace,Henderson
Salah-Eddine Oulad M'hand,MID,Arsenal,1.0,0,0,0,0,0.0,693,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,372,1,5,0.0,0,62,79,17,45,True,0,Everton,Oulad M'hand
Jamaal Lascelles,DEF,Newcastle,2.7,0,0,11,0,0.0,299,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,18139,2,1,0.0,2,626,880,254,44,False,0,Burnley,Lascelles
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,407,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,11866,1,3,0.0,0,28,118,90,43,False,0,Brighton,Randolph
Mads Bech Sørensen,DEF,Brentford,2.3,0,1,18,0,0.0,90,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,70,0,0,0,0,38,0,5171,2,1,0.0,3,260,399,139,43,True,0,Leeds,Sørensen
Malang Sarr,DEF,Chelsea,1.3,0,0,5,0,0.0,501,375,1,0,0.0,0.0,2022-05-22T15:00:00Z,31,0,0,0,0,38,0,14484,1,2,0.0,1,209,544,335,49,True,0,Watford,Sarr
Willy Caballero,GK,Southampton,0.0,0,0,0,0,0.0,641,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3338,1,4,0.0,0,75,160,85,42,False,0,Leicester,Caballero
Douglas Luiz Soares de Paulo,MID,Aston Villa,1.9,0,0,5,0,0.0,50,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,176323,2,3,0.0,2,-2027,8205,10232,43,False,0,Man City,Douglas Luiz
Sergi Canós,MID,Brentford,0.1,0,0,10,0,0.0,81,372,1,1,0.0,0.0,2022-05-22T15:00:00Z,16,0,0,0,1,38,0,94335,2,1,0.0,3,-174,249,423,55,True,0,Leeds,Canós
Przemyslaw Placheta,MID,Norwich,-0.7,0,0,0,0,0.0,328,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1248,5,0,0.0,0,-6,18,24,47,True,0,Spurs,Placheta
Hassane Kamara,DEF,Watford,0.3,0,0,11,0,0.0,676,375,1,0,0.0,0.0,2022-05-22T15:00:00Z,77,0,0,0,0,38,0,9065,1,2,0.0,2,-1709,91,1800,45,False,0,Chelsea,Kamara
Kayky da Silva Chagas,FWD,Man City,1.0,0,0,0,0,0.0,663,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2897,2,3,0.0,0,54,185,131,50,True,0,Aston Villa,Kayky
Patson Daka,FWD,Leicester,2.0,0,0,0,0,0.0,455,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,124059,1,4,0.0,0,-7970,1903,9873,70,True,0,Southampton,Daka
Stuart Armstrong,MID,Southampton,2.0,1,0,21,0,0.0,339,377,4,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,16256,1,4,0.0,5,-343,113,456,58,False,0,Leicester,S.Armstrong
Ismaila Sarr,MID,Watford,0.0,0,0,0,0,0.0,399,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,245514,1,2,0.0,0,-5273,139,5412,57,False,0,Chelsea,Sarr
Owen Otasowie,MID,Wolves,0.0,0,0,0,0,0.0,442,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6630,1,3,0.0,0,-21,0,21,45,False,0,Liverpool,Otasowie
Reece Hannam,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,540,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,10263,0,1,0.0,0,20,225,205,39,True,0,Man Utd,Hannam
Martin Dubravka,GK,Newcastle,5.3,0,0,16,0,0.0,295,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,3,269697,2,1,0.0,3,27060,31722,4662,44,False,0,Burnley,Dubravka
Vitalii Mykolenko,DEF,Everton,2.3,0,0,0,0,0.0,675,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,100131,1,5,0.0,0,-19659,2926,22585,49,False,0,Arsenal,Mykolenko
Nathaniel Clyne,DEF,Crystal Palace,4.5,0,1,27,1,0.0,493,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,74366,0,1,0.0,7,-5533,2752,8285,43,True,0,Man Utd,Clyne
Luke Mbete,DEF,Man City,1.0,0,0,0,0,0.0,603,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6043,2,3,0.0,0,92,218,126,39,True,0,Aston Villa,Mbete
Lukasz Fabianski,GK,West Ham,5.8,0,0,17,0,0.0,408,373,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,4,270639,1,3,0.0,2,24556,29095,4539,50,False,0,Brighton,Fabianski
Gylfi Sigurdsson,MID,Everton,0.0,0,0,0,0,0.0,164,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,59137,1,5,0.0,0,74,164,90,67,False,0,Arsenal,Sigurdsson
Yerry Mina,DEF,Everton,0.0,0,0,0,0,0.0,175,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,26696,1,5,0.0,0,-1736,48,1784,49,False,0,Arsenal,Mina
Nathan Collins,DEF,Burnley,1.7,0,0,7,0,0.0,451,374,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,44451,2,1,0.0,1,565,3491,2926,43,True,0,Newcastle,Collins
Mattéo Guendouzi,MID,Arsenal,0.0,0,0,0,0,0.0,25,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,94,1,5,0.0,0,0,0,0,45,True,0,Everton,Guendouzi
Shandon Baptiste,MID,Brentford,-0.1,0,0,5,0,0.0,499,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,19,0,0,0,0,38,0,3374,2,1,0.0,1,-2,46,48,49,True,0,Leeds,Baptiste
James Justin,DEF,Leicester,1.8,0,0,11,0,0.0,218,377,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,51829,1,4,0.0,2,-13920,770,14690,49,True,0,Southampton,Justin
Conor Coventry,MID,West Ham,0.0,0,0,0,0,0.0,522,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3722,1,3,0.0,0,-10,0,10,45,False,0,Brighton,Coventry
Grant Hanley,DEF,Norwich,-0.2,0,0,12,0,0.0,319,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,16592,5,0,0.0,0,-411,596,1007,44,True,0,Spurs,Hanley
Emiliano Martínez,GK,Aston Villa,2.4,0,0,0,0,0.0,30,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1036289,2,3,0.0,0,-36613,2327,38940,55,False,0,Man City,Martínez
Oriol Romeu Vidal,MID,Southampton,3.6,0,0,12,0,0.0,335,377,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,49817,1,4,0.0,1,-14,2085,2099,45,False,1,Leicester,Romeu
Emil Krafth,DEF,Newcastle,3.7,0,0,0,0,0.0,303,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,19168,2,1,0.0,0,5328,6111,783,43,False,0,Burnley,Krafth
Anthony Mancini,MID,Burnley,-0.5,0,0,0,0,0.0,736,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,73,2,1,0.0,0,53,65,12,45,True,0,Newcastle,Mancini
Christian Pulisic,MID,Chelsea,4.3,0,0,0,0,0.0,137,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,69643,1,2,0.0,0,4584,6064,1480,79,True,0,Watford,Pulisic
Jarosław Jach,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,158,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3601,0,1,0.0,0,-9,27,36,42,True,0,Man Utd,Jach
Isaac Price,MID,Everton,-0.9,0,0,-2,0,0.0,718,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,13,0,0,0,0,38,0,151,1,5,0.0,1,22,34,12,45,False,0,Arsenal,Price
Tom Cleverley,MID,Watford,-0.2,0,0,19,0,0.0,381,375,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,8465,1,2,0.0,2,-103,56,159,48,False,0,Chelsea,Cleverley
Álvaro Fernández,DEF,Man Utd,0.5,0,0,0,0,0.0,728,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,529,0,1,0.0,0,98,153,55,40,False,0,Crystal Palace,Álvaro Fernández
Çaglar Söyüncü,DEF,Leicester,1.4,0,0,0,0,0.0,217,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,186550,1,4,0.0,0,-15485,1511,16996,49,True,0,Southampton,Söyüncü
John Stones,DEF,Man City,0.9,0,0,13,0,0.0,252,379,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,235313,2,3,0.0,1,-1845,449,2294,52,True,0,Aston Villa,Stones
Viljami Sinisalo,GK,Aston Villa,-1.0,0,0,0,0,0.0,596,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7073,2,3,0.0,0,67,235,168,40,False,0,Man City,Sinisalo
Pedro Lomba Neto,MID,Wolves,1.5,0,0,23,0,0.0,441,378,0,1,0.0,0.0,2022-05-22T15:00:00Z,21,0,0,0,0,38,0,5791,1,3,0.0,6,-1068,335,1403,62,False,0,Liverpool,Neto
Danny Ings,FWD,Aston Villa,2.1,0,0,3,0,0.0,337,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,7,0,0,0,0,38,0,834977,2,3,0.0,1,-131359,12748,144107,77,False,0,Man City,Ings
Emerson Aparecido Leite de Souza Junior,DEF,Spurs,6.0,0,0,26,1,0.0,588,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,72,0,0,0,0,38,0,238410,5,0,0.0,6,36113,45669,9556,46,False,0,Norwich,Emerson Royal
Luis Díaz,MID,Liverpool,5.0,0,0,12,0,0.0,696,378,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,778773,1,3,0.0,2,190673,220100,29427,81,True,0,Wolves,Luis Díaz
Gabriel Fernando de Jesus,FWD,Man City,7.2,0,0,2,0,0.0,263,379,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,933671,2,3,0.0,2,-4466,84073,88539,86,True,0,Aston Villa,Jesus
Scott McTominay,MID,Man Utd,2.7,0,0,3,0,0.0,285,376,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,28243,0,1,0.0,2,79,416,337,54,False,0,Crystal Palace,McTominay
Pablo Marí,DEF,Arsenal,0.0,0,0,0,0,0.0,8,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7779,1,5,0.0,0,-20,0,20,42,True,0,Everton,Marí
Taylor Richards,MID,Brighton,0.0,0,0,0,0,0.0,537,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2180,1,3,0.0,0,-12,0,12,45,True,0,West Ham,Richards
Andy Lonergan,GK,Everton,-1.0,0,0,0,0,0.0,571,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,9407,1,5,0.0,0,814,1083,269,39,False,0,Arsenal,Lonergan
Florin Andone,FWD,Brighton,0.0,0,0,0,0,0.0,500,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4039,1,3,0.0,0,-7,0,7,50,True,0,West Ham,Andone
Dominic Calvert-Lewin,FWD,Everton,2.3,1,0,22,0,0.0,177,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,272300,1,5,0.0,5,11505,15299,3794,77,False,0,Arsenal,Calvert-Lewin
Kasey McAteer,MID,Leicester,0.0,0,0,0,0,0.0,647,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,126,1,4,0.0,0,-1,0,1,45,True,0,Southampton,McAteer
Charlie Savage,MID,Man Utd,1.8,0,0,0,0,0.0,737,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,0,0,1,0.0,0,0,0,0,45,False,0,Crystal Palace,Savage
Mika Biereth,FWD,Arsenal,1.0,0,0,0,0,0.0,694,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,19331,1,5,0.0,0,598,2186,1588,45,True,0,Everton,Biereth
Nikola Vlasic,MID,West Ham,0.2,0,0,0,0,0.0,582,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4187,1,3,0.0,0,3,34,31,56,False,0,Brighton,Vlasic
Abu Kamara,FWD,Norwich,-1.0,0,0,0,0,0.0,715,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,25189,5,0,0.0,0,1080,3418,2338,45,True,0,Spurs,Kamara
Ellis Simms,FWD,Everton,0.0,0,0,0,0,0.0,602,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,19988,1,5,0.0,0,-356,0,356,45,False,0,Arsenal,Simms
Takehiro Tomiyasu,DEF,Arsenal,1.0,0,0,0,0,0.0,590,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,174749,1,5,0.0,0,-12497,1336,13833,45,True,0,Everton,Tomiyasu
Kalvin Phillips,MID,Leeds,2.5,0,1,18,0,0.0,191,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,85763,2,1,0.0,2,425,1023,598,47,False,1,Brentford,Phillips
Oliver Skipp,MID,Spurs,0.0,0,0,0,0,0.0,373,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,51598,5,0,0.0,0,-276,46,322,44,False,0,Norwich,Skipp
Ollie Watkins,FWD,Aston Villa,3.7,1,0,8,0,0.0,40,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,808340,2,3,0.0,5,-104799,24904,129703,75,False,0,Man City,Watkins
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,0,0.0,91,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,245733,2,1,0.0,0,-5056,83,5139,44,True,0,Leeds,Pinnock
Aaron Lennon,MID,Burnley,0.8,0,0,3,0,0.0,575,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,17,0,0,0,0,38,0,7163,2,1,0.0,1,-183,467,650,46,True,0,Newcastle,Lennon
Vitaly Janelt,MID,Brentford,1.1,0,0,13,0,0.0,84,372,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,18254,2,1,0.0,2,-665,601,1266,49,True,0,Leeds,Janelt
Kris Moore,DEF,Leeds,0.5,0,0,0,0,0.0,657,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2171,2,1,0.0,0,-14,105,119,40,False,0,Brentford,Moore
Davinson Sánchez,DEF,Spurs,5.3,0,0,26,1,0.0,367,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,188656,5,0,0.0,6,27546,30219,2673,42,False,0,Norwich,Sánchez
Kieran Trippier,DEF,Newcastle,0.9,0,0,13,0,0.0,678,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,31546,2,1,0.0,2,6811,8061,1250,49,False,0,Burnley,Trippier
Mark Gillespie,GK,Newcastle,0.5,0,0,0,0,0.0,514,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,33024,2,1,0.0,0,812,1484,672,39,False,0,Burnley,Gillespie
Bryan Mbeumo,MID,Brentford,1.9,0,0,5,0,0.0,96,372,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,170209,2,1,0.0,2,7600,18902,11302,52,True,0,Leeds,Mbeumo
Tiago Çukur,FWD,Watford,-1.0,0,0,0,0,0.0,732,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3230,1,2,0.0,0,1282,1699,417,45,False,0,Chelsea,Çukur
Abdoulaye Doucouré,MID,Everton,0.9,0,0,3,0,0.0,173,371,2,0,0.0,0.0,2022-05-22T15:00:00Z,36,0,0,0,0,38,0,106588,1,5,0.0,1,-1194,823,2017,53,False,0,Arsenal,Doucouré
Tim Krul,GK,Norwich,0.0,0,0,19,0,0.0,314,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,7,122787,5,0,0.0,2,-2773,741,3514,45,True,0,Spurs,Krul
Mazeed Ogungbo,DEF,Arsenal,1.0,0,0,0,0,0.0,719,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,484,1,5,0.0,0,25,58,33,40,True,0,Everton,Ogungbo
Jacob Sørensen,DEF,Norwich,-0.8,0,0,11,0,0.0,327,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,4167,5,0,0.0,0,4,28,24,43,True,0,Spurs,Sørensen
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,311,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6948,2,1,0.0,0,-25,52,77,42,False,0,Burnley,Lewis
