name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,0,0,0,0,1,0,9363,1,5,0.0,0,0,0,0,50,True,0,Leeds
Keinan Davis,FWD,Aston Villa,0.4,0,0,0,0,0.0,49,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,169789,2,3,0.0,0,0,0,0,45,False,0,Watford
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,4092,2,3,0.0,0,0,0,0,45,True,0,Aston Villa
James Ward-Prowse,MID,Southampton,2.3,0,0,20,0,30.5,341,4,3,0,5.2,21.6,2021-08-14T14:00:00Z,90,0,0,0,0,1,0,299682,1,3,0.0,2,0,0,0,65,False,0,Everton
Bruno Fernandes,MID,Man Utd,4.4,0,3,61,0,35.9,277,6,1,3,20.1,106.2,2021-08-14T11:30:00Z,90,0,0,0,0,1,0,3381004,1,5,59.0,20,0,0,0,120,True,0,Leeds
Adrián San Miguel del Castillo,GK,Liverpool,2.8,0,0,0,0,0.0,223,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,0,0,0,0,1,0,17548,3,0,0.0,0,0,0,0,45,False,0,Norwich
James McArthur,MID,Crystal Palace,0.5,0,0,22,0,26.0,148,3,3,0,5.5,24.8,2021-08-14T14:00:00Z,90,0,0,0,0,1,0,16857,0,3,4.0,2,0,0,0,45,False,0,Chelsea
Kwadwo Baah,MID,Watford,0.5,0,0,0,0,0.0,405,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,6634,2,3,0.0,0,0,0,0,45,True,0,Aston Villa
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,0,0,0,0,1,0,1515,4,2,0.0,0,0,0,0,45,True,0,West Ham
Jairo Riedewald,MID,Crystal Palace,0.9,0,0,8,0,5.4,157,3,3,0,0.8,2.8,2021-08-14T14:00:00Z,76,0,0,0,0,1,0,2741,0,3,0.0,2,0,0,0,50,False,0,Chelsea
Alexis Mac Allister,MID,Brighton,2.4,0,3,28,0,0.4,74,2,0,1,5.6,38.2,2021-08-14T14:00:00Z,14,0,0,0,0,1,0,3931,2,1,17.0,9,0,0,0,55,False,0,Burnley
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,203,2,1,0.0,0,0,0,0,55,False,0,Burnley
Willy Boly,DEF,Wolves,0.4,0,0,0,0,0.0,428,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,8049,0,1,0.0,0,0,0,0,50,False,0,Leicester
Diogo Dalot,DEF,Man Utd,2.2,0,0,0,0,0.0,510,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,0,0,0,0,1,0,4750,1,5,0.0,0,0,0,0,45,True,0,Leeds
Jeffrey Schlupp,MID,Crystal Palace,1.4,0,0,3,0,1.4,155,3,2,0,0.6,1.0,2021-08-14T14:00:00Z,56,0,0,0,0,1,0,4667,0,3,4.0,1,0,0,0,55,False,0,Chelsea
Joshua King,FWD,Watford,0.0,0,0,0,0,0.0,468,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,21981,2,3,0.0,0,0,0,0,55,True,0,Aston Villa
Richarlison de Andrade,FWD,Everton,2.4,1,3,41,0,29.3,180,4,1,1,13.0,63.8,2021-08-14T14:00:00Z,88,0,0,0,0,1,0,640325,1,3,37.0,11,0,0,0,75,True,1,Southampton
Jamal Baptiste,DEF,West Ham,2.0,0,0,0,0,0.0,554,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,0,0,0,0,1,0,0,4,2,0.0,0,0,0,0,40,False,0,Newcastle
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,0,0,0,0,1,0,2098,3,0,0.0,0,0,0,0,45,True,0,Liverpool
Danny Rose,DEF,Watford,1.2,0,0,0,0,0.0,377,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,47198,2,3,0.0,0,0,0,0,45,True,0,Aston Villa
Ederson Santana de Moraes,GK,Man City,4.5,0,0,10,0,0.0,257,10,1,0,0.7,6.6,2021-08-15T15:30:00Z,90,0,0,0,0,1,1,683423,0,1,0.0,2,0,0,0,60,False,0,Spurs
Liam Cooper,DEF,Leeds,1.2,0,0,10,0,10.5,184,6,5,0,3.8,25.4,2021-08-14T11:30:00Z,90,0,0,0,0,1,0,21528,1,5,2.0,-1,0,0,0,45,False,1,Man Utd
Frédéric Guilbert,DEF,Aston Villa,1.7,0,0,0,0,0.0,46,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,1794,2,3,0.0,0,0,0,0,45,False,0,Watford
Matt Targett,DEF,Aston Villa,2.7,0,0,4,0,14.8,39,8,2,0,1.8,3.0,2021-08-14T14:00:00Z,45,0,0,0,0,1,0,675492,2,3,0.0,0,0,0,0,50,False,0,Watford
Adama Traoré,MID,Wolves,1.6,0,0,10,0,13.4,435,5,1,0,12.1,20.6,2021-08-14T14:00:00Z,90,0,0,0,0,1,0,71206,0,1,87.0,2,0,0,0,60,False,0,Leicester
Jorge Luiz Frello Filho,MID,Chelsea,2.6,0,0,14,1,21.4,123,3,0,0,4.3,19.6,2021-08-14T14:00:00Z,90,0,0,0,0,1,0,328061,0,3,2.0,3,0,0,0,60,True,0,Crystal Palace
Diogo Jota,MID,Liverpool,3.5,0,0,21,1,1.9,240,7,0,1,7.6,37.8,2021-08-14T16:30:00Z,60,0,0,0,0,1,0,777536,3,0,36.0,8,0,0,0,75,False,0,Norwich
Ilkay Gündogan,MID,Man City,3.0,0,0,8,0,7.8,250,10,1,0,5.2,12.4,2021-08-15T15:30:00Z,90,0,0,0,0,1,0,577874,0,1,32.0,2,0,0,0,75,False,0,Spurs
Luke Shaw,DEF,Man Utd,3.1,0,0,5,0,28.7,275,6,1,0,4.1,6.2,2021-08-14T11:30:00Z,90,0,0,0,0,1,0,3743944,1,5,6.0,1,0,0,0,55,True,1,Leeds
Armando Broja,FWD,Southampton,1.3,0,0,0,0,0.0,518,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,50205,1,3,0.0,0,0,0,0,50,False,0,Everton
Stipe Perica,FWD,Watford,0.5,0,0,0,0,0.0,388,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,305769,2,3,0.0,0,0,0,0,45,True,0,Aston Villa
Emerson Palmieri dos Santos,DEF,Chelsea,2.2,0,0,3,0,0.1,539,3,0,0,0.2,0.0,2021-08-14T14:00:00Z,4,0,0,0,0,1,0,0,0,3,2.0,1,0,0,0,45,True,0,Crystal Palace
Isaac Success Ajayi,FWD,Watford,0.8,0,0,0,0,0.0,393,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,0,0,0,0,1,0,38535,2,3,0.0,0,0,0,0,50,True,0,Aston Villa
Declan Rice,MID,West Ham,2.4,0,0,22,0,25.3,421,9,2,0,5.9,27.8,2021-08-15T13:00:00Z,90,0,0,0,0,1,0,299441,4,2,6.0,2,0,0,0,50,False,0,Newcastle
Juan Mata,MID,Man Utd,1.9,0,0,0,0,0.0,459,6,0,0,0.0,0.0,2021-08-14T11:30:00Z,0,0,0,0,0,1,0,3734,1,5,0.0,0,0,0,0,50,True,0,Leeds
