name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Eric Bailly,DEF,Man Utd,1.4,0,0,4,0,0.0,286,160,0,0,0.6,6.2,2021-12-11T17:30:00Z,16,0,0,0,0,16,0,11642,1,0,0.0,1,-15,686,701,49,False,0,Norwich
Keinan Davis,FWD,Aston Villa,-1.0,0,0,0,0,0.0,49,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,0,0,0,0,16,0,280135,0,1,0.0,0,-9243,8852,18095,45,False,0,Liverpool
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,0,0,0,0,16,0,1023,1,2,0.0,0,-33,0,33,45,False,0,Brentford
James Ward-Prowse,MID,Southampton,1.5,0,0,8,0,20.0,341,151,3,0,4.6,10.0,2021-12-11T15:00:00Z,90,0,0,0,0,16,0,166370,0,3,16.0,2,-5714,3738,9452,63,False,0,Arsenal
Bruno Fernandes,MID,Man Utd,4.6,0,0,6,1,16.0,277,160,0,0,2.7,5.0,2021-12-11T17:30:00Z,87,0,0,0,0,16,0,1449621,1,0,6.0,3,4187,41802,37615,116,False,0,Norwich
Adrián,GK,Liverpool,1.0,0,0,0,0,0.0,223,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,0,0,0,0,16,0,17620,0,1,0.0,0,-174,147,321,43,True,0,Aston Villa
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,0,0,0,0,16,0,168895,1,3,0.0,0,-18514,2167,20681,44,True,0,Everton
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,0,0,0,0,16,0,1140,1,3,0.0,0,-5,0,5,60,False,0,Crystal Palace
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,0,0,0,0,16,0,6992,1,2,0.0,0,-242,145,387,44,False,0,Brentford
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,157,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,0,0,0,0,16,0,899,0,4,0.0,0,-4,77,81,45,False,0,Leicester
Jairo Riedewald,MID,Crystal Palace,0.0,0,0,0,0,0.0,157,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,0,0,0,0,16,0,2494,1,3,0.0,0,-38,42,80,48,True,0,Everton
Willy Boly,DEF,Wolves,-1.0,0,0,0,0,0.0,428,159,0,0,0.0,0.0,2021-12-11T12:30:00Z,0,0,0,0,0,16,0,6472,0,1,0.0,0,-189,75,264,49,False,0,Man City
Diogo Dalot,DEF,Man Utd,3.8,0,0,21,1,2.2,510,160,0,0,4.9,28.2,2021-12-11T17:30:00Z,90,0,0,0,0,16,0,205679,1,0,19.0,5,178626,181230,2604,44,False,1,Norwich
Jeffrey Schlupp,MID,Crystal Palace,1.4,0,0,1,0,10.3,155,156,0,0,1.7,6.4,2021-12-12T16:30:00Z,17,0,0,0,0,16,0,3702,1,3,0.0,1,-9,122,131,54,True,0,Everton
Robert Elliot,GK,Watford,-0.5,0,0,0,0,0.0,574,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,0,0,0,0,16,0,60920,1,2,0.0,0,168,1418,1250,40,False,0,Brentford
Joshua King,FWD,Watford,2.9,0,0,6,0,5.7,468,152,2,0,4.0,16.4,2021-12-10T20:00:00Z,90,0,0,0,0,16,0,691728,1,2,18.0,2,203911,237383,33472,58,False,0,Brentford
Richarlison,FWD,Everton,3.2,0,0,-1,0,1.3,180,156,1,0,0.0,0.0,2021-12-12T16:30:00Z,57,0,0,0,0,16,0,425849,1,3,2.0,1,76722,84002,7280,74,False,0,Crystal Palace
Jamal Baptiste,DEF,West Ham,1.0,0,0,0,0,0.0,554,154,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,0,0,0,0,16,0,21463,0,0,0.0,0,-144,366,510,40,False,0,Burnley
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,160,0,0,0.0,0.0,2021-12-11T17:30:00Z,0,0,0,0,0,16,0,1129,1,0,0.0,0,45,125,80,44,True,0,Man Utd
Danny Rose,DEF,Watford,-0.5,0,0,0,0,0.0,377,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,0,0,0,0,16,0,24080,1,2,0.0,0,1094,2155,1061,42,False,0,Brentford
Ederson,GK,Man City,4.8,0,0,22,1,0.0,257,159,0,0,1.1,11.2,2021-12-11T12:30:00Z,90,0,0,0,0,16,1,822898,0,1,0.0,6,13531,32992,19461,60,True,0,Wolves
Liam Cooper,DEF,Leeds,0.0,0,0,0,0,0.0,184,155,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,0,0,0,0,16,0,39047,2,3,0.0,0,-12412,966,13378,45,False,0,Chelsea
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,46,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,0,0,0,0,16,0,1214,0,1,0.0,0,-16,0,16,45,False,0,Liverpool
Matt Targett,DEF,Aston Villa,2.6,0,0,7,0,0.8,39,158,1,0,2.2,21.6,2021-12-11T15:00:00Z,90,0,0,0,0,16,0,160323,0,1,0.0,2,-13317,652,13969,47,False,0,Liverpool
James McAtee,MID,Man City,1.2,0,0,0,0,0.0,629,159,0,0,0.0,0.0,2021-12-11T12:30:00Z,0,0,0,0,0,16,0,177,0,1,0.0,0,4,33,29,45,True,0,Wolves
