date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-04-21,0,0,0,0,0,3,Southampton,0,589791,0,2022,3,1,Sub,18512,0,Arsenal,0,0
2023-04-08,0,0,0,0,0,1,Manchester City,0,586967,0,2022,4,8,Sub,18499,0,Southampton,0,0
2023-03-15,0,1,0,0.12266799807548523,0.018763400614261627,0,Brentford,0,582490,0,2022,2,61,DMC,18265,0,Southampton,0.10390499979257584,0
2023-02-25,0,1,0,0.04879720136523247,0.04879720136523247,1,Southampton,0,577851,0,2022,0,27,Sub,18446,0,Leeds,0.04879720136523247,0
2023-02-18,0,0,0,0,0,0,Southampton,0,576411,0,2022,1,1,Sub,18435,0,Chelsea,0,0
2023-02-04,0,1,0,0.09777429699897766,0.011680999770760536,3,Southampton,0,573235,0,2022,0,49,DMC,18413,0,Brentford,0.09777429699897766,0
2023-01-21,0,0,0,0.05294819921255112,0,0,Aston Villa,0,570208,0,2022,1,90,DMC,18410,0,Southampton,0.05294819921255112,0
2023-01-14,0.04805459827184677,0,0,0.4268769919872284,0,1,Southampton,0.04805459827184677,568881,0,2022,2,87,MC,18396,2,Everton,0.3953999876976013,0
2022-12-26,0.01487329974770546,0,0,0.01487329974770546,0,1,Brighton,0.01487329974770546,565478,0,2022,3,46,DMC,18371,1,Southampton,0,0
2022-10-29,0,0,0,0,0,1,Southampton,0,560031,0,2022,0,48,MC,18336,0,Crystal Palace,0,0
2022-10-23,0,0,0,0,0,1,Arsenal,0,558847,0,2022,1,90,MC,18328,0,Southampton,0,0
2022-10-19,0,0,0,0,0,0,Southampton,0,557516,0,2022,1,1,Sub,18313,0,Bournemouth,0,0
2022-10-16,0.011220600455999374,0,0,0.011220600455999374,0,1,West Ham,0.011220600455999374,556677,0,2022,1,12,Sub,18309,1,Southampton,0,0
2022-10-08,0,0,0,0.02334599941968918,0,4,Southampton,0,554139,0,2022,0,90,DMC,18298,0,Manchester City,0.02334599941968918,0
2022-09-16,0,0,0,0,0,1,Southampton,0,550353,0,2022,0,49,DMC,18272,0,Aston Villa,0,0
2022-09-03,0.014480100013315678,0,0,0.16446000337600708,0,1,Southampton,0.014480100013315678,547202,0,2022,0,58,DMC,18256,1,Wolverhampton Wanderers,0.14997999370098114,0
2022-08-30,0,1,0,0.4824390113353729,0.024609399959445,2,Chelsea,0,545953,0,2022,1,90,DMC,18244,0,Southampton,0.457830011844635,0
2022-08-06,0.049223098903894424,0,0,0.08351760357618332,0,4,Southampton,0.049223098903894424,539510,0,2022,1,13,Sub,18207,1,Tottenham,0.034294500946998596,0
2022-05-17,0,0,0,0,0,1,Liverpool,0,536754,0,2021,2,74,MC,16740,0,Southampton,0,0
2022-05-07,0,2,0,0.3434489965438843,0.11272300034761429,3,Southampton,0,534221,0,2021,0,66,MC,16734,0,Brentford,0.23072600364685059,0
2022-04-09,0,0,0,0.44397398829460144,0,0,Chelsea,0,524616,0,2021,6,42,Sub,16687,0,Southampton,0.44397398829460144,0
2022-04-02,0.01785139925777912,0,0,0.1635199934244156,0,1,Southampton,0.01785139925777912,522824,0,2021,1,90,MC,16681,1,Leeds,0.14566899836063385,0
2022-03-05,0,2,0,0.045636698603630066,0.045636698603630066,4,Southampton,0,517520,0,2021,0,12,Sub,16646,0,Aston Villa,0.011477899737656116,0
2022-02-12,0,0,0,0,0,1,Southampton,0,512429,0,2021,1,1,Sub,16621,0,Manchester United,0,0
2022-02-09,0,0,0,0,0,2,Southampton,0,512198,0,2021,3,1,Sub,16613,0,Tottenham,0,0
2022-01-22,0.036506399512290955,0,0,0.036506399512290955,0,1,Manchester City,0.036506399512290955,509919,0,2021,1,6,Sub,16604,1,Southampton,0,0
2022-01-15,0,1,0,0.0442655012011528,0.01263010036200285,3,Southampton,0,508158,0,2021,1,50,MC,16595,0,Wolverhampton Wanderers,0.0442655012011528,0
2022-01-11,0.06249000132083893,3,0,0.8451099991798401,0.38965898752212524,4,Brentford,0.06249000132083893,507738,1,2021,1,90,MC,16551,2,Southampton,0.4745109975337982,0
2021-12-28,0,3,0,0.09139280021190643,0.09139280021190643,1,Tottenham,0,505238,0,2021,1,90,MC,16575,0,Southampton,0,0
2021-12-26,0,1,0,0.02733509987592697,0.02733509987592697,2,Southampton,0,505145,0,2021,3,1,Sub,16564,0,West Ham,0,0
2021-12-11,0,0,0,0.06746570020914078,0,3,Southampton,0,501717,0,2021,0,90,MC,16526,0,Arsenal,0.06746570020914078,0
2021-11-20,0,2,0,0.5100560188293457,0.16877800226211548,2,Southampton,0,495803,0,2021,1,90,MR,16492,0,Norwich,0.34127798676490784,0
2021-11-05,0,0,0,0,0,1,Aston Villa,0,493617,0,2021,0,12,Sub,16484,0,Southampton,0,0
2021-10-30,0,0,0,0,0,0,Southampton,0,492209,0,2021,1,8,Sub,16474,0,Watford,0,0
2021-10-23,0.040773600339889526,1,0,0.3731650114059448,0.10886500030755997,2,Burnley,0.040773600339889526,489916,1,2021,2,90,MC,16464,2,Southampton,0.2235269993543625,0
