date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-01-03,0,1,0,0.0783504992723465,0.028790900483727455,3,Bournemouth,0,567083,0,2022,0,46,AMC,18390,0,Manchester United,0.04955970123410225,0
2022-12-31,0,1,0,0.533722996711731,0.07439719885587692,0,Manchester United,0,566346,0,2022,1,8,Sub,18381,0,Wolverhampton Wanderers,0.45932599902153015,0
2022-12-27,0.060405198484659195,0,0,0.137937992811203,0,3,Nottingham Forest,0.060405198484659195,565696,0,2022,0,22,Sub,18370,1,Manchester United,0.137937992811203,0
2022-11-06,0.019963499158620834,1,0,0.12102700024843216,0.025649599730968475,3,Manchester United,0.019963499158620834,562553,0,2022,1,67,AMC,18342,1,Aston Villa,0.07541359961032867,0
2022-08-22,0,0,0,0.03717679902911186,0,2,Liverpool,0,543829,0,2022,1,3,Sub,18231,0,Manchester United,0.03717679902911186,0
2022-08-13,0,0,0,0,0,4,Manchester United,0,540822,0,2022,0,1,Sub,18218,0,Brentford,0,0
2022-08-07,0,0,0,0.11543399840593338,0,1,Brighton,0,539805,0,2022,2,10,Sub,18209,0,Manchester United,0.11543399840593338,0
2022-05-22,0.6682609915733337,0,1,0.7699059844017029,0,5,Everton,0.6682609915733337,537851,0,2021,1,54,Sub,16746,1,Arsenal,0.10164500027894974,1
2022-03-13,0,0,0,0.1023240014910698,0,0,Wolverhampton Wanderers,0,519958,0,2021,1,90,MC,16661,0,Everton,0.1023240014910698,0
2022-03-07,0,1,0,0.02476559951901436,0.02476559951901436,5,Everton,0,518761,0,2021,0,62,MC,16653,0,Tottenham,0,0
2022-02-26,0,0,0,0,0,0,Manchester City,0,516258,0,2021,1,73,AMC,16641,0,Everton,0,0
2022-02-19,0.09127669781446457,0,0,0.13135699927806854,0,2,Everton,0.09127669781446457,514281,0,2021,0,90,MC,16633,3,Southampton,0.04008030146360397,0
2022-02-12,0,1,0,0.24187999963760376,0.01937839947640896,3,Leeds,0,512707,0,2021,0,90,MC,16619,0,Everton,0.24187999963760376,0
2022-02-08,0.010190100409090519,0,0,0.010190100409090519,0,3,Everton,0.010190100409090519,512087,0,2021,1,27,Sub,16612,1,Newcastle United,0,0
2022-01-15,0.06684750318527222,0,0,0.06684750318527222,0,2,Manchester United,0.06684750318527222,508250,0,2021,2,1,Sub,16586,1,Aston Villa,0,0
2021-12-11,0,0,0,0,0,0,Manchester United,0,501875,0,2021,1,1,Sub,16535,0,Norwich,0,0
2021-12-05,0,0,0,0,0,1,Crystal Palace,0,500517,0,2021,0,3,Sub,16519,0,Manchester United,0,0
2021-12-02,0,0,0,0,0,3,Arsenal,0,499475,0,2021,2,1,Sub,16512,0,Manchester United,0,0
2021-11-28,0,0,0,0,0,1,Manchester United,0,498302,0,2021,1,1,Sub,16500,0,Chelsea,0,0
2021-11-20,0.6744329929351807,3,1,1.1995899677276611,0.39338698983192444,4,Manchester United,0.6744329929351807,495672,0,2021,1,41,Sub,16494,1,Watford,0.18639099597930908,1
2021-11-06,0,0,0,0,0,0,Manchester City,0,493705,0,2021,2,9,Sub,16483,0,Manchester United,0,0
2021-09-11,0,0,0,0.369022011756897,0,4,Newcastle United,0,480357,0,2021,1,2,Sub,16410,0,Manchester United,0.369022011756897,0
2021-05-23,0.01201079972088337,0,0,0.38113701343536377,0,1,Manchester United,0.01201079972088337,473494,0,2020,2,90,DMC,14814,1,Wolverhampton Wanderers,0.36912599205970764,0
2021-05-18,0,0,0,0,0,1,Fulham,0,472302,0,2020,1,2,Sub,14800,0,Manchester United,0,0
2021-05-11,0,0,0,0,0,1,Leicester,0,469900,0,2020,2,90,DMC,14788,0,Manchester United,0,0
2021-04-25,0,0,0,0.08435410261154175,0,0,Manchester United,0,466032,0,2020,0,1,Sub,14758,0,Leeds,0.08435410261154175,0
2021-04-18,0,1,0,0.91948002576828,0.91948002576828,3,Burnley,0,463685,1,2020,1,5,Sub,14751,0,Manchester United,0,0
2021-04-04,0,0,0,0,0,2,Brighton,0,460506,0,2020,1,6,Sub,14731,0,Manchester United,0,0
2021-02-14,0,0,0,0.04294859990477562,0,1,Manchester United,0,449662,0,2020,1,9,Sub,14673,0,West Bromwich Albion,0.04294859990477562,0
2021-02-02,0,0,0,0.45917001366615295,0,9,Southampton,0,446751,0,2020,0,42,Sub,14651,0,Manchester United,0.45917001366615295,0
2021-01-27,0,0,0,0,0,1,Sheffield United,0,445212,0,2020,2,4,Sub,14628,0,Manchester United,0,0
2020-12-20,0,1,0,0.07782209664583206,0.07782209664583206,6,Leeds,0,436857,0,2020,2,17,Sub,14570,0,Manchester United,0,0
2020-12-17,0,0,0,0,0,2,Manchester United,0,435644,0,2020,3,8,Sub,14560,0,Sheffield United,0,0
2020-12-05,0,0,0,0,0,1,Manchester United,0,431534,0,2020,3,47,AMC,14544,0,West Ham,0,0
2020-11-29,0,0,0,0.9494019746780396,0,2,Manchester United,0,430385,0,2020,3,90,MC,14534,0,Southampton,0.9494019746780396,0
2020-11-21,0,0,0,0,0,1,West Bromwich Albion,0,428276,0,2020,0,10,Sub,14520,0,Manchester United,0,0
2020-11-01,0,0,0,0.05737749859690666,0,0,Arsenal,0,425370,0,2020,1,15,Sub,14500,0,Manchester United,0.05737749859690666,0
2020-10-17,0,1,0,0.26270899176597595,0.046085700392723083,1,Manchester United,0,421478,0,2020,4,11,Sub,14481,0,Newcastle United,0.216622993350029,0
2020-10-04,0,0,0,0,0,1,Tottenham,0,420495,0,2020,6,19,Sub,14471,0,Manchester United,0,0
2020-09-26,0,0,0,0,0,2,Manchester United,0,417153,0,2020,3,1,Sub,14106,0,Brighton,0,0
2020-09-19,0.2827180027961731,0,1,0.31220000982284546,0,1,Crystal Palace,0.2827180027961731,415912,0,2020,3,19,Sub,14098,1,Manchester United,0.02948259934782982,1
