date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-04-09,0.060613200068473816,1,0,0.5675491094589233,0.5069358944892883,1,Crystal Palace,0.060613200068473816,587477,1,2022,5,14,Sub,18495,1,Leeds,0,0
2023-04-01,0,0,0,0,0,2,Leicester,0,584717,0,2022,1,7,Sub,18486,0,Crystal Palace,0,0
2023-03-19,0,0,0,0,0,4,Crystal Palace,0,583846,0,2022,1,22,Sub,18472,0,Arsenal,0,0
2023-03-04,0,1,0,0,0.09023349732160568,1,Crystal Palace,0,579509,0,2022,0,12,Sub,18453,0,Aston Villa,0,0
2023-02-11,0,0,0,0.04653788357973099,0,1,Brighton,0,574848,0,2022,1,58,DMC,18424,0,Crystal Palace,0.04653788357973099,0
2023-02-04,0,0,0,0,0,2,Crystal Palace,0,573298,0,2022,1,74,DMC,18417,0,Manchester United,0,0
2023-01-21,0,0,0,0,0,0,Newcastle United,0,570333,0,2022,0,23,Sub,18404,0,Crystal Palace,0,0
2023-01-18,0,0,0,0.02205025963485241,0,1,Manchester United,0,569791,0,2022,1,87,DMC,18270,0,Crystal Palace,0.02205025963485241,0
2023-01-15,0,0,0,0,0,1,Crystal Palace,0,569438,0,2022,0,19,Sub,18395,0,Chelsea,0,0
2023-01-04,0,1,0,0.03432390093803406,0.018156399950385094,0,Tottenham,0,567490,0,2022,4,15,Sub,18386,0,Crystal Palace,0.03432390093803406,0
2022-12-31,0,0,0,0.6372179985046387,0,0,Crystal Palace,0,566499,0,2022,2,1,Sub,18372,0,Bournemouth,0.6372179985046387,0
2022-12-26,0,0,0,0,0,0,Fulham,0,565580,0,2022,3,4,Sub,18366,0,Crystal Palace,0,0
2022-11-12,0,0,0,0,0,1,Crystal Palace,0,564531,0,2022,0,11,Sub,18358,0,Nottingham Forest,0,0
2022-10-29,0,0,0,0,0,1,Southampton,0,560024,0,2022,0,13,Sub,18336,0,Crystal Palace,0,0
2022-10-09,0,0,0,0,0,2,Leeds,0,554721,0,2022,1,1,Sub,18296,0,Crystal Palace,0,0
2022-10-01,0,0,0,0,0,1,Chelsea,0,552284,0,2022,2,1,Sub,18284,0,Crystal Palace,0,0
2022-08-27,0,0,0,0,0,4,Crystal Palace,0,544456,0,2022,2,19,Sub,18237,0,Manchester City,0,0
2022-08-20,0.37059199810028076,0,0,0.37059199810028076,0,3,Aston Villa,0.37059199810028076,542440,0,2022,1,6,Sub,18223,2,Crystal Palace,0.06567300111055374,0
2022-08-15,0,0,0,0,0,1,Crystal Palace,0,541902,0,2022,1,8,Sub,18221,0,Liverpool,0,0
2022-08-05,0,0,0,0,0,0,Arsenal,0,539135,0,2022,2,3,Sub,18202,0,Crystal Palace,0,0
2022-05-22,0,0,0,0.056740500032901764,0,1,Manchester United,0,537804,0,2021,0,84,DMC,16751,0,Crystal Palace,0.056740500032901764,0
2022-05-19,0,0,0,0,0,3,Crystal Palace,0,536795,0,2021,2,61,MC,16704,0,Everton,0,0
2022-05-07,0,1,0,0.12733399868011475,0.05676089972257614,1,Watford,0,532533,0,2021,0,90,MC,16730,0,Crystal Palace,0.07057259976863861,0
2022-04-30,0.054168399423360825,0,0,0.05617919936776161,0,1,Crystal Palace,0.054168399423360825,530551,0,2021,2,3,Sub,16720,1,Southampton,0.05617919936776161,0
2022-03-05,0,0,0,0,0,0,Crystal Palace,0,517631,0,2021,2,4,Sub,16655,0,Wolverhampton Wanderers,0,0
2022-02-23,0,0,0,0.3968909978866577,0,1,Crystal Palace,0,515389,0,2021,4,83,MC,16553,0,Watford,0.3968909978866577,0
2022-02-12,0,0,0,0,0,0,Crystal Palace,0,512665,0,2021,0,67,MC,16616,0,Brentford,0,0
2022-02-09,0.06332329660654068,1,0,0.1559319943189621,0.047518301755189896,1,Crystal Palace,0.06332329660654068,512164,0,2021,1,90,MC,16609,4,Norwich,0.09609740227460861,0
2022-01-23,0,0,0,0.6055399775505066,0,1,Liverpool,0,510180,0,2021,3,78,MC,16599,0,Crystal Palace,0.6055399775505066,0
2022-01-14,0,0,0,0.509680986404419,0,1,Crystal Palace,0,507837,0,2021,1,90,MC,16587,0,Brighton,0.509680986404419,0
2022-01-01,0.018229499459266663,2,0,0.5300599932670593,0.11639700084924698,2,West Ham,0.018229499459266663,505514,0,2021,3,80,MC,16579,1,Crystal Palace,0.3954339921474457,0
2021-12-28,0,3,0,0.28264400362968445,0.15087300539016724,3,Norwich,0,505264,0,2021,0,78,MC,16570,0,Crystal Palace,0.2037770003080368,0
2021-12-26,0,1,0,0.10655400156974792,0.028373099863529205,3,Crystal Palace,0,505057,0,2021,0,90,MC,16563,0,Tottenham,0.07818110287189484,0
2021-12-15,0,0,0,0,0,2,Southampton,0,503251,0,2021,2,90,MC,16542,0,Crystal Palace,0,0
2021-12-12,0,1,0,0.16536200046539307,0.5569239854812622,3,Everton,0,502613,1,2021,1,75,MC,16531,0,Crystal Palace,0.16536200046539307,0
2021-11-30,0,0,0,0.07193420082330704,0,1,Crystal Palace,0,498755,0,2021,0,8,Sub,16508,0,Leeds,0.07193420082330704,0
2020-07-26,0,1,0,0.5945259928703308,0.040813200175762177,3,Watford,0,411222,0,2019,2,86,DMC,12014,0,Arsenal,0.5945259928703308,0
2020-07-21,0.05118810012936592,0,0,0.05118810012936592,0,0,Manchester City,0.05118810012936592,410454,0,2019,4,90,MC,12011,1,Watford,0,0
2020-07-17,0.01260400004684925,2,0,0.21632899343967438,0.07532099634408951,3,Watford,0.01260400004684925,409593,0,2019,1,90,DMC,12001,1,West Ham,0.20372499525547028,0
2020-07-11,0.04797950014472008,3,0,0.6472010016441345,0.582518994808197,2,Newcastle United,0.04797950014472008,407361,0,2019,1,90,DMC,11991,1,Watford,0.2475540041923523,0
2020-07-07,0,2,0,0.10177599638700485,0.15728700160980225,2,Norwich,0,406219,0,2019,1,61,DMC,11981,0,Watford,0.10177599638700485,0
2020-07-04,0,1,0,0,0.12085799872875214,3,Watford,0,405475,0,2019,0,90,AML,11964,0,Chelsea,0,0
2020-06-28,0.0828825980424881,0,0,0.05219769850373268,0,1,Southampton,0.0828825980424881,403683,0,2019,3,77,DMC,11961,3,Watford,0.03638939931988716,0
2020-06-25,0.0728754997253418,1,0,0.01718919910490513,0.012464400380849838,1,Watford,0.0728754997253418,402690,0,2019,0,84,MC,11943,2,Burnley,0,0
2020-06-20,0,2,0,0,0.10231299698352814,1,Leicester,0,400903,0,2019,1,90,DMC,11935,0,Watford,0,0
2020-03-07,0.0925597995519638,0,0,0.0925597995519638,0,1,Watford,0.0925597995519638,387662,0,2019,0,87,DMC,11926,2,Crystal Palace,0.034414999186992645,0
2020-02-29,0.07377079874277115,0,0,0.5228890180587769,0,3,Liverpool,0.07377079874277115,387539,0,2019,0,90,DMC,11921,1,Watford,0.4491179883480072,0
2020-02-23,0,2,0,0.14874500036239624,0.09665430337190628,3,Watford,0,387309,0,2019,0,90,DMC,11910,0,Manchester United,0.14874500036239624,0
2020-02-08,0.05818590149283409,1,0,0.13798199594020844,0.02543500065803528,1,Watford,0.05818590149283409,386898,0,2019,1,90,DMC,11895,1,Brighton,0.05436129868030548,0
2019-12-28,0.04466170072555542,0,0,0.12705999612808228,0,3,Aston Villa,0.04466170072555542,372758,0,2019,0,49,DMC,11841,2,Watford,0.0823981985449791,0
2019-12-26,0,0,0,0,0,1,Watford,0,372579,0,2019,1,90,DMC,11830,0,Sheffield United,0,0
2019-12-22,0.029282400384545326,1,0,0.07717440277338028,0.04321780055761337,2,Manchester United,0.029282400384545326,372123,0,2019,0,90,DMC,11821,1,Watford,0.07717440277338028,0
2019-12-14,0.01130560040473938,0,0,0.12095300108194351,0,2,Watford,0.01130560040473938,369567,0,2019,0,90,DMC,11808,1,Liverpool,0.1096469983458519,0
2019-12-04,0.11196599900722504,0,0,0.11196599900722504,0,2,Watford,0.11196599900722504,367630,0,2019,0,85,ML,11785,1,Leicester,0,0
2019-11-30,0,0,0,0.025953000411391258,0,2,Watford,0,366393,0,2019,1,76,MC,11778,0,Southampton,0.025953000411391258,0
2019-11-23,0.09925120323896408,0,0,0.1142750009894371,0,0,Burnley,0.09925120323896408,364718,0,2019,3,72,MC,11771,1,Watford,0.1142750009894371,0
2019-11-08,0.07702960073947906,3,0,0.6434329748153687,0.5664039850234985,0,Watford,0.07702960073947906,362825,0,2019,2,90,MC,11757,1,Norwich,0.2225469946861267,0
2019-11-02,0.027754399925470352,1,0,0.04849959909915924,0.02074510045349598,1,Chelsea,0.027754399925470352,361761,0,2019,2,22,Sub,11751,1,Watford,0,0
2019-10-26,0.031073899939656258,0,0,0.031073899939656258,0,0,Bournemouth,0.031073899939656258,359432,0,2019,0,81,Sub,11741,1,Watford,0,0
2019-10-19,0,0,0,0,0,1,Watford,0,357835,0,2019,1,2,Sub,11731,0,Tottenham,0,0
2019-09-21,0,0,0,0,0,8,Watford,0,352291,0,2019,0,62,ML,11695,0,Manchester City,0,0
2019-09-15,0.1436610072851181,1,0,0.30841800570487976,0.03522450104355812,2,Arsenal,0.1436610072851181,349852,0,2019,2,65,AMR,11691,2,Watford,0.12953299283981323,0
2019-08-31,0.37029799818992615,1,1,0.594569981098175,0.11979600042104721,1,Watford,0.37029799818992615,347561,0,2019,1,74,AMC,11679,1,Newcastle United,0.10447599738836288,1
2019-08-24,0.8699439764022827,3,0,1.4415099620819092,0.17826299369335175,1,West Ham,0.8699439764022827,344071,1,2019,3,78,AMR,11667,2,Watford,0.539463996887207,0
2019-08-17,0,0,0,0.0224371999502182,0,1,Watford,0,341889,0,2019,0,69,AMC,11656,0,Everton,0.0224371999502182,0
2019-08-10,0.08003649860620499,0,0,0.18014299869537354,0,0,Brighton,0.08003649860620499,341296,0,2019,3,90,AMC,11648,1,Watford,0.10010600090026855,0
2019-05-12,0.20028400421142578,0,0,0.13204200565814972,0,1,West Ham,0.20028400421142578,332182,0,2018,4,69,AMC,9567,3,Watford,0.09093689918518066,0
2019-05-05,0.05842199921607971,2,0,0.13019700348377228,0.08457239717245102,3,Watford,0.05842199921607971,330834,0,2018,0,90,AMC,9563,1,Chelsea,0.045624200254678726,0
2019-04-27,0.5094969868659973,1,0,0.27450400590896606,0.05361099913716316,1,Wolverhampton Wanderers,0.5094969868659973,328278,0,2018,2,75,AMC,9547,2,Watford,0.17526200413703918,0
2019-04-23,0.10446800291538239,2,0,0.2025890052318573,0.38719800114631653,1,Southampton,0.10446800291538239,327313,0,2018,1,79,AMC,9499,2,Watford,0.0835219994187355,0
2019-04-20,0,0,0,0.188509002327919,0,1,Watford,0,326054,0,2018,2,90,AMC,9541,0,Huddersfield,0.188509002327919,0
2019-04-15,0.18140900135040283,1,0,0.15522100031375885,0.027400299906730652,0,Arsenal,0.18140900135040283,325295,0,2018,1,90,AMC,9527,4,Watford,0.01893319934606552,0
2019-04-02,0.025585100054740906,2,1,0.44908300042152405,0.20065300166606903,4,Fulham,0.025585100054740906,321611,1,2018,1,90,AMC,9518,1,Watford,0.24842999875545502,1
2019-03-30,0.10741200298070908,2,0,0.37264901399612427,0.09578210115432739,2,Watford,0.10741200298070908,317853,0,2018,1,84,AMC,9509,2,Manchester United,0.23474599421024323,0
2019-03-03,0,0,0,0,0,2,Leicester,0,305411,0,2018,1,90,AMC,9479,0,Watford,0,0
2019-02-27,0,1,0,0.04922439903020859,0.04922439903020859,5,Watford,0,305147,0,2018,0,90,AMC,9476,0,Liverpool,0,0
2019-02-22,0,3,0,1.2321900129318237,0.6515910029411316,1,Watford,0,304761,1,2018,5,90,AMC,9463,0,Cardiff,0.580594003200531,0
2019-02-09,0,1,0,0.7014660239219666,0.6087660193443298,1,Everton,0,304499,1,2018,0,90,AMC,9451,0,Watford,0.7014660239219666,0
2019-02-02,0.08978679776191711,0,0,0.22241799533367157,0,0,Watford,0.08978679776191711,304181,0,2018,0,90,AMC,9446,2,Brighton,0.13263200223445892,0
2019-01-30,0,0,0,0,0,2,Watford,0,304101,0,2018,1,90,AMC,9435,0,Tottenham,0,0
2019-01-12,0,0,0,0,0,1,Watford,0,303367,0,2018,2,18,AMC,9412,0,Crystal Palace,0,0
2019-01-02,0,0,0,0.04826429858803749,0,3,Watford,0,303205,0,2018,3,16,Sub,9405,0,Bournemouth,0.04826429858803749,0
2018-12-29,0,2,0,0.10821600258350372,0.10821600258350372,1,Newcastle United,0,291351,0,2018,1,57,AMC,9387,0,Watford,0.08188900351524353,0
2018-12-04,0,0,0,0,0,1,Manchester City,0,277981,0,2018,2,53,MC,9341,0,Watford,0,0
2018-12-01,0,0,0,0.38494399189949036,0,2,Watford,0,277745,0,2018,0,77,AMC,9331,0,Leicester,0.38494399189949036,0
2018-11-24,0,0,0,0,0,0,Liverpool,0,277402,0,2018,3,76,AMC,9318,0,Watford,0,0
2018-11-10,0,0,0,0,0,1,Watford,0,277137,0,2018,1,39,AMC,9308,0,Southampton,0,0
2018-11-03,0.08116070181131363,0,0,0.11399199813604355,0,1,Watford,0.08116070181131363,276888,0,2018,0,78,AMC,9299,1,Newcastle United,0.11399199813604355,0
2018-10-27,0.4809980094432831,1,0,0.8192059993743896,0.17343400418758392,3,Huddersfield,0.4809980094432831,276622,0,2018,0,90,AMC,9291,1,Watford,0.16477300226688385,0
2018-10-20,0,2,0,0.1853480041027069,0.14366300404071808,0,Watford,0,276307,0,2018,2,90,AMC,9278,0,Wolverhampton Wanderers,0.13750000298023224,0
2018-10-06,0.08796630054712296,0,0,0.08796630054712296,0,0,Bournemouth,0.08796630054712296,276016,0,2018,4,57,AMC,9268,2,Watford,0,0
2018-09-29,0.06111430004239082,1,0,0.3630009889602661,0.026432299986481667,2,Watford,0.06111430004239082,260341,0,2018,0,90,AMC,9263,1,Arsenal,0.27545401453971863,0
2018-09-22,0,2,0,0.4707860052585602,0.4707860052585602,1,Watford,0,260202,1,2018,1,71,AMC,9247,0,Fulham,0,0
2018-09-15,0.16264300048351288,1,0,0.31059199571609497,0.43382400274276733,1,Manchester United,0.16264300048351288,259996,0,2018,2,90,AMC,9243,3,Watford,0.1479489952325821,0
2018-09-02,0,1,0,0.05564440041780472,0.041362300515174866,2,Tottenham,0,259720,0,2018,1,87,AMC,9236,0,Watford,0.014282199554145336,0
2018-08-26,0.5941449999809265,2,0,0.7332090139389038,0.06691449880599976,2,Crystal Palace,0.5941449999809265,259444,0,2018,1,90,AMC,9224,1,Watford,0.07214909791946411,0
2018-08-19,0.07368910312652588,2,1,0.1375660002231598,0.03968070074915886,1,Watford,0.07368910312652588,258983,0,2018,3,85,AMC,9214,2,Burnley,0.06378740072250366,1
2018-08-11,0.15095099806785583,0,0,0.1320119947195053,0,2,Brighton,0.15095099806785583,258885,0,2018,0,83,AMC,9199,3,Watford,0.07771729677915573,0
2018-05-13,0,0,0,0.3155680000782013,0,1,Watford,0,240280,0,2017,0,90,MC,7496,0,Manchester United,0.3155680000782013,0
2018-05-05,0,0,0,0.5027769804000854,0,2,Newcastle United,0,237544,0,2017,1,90,MR,7482,0,Watford,0.5027769804000854,0
2018-04-30,0.023708799853920937,2,0,0.21439799666404724,0.11925199627876282,2,Watford,0.023708799853920937,236977,0,2017,0,84,AMC,7477,2,Tottenham,0.20288799703121185,0
2018-04-21,0.07061439752578735,0,0,0.05659849941730499,0,0,Crystal Palace,0.07061439752578735,234326,0,2017,0,82,MR,7467,2,Watford,0,0
2018-04-14,0,1,0,0.014841499738395214,0.014841499738395214,1,Watford,0,232087,0,2017,0,90,AMC,7451,0,Huddersfield,0,0
2018-04-07,0,3,0,0.5673090219497681,0.13843700289726257,1,Burnley,0,230466,0,2017,2,86,AMC,7447,0,Watford,0.5673090219497681,0
2018-03-31,0.12312199920415878,4,0,0.3097200095653534,0.23188899457454681,2,Bournemouth,0.12312199920415878,226925,1,2017,2,78,AMC,7437,2,Watford,0.06283050030469894,0
2018-03-17,0,0,0,0,0,5,Watford,0,224196,0,2017,0,24,Sub,7423,0,Liverpool,0,0
2018-03-11,0,0,0,0,0,3,Watford,0,222982,0,2017,0,26,Sub,7409,0,Arsenal,0,0
2018-03-03,0.06226440146565437,1,0,0.3669799864292145,0.30471500754356384,1,West Bromwich Albion,0.06226440146565437,221035,1,2017,0,22,Sub,7408,1,Watford,0,0
