date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-04-22,0.5307904481887817,3,1,0.8581854701042175,0.4032621681690216,1,Aston Villa,0.5307904481887817,590179,0,2022,1,90,FW,18514,3,Brentford,0,1
2023-04-15,0.6072630286216736,0,0,0.6072630286216736,0,2,Brentford,0.6072630286216736,588414,0,2022,0,90,FW,18511,5,Wolverhampton Wanderers,0,0
2023-04-08,0.302280992269516,0,0,0.2669430077075958,0,1,Newcastle United,1.824620008468628,586665,0,2022,2,90,FW,18493,6,Brentford,0.016909999772906303,1
2023-04-05,0.10033900290727615,1,0,0.589821994304657,0.4894829988479614,1,Brentford,0.10033900290727615,586148,0,2022,0,90,FW,18448,2,Manchester United,0,0
2023-04-01,0.4394949972629547,1,1,0.4394949972629547,0.12706899642944336,3,Brentford,0.4394949972629547,584756,0,2022,3,90,FW,18484,3,Brighton,0,1
2023-03-18,0.12808600068092346,0,0,0.15080100297927856,0,1,Leicester,0.12808600068092346,583022,0,2022,1,90,FW,18474,2,Brentford,0.022714799270033836,0
2023-03-15,0.9145339727401733,1,1,0.28587400913238525,0.28587400913238525,0,Brentford,0.9145339727401733,582509,1,2022,2,90,FW,18265,1,Southampton,0,1
2023-03-11,0.5253689885139465,0,0,0.9755799770355225,0,1,Brentford,0.5253689885139465,581220,0,2022,0,90,FW,18464,3,Everton,0.5899230241775513,0
2023-03-06,0.09345070272684097,0,0,0.4412199854850769,0,3,Fulham,0.8546199798583984,580709,0,2022,2,90,FW,18454,4,Brentford,0.403346985578537,1
2023-02-18,0.08940809965133667,0,0,0.08940809965133667,0,1,Crystal Palace,0.08940809965133667,576453,0,2022,1,90,FW,18433,3,Brentford,0,0
2023-02-11,1.3257100582122803,1,1,1.0817400217056274,0.5776209831237793,1,Brentford,1.3257100582122803,574806,0,2022,1,90,FW,18422,4,Arsenal,0.40875300765037537,1
2023-02-04,0.2696729898452759,1,0,0.495292991399765,0.29879501461982727,3,Southampton,0.2696729898452759,573222,0,2022,0,90,FW,18413,3,Brentford,0,0
2023-01-22,0.06330200284719467,0,0,0.06330200284719467,0,0,Brentford,0.06330200284719467,570622,0,2022,0,90,FW,18406,3,Leeds,0,0
2023-01-14,0.010444900020956993,0,0,0.010444900020956993,0,2,Bournemouth,0.7716140151023865,569027,0,2022,0,86,FW,18393,2,Brentford,0,1
2022-12-30,0.8737030029296875,1,1,0.9789440035820007,0.3183329999446869,0,Brentford,0.8737030029296875,566252,1,2022,2,90,FW,18380,3,West Ham,0,1
2022-12-26,1.2993099689483643,0,1,0.7349579930305481,0,2,Tottenham,1.2993099689483643,565456,0,2022,2,90,FW,18364,3,Brentford,0.11842799931764603,1
2022-11-12,2.8073298931121826,1,2,2.7139499187469482,0.050571098923683167,1,Brentford,2.8073298931121826,564221,0,2022,2,90,FW,18356,6,Manchester City,0.34079301357269287,2
2022-10-29,0.6489830017089844,0,0,0.5981770157814026,0,1,Wolverhampton Wanderers,0.6489830017089844,560112,0,2022,1,90,FW,18334,3,Brentford,0.024379199370741844,0
2022-10-23,0.007406789809465408,1,0,0.36468398571014404,0.30149298906326294,4,Brentford,0.007406789809465408,558805,0,2022,0,90,FW,18322,1,Aston Villa,0.3572770059108734,0
2022-10-19,0.8755009770393372,0,0,0.28380098938941956,0,0,Chelsea,0.8755009770393372,557588,0,2022,0,90,FW,18314,4,Brentford,0.11432400345802307,0
2022-10-14,0.5894529819488525,1,1,0.9566400051116943,0.3671860098838806,2,Brighton,1.3506200313568115,555543,0,2022,0,90,FW,18303,2,Brentford,0,2
2022-10-08,0.04466969892382622,1,0,0,0.04930949956178665,5,Brentford,0.8058390021324158,554112,0,2022,1,90,FW,18299,2,Newcastle United,0,1
2022-10-01,0.8259580135345459,0,0,0.6674299836158752,0,0,Brentford,0.8259580135345459,552412,0,2022,0,90,FW,18283,6,Bournemouth,0,0
2022-09-18,0.14013899862766266,1,0,0.06464699655771255,0.06464699655771255,0,Arsenal,0.14013899862766266,551047,0,2022,3,90,FW,18280,2,Brentford,0.06464699655771255,0
2022-09-03,0.4900749921798706,0,2,0.7145509719848633,0,5,Leeds,1.2512400150299072,547222,0,2022,2,90,FW,18257,6,Brentford,0.40705201029777527,3
2022-08-30,0.3472619950771332,1,0,0.6437190175056458,0.3166469931602478,1,Brentford,0.3472619950771332,545876,0,2022,1,90,FW,18243,2,Crystal Palace,0.32707300782203674,0
2022-08-27,0.4999290108680725,1,0,0.8952040076255798,0.050297800451517105,1,Everton,0.4999290108680725,544528,0,2022,1,90,FW,18233,2,Brentford,0.5411459803581238,0
2022-08-20,0.726485013961792,1,1,0.6944640278816223,0.05158979818224907,3,Brentford,0.726485013961792,542419,0,2022,2,90,FW,18225,2,Fulham,0.034050799906253815,1
2022-08-13,0.015745699405670166,4,0,0.30697599053382874,0.9397569894790649,4,Manchester United,0.015745699405670166,540803,2,2022,0,90,FW,18218,1,Brentford,0,0
2022-08-07,0.628259003162384,3,1,0.7599470019340515,0.08242979645729065,2,Brentford,0.628259003162384,539844,0,2022,2,90,FW,18210,2,Leicester,0.04925839975476265,1
2022-05-22,0.12675200402736664,0,0,0.08637630194425583,0,1,Leeds,0.12675200402736664,537697,0,2021,2,90,FW,16747,4,Brentford,0,0
2022-05-15,0.47791001200675964,1,0,0.40331798791885376,0.04062369838356972,2,Brentford,0.47791001200675964,536247,0,2021,3,90,FW,16744,3,Everton,0.06872639805078506,0
