date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-04-15,0,0,0,0.09839209914207458,0,2,Brentford,0,588409,0,2022,0,76,DL,18511,0,Wolverhampton Wanderers,0.09839209914207458,0
2023-04-08,0,1,0,0.12131557613611221,0.06242833659052849,1,Newcastle United,0,586660,0,2022,2,90,DL,18493,0,Brentford,0.12131557613611221,0
2023-04-05,0,0,0,0,0,1,Brentford,0,586143,0,2022,0,90,DL,18448,0,Manchester United,0,0
2023-04-01,0,0,0,0,0,3,Brentford,0,584751,0,2022,3,90,DL,18484,0,Brighton,0,0
2023-03-18,0.054542675614356995,3,0,0.16428343951702118,0.16428343951702118,1,Leicester,0.054542675614356995,583017,0,2022,1,90,DL,18474,3,Brentford,0,0
2023-03-15,0.027517667040228844,0,0,0,0,0,Brentford,0.027517667040228844,582504,0,2022,2,90,DL,18265,2,Southampton,0,0
2023-03-11,0.46974268555641174,2,0,0.5717083215713501,0.10196559876203537,1,Brentford,0.46974268555641174,581215,0,2022,0,90,DL,18464,1,Everton,0.46974268555641174,0
2023-03-06,0.038910575211048126,1,0,0.5372296571731567,0.4983191192150116,3,Fulham,0.038910575211048126,580704,0,2022,2,90,DL,18454,1,Brentford,0,0
2023-02-18,0,0,0,0,0,1,Crystal Palace,0,576448,0,2022,1,78,DL,18433,0,Brentford,0,0
2023-02-11,0.5776214599609375,0,0,0.986374020576477,0,1,Brentford,0.5776214599609375,574801,0,2022,1,90,DML,18422,1,Arsenal,0.40875256061553955,0
2023-02-04,0.07032383978366852,1,0,0.9966723322868347,0.520240843296051,3,Southampton,0.07032383978366852,573217,1,2022,0,90,DL,18413,1,Brentford,0.406107634305954,0
2023-01-22,0,2,0,0.10805004835128784,0.04207651689648628,0,Brentford,0,570617,0,2022,0,90,DML,18406,0,Leeds,0.06597353518009186,0
2023-01-02,0,1,0,0.04354820027947426,0.04354820027947426,3,Liverpool,0,566903,0,2022,1,90,DML,18384,0,Brentford,0.04354820027947426,0
2022-12-30,0,0,0,0.1352899968624115,0,0,Brentford,0,566247,0,2022,2,90,DML,18380,0,West Ham,0.1352899968624115,0
2022-12-26,0,1,0,0.6959009766578674,0.07937119901180267,2,Tottenham,0,565451,0,2022,2,90,DML,18364,0,Brentford,0.6165300011634827,0
2022-11-12,0,1,0,0.42377498745918274,0.34079301357269287,1,Brentford,0,564216,0,2022,2,90,DML,18356,0,Manchester City,0.0829814001917839,0
2022-11-05,0,0,0,0,0,2,Brentford,0,561929,0,2022,2,90,DL,18347,0,Nottingham Forest,0,0
