date,npxG,key_passes,npg,xGChain,xA,h_goals,a_team,xG,roster_id,assists,season,a_goals,time,position,id,shots,h_team,xGBuildup,goals
2023-04-09,0.03497045114636421,0,0,0.03497045114636421,0,2,Arsenal,0.03497045114636421,587632,0,2022,2,1,Sub,18497,1,Liverpool,0,0
2023-04-01,0,0,0,0,0,4,Leeds,0,584775,0,2022,1,1,Sub,18482,0,Arsenal,0,0
2023-03-19,0,1,0,0.12373685836791992,0.12373685836791992,4,Crystal Palace,0,583831,1,2022,1,22,Sub,18472,0,Arsenal,0,0
2023-03-12,0,0,0,0.4987659156322479,0,0,Arsenal,0,582048,0,2022,3,16,Sub,18465,0,Fulham,0.4987659156322479,0
2023-03-01,0,0,0,0,0,4,Everton,0,578950,0,2022,0,4,Sub,18269,0,Arsenal,0,0
2023-02-18,0,0,0,0,0,2,Arsenal,0,576132,0,2022,4,1,Sub,18432,0,Aston Villa,0,0
2023-01-15,0,0,0,0,0,0,Arsenal,0,569595,0,2022,2,8,Sub,18400,0,Tottenham,0,0
2022-12-31,0,0,0,0,0,2,Arsenal,0,566591,0,2022,4,27,Sub,18373,0,Brighton,0,0
2022-12-26,0,1,0,0.06412489712238312,0.040984299033880234,3,West Ham,0,565631,0,2022,1,78,DL,18362,0,Arsenal,0.02314070053398609,0
2022-11-06,0,0,0,0,0,0,Arsenal,0,562372,0,2022,1,11,Sub,18343,0,Chelsea,0,0
2022-10-30,0,0,0,0.12777699530124664,0,5,Nottingham Forest,0,560761,0,2022,0,12,Sub,18332,0,Arsenal,0.12777699530124664,0
2022-10-23,0,0,0,0.06749510020017624,0,1,Arsenal,0,558868,0,2022,1,16,Sub,18328,0,Southampton,0.06749510020017624,0
2022-10-16,0,0,0,0,0,0,Arsenal,0,556786,0,2022,1,13,Sub,18305,0,Leeds,0,0
2022-10-09,0,0,0,0,0,3,Liverpool,0,555090,0,2022,2,2,Sub,18292,0,Arsenal,0,0
2022-10-01,0.01735050044953823,0,0,0.01735050044953823,0,3,Tottenham,0.01735050044953823,552004,0,2022,1,15,Sub,18282,1,Arsenal,0.01735050044953823,0
2022-09-18,0.025046899914741516,1,0,0.45500001311302185,0.0928720012307167,0,Arsenal,0.025046899914741516,551056,0,2022,3,90,DL,18280,1,Brentford,0.36212798953056335,0
2022-08-31,0.1663919985294342,0,0,0.26787400245666504,0,2,Aston Villa,0.1663919985294342,546257,0,2022,1,90,DL,18247,2,Arsenal,0.10148199647665024,0
2022-08-27,0.010292300023138523,1,0,0.1253949999809265,0.03215879946947098,2,Fulham,0.010292300023138523,544647,0,2022,1,62,DL,18238,1,Arsenal,0.08294429630041122,0
2022-08-20,0,0,0,0,0,0,Arsenal,0,542577,0,2022,3,1,Sub,18227,0,Bournemouth,0,0
2022-08-13,0,0,0,0,0,4,Leicester,0,540658,0,2022,2,9,Sub,18217,0,Arsenal,0,0
2022-08-05,0,0,0,0.057627301663160324,0,0,Arsenal,0,539150,0,2022,2,6,Sub,18202,0,Crystal Palace,0.057627301663160324,0
2022-03-19,0,0,0,0.7770820260047913,0,0,Arsenal,0,521036,0,2021,1,90,DL,16666,0,Aston Villa,0.7770820260047913,0
2022-03-16,0,0,0,0.05675330013036728,0,0,Liverpool,0,520755,0,2021,2,90,DL,16636,0,Arsenal,0.05675330013036728,0
2022-03-13,0,1,0,0.3321720063686371,0.09641820192337036,2,Leicester,0,520335,0,2021,0,90,DL,16656,0,Arsenal,0.23575299978256226,0
2022-03-06,0,2,0,0.3836959898471832,0.12109500169754028,2,Arsenal,0,518312,0,2021,3,90,DL,16654,0,Watford,0.26260098814964294,0
2022-02-24,0,2,0,0.7209200263023376,0.16466499865055084,2,Wolverhampton Wanderers,0,515400,0,2021,1,90,DL,16566,0,Arsenal,0.5562549829483032,0
2022-02-19,0.06541059911251068,0,0,0.16291700303554535,0,2,Brentford,0.06541059911251068,514153,0,2021,1,90,DL,16626,1,Arsenal,0.0975067988038063,0
