name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Beni_Baningime_557,0,0,0,0,0,557,329,0,0,0,0,2020-07-06T19:00:00Z,0,0,0,0,0,33,0,939,0,1,0,0,-33,18,51,45,FALSE,0,Spurs
Benjamin_Chilwell_161,0,0,2,0,3.2,161,323,0,0,0.8,2.6,2020-07-04T14:00:00Z,45,0,0,0,0,33,0,771101,0,3,2,0,16573,36548,19975,56,TRUE,1,Crystal Palace
Benjamin_Mendy_204,0,0,0,0,0,204,328,0,0,0,0,2020-07-05T18:00:00Z,0,0,0,0,0,33,0,104615,0,1,0,0,8753,13041,4288,55,FALSE,0,Southampton
Ben_Davies_329,0,0,18,1,7.8,329,329,0,0,3.3,16.4,2020-07-06T19:00:00Z,90,0,0,0,0,33,0,13172,0,1,9,5,131,779,648,53,TRUE,1,Everton
Ben_Foster_366,0,0,21,0,0,366,322,3,0,4.8,47.8,2020-07-04T19:00:00Z,90,0,0,0,0,33,6,277877,0,3,0,3,-7912,4233,12145,49,FALSE,0,Chelsea
Ben_Gibson_89,0,0,0,0,0,89,321,0,0,0,0,2020-07-05T11:00:00Z,0,0,0,0,0,33,0,168414,1,1,0,0,-1559,618,2177,39,TRUE,0,Sheffield Utd
Ben_Godfrey_273,0,0,19,0,21,273,327,1,0,4.8,27,2020-07-04T11:30:00Z,90,0,0,0,0,33,0,11967,1,0,0,2,295,461,166,44,TRUE,0,Brighton
Ben_Johnson_384,0,0,0,0,0,384,326,0,0,0,0,2020-07-05T13:15:00Z,0,0,0,0,0,33,0,173147,2,2,0,0,-2011,474,2485,40,FALSE,0,Newcastle
Ben_Mee_83,0,0,0,0,0,83,321,0,0,0,0,2020-07-05T11:00:00Z,0,0,0,0,0,33,0,141651,1,1,0,0,49560,52783,3223,50,TRUE,0,Sheffield Utd
Ben_Osborn_472,0,0,11,0,2.9,472,321,1,0,0.9,6.2,2020-07-05T11:00:00Z,90,0,0,0,0,33,0,2710,1,1,0,2,1,43,42,47,FALSE,0,Burnley
Beram_Kayal_56,0,0,0,0,0,56,327,0,0,0,0,2020-07-04T11:30:00Z,0,0,0,0,0,33,0,10867,1,0,0,0,-220,108,328,43,FALSE,0,Norwich
Bernardo Mota_Veiga de Carvalho e Silva_218,0,0,16,0,71.1,218,328,1,0,15.1,18.2,2020-07-05T18:00:00Z,90,0,0,0,0,33,0,631220,0,1,62,2,-13114,6264,19378,77,FALSE,0,Southampton
Bernardo_Costa Da Rosa_595,0,0,0,0,0,595,326,0,0,0,0,2020-07-05T13:15:00Z,0,0,0,0,0,33,0,657,2,2,0,0,7,42,35,45,FALSE,0,Newcastle
Bernardo_Fernandes da Silva Junior_39,0,0,3,0,0.8,39,327,0,0,1.3,2.4,2020-07-04T11:30:00Z,18,0,0,0,0,33,0,8120,1,0,10,1,6,90,84,43,FALSE,0,Norwich
Bernard_Anício Caldeira Duarte_152,0,0,1,0,0.3,152,329,0,0,0.9,0.4,2020-07-06T19:00:00Z,23,0,0,0,0,33,0,48810,0,1,8,1,-365,337,702,64,FALSE,0,Spurs
Bernard_Ashley-Seal_559,0,0,0,0,0,559,330,0,0,0,0,2020-07-04T16:30:00Z,0,0,0,0,0,33,0,3503,2,0,0,0,-5,47,52,45,TRUE,0,Arsenal
Bernd_Leno_14,0,0,0,0,0,14,330,0,0,0,0,2020-07-04T16:30:00Z,0,0,0,0,0,33,0,356266,2,0,0,0,-30065,99,30164,48,FALSE,0,Wolves
Billy_Gilmour_533,0,0,4,0,1.3,533,322,0,0,0.1,0,2020-07-04T19:00:00Z,12,0,0,0,0,33,0,22492,0,3,0,1,-3040,804,3844,43,TRUE,0,Watford
Billy_Sharp_298,1,0,16,0,10.5,298,321,0,0,3.4,19.2,2020-07-05T11:00:00Z,36,0,0,0,0,33,0,37818,1,1,4,4,-3242,528,3770,54,FALSE,0,Burnley
Birkir_Bjarnason_33,0,0,0,0,0,33,324,0,0,0,0,2020-07-05T15:30:00Z,0,0,0,0,0,33,0,2297,0,2,0,0,-13,10,23,45,FALSE,0,Liverpool
Bjorn_Engels_455,0,0,0,0,0,455,324,0,0,0,0,2020-07-05T15:30:00Z,0,0,0,0,0,33,0,30589,0,2,0,0,-916,34,950,43,FALSE,0,Liverpool
Bobby_Thomas_639,0,0,0,0,0,639,321,0,0,0,0,2020-07-05T11:00:00Z,0,0,0,0,0,33,0,645,1,1,0,0,126,184,58,40,TRUE,0,Sheffield Utd
Borja_González Tomás_623,0,0,0,0,0,623,324,0,0,0,0,2020-07-05T15:30:00Z,0,0,0,0,0,33,0,579,0,2,0,0,-151,20,171,53,FALSE,0,Liverpool
Brandon_Austin_558,0,0,0,0,0,558,329,0,0,0,0,2020-07-06T19:00:00Z,0,0,0,0,0,33,0,13006,0,1,0,0,-82,84,166,40,TRUE,0,Everton
Brandon_Pierrick_580,0,0,0,0,0,580,323,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,533,0,3,0,0,16,32,16,45,FALSE,0,Leicester
Brandon_Williams_549,0,0,0,0,0,549,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,256123,2,5,0,0,-24504,6298,30802,40,TRUE,0,Bournemouth
Bruno André_Cavaco Jordao_609,0,0,0,0,0,609,330,0,0,0,0,2020-07-04T16:30:00Z,0,0,0,0,0,33,0,1205,2,0,0,0,1,81,80,45,TRUE,0,Arsenal
Bruno Miguel_Borges Fernandes_618,2,2,53,0,75.5,618,325,2,1,18.9,83.6,2020-07-04T14:00:00Z,90,0,0,0,0,33,0,1833628,2,5,30,15,235138,253087,17949,88,TRUE,0,Bournemouth
Bukayo_Saka_541,0,2,27,1,1.7,541,330,0,1,5.7,38.4,2020-07-04T16:30:00Z,75,0,0,0,0,33,0,365965,2,0,17,10,-47745,11921,59666,47,FALSE,0,Wolves
Callum_Hudson-Odoi_116,0,0,4,0,0.3,116,322,0,0,0.2,2,2020-07-04T19:00:00Z,14,0,0,0,0,33,0,31567,0,3,0,1,-1151,154,1305,51,TRUE,0,Watford
Callum_Robinson_453,0,0,0,0,0,453,321,0,0,0,0,2020-07-05T11:00:00Z,0,0,0,0,0,33,0,15468,1,1,0,0,-73,13,86,49,FALSE,0,Burnley
Callum_Slattery_327,0,0,0,0,0,327,328,0,0,0,0,2020-07-05T18:00:00Z,0,0,0,0,0,33,0,19508,0,1,0,0,-175,11,186,44,TRUE,0,Man City
Callum_Wilson_67,0,0,0,0,0,67,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,321661,2,5,0,0,-8618,92,8710,74,FALSE,0,Man Utd
Calum_Chambers_467,0,0,0,0,0,467,330,0,0,0,0,2020-07-04T16:30:00Z,0,0,0,0,0,33,0,43580,2,0,0,0,-237,16,253,43,FALSE,0,Wolves
Caoimhin_Kelleher_531,0,0,0,0,0,531,324,0,0,0,0,2020-07-05T15:30:00Z,0,0,0,0,0,33,0,2401,0,2,0,0,-2,24,26,44,TRUE,0,Aston Villa
Carlos_Sánchez_397,0,0,0,0,0,397,326,0,0,0,0,2020-07-05T13:15:00Z,0,0,0,0,0,33,0,32757,2,2,0,0,-1083,115,1198,43,FALSE,0,Newcastle
Carl_Jenkinson_9,0,0,0,0,0,9,330,0,0,0,0,2020-07-04T16:30:00Z,0,0,0,0,0,33,0,1576,2,0,0,0,-1,4,5,45,FALSE,0,Wolves
Cenk_Tosun_146,0,0,0,0,0,146,329,0,0,0,0,2020-07-06T19:00:00Z,0,0,0,0,0,33,0,9026,0,1,0,0,-29,3,32,57,FALSE,0,Spurs
Charlie_Austin_312,0,0,0,0,0,312,328,0,0,0,0,2020-07-05T18:00:00Z,0,0,0,0,0,33,0,3445,0,1,0,0,-1,11,12,60,TRUE,0,Man City
Charlie_Daniels_60,0,0,0,0,0,60,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,5354,2,5,0,0,50,79,29,42,FALSE,0,Man Utd
Charlie_Taylor_87,0,0,9,0,2.5,87,321,1,0,1.4,11.2,2020-07-05T11:00:00Z,90,0,0,0,0,33,0,193433,1,1,0,2,34417,38411,3994,43,TRUE,0,Sheffield Utd
Cheikhou_Kouyaté_139,0,0,3,0,0.2,139,323,2,0,0.1,0.4,2020-07-04T14:00:00Z,30,0,0,0,0,33,0,17593,0,3,0,1,-502,243,745,49,FALSE,0,Leicester
Che_Adams_437,0,3,33,1,0.6,437,328,0,1,5.2,34.2,2020-07-05T18:00:00Z,69,0,0,0,0,33,0,23757,0,1,17,9,14,272,258,53,TRUE,0,Man City
Christian_Atsu_267,0,0,0,0,0,267,326,0,0,0,0,2020-07-05T13:15:00Z,0,0,0,0,0,33,0,8186,2,2,0,0,-66,48,114,53,TRUE,0,West Ham
Christian_Benteke_129,0,0,1,0,6.7,129,323,2,0,1.3,0,2020-07-04T14:00:00Z,81,0,0,0,0,33,0,39918,0,3,9,2,-732,118,850,57,FALSE,0,Leicester
Christian_Eriksen_343,0,0,0,0,0,343,329,0,0,0,0,2020-07-06T19:00:00Z,0,0,0,0,0,33,0,177529,0,1,0,0,-443,21,464,86,TRUE,0,Everton
Christian_Fuchs_163,0,0,4,0,0.4,163,323,0,0,0.4,3.6,2020-07-04T14:00:00Z,15,0,0,0,0,33,0,27126,0,3,0,1,-39,392,431,42,TRUE,0,Crystal Palace
Christian_Kabasele_354,0,0,9,0,0,354,322,3,0,2.2,21.8,2020-07-04T19:00:00Z,90,0,0,0,0,33,0,33580,0,3,0,1,-1872,563,2435,43,FALSE,0,Chelsea
Christian_Pulisic_431,1,0,19,1,27.4,431,322,0,0,9.3,13.6,2020-07-04T19:00:00Z,90,0,0,0,0,33,0,661121,0,3,52,6,180871,198094,17223,71,TRUE,0,Watford
Christian_Saydee_564,0,0,0,0,0,564,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,701,2,5,0,0,-8,43,51,45,FALSE,0,Man Utd
Christoph_Zimmermann_275,0,0,0,0,0,275,327,0,0,0,0,2020-07-04T11:30:00Z,0,0,0,0,0,33,0,2534,1,0,0,0,-83,21,104,44,TRUE,0,Brighton
Chris_Basham_423,0,0,11,0,2.4,423,321,1,0,1.7,14.4,2020-07-05T11:00:00Z,74,0,0,0,0,33,0,158926,1,1,0,2,23573,29921,6348,46,FALSE,0,Burnley
Chris_Mepham_61,0,0,0,0,0,61,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,46148,2,5,0,0,-131,45,176,43,FALSE,0,Man Utd
Chris_Smalling_223,0,0,0,0,0,223,325,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,9088,2,5,0,0,-8,4,12,52,TRUE,0,Bournemouth
Chris_Wood_91,0,0,3,0,0.3,91,321,1,0,0.6,0,2020-07-05T11:00:00Z,21,0,0,0,0,33,0,67213,1,1,6,1,-3223,179,3402,61,TRUE,0,Sheffield Utd
Ciaran_Clark_259,0,0,0,0,0,259,326,0,0,0,0,2020-07-05T13:15:00Z,0,0,0,0,0,33,0,15404,2,2,0,0,-527,5,532,43,TRUE,0,West Ham
Claudio_Bravo_213,0,0,0,0,0,213,328,0,0,0,0,2020-07-05T18:00:00Z,0,0,0,0,0,33,0,23137,0,1,0,0,-45,106,151,47,FALSE,0,Southampton
Cole_Palmer_643,0,0,0,0,0,643,328,0,0,0,0,2020-07-05T18:00:00Z,0,0,0,0,0,33,0,59,0,1,0,0,16,26,10,45,FALSE,0,Southampton
Connor_Wickham_130,0,0,0,0,0,130,323,0,0,0,0,2020-07-04T14:00:00Z,0,0,0,0,0,33,0,139245,0,3,0,0,-612,124,736,43,FALSE,0,Leicester
Conor_Coady_403,0,0,10,0,0.3,403,330,2,0,1.6,15.4,2020-07-04T16:30:00Z,90,0,0,0,0,33,0,169732,2,0,0,0,11418,15459,4041,51,TRUE,1,Arsenal
Conor_Hourihane_28,0,0,0,0,0,28,324,0,0,0,0,2020-07-05T15:30:00Z,0,0,0,0,0,33,0,11203,0,2,0,0,-337,83,420,57,FALSE,0,Liverpool
Craig_Cathcart_358,0,0,0,0,0,358,322,0,0,0,0,2020-07-04T19:00:00Z,0,0,0,0,0,33,0,248198,0,3,0,0,-6070,8665,14735,43,FALSE,0,Chelsea
Craig_Dawson_439,0,0,12,0,0.1,439,322,3,0,2.3,13.8,2020-07-04T19:00:00Z,90,0,0,0,0,33,0,15153,0,3,9,1,-395,508,903,48,FALSE,0,Chelsea
Curtis_Jones_569,0,0,19,0,0.8,569,324,0,1,5.1,31.8,2020-07-05T15:30:00Z,5,0,0,0,0,33,0,851,0,2,18,6,17,80,63,45,TRUE,0,Aston Villa
