name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Danny Ings,0,1,27,0,10.8,313,78,3,1,10.8,36.4,2019-10-06T13:00:00Z,80,0,0,0,0,8,0,110197,4,1,61.0,7,6341,13465,7124,59,True,0,Chelsea,Southampton,FWD
Danny Rose,0,0,0,0,0.0,332,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,167635,0,3,0.0,0,-2855,7506,10361,55,False,0,Brighton,Newcastle,DEF
Danny Ward,0,0,0,0,0.0,170,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,14054,1,2,0.0,0,-234,125,359,44,False,0,Liverpool,Leicester,GK
Danny Welbeck,0,0,0,1,2.3,512,79,0,0,2.8,4.6,2019-10-05T14:00:00Z,76,0,0,0,0,8,0,11996,0,0,21.0,2,611,1425,814,59,True,0,Sheffield Utd,Watford,FWD
Dan Burn,0,0,23,1,25.8,475,72,0,0,5.9,24.8,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,16375,0,3,8.0,6,-269,590,859,45,True,0,Spurs,Brighton,DEF
Dan Gosling,0,0,0,0,0.0,81,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,703,0,1,0.0,0,-26,5,31,49,False,0,Arsenal,Bournemouth,MID
Daryl Janmaat,0,3,29,1,28.3,359,79,0,0,4.6,18.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,24321,0,0,0.0,9,-674,794,1468,43,True,0,Sheffield Utd,Watford,DEF
Davide Zappacosta,0,0,0,0,0.0,109,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,13874,4,1,0.0,0,-552,51,603,43,False,0,Southampton,Chelsea,DEF
David Brooks,0,0,0,0,0.0,76,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,8018,0,1,0.0,0,-284,24,308,63,False,0,Arsenal,Bournemouth,MID
David Button,0,0,0,0,0.0,48,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,1705377,0,3,0.0,0,-19076,11197,30273,40,True,0,Spurs,Brighton,GK
David de Gea,0,0,10,0,0.0,235,76,1,0,0.8,7.6,2019-10-06T15:30:00Z,90,0,0,0,0,8,1,1209638,0,1,0.0,2,-2096,30109,32205,56,False,0,Newcastle,Man Utd,GK
David Luiz Moreira Marinho,0,3,39,1,3.4,106,71,0,1,6.2,41.2,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,364462,0,1,17.0,15,-10359,4838,15197,58,True,0,Bournemouth,Arsenal,DEF
David Martin,0,0,0,0,0.0,553,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,0,2,1,0.0,0,0,0,0,40,True,0,Crystal Palace,West Ham,GK
David McGoldrick,0,0,0,0,0.0,303,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,11266,0,0,0.0,0,-2341,42,2383,54,False,0,Watford,Sheffield Utd,FWD
David Silva,0,0,0,1,17.2,219,75,0,0,4.5,0.0,2019-10-06T13:00:00Z,74,0,0,0,0,8,0,715344,2,0,28.0,3,20422,87377,66955,76,True,0,Wolves,Man City,MID
Davinson Sánchez,0,0,0,0,0.0,333,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,62207,0,3,0.0,0,-3170,691,3861,54,False,0,Brighton,Spurs,DEF
Davy Pröpper,0,0,0,0,0.0,54,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,36432,0,3,0.0,0,-9301,60,9361,50,True,0,Spurs,Brighton,MID
DeAndre Yedlin,0,0,18,1,5.0,253,76,0,0,1.7,7.8,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,2724,0,1,4.0,5,130,210,80,44,True,1,Man Utd,Newcastle,DEF
Dean Henderson,0,0,24,1,0.0,471,79,0,0,1.8,17.6,2019-10-05T14:00:00Z,90,0,0,0,0,8,2,223047,0,0,0.0,6,50768,56255,5487,45,False,0,Watford,Sheffield Utd,GK
Declan Rice,0,0,11,0,3.3,395,80,2,0,1.0,6.8,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,123629,2,1,0.0,2,-3142,4144,7286,49,True,0,Crystal Palace,West Ham,MID
Dejan Lovren,0,0,18,0,0.0,186,74,1,0,2.6,19.8,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,12209,1,2,6.0,2,-198,317,515,53,True,0,Leicester,Liverpool,DEF
Demarai Gray,0,0,0,0,0.0,175,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,21393,1,2,0.0,0,-1163,388,1551,53,False,0,Liverpool,Leicester,MID
Dennis Praet,0,0,10,0,3.1,517,74,1,0,1.3,8.8,2019-10-05T14:00:00Z,72,0,0,0,0,8,0,4460,1,2,1.0,2,273,487,214,53,False,0,Liverpool,Leicester,MID
Dennis Srbeny,0,0,3,0,0.1,279,77,1,0,0.1,1.0,2019-10-05T14:00:00Z,10,0,0,0,0,8,0,3585,5,1,0.0,1,-169,156,325,53,True,0,Aston Villa,Norwich,FWD
Diego Rico,0,0,11,0,19.2,65,71,1,0,3.7,17.6,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,756845,0,1,0.0,2,17162,43325,26163,41,False,0,Arsenal,Bournemouth,DEF
Dimitri Foulquier,0,0,0,0,0.0,542,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,7836,0,0,0.0,0,762,1596,834,40,True,0,Sheffield Utd,Watford,DEF
Diogo Jota,0,0,0,0,0.0,410,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,259164,2,0,0.0,0,-63421,746,64167,62,False,0,Man City,Wolves,FWD
Divock Origi,0,0,3,0,0.3,188,74,1,0,0.3,2.2,2019-10-05T14:00:00Z,12,0,0,0,0,8,0,206375,1,2,0.0,1,-7895,4429,12324,53,True,0,Leicester,Liverpool,FWD
Djibril Sidibé,0,0,1,0,1.5,511,73,1,0,0.4,0.8,2019-10-05T14:00:00Z,31,0,0,0,0,8,0,10944,0,1,2.0,0,-438,159,597,53,False,1,Burnley,Everton,DEF
Domingos Quina,0,0,0,0,0.0,375,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,7004,0,0,0.0,0,-269,118,387,45,True,0,Sheffield Utd,Watford,MID
Dominic Calvert-Lewin,0,0,4,0,0.8,147,73,1,0,0.0,0.0,2019-10-05T14:00:00Z,73,0,0,0,0,8,0,78623,0,1,0.0,2,11248,15875,4627,58,False,0,Burnley,Everton,FWD
Dominic Solanke,0,0,-1,0,11.9,69,71,1,0,2.3,3.4,2019-10-06T13:00:00Z,62,0,0,0,0,8,0,30326,0,1,8.0,2,77,2350,2273,54,False,0,Arsenal,Bournemouth,FWD
Douglas Luiz Soares de Paulo,0,0,20,0,0.6,470,77,1,1,4.0,32.6,2019-10-05T14:00:00Z,12,0,0,0,0,8,0,262675,5,1,7.0,6,-30690,9448,40138,45,False,0,Norwich,Aston Villa,MID
Dwight Gayle,0,0,0,0,0.0,554,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,0,0,1,0.0,0,0,0,0,50,True,0,Man Utd,Newcastle,FWD
Dwight McNeil,0,0,15,1,2.3,97,73,0,0,1.9,12.6,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,30994,0,1,4.0,3,-606,3019,3625,60,True,0,Everton,Burnley,MID
Ederson Santana de Moraes,0,0,5,0,0.0,212,75,2,0,0.3,2.8,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,1508794,2,0,0.0,0,10211,40520,30309,61,True,1,Wolves,Man City,GK
Edward Nketiah,0,0,0,0,0.0,13,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,53287,0,1,0.0,0,-3235,979,4214,44,True,0,Bournemouth,Arsenal,FWD
Eldin Jakupovic,0,0,0,0,0.0,169,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,7282,1,2,0.0,0,-127,68,195,44,False,0,Liverpool,Leicester,GK
Emerson Palmieri dos Santos,0,0,0,0,0.0,107,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,62650,4,1,0.0,0,-11132,68,11200,55,False,0,Southampton,Chelsea,DEF
Emiliano Buendía,0,0,11,0,38.8,283,77,5,0,11.3,21.8,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,139080,5,1,52.0,2,-3786,16219,20005,60,True,0,Aston Villa,Norwich,MID
Emiliano Martínez,0,0,0,0,0.0,427,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,18897,0,1,0.0,0,-293,289,582,44,True,0,Bournemouth,Arsenal,GK
Emil Krafth,0,0,2,0,0.0,519,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,1,0,0,0,0,8,0,5885,0,1,0.0,1,-359,77,436,45,True,0,Man Utd,Newcastle,DEF
Enda Stevens,0,0,27,1,7.7,291,79,0,0,2.1,12.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,44322,0,0,1.0,6,5584,7975,2391,50,False,0,Watford,Sheffield Utd,DEF
Eric Bailly,0,0,0,0,0.0,228,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,2182,0,1,0.0,0,-77,17,94,49,False,0,Newcastle,Man Utd,DEF
Eric Dier,0,0,7,0,11.0,350,72,3,0,2.7,15.8,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,12346,0,3,0.0,1,-176,356,532,49,False,1,Brighton,Spurs,MID
Eric Garcia,0,0,0,0,0.0,544,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,656,2,0,0.0,0,30,130,100,45,True,0,Wolves,Man City,DEF
Erik Lamela,0,0,12,0,24.9,346,72,3,0,6.1,18.4,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,299148,0,3,18.0,2,-73073,12245,85318,61,False,0,Brighton,Spurs,MID
Erik Pieters,0,0,5,0,14.6,447,73,0,0,2.0,4.8,2019-10-05T14:00:00Z,54,0,0,0,0,8,0,888618,0,1,1.0,1,74056,90963,16907,48,True,0,Everton,Burnley,DEF
Ethan Ampadu,0,0,0,0,0.0,121,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,1322,4,1,0.0,0,-94,53,147,44,False,0,Southampton,Chelsea,MID
Etienne Capoue,0,0,0,0,0.0,373,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,30397,0,0,0.0,0,-1265,960,2225,48,True,0,Sheffield Utd,Watford,MID
Ezequiel Schelotto,0,0,0,0,0.0,546,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,1915,0,3,0.0,0,986,1262,276,40,True,0,Spurs,Brighton,DEF
Ezri Konsa Ngoyo,0,0,4,0,0.3,452,77,1,0,0.7,6.2,2019-10-05T14:00:00Z,15,0,0,0,0,8,0,4524,5,1,0.0,1,-146,37,183,44,False,0,Norwich,Aston Villa,DEF
Fabian Delph,0,0,14,0,13.0,205,73,1,0,3.2,10.8,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,18199,0,1,8.0,2,-244,771,1015,54,False,0,Burnley,Everton,DEF
Fabian Schär,0,0,22,1,0.2,252,76,0,0,3.7,24.4,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,171020,0,1,12.0,5,-11408,4620,16028,50,True,1,Man Utd,Newcastle,DEF
Fabio Henrique Tavares,0,0,10,0,6.7,197,74,1,0,2.1,14.6,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,103562,1,2,0.0,1,-2151,4693,6844,55,True,1,Leicester,Liverpool,MID
Fabián Balbuena,0,0,0,0,0.0,382,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,18985,2,1,0.0,0,-730,424,1154,43,True,0,Crystal Palace,West Ham,DEF
Federico Fernández,0,0,0,0,0.0,254,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,10144,0,1,0.0,0,-372,72,444,44,True,0,Man Utd,Newcastle,DEF
Felipe Anderson Pereira Gomes,0,0,10,0,16.4,390,80,2,0,6.1,21.6,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,319305,2,1,23.0,2,17524,28997,11473,69,True,0,Crystal Palace,West Ham,MID
Fernando Luiz Rosa,0,0,12,0,2.3,221,75,2,0,3.2,25.2,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,46633,2,0,4.0,1,-472,1672,2144,52,True,1,Wolves,Man City,MID
Fikayo Tomori,0,0,8,0,0.8,529,78,1,0,1.3,11.8,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,341651,4,1,0.0,2,157252,163889,6637,47,False,0,Southampton,Chelsea,DEF
Florian Lejeune,0,0,0,0,0.0,257,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,190,0,1,0.0,0,-5,12,17,45,True,0,Man Utd,Newcastle,DEF
Florin Andone,0,0,0,0,0.0,46,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,38752,0,3,0.0,0,-4243,55,4298,49,True,0,Spurs,Brighton,FWD
Francisco Femenía Far,0,0,0,0,0.0,357,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,29864,0,0,0.0,0,-2388,645,3033,43,True,0,Sheffield Utd,Watford,DEF
Fraser Forster,0,0,0,0,0.0,317,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,32383,4,1,0.0,0,-1647,23,1670,44,True,0,Chelsea,Southampton,GK
Frederick Woodman,0,0,0,0,0.0,264,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,63734,0,1,0.0,0,-565,1005,1570,40,True,0,Man Utd,Newcastle,GK
Frederico Rodrigues de Paula Santos,0,0,9,0,8.0,244,76,1,0,2.1,12.2,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,9059,0,1,1.0,1,-250,237,487,53,False,1,Newcastle,Man Utd,MID
Frédéric Guilbert,0,0,7,0,11.9,458,77,1,0,2.8,16.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,54410,5,1,0.0,1,2611,5161,2550,44,False,1,Norwich,Aston Villa,DEF
Gabriel Fernando de Jesus,0,0,2,0,2.3,211,75,2,0,1.2,0.0,2019-10-06T13:00:00Z,15,0,0,0,0,8,0,102835,2,0,10.0,1,2471,5231,2760,95,True,0,Wolves,Man City,FWD
Gabriel Teodoro Martinelli Silva,0,0,-4,0,3.8,504,71,0,0,2.2,4.4,2019-10-06T13:00:00Z,27,0,0,0,0,8,0,96280,0,1,14.0,0,2306,8858,6552,45,True,1,Bournemouth,Arsenal,FWD
Gary Cahill,0,0,17,0,10.8,503,80,1,0,6.3,16.6,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,126477,2,1,36.0,2,135,4316,4181,45,False,0,West Ham,Crystal Palace,DEF
Gaëtan Bong,0,0,3,0,0.5,41,72,0,0,0.1,0.6,2019-10-05T11:30:00Z,2,0,0,0,0,8,0,8617,0,3,0.0,1,-254,90,344,44,True,0,Spurs,Brighton,DEF
Georges-Kévin Nkoudou,0,0,0,0,0.0,527,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,919,0,3,0.0,0,-25,27,52,50,False,0,Brighton,Spurs,MID
George Baldock,0,0,26,1,10.0,294,79,0,0,2.5,11.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,48447,0,0,4.0,6,2754,4993,2239,45,False,0,Watford,Sheffield Utd,DEF
Georginio Wijnaldum,0,0,5,1,2.1,199,74,0,0,2.4,5.0,2019-10-05T14:00:00Z,77,0,0,0,0,8,0,167380,1,2,17.0,3,21453,27485,6032,54,True,0,Leicester,Liverpool,MID
Gerard Deulofeu,0,0,8,0,11.3,363,79,0,0,1.8,4.2,2019-10-05T14:00:00Z,31,0,0,0,0,8,0,136217,0,0,2.0,1,-3455,7956,11411,61,True,0,Sheffield Utd,Watford,FWD
Giovani Lo Celso,0,0,0,0,0.0,523,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,0,0,0,0,8,0,15867,0,3,0.0,0,-686,38,724,73,False,0,Brighton,Spurs,MID
Glenn Murray,0,0,3,0,0.1,44,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,1,0,0,0,0,8,0,73828,0,3,0.0,1,-6385,643,7028,57,True,0,Spurs,Brighton,FWD
Grady Diangana,0,0,0,0,0.0,398,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,6030,2,1,0.0,0,-569,212,781,44,True,0,Crystal Palace,West Ham,MID
Granit Xhaka,0,0,11,1,2.3,18,71,0,0,2.2,15.6,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,55175,0,1,4.0,3,-1035,2332,3367,53,True,0,Bournemouth,Arsenal,MID
Grant Hanley,0,0,0,0,0.0,277,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,245301,5,1,0.0,0,-11853,10006,21859,40,True,0,Aston Villa,Norwich,DEF
Gylfi Sigurdsson,0,0,7,0,28.2,151,73,0,0,4.6,5.0,2019-10-05T14:00:00Z,58,0,0,0,0,8,0,264190,0,1,13.0,1,-19919,4569,24488,76,False,0,Burnley,Everton,MID
Hamza Choudhury,0,0,-1,0,0.7,180,74,1,0,0.0,0.0,2019-10-05T14:00:00Z,4,0,0,0,0,8,0,78502,1,2,0.0,0,-1127,5846,6973,45,False,1,Liverpool,Leicester,MID
Harry Kane,0,0,6,0,28.8,338,72,3,0,4.5,4.6,2019-10-05T11:30:00Z,90,0,0,0,0,8,0,1377432,0,3,12.0,2,-28232,40325,68557,110,False,0,Brighton,Spurs,FWD
Harry Lewis,0,0,0,0,0.0,548,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,3388,4,1,0.0,0,2051,2259,208,40,True,0,Chelsea,Southampton,GK
Harry Maguire,0,0,11,0,23.2,160,76,1,0,7.2,17.4,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,1031541,0,1,31.0,2,-29566,19989,49555,55,False,0,Newcastle,Man Utd,DEF
Harry Wilson,0,0,8,0,14.8,505,71,1,0,2.3,6.6,2019-10-06T13:00:00Z,78,0,0,0,0,8,0,248125,0,1,2.0,2,-18152,15704,33856,61,False,0,Arsenal,Bournemouth,MID
Harry Winks,0,0,9,0,3.5,347,72,1,0,1.3,9.6,2019-10-05T11:30:00Z,45,0,0,0,0,8,0,22790,0,3,0.0,1,-842,750,1592,54,False,0,Brighton,Spurs,MID
Harvey Barnes,0,0,0,0,0.8,172,74,1,0,0.5,0.6,2019-10-05T14:00:00Z,45,0,0,0,0,8,0,18382,1,2,4.0,1,-305,1207,1512,59,False,0,Liverpool,Leicester,MID
Harvey Elliott,0,0,0,0,0.0,550,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,0,1,2,0.0,0,0,0,0,45,True,0,Leicester,Liverpool,MID
Henrikh Mkhitaryan,0,0,0,0,0.0,16,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,63127,0,1,0.0,0,-2329,41,2370,68,True,0,Bournemouth,Arsenal,MID
Henri Lansbury,0,0,0,0,0.0,35,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,49349,5,1,0.0,0,-5651,667,6318,44,False,0,Norwich,Aston Villa,MID
Heung-Min Son,0,0,12,0,2.4,342,72,3,0,1.9,8.8,2019-10-05T11:30:00Z,72,0,0,0,0,8,0,873496,0,3,8.0,2,188152,231286,43134,98,False,0,Brighton,Spurs,MID
Heurelho da Silva Gomes,0,0,0,0,0.0,513,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,14414,0,0,0.0,0,-192,279,471,45,True,0,Sheffield Utd,Watford,GK
Hugo Lloris,0,0,0,0,0.0,340,72,1,0,0.0,0.0,2019-10-05T11:30:00Z,8,0,0,0,0,8,0,594211,0,3,0.0,1,-7751,15655,23406,55,False,0,Brighton,Spurs,GK
Héctor Bellerín,0,0,0,0,0.0,2,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,18486,0,1,0.0,0,5331,6571,1240,54,True,0,Bournemouth,Arsenal,DEF
Hélder Costa,0,0,0,0,0.0,418,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,1150,2,0,0.0,0,-33,23,56,49,False,0,Man City,Wolves,MID
Ibrahim Amadou,0,0,14,0,0.0,507,77,5,0,3.1,18.6,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,8114,5,1,12.0,2,658,1194,536,45,True,0,Aston Villa,Norwich,MID
Idrissa Gueye,0,0,0,0,0.0,156,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,1358,0,1,0.0,0,-22,36,58,50,False,0,Burnley,Everton,MID
Ilkay Gündogan,0,0,14,0,41.2,222,75,2,0,5.4,10.0,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,98017,2,0,3.0,1,-1580,4532,6112,52,True,1,Wolves,Man City,MID
Isaac Hayden,0,0,0,0,0.0,271,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,364166,0,1,0.0,0,-88414,4294,92708,45,True,0,Man Utd,Newcastle,MID
Isaac Success Ajayi,0,0,0,0,0.0,365,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,30751,0,0,0.0,0,-3120,81,3201,48,True,0,Sheffield Utd,Watford,FWD
Ismaïla Sarr,0,0,3,0,0.5,525,79,0,0,0.3,0.0,2019-10-05T14:00:00Z,13,0,0,0,0,8,0,9208,0,0,2.0,1,-351,455,806,63,True,0,Sheffield Utd,Watford,MID
Issa Diop,0,0,11,0,1.9,381,80,2,0,4.9,14.0,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,362404,2,1,33.0,1,7590,24619,17029,45,True,0,Crystal Palace,West Ham,DEF
Ivan Cavaleiro,0,0,0,0,0.0,419,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,602,2,0,0.0,0,-28,18,46,49,False,0,Man City,Wolves,MID
Jack Colback,0,0,0,0,0.0,482,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,15164,0,1,0.0,0,-2050,60,2110,44,True,0,Man Utd,Newcastle,MID
Jack Cork,0,0,0,0,0.0,102,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,16337,0,1,0.0,0,-2878,51,2929,50,True,0,Everton,Burnley,MID
Jack Grealish,0,0,24,0,27.5,29,77,1,1,12.0,49.8,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,250741,5,1,43.0,7,-18559,5063,23622,59,False,0,Norwich,Aston Villa,MID
Jack O'Connell,0,1,28,1,3.0,293,79,0,0,2.5,20.4,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,21828,0,0,2.0,7,-216,687,903,45,False,0,Watford,Sheffield Utd,DEF
Jack Simpson,0,0,0,0,0.0,66,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,471272,0,1,0.0,0,-6187,10932,17119,40,False,0,Arsenal,Bournemouth,DEF
Jack Stacey,0,0,3,0,1.0,446,71,1,0,3.4,16.2,2019-10-06T13:00:00Z,78,0,0,0,0,8,0,7206,0,1,17.0,1,-116,168,284,44,False,1,Arsenal,Bournemouth,DEF
Jack Stephens,0,0,0,0,0.0,308,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,0,0,0,0,8,0,7003,4,1,0.0,0,-288,69,357,44,True,0,Chelsea,Southampton,DEF
Jack Wilshere,0,0,3,0,0.6,394,80,1,0,0.4,1.8,2019-10-05T16:30:00Z,12,0,0,0,0,8,0,21960,2,1,2.0,1,-991,478,1469,48,True,0,Crystal Palace,West Ham,MID
Jacob Murphy,0,0,0,0,0.0,483,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,601,0,1,0.0,0,-20,10,30,48,True,0,Man Utd,Newcastle,MID
Jairo Riedewald,0,0,0,0,0.0,539,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,479,2,1,0.0,0,51,118,67,45,False,0,West Ham,Crystal Palace,MID
Jake Eastwood,0,0,0,0,0.0,299,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,13264,0,0,0.0,0,-388,141,529,44,False,0,Watford,Sheffield Utd,GK
Jamaal Lascelles,0,0,20,1,0.0,258,76,0,0,0.7,6.8,2019-10-06T15:30:00Z,90,0,0,0,0,8,0,336306,0,1,0.0,6,-16457,3478,19935,44,True,0,Man Utd,Newcastle,DEF
Jamal Lewis,0,0,14,0,18.2,276,77,5,0,4.7,18.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,27833,5,1,11.0,0,-3021,1038,4059,45,True,0,Aston Villa,Norwich,DEF
James Chester,0,0,0,0,0.0,23,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,3656,5,1,0.0,0,-179,11,190,44,False,0,Norwich,Aston Villa,DEF
James Garner,0,0,0,0,0.0,250,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,0,0,0,0,8,0,18960,0,1,0.0,0,-1095,428,1523,44,False,0,Newcastle,Man Utd,MID
James Justin,0,0,0,0,0.0,433,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,0,0,0,0,8,0,6661,1,2,0.0,0,-164,175,339,48,False,0,Liverpool,Leicester,DEF
James Maddison,0,0,26,0,14.3,171,74,1,1,7.4,38.6,2019-10-05T14:00:00Z,85,0,0,0,0,8,0,710123,1,2,21.0,7,-15750,40599,56349,71,False,0,Liverpool,Leicester,MID
James McArthur,0,0,15,0,2.1,138,80,1,0,1.4,11.0,2019-10-05T16:30:00Z,90,0,0,0,0,8,0,55943,2,1,1.0,2,-730,1757,2487,53,False,0,West Ham,Crystal Palace,MID
James McCarthy,0,0,12,0,4.1,157,80,1,0,1.9,8.0,2019-10-05T16:30:00Z,80,0,0,0,0,8,0,44225,2,1,7.0,2,911,3893,2982,44,False,0,West Ham,Crystal Palace,MID
James Milner,1,3,40,0,26.9,200,74,1,1,10.7,58.2,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,41349,1,2,22.0,13,-2290,504,2794,53,True,0,Leicester,Liverpool,MID
James Tarkowski,0,3,30,1,10.4,84,73,0,0,4.2,26.0,2019-10-05T14:00:00Z,90,0,0,0,0,8,0,107175,0,1,6.0,9,-3989,1871,5860,50,True,0,Everton,Burnley,DEF
James Tomkins,0,0,0,0,0.0,124,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,0,0,0,0,8,0,1431,2,1,0.0,0,38,185,147,50,False,0,West Ham,Crystal Palace,DEF
James Ward-Prowse,0,0,8,0,25.9,321,78,4,0,4.1,13.6,2019-10-06T13:00:00Z,90,0,0,0,0,8,0,50652,4,1,1.0,2,270,4249,3979,58,True,0,Chelsea,Southampton,MID
