name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Andreas Christensen,0,0,15,0,3.0,108,226,1,0,1.7,14.4,2020-01-18T17:30:00Z,90,0,0,0,0,23,0,42055,0,1,0.0,2,334,811,477,49,False,0,Newcastle,Chelsea,DEF,0
Kevin De Bruyne,0,0,21,0,104.8,215,225,2,0,16.4,30.4,2020-01-18T15:00:00Z,90,0,0,0,0,23,0,3898669,2,2,29.0,2,95576,133069,37493,107,True,0,Crystal Palace,Man City,MID,0
Martin Kelly,0,0,11,0,0.1,128,225,2,0,1.4,14.2,2020-01-18T15:00:00Z,90,0,0,0,0,23,0,2222070,2,2,0.0,1,-83747,19514,103261,44,False,0,Man City,Crystal Palace,DEF,0
Gerard Deulofeu,0,0,12,1,15.8,363,229,0,0,8.7,24.0,2020-01-18T12:30:00Z,90,0,0,0,0,23,0,203168,0,0,47.0,2,-1389,21005,22394,61,True,0,Spurs,Watford,FWD,0
Christian Atsu,0,0,0,0,0.0,267,226,0,0,0.0,0.0,2020-01-18T17:30:00Z,0,0,0,0,0,23,0,8806,0,1,0.0,0,-181,104,285,53,True,0,Chelsea,Newcastle,MID,0
Gabriel Jesus,1,0,13,0,16.3,211,225,1,0,4.8,17.4,2020-01-18T15:00:00Z,28,0,0,0,0,23,0,244561,2,2,14.0,4,38953,59183,20230,95,True,0,Crystal Palace,Man City,FWD,0
Adam Webster,0,0,9,0,10.3,493,222,1,0,3.5,15.8,2020-01-18T15:00:00Z,90,0,0,0,0,23,0,57943,1,1,9.0,1,7493,12895,5402,44,True,1,Aston Villa,Brighton,DEF,0
Jacob Murphy,0,0,0,0,0.0,483,226,0,0,0.0,0.0,2020-01-18T17:30:00Z,0,0,0,0,0,23,0,571,0,1,0.0,0,-5,9,14,48,True,0,Chelsea,Newcastle,MID,0
Danny Ings,0,0,4,0,1.9,313,228,3,0,2.6,1.8,2020-01-18T15:00:00Z,90,0,0,0,0,23,0,2055116,3,2,22.0,2,495038,527509,32471,69,True,0,Wolves,Southampton,FWD,0
Alexis Sánchez,0,0,0,0,0.0,240,224,0,0,0.0,0.0,2020-01-19T16:30:00Z,0,0,0,0,0,23,0,28589,0,2,0.0,0,-68,32,100,68,False,0,Liverpool,Man Utd,MID,0
Neco Williams,0,0,0,0,0.0,575,224,0,0,0.0,0.0,2020-01-19T16:30:00Z,0,0,0,0,0,23,0,3252,0,2,0.0,0,613,1461,848,40,True,0,Man Utd,Liverpool,DEF,0
Davinson Sánchez,0,0,0,0,0.0,333,229,0,0,0.0,0.0,2020-01-18T12:30:00Z,0,0,0,0,0,23,0,66805,0,0,0.0,0,-515,888,1403,53,False,0,Watford,Spurs,DEF,0
Will Norris,0,0,0,0,0.0,413,228,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,0,0,0,0,23,0,43630,3,2,0.0,0,-476,640,1116,40,False,0,Southampton,Wolves,GK,0
