name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP,season
Chris Basham,0,0,18,0,1.1,423,140,1,0,3.7,33.8,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,33318,1,1,2.0,2,8024,9564,1540,45,False,0,Wolves,Sheffield Utd,DEF,0,2019-20
Chris Mepham,0,0,0,0,0.0,61,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,59555,2,3,0.0,0,-1417,102,1519,43,False,0,Spurs,Bournemouth,DEF,0,2019-20
Chris Smalling,0,0,0,0,0.0,223,135,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,9264,2,2,0.0,0,-60,17,77,53,True,0,Aston Villa,Man Utd,DEF,0,2019-20
Chris Wood,0,0,-5,0,15.6,91,131,2,0,7.7,4.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,98471,2,0,57.0,2,23387,27203,3816,62,True,0,Crystal Palace,Burnley,FWD,0,2019-20
Ciaran Clark,0,0,15,0,0.0,259,136,2,0,2.9,29.2,2019-11-30T12:30:00Z,90,0,0,0,0,14,0,29259,2,2,0.0,1,4032,6758,2726,43,True,0,Man City,Newcastle,DEF,0,2019-20
Claudio Bravo,0,0,0,0,0.0,213,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,21859,2,2,0.0,0,-2139,189,2328,48,False,0,Newcastle,Man City,GK,0,2019-20
Connor Wickham,0,0,0,0,0.0,130,131,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,183783,2,0,0.0,0,-4903,841,5744,45,False,0,Burnley,Crystal Palace,FWD,0,2019-20
Conor Coady,0,0,16,0,0.3,403,140,1,0,1.7,16.8,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,104899,1,1,0.0,2,-204,3326,3530,50,True,0,Sheffield Utd,Wolves,DEF,0,2019-20
Conor Hourihane,0,0,8,0,2.7,28,135,2,0,1.3,6.2,2019-12-01T16:30:00Z,80,0,0,0,0,14,0,11412,2,2,4.0,2,2196,2913,717,57,False,0,Man Utd,Aston Villa,MID,0,2019-20
Craig Cathcart,0,0,12,0,0.1,358,138,2,0,2.3,22.8,2019-11-30T17:30:00Z,90,0,0,0,0,14,0,95870,1,2,0.0,1,-1300,1919,3219,44,False,0,Southampton,Watford,DEF,0,2019-20
Craig Dawson,0,0,0,0,0.0,439,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,12645,1,2,0.0,0,-1407,23,1430,48,False,0,Southampton,Watford,DEF,0,2019-20
Cédric Soares,0,0,17,0,20.9,486,138,1,0,3.4,13.4,2019-11-30T17:30:00Z,75,0,0,0,0,14,0,12678,1,2,0.0,2,329,586,257,48,True,0,Watford,Arsenal,DEF,0,2019-20
César Azpilicueta,0,0,0,0,0.0,105,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,395049,1,0,0.0,0,-6965,5425,12390,59,True,0,West Ham,Chelsea,DEF,0,2019-20
Dale Stephens,0,0,17,0,14.2,57,134,2,0,2.4,9.8,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,175855,1,2,0.0,2,-6812,1608,8420,45,False,0,Liverpool,Brighton,MID,0,2019-20
Daniel Amartey,0,0,0,0,0.0,178,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,23206,1,2,0.0,0,1117,2978,1861,43,True,0,Everton,Leicester,MID,0,2019-20
Dani Ceballos,0,0,0,0,0.0,469,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,293402,2,2,0.0,0,-31340,46,31386,53,False,0,Norwich,Arsenal,MID,0,2019-20
Daniel Drinkwater,0,0,0,0,0.0,120,131,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,47685,2,0,0.0,0,-802,341,1143,44,True,0,Crystal Palace,Aston Villa,MID,0,2019-20
Daniel James,0,0,7,0,27.6,243,135,2,0,5.4,6.4,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,882292,2,2,20.0,2,-13018,41922,54940,62,True,0,Aston Villa,Man Utd,MID,0,2019-20
Daniel N'Lundulu,0,0,0,0,0.0,535,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,6893,1,2,0.0,0,-312,133,445,45,True,0,Watford,Southampton,FWD,0,2019-20
Danilo Luiz da Silva,0,0,0,0,0.0,209,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,3215,2,2,0.0,0,-11,19,30,50,False,0,Newcastle,Man City,DEF,0,2019-20
Danny Ings,0,3,38,0,26.6,313,138,1,1,13.0,47.8,2019-11-30T17:30:00Z,90,0,0,0,0,14,0,466242,1,2,56.0,9,229742,239875,10133,61,True,0,Watford,Southampton,FWD,0,2019-20
Danny Rose,0,0,0,0,0.0,332,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,114487,2,3,0.0,0,-2208,2495,4703,54,True,0,Bournemouth,Newcastle,DEF,0,2019-20
Danny Ward,0,0,0,0,0.0,170,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,12722,1,2,0.0,0,-286,45,331,43,True,0,Everton,Leicester,GK,0,2019-20
Danny Welbeck,0,0,0,0,0.0,512,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,8798,1,2,0.0,0,-187,13,200,58,False,0,Southampton,Watford,FWD,0,2019-20
Dan Burn,0,0,24,0,17.1,475,134,2,0,4.6,25.2,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,20068,1,2,4.0,1,-575,539,1114,45,False,0,Liverpool,Brighton,DEF,0,2019-20
Dan Gosling,0,0,0,0,10.3,81,139,0,0,3.1,0.0,2019-11-30T15:00:00Z,16,0,0,0,0,14,0,839,2,3,22.0,1,9,40,31,49,False,0,Spurs,Bournemouth,MID,0,2019-20
Daryl Janmaat,0,0,0,0,0.0,359,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,138434,1,2,0.0,0,-36552,1409,37961,44,False,0,Southampton,Watford,DEF,0,2019-20
Davide Zappacosta,0,0,0,0,0.0,109,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,12446,1,0,0.0,0,-129,28,157,43,True,0,West Ham,Chelsea,DEF,0,2019-20
David Brooks,0,0,0,0,0.0,76,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,7263,2,3,0.0,0,-87,17,104,63,False,0,Spurs,Bournemouth,MID,0,2019-20
David Button,0,0,0,0,0.0,48,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,1569779,1,2,0.0,0,-12976,6644,19620,40,False,0,Liverpool,Brighton,GK,0,2019-20
David de Gea,0,0,10,0,0.0,235,135,2,0,0.8,8.4,2019-12-01T16:30:00Z,90,0,0,0,0,14,1,986515,2,2,0.0,1,-27642,4490,32132,55,True,0,Aston Villa,Man Utd,GK,0,2019-20
David Luiz,0,0,15,0,4.8,106,137,2,0,4.4,21.0,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,395421,2,2,18.0,1,-26529,2098,28627,58,False,0,Norwich,Arsenal,DEF,0,2019-20
David Martin,0,2,34,1,0.0,553,132,0,0,4.2,42.2,2019-11-30T15:00:00Z,90,0,0,0,0,14,6,21285,1,0,0.0,10,2565,3360,795,40,False,0,Chelsea,West Ham,GK,0,2019-20
David McGoldrick,0,0,-1,0,3.2,303,140,1,0,6.4,7.0,2019-12-01T14:00:00Z,72,0,0,0,0,14,0,17929,1,1,54.0,2,3543,4919,1376,54,False,0,Wolves,Sheffield Utd,FWD,0,2019-20
David Silva,1,0,21,0,50.4,219,136,1,0,11.3,26.2,2019-11-30T12:30:00Z,69,0,0,0,0,14,0,555253,2,2,36.0,5,-49557,19964,69521,76,False,0,Newcastle,Man City,MID,0,2019-20
Davinson Sánchez,0,0,14,0,1.7,333,139,2,0,2.4,20.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,63674,2,3,2.0,1,1006,2247,1241,53,True,0,Bournemouth,Spurs,DEF,0,2019-20
Davy Pröpper,0,0,17,0,4.8,54,134,2,0,4.6,18.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,27535,1,2,23.0,2,-895,137,1032,49,False,0,Liverpool,Brighton,MID,0,2019-20
DeAndre Yedlin,0,0,0,0,0.0,253,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,10113,2,2,0.0,0,-535,994,1529,44,True,0,Man City,Newcastle,DEF,0,2019-20
Dean Henderson,0,0,16,0,0.0,471,140,1,0,1.6,16.2,2019-12-01T14:00:00Z,90,0,0,0,0,14,3,408887,1,1,0.0,3,29354,39362,10008,47,False,0,Wolves,Sheffield Utd,GK,0,2019-20
Declan Rice,0,0,14,1,2.8,395,132,0,0,1.9,14.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,105794,1,0,2.0,3,-3086,1723,4809,48,False,0,Chelsea,West Ham,MID,0,2019-20
Dejan Lovren,0,0,15,0,0.5,186,134,1,0,1.4,11.0,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,43283,1,2,2.0,2,8830,11104,2274,53,True,0,Brighton,Liverpool,DEF,0,2019-20
Demarai Gray,0,0,0,0,0.0,175,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,19860,1,2,0.0,0,-164,400,564,52,True,0,Everton,Leicester,MID,0,2019-20
Dennis Praet,0,0,0,0,0.0,517,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,4315,1,2,0.0,0,-152,55,207,53,True,0,Everton,Leicester,MID,0,2019-20
Dennis Srbeny,0,0,0,0,0.0,279,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,3528,2,2,0.0,0,249,392,143,52,True,0,Arsenal,Norwich,FWD,0,2019-20
Diego Rico,0,0,7,0,31.3,65,139,3,0,6.8,25.4,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,974103,2,3,11.0,0,-32514,15858,48372,43,False,1,Spurs,Bournemouth,DEF,0,2019-20
Dimitri Foulquier,0,0,4,0,0.5,542,138,1,0,0.4,3.2,2019-11-30T17:30:00Z,8,0,0,0,0,14,0,13307,1,2,0.0,1,-435,369,804,40,False,0,Southampton,Watford,DEF,0,2019-20
Diogo Jota,0,0,5,0,10.0,410,140,1,0,3.4,1.6,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,222450,1,1,22.0,2,2902,8447,5545,61,True,0,Sheffield Utd,Wolves,FWD,0,2019-20
Divock Origi,0,0,3,0,0.0,188,134,1,0,0.0,0.0,2019-11-30T15:00:00Z,14,0,0,0,0,14,0,191222,1,2,0.0,1,-4376,2690,7066,52,True,0,Brighton,Liverpool,FWD,0,2019-20
Djibril Sidibé,1,0,19,0,19.3,511,133,2,0,5.7,33.0,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,16322,1,2,5.0,4,-2111,324,2435,53,False,0,Leicester,Everton,DEF,0,2019-20
Domingos Quina,0,0,0,0,0.0,375,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,6612,1,2,0.0,0,-247,34,281,44,False,0,Southampton,Watford,MID,0,2019-20
Dominic Calvert-Lewin,0,0,4,0,5.0,147,133,1,0,3.5,2.4,2019-12-01T16:30:00Z,77,0,0,0,0,14,0,66913,1,2,28.0,2,-6216,1074,7290,58,False,0,Leicester,Everton,FWD,0,2019-20
Dominic Solanke,0,0,9,0,46.5,69,139,3,0,9.1,14.2,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,25287,2,3,30.0,2,-1684,88,1772,53,False,0,Spurs,Bournemouth,FWD,0,2019-20
Douglas Luiz,0,0,20,0,0.8,470,135,2,0,1.4,10.8,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,289495,2,2,2.0,2,-2445,16044,18489,45,False,0,Man Utd,Aston Villa,MID,0,2019-20
Dwight Gayle,0,0,2,0,0.3,554,136,1,0,0.2,2.0,2019-11-30T12:30:00Z,21,0,0,0,0,14,0,2790,2,2,0.0,1,42,355,313,50,True,0,Man City,Newcastle,FWD,0,2019-20
Dwight McNeil,0,0,8,0,33.9,97,131,2,0,8.6,16.2,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,84354,2,0,36.0,1,2881,12805,9924,60,True,1,Crystal Palace,Burnley,MID,0,2019-20
Ederson,0,0,11,0,0.0,212,136,2,0,0.9,9.2,2019-11-30T12:30:00Z,90,0,0,0,0,14,1,1101981,2,2,0.0,1,-8446,15438,23884,60,False,0,Newcastle,Man City,GK,0,2019-20
Eddie Nketiah,0,0,0,0,0.0,13,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,48645,2,2,0.0,0,114,2672,2558,43,False,0,Norwich,Arsenal,FWD,0,2019-20
Eldin Jakupovic,0,0,0,0,0.0,169,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,6762,1,2,0.0,0,-171,32,203,43,True,0,Everton,Leicester,GK,0,2019-20
Emerson,0,0,19,0,42.3,107,132,1,0,8.1,24.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,62913,1,0,14.0,2,1216,3488,2272,55,True,0,West Ham,Chelsea,DEF,0,2019-20
Emiliano Buendía,0,0,8,0,38.8,283,137,0,0,5.1,10.6,2019-12-01T14:00:00Z,7,0,0,0,0,14,0,68239,2,2,2.0,1,-6488,650,7138,60,True,0,Arsenal,Norwich,MID,0,2019-20
Emiliano Martínez,0,0,0,0,0.0,427,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,18283,2,2,0.0,0,-201,120,321,44,False,0,Norwich,Arsenal,GK,0,2019-20
Emil Krafth,0,0,0,0,0.0,519,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,5121,2,2,0.0,0,-120,33,153,44,True,0,Man City,Newcastle,DEF,0,2019-20
Enda Stevens,0,0,13,0,17.7,291,140,1,0,4.9,23.0,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,174728,1,1,8.0,1,-8,12231,12239,51,False,1,Wolves,Sheffield Utd,DEF,0,2019-20
Eric Bailly,0,0,0,0,0.0,228,135,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,2223,2,2,0.0,0,-25,12,37,49,True,0,Aston Villa,Man Utd,DEF,0,2019-20
Eric Dier,0,0,14,0,13.5,350,139,2,0,3.3,19.2,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,14153,2,3,0.0,2,918,1378,460,49,True,0,Bournemouth,Spurs,MID,0,2019-20
Eric Garcia,0,0,0,0,0.0,544,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,1497,2,2,0.0,0,5,100,95,45,False,0,Newcastle,Man City,DEF,0,2019-20
Erik Lamela,0,0,0,0,0.0,346,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,97121,2,3,0.0,0,-7391,43,7434,57,True,0,Bournemouth,Spurs,MID,0,2019-20
Erik Pieters,0,0,-1,0,0.8,447,131,2,0,0.7,0.0,2019-11-30T15:00:00Z,54,0,0,0,0,14,0,585112,2,0,8.0,0,-84322,1879,86201,46,True,0,Crystal Palace,Burnley,DEF,0,2019-20
Ethan Ampadu,0,0,0,0,0.0,121,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,1257,1,0,0.0,0,-32,25,57,44,True,0,West Ham,Chelsea,MID,0,2019-20
Etienne Capoue,1,1,28,0,16.1,373,138,2,0,4.0,24.2,2019-11-30T17:30:00Z,90,0,0,0,0,14,0,20961,1,2,0.0,6,-457,271,728,48,False,0,Southampton,Watford,MID,0,2019-20
Ezequiel Schelotto,0,0,0,0,0.0,546,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,25718,1,2,0.0,0,2396,4402,2006,40,False,0,Liverpool,Brighton,DEF,0,2019-20
Ezri Konsa Ngoyo,0,0,8,0,0.1,452,135,2,0,0.8,8.2,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,4770,2,2,0.0,1,171,274,103,43,False,0,Man Utd,Aston Villa,DEF,0,2019-20
Fabian Delph,0,0,0,0,0.0,205,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,13453,1,2,0.0,0,-724,21,745,54,False,0,Leicester,Everton,DEF,0,2019-20
Fabian Schär,0,0,0,0,0.0,252,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,111311,2,2,0.0,0,-3115,596,3711,50,True,0,Man City,Newcastle,DEF,0,2019-20
Fabinho,0,0,0,0,0.0,197,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,98209,1,2,0.0,0,-21374,922,22296,55,True,0,Brighton,Liverpool,MID,0,2019-20
Fabián Balbuena,0,1,30,1,10.2,382,132,0,0,5.0,20.4,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,17951,1,0,19.0,7,-424,258,682,43,False,0,Chelsea,West Ham,DEF,0,2019-20
Federico Fernández,0,0,17,0,0.1,254,136,2,0,3.8,37.8,2019-11-30T12:30:00Z,90,0,0,0,0,14,0,17465,2,2,0.0,1,1071,2595,1524,44,True,0,Man City,Newcastle,DEF,0,2019-20
Felipe Anderson,0,0,9,1,6.6,390,132,0,0,2.0,9.8,2019-11-30T15:00:00Z,70,0,0,0,0,14,0,235718,1,0,4.0,3,-13603,591,14194,67,False,0,Chelsea,West Ham,MID,0,2019-20
Fernandinho,0,0,13,0,2.8,221,136,2,0,2.4,11.6,2019-11-30T12:30:00Z,90,0,0,0,0,14,0,48043,2,2,10.0,1,518,1769,1251,52,False,1,Newcastle,Man City,MID,0,2019-20
Fikayo Tomori,0,0,9,0,1.2,529,132,1,0,3.7,18.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,639533,1,0,17.0,2,51412,65897,14485,49,True,0,West Ham,Chelsea,DEF,0,2019-20
Florian Lejeune,0,0,0,0,0.0,257,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,305,2,2,0.0,0,7,25,18,44,True,0,Man City,Newcastle,DEF,0,2019-20
Florin Andone,0,0,0,0,0.0,46,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,30320,1,2,0.0,0,-649,21,670,48,False,0,Liverpool,Brighton,FWD,0,2019-20
Kiko Femenía,0,0,16,0,5.3,357,138,1,0,2.5,19.2,2019-11-30T17:30:00Z,81,0,0,0,0,14,0,22459,1,2,0.0,2,-450,476,926,42,False,0,Southampton,Watford,DEF,0,2019-20
Fraser Forster,0,0,0,0,0.0,317,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,26333,1,2,0.0,0,-512,22,534,43,True,0,Watford,Southampton,GK,0,2019-20
Frederick Woodman,0,0,0,0,0.0,264,136,0,0,0.0,0.0,2019-11-30T12:30:00Z,0,0,0,0,0,14,0,61794,2,2,0.0,0,-160,782,942,40,True,0,Man City,Newcastle,GK,0,2019-20
Fred,0,0,10,0,39.9,244,135,2,0,8.0,18.6,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,11452,2,2,21.0,1,-225,502,727,53,True,1,Aston Villa,Man Utd,MID,0,2019-20
Frédéric Guilbert,0,0,17,0,14.5,458,135,2,0,3.8,23.2,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,65202,2,2,0.0,0,7769,11657,3888,44,False,1,Man Utd,Aston Villa,DEF,0,2019-20
Gabriel Jesus,0,0,1,0,12.6,211,136,1,0,12.2,9.2,2019-11-30T12:30:00Z,83,0,0,0,0,14,0,209419,2,2,100.0,2,95637,100816,5179,95,False,0,Newcastle,Man City,FWD,0,2019-20
Gabriel Martinelli,0,0,3,0,0.1,504,137,0,0,0.0,0.2,2019-12-01T14:00:00Z,1,0,0,0,0,14,0,110491,2,2,0.0,1,3160,8147,4987,45,False,0,Norwich,Arsenal,FWD,0,2019-20
Gary Cahill,0,0,0,0,0.0,503,131,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,125933,2,0,0.0,0,4027,8071,4044,45,False,0,Burnley,Crystal Palace,DEF,0,2019-20
Gavin Kilkenny,0,0,0,0,0.0,565,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,0,2,3,0.0,0,0,0,0,45,False,0,Spurs,Bournemouth,MID,0,2019-20
Gaëtan Bong,0,0,0,0,0.0,41,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,8102,1,2,0.0,0,-127,53,180,43,False,0,Liverpool,Brighton,DEF,0,2019-20
Georges-Kévin Nkoudou,0,0,0,0,0.0,527,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,867,2,3,0.0,0,-8,6,14,50,True,0,Bournemouth,Spurs,MID,0,2019-20
George Baldock,1,0,15,0,20.0,294,140,1,0,4.4,24.4,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,213041,1,1,0.0,4,49291,58321,9030,46,False,1,Wolves,Sheffield Utd,DEF,0,2019-20
Georginio Wijnaldum,0,0,13,0,13.3,199,134,1,0,3.7,17.8,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,200947,1,2,6.0,2,-533,12341,12874,54,True,0,Brighton,Liverpool,MID,0,2019-20
Gerard Deulofeu,0,0,3,1,2.8,363,138,0,0,0.7,0.0,2019-11-30T17:30:00Z,66,0,0,0,0,14,0,210142,1,2,4.0,2,-2086,24138,26224,61,False,0,Southampton,Watford,FWD,0,2019-20
Giovani Lo Celso,0,0,2,0,0.1,523,139,1,0,0.3,3.0,2019-11-30T15:00:00Z,2,0,0,0,0,14,0,17487,2,3,0.0,1,-1349,231,1580,73,True,0,Bournemouth,Spurs,MID,0,2019-20
Glenn Murray,0,0,0,0,0.0,44,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,59658,1,2,0.0,0,-1218,599,1817,55,False,0,Liverpool,Brighton,FWD,0,2019-20
Grady Diangana,0,0,0,0,0.0,398,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,5069,1,0,0.0,0,-102,109,211,44,False,0,Chelsea,West Ham,MID,0,2019-20
Granit Xhaka,0,0,16,0,4.3,18,137,2,0,2.3,19.0,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,47286,2,2,0.0,2,-1575,274,1849,52,False,0,Norwich,Arsenal,MID,0,2019-20
Grant Hanley,0,0,0,0,0.0,277,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,162927,2,2,0.0,0,-8537,238,8775,40,True,0,Arsenal,Norwich,DEF,0,2019-20
Gylfi Sigurdsson,0,0,8,0,16.6,151,133,2,0,4.7,12.8,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,211755,1,2,18.0,1,-12129,607,12736,74,False,1,Leicester,Everton,MID,0,2019-20
Hamza Choudhury,0,0,0,0,0.0,180,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,51872,1,2,0.0,0,-3423,507,3930,44,True,0,Everton,Leicester,MID,0,2019-20
Harry Kane,0,0,6,0,24.8,338,139,2,0,8.5,10.6,2019-11-30T15:00:00Z,90,0,0,0,0,14,0,1365784,2,3,50.0,2,236898,256815,19917,109,True,0,Bournemouth,Spurs,FWD,0,2019-20
Harry Lewis,0,0,0,0,0.0,548,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,6714,1,2,0.0,0,449,684,235,40,True,0,Watford,Southampton,GK,0,2019-20
Harry Maguire,0,0,8,0,13.3,160,135,2,0,3.1,15.2,2019-12-01T16:30:00Z,90,0,0,0,0,14,0,838509,2,2,2.0,0,-24786,5645,30431,53,True,1,Aston Villa,Man Utd,DEF,0,2019-20
Harry Wilson,0,1,38,0,0.6,505,139,1,2,12.5,66.2,2019-11-30T15:00:00Z,27,0,0,0,0,14,0,204969,2,3,58.0,12,-20998,6464,27462,60,False,0,Spurs,Bournemouth,MID,0,2019-20
Harry Winks,0,0,3,0,0.1,347,139,1,0,0.0,0.0,2019-11-30T15:00:00Z,1,0,0,0,0,14,0,22790,2,3,0.0,1,1079,1853,774,53,True,0,Bournemouth,Spurs,MID,0,2019-20
Harvey Barnes,0,0,9,0,5.4,172,133,1,0,1.9,5.8,2019-12-01T16:30:00Z,81,0,0,0,0,14,0,90942,1,2,8.0,2,-5901,6832,12733,59,True,0,Everton,Leicester,MID,0,2019-20
Harvey Elliott,0,0,0,0,0.0,550,134,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,423,1,2,0.0,0,-25,30,55,45,True,0,Brighton,Liverpool,MID,0,2019-20
Henrikh Mkhitaryan,0,0,0,0,0.0,16,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,58531,2,2,0.0,0,-373,20,393,68,False,0,Norwich,Arsenal,MID,0,2019-20
Henri Lansbury,0,0,1,0,0.0,35,135,0,0,0.1,0.0,2019-12-01T16:30:00Z,9,0,0,0,0,14,0,40044,2,2,1.0,1,-1261,425,1686,44,False,0,Man Utd,Aston Villa,MID,0,2019-20
Son Heung-Min,2,2,47,0,51.2,342,139,1,0,12.6,48.0,2019-11-30T15:00:00Z,87,0,0,0,0,14,0,970090,2,3,27.0,10,333835,344633,10798,97,True,0,Bournemouth,Spurs,MID,0,2019-20
Heurelho da Silva Gomes,0,0,0,0,0.0,513,138,0,0,0.0,0.0,2019-11-30T17:30:00Z,0,0,0,0,0,14,0,14298,1,2,0.0,0,-163,74,237,44,False,0,Southampton,Watford,GK,0,2019-20
Hugo Lloris,0,0,0,0,0.0,340,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,0,0,0,0,14,0,268316,2,3,0.0,0,-7296,91,7387,53,True,0,Bournemouth,Spurs,GK,0,2019-20
Héctor Bellerín,0,0,0,0,0.0,2,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,26481,2,2,0.0,0,-3361,886,4247,54,False,0,Norwich,Arsenal,DEF,0,2019-20
Hélder Costa,0,0,0,0,0.0,418,140,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,0,0,0,0,14,0,1190,1,1,0.0,0,-13,11,24,49,True,0,Sheffield Utd,Wolves,MID,0,2019-20
Ibrahim Amadou,0,0,18,0,16.0,507,137,2,0,4.7,22.8,2019-12-01T14:00:00Z,90,0,0,0,0,14,0,7721,2,2,8.0,2,-140,198,338,45,True,0,Arsenal,Norwich,MID,0,2019-20
Idrissa Gueye,0,0,0,0,0.0,156,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,0,0,0,0,14,0,1306,1,2,0.0,0,-3,11,14,50,False,0,Leicester,Everton,MID,0,2019-20
Ilkay Gündogan,0,0,12,0,26.3,222,136,2,0,4.4,9.6,2019-11-30T12:30:00Z,90,0,0,0,0,14,0,109458,2,2,8.0,1,-5586,2986,8572,52,False,1,Newcastle,Man City,MID,0,2019-20
