name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,79641,3,2,0.0,0,-2418,1905,4323,44,True,0,Newcastle,West Ham,FWD,Xande Silva
Alexandre Lacazette,1,0,18,0,36.9,12,101,0,0,9.0,26.4,2019-11-02T15:00:00Z,59,0,0,0,0,11,0,118088,1,1,27.0,4,9648,12962,3314,93,True,0,Wolves,Arsenal,FWD,Lacazette
Alexis Sánchez,0,0,0,0,0.0,240,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,29796,0,1,0.0,0,-314,37,351,68,False,0,Bournemouth,Man Utd,MID,Sánchez
Alex Iwobi,0,0,8,0,13.8,17,106,1,0,2.9,13.6,2019-11-03T16:30:00Z,90,0,0,0,0,11,0,97548,1,1,2.0,2,-6625,2638,9263,58,True,0,Spurs,Everton,MID,Iwobi
Alex McCarthy,0,0,12,0,0.0,318,107,2,0,1.8,18.4,2019-11-02T15:00:00Z,90,0,0,0,0,11,2,27463,1,2,0.0,1,-642,188,830,43,False,0,Man City,Southampton,GK,McCarthy
Alex Oxlade-Chamberlain,0,0,2,0,14.9,193,102,0,0,9.3,6.0,2019-11-02T15:00:00Z,25,0,0,0,0,11,0,29527,2,1,72.0,1,2354,5259,2905,62,False,0,Aston Villa,Liverpool,MID,Chamberlain
Alfie Whiteman,0,0,0,0,0.0,543,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,0,0,0,0,11,0,23624,1,1,0.0,0,1387,2307,920,40,False,0,Everton,Spurs,GK,Whiteman
Alireza Jahanbakhsh,0,0,0,0,0.0,50,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,4433,0,2,0.0,0,-61,50,111,58,True,0,Norwich,Brighton,MID,Jahanbakhsh
Alisson Ramses Becker,0,0,10,0,0.0,189,102,1,0,1.3,12.8,2019-11-02T15:00:00Z,90,0,0,0,0,11,1,508599,2,1,0.0,2,37768,45852,8084,59,False,0,Aston Villa,Liverpool,GK,Alisson
Allan Saint-Maximin,0,0,7,0,15.2,500,110,1,0,8.2,17.4,2019-11-02T15:00:00Z,76,0,0,0,0,11,0,21636,3,2,49.0,2,1331,2876,1545,54,False,0,West Ham,Newcastle,MID,Saint-Maximin
Andreas Christensen,0,0,0,0,0.0,108,109,0,0,0.0,0.0,2019-11-02T17:30:00Z,0,0,0,0,0,11,0,45760,2,1,0.0,0,-4817,59,4876,49,False,0,Watford,Chelsea,DEF,Christensen
Andreas Pereira,0,0,5,0,11.7,246,103,1,0,3.7,4.0,2019-11-02T12:30:00Z,67,0,0,0,0,11,0,32903,0,1,21.0,2,870,3309,2439,50,False,0,Bournemouth,Man Utd,MID,Pereira
Andrew Robertson,0,1,25,0,24.1,181,102,1,1,11.4,54.6,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,1433018,2,1,35.0,9,56073,87824,31751,69,False,0,Aston Villa,Liverpool,DEF,Robertson
Andrew Surman,0,0,0,0,0.0,80,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,2928,0,1,0.0,0,-125,41,166,47,True,0,Man Utd,Bournemouth,MID,Surman
Andre Gray,0,0,6,0,1.1,364,109,2,0,2.2,1.2,2019-11-02T17:30:00Z,90,0,0,0,0,11,0,30165,2,1,20.0,2,-1526,596,2122,57,True,0,Chelsea,Watford,FWD,Gray
Andre Green,0,0,0,0,0.0,32,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,792,2,1,0.0,0,-5,14,19,49,True,0,Liverpool,Aston Villa,MID,Green
Andriy Yarmolenko,0,0,2,0,0.6,392,110,2,0,0.0,0.0,2019-11-02T15:00:00Z,45,0,0,0,0,11,0,435679,3,2,0.0,1,22723,57710,34987,60,True,0,Newcastle,West Ham,MID,Yarmolenko
Andros Townsend,0,0,0,0,0.0,135,105,0,0,0.0,0.0,2019-11-03T14:00:00Z,0,0,0,0,0,11,0,98427,2,0,0.0,0,-6733,892,7625,56,True,0,Leicester,Crystal Palace,MID,Townsend
André Filipe Tavares Gomes,0,0,8,0,11.5,422,106,1,0,2.3,5.8,2019-11-03T16:30:00Z,83,0,0,0,0,11,0,28703,1,1,6.0,2,-441,553,994,53,True,0,Spurs,Everton,MID,André Gomes
Andy Carroll,0,0,3,0,0.3,520,110,1,0,0.3,0.2,2019-11-02T15:00:00Z,1,0,0,0,0,11,0,6800,3,2,2.0,1,-642,240,882,54,False,0,West Ham,Newcastle,FWD,Carroll
Andy King,0,0,0,0,0.0,480,105,0,0,0.0,0.0,2019-11-03T14:00:00Z,0,0,0,0,0,11,0,30176,2,0,0.0,0,6051,9435,3384,43,False,0,Crystal Palace,Leicester,MID,King
Andy Lonergan,0,0,0,0,0.0,530,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,1681,2,1,0.0,0,-37,20,57,44,False,0,Aston Villa,Liverpool,GK,Lonergan
Angelo Ogbonna,0,0,0,0,0.0,377,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,32598,3,2,0.0,0,-1918,613,2531,45,True,0,Newcastle,West Ham,DEF,Ogbonna
Angel Gomes,0,0,0,0,0.0,245,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,6789,0,1,0.0,0,-79,254,333,48,False,0,Bournemouth,Man Utd,MID,Gomes
Angus Gunn,0,0,0,0,0.0,319,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,206201,1,2,0.0,0,-21793,580,22373,45,False,0,Man City,Southampton,GK,Gunn
Anthony Knockaert,0,0,0,0,0.0,52,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,661,0,2,0.0,0,-9,7,16,54,True,0,Norwich,Brighton,MID,Knockaert
Anthony Martial,0,0,2,0,3.9,239,103,1,0,2.0,4.8,2019-11-02T12:30:00Z,90,0,0,0,0,11,0,414585,0,1,11.0,2,146625,153648,7023,76,False,0,Bournemouth,Man Utd,MID,Martial
Antonio Rüdiger,0,0,0,0,0.0,104,109,0,0,0.0,0.0,2019-11-02T17:30:00Z,0,0,0,0,0,11,0,6721,2,1,0.0,0,-197,66,263,60,False,0,Watford,Chelsea,DEF,Rüdiger
Anwar El Ghazi,0,0,15,0,26.2,30,102,2,0,6.6,23.0,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,108827,2,1,17.0,1,-15358,9683,25041,55,True,1,Liverpool,Aston Villa,MID,El Ghazi
Archie Mair,0,0,0,0,0.0,551,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,1740,0,2,0.0,0,384,502,118,40,False,0,Brighton,Norwich,GK,Mair
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,1998,0,1,0.0,0,22,90,68,58,True,0,Man Utd,Bournemouth,MID,Danjuma
Arthur Masuaku,0,0,0,0,0.0,378,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,51985,3,2,0.0,0,-4785,488,5273,45,True,0,Newcastle,West Ham,DEF,Masuaku
Artur Boruc,0,0,0,0,0.0,73,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,20475,0,1,0.0,0,-385,225,610,44,True,0,Man Utd,Bournemouth,GK,Boruc
Ashley Barnes,0,0,-7,0,1.2,90,108,3,0,0.9,0.0,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,281377,0,3,18.0,1,-12277,17224,29501,63,False,1,Sheffield Utd,Burnley,FWD,Barnes
Ashley Westwood,0,0,15,0,18.8,101,108,3,0,2.9,9.8,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,33172,0,3,0.0,2,-1288,1428,2716,54,False,0,Sheffield Utd,Burnley,MID,Westwood
Ashley Young,0,0,11,0,17.2,224,103,1,0,2.8,8.6,2019-11-02T12:30:00Z,90,0,0,0,0,11,0,28785,0,1,2.0,1,518,1986,1468,54,False,1,Bournemouth,Man Utd,DEF,Young
Asmir Begovic,0,0,0,0,0.0,72,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,73219,0,1,0.0,0,-3211,70,3281,43,True,0,Man Utd,Bournemouth,GK,Begovic
Axel Tuanzebe,0,0,0,0,0.0,481,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,10111,0,1,0.0,0,-1001,170,1171,44,False,0,Bournemouth,Man Utd,DEF,Tuanzebe
Aymeric Laporte,0,0,0,0,0.0,202,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,153310,1,2,0.0,0,-3902,566,4468,63,True,0,Southampton,Man City,DEF,Laporte
Ayoze Pérez,0,0,6,1,5.8,265,105,0,0,3.3,15.0,2019-11-03T14:00:00Z,73,0,0,0,0,11,0,401069,2,0,12.0,3,172801,181808,9007,61,False,0,Crystal Palace,Leicester,MID,Pérez
Bailey Peacock-Farrell,0,0,0,0,0.0,495,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,5540,0,3,0.0,0,-87,34,121,44,False,0,Sheffield Utd,Burnley,GK,Peacock-Farrell
Bamidele Alli,0,2,29,0,17.4,344,106,1,1,7.6,41.2,2019-11-03T16:30:00Z,90,0,0,0,0,11,0,35270,1,1,17.0,9,123,2098,1975,84,False,0,Everton,Spurs,MID,Alli
Beni Baningime,0,0,0,0,0.0,557,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,0,0,0,0,11,0,225,1,1,0.0,0,76,103,27,45,True,0,Spurs,Everton,MID,Baningime
Benjamin Chilwell,0,0,19,1,13.0,161,105,0,0,3.2,9.8,2019-11-03T14:00:00Z,90,0,0,0,0,11,0,708784,2,0,9.0,6,368034,377851,9817,56,False,0,Crystal Palace,Leicester,DEF,Chilwell
Benjamin Mendy,0,0,0,0,0.0,204,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,148108,1,2,0.0,0,78974,82833,3859,60,True,0,Southampton,Man City,DEF,Mendy
Ben Davies,0,0,5,0,15.6,329,106,1,0,3.2,14.2,2019-11-03T16:30:00Z,90,0,0,0,0,11,0,10927,1,1,2.0,2,43,536,493,54,False,0,Everton,Spurs,DEF,Davies
Ben Foster,0,0,23,0,0.0,366,109,2,0,7.8,60.8,2019-11-02T17:30:00Z,90,0,0,0,0,11,8,116794,2,1,17.0,3,4057,7714,3657,48,True,0,Chelsea,Watford,GK,Foster
Ben Gibson,0,0,0,0,0.0,89,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,185715,0,3,0.0,0,-2981,2367,5348,40,False,0,Sheffield Utd,Burnley,DEF,Gibson
Ben Godfrey,0,0,23,0,0.9,273,104,2,0,3.2,31.4,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,15349,0,2,0.0,1,-271,452,723,45,False,0,Brighton,Norwich,DEF,Godfrey
Ben Johnson,0,0,0,0,0.0,384,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,104052,3,2,0.0,0,-1154,2367,3521,40,True,0,Newcastle,West Ham,DEF,Johnson
Ben Mee,0,0,13,0,1.1,83,108,3,0,1.5,12.0,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,64712,0,3,2.0,1,-1588,2068,3656,50,False,0,Sheffield Utd,Burnley,DEF,Mee
Ben Osborn,0,0,0,0,0.0,472,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,2263,0,3,0.0,0,-57,26,83,48,True,0,Burnley,Sheffield Utd,MID,Osborn
Beram Kayal,0,0,0,0,0.0,56,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,3443,0,2,0.0,0,-164,37,201,44,True,0,Norwich,Brighton,MID,Kayal
Bernardo Mota Veiga de Carvalho e Silva,0,0,22,0,25.1,218,107,1,0,7.7,16.8,2019-11-02T15:00:00Z,83,0,0,0,0,11,0,952052,1,2,35.0,2,-67300,24193,91493,79,True,0,Southampton,Man City,MID,Bernardo Silva
Bernardo Fernandes da Silva Junior,0,0,0,0,0.0,39,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,6714,0,2,0.0,0,-296,16,312,43,True,0,Norwich,Brighton,DEF,Bernardo
Bernard Anício Caldeira Duarte,0,0,0,0,0.0,152,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,0,0,0,0,11,0,57271,1,1,0.0,0,-11613,488,12101,65,True,0,Spurs,Everton,MID,Bernard
Bernard Ashley-Seal,0,0,0,0,0.0,559,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,954,1,1,0.0,0,632,789,157,45,False,0,Arsenal,Wolves,FWD,Ashley-Seal
Bernd Leno,0,0,23,0,0.0,14,101,1,0,5.1,51.2,2019-11-02T15:00:00Z,90,0,0,0,0,11,7,433193,1,1,0.0,4,-18954,6033,24987,50,True,0,Wolves,Arsenal,GK,Leno
Billy Gilmour,0,0,0,0,0.0,533,109,0,0,0.0,0.0,2019-11-02T17:30:00Z,0,0,0,0,0,11,0,1619,2,1,0.0,0,-31,112,143,45,False,0,Watford,Chelsea,MID,Gilmour
Billy Sharp,0,0,2,0,10.8,298,108,0,0,3.4,6.2,2019-11-02T15:00:00Z,25,0,0,0,0,11,0,24324,0,3,17.0,1,-567,358,925,57,True,0,Burnley,Sheffield Utd,FWD,Sharp
Birkir Bjarnason,0,0,0,0,0.0,33,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,3001,2,1,0.0,0,-108,23,131,45,True,0,Liverpool,Aston Villa,MID,Bjarnason
Bjorn Engels,0,0,10,0,0.1,455,102,2,0,2.8,28.2,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,65323,2,1,0.0,1,-2137,1994,4131,45,True,0,Liverpool,Aston Villa,DEF,Engels
Brandon Austin,0,0,0,0,0.0,558,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,0,0,0,0,11,0,2883,1,1,0.0,0,1166,1378,212,40,False,0,Everton,Spurs,GK,Austin
Brandon Williams,0,0,3,0,11.5,549,103,0,0,1.4,2.2,2019-11-02T12:30:00Z,9,0,0,0,0,11,0,30325,0,1,0.0,1,8791,11372,2581,40,False,0,Bournemouth,Man Utd,DEF,Williams
Bukayo Saka,0,0,0,0,1.4,541,101,1,0,0.7,4.0,2019-11-02T15:00:00Z,17,0,0,0,0,11,0,78828,1,1,2.0,1,-3493,9207,12700,45,True,0,Wolves,Arsenal,MID,Saka
Callum Hudson-Odoi,0,0,3,0,1.3,116,109,0,0,0.3,1.2,2019-11-02T17:30:00Z,7,0,0,0,0,11,0,204274,2,1,0.0,1,-36317,18227,54544,60,False,0,Watford,Chelsea,MID,Hudson-Odoi
Callum Robinson,0,0,0,0,0.0,453,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,32685,0,3,0.0,0,-3428,842,4270,53,True,0,Burnley,Sheffield Utd,MID,Callum Robinson
Callum Slattery,0,0,0,0,0.0,327,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,27405,1,2,0.0,0,-356,1546,1902,44,False,0,Man City,Southampton,MID,Slattery
Callum Wilson,0,0,-1,1,22.3,67,103,0,0,4.4,9.2,2019-11-02T12:30:00Z,90,0,0,0,0,11,0,804233,0,1,12.0,1,-183486,18143,201629,79,True,1,Man Utd,Bournemouth,FWD,Callum Wilson
Calum Chambers,0,0,11,0,11.8,467,101,1,0,3.8,20.6,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,115000,1,1,6.0,2,94,8370,8276,44,True,0,Wolves,Arsenal,DEF,Chambers
Caoimhin Kelleher,0,0,0,0,0.0,531,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,1868,2,1,0.0,0,-12,51,63,45,False,0,Aston Villa,Liverpool,GK,Kelleher
Carlos Sánchez,0,0,0,0,0.0,397,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,24434,3,2,0.0,0,-331,960,1291,44,True,0,Newcastle,West Ham,MID,Carlos Sánchez
Carl Jenkinson,0,0,0,0,0.0,9,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,1656,1,1,0.0,0,-25,14,39,45,True,0,Wolves,Arsenal,DEF,Jenkinson
Cenk Tosun,0,0,27,0,0.3,146,106,0,1,5.4,33.0,2019-11-03T16:30:00Z,22,0,0,0,0,11,0,7212,1,1,21.0,5,-178,93,271,57,True,0,Spurs,Everton,FWD,Tosun
Charlie Austin,0,0,0,0,0.0,312,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,3609,1,2,0.0,0,-69,23,92,60,False,0,Man City,Southampton,FWD,Austin
Charlie Daniels,0,0,0,0,0.0,60,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,7009,0,1,0.0,0,-288,39,327,43,True,0,Man Utd,Bournemouth,DEF,Daniels
Charlie Taylor,0,0,7,0,18.9,87,108,0,0,2.7,7.6,2019-11-02T15:00:00Z,45,0,0,0,0,11,0,39857,0,3,0.0,1,-1262,875,2137,42,False,0,Sheffield Utd,Burnley,DEF,Taylor
Cheikhou Kouyaté,0,0,5,0,2.2,139,105,1,0,0.7,2.4,2019-11-03T14:00:00Z,73,0,0,0,0,11,0,12242,2,0,2.0,2,694,1504,810,49,True,0,Leicester,Crystal Palace,MID,Kouyaté
Che Adams,0,0,3,0,1.1,437,107,0,0,0.1,0.0,2019-11-02T15:00:00Z,2,0,0,0,0,11,0,28837,1,2,0.0,1,-2386,510,2896,55,False,0,Man City,Southampton,FWD,Adams
Christian Atsu,0,0,7,0,1.6,267,110,1,0,0.5,3.6,2019-11-02T15:00:00Z,13,0,0,0,0,11,0,11684,3,2,0.0,1,-1285,331,1616,54,False,0,West Ham,Newcastle,MID,Atsu
Christian Benteke,0,0,3,0,0.2,129,105,1,0,2.4,5.2,2019-11-03T14:00:00Z,12,0,0,0,0,11,0,42338,2,0,19.0,1,-773,784,1557,57,True,0,Leicester,Crystal Palace,FWD,Benteke
Christian Eriksen,0,0,3,0,9.1,343,106,1,0,1.2,0.0,2019-11-03T16:30:00Z,90,0,0,0,0,11,0,221548,1,1,4.0,1,-8039,2582,10621,87,False,1,Everton,Spurs,MID,Eriksen
Christian Fuchs,0,0,0,0,0.0,163,105,0,0,0.0,0.0,2019-11-03T14:00:00Z,0,0,0,0,0,11,0,26639,2,0,0.0,0,-1291,379,1670,44,False,0,Crystal Palace,Leicester,DEF,Fuchs
Christian Kabasele,0,0,10,0,0.8,354,109,2,0,1.5,14.0,2019-11-02T17:30:00Z,90,0,0,0,0,11,0,14119,2,1,0.0,0,919,1549,630,43,True,1,Chelsea,Watford,DEF,Kabasele
Christian Pulisic,0,2,36,0,10.3,431,109,1,1,12.7,45.6,2019-11-02T17:30:00Z,82,0,0,0,0,11,0,346604,2,1,71.0,9,126336,134079,7743,72,False,0,Watford,Chelsea,MID,Pulisic
Christoph Zimmermann,0,0,0,0,0.0,275,104,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,952,0,2,0.0,0,-18,7,25,44,False,0,Brighton,Norwich,DEF,Zimmermann
Chris Basham,0,0,17,1,1.3,423,108,0,0,0.7,3.4,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,18287,0,3,2.0,5,1927,2530,603,45,True,1,Burnley,Sheffield Utd,DEF,Basham
Chris Mepham,0,0,0,0,0.0,61,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,65233,0,1,0.0,0,-2435,99,2534,44,True,0,Man Utd,Bournemouth,DEF,Mepham
Chris Smalling,0,0,0,0,0.0,223,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,0,0,0,0,11,0,9466,0,1,0.0,0,-138,34,172,53,False,0,Bournemouth,Man Utd,DEF,Smalling
Chris Wood,0,0,0,0,0.0,91,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,72869,0,3,0.0,0,-19733,2272,22005,62,False,0,Sheffield Utd,Burnley,FWD,Wood
Ciaran Clark,0,0,25,0,10.7,259,110,2,1,9.9,55.4,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,11352,3,2,33.0,7,350,828,478,43,False,0,West Ham,Newcastle,DEF,Clark
Claudio Bravo,0,0,0,0,0.0,213,107,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,0,0,0,0,11,0,18696,1,2,0.0,0,-298,137,435,48,True,0,Southampton,Man City,GK,Bravo
Connor Wickham,0,0,0,0,0.0,130,105,0,0,0.0,0.0,2019-11-03T14:00:00Z,0,0,0,0,0,11,0,204094,2,0,0.0,0,-12320,149,12469,45,True,0,Leicester,Crystal Palace,FWD,Wickham
Conor Coady,0,0,15,0,0.0,403,101,1,0,1.6,16.2,2019-11-02T15:00:00Z,90,0,0,0,0,11,0,102130,1,1,0.0,2,1049,5324,4275,50,False,0,Arsenal,Wolves,DEF,Coady
Conor Hourihane,0,0,2,0,0.6,28,102,2,0,1.3,0.6,2019-11-02T15:00:00Z,17,0,0,0,0,11,0,9134,2,1,12.0,1,-540,299,839,57,True,0,Liverpool,Aston Villa,MID,Hourihane
Craig Cathcart,0,0,3,0,0.1,358,109,1,0,0.0,0.0,2019-11-02T17:30:00Z,19,0,0,0,0,11,0,102194,2,1,0.0,1,-1034,1891,2925,44,True,0,Chelsea,Watford,DEF,Cathcart
Craig Dawson,0,0,11,0,0.1,439,109,2,0,2.2,19.4,2019-11-02T17:30:00Z,90,0,0,0,0,11,0,13324,2,1,2.0,0,-13,500,513,48,True,1,Chelsea,Watford,DEF,Dawson
