name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Connolly,0,0,1,0,0.3,534,43,1,0,2.2,1.0,2019-09-14T14:00:00Z,6,0,0,0,0,5,0,14029,1,1,21,1,10589,13500,2911,45,True,0,Burnley,Brighton,FWD,0
Aaron Cresswell,0,0,0,0,0.0,376,41,0,0,0.0,0.0,2019-09-16T19:00:00Z,0,0,0,0,0,5,0,22270,0,0,0,0,-1555,1033,2588,49,False,0,Aston Villa,West Ham,DEF,0
Aaron Lennon,0,0,-3,0,1.6,430,43,1,0,0.8,2.4,2019-09-14T14:00:00Z,58,0,0,0,0,5,0,8030,1,1,4,0,118,957,839,49,False,1,Brighton,Burnley,MID,0
Aaron Mooy,0,0,4,0,0.9,516,43,1,0,0.2,1.4,2019-09-14T14:00:00Z,10,0,0,0,0,5,0,12636,1,1,0,1,-1573,418,1991,49,True,0,Burnley,Brighton,MID,0
Aaron Ramsdale,0,0,19,0,0.0,494,42,1,0,3.4,33.6,2019-09-15T13:00:00Z,90,0,0,0,0,5,4,22068,1,3,0,3,1724,3887,2163,45,True,0,Everton,Bournemouth,GK,0
Aaron Wan-Bissaka,0,0,21,1,12.4,122,45,0,0,2.7,14.2,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,1719305,0,1,0,6,-500027,21884,521911,55,True,0,Leicester,Man Utd,DEF,0
Abdoulaye Doucouré,0,0,14,0,39.8,368,49,2,0,9.3,20.2,2019-09-15T15:30:00Z,90,0,0,0,0,5,0,88756,2,2,33,2,-17148,701,17849,58,True,0,Arsenal,Watford,MID,0
Adama Traoré,0,0,7,0,15.8,417,50,4,0,2.8,12.6,2019-09-14T14:00:00Z,55,0,0,0,0,5,0,23192,5,2,0,1,1265,3918,2653,50,True,0,Chelsea,Wolves,MID,0
Adam Idah,0,0,0,0,0.0,538,46,0,0,0.0,0.0,2019-09-14T16:30:00Z,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,45,True,0,Man City,Norwich,FWD,0
Adam Lallana,0,0,0,0,0.0,195,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,0,0,0,0,5,0,7464,1,3,0,0,-534,225,759,59,True,0,Newcastle,Liverpool,MID,0
Adam Masina,0,0,0,0,0.0,355,49,0,0,0.0,0.0,2019-09-15T15:30:00Z,0,0,0,0,0,5,0,4494,2,2,0,0,-223,78,301,44,True,0,Arsenal,Watford,DEF,0
Adam Smith,0,0,0,0,0.0,63,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,60263,1,3,0,0,-14701,542,15243,45,True,0,Everton,Bournemouth,DEF,0
Adam Webster,0,0,12,0,2.3,493,43,1,0,1.4,12.0,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,5887,1,1,0,2,-47,414,461,44,True,0,Burnley,Brighton,DEF,0
Ademola Lookman,0,0,0,0,0.0,155,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,493,1,3,0,0,-43,15,58,50,False,0,Bournemouth,Everton,MID,0
Adrian Mariappa,0,0,0,0,0.0,356,49,0,0,0.0,0.0,2019-09-15T15:30:00Z,0,0,0,0,0,5,0,11976,2,2,0,0,-930,181,1111,44,True,0,Arsenal,Watford,DEF,0
Adrián,0,0,7,0,0.0,526,44,1,0,0.5,4.6,2019-09-14T11:30:00Z,90,0,0,0,0,5,0,433745,1,3,0,2,86099,109913,23814,46,True,0,Newcastle,Liverpool,GK,0
Ahmed Elmohamady,0,0,3,0,1.8,22,41,0,0,1.0,7.8,2019-09-16T19:00:00Z,24,0,0,0,0,5,0,101305,0,0,0,1,-14701,2973,17674,45,True,0,West Ham,Aston Villa,DEF,0
Ainsley Maitland-Niles,1,0,23,0,12.2,4,49,2,0,4.6,29.8,2019-09-15T15:30:00Z,90,0,0,0,0,5,0,453771,2,2,4,4,53075,97122,44047,51,False,0,Watford,Arsenal,DEF,0
Albian Ajeti,0,0,0,0,0.0,514,41,0,0,0.0,0.0,2019-09-16T19:00:00Z,0,0,0,0,0,5,0,2698,0,0,0,0,-283,192,475,59,False,0,Aston Villa,West Ham,FWD,0
Alexander Tettey,0,0,10,0,0.0,289,46,2,0,1.6,15.6,2019-09-14T16:30:00Z,90,0,0,0,0,5,0,13432,2,3,0,2,-572,785,1357,45,True,0,Man City,Norwich,MID,0
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,41,0,0,0.0,0.0,2019-09-16T19:00:00Z,0,0,0,0,0,5,0,94703,0,0,0,0,-6679,7328,14007,44,False,0,Aston Villa,West Ham,FWD,0
Alexandre Lacazette,0,0,0,0,0.0,12,49,0,0,0.0,0.0,2019-09-15T15:30:00Z,0,0,0,0,0,5,0,153548,2,2,0,0,-50804,8549,59353,94,False,0,Watford,Arsenal,FWD,0
Alexis Sánchez,0,0,0,0,0.0,240,45,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,33474,0,1,0,0,-4383,92,4475,69,True,0,Leicester,Man Utd,MID,0
Alex Iwobi,0,0,8,0,14.3,17,42,3,0,8.4,11.2,2019-09-15T13:00:00Z,90,0,0,0,0,5,0,139348,1,3,58,2,34254,48941,14687,59,False,0,Bournemouth,Everton,MID,0
Alex McCarthy,0,0,0,0,0.0,318,47,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,33572,1,0,0,0,-2200,679,2879,44,False,0,Sheffield Utd,Southampton,GK,0
Alex Oxlade-Chamberlain,0,0,15,0,20.3,193,44,1,0,5.7,13.8,2019-09-14T11:30:00Z,74,0,0,0,0,5,0,24241,1,3,23,2,-2443,1276,3719,63,True,0,Newcastle,Liverpool,MID,0
Alireza Jahanbakhsh,0,0,0,0,0.0,50,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,4861,1,1,0,0,-331,73,404,58,True,0,Burnley,Brighton,MID,0
Alisson,0,0,0,0,0.0,189,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,0,0,0,0,5,0,430058,1,3,0,0,-57493,3503,60996,58,True,0,Newcastle,Liverpool,GK,0
Allan Saint-Maximin,0,0,0,0,0.0,500,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,0,0,0,0,5,0,14955,1,3,0,0,-4559,73,4632,54,False,0,Liverpool,Newcastle,MID,0
Andreas Christensen,0,0,15,0,0.3,108,50,2,0,2.3,22.6,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,77756,5,2,0,0,-12379,4412,16791,50,False,1,Wolves,Chelsea,DEF,0
Andreas Pereira,0,0,0,1,13.3,246,45,0,0,4.7,14.6,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,39490,0,1,19,3,-6677,2168,8845,50,True,0,Leicester,Man Utd,MID,0
Andrew Robertson,1,0,26,0,33.7,181,44,1,0,11.2,40.8,2019-09-14T11:30:00Z,90,0,0,0,0,5,0,1382365,1,3,37,5,-119376,34980,154356,69,True,0,Newcastle,Liverpool,DEF,0
Andrew Surman,0,0,0,0,0.0,80,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,3249,1,3,0,0,-216,87,303,49,True,0,Everton,Bournemouth,MID,0
Andre Gray,0,0,0,0,0.8,364,49,2,0,0.3,0.0,2019-09-15T15:30:00Z,53,0,0,0,0,5,0,46592,2,2,6,1,-3617,5453,9070,59,True,0,Arsenal,Watford,FWD,0
Andre Green,0,0,0,0,0.0,32,41,0,0,0.0,0.0,2019-09-16T19:00:00Z,0,0,0,0,0,5,0,889,0,0,0,0,-105,16,121,49,True,0,West Ham,Aston Villa,MID,0
Andriy Yarmolenko,0,0,6,1,12.8,392,41,0,0,3.6,2.0,2019-09-16T19:00:00Z,61,0,0,0,0,5,0,19489,0,0,21,3,8215,10828,2613,59,False,0,Aston Villa,West Ham,MID,0
Andros Townsend,0,0,15,0,1.3,135,48,4,0,1.5,10.0,2019-09-14T14:00:00Z,84,0,0,0,0,5,0,135857,0,4,4,2,-24492,1616,26108,58,False,0,Spurs,Crystal Palace,MID,0
André Gomes,0,0,0,0,0.0,422,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,46433,1,3,0,0,-2729,2570,5299,54,False,0,Bournemouth,Everton,MID,0
Andy Carroll,0,0,0,0,0.0,520,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,0,0,0,0,5,0,5512,1,3,0,0,-742,213,955,54,False,0,Liverpool,Newcastle,FWD,0
Andy King,0,0,0,0,0.0,480,45,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,24785,0,1,0,0,-2676,1733,4409,44,False,0,Man Utd,Leicester,MID,0
Andy Lonergan,0,0,0,0,0.0,530,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,0,0,0,0,5,0,1500,1,3,0,0,-129,99,228,45,True,0,Newcastle,Liverpool,GK,0
Angelo Ogbonna,0,0,21,1,0.6,377,41,0,0,1.2,11.8,2019-09-16T19:00:00Z,90,0,0,0,0,5,0,22789,0,0,0,6,1059,2132,1073,45,False,0,Aston Villa,West Ham,DEF,0
Angel Gomes,0,0,0,0,0.0,245,45,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,7559,0,1,0,0,-236,900,1136,49,True,0,Leicester,Man Utd,MID,0
Angus Gunn,0,2,28,1,0.0,319,47,0,0,2.7,27.0,2019-09-14T14:00:00Z,90,0,0,0,0,5,4,107820,1,0,0,9,34082,44290,10208,45,False,0,Sheffield Utd,Southampton,GK,0
Anthony Knockaert,0,0,0,0,0.0,52,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,721,1,1,0,0,-55,21,76,54,True,0,Burnley,Brighton,MID,0
Anthony Martial,0,0,0,0,0.0,239,45,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,402017,0,1,0,0,-292909,11886,304795,77,True,0,Leicester,Man Utd,MID,0
Antonio Rüdiger,0,0,9,0,0.9,104,50,0,0,5.7,6.6,2019-09-14T14:00:00Z,45,0,0,0,0,5,0,7775,5,2,49,1,238,919,681,60,False,0,Wolves,Chelsea,DEF,0
Anwar El Ghazi,0,0,10,1,37.2,30,41,0,0,6.5,16.6,2019-09-16T19:00:00Z,90,0,0,0,0,5,0,28322,0,0,11,3,-3493,2874,6367,55,True,0,West Ham,Aston Villa,MID,0
Arnaut Danjuma,0,0,0,0,0.0,492,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,1667,1,3,0,0,-268,14,282,58,True,0,Everton,Bournemouth,MID,0
Arthur Masuaku,0,0,16,1,17.5,378,41,0,0,3.4,7.6,2019-09-16T19:00:00Z,66,0,0,0,1,5,0,87409,0,0,9,3,53996,65621,11625,45,False,0,Aston Villa,West Ham,DEF,0
Artur Boruc,0,0,0,0,0.0,73,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,22299,1,3,0,0,-408,1280,1688,44,True,0,Everton,Bournemouth,GK,0
Ashley Barnes,0,0,-2,0,1.3,90,43,1,0,0.2,0.0,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,760072,1,1,1,2,89304,232601,143297,67,False,0,Brighton,Burnley,FWD,0
Ashley Westwood,0,0,9,0,32.4,101,43,1,0,4.7,11.0,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,35843,1,1,4,1,-2280,2312,4592,54,False,1,Brighton,Burnley,MID,0
Ashley Young,0,0,25,1,29.7,224,45,0,0,5.2,22.0,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,25323,0,1,0,6,-222,2348,2570,54,True,0,Leicester,Man Utd,DEF,0
Asmir Begovic,0,0,0,0,0.0,72,42,0,0,0.0,0.0,2019-09-15T13:00:00Z,0,0,0,0,0,5,0,113474,1,3,0,0,-23677,968,24645,44,True,0,Everton,Bournemouth,GK,0
Axel Tuanzebe,0,0,3,0,0.0,481,45,0,0,0.0,0.0,2019-09-14T14:00:00Z,1,0,0,0,0,5,0,8449,0,1,0,1,-133,669,802,44,True,0,Leicester,Man Utd,DEF,0
Aymeric Laporte,0,0,0,0,0.0,202,46,0,0,0.0,0.0,2019-09-14T16:30:00Z,0,0,0,0,0,5,0,253882,2,3,0,0,-287375,1917,289292,64,False,0,Norwich,Man City,DEF,0
Ayoze Pérez,0,0,4,0,2.8,265,45,0,0,2.1,10.6,2019-09-14T14:00:00Z,33,0,0,0,0,5,0,337050,0,1,8,1,-183460,1919,185379,62,False,0,Man Utd,Leicester,MID,0
Bailey Peacock-Farrell,0,0,0,0,0.0,495,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,5330,1,1,0,0,-100,172,272,45,False,0,Brighton,Burnley,GK,0
Dele Alli,0,0,0,0,0.0,344,48,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,0,0,0,0,5,0,26689,0,4,0,0,2663,4319,1656,84,True,0,Crystal Palace,Spurs,MID,0
Ben Chilwell,0,0,6,0,4.5,161,45,1,0,2.6,12.8,2019-09-14T14:00:00Z,90,0,0,0,0,5,0,251028,0,1,9,1,11774,24559,12785,54,False,1,Man Utd,Leicester,DEF,0
Benjamin Mendy,0,0,0,0,0.0,204,46,0,0,0.0,0.0,2019-09-14T16:30:00Z,0,0,0,0,0,5,0,13316,2,3,0,0,-1018,529,1547,59,False,0,Norwich,Man City,DEF,0
