name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Ainsley Maitland-Niles,0,0,19,0,41.7,4,31,2,0,8.3,29.4,2019-09-01T15:30:00Z,90,0,0,0,0,4,0,389576,2,2,12,1,31961,81984,50023,51,True,0,Spurs,Arsenal,DEF,0
Albian Ajeti,0,0,0,0,0.0,514,40,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,2855,0,2,0,0,-522,159,681,59,True,0,Norwich,West Ham,FWD,0
Alexander Tettey,0,0,0,0,0.0,289,40,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,13655,0,2,0,0,-335,1265,1600,45,False,0,West Ham,Norwich,MID,0
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,40,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,98987,0,2,0,0,-18602,1785,20387,45,True,0,Norwich,West Ham,FWD,0
Alexandre Lacazette,0,0,22,0,12.1,12,31,2,1,12.2,40.6,2019-09-01T15:30:00Z,66,0,0,0,0,4,0,201972,2,2,69,5,-24962,14586,39548,95,True,1,Spurs,Arsenal,FWD,0
Alexis Sánchez,0,0,0,0,0.0,240,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,37662,1,1,0,0,-5983,124,6107,69,False,0,Southampton,Man Utd,MID,0
Alex Iwobi,0,2,30,0,15.7,17,35,2,1,8.3,46.6,2019-09-01T13:00:00Z,75,0,0,0,0,4,0,97303,2,3,21,9,-10675,8669,19344,59,True,0,Wolves,Everton,MID,0
Alex McCarthy,0,0,0,0,0.0,318,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,35208,1,1,0,0,-2983,679,3662,44,True,0,Man Utd,Southampton,GK,0
Alex Oxlade-Chamberlain,0,0,5,0,1.3,193,32,0,0,1.7,8.2,2019-08-31T16:30:00Z,19,0,0,0,0,4,0,25847,3,0,7,1,-2655,1692,4347,64,False,0,Burnley,Liverpool,MID,0
Alireza Jahanbakhsh,0,0,0,0,0.0,50,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,4925,0,4,0,0,-551,52,603,59,False,0,Man City,Brighton,MID,0
Alisson,0,0,0,0,0.0,189,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,482277,3,0,0,0,-98732,2088,100820,58,False,0,Burnley,Liverpool,GK,0
Allan Saint-Maximin,0,0,0,0,0.0,500,38,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,19260,1,1,0,0,-8807,304,9111,54,True,0,Watford,Newcastle,MID,0
Andreas Christensen,0,0,0,0,0.0,108,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,89847,2,2,0,0,8389,18642,10253,50,True,0,Sheffield Utd,Chelsea,DEF,0
Andreas Pereira,0,0,5,0,3.2,246,39,1,0,3.3,6.4,2019-08-31T11:30:00Z,67,0,0,0,0,4,0,44652,1,1,23,2,-16548,2412,18960,50,False,0,Southampton,Man Utd,MID,0
Andrew Robertson,0,0,26,1,5.0,181,32,0,0,1.6,9.0,2019-08-31T16:30:00Z,90,0,0,0,0,4,0,1481300,3,0,2,6,-169054,24738,193792,69,False,0,Burnley,Liverpool,DEF,0
Andrew Surman,0,0,3,0,0.8,80,36,0,0,0.3,2.0,2019-08-31T14:00:00Z,11,0,0,0,0,4,0,3331,1,3,0,1,-361,94,455,49,False,0,Leicester,Bournemouth,MID,0
Andre Gray,0,0,6,0,1.8,364,38,1,0,0.5,0.0,2019-08-31T14:00:00Z,81,0,0,0,0,4,0,49521,1,1,4,2,7058,14609,7551,59,False,0,Newcastle,Watford,FWD,0
Andre Green,0,0,0,0,0.0,32,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,981,0,1,0,0,-133,36,169,49,False,0,Crystal Palace,Aston Villa,MID,0
Andriy Yarmolenko,0,0,22,1,24.3,392,40,0,1,9.3,33.4,2019-08-31T14:00:00Z,70,0,0,0,0,4,0,9672,0,2,35,8,-302,1058,1360,59,True,0,Norwich,West Ham,MID,0
Andros Townsend,0,0,4,0,10.5,135,34,0,0,2.0,9.4,2019-08-31T14:00:00Z,6,0,0,0,0,4,0,158706,0,1,0,1,-27451,3864,31315,59,True,0,Aston Villa,Crystal Palace,MID,0
André Gomes,0,0,20,0,18.3,422,35,2,0,4.1,20.2,2019-09-01T13:00:00Z,90,0,0,0,0,4,0,48114,2,3,2,2,-5664,1979,7643,54,True,0,Wolves,Everton,MID,0
Andy Carroll,0,0,0,0,0.0,520,38,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,6141,1,1,0,0,-1329,205,1534,55,True,0,Watford,Newcastle,FWD,0
Andy King,0,0,0,0,0.0,480,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,27412,1,3,0,0,-1708,5063,6771,44,True,0,Bournemouth,Leicester,MID,0
Andy Lonergan,0,0,0,0,0.0,530,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,1325,3,0,0,0,-250,80,330,45,False,0,Burnley,Liverpool,GK,0
Angelo Ogbonna,0,0,19,1,0.4,377,40,0,0,1.2,9.8,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,20596,0,2,2,6,-505,919,1424,45,True,0,Norwich,West Ham,DEF,0
Angel Gomes,0,0,0,0,0.0,245,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,7333,1,1,0,0,-455,684,1139,49,False,0,Southampton,Man Utd,MID,0
Angus Gunn,0,1,23,0,0.0,319,39,1,0,4.6,45.8,2019-08-31T11:30:00Z,90,0,0,0,0,4,7,64626,1,1,0,5,8635,14328,5693,45,True,0,Man Utd,Southampton,GK,0
Anthony Knockaert,0,0,0,0,0.0,52,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,773,0,4,0,0,-85,17,102,54,False,0,Man City,Brighton,MID,0
Anthony Martial,0,0,0,0,0.0,239,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,680768,1,1,0,0,-460536,93181,553717,77,False,0,Southampton,Man Utd,MID,0
Antonio Rüdiger,0,0,0,0,0.0,104,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,6812,2,2,0,0,-865,184,1049,60,True,0,Sheffield Utd,Chelsea,DEF,0
Anwar El Ghazi,0,0,0,0,0.0,30,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,31576,0,1,0,0,6034,10398,4364,55,False,0,Crystal Palace,Aston Villa,MID,0
Arnaut Danjuma,0,0,0,0,0.0,492,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,1914,1,3,0,0,-496,16,512,59,False,0,Leicester,Bournemouth,MID,0
Arthur Masuaku,1,3,49,1,27.0,378,40,0,0,7.9,50.4,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,23450,0,2,2,12,88,1930,1842,45,True,0,Norwich,West Ham,DEF,0
Artur Boruc,0,0,0,0,0.0,73,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,22198,1,3,0,0,-1416,725,2141,44,False,0,Leicester,Bournemouth,GK,0
Ashley Barnes,0,0,0,0,4.0,90,32,2,0,0.2,0.0,2019-08-31T16:30:00Z,72,0,0,0,0,4,0,666994,3,0,5,2,177972,259444,81472,67,True,0,Liverpool,Burnley,FWD,0
Ashley Westwood,0,0,13,0,15.3,101,32,3,0,2.7,12.0,2019-08-31T16:30:00Z,90,0,0,0,0,4,0,37558,3,0,0,2,-5633,897,6530,54,True,0,Liverpool,Burnley,MID,0
Ashley Young,0,0,7,0,14.4,224,39,1,0,2.6,8.8,2019-08-31T11:30:00Z,90,0,0,0,0,4,0,24031,1,1,3,1,160,2948,2788,54,False,1,Southampton,Man Utd,DEF,0
Asmir Begovic,0,0,0,0,0.0,72,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,137053,1,3,0,0,-12967,2599,15566,44,False,0,Leicester,Bournemouth,GK,0
Axel Tuanzebe,0,0,0,0,0.0,481,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,8091,1,1,0,0,-401,394,795,44,False,0,Southampton,Man Utd,DEF,0
Aymeric Laporte,0,0,0,0,0.5,202,37,0,0,0.3,2.4,2019-08-31T14:00:00Z,36,0,0,0,0,4,0,546531,0,4,0,0,-13274,37221,50495,65,True,1,Brighton,Man City,DEF,0
Ayoze Pérez,0,0,0,0,0.0,265,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,517634,1,3,0,0,-191754,9412,201166,63,True,0,Bournemouth,Leicester,MID,0
Bailey Peacock-Farrell,0,0,0,0,0.0,495,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,5051,3,0,0,0,-169,139,308,45,True,0,Liverpool,Burnley,GK,0
Dele Alli,0,0,3,0,0.9,344,31,1,0,0.3,2.2,2019-09-01T15:30:00Z,30,0,0,0,0,4,0,20998,2,2,0,1,-1603,696,2299,84,False,0,Arsenal,Spurs,MID,0
Ben Chilwell,1,0,20,0,25.6,161,36,1,0,5.2,26.2,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,231126,1,3,0,5,-43551,2577,46128,54,True,0,Bournemouth,Leicester,DEF,0
Benjamin Mendy,0,0,0,0,0.0,204,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,14110,0,4,0,0,-1788,230,2018,59,True,0,Brighton,Man City,DEF,0
Ben Davies,0,0,0,0,0.0,329,31,0,0,0.0,0.0,2019-09-01T15:30:00Z,0,0,0,0,0,4,0,9789,2,2,0,0,-433,658,1091,55,False,0,Arsenal,Spurs,DEF,0
Ben Foster,0,2,21,0,0.0,366,38,1,0,2.5,25.4,2019-08-31T14:00:00Z,90,0,0,0,0,4,4,135423,1,1,0,5,-12070,2223,14293,49,False,0,Newcastle,Watford,GK,0
Ben Gibson,0,0,0,0,0.0,89,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,189140,3,0,0,0,-3642,9650,13292,40,True,0,Liverpool,Burnley,DEF,0
Ben Godfrey,0,0,15,0,1.4,273,40,2,0,2.0,18.2,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,16859,0,2,0,1,910,2356,1446,45,False,0,West Ham,Norwich,DEF,0
Ben Johnson,0,0,0,0,0.0,384,40,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,86914,0,2,0,0,1881,8230,6349,40,True,0,Norwich,West Ham,DEF,0
Ben Mee,0,0,9,0,0.3,83,32,3,0,2.4,23.6,2019-08-31T16:30:00Z,90,0,0,0,0,4,0,53936,3,0,0,1,-960,3546,4506,50,True,0,Liverpool,Burnley,DEF,0
Ben Osborn,0,0,4,0,10.3,472,33,0,0,1.9,6.2,2019-08-31T14:00:00Z,6,0,0,0,0,4,0,2436,2,2,2,1,-267,37,304,49,False,0,Chelsea,Sheffield Utd,MID,0
Beram Kayal,0,0,0,0,0.0,56,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,4631,0,4,0,0,-171,688,859,44,False,0,Man City,Brighton,MID,0
Bernardo Silva,0,0,19,0,1.1,218,37,0,1,5.4,34.0,2019-08-31T14:00:00Z,12,0,0,0,0,4,0,882644,0,4,19,6,-168142,36681,204823,79,True,0,Brighton,Man City,MID,0
Bernardo,0,0,11,0,15.8,39,37,3,0,2.9,10.8,2019-08-31T14:00:00Z,66,0,0,0,0,4,0,9835,0,4,2,1,-719,188,907,45,False,0,Man City,Brighton,DEF,0
Bernard,0,0,3,0,1.5,152,35,0,0,1.6,2.8,2019-09-01T13:00:00Z,14,0,0,0,0,4,0,157751,2,3,12,1,7654,42116,34462,65,True,0,Wolves,Everton,MID,0
Bernd Leno,0,0,21,0,0.0,14,31,2,0,3.0,29.6,2019-09-01T15:30:00Z,90,0,0,0,0,4,7,402670,2,2,0,3,-21012,19796,40808,50,True,0,Spurs,Arsenal,GK,0
Billy Gilmour,0,0,1,0,0.8,533,33,1,0,0.1,0.4,2019-08-31T14:00:00Z,6,0,0,0,0,4,0,0,2,2,0,1,0,0,0,45,True,0,Sheffield Utd,Chelsea,MID,0
Billy Sharp,0,0,0,0,0.0,298,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,51957,2,2,0,0,-20364,1740,22104,59,False,0,Chelsea,Sheffield Utd,FWD,0
Birkir Bjarnason,0,0,0,0,0.0,33,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,4839,0,1,0,0,-942,56,998,45,False,0,Crystal Palace,Aston Villa,MID,0
Björn Engels,0,0,17,0,0.9,455,34,1,0,2.0,19.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,29719,0,1,0,2,16057,20898,4841,45,False,0,Crystal Palace,Aston Villa,DEF,0
Callum Hudson-Odoi,0,0,0,0,0.0,116,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,7975,2,2,0,0,-839,541,1380,60,True,0,Sheffield Utd,Chelsea,MID,0
Callum Robinson,1,1,23,0,4.0,453,33,2,1,7.8,34.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,30672,2,2,40,11,-11416,506,11922,53,False,0,Chelsea,Sheffield Utd,MID,0
Callum Slattery,0,0,0,0,0.0,327,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,11396,1,1,0,0,-845,333,1178,45,True,0,Man Utd,Southampton,MID,0
Callum Wilson,0,0,22,0,23.4,67,36,3,1,7.8,36.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,672110,1,3,19,5,-132501,23034,155535,79,False,1,Leicester,Bournemouth,FWD,0
Calum Chambers,0,0,0,0,0.0,467,31,0,0,0.0,0.0,2019-09-01T15:30:00Z,0,0,0,0,0,4,0,60994,2,2,0,0,-7219,1906,9125,45,True,0,Spurs,Arsenal,DEF,0
Caoimhin Kelleher,0,0,0,0,0.0,531,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,923,3,0,0,0,-77,62,139,45,False,0,Burnley,Liverpool,GK,0
Carlos Sánchez,0,0,3,0,1.3,397,40,0,0,0.2,0.8,2019-08-31T14:00:00Z,5,0,0,0,0,4,0,26975,0,2,0,1,-1244,1612,2856,45,True,0,Norwich,West Ham,MID,0
Carl Jenkinson,0,0,0,0,0.0,9,31,0,0,0.0,0.0,2019-09-01T15:30:00Z,0,0,0,0,0,4,0,2053,2,2,0,0,-229,24,253,45,True,0,Spurs,Arsenal,DEF,0
Cenk Tosun,0,0,0,0,0.0,146,35,0,0,0.0,0.0,2019-09-01T13:00:00Z,0,0,0,0,0,4,0,8760,2,3,0,0,-1734,402,2136,58,True,0,Wolves,Everton,FWD,0
Charlie Austin,0,0,0,0,0.0,312,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,4780,1,1,0,0,-931,63,994,60,True,0,Man Utd,Southampton,FWD,0
Charlie Daniels,0,0,0,0,0.0,60,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,13599,1,3,0,0,-3339,387,3726,45,False,0,Leicester,Bournemouth,DEF,0
Charlie Taylor,0,0,0,0,0.0,87,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,55487,3,0,0,0,-7869,600,8469,44,True,0,Liverpool,Burnley,DEF,0
Cheikhou Kouyaté,0,0,0,1,12.3,139,34,0,0,5.3,0.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,10436,0,1,43,2,231,1285,1054,49,True,1,Aston Villa,Crystal Palace,MID,0
Che Adams,0,0,3,0,12.8,437,39,1,0,2.4,1.0,2019-08-31T11:30:00Z,61,0,0,0,0,4,0,50641,1,1,10,2,-14908,2082,16990,58,True,0,Man Utd,Southampton,FWD,0
Christian Atsu,0,0,13,0,48.2,267,38,1,0,8.2,14.8,2019-08-31T14:00:00Z,81,0,0,0,0,4,0,7620,1,1,19,2,1335,2265,930,54,True,0,Watford,Newcastle,MID,0
Christian Benteke,0,0,-1,0,0.3,129,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,4,0,0,0,0,4,0,57584,0,1,1,1,-8930,3221,12151,59,True,0,Aston Villa,Crystal Palace,FWD,0
Christian Eriksen,0,2,27,0,28.7,343,31,2,1,13.9,56.2,2019-09-01T15:30:00Z,90,0,0,0,0,4,0,269856,2,2,54,8,-60353,5930,66283,88,False,1,Arsenal,Spurs,MID,0
Christian Fuchs,0,0,4,0,0.4,163,36,0,0,0.5,4.6,2019-08-31T14:00:00Z,4,0,0,0,0,4,0,33945,1,3,0,1,2373,4956,2583,45,True,0,Bournemouth,Leicester,DEF,0
Christian Kabasele,0,0,14,0,0.0,354,38,1,0,2.0,19.8,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,11802,1,1,0,2,-1002,262,1264,44,False,0,Newcastle,Watford,DEF,0
Christian Pulisic,1,0,14,0,4.1,431,33,2,0,5.6,11.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,500978,2,2,41,5,-1818,68185,70003,75,True,0,Sheffield Utd,Chelsea,MID,0
Christoph Zimmermann,0,0,3,0,0.0,275,40,1,0,0.9,6.6,2019-08-31T14:00:00Z,35,0,0,0,0,4,0,1311,0,2,2,1,-38,88,126,45,False,0,West Ham,Norwich,DEF,0
Chris Basham,0,0,17,0,11.3,423,33,2,0,3.2,17.6,2019-08-31T14:00:00Z,83,0,0,0,0,4,0,13207,2,2,3,1,-703,491,1194,45,False,0,Chelsea,Sheffield Utd,DEF,0
Chris Mepham,0,0,13,0,0.4,61,36,3,0,2.7,25.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,103929,1,3,2,1,-593,10784,11377,45,False,0,Leicester,Bournemouth,DEF,0
Chris Smalling,0,0,0,0,0.0,223,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,15655,1,1,0,0,-2403,280,2683,54,False,0,Southampton,Man Utd,DEF,0
Chris Wood,0,0,-4,0,13.2,91,32,3,0,2.9,0.0,2019-08-31T16:30:00Z,90,1,0,0,0,4,0,44380,3,0,17,0,-17050,1994,19044,63,True,0,Liverpool,Burnley,FWD,0
Ciaran Clark,0,0,0,0,0.0,259,38,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,10820,1,1,0,0,-648,281,929,44,True,0,Watford,Newcastle,DEF,0
Claudio Bravo,0,0,0,0,0.0,213,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,19629,0,4,0,0,-1601,370,1971,49,True,0,Brighton,Man City,GK,0
Connor Wickham,0,0,0,0,0.0,130,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,421202,0,1,0,0,-25231,42174,67405,45,True,0,Aston Villa,Crystal Palace,FWD,0
Conor Coady,0,0,11,0,10.0,403,35,3,0,2.1,10.8,2019-09-01T13:00:00Z,90,0,0,0,0,4,0,108140,2,3,0,1,-134,6362,6496,50,False,0,Everton,Wolves,DEF,0
Conor Hourihane,0,0,6,0,25.1,28,34,1,0,3.1,6.0,2019-08-31T14:00:00Z,19,0,0,0,0,4,0,9819,0,1,0,1,-3011,206,3217,58,False,0,Crystal Palace,Aston Villa,MID,0
Craig Cathcart,0,0,13,0,0.3,358,38,1,0,2.6,25.8,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,189131,1,1,0,1,-24521,1650,26171,44,False,1,Newcastle,Watford,DEF,0
Craig Dawson,0,0,5,0,0.5,439,38,1,0,5.1,10.6,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,15679,1,1,40,1,-1348,458,1806,50,False,1,Newcastle,Watford,DEF,0
Cédric Soares,0,0,14,0,5.7,486,39,1,0,2.1,15.2,2019-08-31T11:30:00Z,90,0,0,0,0,4,0,15486,1,1,0,2,-1439,488,1927,49,True,0,Man Utd,Arsenal,DEF,0
César Azpilicueta,0,0,20,0,31.6,105,33,2,0,6.1,25.4,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,451639,2,2,4,1,-10926,18981,29907,60,True,0,Sheffield Utd,Chelsea,DEF,0
Dale Stephens,0,0,10,0,1.8,57,37,4,0,1.4,8.2,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,202499,0,4,4,2,-18060,8200,26260,45,False,0,Man City,Brighton,MID,0
Daniel Amartey,0,0,0,0,0.0,178,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,20079,1,3,0,0,-1625,737,2362,45,True,0,Bournemouth,Leicester,MID,0
Dani Ceballos,0,0,6,0,22.7,469,31,0,0,5.3,13.6,2019-09-01T15:30:00Z,27,0,0,0,0,4,0,875613,2,2,17,1,100508,195662,95154,57,True,0,Spurs,Arsenal,MID,0
Daniel Drinkwater,0,0,0,0,0.0,120,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,0,0,0,0,4,0,95991,3,0,0,0,-17201,1069,18270,45,True,0,Liverpool,Aston Villa,MID,0
Daniel James,0,1,23,0,33.0,243,39,1,1,15.3,52.2,2019-08-31T11:30:00Z,90,0,0,0,0,4,0,305785,1,1,68,8,119436,147514,28078,60,False,0,Southampton,Man Utd,MID,0
Daniel N'Lundulu,0,0,0,0,0.0,535,39,0,0,0.0,0.0,2019-08-31T11:30:00Z,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,45,True,0,Man Utd,Southampton,FWD,0
Danilo Luiz da Silva,0,0,0,0,0.0,209,37,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,3790,0,4,0,0,-486,37,523,50,True,0,Brighton,Man City,DEF,0
Danny Ings,0,0,9,0,14.8,313,39,1,0,5.0,11.2,2019-08-31T11:30:00Z,76,0,0,0,0,4,0,144458,1,1,24,2,3546,27796,24250,60,True,0,Man Utd,Southampton,FWD,0
Danny Rose,0,0,9,0,0.3,332,31,2,0,2.5,16.8,2019-09-01T15:30:00Z,90,0,0,0,0,4,0,153196,2,2,8,0,-14682,7283,21965,55,False,1,Arsenal,Newcastle,DEF,0
Danny Ward,0,0,0,0,0.0,170,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,14200,1,3,0,0,-661,141,802,45,True,0,Bournemouth,Leicester,GK,0
Danny Welbeck,0,0,0,0,0.0,512,38,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,11666,1,1,0,0,-1046,1599,2645,60,False,0,Newcastle,Watford,FWD,0
Dan Burn,0,0,15,0,1.5,475,37,4,0,1.3,11.8,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,14747,0,4,0,0,236,2074,1838,45,False,0,Man City,Brighton,DEF,0
Dan Gosling,0,0,0,0,0.0,81,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,864,1,3,0,0,-111,11,122,49,False,0,Leicester,Bournemouth,MID,0
Daryl Janmaat,0,0,11,0,3.0,359,38,1,0,2.9,16.0,2019-08-31T14:00:00Z,90,0,0,0,0,4,0,27013,1,1,10,2,-2605,724,3329,44,False,0,Newcastle,Watford,DEF,0
Davide Zappacosta,0,0,0,0,0.0,109,33,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,0,0,0,0,4,0,19038,2,2,0,0,-6773,75,6848,44,True,0,Sheffield Utd,Chelsea,DEF,0
