name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Connolly,0,0,0,0,0.0,534,359,0,0,0.0,0.0,2020-07-16T19:15:00Z,0,0,0,0,0,36,0,219523,1,1,0,0,1971,17238,15267,42,False,0,Southampton,Brighton,FWD,0
Aaron Cresswell,0,0,16,0,1.3,376,360,1,0,3.0,20.2,2020-07-17T19:00:00Z,90,0,0,0,0,36,0,135286,1,3,8,2,11186,14821,3635,45,True,0,Watford,West Ham,DEF,0
Aaron Lennon,0,0,0,0,0.0,430,352,0,0,0.0,0.0,2020-07-15T17:00:00Z,0,0,0,0,0,36,0,6274,1,1,0,0,-47,7,54,46,True,0,Wolves,Burnley,MID,0
Aaron Mooy,0,0,3,0,1.1,516,359,1,0,1.0,4.8,2020-07-16T19:15:00Z,31,0,0,0,0,36,0,34150,1,1,4,1,-475,752,1227,47,False,0,Southampton,Brighton,MID,0
Aaron Ramsdale,0,0,11,0,0.0,494,357,2,0,1.9,19.2,2020-07-15T17:00:00Z,90,0,0,0,0,36,2,237788,1,2,0,1,-4846,1814,6660,45,False,0,Man City,Bournemouth,GK,0
Aaron Wan-Bissaka,0,0,28,1,5.7,122,354,0,0,4.7,21.2,2020-07-16T19:15:00Z,90,0,0,0,0,36,0,1505171,2,0,20,5,-1276,37772,39048,55,False,1,Crystal Palace,Man Utd,DEF,0
Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0,0.0,596,352,0,0,0.0,0.0,2020-07-15T17:00:00Z,0,0,0,0,0,36,0,2979,1,1,0,0,-93,12,105,40,True,0,Wolves,Burnley,DEF,0
Abdoulaye Doucouré,1,0,21,0,13.0,368,360,3,0,3.3,14.0,2020-07-17T19:00:00Z,71,0,0,0,0,36,0,139961,1,3,6,5,-8060,1453,9513,55,False,0,West Ham,Watford,MID,0
Adalberto Peñaranda,0,0,0,0,0.0,648,360,0,0,0.0,0.0,2020-07-17T19:00:00Z,0,0,0,0,0,36,0,286,1,3,0,0,-11,30,41,45,False,0,West Ham,Watford,FWD,0
Adama Traoré,0,0,17,0,46.8,417,352,1,0,7.6,19.4,2020-07-15T17:00:00Z,90,0,0,0,0,36,0,1043952,1,1,10,2,-82971,13831,96802,56,False,0,Burnley,Wolves,MID,0
Adam Idah,0,0,3,0,1.1,538,353,0,0,0.1,0.2,2020-07-14T19:15:00Z,11,0,0,0,0,36,0,10832,0,1,0,1,151,642,491,44,False,0,Chelsea,Norwich,FWD,0
Adam Lallana,0,0,0,0,0.0,195,351,0,0,0.0,0.0,2020-07-15T19:15:00Z,0,0,0,0,0,36,0,9422,1,2,0,0,-23,21,44,57,False,0,Arsenal,Liverpool,MID,0
Adam Masina,0,0,5,0,15.0,355,360,3,0,2.4,6.8,2020-07-17T19:00:00Z,45,0,0,0,0,36,0,28823,1,3,2,0,-1783,372,2155,43,False,0,West Ham,Watford,DEF,0
Adam Smith,0,0,0,0,0.0,63,357,0,0,0.0,0.0,2020-07-15T17:00:00Z,0,0,0,0,0,36,0,28857,1,2,0,0,-634,14,648,43,False,0,Man City,Bournemouth,DEF,0
Adam Webster,0,0,11,0,0.2,493,359,1,0,2.1,20.8,2020-07-16T19:15:00Z,90,0,0,0,0,36,0,34743,1,1,0,2,489,1467,978,44,False,0,Southampton,Brighton,DEF,0
Addji Keaninkin Marc-Israel Guehi,0,0,0,0,0.0,545,353,0,0,0.0,0.0,2020-07-14T19:15:00Z,0,0,0,0,0,36,0,6393,0,1,0,0,-31,111,142,39,True,0,Norwich,Chelsea,DEF,0
