name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Toby Alderweireld,0,0,15,0,6.5,331,219,1,0,3.2,19.6,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,369319,1,0,6.0,2,-18957,2645,21602,54,True,0,Liverpool,Spurs,DEF
Hamza Choudhury,0,0,10,0,3.4,180,216,2,0,2.0,14.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,67231,2,1,2.0,2,4988,10678,5690,43,True,0,Southampton,Leicester,MID
Jamaal Lascelles,0,0,0,0,0.0,258,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,168584,1,1,0.0,0,-5547,1890,7437,42,False,0,Wolves,Newcastle,DEF
Shane Duffy,0,0,11,0,10.3,37,215,1,0,3.9,28.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,73172,0,1,0.0,1,-1406,1035,2441,48,False,1,Everton,Brighton,DEF
Juan Mata,2,2,40,1,44.1,242,217,0,0,9.7,43.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,23629,0,4,10.0,11,-171,211,382,62,True,0,Norwich,Man Utd,MID
Conor Hourihane,0,0,8,0,12.0,28,211,5,0,2.0,8.2,2020-01-12T16:30:00Z,70,0,0,0,0,22,0,13269,6,1,0.0,2,-1329,349,1678,57,True,0,Man City,Aston Villa,MID
Tom Heaton,0,0,0,0,0.0,94,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,300817,6,1,0.0,0,-87840,1785,89625,45,True,0,Man City,Aston Villa,GK
Angel Gomes,0,0,4,0,23.8,245,217,0,0,3.0,4.0,2020-01-11T15:00:00Z,10,0,0,0,0,22,0,6501,0,4,2.0,1,-45,112,157,48,True,0,Norwich,Man Utd,MID
Ruben Loftus-Cheek,0,0,0,0,0.0,115,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,3716,0,3,0.0,0,-30,30,60,63,True,0,Burnley,Chelsea,MID
Brandon Austin,0,0,0,0,0.0,558,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,13967,1,0,0.0,0,507,1170,663,40,True,0,Liverpool,Spurs,GK
John Stones,0,0,12,0,0.6,207,211,1,0,1.6,15.8,2020-01-12T16:30:00Z,90,0,0,0,0,22,0,72958,6,1,0.0,2,263,1404,1141,53,False,0,Aston Villa,Man City,DEF
Fabio Henrique Tavares,0,0,0,0,0.0,197,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,71745,1,0,0.0,0,-1748,53,1801,54,False,0,Spurs,Liverpool,MID
Jamal Lewis,0,0,2,0,0.0,276,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,10,0,0,0,0,22,0,17806,0,4,0.0,1,-434,311,745,45,False,0,Man Utd,Norwich,DEF
Gary Cahill,0,0,12,0,0.3,503,214,1,0,1.4,9.8,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,80053,1,1,4.0,2,-3025,873,3898,44,True,0,Arsenal,Crystal Palace,DEF
Mamadou Sakho,0,0,0,0,0.0,125,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,5620,1,1,0.0,0,-502,73,575,50,True,0,Arsenal,Crystal Palace,DEF
Sam Woods,0,0,0,0,0.0,578,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,3092,1,1,0.0,0,200,575,375,40,True,0,Arsenal,Crystal Palace,DEF
Beni Baningime,0,0,0,0,0.0,557,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,332,0,1,0.0,0,-13,14,27,45,True,0,Brighton,Everton,MID
Chris Wood,0,0,1,0,13.1,91,213,3,0,5.3,3.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,65811,0,3,36.0,2,-6008,5938,11946,62,False,0,Chelsea,Burnley,FWD
Juan Foyth,0,0,0,0,0.0,335,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,3073,1,0,0.0,0,-62,79,141,49,True,0,Liverpool,Spurs,DEF
Matthew Lowton,0,0,5,0,0.6,85,213,3,0,1.4,13.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,30688,0,3,0.0,1,-717,1602,2319,42,False,0,Chelsea,Burnley,DEF
Dominic Solanke,0,0,5,0,4.3,69,212,3,0,1.0,1.2,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,24424,3,0,4.0,2,208,1051,843,52,True,0,Watford,Bournemouth,FWD
Harry Wilson,0,0,6,0,3.4,505,212,2,0,3.0,9.4,2020-01-12T14:00:00Z,74,0,0,0,0,22,0,159191,3,0,17.0,2,-9328,9407,18735,59,True,0,Watford,Bournemouth,MID
Jonas Lössl,0,0,0,0,0.0,479,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,20876,0,1,0.0,0,-275,60,335,43,True,0,Brighton,Everton,GK
Alexander Tettey,0,0,13,0,13.4,289,217,4,0,2.1,6.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,28220,0,4,1.0,2,-1064,2948,4012,45,False,0,Man Utd,Norwich,MID
Maarten Stekelenburg,0,0,0,0,0.0,149,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,575745,0,1,0.0,0,-4990,4426,9416,40,True,0,Brighton,Everton,GK
Jordan Henderson,0,0,17,1,20.1,198,219,0,0,4.1,15.2,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,76813,1,0,6.0,3,1741,6474,4733,54,False,0,Spurs,Liverpool,MID
Christian Atsu,0,0,-6,1,1.0,267,220,0,0,0.1,0.0,2020-01-11T15:00:00Z,62,0,0,0,0,22,0,8940,1,1,0.0,2,-334,104,438,53,False,1,Wolves,Newcastle,MID
Pablo Zabaleta,0,0,20,0,2.3,379,218,1,0,2.4,19.6,2020-01-10T20:00:00Z,90,0,0,0,0,22,0,34052,0,1,2.0,2,158,1044,886,42,False,0,Sheffield Utd,West Ham,DEF
Benjamin Chilwell,0,0,9,0,15.0,161,216,2,0,3.2,13.2,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,811636,2,1,4.0,1,-6244,33356,39600,57,True,0,Southampton,Leicester,DEF
Jeffrey Schlupp,0,0,0,0,0.0,137,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,6551,1,1,0.0,0,-480,12,492,55,True,0,Arsenal,Crystal Palace,MID
Carl Jenkinson,0,0,0,0,0.0,9,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,1605,1,1,0.0,0,-8,18,26,45,False,0,Crystal Palace,Arsenal,DEF
Muhamed Bešić,0,0,1,0,1.6,522,218,0,0,2.2,3.6,2020-01-10T20:00:00Z,20,0,0,0,0,22,0,10633,0,1,17.0,0,-138,224,362,44,True,1,West Ham,Sheffield Utd,MID
Neal Maupay,0,0,2,0,2.8,502,215,1,0,2.6,1.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,161856,0,1,22.0,2,2482,32322,29840,58,False,0,Everton,Brighton,FWD
Adam Smith,0,0,10,0,12.8,63,212,3,0,2.5,9.6,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,31371,3,0,3.0,0,-2105,28,2133,43,True,1,Watford,Bournemouth,DEF
Jamie Vardy,1,0,21,0,20.8,166,216,2,0,4.7,24.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,3647189,2,1,2.0,5,-120577,137293,257870,100,True,0,Southampton,Leicester,FWD
Marc Albrighton,0,0,0,0,0.0,174,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,11789,2,1,0.0,0,-222,111,333,52,True,0,Southampton,Leicester,MID
Serge Aurier,0,0,20,0,40.3,336,219,1,0,8.4,24.4,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,458503,1,0,19.0,2,-124953,7336,132289,51,True,0,Liverpool,Spurs,DEF
Ashley Young,0,0,0,0,0.0,224,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,26010,0,4,0.0,0,-336,514,850,54,True,0,Norwich,Man Utd,DEF
Tudor Baluta,0,0,0,0,0.0,536,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,17842,0,1,0.0,0,-58,877,935,40,False,0,Everton,Brighton,DEF
Michael Verrips,0,0,0,0,0.0,521,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,3110,0,1,0.0,0,-30,65,95,44,True,0,West Ham,Sheffield Utd,GK
Alex Iwobi,0,0,0,0,0.0,17,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,69614,0,1,0.0,0,-2908,35,2943,56,True,0,Brighton,Everton,MID
Jeff Hendrick,0,0,0,0,1.6,100,213,3,0,0.7,4.4,2020-01-11T15:00:00Z,72,0,0,0,0,22,0,7932,0,3,1.0,2,-388,134,522,54,False,0,Chelsea,Burnley,MID
Adrian Mariappa,0,1,30,1,28.9,356,212,0,0,5.4,25.0,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,12433,3,0,0.0,7,933,1591,658,42,False,0,Bournemouth,Watford,DEF
David Silva,1,0,25,0,65.8,219,211,1,0,13.1,28.6,2020-01-12T16:30:00Z,90,0,0,0,0,22,0,327513,6,1,37.0,5,1252,16337,15085,74,False,0,Aston Villa,Man City,MID
Emiliano Martínez,0,0,0,0,0.0,427,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,18004,1,1,0.0,0,-115,206,321,43,False,0,Crystal Palace,Arsenal,GK
Etienne Capoue,0,0,12,1,14.8,373,212,0,0,5.1,28.6,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,21708,3,0,8.0,3,-1492,444,1936,48,False,0,Bournemouth,Watford,MID
Carlos Sánchez,0,0,0,0,0.0,397,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,30941,0,1,0.0,0,1143,3996,2853,43,False,0,Sheffield Utd,West Ham,MID
Jefferson Lerma,0,0,8,0,2.2,82,212,1,0,0.9,3.0,2020-01-12T14:00:00Z,58,0,0,0,0,22,0,9835,3,0,4.0,1,-149,366,515,48,True,0,Watford,Bournemouth,MID
Angus Gunn,0,0,0,0,0.0,319,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,119779,2,1,0.0,0,-5456,1004,6460,43,False,0,Leicester,Southampton,GK
Jesse Lingard,0,0,0,0,0.0,241,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,56314,0,4,0.0,0,-1306,702,2008,63,True,0,Norwich,Man Utd,MID
Jose Luis Mato Sanmartín,0,0,0,0,0.0,261,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1926,1,1,0.0,0,-18,10,28,50,False,0,Wolves,Newcastle,FWD
Nathan Holland,0,0,0,0,0.0,568,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,446,0,1,0.0,0,-56,61,117,45,False,0,Sheffield Utd,West Ham,MID
Michael McGovern,0,0,0,0,0.0,281,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,517892,0,4,0.0,0,10310,23119,12809,40,False,0,Man Utd,Norwich,GK
Jonathan Kodjia,0,0,0,0,0.0,26,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,6628,6,1,0.0,0,36,346,310,54,True,0,Man City,Aston Villa,FWD
Oliver McBurnie,0,1,30,1,13.0,501,218,0,1,7.5,41.4,2020-01-10T20:00:00Z,83,0,0,0,0,22,0,10586,0,1,21.0,7,367,1326,959,57,True,0,West Ham,Sheffield Utd,FWD
Bernard Anício Caldeira Duarte,0,0,15,1,51.6,152,215,0,0,8.4,16.4,2020-01-11T15:00:00Z,71,0,0,0,0,22,0,45300,0,1,16.0,3,-975,454,1429,64,True,0,Brighton,Everton,MID
Ørjan Nyland,0,0,18,0,0.0,27,211,6,0,3.4,33.6,2020-01-12T16:30:00Z,90,0,0,0,0,22,5,19235,6,1,0.0,0,8169,9878,1709,43,True,0,Man City,Aston Villa,GK
Aaron Mooy,0,0,0,0,0.0,516,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,48146,0,1,0.0,0,3678,13128,9450,48,False,0,Everton,Brighton,MID
Harry Lewis,0,0,0,0,0.0,548,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,11100,2,1,0.0,0,594,1133,539,40,False,0,Leicester,Southampton,GK
Harry Maguire,0,0,31,1,2.0,160,217,0,0,2.3,20.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,712770,0,4,0.0,6,-52021,4532,56553,52,True,0,Norwich,Man Utd,DEF
Michael Obafemi,0,0,0,0,0.0,314,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,13697,2,1,0.0,0,-187,559,746,49,False,0,Leicester,Southampton,FWD
Ryan Sessegnon,0,0,0,0,0.0,524,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,5942,1,0,0.0,0,-232,344,576,54,True,0,Liverpool,Spurs,MID
Robbie Brady,0,0,0,0,0.0,98,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,3699,0,3,0.0,0,-130,116,246,55,False,0,Chelsea,Burnley,MID
Emiliano Buendía,0,0,11,0,29.7,283,217,4,0,5.7,22.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,63115,0,4,5.0,2,3407,6631,3224,60,False,0,Man Utd,Norwich,MID
Idrissa Gueye,0,0,0,0,0.0,156,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1298,0,1,0.0,0,-6,15,21,50,True,0,Brighton,Everton,MID
Nicolas Pépé,0,0,6,0,16.0,488,214,1,0,4.9,10.2,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,180384,1,1,23.0,1,20861,26626,5765,91,False,1,Crystal Palace,Arsenal,MID
Aaron Connolly,0,0,0,0,0.0,534,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,102947,0,1,0.0,0,-5106,8299,13405,44,False,0,Everton,Brighton,FWD
Yerry Mina,0,0,4,0,0.0,142,215,0,0,0.5,5.0,2020-01-11T15:00:00Z,5,0,0,0,0,22,0,152939,0,1,0.0,1,433,4494,4061,53,True,0,Brighton,Everton,DEF
Chris Basham,0,0,23,1,1.3,423,218,0,0,1.5,13.4,2020-01-10T20:00:00Z,90,0,0,0,0,22,0,53336,0,1,0.0,6,2026,5668,3642,45,True,0,West Ham,Sheffield Utd,DEF
Erik Pieters,0,0,0,0,0.0,447,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,369801,0,3,0.0,0,-27394,975,28369,43,False,0,Chelsea,Burnley,DEF
Mason Greenwood,0,0,27,0,2.4,234,217,0,1,5.1,36.0,2020-01-11T15:00:00Z,19,0,0,0,0,22,0,864513,0,4,13.0,5,-13901,57800,71701,43,True,0,Norwich,Man Utd,FWD
Nathaniel Phillips,0,0,0,0,0.0,589,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,225,1,0,0.0,0,78,104,26,40,False,0,Spurs,Liverpool,DEF
Timm Klose,0,0,0,0,0.0,272,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,2097,0,4,0.0,0,12,73,61,43,False,0,Man Utd,Norwich,DEF
Davy Pröpper,0,0,8,0,11.3,54,215,1,0,2.6,14.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,25273,0,1,0.0,2,-698,412,1110,49,False,0,Everton,Brighton,MID
Jan Bednarek,0,0,9,0,0.2,307,216,1,0,1.2,12.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,52268,2,1,0.0,2,1916,3996,2080,44,False,0,Leicester,Southampton,DEF
Bamidele Alli,0,0,8,0,12.1,344,219,1,0,3.0,7.6,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,708220,1,0,10.0,2,-364058,15633,379691,87,True,0,Liverpool,Spurs,MID
Andre Green,0,0,0,0,0.0,32,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,775,6,1,0.0,0,-8,11,19,49,True,0,Man City,Aston Villa,MID
Marc Navarro,0,0,0,0,0.0,360,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,24998,3,0,0.0,0,-956,1032,1988,39,False,0,Bournemouth,Watford,DEF
Pascal Groß,0,0,11,0,16.8,49,215,0,0,2.6,5.4,2020-01-11T15:00:00Z,28,0,0,0,0,22,0,38619,0,1,4.0,1,-3286,982,4268,64,False,0,Everton,Brighton,MID
Mark Travers,0,0,9,0,0.0,74,212,3,0,1.5,15.2,2020-01-12T14:00:00Z,90,0,0,0,0,22,2,11046,3,0,0.0,1,-148,35,183,43,True,0,Watford,Bournemouth,GK
Owen Otasowie,0,0,0,0,0.0,566,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,413,1,1,0.0,0,4,42,38,45,True,0,Newcastle,Wolves,MID
Anwar El Ghazi,0,0,14,0,3.8,30,211,6,1,8.2,29.4,2020-01-12T16:30:00Z,90,0,0,0,0,22,0,70448,6,1,49.0,6,-11160,1645,12805,55,True,1,Man City,Aston Villa,MID
Moussa Sissoko,0,0,0,0,0.0,349,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,121904,1,0,0.0,0,-17183,1042,18225,49,True,0,Liverpool,Spurs,MID
Jed Steer,0,0,0,0,0.0,429,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,6833,6,1,0.0,0,-143,26,169,44,True,0,Man City,Aston Villa,GK
David McGoldrick,0,0,2,0,0.8,303,218,0,0,0.3,0.0,2020-01-10T20:00:00Z,59,0,0,0,0,22,0,16579,0,1,4.0,1,54,1449,1395,54,True,0,West Ham,Sheffield Utd,FWD
Rhu-endly Martina,0,0,0,0,0.0,577,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1804,0,1,0.0,0,102,314,212,40,True,0,Brighton,Everton,DEF
Robert Kenedy Nunes do Nascimento,0,0,0,0,0.0,462,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,2431,0,3,0.0,0,-16,11,27,53,True,0,Burnley,Chelsea,MID
Phil Jones,0,0,0,0,0.0,231,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,10898,0,4,0.0,0,4,250,246,48,True,0,Norwich,Man Utd,DEF
Isaac Success Ajayi,0,0,0,0,0.0,365,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,25876,3,0,0.0,0,-361,218,579,48,False,0,Bournemouth,Watford,FWD
Sadio Mané,0,0,10,1,10.6,192,219,0,0,5.4,12.6,2020-01-11T17:30:00Z,80,0,0,0,0,22,0,2923945,1,0,31.0,3,93711,128999,35288,123,False,0,Spurs,Liverpool,MID
Troy Deeney,0,2,31,1,43.5,362,212,0,1,14.0,50.4,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,76918,3,0,46.0,7,8717,17739,9022,62,False,1,Bournemouth,Watford,FWD
Oliver Skipp,0,0,0,0,0.0,352,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,36119,1,0,0.0,0,2869,4778,1909,43,True,0,Liverpool,Spurs,MID
Willian Borges Da Silva,1,0,26,1,33.1,113,213,0,0,12.6,18.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,472304,0,3,75.0,6,11898,78180,66282,72,True,0,Burnley,Chelsea,MID
Jack Stephens,0,0,8,0,10.3,308,216,1,0,5.5,8.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,86962,2,1,36.0,2,47945,56195,8250,43,False,0,Leicester,Southampton,DEF
Luka Milivojevic,0,0,0,0,0.0,134,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,156754,1,1,0.0,0,-11847,483,12330,67,True,0,Arsenal,Crystal Palace,MID
Kevin De Bruyne,2,0,34,1,40.7,215,211,0,0,8.9,42.6,2020-01-12T16:30:00Z,62,0,0,0,0,22,0,3786619,6,1,6.0,9,83926,128395,44469,106,False,0,Aston Villa,Man City,MID
Granit Xhaka,0,0,12,0,1.8,18,214,1,0,2.2,1.8,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,44664,1,1,18.0,2,802,1560,758,51,False,0,Crystal Palace,Arsenal,MID
Conor Coady,0,0,18,0,0.4,403,220,1,0,2.1,21.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,121255,1,1,0.0,2,2582,8525,5943,50,True,0,Newcastle,Wolves,DEF
Christian Fuchs,0,0,0,0,0.0,163,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,27247,2,1,0.0,0,2371,3408,1037,43,True,0,Southampton,Leicester,DEF
Virgil van Dijk,0,0,22,1,0.9,183,219,0,0,5.7,23.4,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,2922685,1,0,33.0,6,-1951,56997,58948,64,False,0,Spurs,Liverpool,DEF
Michail Antonio,0,0,0,0,0.0,389,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,52101,0,1,0.0,0,-5997,348,6345,69,False,0,Sheffield Utd,West Ham,MID
Pablo Fornals,0,0,2,0,1.0,399,218,0,0,0.2,1.0,2020-01-10T20:00:00Z,6,0,0,0,0,22,0,35204,0,1,0.0,1,1868,5829,3961,60,False,0,Sheffield Utd,West Ham,MID
Will Norris,0,0,0,0,0.0,413,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,43919,1,1,0.0,0,-702,704,1406,40,True,0,Newcastle,Wolves,GK
Bernard Ashley-Seal,0,0,0,0,0.0,559,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,3733,1,1,0.0,0,-91,320,411,45,True,0,Newcastle,Wolves,FWD
Anthony Knockaert,0,0,0,0,0.0,52,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,654,0,1,0.0,0,-10,6,16,54,False,0,Everton,Brighton,MID
Florian Lejeune,0,0,12,0,0.1,257,220,1,0,1.6,16.2,2020-01-11T15:00:00Z,77,0,0,0,0,22,0,896,1,1,0.0,2,5,104,99,44,False,0,Wolves,Newcastle,DEF
Wayne Hennessey,0,0,0,0,0.0,132,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,43280,1,1,0.0,0,-530,591,1121,43,True,0,Arsenal,Crystal Palace,GK
Sean Longstaff,0,0,10,0,12.6,270,220,1,0,2.9,7.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,20275,1,1,9.0,2,-214,466,680,50,False,0,Wolves,Newcastle,MID
Gonçalo Bento Soares Cardoso,0,0,0,0,0.0,594,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,0,0,1,0.0,0,0,0,0,40,False,0,Sheffield Utd,West Ham,DEF
Tariq Lamptey,0,0,0,0,0.0,586,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,4951,0,3,0.0,0,620,1552,932,40,True,0,Burnley,Brighton,DEF
Ralf Fahrmann,0,0,0,0,0.0,449,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,22362,0,4,0.0,0,-343,34,377,44,False,0,Man Utd,Norwich,GK
Ashley Barnes,0,0,0,0,0.0,90,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,192947,0,3,0.0,0,-12837,652,13489,62,False,0,Chelsea,Burnley,FWD
James McCarthy,0,0,7,0,2.6,157,214,1,0,2.7,22.2,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,40793,1,1,2.0,1,-1026,755,1781,44,True,1,Arsenal,Crystal Palace,MID
Jack Cork,0,0,7,0,1.8,102,213,3,0,4.6,8.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,12608,0,3,36.0,2,-345,100,445,49,False,0,Chelsea,Burnley,MID
Nathan Redmond,0,0,13,0,33.5,320,216,1,0,5.4,16.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,46276,2,1,4.0,2,-845,1860,2705,62,False,0,Leicester,Southampton,MID
Henri Lansbury,0,0,3,0,0.4,35,211,1,0,0.3,2.4,2020-01-12T16:30:00Z,11,0,0,0,0,22,0,32440,6,1,0.0,1,-1600,78,1678,44,True,0,Man City,Aston Villa,MID
Trent Alexander-Arnold,0,0,25,1,15.2,182,219,0,0,4.6,24.6,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,2806209,1,0,6.0,6,124345,151074,26729,75,False,0,Spurs,Liverpool,DEF
Thomas Allan,0,0,0,0,0.0,598,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,0,1,1,0.0,0,0,0,0,45,False,0,Wolves,Newcastle,MID
Tanguy Ndombele,0,0,0,0,0.0,442,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,174669,1,0,0.0,0,-5261,117,5378,58,True,0,Liverpool,Spurs,MID
Alisson Ramses Becker,0,2,30,1,0.0,189,219,0,0,2.5,24.8,2020-01-11T17:30:00Z,90,0,0,0,0,22,4,646893,1,0,0.0,9,18106,34793,16687,60,False,0,Spurs,Liverpool,GK
Jacob Murphy,0,0,0,0,0.0,483,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,572,1,1,0.0,0,-2,9,11,48,False,0,Wolves,Newcastle,MID
Alex McCarthy,0,0,17,0,0.0,318,216,1,0,2.9,29.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,4,121896,2,1,0.0,3,47390,56167,8777,43,False,0,Leicester,Southampton,GK
Michy Batshuayi,0,0,0,0,0.0,461,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,34662,0,3,0.0,0,-615,505,1120,66,True,0,Burnley,Chelsea,FWD
Shkodran Mustafi,0,0,0,0,0.0,1,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,23892,1,1,0.0,0,-108,259,367,52,False,0,Crystal Palace,Arsenal,DEF
Winston Reid,0,0,0,0,0.0,383,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,347886,0,1,0.0,0,-94,13474,13568,39,False,0,Sheffield Utd,West Ham,DEF
Christian Pulisic,0,0,0,0,0.0,431,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,367669,0,3,0.0,0,-54208,5083,59291,70,True,0,Burnley,Chelsea,MID
Rúben Gonçalo Silva Nascimento Vinagre,0,0,3,0,1.8,406,220,0,0,0.3,1.2,2020-01-11T15:00:00Z,5,0,0,0,0,22,0,18766,1,1,0.0,1,864,1991,1127,42,True,0,Newcastle,Wolves,DEF
