name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Jorge Luiz Frello Filho,0,0,0,0,0.0,118,283,0,0,0.0,0.0,2020-03-08T14:00:00Z,0,0,0,0,0,29,0,268799,0,4,0,0,-69728,1113,70841,49,True,0,Everton,Chelsea,MID,0
Matej Vydra,0,0,0,0,10.4,92,282,0,0,3.8,7.0,2020-03-07T17:30:00Z,22,0,0,0,0,29,0,15612,1,1,21,1,-3227,1885,5112,53,True,0,Spurs,Burnley,FWD,0
Brandon Austin,0,0,0,0,0.0,558,282,0,0,0.0,0.0,2020-03-07T17:30:00Z,0,0,0,0,0,29,0,13625,1,1,0,0,-128,145,273,40,False,0,Burnley,Spurs,GK,0
Lucas Rodrigues Moura da Silva,0,0,7,0,21.3,345,282,0,0,4.2,9.0,2020-03-07T17:30:00Z,45,0,0,0,0,29,0,362915,1,1,12,1,-21942,11773,33715,71,False,0,Burnley,Spurs,MID,0
John Stones,0,0,0,0,0.0,207,287,0,0,0.0,0.0,2020-03-08T16:30:00Z,0,0,0,0,0,29,0,73701,0,2,0,0,944,1510,566,53,False,0,Man Utd,Man City,DEF,0
David Silva,0,0,0,0,0.0,219,287,0,0,0.0,0.0,2020-03-08T16:30:00Z,0,0,0,0,0,29,0,315319,0,2,0,0,16484,21535,5051,73,False,0,Man Utd,Man City,MID,0
Bukayo Saka,0,0,20,1,37.2,541,281,0,0,5.7,15.6,2020-03-07T15:00:00Z,90,0,0,0,0,29,0,397432,0,1,4,3,239781,248693,8912,46,True,0,West Ham,Arsenal,MID,0
Sead Kolasinac,0,0,0,0,0.0,3,281,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,0,0,0,0,29,0,35418,0,1,0,0,-530,12,542,52,True,0,West Ham,Arsenal,DEF,0
Jonathan Castro Otto,0,0,0,0,0.0,402,290,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,0,0,0,0,29,0,67816,0,0,0,0,-7144,168,7312,54,True,0,Brighton,Wolves,DEF,0
Sadio Mané,1,3,39,0,28.6,192,286,1,1,12.5,56.2,2020-03-07T12:30:00Z,90,0,0,0,0,29,0,1792129,1,2,40,13,-15689,62841,78530,124,True,0,Bournemouth,Liverpool,MID,0
