name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Connolly,0,0,4,0,0.3,534,141,1,0,3.4,6.2,2019-12-05T20:15:00Z,75,0,0,0,0,15,0,179771,2,1,27,2,-5486,9676,15162,47,False,0,Arsenal,Brighton,FWD,0
Aaron Cresswell,0,0,7,0,3.6,376,146,2,0,1.5,10.4,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,103225,0,2,1,0,11058,12861,1803,47,False,1,Wolves,West Ham,DEF,0
Aaron Lennon,0,0,10,0,14.5,430,142,4,0,2.7,10.0,2019-12-03T20:15:00Z,90,0,0,0,0,15,0,6628,4,1,2,2,-77,73,150,47,True,0,Man City,Burnley,MID,0
Aaron Mooy,1,3,30,0,38.1,516,141,1,0,12.1,43.4,2019-12-05T20:15:00Z,90,0,0,0,0,15,0,10357,2,1,39,8,-54,203,257,48,False,0,Arsenal,Brighton,MID,0
Aaron Ramsdale,0,0,11,0,0.0,494,148,1,0,0.6,6.4,2019-12-03T19:30:00Z,90,0,0,0,0,15,1,301059,0,1,0,2,-5904,6854,12758,47,False,0,Crystal Palace,Bournemouth,GK,0
Aaron Wan-Bissaka,0,0,14,0,2.6,122,144,1,0,2.4,15.0,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,1067898,1,2,6,2,-47977,2155,50132,53,True,0,Spurs,Man Utd,DEF,0
Abdoulaye Doucouré,0,0,3,0,4.7,368,143,2,0,1.6,5.4,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,69332,0,2,6,1,-3120,311,3431,57,False,1,Leicester,Watford,MID,0
Adama Traoré,0,0,8,1,27.3,417,146,0,0,5.3,17.2,2019-12-04T19:30:00Z,88,0,0,0,0,15,0,353223,0,2,8,3,8379,26513,18134,52,True,0,West Ham,Wolves,MID,0
Adam Idah,0,0,0,0,0.0,538,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,7335,1,2,0,0,-93,188,281,45,False,0,Southampton,Norwich,FWD,0
Adam Lallana,0,0,6,0,2.1,195,149,2,0,1.0,3.4,2019-12-04T20:15:00Z,71,0,0,0,0,15,0,8864,2,5,4,2,-125,62,187,58,True,0,Everton,Liverpool,MID,0
Adam Masina,0,0,5,0,15.8,355,143,2,0,3.3,17.2,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,4482,0,2,0,0,-49,29,78,43,False,1,Leicester,Watford,DEF,0
Adam Smith,0,0,16,0,3.5,63,148,1,0,2.5,17.4,2019-12-03T19:30:00Z,90,0,0,0,0,15,0,64719,0,1,4,2,-6137,376,6513,43,False,0,Crystal Palace,Bournemouth,DEF,0
Adam Webster,0,0,26,0,10.3,493,141,1,1,13.0,51.4,2019-12-05T20:15:00Z,90,0,0,0,0,15,0,11370,2,1,68,8,-167,139,306,44,False,0,Arsenal,Brighton,DEF,0
Addji Keaninkin Marc-Israel Guehi,0,0,0,0,0.0,545,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,5916,1,2,0,0,-13,231,244,40,True,0,Aston Villa,Chelsea,DEF,0
Ademola Lookman,0,0,0,0,0.0,155,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,461,2,5,0,0,3,9,6,50,False,0,Liverpool,Everton,MID,0
Adrian Mariappa,0,0,11,0,0.0,356,143,2,0,1.5,13.2,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,10670,0,2,2,1,27,243,216,42,False,0,Leicester,Watford,DEF,0
Adrián,0,0,13,0,0.0,526,149,2,0,1.5,15.4,2019-12-04T20:15:00Z,90,0,0,0,0,15,2,206719,2,5,0,1,16635,20610,3975,42,True,0,Everton,Liverpool,GK,0
Ahmed Elmohamady,1,2,28,0,34.9,22,147,2,0,8.2,40.6,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,63658,1,2,6,6,-1156,553,1709,42,False,0,Chelsea,Aston Villa,DEF,0
Ainsley Maitland-Niles,0,0,0,0,0.0,4,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,0,0,0,0,15,0,200192,2,1,0,0,-7794,163,7957,47,True,0,Brighton,Arsenal,DEF,0
Akin Famewo,0,0,0,0,0.0,552,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,4233,1,2,0,0,-3,180,183,40,False,0,Southampton,Norwich,DEF,0
Albian Ajeti,0,0,2,0,0.0,514,146,1,0,0.0,0.0,2019-12-04T19:30:00Z,10,0,0,0,0,15,0,2558,0,2,0,1,-8,48,56,58,False,0,Wolves,West Ham,FWD,0
Alexander Tettey,1,1,27,0,15.8,289,150,0,0,4.1,25.6,2019-12-04T19:30:00Z,45,0,0,0,0,15,0,13485,1,2,0,5,-1016,44,1060,45,False,0,Southampton,Norwich,MID,0
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,69932,0,2,0,0,-1251,183,1434,44,False,0,Wolves,West Ham,FWD,0
Alexandre Lacazette,0,1,29,0,22.8,12,141,1,1,8.8,38.2,2019-12-05T20:15:00Z,76,0,0,0,0,15,0,179286,2,1,27,7,4910,16146,11236,93,True,0,Brighton,Arsenal,FWD,0
Alexis Sánchez,0,0,0,0,0.0,240,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,29213,1,2,0,0,-76,18,94,68,True,0,Spurs,Man Utd,MID,0
Alex Iwobi,0,0,11,0,31.9,17,149,5,0,3.9,4.4,2019-12-04T20:15:00Z,90,0,0,0,0,15,0,85799,2,5,3,2,-2953,443,3396,57,False,0,Liverpool,Everton,MID,0
Alex McCarthy,0,0,12,0,0.0,318,150,1,0,1.4,14.0,2019-12-04T19:30:00Z,90,0,0,0,0,15,2,40083,1,2,0,2,2725,3832,1107,43,True,0,Norwich,Southampton,GK,0
Alex Oxlade-Chamberlain,0,0,0,0,0.0,193,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,45714,2,5,0,0,990,4232,3242,62,True,0,Everton,Liverpool,MID,0
Alfie Whiteman,0,0,0,0,0.0,543,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,29794,1,2,0,0,344,1105,761,40,False,0,Man Utd,Spurs,GK,0
Alireza Jahanbakhsh,0,0,0,0,0.0,50,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,0,0,0,0,15,0,4525,2,1,0,0,-26,19,45,58,False,0,Arsenal,Brighton,MID,0
Alisson,0,0,0,0,0.0,189,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,520844,2,5,0,0,-97976,1627,99603,60,True,0,Everton,Liverpool,GK,0
Allan Saint-Maximin,0,0,20,1,11.5,500,145,0,1,6.5,34.6,2019-12-05T19:30:00Z,80,0,0,0,0,15,0,32267,2,0,19,8,-2905,904,3809,54,False,0,Sheffield Utd,Newcastle,MID,0
Andreas Christensen,0,0,20,0,0.5,108,147,1,0,2.0,19.0,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,42626,1,2,0,2,-538,135,673,49,True,0,Aston Villa,Chelsea,DEF,0
Andreas Pereira,0,0,2,0,0.4,246,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,10,0,0,0,0,15,0,44842,1,2,0,1,-3359,983,4342,50,True,0,Spurs,Man Utd,MID,0
Andrew Robertson,0,0,9,0,26.3,181,149,2,0,4.0,13.6,2019-12-04T20:15:00Z,90,0,0,0,0,15,0,1603499,2,5,0,1,-3577,26982,30559,71,True,0,Everton,Liverpool,DEF,0
Andrew Surman,0,0,0,0,0.0,80,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,0,0,0,0,15,0,2498,0,1,0,0,-45,11,56,47,False,0,Crystal Palace,Bournemouth,MID,0
Andre Gray,0,0,3,0,0.0,364,143,1,0,0.0,0.0,2019-12-04T19:30:00Z,3,0,0,0,0,15,0,29262,0,2,0,1,-806,290,1096,57,False,0,Leicester,Watford,FWD,0
Andre Green,0,0,0,0,0.0,32,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,783,1,2,0,0,4,13,9,49,False,0,Chelsea,Aston Villa,MID,0
Andriy Yarmolenko,0,0,3,0,1.3,392,146,1,0,2.0,0.4,2019-12-04T19:30:00Z,28,0,0,0,0,15,0,176647,0,2,18,1,-39269,1076,40345,57,False,0,Wolves,West Ham,MID,0
Andros Townsend,0,0,0,0,1.7,135,148,0,0,0.7,3.6,2019-12-03T19:30:00Z,45,0,0,0,0,15,0,93340,0,1,2,1,750,2266,1516,56,True,0,Bournemouth,Crystal Palace,MID,0
André Gomes,0,0,0,0,0.0,422,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,22880,2,5,0,0,-363,25,388,53,False,0,Liverpool,Everton,MID,0
Andy Carroll,1,0,20,1,11.9,520,145,0,0,4.2,23.6,2019-12-05T19:30:00Z,71,0,0,0,0,15,0,6331,2,0,6,5,-338,21,359,54,False,0,Sheffield Utd,Newcastle,FWD,0
Andy King,0,0,0,0,0.0,480,143,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,27946,0,2,0,0,-1437,361,1798,43,True,0,Watford,Leicester,MID,0
Andy Lonergan,0,0,0,0,0.0,530,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,1737,2,5,0,0,-11,29,40,43,True,0,Everton,Liverpool,GK,0
Angelo Ogbonna,0,0,12,0,0.6,377,146,2,0,1.1,10.6,2019-12-04T19:30:00Z,90,0,0,0,0,15,0,30183,0,2,0,1,781,1235,454,45,False,0,Wolves,West Ham,DEF,0
Angel Gomes,0,0,0,0,0.0,245,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,6372,1,2,0,0,-41,84,125,48,True,0,Spurs,Man Utd,MID,0
Angus Gunn,0,0,0,0,0.0,319,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,157628,1,2,0,0,-10220,719,10939,45,True,0,Norwich,Southampton,GK,0
Anthony Gordon,0,0,0,0,0.0,561,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,0,0,0,0,15,0,1230,2,5,0,0,108,266,158,45,False,0,Liverpool,Everton,FWD,0
Anthony Knockaert,0,0,0,0,0.0,52,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,0,0,0,0,15,0,660,2,1,0,0,-2,5,7,54,False,0,Arsenal,Brighton,MID,0
Anthony Martial,0,0,0,0,0.0,239,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,545207,1,2,0,0,-109240,5286,114526,77,True,0,Spurs,Man Utd,MID,0
Antonio Rüdiger,0,0,0,0,0.0,104,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,6499,1,2,0,0,-34,29,63,60,True,0,Aston Villa,Chelsea,DEF,0
Anwar El Ghazi,0,0,0,0,0.0,30,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,99633,1,2,0,0,-12708,2936,15644,55,False,0,Chelsea,Aston Villa,MID,0
Archie Mair,0,0,0,0,0.0,551,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,0,0,0,0,15,0,3137,1,2,0,0,82,213,131,40,False,0,Southampton,Norwich,GK,0
