name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Connolly,0,2,27,0,0.9,534,372,1,1,12.4,34.4,2020-07-26T15:00:00Z,89,0,0,0,0,38,0,226980,2,1,89,8,7866,23639,15773,42,False,0,Burnley,Brighton,FWD,0
Aaron Cresswell,0,0,0,0,0.0,376,380,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,0,0,0,0,38,0,110578,1,1,0,0,-9141,5559,14700,45,True,0,Aston Villa,West Ham,DEF,0
Aaron Lennon,0,0,0,0,0.0,430,372,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,0,0,0,0,38,0,6202,2,1,0,0,-42,11,53,46,True,0,Brighton,Burnley,MID,0
Aaron Mooy,0,0,2,0,11.4,516,372,0,0,1.1,0.0,2020-07-26T15:00:00Z,16,0,0,0,0,38,0,32891,2,1,1,1,-1049,493,1542,47,False,0,Burnley,Brighton,MID,0
Aaron Ramsdale,0,0,18,0,10.0,494,375,1,0,4.6,35.8,2020-07-26T15:00:00Z,90,0,0,0,0,38,4,242100,3,1,0,3,2657,8082,5425,44,False,0,Everton,Bournemouth,GK,0
Aaron Wan-Bissaka,0,1,26,1,8.8,122,376,0,0,3.0,20.8,2020-07-26T15:00:00Z,90,0,0,0,0,38,0,1391007,2,0,0,7,-62947,11902,74849,55,False,0,Leicester,Man Utd,DEF,0
Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0,0.0,596,372,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,0,0,0,0,38,0,2803,2,1,0,0,-93,16,109,40,True,0,Brighton,Burnley,DEF,0
Abdoulaye Doucouré,0,0,17,0,27.4,368,371,3,0,7.1,13.6,2020-07-26T15:00:00Z,80,0,0,0,0,38,0,131826,2,3,30,2,-4248,2153,6401,54,False,0,Arsenal,Watford,MID,0
Adalberto Peñaranda,0,0,0,0,0.0,648,371,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,0,0,0,0,38,0,486,2,3,0,0,121,232,111,45,False,0,Arsenal,Watford,FWD,0
Adama Traoré,0,0,-1,0,0.7,417,373,0,0,0.4,2.8,2020-07-26T15:00:00Z,45,0,0,0,0,38,0,980579,0,2,0,1,-51844,16091,67935,56,False,0,Chelsea,Wolves,MID,0
