name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Cresswell,0,0,0,0,0.0,376,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,24435,3,1,0,0,-3205,707,3912,50,False,0,Watford,West Ham,DEF,0
Aaron Lennon,0,0,1,0,0.3,430,30,1,0,0.3,2.2,2019-08-25T15:30:00Z,24,0,0,0,0,3,0,7997,1,1,0,0,-1107,306,1413,49,False,1,Wolves,Burnley,MID,0
Aaron Mooy,0,0,0,0,0.0,516,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,16510,2,0,0,0,-2756,701,3457,50,True,0,Southampton,Brighton,MID,0
Aaron Ramsdale,0,0,12,0,0.0,494,22,3,0,1.9,19.0,2019-08-25T13:00:00Z,90,0,0,0,0,3,2,13643,3,1,0,1,3236,5460,2224,45,True,0,Man City,Bournemouth,GK,0
Aaron Wan-Bissaka,0,0,9,0,21.1,122,25,2,0,3.5,11.8,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,2349140,2,1,2,0,99379,194446,95067,56,True,1,Crystal Palace,Man Utd,DEF,0
Abdoulaye Doucouré,0,0,13,0,46.5,368,29,3,0,12.5,17.8,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,128926,3,1,61,2,-41090,1370,42460,59,True,0,West Ham,Watford,MID,0
Adama Traoré,0,0,1,0,0.8,417,30,0,0,0.9,0.6,2019-08-25T15:30:00Z,14,0,0,0,0,3,0,20573,1,1,8,1,474,3360,2886,50,True,0,Burnley,Wolves,MID,0
Adam Lallana,0,0,3,0,0.0,195,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,4,0,0,0,0,3,0,7431,1,3,0,1,-963,257,1220,59,True,0,Arsenal,Liverpool,MID,0
Adam Masina,0,0,0,0,0.0,355,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,4648,3,1,0,0,-520,37,557,45,True,0,West Ham,Watford,DEF,0
Adam Smith,0,0,3,0,0.5,63,22,3,0,3.7,3.8,2019-08-25T13:00:00Z,67,0,0,0,0,3,0,79479,3,1,33,1,-10345,2953,13298,45,True,0,Man City,Bournemouth,DEF,0
Adam Webster,0,0,0,0,0.0,493,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,5912,2,0,0,0,-701,63,764,45,True,0,Southampton,Brighton,DEF,0
Ademola Lookman,0,0,0,0,0.0,155,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,579,0,2,0,0,-67,9,76,50,False,0,Aston Villa,Everton,MID,0
Adrian Mariappa,0,0,0,0,0.0,356,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,13617,3,1,0,0,-1752,132,1884,44,True,0,West Ham,Watford,DEF,0
Adrián,0,0,10,0,0.0,526,24,1,0,0.9,9.2,2019-08-24T16:30:00Z,90,0,0,0,0,3,2,226686,1,3,0,2,36178,64235,28057,45,True,0,Arsenal,Liverpool,GK,0
Ahmed Elmohamady,0,0,3,0,0.3,22,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,4,0,0,0,0,3,0,123189,0,2,0,1,-1954,14714,16668,45,True,0,Everton,Aston Villa,DEF,0
Ainsley Maitland-Niles,0,0,11,0,9.6,4,24,3,0,3.3,23.4,2019-08-24T16:30:00Z,90,0,0,0,0,3,0,343248,1,3,0,1,28446,90941,62495,50,False,0,Liverpool,Arsenal,DEF,0
Albian Ajeti,0,0,0,0,0.0,514,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,3207,3,1,0,0,-768,218,986,60,False,0,Watford,West Ham,FWD,0
Alexander Tettey,0,0,0,0,0.0,289,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,0,0,0,0,3,0,13427,3,2,0,0,929,2249,1320,45,True,0,Chelsea,Norwich,MID,0
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,29,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,116512,3,1,0,0,-27797,3123,30920,45,False,0,Watford,West Ham,FWD,0
Alexandre Lacazette,0,0,1,0,0.5,12,24,0,0,0.5,2.0,2019-08-24T16:30:00Z,9,0,0,0,0,3,0,219803,1,3,2,1,4283,30970,26687,95,False,0,Liverpool,Arsenal,FWD,0
Alexis Sánchez,0,0,0,0,0.0,240,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,43325,2,1,0,0,-9208,174,9382,69,True,0,Crystal Palace,Man Utd,MID,0
Alex Iwobi,0,0,6,0,6.8,17,21,1,0,3.5,7.4,2019-08-23T19:00:00Z,29,0,0,0,0,3,0,104397,0,2,21,1,-34267,3798,38065,59,False,0,Aston Villa,Everton,MID,0
Alex McCarthy,0,0,0,0,0.0,318,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,37397,2,0,0,0,-4332,101,4433,45,False,0,Brighton,Southampton,GK,0
Alex Oxlade-Chamberlain,0,0,3,0,0.1,193,24,1,0,0.2,2.2,2019-08-24T16:30:00Z,13,0,0,0,0,3,0,27521,1,3,0,1,-1673,2780,4453,64,True,0,Arsenal,Liverpool,MID,0
Alireza Jahanbakhsh,0,0,0,0,0.0,50,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,5184,2,0,0,0,-892,91,983,59,True,0,Southampton,Brighton,MID,0
Alisson,0,0,0,0,0.0,189,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,572939,1,3,0,0,-199129,1217,200346,59,True,0,Arsenal,Liverpool,GK,0
Allan Saint-Maximin,0,0,3,0,1.0,500,28,0,0,0.2,0.0,2019-08-25T15:30:00Z,16,0,0,0,0,3,0,27513,1,0,2,1,-13193,455,13648,55,False,0,Spurs,Newcastle,MID,0
Andreas Christensen,0,0,11,0,0.8,108,26,2,0,3.6,18.0,2019-08-24T11:30:00Z,90,0,0,0,0,3,0,76679,3,2,17,1,5360,14763,9403,50,False,0,Norwich,Chelsea,DEF,0
Andreas Pereira,0,0,0,0,0.0,246,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,59930,2,1,0,0,-9698,8917,18615,50,True,0,Crystal Palace,Man Utd,MID,0
Andrew Robertson,0,0,21,0,49.8,181,24,1,0,11.2,25.0,2019-08-24T16:30:00Z,90,0,0,0,0,3,0,1626092,1,3,37,2,-241307,22333,263640,70,True,0,Arsenal,Liverpool,DEF,0
Andrew Surman,0,0,0,0,0.0,80,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,3538,3,1,0,0,-454,146,600,49,True,0,Man City,Bournemouth,MID,0
Andre Gray,0,2,33,0,33.5,364,29,3,1,11.0,35.0,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,39078,3,1,41,8,-6902,3766,10668,59,True,0,West Ham,Watford,FWD,0
Andre Green,0,0,0,0,0.0,32,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,0,0,0,0,3,0,1098,0,2,0,0,-193,18,211,50,True,0,Everton,Aston Villa,MID,0
Andriy Yarmolenko,0,0,9,0,22.8,392,29,1,0,4.8,12.2,2019-08-24T14:00:00Z,54,0,0,0,0,3,0,9526,3,1,13,1,-1715,288,2003,59,False,0,Watford,West Ham,MID,0
Andros Townsend,0,0,5,0,0.0,135,25,1,0,0.8,8.2,2019-08-24T14:00:00Z,10,0,0,0,0,3,0,183235,2,1,0,1,-41748,3078,44826,60,False,0,Man Utd,Crystal Palace,MID,0
André Gomes,0,0,2,0,8.4,422,21,2,0,1.3,1.6,2019-08-23T19:00:00Z,90,0,0,0,0,3,0,52934,0,2,3,1,-3187,3699,6886,54,False,1,Aston Villa,Everton,MID,0
Andy Carroll,0,0,0,0,0.0,520,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,0,0,0,0,3,0,7337,1,0,0,0,-1726,348,2074,55,False,0,Spurs,Newcastle,FWD,0
Andy King,0,0,0,0,0.0,480,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,27168,2,1,0,0,-11005,196,11201,45,False,0,Sheffield Utd,Leicester,MID,0
Andy Lonergan,0,0,0,0,0.0,530,24,0,0,0.0,0.0,2019-08-24T16:30:00Z,0,0,0,0,0,3,0,1252,1,3,0,0,-822,132,954,45,True,0,Arsenal,Liverpool,GK,0
Angelo Ogbonna,0,0,8,0,0.0,377,29,1,0,4.4,23.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,20311,3,1,21,1,-593,1053,1646,45,False,1,Watford,West Ham,DEF,0
Angel Gomes,0,0,0,0,0.0,245,25,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,7308,2,1,0,0,-1007,324,1331,49,True,0,Crystal Palace,Man Utd,MID,0
Angus Gunn,0,0,26,1,0.0,319,23,0,0,2.2,21.6,2019-08-24T14:00:00Z,90,0,0,0,0,3,3,51272,2,0,0,7,-356,3113,3469,45,False,0,Brighton,Southampton,GK,0
Anthony Knockaert,0,0,0,0,0.0,52,23,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,0,0,0,0,3,0,853,2,0,0,0,-131,23,154,55,True,0,Southampton,Brighton,MID,0
Anthony Martial,1,0,10,0,13.1,239,25,2,0,6.5,15.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,1173198,2,1,36,5,500008,552651,52643,77,True,0,Crystal Palace,Man Utd,MID,0
Antonio Rüdiger,0,0,0,0,0.0,104,26,0,0,0.0,0.0,2019-08-24T11:30:00Z,0,0,0,0,0,3,0,7414,3,2,0,0,-562,422,984,60,False,0,Norwich,Chelsea,DEF,0
Anwar El Ghazi,0,0,20,0,0.5,30,21,0,1,11.2,37.0,2019-08-23T19:00:00Z,13,0,0,0,0,3,0,22463,0,2,74,6,-3603,1821,5424,55,True,0,Everton,Aston Villa,MID,0
Arnaut Danjuma,0,0,0,0,0.0,492,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,2384,3,1,0,0,-1049,23,1072,59,True,0,Man City,Bournemouth,MID,0
Arthur Masuaku,0,0,20,0,15.7,378,29,1,0,4.5,28.4,2019-08-24T14:00:00Z,90,0,0,0,0,3,0,22505,3,1,1,2,-1380,762,2142,45,False,0,Watford,West Ham,DEF,0
Artur Boruc,0,0,0,0,0.0,73,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,0,0,0,0,3,0,22920,3,1,0,0,-2010,368,2378,45,True,0,Man City,Bournemouth,GK,0
Ashley Barnes,0,1,23,1,2.2,90,30,0,1,6.1,35.6,2019-08-25T15:30:00Z,77,0,0,0,0,3,0,462696,1,1,23,7,193564,253226,59662,66,False,0,Wolves,Burnley,FWD,0
Ashley Westwood,0,0,18,0,30.3,101,30,1,0,4.9,17.4,2019-08-25T15:30:00Z,90,0,0,0,0,3,0,42752,1,1,1,2,-6723,1068,7791,55,False,0,Wolves,Burnley,MID,0
