transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,team_a_score,influence,saves,assists,transfers_in,xP,creativity,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,fixture,transfers_out,round,name,threat,position,ict_index,penalties_saved,team_h_score
231882,Sheffield Utd,0,0,1,0,6,2020-01-02T20:00:00Z,0,0,0.0,0,0,246794,0,0.0,74,2665710,182,0,30,True,90,0,0,Liverpool,204,14912,21,Trent Alexander-Arnold,0.0,DEF,0.0,0,2
-828,Southampton,0,0,0,1,1,2020-01-01T15:00:00Z,0,0,6.4,0,0,1390,0,0.4,58,180003,442,0,6,False,24,0,0,Spurs,208,2218,21,Tanguy Ndombele,0.0,MID,0.7,0,1
23868,Sheffield Utd,0,0,1,0,6,2020-01-02T20:00:00Z,0,0,0.0,2,0,34721,0,0.0,60,620105,189,0,25,True,90,0,0,Liverpool,204,10853,21,Alisson,0.0,GK,0.0,0,2
-1,Leicester,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,9,0,0.0,48,573,483,0,0,True,0,0,0,Newcastle,206,10,21,Jacob Murphy,0.0,MID,0.0,0,0
11525,Spurs,1,0,1,0,8,2020-01-01T15:00:00Z,0,0,33.8,5,0,17912,0,0.0,43,72480,318,0,31,True,90,0,0,Southampton,208,6387,21,Alex McCarthy,0.0,GK,3.4,0,1
-952,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,276,0,0.0,66,34818,461,0,0,False,0,0,0,Chelsea,202,1228,21,Michy Batshuayi,0.0,FWD,0.0,0,1
-36,Man Utd,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,212,0,0.0,52,23807,1,0,0,True,0,0,0,Arsenal,201,248,21,Shkodran Mustafi,0.0,DEF,0.0,0,2
2430,Bournemouth,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,16748,0,0.0,39,346725,383,0,0,True,0,0,0,West Ham,210,14318,21,Winston Reid,0.0,DEF,0.0,0,4
-130692,Brighton,0,0,1,0,3,2020-01-01T12:30:00Z,0,1,14.2,0,0,2112,0,13.2,70,420106,431,0,1,False,65,0,0,Chelsea,202,132804,21,Christian Pulisic,54.0,MID,8.1,0,1
2375,Watford,0,0,0,0,1,2020-01-01T15:00:00Z,0,1,12.8,0,0,3112,0,34.5,42,17708,406,0,13,False,36,0,0,Wolves,209,737,21,Rúben Vinagre,6.0,DEF,5.3,0,2
-39,Bournemouth,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,8,0,0.0,45,2792,400,0,0,True,0,0,0,West Ham,210,47,21,Pedro Obiang,0.0,MID,0.0,0,4
13,Sheffield Utd,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,30,0,0.0,45,427,201,0,0,True,0,0,0,Liverpool,204,17,21,Rafael Camacho,0.0,MID,0.0,0,2
-112,Arsenal,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,39,0,0.0,47,12762,236,0,0,False,0,0,0,Man Utd,201,151,21,Sergio Romero,0.0,GK,0.0,0,2
-5,Chelsea,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,3,0,0.0,54,161,51,0,0,True,0,0,0,Brighton,202,8,21,José Heriberto Izquierdo Mena,0.0,MID,0.0,0,1
-85,West Ham,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,9,0,0.0,43,5725,60,0,0,False,0,0,0,Bournemouth,210,94,21,Charlie Daniels,0.0,DEF,0.0,0,4
13,Aston Villa,0,0,0,0,0,2020-01-01T12:30:00Z,0,2,0.0,0,0,161,0,0.0,40,1630,572,0,0,True,0,0,0,Burnley,203,148,21,Anthony Driscoll-Glennon,0.0,DEF,0.0,0,1
-11085,Arsenal,0,0,0,2,2,2020-01-01T20:00:00Z,0,0,3.4,0,0,87349,0,2.8,91,2069836,233,0,-1,False,90,0,0,Man Utd,201,98434,21,Marcus Rashford,30.0,FWD,3.6,0,2
-3549,Burnley,0,0,0,1,2,2020-01-01T12:30:00Z,0,2,4.2,0,0,282,0,1.5,44,66779,491,0,12,False,90,0,0,Aston Villa,203,3831,21,Marvelous Nakamba,0.0,MID,0.6,0,1
-12,Watford,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,14,0,0.0,49,1229,418,0,0,False,0,0,0,Wolves,209,26,21,Hélder Costa,0.0,MID,0.0,0,2
-18371,Man Utd,0,0,0,0,1,2020-01-01T20:00:00Z,0,0,0.6,0,0,8172,0,0.3,44,476069,21,0,2,True,8,0,0,Arsenal,201,26543,21,Matteo Guendouzi,0.0,MID,0.1,0,2
-81084,Brighton,0,0,1,0,3,2020-01-01T12:30:00Z,0,1,5.0,0,0,47762,0,17.1,63,1503229,463,0,6,False,72,0,0,Chelsea,202,128846,21,Mason Mount,32.0,MID,5.4,0,1
2137,Norwich,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,3415,0,0.0,40,25885,556,0,0,False,0,0,0,Crystal Palace,207,1278,21,Stephen Henderson,0.0,GK,0.0,0,1
8,Man Utd,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,70,0,0.0,44,3127,8,0,0,True,0,0,0,Arsenal,201,62,21,Konstantinos Mavropanos,0.0,DEF,0.0,0,2
-49,Spurs,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,29,0,0.0,44,1665,326,0,0,True,0,0,0,Southampton,208,78,21,Tyreke Johnson,0.0,MID,0.0,0,1
-1413,Sheffield Utd,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,334,0,0.0,43,34289,464,0,0,True,0,0,0,Liverpool,204,1747,21,Rhian Brewster,0.0,FWD,0.0,0,2
-42618,Newcastle,0,0,1,0,2,2020-01-01T15:00:00Z,0,3,13.0,0,0,7602,0,27.3,64,430381,448,0,7,False,90,0,1,Leicester,206,50220,21,Youri Tielemans,9.0,MID,4.9,0,0
-114,Bournemouth,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,79,0,0.0,44,4637,398,0,0,True,0,0,0,West Ham,210,193,21,Grady Diangana,0.0,MID,0.0,0,4
-4715,Watford,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,41,0,0.0,48,153021,405,0,0,False,0,0,0,Wolves,209,4756,21,Willy Boly,0.0,DEF,0.0,0,2
-3075,Newcastle,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,2173,0,0.0,59,46019,172,0,0,False,0,0,0,Leicester,206,5248,21,Harvey Barnes,0.0,MID,0.0,0,0
5,West Ham,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,42,0,0.0,45,156,574,0,0,False,0,0,0,Bournemouth,210,37,21,Mihai-Alexandru Dobre,0.0,MID,0.0,0,4
-833,Bournemouth,3,0,1,0,16,2020-01-01T17:30:00Z,0,0,80.4,0,0,1492,0,14.3,50,35269,396,2,58,True,90,0,0,West Ham,210,2325,21,Mark Noble,26.0,MID,12.1,0,4
-15901,Sheffield Utd,2,0,1,0,10,2020-01-02T20:00:00Z,0,0,0.0,0,0,53382,0,0.0,123,1773138,191,1,32,True,90,0,0,Liverpool,204,69283,21,Mohamed Salah,0.0,MID,0.0,0,2
2348,Watford,0,0,0,2,2,2020-01-01T15:00:00Z,0,1,9.0,0,0,43123,0,23.2,44,727249,420,0,11,False,90,0,0,Wolves,209,40775,21,Leander Dendoncker,2.0,MID,3.4,0,2
-11,Man City,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,184,0,0.0,45,2141,561,0,0,False,0,0,0,Everton,205,195,21,Anthony Gordon,0.0,FWD,0.0,0,2
-4502,Man Utd,3,0,1,0,15,2020-01-01T20:00:00Z,0,0,56.2,0,0,29,0,0.2,49,92895,5,1,37,True,90,0,0,Arsenal,201,4531,21,Sokratis,33.0,DEF,8.9,0,2
-502,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,279,0,0.0,49,41826,108,0,0,False,0,0,0,Chelsea,202,781,21,Andreas Christensen,0.0,DEF,0.0,0,1
121443,Man City,0,0,0,2,1,2020-01-01T17:30:00Z,0,1,0.0,0,0,143902,0,2.0,58,268936,147,0,1,False,90,0,1,Everton,205,22459,21,Dominic Calvert-Lewin,26.0,FWD,2.7,0,2
266,Watford,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,317,0,0.0,40,431,587,0,0,False,0,0,0,Wolves,209,51,21,Oskar Buur,0.0,DEF,0.0,0,2
-20,Sheffield Utd,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,18,0,0.0,44,2051,531,0,0,True,0,0,0,Liverpool,204,38,21,Caoimhin Kelleher,0.0,GK,0.0,0,2
-94,Liverpool,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,206,0,0.0,42,7075,292,0,0,False,0,0,0,Sheffield Utd,204,300,21,Kieron Freeman,0.0,DEF,0.0,0,2
-1248,Arsenal,0,0,0,2,1,2020-01-01T20:00:00Z,0,0,16.4,0,0,890,0,15.3,54,46270,226,0,13,False,90,0,0,Man Utd,201,2138,21,Luke Shaw,2.0,DEF,3.4,0,2
-101,Newcastle,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,50,0,0.0,43,12169,170,0,0,False,0,0,0,Leicester,206,151,21,Danny Ward,0.0,GK,0.0,0,0
-72,Leicester,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,6,0,0.0,47,3614,268,0,0,True,0,0,0,Newcastle,206,78,21,Ki Sung-yueng,0.0,MID,0.0,0,0
-71,Leicester,0,0,0,1,1,2020-01-01T15:00:00Z,0,3,1.4,0,0,35,0,0.3,43,4860,519,0,4,True,45,0,0,Newcastle,206,106,21,Emil Krafth,0.0,DEF,0.2,0,0
9,West Ham,0,0,0,4,0,2020-01-01T17:30:00Z,0,0,34.0,0,0,1788,0,0.8,43,61403,61,0,14,False,90,0,0,Bournemouth,210,1779,21,Chris Mepham,0.0,DEF,3.5,0,4
877,Watford,0,0,0,2,6,2020-01-01T15:00:00Z,0,1,35.8,0,0,1151,0,13.1,50,4010,528,1,23,False,65,0,1,Wolves,209,274,21,Pedro Neto,17.0,MID,6.6,0,2
-4,Chelsea,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,14,0,0.0,44,862,43,0,0,True,0,0,0,Brighton,202,18,21,Matthew Clarke,0.0,DEF,0.0,0,1
-2471,Liverpool,0,0,0,2,1,2020-01-02T20:00:00Z,0,0,0.0,0,0,12709,0,0.0,46,161484,293,0,18,False,90,0,0,Sheffield Utd,204,15180,21,Jack O'Connell,0.0,DEF,0.0,0,2
-361,Burnley,0,0,0,1,1,2020-01-01T12:30:00Z,0,2,3.4,0,0,266,0,1.6,43,17213,24,0,4,False,90,0,1,Aston Villa,203,627,21,Neil Taylor,0.0,DEF,0.5,0,1
-3862,Wolves,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,2766,0,0.0,41,54507,359,0,0,True,0,0,0,Watford,209,6628,21,Daryl Janmaat,0.0,DEF,0.0,0,2
-10630,Burnley,0,0,1,0,6,2020-01-01T12:30:00Z,0,2,43.2,0,0,1562,0,1.8,56,101550,428,1,23,False,70,0,0,Aston Villa,203,12192,21,Wesley,56.0,FWD,10.1,0,1
-4423,Leicester,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,47,0,0.0,43,22524,259,0,0,True,0,0,0,Newcastle,206,4470,21,Ciaran Clark,0.0,DEF,0.0,0,0
-2995,Leicester,0,0,0,3,1,2020-01-01T15:00:00Z,0,3,13.4,0,0,952,0,0.2,50,100624,252,0,7,True,90,0,0,Newcastle,206,3947,21,Fabian Schär,7.0,DEF,2.1,0,0
1120,Bournemouth,0,0,1,0,6,2020-01-01T17:30:00Z,0,0,27.4,0,1,3044,0,46.2,52,24079,393,0,18,True,82,0,0,West Ham,210,1924,21,Robert Snodgrass,6.0,MID,8.0,0,4
24,Spurs,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,31,0,0.0,45,47,584,0,0,True,0,0,0,Southampton,208,7,21,William Smallbone,0.0,MID,0.0,0,1
2293,Brighton,0,0,0,1,1,2020-01-01T12:30:00Z,0,1,29.0,0,0,9012,0,10.3,47,146084,459,0,10,False,90,0,1,Chelsea,202,6719,21,Kurt Zouma,6.0,DEF,4.5,0,1
66601,Sheffield Utd,0,0,1,0,6,2020-01-02T20:00:00Z,0,0,0.0,0,0,74060,0,0.0,51,158839,184,0,26,True,90,0,0,Liverpool,204,7459,21,Joseph Gomez,0.0,DEF,0.0,0,2
4274,Liverpool,0,0,0,2,1,2020-01-02T20:00:00Z,0,0,0.0,0,0,9990,0,0.0,45,61957,295,0,15,False,90,0,0,Sheffield Utd,204,5716,21,John Egan,0.0,DEF,0.0,0,2
0,Norwich,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,0,0,0.0,45,0,588,0,0,False,0,0,0,Crystal Palace,207,0,21,Nya Kirby,0.0,MID,0.0,0,1
-6918,Norwich,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,158,0,0.0,43,83800,126,0,0,False,0,0,0,Crystal Palace,207,7076,21,Joel Ward,0.0,DEF,0.0,0,1
-33111,Arsenal,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,7289,0,0.0,84,267782,238,0,0,False,0,0,0,Man Utd,201,40400,21,Paul Pogba,0.0,MID,0.0,0,2
22,West Ham,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,71,0,0.0,45,305,564,0,0,False,0,0,0,Bournemouth,210,49,21,Christian Saydee,0.0,MID,0.0,0,4
107,Man City,0,0,0,0,4,2020-01-01T17:30:00Z,0,1,0.0,0,1,414,0,1.6,62,27804,153,0,12,False,31,0,0,Everton,205,307,21,Theo Walcott,18.0,MID,2.0,0,2
12,Spurs,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,58,0,0.0,43,2769,485,0,0,True,0,0,0,Southampton,208,46,21,Wesley Hoedt,0.0,DEF,0.0,0,1
-18,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,58,0,0.0,45,1861,533,0,0,False,0,0,0,Chelsea,202,76,21,Billy Gilmour,0.0,MID,0.0,0,1
-80,West Ham,0,0,0,4,1,2020-01-01T17:30:00Z,0,0,15.8,0,0,257,0,6.7,50,3141,79,0,14,False,90,0,1,Bournemouth,210,337,21,Lewis Cook,2.0,MID,2.5,0,4
-5449,Sheffield Utd,0,0,0,0,1,2020-01-02T20:00:00Z,0,0,0.0,0,0,3503,0,0.0,52,196895,188,0,3,True,12,0,0,Liverpool,204,8952,21,Divock Origi,0.0,FWD,0.0,0,2
-52,Leicester,0,0,0,3,2,2020-01-01T15:00:00Z,0,3,5.4,0,0,88,0,11.0,51,6400,260,0,10,True,90,0,0,Newcastle,206,140,21,Yoshinori Muto,0.0,FWD,1.6,0,0
-5446,Bournemouth,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,3835,0,0.0,41,128080,553,0,0,True,0,0,0,West Ham,210,9281,21,David Martin,0.0,GK,0.0,0,4
5093,Bournemouth,0,0,1,0,5,2020-01-01T17:30:00Z,0,0,12.4,0,0,13662,0,23.1,47,98231,376,0,19,True,90,0,1,West Ham,210,8569,21,Aaron Cresswell,5.0,DEF,4.1,0,4
238,Arsenal,0,0,0,2,2,2020-01-01T20:00:00Z,0,0,19.4,0,0,1440,0,19.3,53,16034,244,0,16,False,90,0,0,Man Utd,201,1202,21,Fred,22.0,MID,6.1,0,2
-70,Leicester,0,0,0,1,1,2020-01-01T15:00:00Z,0,3,1.0,0,0,445,0,0.9,44,7696,253,0,4,True,45,0,0,Newcastle,206,515,21,DeAndre Yedlin,0.0,DEF,0.2,0,0
2907,Man Utd,0,0,1,0,3,2020-01-01T20:00:00Z,0,0,7.6,0,0,7152,0,15.7,72,67976,15,0,12,True,90,0,0,Arsenal,201,4245,21,Mesut Özil,0.0,MID,2.3,0,2
230,Chelsea,0,0,0,1,3,2020-01-01T12:30:00Z,0,1,25.6,3,0,29559,0,0.0,48,1230665,47,0,17,True,90,0,0,Brighton,202,29329,21,Mat Ryan,0.0,GK,2.6,0,1
-14,Watford,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,122,0,0.0,45,1482,560,0,0,False,0,0,0,Wolves,209,136,21,Taylor Perry,0.0,MID,0.0,0,2
-795,Watford,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,124,0,0.0,55,38013,487,0,0,False,0,0,0,Wolves,209,919,21,Patrick Cutrone,0.0,FWD,0.0,0,2
16,Spurs,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,95,0,0.0,42,2069,532,0,0,True,0,0,0,Southampton,208,79,21,Kevin Danso,0.0,DEF,0.0,0,1
6,Arsenal,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,30,0,0.0,49,2281,228,0,0,False,0,0,0,Man Utd,201,24,21,Eric Bailly,0.0,DEF,0.0,0,2
-214,Bournemouth,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,19,0,0.0,47,15025,394,0,0,True,0,0,0,West Ham,210,233,21,Jack Wilshere,0.0,MID,0.0,0,4
-60,Wolves,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,35,0,0.0,43,8755,367,0,0,True,0,0,0,Watford,209,95,21,Pontus Dahlberg,0.0,GK,0.0,0,2
21142,Spurs,0,0,0,0,1,2020-01-01T15:00:00Z,0,0,0.0,0,0,33425,0,0.0,43,117112,328,0,3,True,1,0,0,Southampton,208,12283,21,Oriol Romeu,0.0,MID,0.0,0,1
-1308,Leicester,0,0,0,3,3,2020-01-01T15:00:00Z,0,3,45.4,6,0,5138,0,0.0,50,97951,262,0,21,True,90,0,0,Newcastle,206,6446,21,Martin Dubravka,0.0,GK,4.5,0,0
1925,Aston Villa,0,0,0,2,1,2020-01-01T12:30:00Z,0,2,24.8,0,0,5823,0,53.9,42,61736,87,0,20,True,90,0,0,Burnley,203,3898,21,Charlie Taylor,3.0,DEF,8.2,0,1
-179,Liverpool,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,242,0,0.0,45,6120,547,0,0,False,0,0,0,Sheffield Utd,204,421,21,Leon Clarke,0.0,FWD,0.0,0,2
-126,Crystal Palace,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,193,0,0.0,45,7331,507,0,0,True,0,0,0,Norwich,207,319,21,Ibrahim Amadou,0.0,MID,0.0,0,1
8396,Everton,0,0,0,1,5,2020-01-01T17:30:00Z,0,1,22.6,0,1,35972,0,48.6,83,348536,217,0,21,True,90,0,0,Man City,205,27576,21,Riyad Mahrez,49.0,MID,12.0,0,2
-15216,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,14168,0,0.0,48,303243,529,0,0,False,0,0,0,Chelsea,202,29384,21,Fikayo Tomori,0.0,DEF,0.0,0,1
113,Man City,0,0,0,2,2,2020-01-01T17:30:00Z,0,1,10.0,0,0,3566,0,40.6,73,191040,151,0,11,False,65,0,0,Everton,205,3453,21,Gylfi Sigurdsson,0.0,MID,5.1,0,2
3078,Chelsea,0,0,0,1,1,2020-01-01T12:30:00Z,0,1,0.4,0,0,5191,0,0.0,45,24864,475,0,2,True,21,0,0,Brighton,202,2113,21,Dan Burn,0.0,DEF,0.0,0,1
-16,Man City,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,6,0,0.0,48,2159,497,0,0,False,0,0,0,Everton,205,22,21,Jean-Philippe Gbamin,0.0,MID,0.0,0,2
-54309,Everton,0,0,0,0,1,2020-01-01T17:30:00Z,0,1,0.0,0,0,35530,0,0.0,118,1709126,214,0,3,True,1,0,0,Man City,205,89839,21,Raheem Sterling,0.0,MID,0.0,0,2
-10,Sheffield Utd,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,14,0,0.0,45,2497,190,0,0,True,0,0,0,Liverpool,204,24,21,Simon Mignolet,0.0,GK,0.0,0,2
-2,Southampton,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,17,0,0.0,50,856,527,0,0,False,0,0,0,Spurs,208,19,21,Georges-Kévin Nkoudou,0.0,MID,0.0,0,1
-1819,Everton,0,0,0,1,2,2020-01-01T17:30:00Z,0,1,10.2,0,0,431,0,28.3,52,59729,518,0,15,True,90,0,0,Man City,205,2250,21,João Cancelo,0.0,DEF,3.9,0,2
-738,Crystal Palace,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,182,0,0.0,45,45624,290,0,0,True,0,0,0,Norwich,207,920,21,Tom Trybull,0.0,MID,0.0,0,1
-101,Newcastle,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,95,0,0.0,53,4412,517,0,0,False,0,0,0,Leicester,206,196,21,Dennis Praet,0.0,MID,0.0,0,0
-302,West Ham,0,0,0,0,0,2020-01-01T17:30:00Z,0,0,0.0,0,0,45,0,0.0,46,11092,78,0,0,False,0,0,0,Bournemouth,210,347,21,Jordon Ibe,0.0,MID,0.0,0,4
-3816,Man Utd,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,206,0,0.0,52,233405,469,0,0,True,0,0,0,Arsenal,201,4022,21,Dani Ceballos,0.0,MID,0.0,0,2
-106,Man City,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,87,0,0.0,43,10588,477,0,0,False,0,0,0,Everton,205,193,21,Lewis Gibson,0.0,DEF,0.0,0,2
-147,Burnley,0,0,0,0,0,2020-01-01T12:30:00Z,0,2,0.0,0,0,182,0,0.0,58,10437,36,0,0,False,0,0,0,Aston Villa,203,329,21,José Ignacio Peleteiro Romallo,0.0,MID,0.0,0,1
6,Wolves,0,0,0,0,0,2020-01-01T15:00:00Z,0,1,0.0,0,0,238,0,0.0,44,14307,513,0,0,True,0,0,0,Watford,209,232,21,Heurelho da Silva Gomes,0.0,GK,0.0,0,2
-1237,Everton,0,0,0,1,2,2020-01-01T17:30:00Z,0,1,12.0,0,0,2826,0,3.8,54,82034,443,0,14,True,90,0,0,Man City,205,4063,21,Rodri,0.0,MID,1.6,0,2
-5784,Aston Villa,0,0,0,0,0,2020-01-01T12:30:00Z,0,2,0.0,0,0,1398,0,0.0,39,179661,89,0,0,True,0,0,0,Burnley,203,7182,21,Ben Gibson,0.0,DEF,0.0,0,1
2466,Aston Villa,0,0,0,2,1,2020-01-01T12:30:00Z,0,2,19.2,0,0,5828,0,0.9,50,65009,83,0,12,True,90,0,0,Burnley,203,3362,21,Ben Mee,0.0,DEF,2.0,0,1
-135,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,189,0,0.0,40,7223,545,0,0,False,0,0,0,Chelsea,202,324,21,Addji Keaninkin Marc-Israel Guehi,0.0,DEF,0.0,0,1
-20910,Burnley,0,0,0,1,2,2020-01-01T12:30:00Z,0,2,13.0,0,0,576,0,0.5,45,211441,445,0,10,False,90,0,0,Aston Villa,203,21486,21,Tyrone Mings,0.0,DEF,1.4,0,1
253,Crystal Palace,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,470,0,0.0,40,4859,551,0,0,True,0,0,0,Norwich,207,217,21,Archie Mair,0.0,GK,0.0,0,1
-232,Arsenal,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,1046,0,0.0,43,18931,250,0,0,False,0,0,0,Man Utd,201,1278,21,James Garner,0.0,MID,0.0,0,2
-34846,Everton,3,0,0,1,13,2020-01-01T17:30:00Z,0,1,74.2,0,0,1393,0,24.7,95,142871,211,2,50,True,90,0,0,Man City,205,36239,21,Gabriel Jesus,93.0,FWD,19.2,0,2
-7963,Spurs,0,0,0,0,1,2020-01-01T15:00:00Z,0,0,0.0,0,0,218,0,3.0,46,133149,315,0,-2,True,32,0,0,Southampton,208,8181,21,Shane Long,7.0,FWD,1.0,0,1
15,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,74,0,0.0,44,1307,121,0,0,False,0,0,0,Chelsea,202,59,21,Ethan Ampadu,0.0,MID,0.0,0,1
-856,Brighton,0,0,0,0,0,2020-01-01T12:30:00Z,0,1,0.0,0,0,1062,0,0.0,55,58242,107,0,0,False,0,0,0,Chelsea,202,1918,21,Emerson,0.0,DEF,0.0,0,1
-643,Leicester,0,0,0,3,2,2020-01-01T15:00:00Z,0,3,6.2,0,0,1840,0,1.2,58,34420,266,0,6,True,90,0,0,Newcastle,206,2483,21,Miguel Almirón,8.0,MID,1.5,0,0
32523,Bournemouth,0,0,1,0,6,2020-01-01T17:30:00Z,0,0,17.4,2,0,36048,0,0.0,49,175456,388,0,24,True,90,0,0,West Ham,210,3525,21,Lukasz Fabianski,0.0,GK,1.7,0,4
95099,Watford,0,0,0,2,2,2020-01-01T15:00:00Z,0,1,0.0,0,0,150648,0,5.6,75,1334776,409,0,2,False,90,0,0,Wolves,209,55549,21,Raúl Jiménez,26.0,FWD,2.6,0,2
574,Crystal Palace,0,0,0,1,1,2020-01-01T17:30:00Z,0,1,14.8,0,0,2897,0,30.3,43,78181,274,0,8,True,90,0,1,Norwich,207,2323,21,Max Aarons,5.0,DEF,5.0,0,1
-1553,Man City,0,0,0,0,0,2020-01-01T17:30:00Z,0,1,0.0,0,0,55,0,0.0,44,46902,158,0,0,False,0,0,0,Everton,205,1608,21,Morgan Schneiderlin,0.0,MID,0.0,0,2
256,Sheffield Utd,0,0,0,0,1,2020-01-02T20:00:00Z,0,0,0.0,0,0,432,0,0.0,58,9097,195,0,3,True,2,0,0,Liverpool,204,176,21,Adam Lallana,0.0,MID,0.0,0,2
-14,Newcastle,0,0,0,0,0,2020-01-01T15:00:00Z,0,3,0.0,0,0,5,0,0.0,52,2206,173,0,0,False,0,0,0,Leicester,206,19,21,Rachid Ghezzal,0.0,MID,0.0,0,0
-1018,Southampton,0,0,0,0,0,2020-01-01T15:00:00Z,0,0,0.0,0,0,1113,0,0.0,53,68660,333,0,0,False,0,0,0,Spurs,208,2131,21,Davinson Sánchez,0.0,DEF,0.0,0,1
-60337,Newcastle,0,0,1,0,6,2020-01-01T15:00:00Z,0,3,16.6,0,0,27880,0,9.8,64,1101502,159,0,27,False,90,0,0,Leicester,206,88217,21,Ricardo Pereira,0.0,DEF,2.6,0,0
-19197,Leicester,0,0,0,2,0,2020-01-01T15:00:00Z,0,3,3.2,0,0,11007,0,0.8,46,211660,498,0,4,True,44,0,0,Newcastle,206,30204,21,Jetro Willems,0.0,DEF,0.4,0,0
-1384,Sheffield Utd,0,0,1,0,3,2020-01-02T20:00:00Z,0,0,0.0,0,0,6880,0,0.0,54,167460,199,0,9,True,90,0,0,Liverpool,204,8264,21,Georginio Wijnaldum,0.0,MID,0.0,0,2
-2070,Sheffield Utd,0,0,0,0,0,2020-01-02T20:00:00Z,0,0,0.0,0,0,64,0,0.0,52,89174,185,0,0,True,0,0,0,Liverpool,204,2134,21,Joel Matip,0.0,DEF,0.0,0,2
-163,Man Utd,0,0,0,0,0,2020-01-01T20:00:00Z,0,0,0.0,0,0,221,0,0.0,48,13568,490,0,0,True,0,0,0,Arsenal,201,384,21,Joe Willock,0.0,MID,0.0,0,2
