name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP,season
Ademola Lookman,0,0,0,0,0.0,155,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,459,0,2,0.0,0,-5,7,12,50,True,0,West Ham,Everton,MID,0,2019-20
Adrian Mariappa,0,0,0,0,0.0,356,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,10792,1,1,0.0,0,-416,77,493,43,False,0,Spurs,Watford,DEF,0,2019-20
Adrián,0,0,0,0,0.0,526,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,408110,1,1,0.0,0,-72356,14356,86712,46,False,0,Man Utd,Liverpool,GK,0,2019-20
Ahmed Elmohamady,0,0,0,0,0.0,22,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,74589,1,2,0.0,0,-5109,1039,6148,43,True,0,Brighton,Aston Villa,DEF,0,2019-20
Ainsley Maitland-Niles,0,0,0,0,0.0,4,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,0,0,0,0,9,0,330367,0,1,0.0,0,-39815,3012,42827,50,False,0,Sheffield Utd,Arsenal,DEF,0,2019-20
Akin Famewo,0,0,0,0,0.0,552,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,1463,0,0,0.0,0,712,852,140,40,False,0,Bournemouth,Norwich,DEF,0,2019-20
Albian Ajeti,0,0,1,0,0.0,514,85,1,0,0.0,0.0,2019-10-19T11:30:00Z,16,0,0,0,0,9,0,2551,0,2,0.0,1,-52,85,137,58,False,0,Everton,West Ham,FWD,0,2019-20
Alexander Tettey,0,0,15,1,1.3,289,82,0,0,1.8,16.6,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,11739,0,0,0.0,3,-681,52,733,45,False,0,Bournemouth,Norwich,MID,0,2019-20
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,81989,0,2,0.0,0,-4177,2081,6258,44,False,0,Everton,West Ham,FWD,0,2019-20
Alexandre Lacazette,0,0,0,0,11.1,12,88,0,0,1.5,2.2,2019-10-21T19:00:00Z,21,0,0,0,0,9,0,100035,0,1,2.0,1,-2146,1365,3511,93,False,0,Sheffield Utd,Arsenal,FWD,0,2019-20
Alexis Sánchez,0,0,0,0,0.0,240,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,30283,1,1,0.0,0,-537,51,588,68,True,0,Liverpool,Man Utd,MID,0,2019-20
Alex Iwobi,0,0,10,1,27.3,17,85,0,0,7.1,15.6,2019-10-19T11:30:00Z,86,0,0,0,0,9,0,104844,0,2,28.0,3,-9445,2206,11651,58,True,0,West Ham,Everton,MID,0,2019-20
Alex McCarthy,0,0,0,0,0.0,318,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,28335,1,1,0.0,0,-860,394,1254,43,False,0,Wolves,Southampton,GK,0,2019-20
Alex Oxlade-Chamberlain,0,0,2,0,2.6,193,87,0,0,1.1,0.0,2019-10-20T15:30:00Z,30,0,0,0,0,9,0,21478,1,1,9.0,1,-1068,349,1417,62,False,0,Man Utd,Liverpool,MID,0,2019-20
Alfie Whiteman,0,0,0,0,0.0,543,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,20188,1,1,0.0,0,2501,3859,1358,40,True,0,Watford,Spurs,GK,0,2019-20
Alireza Jahanbakhsh,0,0,0,0,0.0,50,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,4398,1,2,0.0,0,-61,57,118,58,False,0,Aston Villa,Brighton,MID,0,2019-20
Alisson,0,0,15,0,0.0,189,87,1,0,0.9,9.0,2019-10-20T15:30:00Z,90,0,0,0,0,9,1,412556,1,1,0.0,2,31400,41857,10457,58,False,0,Man Utd,Liverpool,GK,0,2019-20
Allan Saint-Maximin,0,0,9,0,39.4,500,83,1,0,5.3,11.0,2019-10-19T14:00:00Z,84,0,0,0,0,9,0,17156,0,1,3.0,2,2424,3123,699,54,False,0,Chelsea,Newcastle,MID,0,2019-20
Andreas Christensen,0,0,0,0,0.0,108,83,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,56630,0,1,0.0,0,-9200,984,10184,50,True,0,Newcastle,Chelsea,DEF,0,2019-20
Andreas Pereira,0,0,2,0,31.9,246,87,1,0,6.1,11.6,2019-10-20T15:30:00Z,90,0,0,0,0,9,0,30308,1,1,17.0,2,-2721,632,3353,50,True,0,Liverpool,Man Utd,MID,0,2019-20
Andrew Robertson,1,3,32,0,33.2,181,87,1,0,7.5,40.2,2019-10-20T15:30:00Z,90,0,0,0,0,9,0,1332521,1,1,2.0,8,-23734,34739,58473,69,False,0,Man Utd,Liverpool,DEF,0,2019-20
Andrew Surman,0,0,0,0,0.0,80,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,3008,0,0,0.0,0,-108,48,156,48,True,0,Norwich,Bournemouth,MID,0,2019-20
Andre Gray,0,0,0,0,0.0,364,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,32100,1,1,0.0,0,-2634,577,3211,57,False,0,Spurs,Watford,FWD,0,2019-20
Andre Green,0,0,0,0,0.0,32,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,797,1,2,0.0,0,-23,14,37,49,True,0,Brighton,Aston Villa,MID,0,2019-20
Andriy Yarmolenko,0,0,2,0,14.8,392,85,1,0,3.3,7.6,2019-10-19T11:30:00Z,45,0,0,0,0,9,0,434915,0,2,11.0,1,32576,83895,51319,60,False,0,Everton,West Ham,MID,0,2019-20
Andros Townsend,0,0,9,0,0.8,135,84,0,0,0.7,6.2,2019-10-19T16:30:00Z,35,0,0,0,0,9,0,108141,2,0,0.0,1,-5873,1093,6966,57,True,0,Man City,Crystal Palace,MID,0,2019-20
André Gomes,0,0,9,1,13.4,422,85,0,0,1.9,4.0,2019-10-19T11:30:00Z,90,0,0,0,0,9,0,28627,0,2,2.0,2,-814,256,1070,53,True,1,West Ham,Everton,MID,0,2019-20
Andy Carroll,0,0,3,0,1.1,520,83,1,0,0.2,1.0,2019-10-19T14:00:00Z,20,0,0,0,0,9,0,7739,0,1,0.0,1,181,864,683,54,False,0,Chelsea,Newcastle,FWD,0,2019-20
Andy King,0,0,0,0,0.0,480,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,19938,1,2,0.0,0,-1029,76,1105,44,True,0,Burnley,Leicester,MID,0,2019-20
Andy Lonergan,0,0,0,0,0.0,530,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,1654,1,1,0.0,0,-45,49,94,44,False,0,Man Utd,Liverpool,GK,0,2019-20
Angelo Ogbonna,0,0,13,0,10.1,377,85,2,0,8.5,38.2,2019-10-19T11:30:00Z,90,0,0,0,0,9,0,33939,0,2,37.0,1,-725,1012,1737,45,False,0,Everton,West Ham,DEF,0,2019-20
Angel Gomes,0,0,0,0,0.0,245,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,6702,1,1,0.0,0,-105,194,299,48,True,0,Liverpool,Man Utd,MID,0,2019-20
Angus Gunn,0,0,9,0,0.0,319,90,1,0,0.1,1.0,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,233529,1,1,0.0,2,-10184,4181,14365,45,False,0,Wolves,Southampton,GK,0,2019-20
Anthony Knockaert,0,0,0,0,0.0,52,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,664,1,2,0.0,0,-11,7,18,54,False,0,Aston Villa,Brighton,MID,0,2019-20
Anthony Martial,0,0,3,0,0.3,239,87,1,0,0.1,0.2,2019-10-20T15:30:00Z,6,0,0,0,0,9,0,208094,1,1,0.0,1,-12915,5968,18883,75,True,0,Liverpool,Man Utd,MID,0,2019-20
Antonio Rüdiger,0,0,0,0,0.0,104,83,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,6976,0,1,0.0,0,-317,123,440,60,True,0,Newcastle,Chelsea,DEF,0,2019-20
Anwar El Ghazi,0,0,1,0,3.3,30,81,1,0,3.7,0.0,2019-10-19T14:00:00Z,75,0,0,0,0,9,0,129566,1,2,36.0,2,76061,85376,9315,55,True,0,Brighton,Aston Villa,MID,0,2019-20
Archie Mair,0,0,0,0,0.0,551,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,852,0,0,0.0,0,517,590,73,40,False,0,Bournemouth,Norwich,GK,0,2019-20
Arnaut Danjuma,0,0,1,0,0.6,492,82,0,0,2.9,2.2,2019-10-19T14:00:00Z,21,0,0,0,0,9,0,1807,0,0,26.0,1,13,73,60,58,True,0,Norwich,Bournemouth,MID,0,2019-20
Arthur Masuaku,0,0,9,0,15.3,378,85,2,0,3.9,21.4,2019-10-19T11:30:00Z,90,0,0,0,0,9,0,57793,0,2,2.0,1,-6410,502,6912,45,False,0,Everton,West Ham,DEF,0,2019-20
Artur Boruc,0,0,0,0,0.0,73,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,20950,0,0,0.0,0,-603,366,969,44,True,0,Norwich,Bournemouth,GK,0,2019-20
Ashley Barnes,0,0,0,0,0.0,90,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,346642,1,2,0.0,0,-135011,4969,139980,64,False,0,Leicester,Burnley,FWD,0,2019-20
Ashley Westwood,0,0,20,0,31.9,101,86,2,0,7.1,31.4,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,35023,1,2,8.0,2,-472,1829,2301,54,False,0,Leicester,Burnley,MID,0,2019-20
Ashley Young,0,0,9,0,5.1,224,87,1,0,1.4,9.2,2019-10-20T15:30:00Z,90,0,0,0,0,9,0,26566,1,1,0.0,2,-908,986,1894,54,True,0,Liverpool,Man Utd,DEF,0,2019-20
Asmir Begovic,0,0,0,0,0.0,72,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,78837,0,0,0.0,0,-6254,102,6356,43,True,0,Norwich,Bournemouth,GK,0,2019-20
Axel Tuanzebe,0,0,0,0,0.0,481,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,11709,1,1,0.0,0,948,1759,811,44,True,0,Liverpool,Man Utd,DEF,0,2019-20
Aymeric Laporte,0,0,0,0,0.0,202,84,0,0,0.0,0.0,2019-10-19T16:30:00Z,0,0,0,0,0,9,0,159539,2,0,0.0,0,-7152,334,7486,63,False,0,Crystal Palace,Man City,DEF,0,2019-20
Ayoze Pérez,0,0,8,0,5.9,265,86,1,0,2.0,4.4,2019-10-19T14:00:00Z,66,0,0,0,0,9,0,223889,1,2,10.0,2,-5362,6843,12205,60,True,0,Burnley,Leicester,MID,0,2019-20
Bailey Peacock-Farrell,0,0,0,0,0.0,495,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,5602,1,2,0.0,0,-127,59,186,44,False,0,Leicester,Burnley,GK,0,2019-20
Dele Alli,0,1,24,0,27.7,344,89,1,1,11.4,46.0,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,30797,1,1,40.0,7,-441,1748,2189,84,True,1,Watford,Spurs,MID,0,2019-20
Beni Baningime,0,0,0,0,0.0,557,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,0,0,2,0.0,0,0,0,0,45,True,0,West Ham,Everton,MID,0,2019-20
Ben Chilwell,0,0,9,0,5.6,161,86,1,0,3.1,17.4,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,304617,1,2,8.0,2,27285,36438,9153,54,True,0,Burnley,Leicester,DEF,0,2019-20
Benjamin Mendy,0,0,24,1,12.8,204,84,0,0,2.3,9.8,2019-10-19T16:30:00Z,90,0,0,0,0,9,0,26375,2,0,0.0,6,-9050,679,9729,59,False,0,Crystal Palace,Man City,DEF,0,2019-20
Ben Davies,0,0,0,0,0.0,329,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,10794,1,1,0.0,0,-236,316,552,54,True,0,Watford,Spurs,DEF,0,2019-20
Ben Foster,0,0,10,0,0.0,366,89,1,0,0.3,3.2,2019-10-19T14:00:00Z,90,0,0,0,0,9,1,109774,1,1,0.0,2,-1911,2935,4846,48,False,0,Spurs,Watford,GK,0,2019-20
Ben Gibson,0,0,0,0,0.0,89,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,190034,1,2,0.0,0,-4310,3248,7558,40,False,0,Leicester,Burnley,DEF,0,2019-20
Ben Godfrey,0,0,7,0,0.2,273,82,0,0,1.0,9.6,2019-10-19T14:00:00Z,49,0,0,0,0,9,0,16270,0,0,0.0,1,-2543,127,2670,45,False,0,Bournemouth,Norwich,DEF,0,2019-20
Ben Johnson,0,0,0,0,0.0,384,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,104488,0,2,0.0,0,-1390,2755,4145,40,False,0,Everton,West Ham,DEF,0,2019-20
Ben Mee,0,0,9,0,0.4,83,86,2,0,3.9,19.2,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,67164,1,2,19.0,1,381,3137,2756,50,False,0,Leicester,Burnley,DEF,0,2019-20
Ben Osborn,0,0,0,0,0.0,472,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,0,0,0,0,9,0,2284,0,1,0.0,0,-99,19,118,48,True,0,Arsenal,Sheffield Utd,MID,0,2019-20
Beram Kayal,0,0,0,0,0.0,56,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,3690,1,2,0.0,0,-233,84,317,44,False,0,Aston Villa,Brighton,MID,0,2019-20
Bernardo Silva,1,0,29,1,42.5,218,84,0,0,11.8,37.0,2019-10-19T16:30:00Z,90,0,0,0,0,9,0,1009503,2,0,38.0,6,-39880,61125,101005,79,False,0,Crystal Palace,Man City,MID,0,2019-20
Bernardo,0,0,0,0,0.0,39,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,7230,1,2,0.0,0,-477,24,501,43,False,0,Aston Villa,Brighton,DEF,0,2019-20
Bernard,0,2,30,1,12.8,152,85,0,1,10.1,47.2,2019-10-19T11:30:00Z,90,0,0,0,0,9,0,63074,0,2,41.0,10,-5241,747,5988,65,True,0,West Ham,Everton,MID,0,2019-20
Bernd Leno,0,0,14,0,0.0,14,88,1,0,0.9,9.2,2019-10-21T19:00:00Z,90,0,0,0,0,9,1,453397,0,1,0.0,2,25910,39293,13383,50,False,0,Sheffield Utd,Arsenal,GK,0,2019-20
Billy Gilmour,0,0,0,0,0.0,533,83,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,1542,0,1,0.0,0,-35,123,158,45,True,0,Newcastle,Chelsea,MID,0,2019-20
Billy Sharp,0,0,4,0,11.2,298,88,0,0,1.7,4.0,2019-10-21T19:00:00Z,34,0,0,0,0,9,0,25091,0,1,2.0,1,-1028,191,1219,57,True,0,Arsenal,Sheffield Utd,FWD,0,2019-20
Birkir Bjarnason,0,0,0,0,0.0,33,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,3198,1,2,0.0,0,-216,21,237,45,True,0,Brighton,Aston Villa,MID,0,2019-20
Björn Engels,0,0,15,0,1.5,455,81,1,0,2.1,15.0,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,70049,1,2,4.0,2,-2391,3287,5678,45,True,0,Brighton,Aston Villa,DEF,0,2019-20
Brandon Austin,0,0,0,0,0.0,558,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,0,1,1,0.0,0,0,0,0,40,True,0,Watford,Spurs,GK,0,2019-20
Brandon Williams,0,0,3,0,0.0,549,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,1,0,0,0,0,9,0,9783,1,1,0.0,1,3400,4498,1098,40,True,0,Liverpool,Man Utd,DEF,0,2019-20
Bukayo Saka,0,0,7,0,17.7,541,88,1,0,3.8,6.2,2019-10-21T19:00:00Z,90,0,0,0,0,9,0,76596,0,1,14.0,1,19820,29189,9369,45,False,1,Sheffield Utd,Arsenal,MID,0,2019-20
Callum Hudson-Odoi,1,3,32,1,72.0,116,83,0,0,14.4,29.6,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,120327,0,1,42.0,9,68076,73439,5363,59,True,0,Newcastle,Chelsea,MID,0,2019-20
Callum Robinson,0,0,0,0,0.0,453,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,0,0,0,0,9,0,39096,0,1,0.0,0,-3651,1333,4984,53,True,0,Arsenal,Sheffield Utd,MID,0,2019-20
Callum Slattery,0,0,0,0,0.0,327,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,27283,1,1,0.0,0,262,2353,2091,44,False,0,Wolves,Southampton,MID,0,2019-20
Callum Wilson,0,0,6,1,14.6,67,82,0,0,3.5,3.4,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,996294,0,0,17.0,2,168430,204048,35618,80,True,0,Norwich,Bournemouth,FWD,0,2019-20
Calum Chambers,0,0,9,0,30.9,467,88,1,0,7.9,20.2,2019-10-21T19:00:00Z,90,0,0,0,0,9,0,102035,0,1,28.0,1,26078,31329,5251,44,False,1,Sheffield Utd,Arsenal,DEF,0,2019-20
Caoimhin Kelleher,0,0,0,0,0.0,531,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,1728,1,1,0.0,0,-9,61,70,45,False,0,Man Utd,Liverpool,GK,0,2019-20
Carlos Sánchez,0,0,0,0,0.0,397,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,24869,0,2,0.0,0,405,1811,1406,44,False,0,Everton,West Ham,MID,0,2019-20
Carl Jenkinson,0,0,0,0,0.0,9,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,0,0,0,0,9,0,1700,0,1,0.0,0,-31,25,56,45,False,0,Sheffield Utd,Arsenal,DEF,0,2019-20
Cenk Tosun,0,0,0,0,0.0,146,85,0,0,0.0,0.0,2019-10-19T11:30:00Z,0,0,0,0,0,9,0,7670,0,2,0.0,0,-291,158,449,57,True,0,West Ham,Everton,FWD,0,2019-20
Charlie Austin,0,0,0,0,0.0,312,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,3697,1,1,0.0,0,-102,18,120,60,False,0,Wolves,Southampton,FWD,0,2019-20
Charlie Daniels,0,0,0,0,0.0,60,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,7553,0,0,0.0,0,-492,16,508,43,True,0,Norwich,Bournemouth,DEF,0,2019-20
Charlie Taylor,0,0,0,0,0.0,87,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,41394,1,2,0.0,0,-202,2304,2506,42,False,0,Leicester,Burnley,DEF,0,2019-20
Cheikhou Kouyaté,0,0,10,0,12.1,139,84,2,0,2.6,8.6,2019-10-19T16:30:00Z,90,0,0,0,0,9,0,10839,2,0,5.0,2,540,1104,564,49,True,0,Man City,Crystal Palace,MID,0,2019-20
Che Adams,0,0,0,0,0.0,437,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,32856,1,1,0.0,0,-3120,913,4033,56,False,0,Wolves,Southampton,FWD,0,2019-20
Christian Atsu,0,0,3,0,14.5,267,83,0,0,1.9,4.2,2019-10-19T14:00:00Z,7,0,0,0,0,9,0,13713,0,1,0.0,1,-1928,470,2398,54,False,0,Chelsea,Newcastle,MID,0,2019-20
Christian Benteke,0,0,3,0,0.0,129,84,0,0,2.2,5.0,2019-10-19T16:30:00Z,14,0,0,0,0,9,0,43040,2,0,17.0,1,-2076,578,2654,57,True,0,Man City,Crystal Palace,FWD,0,2019-20
Christian Eriksen,0,0,0,0,0.0,343,89,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,243609,1,1,0.0,0,-23937,4004,27941,88,True,0,Watford,Spurs,MID,0,2019-20
Christian Fuchs,0,0,0,0,0.0,163,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,28407,1,2,0.0,0,-1139,345,1484,44,True,0,Burnley,Leicester,DEF,0,2019-20
Christian Kabasele,0,0,16,0,0.2,354,89,1,0,4.1,40.8,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,11921,1,1,0.0,2,422,830,408,43,False,0,Spurs,Watford,DEF,0,2019-20
Christian Pulisic,0,0,2,0,14.3,431,83,0,0,4.5,6.0,2019-10-19T14:00:00Z,26,0,0,0,0,9,0,211852,0,1,25.0,1,-17215,2389,19604,72,True,0,Newcastle,Chelsea,MID,0,2019-20
Christoph Zimmermann,0,0,0,0,0.0,275,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,1001,0,0,0.0,0,-25,16,41,45,False,0,Bournemouth,Norwich,DEF,0,2019-20
Chris Basham,0,1,25,1,0.7,423,88,0,0,2.8,26.8,2019-10-21T19:00:00Z,90,0,0,0,0,9,0,14210,0,1,0.0,7,297,764,467,45,True,0,Arsenal,Sheffield Utd,DEF,0,2019-20
Chris Mepham,0,0,0,0,0.0,61,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,0,0,0,0,9,0,69041,0,0,0.0,0,-8237,28,8265,44,True,0,Norwich,Bournemouth,DEF,0,2019-20
Chris Smalling,0,0,0,0,0.0,223,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,0,0,0,0,9,0,9666,1,1,0.0,0,-233,30,263,53,True,0,Liverpool,Man Utd,DEF,0,2019-20
Chris Wood,0,0,12,0,17.7,91,86,2,1,11.9,45.2,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,83201,1,2,56.0,5,-8617,8001,16618,62,False,1,Leicester,Burnley,FWD,0,2019-20
Ciaran Clark,0,0,6,0,0.3,259,83,1,0,2.7,22.2,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,10045,0,1,4.0,1,116,430,314,43,False,1,Chelsea,Newcastle,DEF,0,2019-20
Claudio Bravo,0,0,0,0,0.0,213,84,0,0,0.0,0.0,2019-10-19T16:30:00Z,0,0,0,0,0,9,0,18708,2,0,0.0,0,-399,220,619,48,False,0,Crystal Palace,Man City,GK,0,2019-20
Connor Wickham,0,0,0,0,0.0,130,84,0,0,0.0,0.0,2019-10-19T16:30:00Z,0,0,0,0,0,9,0,225894,2,0,0.0,0,-24756,118,24874,45,True,0,Man City,Crystal Palace,FWD,0,2019-20
Conor Coady,0,0,7,0,0.3,403,90,1,0,0.8,7.8,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,101367,1,1,0.0,1,2716,5075,2359,50,True,1,Southampton,Wolves,DEF,0,2019-20
Conor Hourihane,0,0,4,0,30.4,28,81,1,0,7.9,13.8,2019-10-19T14:00:00Z,62,0,0,0,0,9,0,9870,1,2,35.0,1,1644,2122,478,57,True,1,Brighton,Aston Villa,MID,0,2019-20
Craig Cathcart,0,0,10,0,0.1,358,89,1,0,1.6,16.0,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,104796,1,1,0.0,2,-4935,491,5426,44,False,0,Spurs,Watford,DEF,0,2019-20
Craig Dawson,0,0,14,0,0.0,439,89,1,0,3.9,39.0,2019-10-19T14:00:00Z,90,0,0,0,0,9,0,13082,1,1,0.0,2,-781,151,932,48,False,0,Spurs,Watford,DEF,0,2019-20
