name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Alisson Ramses Becker,0,0,0,0,0.0,189,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,741621,2,1,0.0,0,-1035061,4603,1039664,59,False,0,Southampton,Liverpool,GK
Allan Saint-Maximin,0,0,0,0,0.0,500,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,41233,1,3,0.0,0,1284,8222,6938,55,False,0,Norwich,Newcastle,MID
Andreas Christensen,0,0,17,0,0.2,108,14,1,0,2.0,19.6,2019-08-18T15:30:00Z,90,0,0,0,0,2,0,66648,1,1,0.0,2,588,8701,8113,50,True,0,Leicester,Chelsea,DEF
Andreas Pereira,0,0,2,0,0.3,246,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,1,0,0,0,0,2,0,71134,1,1,0.0,1,44368,55938,11570,50,False,0,Wolves,Man Utd,MID
Andrew Robertson,0,0,14,0,18.3,181,19,1,0,6.3,23.8,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,1844951,2,1,21.0,2,-128747,22660,151407,70,False,0,Southampton,Liverpool,DEF
Andrew Surman,0,0,3,0,1.4,80,12,1,0,0.6,4.4,2019-08-17T14:00:00Z,45,0,0,0,0,2,0,3803,2,1,0.0,1,-532,184,716,50,False,0,Aston Villa,Bournemouth,MID
Andre Gray,0,0,4,0,11.3,364,15,0,0,1.3,2.0,2019-08-17T14:00:00Z,7,0,0,0,0,2,0,44598,0,1,0.0,1,-6252,2503,8755,60,False,0,Everton,Watford,FWD
Andre Green,0,0,0,0,0.0,32,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,1272,2,1,0.0,0,-423,35,458,50,True,0,Bournemouth,Aston Villa,MID
Andriy Yarmolenko,0,0,2,0,1.3,392,13,0,0,0.2,0.4,2019-08-17T14:00:00Z,13,0,0,0,0,2,0,10857,1,1,0.0,1,-2195,378,2573,60,False,0,Brighton,West Ham,MID
Andros Townsend,0,0,13,0,3.6,135,18,1,0,3.4,16.4,2019-08-18T13:00:00Z,69,0,0,0,0,2,0,224017,0,1,14.0,2,-6281,17994,24275,60,False,0,Sheffield Utd,Crystal Palace,MID
André Filipe Tavares Gomes,0,0,12,1,21.9,422,15,0,0,3.5,13.4,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,53847,0,1,0.0,2,-18492,1847,20339,55,True,1,Watford,Everton,MID
Andy Carroll,0,0,0,0,0.0,520,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,8836,1,3,0.0,0,-2509,589,3098,55,False,0,Norwich,Newcastle,FWD
Andy King,0,0,0,0,0.0,480,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,38414,1,1,0.0,0,-3208,4987,8195,45,False,0,Chelsea,Leicester,MID
Andy Lonergan,0,0,0,0,0.0,530,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,1840,2,1,0.0,0,1228,1527,299,45,False,0,Southampton,Liverpool,GK
Angelo Ogbonna,0,0,17,0,0.5,377,13,1,0,3.2,31.2,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,19822,1,1,0.0,2,-2064,506,2570,45,False,0,Brighton,West Ham,DEF
Angel Gomes,0,0,0,0,0.0,245,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,0,0,0,0,2,0,7938,1,1,0.0,0,-1165,675,1840,50,False,0,Wolves,Man Utd,MID
Angus Gunn,0,0,16,0,0.0,319,19,2,0,3.0,30.2,2019-08-17T14:00:00Z,90,0,0,0,0,2,4,49588,2,1,0.0,2,-3047,1311,4358,45,True,0,Liverpool,Southampton,GK
Anthony Knockaert,0,0,0,0,0.0,52,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,961,1,1,0.0,0,-279,33,312,55,True,0,West Ham,Brighton,MID
Anthony Martial,0,0,20,0,3.3,239,20,1,1,7.1,39.0,2019-08-19T19:00:00Z,90,0,0,0,0,2,0,619935,1,1,29.0,7,200074,232598,32524,76,False,0,Wolves,Man Utd,MID
Antonio Rüdiger,0,0,0,0,0.0,104,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,7432,1,1,0.0,0,-685,408,1093,60,True,0,Leicester,Chelsea,DEF
Anwar El Ghazi,0,0,3,0,11.1,30,12,2,0,5.5,0.4,2019-08-17T14:00:00Z,74,0,0,0,0,2,0,25533,2,1,43.0,2,2182,5484,3302,55,True,0,Bournemouth,Aston Villa,MID
Arnaut Danjuma Groeneveld,0,0,0,0,0.0,492,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,3378,2,1,0.0,0,-1404,120,1524,60,False,0,Aston Villa,Bournemouth,MID
Arthur Masuaku,0,0,15,0,2.8,378,13,1,0,2.0,16.8,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,23018,1,1,0.0,1,-2816,498,3314,45,False,1,Brighton,West Ham,DEF
Artur Boruc,0,0,0,0,0.0,73,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,24253,2,1,0.0,0,-2859,347,3206,45,False,0,Aston Villa,Bournemouth,GK
Ashley Barnes,0,0,22,0,3.5,90,11,2,1,12.3,38.0,2019-08-17T11:30:00Z,90,0,0,0,0,2,0,233541,1,2,81.0,5,105513,129929,24416,65,False,1,Arsenal,Burnley,FWD
Ashley Westwood,0,0,9,0,22.6,101,11,2,0,3.9,12.8,2019-08-17T11:30:00Z,90,0,0,0,0,2,0,48808,1,2,4.0,2,-4427,1859,6286,55,False,0,Arsenal,Burnley,MID
Ashley Young,0,0,0,0,0.0,224,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,0,0,0,0,2,0,24140,1,1,0.0,0,-4538,847,5385,55,False,0,Wolves,Man Utd,DEF
Asmir Begovic,0,0,0,0,0.0,72,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,162692,2,1,0.0,0,-26289,4468,30757,45,False,0,Aston Villa,Bournemouth,GK
Axel Tuanzebe,0,0,0,0,0.0,481,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,0,0,0,0,2,0,8218,1,1,0.0,0,-1061,347,1408,45,False,0,Wolves,Man Utd,DEF
Aymeric Laporte,0,0,15,0,1.7,202,16,2,0,3.9,20.6,2019-08-17T16:30:00Z,90,0,0,0,0,2,0,521926,2,2,17.0,1,-6254,27334,33588,65,True,0,Spurs,Man City,DEF
Ayoze Pérez,0,0,8,0,10.1,265,14,1,0,5.1,9.4,2019-08-18T15:30:00Z,79,0,0,0,0,2,0,922054,1,1,31.0,2,-64931,33466,98397,65,False,0,Chelsea,Leicester,MID
Bailey Peacock-Farrell,0,0,0,0,0.0,495,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,4607,1,2,0.0,0,-320,110,430,45,False,0,Arsenal,Burnley,GK
Bamidele Alli,0,0,0,0,0.0,344,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,0,0,0,0,2,0,26235,2,2,0.0,0,-13699,382,14081,85,False,0,Man City,Spurs,MID
Benjamin Chilwell,0,0,0,0,0.0,161,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,335869,1,1,0.0,0,-8749,11672,20421,55,False,0,Chelsea,Leicester,DEF
Benjamin Mendy,0,0,0,0,0.0,204,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,0,0,0,0,2,0,18410,2,2,0.0,0,-5081,182,5263,60,True,0,Spurs,Man City,DEF
Ben Davies,0,0,0,0,0.0,329,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,0,0,0,0,2,0,8293,2,2,0.0,0,-2174,135,2309,55,False,0,Man City,Spurs,DEF
Ben Foster,0,0,9,0,0.0,366,15,1,0,1.1,10.6,2019-08-17T14:00:00Z,90,0,0,0,0,2,1,157064,0,1,0.0,2,-19986,2285,22271,50,False,0,Everton,Watford,GK
Ben Gibson,0,0,0,0,0.0,89,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,194021,1,2,0.0,0,-7029,6819,13848,40,False,0,Arsenal,Burnley,DEF
Ben Godfrey,0,0,18,0,0.3,273,17,1,0,1.8,17.8,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,14605,1,3,0.0,2,-1009,626,1635,45,True,0,Newcastle,Norwich,DEF
Ben Johnson,0,0,0,0,0.0,384,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,77251,1,1,0.0,0,-2257,4421,6678,40,False,0,Brighton,West Ham,DEF
Ben Mee,0,0,10,0,20.6,83,11,2,0,7.3,21.6,2019-08-17T11:30:00Z,90,0,0,0,0,2,0,52788,1,2,31.0,1,-1351,2351,3702,50,False,0,Arsenal,Burnley,DEF
Ben Osborn,0,0,0,0,0.0,472,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,0,0,0,0,2,0,2794,0,1,0.0,0,-382,42,424,50,True,0,Crystal Palace,Sheffield Utd,MID
Beram Kayal,0,0,0,0,0.0,56,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,5226,1,1,0.0,0,-1481,72,1553,45,True,0,West Ham,Brighton,MID
Bernardo Mota Veiga de Carvalho e Silva,0,0,7,0,21.4,218,16,2,0,12.0,7.6,2019-08-17T16:30:00Z,79,0,0,0,0,2,0,1276904,2,2,91.0,2,-301368,27625,328993,80,True,0,Spurs,Man City,MID
Bernardo Fernandes da Silva Junior,0,0,0,0,0.0,39,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,10547,1,1,0.0,0,-666,300,966,45,True,0,West Ham,Brighton,DEF
Bernard Anício Caldeira Duarte,0,3,38,1,34.9,152,15,0,1,12.9,53.2,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,37116,0,1,41.0,11,1576,6759,5183,65,True,0,Watford,Everton,MID
Bernd Leno,0,0,15,0,0.0,14,11,1,0,2.6,26.4,2019-08-17T11:30:00Z,90,0,0,0,0,2,3,443302,1,2,0.0,3,90465,113328,22863,50,True,0,Burnley,Arsenal,GK
Billy Sharp,0,0,0,0,0.0,298,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,0,0,0,0,2,0,89561,0,1,0.0,0,24468,34382,9914,60,True,0,Crystal Palace,Sheffield Utd,FWD
Birkir Bjarnason,0,0,0,0,0.0,33,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,6899,2,1,0.0,0,-2228,125,2353,45,True,0,Bournemouth,Aston Villa,MID
Bjorn Engels,0,0,12,0,0.6,455,12,2,0,2.4,14.2,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,8133,2,1,9.0,1,53,656,603,45,True,0,Bournemouth,Aston Villa,DEF
Callum Hudson-Odoi,0,0,0,0,0.0,116,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,9532,1,1,0.0,0,-2025,546,2571,60,True,0,Leicester,Chelsea,MID
Callum Robinson,0,0,-1,0,2.3,453,18,0,0,2.3,0.0,2019-08-18T13:00:00Z,55,0,0,0,0,2,0,57700,0,1,21.0,1,-410,4244,4654,55,True,0,Crystal Palace,Sheffield Utd,MID
Callum Slattery,0,0,0,0,0.0,327,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,12295,2,1,0.0,0,-211,1003,1214,45,True,0,Liverpool,Southampton,MID
Callum Wilson,1,0,16,0,52.1,67,12,1,0,9.0,11.4,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,1054621,2,1,26.0,5,-79871,34773,114644,80,False,0,Aston Villa,Bournemouth,FWD
Calum Chambers,0,0,0,0,0.0,467,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,76092,1,2,0.0,0,15821,22739,6918,45,True,0,Burnley,Arsenal,DEF
Caoimhin Kelleher,0,0,0,0,0.0,531,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,466,2,1,0.0,0,245,308,63,45,False,0,Southampton,Liverpool,GK
Carlos Sánchez,0,0,3,0,0.1,397,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,7,0,0,0,0,2,0,27218,1,1,0.0,1,786,4219,3433,45,False,0,Brighton,West Ham,MID
Carl Jenkinson,0,0,0,0,0.0,9,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,2582,1,2,0.0,0,-986,37,1023,45,True,0,Burnley,Arsenal,DEF
Cenk Tosun,0,0,0,0,0.0,146,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,11598,0,1,0.0,0,-2284,803,3087,60,True,0,Watford,Everton,FWD
Charlie Austin,0,0,0,0,0.0,312,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,7058,2,1,0.0,0,-4205,56,4261,60,True,0,Liverpool,Southampton,FWD
Charlie Daniels,0,0,15,0,29.6,60,12,1,0,5.2,22.4,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,16309,2,1,0.0,2,-1534,938,2472,45,False,0,Aston Villa,Bournemouth,DEF
Charlie Taylor,0,0,0,0,0.0,87,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,76445,1,2,0.0,0,-16408,359,16767,45,False,0,Arsenal,Burnley,DEF
Cheikhou Kouyaté,0,0,0,0,0.0,139,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,0,0,0,0,0,2,0,10617,0,1,0.0,0,-1344,516,1860,50,False,0,Sheffield Utd,Crystal Palace,MID
Che Adams,0,0,4,0,12.2,437,19,1,0,2.8,0.2,2019-08-17T14:00:00Z,67,0,0,0,0,2,0,70309,2,1,16.0,2,-8706,1924,10630,60,True,0,Liverpool,Southampton,FWD
Christian Atsu,0,0,0,0,0.0,267,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,7986,1,3,0.0,0,-1403,578,1981,55,False,0,Norwich,Newcastle,MID
Christian Benteke,0,0,11,0,12.3,129,18,1,0,4.5,11.6,2019-08-18T13:00:00Z,90,0,0,0,0,2,0,71692,0,1,21.0,2,897,11131,10234,60,False,0,Sheffield Utd,Crystal Palace,FWD
Christian Eriksen,0,0,11,0,13.7,343,16,2,0,2.2,6.6,2019-08-17T16:30:00Z,90,0,0,0,0,2,0,349292,2,2,2.0,2,-69150,13803,82953,90,False,0,Man City,Spurs,MID
Christian Fuchs,0,0,10,0,22.1,163,14,1,0,4.3,20.2,2019-08-18T15:30:00Z,90,0,0,0,0,2,0,24677,1,1,1.0,2,-2242,843,3085,45,False,0,Chelsea,Leicester,DEF
Christian Kabasele,0,0,0,0,0.0,354,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,13492,0,1,0.0,0,-1858,227,2085,45,False,0,Everton,Watford,DEF
Christian Pulisic,0,0,3,0,3.5,431,14,1,0,1.4,6.2,2019-08-18T15:30:00Z,70,0,0,0,0,2,0,546771,1,1,4.0,2,-12103,69834,81937,75,True,0,Leicester,Chelsea,MID
Christoph Zimmermann,0,0,0,0,0.0,275,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,1356,1,3,0.0,0,-241,27,268,45,True,0,Newcastle,Norwich,DEF
Chris Basham,0,0,25,1,10.8,423,18,0,0,4.4,27.6,2019-08-18T13:00:00Z,90,0,0,0,0,2,0,9695,0,1,6.0,6,-340,325,665,45,True,0,Crystal Palace,Sheffield Utd,DEF
Chris Mepham,0,0,0,0,0.0,61,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,108632,2,1,0.0,0,41580,50181,8601,45,False,0,Aston Villa,Bournemouth,DEF
Chris Smalling,0,0,0,0,0.0,223,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,0,0,0,0,0,2,0,18452,1,1,0.0,0,-2871,678,3549,55,False,0,Wolves,Man Utd,DEF
Chris Wood,0,0,6,0,12.8,91,11,1,0,2.2,1.4,2019-08-17T11:30:00Z,60,0,0,0,0,2,0,82910,1,2,8.0,2,-19415,1717,21132,65,False,0,Arsenal,Burnley,FWD
Ciaran Clark,0,0,0,0,0.0,259,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,11813,1,3,0.0,0,-1027,215,1242,45,False,0,Norwich,Newcastle,DEF
Claudio Bravo,0,0,0,0,0.0,213,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,0,0,0,0,2,0,20828,2,2,0.0,0,-3835,1180,5015,50,True,0,Spurs,Man City,GK
Connor Wickham,0,0,2,0,0.3,130,18,0,0,0.0,0.0,2019-08-18T13:00:00Z,8,0,0,0,0,2,0,368135,0,1,0.0,1,38302,70274,31972,45,False,0,Sheffield Utd,Crystal Palace,FWD
Conor Coady,0,0,6,0,0.1,403,20,1,0,1.4,13.8,2019-08-19T19:00:00Z,90,0,0,0,0,2,0,98516,1,1,0.0,2,-1585,3903,5488,50,True,0,Man Utd,Wolves,DEF
Conor Hourihane,0,0,0,0,0.0,28,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,16676,2,1,0.0,0,-1000,1208,2208,60,True,0,Bournemouth,Aston Villa,MID
Craig Cathcart,0,0,16,0,0.9,358,15,1,0,2.2,21.2,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,237626,0,1,0.0,2,-25517,1424,26941,45,False,0,Everton,Watford,DEF
Craig Dawson,0,0,10,0,0.2,439,15,1,0,3.0,22.6,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,16862,0,1,7.0,2,-1755,339,2094,50,False,0,Everton,Watford,DEF
Cédric Soares,0,0,0,0,0.0,486,19,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,17725,2,1,0.0,0,-2872,380,3252,50,True,0,Liverpool,Arsenal,DEF
César Azpilicueta,0,0,13,0,30.5,105,14,1,0,5.6,19.8,2019-08-18T15:30:00Z,90,0,0,0,0,2,0,468158,1,1,6.0,2,-45085,11906,56991,60,True,0,Leicester,Chelsea,DEF
Dale Stephens,0,0,16,0,2.6,57,13,1,0,4.0,22.6,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,231064,1,1,15.0,2,29557,46998,17441,45,True,0,West Ham,Brighton,MID
Daniel Amartey,0,0,0,0,0.0,178,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,22576,1,1,0.0,0,109,2357,2248,45,False,0,Chelsea,Leicester,MID
Daniel Ceballos Fernández,2,3,38,0,48.3,469,11,1,0,11.6,47.8,2019-08-17T11:30:00Z,82,0,0,0,0,2,0,224045,1,2,20.0,11,-10263,21980,32243,55,True,0,Burnley,Arsenal,MID
Daniel Drinkwater,0,0,0,0,0.0,120,11,0,0,0.0,0.0,2019-08-17T11:30:00Z,0,0,0,0,0,2,0,143926,1,2,0.0,0,-9812,11951,21763,45,False,0,Arsenal,Aston Villa,MID
Daniel James,0,0,6,0,6.4,243,20,1,0,2.9,2.8,2019-08-19T19:00:00Z,88,0,0,0,0,2,0,171379,1,1,20.0,1,18587,37336,18749,60,False,1,Wolves,Man Utd,MID
Danilo Luiz da Silva,0,0,0,0,0.0,209,16,0,0,0.0,0.0,2019-08-17T16:30:00Z,0,0,0,0,0,2,0,4884,2,2,0.0,0,-2962,58,3020,50,True,0,Spurs,Man City,DEF
Danny Ings,0,1,22,0,0.8,313,19,1,1,8.9,29.2,2019-08-17T14:00:00Z,26,0,0,0,0,2,0,119615,2,1,59.0,6,-17541,3638,21179,60,True,0,Liverpool,Southampton,FWD
Danny Rose,0,0,8,0,0.3,332,16,2,0,1.9,18.6,2019-08-17T16:30:00Z,90,0,0,0,0,2,0,147743,2,2,0.0,1,-13784,7194,20978,55,False,0,Man City,Newcastle,DEF
Danny Ward,0,0,0,0,0.0,170,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,14278,1,1,0.0,0,-820,364,1184,45,False,0,Chelsea,Leicester,GK
Danny Welbeck,0,0,2,0,0.8,512,15,0,0,0.9,8.4,2019-08-17T14:00:00Z,23,0,0,0,0,2,0,8135,0,1,0.0,1,-2050,608,2658,60,False,0,Everton,Watford,FWD
Dan Burn,0,0,9,0,25.3,475,13,1,0,6.0,18.0,2019-08-17T14:00:00Z,90,0,0,0,0,2,0,8904,1,1,17.0,2,1775,2379,604,45,True,0,West Ham,Brighton,DEF
Dan Gosling,0,0,0,0,0.0,81,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,1082,2,1,0.0,0,-264,16,280,50,False,0,Aston Villa,Bournemouth,MID
Daryl Janmaat,0,0,0,0,0.0,359,15,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,32584,0,1,0.0,0,-4598,361,4959,45,False,0,Everton,Watford,DEF
Davide Zappacosta,0,0,0,0,0.0,109,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,0,0,0,0,2,0,31217,1,1,0.0,0,-3074,1522,4596,45,True,0,Leicester,Chelsea,DEF
David Brooks,0,0,0,0,0.0,76,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,16619,2,1,0.0,0,-7423,129,7552,65,False,0,Aston Villa,Bournemouth,MID
David Button,0,0,0,0,0.0,48,13,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,0,0,0,0,2,0,1600184,1,1,0.0,0,2399,52848,50449,40,True,0,West Ham,Brighton,GK
