name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Aaron Connolly,0,0,0,0,0.0,534,363,0,0,0.0,0.0,2020-07-20T17:00:00Z,0,0,0,0,0,37,0,199262,0,0,0,0,-8160,10073,18233,42,True,0,Newcastle,Brighton,FWD,0
Aaron Cresswell,0,0,12,0,2.4,376,365,1,0,0.6,3.6,2020-07-22T17:00:00Z,74,0,0,0,0,37,0,121786,1,1,0,2,-3050,3995,7045,45,False,0,Man Utd,West Ham,DEF,0
Aaron Lennon,0,0,0,0,0.0,430,366,0,0,0.0,0.0,2020-07-18T16:30:00Z,0,0,0,0,0,37,0,6245,2,0,0,0,-32,6,38,46,False,0,Norwich,Burnley,MID,0
Aaron Mooy,0,0,3,0,8.2,516,363,0,0,1.9,8.8,2020-07-20T17:00:00Z,57,0,0,0,0,37,0,34389,0,0,2,1,-41,957,998,47,True,0,Newcastle,Brighton,MID,0
Aaron Ramsdale,0,3,38,0,0.0,494,362,2,0,6.5,64.8,2020-07-19T13:00:00Z,90,0,0,1,0,37,6,239619,2,0,0,11,-510,3616,4126,44,True,0,Southampton,Bournemouth,GK,0
Aaron Wan-Bissaka,0,0,5,0,12.2,122,365,0,0,2.4,12.0,2020-07-22T17:00:00Z,45,0,0,0,0,37,0,1501045,1,1,0,1,3424,39333,35909,55,True,0,West Ham,Man Utd,DEF,0
Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0,0.0,596,366,0,0,0.0,0.0,2020-07-18T16:30:00Z,0,0,0,0,0,37,0,2914,2,0,0,0,-77,9,86,40,False,0,Norwich,Burnley,DEF,0
Abdoulaye Doucouré,0,0,4,0,0.5,368,369,4,0,0.3,2.4,2020-07-21T17:00:00Z,81,0,0,0,0,37,0,136563,4,0,0,2,-4366,1236,5602,54,True,0,Man City,Watford,MID,0
Adalberto Peñaranda,0,0,0,0,0.0,648,369,0,0,0.0,0.0,2020-07-21T17:00:00Z,0,0,0,0,0,37,0,304,4,0,0,0,1,41,40,45,True,0,Man City,Watford,FWD,0
Adama Traoré,0,0,6,1,26.4,417,370,0,0,7.1,16.8,2020-07-20T19:15:00Z,80,0,0,0,0,37,0,1052754,0,2,28,2,-8188,26520,34708,56,True,1,Crystal Palace,Wolves,MID,0
