name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP,season
Dale Stephens,0,0,6,0,0.7,57,192,0,0,0.6,5.2,2019-12-28T12:30:00Z,6,0,0,0,0,20,0,160644,0,2,0,1,3122,6302,3180,44,True,0,Bournemouth,Brighton,MID,0,2019-20
Nicolás Otamendi,0,0,0,0,0.0,208,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,198137,0,2,0,0,5829,12808,6979,50,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Keinan Davis,0,0,0,0,0.0,34,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,18392,0,3,0,0,-63,433,496,43,False,0,Watford,Aston Villa,MID,0,2019-20
Ismaïla Sarr,0,0,23,1,17.4,525,199,0,1,13.9,39.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,21242,0,3,83,7,4377,6409,2032,62,True,1,Aston Villa,Watford,MID,0,2019-20
Andy Carroll,1,0,15,0,33.9,520,196,2,0,15.3,31.6,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,8795,2,1,87,5,-314,389,703,54,True,0,Everton,Newcastle,FWD,0,2019-20
André Gomes,0,0,0,0,0.0,422,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,21532,2,1,0,0,-165,5,170,52,False,0,Newcastle,Everton,MID,0,2019-20
Che Adams,0,0,10,0,17.7,437,198,1,0,2.9,7.2,2019-12-28T15:00:00Z,62,0,0,0,0,20,0,23803,1,1,4,2,-94,249,343,53,True,0,Crystal Palace,Southampton,FWD,0,2019-20
Douglas Luiz,0,0,12,0,17.7,470,199,3,0,4.9,19.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,258001,0,3,12,2,2510,11179,8669,44,False,0,Watford,Aston Villa,MID,0,2019-20
David Button,0,0,0,0,0.0,48,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,1482675,0,2,0,0,-9874,5888,15762,40,True,0,Bournemouth,Brighton,GK,0,2019-20
Jack Grealish,0,0,5,0,35.8,29,199,3,0,6.5,7.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,1273572,0,3,22,1,188219,209485,21266,64,False,1,Watford,Aston Villa,MID,0,2019-20
Mark Duffy,0,0,0,0,0.0,300,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,1381,0,2,0,0,-9,9,18,52,False,0,Man City,Sheffield Utd,MID,0,2019-20
Dean Henderson,0,0,13,0,0.0,471,195,2,0,1.1,10.8,2019-12-29T18:00:00Z,90,0,0,0,0,20,2,675322,0,2,0,1,-10632,34454,45086,49,False,0,Man City,Sheffield Utd,GK,0,2019-20
James Justin,0,0,10,0,7.3,433,200,1,0,3.4,20.6,2019-12-28T17:30:00Z,90,0,0,0,0,20,0,7150,2,1,6,2,-46,50,96,48,False,0,West Ham,Leicester,DEF,0,2019-20
James Tomkins,0,2,28,0,0.0,124,198,1,1,10.8,72.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,40218,1,1,36,10,637,4333,3696,50,False,0,Southampton,Crystal Palace,DEF,0,2019-20
Oumar Niasse,0,0,0,0,0.0,570,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,1470,2,1,0,0,104,252,148,45,False,0,Newcastle,Everton,FWD,0,2019-20
Rob Holding,0,0,0,0,0.0,10,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,7497,2,1,0,0,-186,10,196,45,True,0,Chelsea,Arsenal,DEF,0,2019-20
Robert Elliot,0,0,0,0,0.0,573,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,2632,2,1,0,0,587,694,107,40,True,0,Everton,Newcastle,GK,0,2019-20
Axel Tuanzebe,0,0,0,0,0.0,481,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,8689,2,0,0,0,-144,60,204,44,False,0,Burnley,Man Utd,DEF,0,2019-20
Albian Ajeti,0,0,0,0,0.0,514,200,0,0,1.9,0.0,2019-12-28T17:30:00Z,20,0,0,0,0,20,0,2522,2,1,20,1,-23,18,41,57,True,0,Leicester,West Ham,FWD,0,2019-20
Joseph Anang,0,0,0,0,0.0,582,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,2205,2,1,0,0,1411,1515,104,40,True,0,Leicester,West Ham,GK,0,2019-20
Kenny McLean,0,0,5,0,1.7,286,197,1,0,0.5,3.6,2019-12-28T17:30:00Z,20,0,0,0,0,20,0,12286,2,2,0,1,-104,150,254,49,True,0,Spurs,Norwich,MID,0,2019-20
Dejan Lovren,0,0,0,0,0.0,186,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,18113,0,1,0,0,-2362,15,2377,53,True,0,Wolves,Liverpool,DEF,0,2019-20
Troy Parrott,0,0,0,0,0.0,509,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,58084,2,2,0,0,-625,500,1125,44,False,0,Norwich,Spurs,FWD,0,2019-20
Ivan Cavaleiro,0,0,0,0,0.0,419,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,699,0,1,0,0,-19,14,33,49,False,0,Liverpool,Wolves,MID,0,2019-20
Callum Slattery,0,0,0,0,0.0,327,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,25727,1,1,0,0,-303,143,446,44,True,0,Crystal Palace,Southampton,MID,0,2019-20
Neco Williams,0,0,0,0,0.0,575,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,1553,0,1,0,0,55,234,179,40,True,0,Wolves,Liverpool,DEF,0,2019-20
Adama Traoré,0,0,7,0,1.3,417,194,0,0,2.0,10.8,2019-12-29T16:30:00Z,32,0,0,0,0,20,0,669995,0,1,8,1,176506,191442,14936,54,False,0,Liverpool,Wolves,MID,0,2019-20
Alexis Sánchez,0,0,0,0,0.0,240,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,28823,2,0,0,0,-62,21,83,68,False,0,Burnley,Man Utd,MID,0,2019-20
Ademola Lookman,0,0,0,0,0.0,155,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,468,2,1,0,0,1,5,4,50,False,0,Newcastle,Everton,MID,0,2019-20
Mason Holgate,0,0,10,0,0.5,478,196,1,0,4.0,20.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,37795,2,1,19,2,8870,10114,1244,44,False,0,Newcastle,Everton,DEF,0,2019-20
César Azpilicueta,0,0,9,0,13.8,105,191,1,0,3.0,6.0,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,341629,2,1,10,2,-5939,1532,7471,58,False,0,Arsenal,Chelsea,DEF,0,2019-20
Luke Amos,0,0,0,0,0.0,351,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,1029,2,2,0,0,-5,15,20,45,False,0,Norwich,Spurs,MID,0,2019-20
Björn Engels,0,0,0,0,0.0,455,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,44253,0,3,0,0,-2097,355,2452,45,False,0,Watford,Aston Villa,DEF,0,2019-20
Andy King,0,0,0,0,0.0,480,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,23998,2,1,0,0,-452,160,612,43,False,0,West Ham,Leicester,MID,0,2019-20
Paul Dummett,0,0,0,0,0.0,255,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,19198,2,1,0,0,-1300,36,1336,44,True,0,Everton,Newcastle,DEF,0,2019-20
Laurent Koscielny,0,0,0,0,0.0,7,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,5708,2,1,0,0,-13,13,26,50,True,0,Chelsea,Arsenal,DEF,0,2019-20
Bailey Peacock-Farrell,0,0,0,0,0.0,495,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,5411,2,0,0,0,-23,20,43,44,True,0,Man Utd,Burnley,GK,0,2019-20
Domingos Quina,0,0,0,0,0.0,375,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,6660,0,3,0,0,-51,52,103,44,True,0,Aston Villa,Watford,MID,0,2019-20
Bernardo Silva,0,0,10,1,40.9,218,195,0,0,5.5,10.4,2019-12-29T18:00:00Z,61,0,0,0,0,20,0,682483,0,2,4,2,-8857,11457,20314,79,True,1,Sheffield Utd,Man City,MID,0,2019-20
Ryan Bennett,0,0,9,0,0.3,404,194,1,0,1.3,10.8,2019-12-29T16:30:00Z,90,0,0,0,0,20,0,22763,0,1,2,2,-238,167,405,49,False,0,Liverpool,Leicester,DEF,0,2019-20
Aaron Ramsdale,0,0,16,0,0.0,494,192,2,0,2.8,28.2,2019-12-28T12:30:00Z,90,0,0,0,0,20,4,436505,0,2,0,2,48729,56274,7545,47,False,0,Brighton,Bournemouth,GK,0,2019-20
Ravel Morrison,0,0,0,0,0.0,456,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,6361,0,2,0,0,44,211,167,46,False,0,Man City,Sheffield Utd,MID,0,2019-20
Seamus Coleman,0,0,2,0,0.0,144,196,0,0,0.9,9.2,2019-12-28T15:00:00Z,20,0,0,0,0,20,0,85317,2,1,0,1,263,803,540,53,False,0,Newcastle,Everton,DEF,0,2019-20
Max Kilman,0,0,12,0,0.1,408,194,1,0,2.5,24.4,2019-12-29T16:30:00Z,90,0,0,0,0,20,0,163004,0,1,0,2,-1830,1537,3367,40,False,0,Liverpool,Wolves,DEF,0,2019-20
Daniel Drinkwater,0,0,0,0,0.0,120,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,46284,2,0,0,0,-415,254,669,44,True,0,Man Utd,Aston Villa,MID,0,2019-20
Anthony Martial,0,0,21,1,7.5,239,193,0,1,10.9,35.4,2019-12-28T19:45:00Z,88,0,0,0,0,20,0,724795,2,0,66,8,189901,200728,10827,78,False,0,Burnley,Man Utd,MID,0,2019-20
Steven Alzate,0,0,5,0,23.5,537,192,0,0,3.4,6.4,2019-12-28T12:30:00Z,6,0,0,0,0,20,0,6898,0,2,4,1,770,1119,349,45,True,0,Bournemouth,Brighton,MID,0,2019-20
Simon Francis,0,0,0,0,0.0,62,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,2710,0,2,0,0,-462,33,495,44,False,0,Brighton,Bournemouth,DEF,0,2019-20
Daniel N'Lundulu,0,0,0,0,0.0,535,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,6812,1,1,0,0,-74,80,154,45,True,0,Crystal Palace,Southampton,FWD,0,2019-20
Jack Colback,0,0,0,0,0.0,482,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,9678,2,1,0,0,-141,18,159,44,True,0,Everton,Newcastle,MID,0,2019-20
Akin Famewo,0,0,0,0,0.0,552,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,5334,2,2,0,0,-43,109,152,40,True,0,Spurs,Norwich,DEF,0,2019-20
Danilo Luiz da Silva,0,0,0,0,0.0,209,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,3193,0,2,0,0,1,20,19,50,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Roberto Firmino,0,0,6,1,4.6,187,194,0,0,2.9,0.2,2019-12-29T16:30:00Z,85,0,0,0,0,20,0,633070,0,1,24,2,68303,74119,5816,92,True,0,Wolves,Liverpool,FWD,0,2019-20
Sam Byram,0,0,0,0,0.0,454,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,8562,2,2,0,0,-33,89,122,44,True,0,Spurs,Norwich,DEF,0,2019-20
Victor Lindelöf,0,1,27,1,0.5,225,193,0,0,1.8,17.4,2019-12-28T19:45:00Z,90,0,0,0,0,20,0,92134,2,0,0,7,-2890,950,3840,53,False,0,Burnley,Man Utd,DEF,0,2019-20
Olivier Giroud,0,0,0,0,0.0,110,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,74722,2,1,0,0,-292,127,419,66,False,0,Arsenal,Chelsea,FWD,0,2019-20
Frédéric Guilbert,0,0,3,0,11.2,458,199,2,0,2.0,8.6,2019-12-28T15:00:00Z,24,0,0,0,0,20,0,60758,0,3,0,0,-5543,461,6004,44,False,0,Watford,Aston Villa,DEF,0,2019-20
Fraser Forster,0,0,0,0,0.0,317,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,24265,1,1,0,0,-236,25,261,43,True,0,Crystal Palace,Southampton,GK,0,2019-20
Andy Lonergan,0,0,0,0,0.0,530,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,1768,0,1,0,0,-12,3,15,43,True,0,Wolves,Liverpool,GK,0,2019-20
Pedro,0,0,0,0,0.0,114,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,84835,2,1,0,0,-332,129,461,68,False,0,Arsenal,Chelsea,MID,0,2019-20
Matt Doherty,0,0,0,0,0.0,401,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,306511,0,1,0,0,-6314,10198,16512,61,False,0,Liverpool,Wolves,DEF,0,2019-20
Tom Cleverley,0,0,0,0,0.0,371,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,8271,0,3,0,0,-134,8,142,48,True,0,Aston Villa,Watford,MID,0,2019-20
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,66732,2,1,0,0,-333,1215,1548,43,True,0,Leicester,West Ham,FWD,0,2019-20
Jordan Ayew,0,0,5,0,2.6,468,198,1,0,0.8,4.8,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,525283,1,1,1,2,51742,62309,10567,50,False,0,Southampton,Crystal Palace,FWD,0,2019-20
Tom Davies,0,0,6,0,12.9,154,196,1,0,2.3,6.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,11816,2,1,4,1,-231,323,554,53,False,1,Newcastle,Everton,MID,0,2019-20
Matej Vydra,0,0,0,0,0.0,92,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,4008,2,0,0,0,-40,32,72,53,True,0,Man Utd,Burnley,FWD,0,2019-20
Jack Stacey,0,0,12,0,1.9,446,192,2,0,1.8,13.8,2019-12-28T12:30:00Z,90,0,0,0,0,20,0,10358,0,2,2,1,2987,3259,272,43,False,0,Brighton,Bournemouth,DEF,0,2019-20
Fernandinho,0,0,15,1,3.8,221,195,0,0,2.8,24.2,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,50171,0,2,0,3,366,1370,1004,52,True,0,Sheffield Utd,Man City,MID,0,2019-20
Tammy Abraham,0,1,25,0,1.1,460,191,1,1,12.0,33.2,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,2402282,2,1,86,7,-247801,24215,272016,78,False,0,Arsenal,Chelsea,FWD,0,2019-20
Diogo Dalot,0,0,0,0,0.0,229,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,5678,2,0,0,0,-27,2,29,49,False,0,Burnley,Man Utd,DEF,0,2019-20
Matty James,0,0,0,0,0.0,177,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,11079,2,1,0,0,-118,93,211,43,False,0,West Ham,Leicester,MID,0,2019-20
Marcos Alonso,0,0,0,0,0.0,103,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,179513,2,1,0,0,-10476,1069,11545,60,False,0,Arsenal,Chelsea,DEF,0,2019-20
Henrikh Mkhitaryan,0,0,0,0,0.0,16,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,57130,2,1,0,0,-132,18,150,68,True,0,Chelsea,Arsenal,MID,0,2019-20
Gerard Deulofeu,0,0,19,1,72.8,363,199,0,0,10.7,20.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,166745,0,3,14,2,19941,23193,3252,61,True,0,Aston Villa,Watford,FWD,0,2019-20
Luke Cundle,0,0,0,0,0.0,567,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,853,0,1,0,0,62,128,66,45,False,0,Liverpool,Wolves,MID,0,2019-20
Dwight McNeil,0,0,4,0,11.6,97,193,2,0,2.5,7.4,2019-12-28T19:45:00Z,90,0,0,0,0,20,0,47910,2,0,6,1,-2868,1498,4366,60,True,1,Man Utd,Burnley,MID,0,2019-20
Aaron Lennon,0,0,0,0,0.0,430,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,6285,2,0,0,0,-166,5,171,47,True,0,Man Utd,Burnley,MID,0,2019-20
Morgan Gibbs-White,0,0,0,0,0.0,416,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,3926,0,1,0,0,-68,7,75,47,False,0,Liverpool,Wolves,MID,0,2019-20
Curtis Jones,0,0,0,0,0.0,569,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,232,0,1,0,0,16,40,24,45,True,0,Wolves,Liverpool,MID,0,2019-20
Craig Dawson,0,0,3,0,0.0,439,199,0,0,0.5,5.0,2019-12-28T15:00:00Z,30,0,0,0,0,20,0,11073,0,3,0,1,16,161,145,48,True,0,Aston Villa,Watford,DEF,0,2019-20
Calum Chambers,1,0,15,0,10.1,467,191,0,0,3.5,20.6,2019-12-29T14:00:00Z,22,0,0,0,0,20,0,81377,2,1,4,4,-1889,1138,3027,44,True,0,Chelsea,Arsenal,DEF,0,2019-20
Karl Darlow,0,0,0,0,0.0,263,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,8646,2,1,0,0,-41,36,77,43,True,0,Everton,Newcastle,GK,0,2019-20
Mario Vrancic,0,1,27,0,14.6,282,197,1,1,6.5,43.0,2019-12-28T17:30:00Z,74,0,0,0,0,20,0,4810,2,2,7,7,-23,42,65,62,True,1,Spurs,Norwich,MID,0,2019-20
Federico Fernández,0,0,12,0,0.3,254,196,2,0,2.5,25.0,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,52224,2,1,0,1,995,4222,3227,44,True,0,Everton,Newcastle,DEF,0,2019-20
Richard Stearman,0,0,0,0,0.0,296,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,175051,0,2,0,0,3836,6485,2649,39,False,0,Man City,Sheffield Utd,DEF,0,2019-20
Luke Freeman,0,0,0,0,0.0,441,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,4968,0,2,0,0,-72,69,141,51,False,0,Man City,Sheffield Utd,MID,0,2019-20
Tyrick Mitchell,0,0,0,0,0.0,579,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,824,1,1,0,0,57,125,68,40,False,0,Southampton,Crystal Palace,DEF,0,2019-20
Sam Gallagher,0,0,0,0,0.0,316,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,2384,1,1,0,0,-39,12,51,45,True,0,Crystal Palace,Southampton,FWD,0,2019-20
Willy Caballero,0,0,0,0,0.0,112,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,14913,2,1,0,0,-80,31,111,48,False,0,Arsenal,Chelsea,GK,0,2019-20
Kyle Walker-Peters,0,0,0,0,0.0,337,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,40294,2,2,0,0,-554,106,660,44,False,0,Norwich,Southampton,DEF,0,2019-20
N'Golo Kanté,0,0,6,0,3.8,119,191,1,0,2.2,14.8,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,343388,2,1,3,1,-3384,7752,11136,50,False,1,Arsenal,Chelsea,MID,0,2019-20
Ilkay Gündogan,0,0,9,0,3.8,222,195,0,0,0.6,1.8,2019-12-29T18:00:00Z,28,0,0,0,0,20,0,89874,0,2,0,1,391,2369,1978,52,True,0,Sheffield Utd,Man City,MID,0,2019-20
Eric Garcia,0,0,27,1,2.8,544,195,0,0,1.9,16.6,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,2080,0,2,0,6,45,102,57,45,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Vicente Guaita,0,0,17,0,0.0,131,198,1,0,3.1,30.6,2019-12-28T15:00:00Z,90,0,0,0,0,20,4,256657,1,1,0,3,2049,15740,13691,51,False,0,Southampton,Crystal Palace,GK,0,2019-20
Lloyd Kelly,0,0,0,0,0.0,64,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,3607,0,2,0,0,-100,43,143,44,False,0,Brighton,Bournemouth,DEF,0,2019-20
Jürgen Locadia,0,0,0,0,0.0,45,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,5682,0,2,0,0,-23,11,34,52,True,0,Bournemouth,Brighton,FWD,0,2019-20
Max Meyer,0,0,6,0,1.6,136,198,1,0,0.4,2.4,2019-12-28T15:00:00Z,83,0,0,0,0,20,0,6006,1,1,0,2,1,56,55,52,False,0,Southampton,Crystal Palace,MID,0,2019-20
Matt Targett,0,0,13,0,4.6,309,199,1,0,2.9,24.6,2019-12-28T15:00:00Z,65,0,0,0,0,20,0,124746,0,3,0,2,2647,9244,6597,44,False,0,Watford,Aston Villa,DEF,0,2019-20
Johann Berg Gudmundsson,0,0,4,0,14.8,96,193,1,0,2.2,4.2,2019-12-28T19:45:00Z,22,0,0,0,0,20,0,31713,2,0,3,1,-25,68,93,59,True,0,Man Utd,Burnley,MID,0,2019-20
Jay Rodriguez,0,0,7,0,0.3,451,193,1,0,3.3,14.4,2019-12-28T19:45:00Z,31,0,0,0,0,20,0,15532,2,0,18,1,-189,180,369,57,True,0,Man Utd,Burnley,FWD,0,2019-20
Ayotomiwa Dele-Bashiru,0,0,0,0,0.0,563,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,414,0,3,0,0,46,88,42,45,True,0,Aston Villa,Watford,MID,0,2019-20
Tyreece John-Jules,0,0,0,0,0.0,585,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,0,2,1,0,0,0,0,0,45,True,0,Chelsea,Arsenal,FWD,0,2019-20
Andreas Pereira,1,0,22,1,47.7,246,193,0,0,8.3,25.0,2019-12-28T19:45:00Z,72,0,0,0,0,20,0,33489,2,0,10,6,1088,2124,1036,49,False,0,Burnley,Man Utd,MID,0,2019-20
Enda Stevens,0,0,8,0,28.3,291,195,2,0,4.0,11.6,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,183335,0,2,0,0,-13989,3302,17291,51,False,1,Man City,Sheffield Utd,DEF,0,2019-20
James McArthur,0,0,6,0,1.4,138,198,1,0,2.2,18.2,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,53381,1,1,2,1,-75,1881,1956,52,False,1,Southampton,Crystal Palace,MID,0,2019-20
Kevin Long,0,0,0,0,0.0,88,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,0,0,0,0,20,0,8111,2,0,0,0,-2,77,79,43,True,0,Man Utd,Burnley,DEF,0,2019-20
Aymeric Laporte,0,0,0,0,0.0,202,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,0,0,0,0,20,0,142736,0,2,0,0,-550,70,620,63,True,0,Sheffield Utd,Man City,DEF,0,2019-20
Oliver Norwood,0,0,26,0,37.4,302,195,2,0,6.7,30.0,2019-12-29T18:00:00Z,90,0,0,0,0,20,0,24663,0,2,0,2,2777,3596,819,49,False,0,Man City,Sheffield Utd,MID,0,2019-20
Cédric Soares,0,0,12,0,2.7,486,198,1,0,4.2,17.8,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,15718,1,1,21,2,1865,2111,246,48,True,0,Crystal Palace,Arsenal,DEF,0,2019-20
Lys Mousset,0,0,-4,0,12.4,70,195,2,0,5.7,0.0,2019-12-29T18:00:00Z,82,0,0,0,0,20,0,307155,0,2,46,2,-77023,4099,81122,49,False,0,Man City,Sheffield Utd,FWD,0,2019-20
Alex Oxlade-Chamberlain,0,0,0,0,0.0,193,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,0,0,0,0,20,0,31743,0,1,0,0,-4235,44,4279,62,True,0,Wolves,Liverpool,MID,0,2019-20
Adam Webster,0,0,0,0,0.0,493,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,0,0,0,0,20,0,45601,0,2,0,0,26330,27602,1272,44,True,0,Bournemouth,Brighton,DEF,0,2019-20
Kayne Ramsay,0,0,0,0,0.0,311,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,116666,1,1,0,0,747,3517,2770,39,True,0,Crystal Palace,Southampton,DEF,0,2019-20
Abdoulaye Doucouré,1,0,23,1,4.9,368,199,0,0,3.7,12.4,2019-12-28T15:00:00Z,90,0,0,0,0,20,0,61763,0,3,20,6,1489,2581,1092,56,True,0,Aston Villa,Watford,MID,0,2019-20
James Tarkowski,0,0,10,0,0.3,84,193,2,0,1.7,10.8,2019-12-28T19:45:00Z,90,0,0,0,0,20,0,310152,2,0,6,1,-10810,8197,19007,51,True,0,Man Utd,Burnley,DEF,0,2019-20
Yan Valery,0,0,0,0,0.0,306,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,11289,1,1,0,0,-239,7,246,46,True,0,Crystal Palace,Southampton,DEF,0,2019-20
Kieran Trippier,0,0,0,0,0.0,334,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,0,0,0,0,20,0,9798,2,2,0,0,-23,34,57,55,False,0,Norwich,Spurs,DEF,0,2019-20
Nacho Monreal,0,0,0,0,0.0,6,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,18812,2,1,0,0,-75,11,86,50,True,0,Chelsea,Arsenal,DEF,0,2019-20
Kieran Tierney,0,0,0,0,0.0,515,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,0,0,0,0,20,0,29533,2,1,0,0,-1348,13,1361,54,True,0,Chelsea,Arsenal,DEF,0,2019-20
Lucas Torreira,0,0,9,0,3.0,19,191,2,0,1.1,4.4,2019-12-29T14:00:00Z,90,0,0,0,0,20,0,88229,2,1,4,1,791,2398,1607,47,True,1,Chelsea,Arsenal,MID,0,2019-20
Mohamed Elyounoussi,0,0,0,0,0.0,322,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,0,0,0,0,20,0,1824,1,1,0,0,-11,5,16,53,True,0,Crystal Palace,Southampton,MID,0,2019-20
Moise Kean,0,0,0,0,13.7,496,196,1,0,11.1,4.0,2019-12-28T15:00:00Z,60,0,0,0,0,20,0,104452,2,1,93,2,-544,484,1028,64,False,0,Newcastle,Everton,FWD,0,2019-20
