name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Connor Wickham,0,0,0,0,0.0,130,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,148618,0,1,0.0,0,-3232,81,3313,44,True,0,Newcastle,Crystal Palace,FWD
Conor Coady,0,0,20,1,10.0,403,270,0,0,2.6,15.6,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,125626,0,3,0.0,5,14027,16563,2536,50,True,1,Norwich,Wolves,DEF
Conor Hourihane,0,0,1,0,0.7,28,269,1,0,1.0,1.0,2020-02-22T15:00:00Z,31,0,0,0,0,27,0,10865,0,2,8.0,1,-340,50,390,57,False,0,Southampton,Aston Villa,MID
Craig Cathcart,0,0,6,0,0.2,358,267,3,0,1.3,12.8,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,237178,0,3,0.0,0,-5538,9272,14810,44,False,1,Man Utd,Watford,DEF
Craig Dawson,0,0,9,0,14.8,439,267,3,0,2.6,11.4,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,12358,0,3,0.0,1,-239,85,324,48,False,0,Man Utd,Watford,DEF
Curtis Jones,0,0,0,0,0.0,569,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,459,2,3,0.0,0,-4,40,44,45,True,0,West Ham,Liverpool,MID
Cédric Soares,0,0,0,0,0.0,486,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,16265,2,3,0.0,0,-1647,55,1702,48,True,0,Everton,Arsenal,DEF
César Azpilicueta,0,0,21,0,2.4,105,263,1,0,2.6,23.4,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,442749,1,2,0.0,2,-6887,8163,15050,58,True,0,Spurs,Chelsea,DEF
Dale Stephens,0,0,0,0,0.0,57,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,133004,1,1,0.0,0,-8360,89,8449,44,False,0,Sheffield Utd,Brighton,MID
Daniel Amartey,0,0,0,0,0.0,178,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,18911,1,0,0.0,0,-495,42,537,43,True,0,Man City,Leicester,MID
Daniel Castelo Podence,0,0,0,0,0.0,619,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,1800,0,3,0.0,0,-102,343,445,55,True,0,Norwich,Wolves,MID
Daniel Ceballos Fernández,0,0,7,0,5.3,469,261,2,0,1.3,7.0,2020-02-23T16:30:00Z,75,0,0,0,0,27,0,223238,2,3,1.0,2,314,1717,1403,52,True,0,Everton,Arsenal,MID
Daniel Drinkwater,0,0,0,0,0.0,120,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,44698,0,2,0.0,0,-386,300,686,44,False,0,Southampton,Aston Villa,MID
Daniel James,0,0,6,1,17.9,243,267,0,0,8.2,10.4,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,469153,0,3,54.0,3,-16641,9189,25830,59,True,0,Watford,Man Utd,MID
Daniel N'Lundulu,0,0,0,0,0.0,535,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,6993,0,2,0.0,0,44,171,127,45,True,0,Aston Villa,Southampton,FWD
Danilo Luiz da Silva,0,0,0,0,0.0,209,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,3192,1,0,0.0,0,-10,5,15,50,False,0,Leicester,Man City,DEF
Danny Ings,0,0,11,1,11.8,313,269,0,0,6.9,12.4,2020-02-22T15:00:00Z,72,0,0,0,0,27,0,2492198,0,2,45.0,2,276063,304497,28434,71,True,0,Aston Villa,Southampton,FWD
Danny Rose,0,0,6,0,4.9,332,264,1,0,1.2,4.6,2020-02-22T15:00:00Z,70,0,0,0,0,27,0,98259,0,1,2.0,2,21,1463,1442,53,False,0,Crystal Palace,Newcastle,DEF
Danny Ward,0,0,0,0,0.0,170,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,11982,1,0,0.0,0,-52,29,81,43,True,0,Man City,Leicester,GK
Danny Welbeck,0,0,3,0,0.0,512,267,0,0,0.0,0.2,2020-02-23T14:00:00Z,14,0,0,0,0,27,0,8655,0,3,0.0,1,57,187,130,58,False,0,Man Utd,Watford,FWD
Dan Burn,0,0,12,0,11.8,475,268,1,0,3.7,25.0,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,13214,1,1,0.0,2,73,298,225,45,False,0,Sheffield Utd,Brighton,DEF
Dan Gosling,0,0,8,0,2.3,81,262,2,0,3.8,15.0,2020-02-22T15:00:00Z,69,0,0,0,0,27,0,5811,0,3,21.0,2,-467,126,593,49,False,0,Burnley,Bournemouth,MID
Darren Randolph,0,0,0,0,0.0,606,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,8557,2,3,0.0,0,-1058,413,1471,42,False,0,Liverpool,West Ham,GK
Daryl Janmaat,0,0,0,0,0.0,359,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,45218,0,3,0.0,0,985,3089,2104,40,False,0,Man Utd,Watford,DEF
Davide Zappacosta,0,0,0,0,0.0,109,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,11619,1,2,0.0,0,-32,10,42,43,True,0,Spurs,Chelsea,DEF
David Brooks,0,0,0,0,0.0,76,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,6742,0,3,0.0,0,-33,19,52,62,False,0,Burnley,Bournemouth,MID
David Button,0,0,0,0,0.0,48,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,1543056,1,1,0.0,0,9113,26595,17482,39,False,0,Sheffield Utd,Brighton,GK
David de Gea,0,0,24,1,0.0,235,267,0,0,1.6,15.6,2020-02-23T14:00:00Z,90,0,0,0,0,27,2,842273,0,3,0.0,6,1620,8835,7215,54,True,0,Watford,Man Utd,GK
David Luiz Moreira Marinho,1,0,22,0,13.3,106,261,2,0,4.1,27.4,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,361127,2,3,0.0,4,1004,4964,3960,57,True,0,Everton,Arsenal,DEF
David Martin,0,0,0,0,0.0,553,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,125635,2,3,0.0,0,-3534,1902,5436,40,False,0,Liverpool,West Ham,GK
David McGoldrick,0,0,7,0,14.8,303,268,0,0,2.0,5.0,2020-02-22T15:00:00Z,16,0,0,0,0,27,0,12535,1,1,0.0,1,-45,389,434,54,True,0,Brighton,Sheffield Utd,FWD
David Silva,0,0,0,0,0.0,219,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,302615,1,0,0.0,0,-16160,1550,17710,74,False,0,Leicester,Man City,MID
Davinson Sánchez,0,0,20,0,1.6,333,263,2,0,4.5,26.8,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,65804,1,2,17.0,1,-246,540,786,53,False,0,Chelsea,Spurs,DEF
Davy Pröpper,0,0,17,0,10.8,54,268,1,0,3.4,23.6,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,26366,1,1,0.0,1,-57,927,984,48,False,1,Sheffield Utd,Brighton,MID
DeAndre Yedlin,0,0,0,0,0.0,253,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,6019,0,1,0.0,0,-72,140,212,44,False,0,Crystal Palace,Newcastle,DEF
Dean Henderson,0,0,10,0,0.0,471,268,1,0,0.6,5.6,2020-02-22T15:00:00Z,90,0,0,0,0,27,1,1255405,1,1,0.0,2,76391,91716,15325,51,True,0,Brighton,Sheffield Utd,GK
Declan Rice,1,0,16,0,15.2,395,266,3,0,4.8,28.8,2020-02-24T20:00:00Z,90,0,0,0,0,27,0,111803,2,3,4.0,4,-3034,2086,5120,47,False,1,Liverpool,West Ham,MID
Dejan Lovren,0,0,0,0,0.0,186,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,14665,2,3,0.0,0,-73,68,141,53,True,0,West Ham,Liverpool,DEF
Demarai Gray,0,0,0,0,0.0,175,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,18217,1,0,0.0,0,-178,115,293,51,True,0,Man City,Leicester,MID
Dennis Praet,0,0,6,0,1.9,517,265,1,0,0.2,0.0,2020-02-22T17:30:00Z,84,0,0,0,0,27,0,6186,1,0,0.0,2,-393,176,569,53,True,0,Man City,Leicester,MID
Dennis Srbeny,0,0,0,0,0.0,279,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,2736,0,3,0.0,0,-25,22,47,52,False,0,Wolves,Norwich,FWD
Diego Rico,0,0,0,0,0.0,65,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,815100,0,3,0.0,0,-17999,14956,32955,43,False,0,Burnley,Bournemouth,DEF
Dimitri Foulquier,0,0,0,0,0.0,542,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,10580,0,3,0.0,0,-278,24,302,40,False,0,Man Utd,Watford,DEF
Diogo Jota,1,3,66,1,23.3,410,270,0,2,16.4,72.2,2020-02-23T14:00:00Z,63,0,0,0,0,27,0,216418,0,3,68.0,16,23574,26088,2514,61,True,0,Norwich,Wolves,FWD
Divock Origi,0,0,0,0,0.0,188,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,183601,2,3,0.0,0,-5208,1356,6564,52,True,0,West Ham,Liverpool,FWD
Djibril Sidibé,0,0,11,0,3.8,511,261,3,0,2.6,14.4,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,100583,2,3,8.0,1,-29226,801,30027,52,False,0,Arsenal,Everton,DEF
Domingos Quina,0,0,0,0,0.0,375,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,6269,0,3,0.0,0,-45,36,81,44,False,0,Man Utd,Watford,MID
Dominic Calvert-Lewin,0,0,22,0,5.2,147,261,3,1,12.9,40.0,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,934013,2,3,84.0,6,105576,178490,72914,62,False,0,Arsenal,Everton,FWD
Dominic Solanke,0,0,3,0,0.2,69,262,1,0,0.7,7.2,2020-02-22T15:00:00Z,16,0,0,0,0,27,0,25149,0,3,0.0,1,-153,690,843,52,False,0,Burnley,Bournemouth,FWD
Douglas Luiz Soares de Paulo,0,0,9,0,4.7,470,269,2,0,1.9,12.0,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,301263,0,2,2.0,2,806,17163,16357,44,False,0,Southampton,Aston Villa,MID
Dwight Gayle,0,0,5,0,0.5,554,264,0,0,0.3,2.0,2020-02-22T15:00:00Z,19,0,0,0,0,27,0,2819,0,1,0.0,1,46,140,94,50,False,0,Crystal Palace,Newcastle,FWD
Dwight McNeil,1,3,44,1,40.0,97,262,0,1,12.8,71.2,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,33528,0,3,17.0,14,-62,1827,1889,60,True,0,Bournemouth,Burnley,MID
Ederson Santana de Moraes,0,0,31,1,0.0,212,265,0,0,2.1,21.4,2020-02-22T17:30:00Z,90,0,0,0,0,27,3,839579,1,0,0.0,7,-7026,3435,10461,60,False,0,Leicester,Man City,GK
Edward Nketiah,0,1,23,0,1.8,13,261,2,1,7.5,30.4,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,51480,2,3,43.0,7,6226,8505,2279,43,True,0,Everton,Arsenal,FWD
Eldin Jakupovic,0,0,0,0,0.0,169,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,6538,1,0,0.0,0,-25,32,57,42,True,0,Man City,Leicester,GK
Emerson Palmieri dos Santos,0,0,0,0,0.0,107,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,54494,1,2,0.0,0,-481,217,698,54,True,0,Spurs,Chelsea,DEF
Emile Smith Rowe,0,0,0,0,0.0,576,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,2361,2,3,0.0,0,243,599,356,43,True,0,Everton,Arsenal,MID
Emiliano Buendía,0,0,1,0,12.8,283,270,0,0,2.6,13.2,2020-02-23T14:00:00Z,31,0,0,0,0,27,0,54752,0,3,0.0,0,-1351,780,2131,60,False,1,Wolves,Norwich,MID
Emiliano Martínez,0,0,0,0,0.0,427,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,17978,2,3,0.0,0,-52,97,149,43,True,0,Everton,Arsenal,GK
Emil Krafth,0,0,0,0,0.0,519,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,4550,0,1,0.0,0,-96,12,108,43,False,0,Crystal Palace,Newcastle,DEF
Enda Stevens,0,0,18,0,6.9,291,268,1,1,7.1,42.8,2020-02-22T15:00:00Z,45,0,0,0,0,27,0,241871,1,1,21.0,7,1822,15503,13681,51,True,0,Brighton,Sheffield Utd,DEF
Eric Bailly,0,0,0,0,0.0,228,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,8231,0,3,0.0,0,4854,5248,394,49,True,0,Watford,Man Utd,DEF
Eric Dier,0,0,0,0,0.0,350,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,14015,1,2,0.0,0,227,445,218,48,False,0,Chelsea,Spurs,MID
Eric Garcia,0,0,0,0,0.0,544,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,3726,1,0,0.0,0,-222,79,301,45,False,0,Leicester,Man City,DEF
Erik Lamela,1,0,15,0,3.5,346,263,0,0,1.8,4.8,2020-02-22T12:30:00Z,27,0,0,0,0,27,0,83241,1,2,10.0,4,-1035,776,1811,57,False,0,Chelsea,Spurs,MID
Erik Pieters,0,0,0,0,0.0,447,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,311770,0,3,0.0,0,-5232,2356,7588,42,True,0,Bournemouth,Burnley,DEF
Ethan Ampadu,0,0,0,0,0.0,121,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,1247,1,2,0.0,0,-2,23,25,44,True,0,Spurs,Chelsea,MID
Etienne Capoue,0,0,8,0,3.2,373,267,3,0,1.4,11.0,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,25378,0,3,0.0,2,2148,3068,920,48,False,0,Man Utd,Watford,MID
Ezequiel Schelotto,0,0,8,0,1.1,546,268,1,0,3.7,16.0,2020-02-22T15:00:00Z,74,0,0,0,0,27,0,38056,1,1,20.0,2,1986,3523,1537,40,False,0,Sheffield Utd,Brighton,DEF
Ezri Konsa Ngoyo,0,0,1,0,0.1,452,269,1,0,1.4,11.4,2020-02-22T15:00:00Z,58,0,0,0,0,27,0,7028,0,2,2.0,0,24,248,224,43,False,1,Southampton,Aston Villa,DEF
Fabian Delph,0,0,15,0,12.3,205,261,3,0,3.7,16.2,2020-02-23T16:30:00Z,81,0,0,0,0,27,0,13428,2,3,8.0,1,-179,86,265,53,False,0,Arsenal,Everton,DEF
Fabian Schär,0,0,17,0,0.7,252,264,1,0,3.2,22.4,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,91767,0,1,9.0,2,-1027,836,1863,50,False,0,Crystal Palace,Newcastle,DEF
Fabio Henrique Tavares,0,0,16,0,30.0,197,266,2,0,5.6,16.2,2020-02-24T20:00:00Z,90,0,0,0,0,27,0,72860,2,3,10.0,2,726,1427,701,54,True,0,West Ham,Liverpool,MID
Fabián Balbuena,0,0,0,0,0.0,382,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,28152,2,3,0.0,0,-1986,84,2070,43,False,0,Liverpool,West Ham,DEF
Federico Fernández,0,0,12,0,1.2,254,264,1,0,1.6,14.8,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,155630,0,1,0.0,2,34715,42670,7955,45,False,0,Crystal Palace,Newcastle,DEF
Felipe Anderson Pereira Gomes,0,0,3,0,4.8,390,266,1,0,1.6,6.8,2020-02-24T20:00:00Z,64,0,0,0,0,27,0,189523,2,3,4.0,2,-1954,224,2178,66,False,0,Liverpool,West Ham,MID
Fernando Luiz Rosa,0,0,18,1,0.4,221,265,0,0,3.2,24.6,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,48807,1,0,7.0,3,-357,744,1101,52,False,0,Leicester,Man City,MID
Fikayo Tomori,0,0,0,0,0.0,529,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,143589,1,2,0.0,0,-10306,1427,11733,44,True,0,Spurs,Chelsea,DEF
Filip Benkovic,0,0,0,0,0.0,597,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,1232,1,0,0.0,0,122,272,150,39,True,0,Man City,Leicester,DEF
Florian Lejeune,0,0,0,0,0.0,257,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,5963,0,1,0.0,0,2348,3052,704,44,False,0,Crystal Palace,Newcastle,DEF
Florin Andone,0,0,0,0,0.0,46,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,26131,1,1,0.0,0,-146,28,174,47,False,0,Sheffield Utd,Brighton,FWD
Francisco Femenía Far,0,0,0,0,0.0,357,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,29717,0,3,0.0,0,-1922,52,1974,42,False,0,Man Utd,Watford,DEF
Fraser Forster,0,0,0,0,0.0,317,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,22703,0,2,0.0,0,-134,25,159,43,True,0,Aston Villa,Southampton,GK
Frederick Woodman,0,0,0,0,0.0,264,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,57010,0,1,0.0,0,-577,130,707,40,False,0,Crystal Palace,Newcastle,GK
Frederico Rodrigues de Paula Santos,0,0,16,1,23.1,244,267,0,0,4.3,19.2,2020-02-23T14:00:00Z,78,0,0,0,0,27,0,22061,0,3,1.0,3,1568,2893,1325,53,True,0,Watford,Man Utd,MID
Frédéric Guilbert,0,0,3,0,14.5,458,269,2,0,3.4,19.8,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,38606,0,2,0.0,0,-1500,255,1755,44,False,1,Southampton,Aston Villa,DEF
Gabriel Fernando de Jesus,0,1,33,0,4.6,211,265,0,1,8.1,40.2,2020-02-22T17:30:00Z,13,0,0,0,0,27,0,186154,1,0,36.0,6,-16303,4717,21020,95,False,0,Leicester,Man City,FWD
Gabriel Teodoro Martinelli Silva,0,0,0,0,0.0,504,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,296263,2,3,0.0,0,-20931,27576,48507,46,True,0,Everton,Arsenal,FWD
Gary Cahill,0,0,21,1,0.2,503,264,0,0,4.6,17.4,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,92543,0,1,28.0,6,3881,5882,2001,44,True,0,Newcastle,Crystal Palace,DEF
Gavin Kilkenny,0,0,0,0,0.0,565,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,387,0,3,0.0,0,4,20,16,45,False,0,Burnley,Bournemouth,MID
Gaëtan Bong,0,0,0,0,0.0,41,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,7242,1,1,0.0,0,-194,13,207,42,False,0,Sheffield Utd,Brighton,DEF
Gedson Carvalho Fernandes,0,0,0,0,0.0,605,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,2389,1,2,0.0,0,-164,385,549,49,False,0,Chelsea,Spurs,MID
Georges-Kévin Nkoudou,0,0,0,0,0.0,527,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,852,1,2,0.0,0,5,11,6,50,False,0,Chelsea,Spurs,MID
George Baldock,0,0,15,0,34.3,294,268,1,0,5.4,13.4,2020-02-22T15:00:00Z,90,0,0,0,0,27,0,898591,1,1,6.0,2,8284,40973,32689,51,True,0,Brighton,Sheffield Utd,DEF
Georginio Wijnaldum,0,2,34,0,17.2,199,266,2,1,9.6,51.4,2020-02-24T20:00:00Z,90,0,0,0,0,27,0,162735,2,3,27.0,9,-4751,4848,9599,54,True,0,West Ham,Liverpool,MID
Gerard Deulofeu,0,0,5,0,6.7,363,267,3,0,3.4,4.0,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,208661,0,3,23.0,2,-21800,6469,28269,61,False,0,Man Utd,Watford,FWD
Giovani Lo Celso,0,0,9,0,30.7,523,263,2,0,5.2,21.4,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,26101,1,2,0.0,1,1209,2734,1525,73,False,1,Chelsea,Spurs,MID
Giovanni McGregor,0,0,0,0,0.0,608,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,82,0,1,0.0,0,-17,6,23,45,True,0,Newcastle,Crystal Palace,MID
Glenn Murray,0,0,5,0,0.3,44,268,1,0,1.3,5.2,2020-02-22T15:00:00Z,74,0,0,0,0,27,0,54804,1,1,7.0,2,-372,1239,1611,54,False,0,Sheffield Utd,Brighton,FWD
Gonçalo Bento Soares Cardoso,0,0,0,0,0.0,594,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,1761,2,3,0.0,0,187,307,120,40,False,0,Liverpool,West Ham,DEF
Grady Diangana,0,0,0,0,0.0,398,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,4341,2,3,0.0,0,-52,60,112,44,False,0,Liverpool,West Ham,MID
Granit Xhaka,0,0,14,0,7.2,18,261,2,0,2.2,8.4,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,47204,2,3,6.0,2,68,1074,1006,51,True,0,Everton,Arsenal,MID
Grant Hanley,0,0,19,0,0.4,277,270,3,0,2.1,21.0,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,172545,0,3,0.0,1,14005,18788,4783,40,False,0,Wolves,Norwich,DEF
Gylfi Sigurdsson,0,0,4,0,33.0,151,261,3,0,5.3,8.6,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,177501,2,3,11.0,1,-1532,1408,2940,73,False,1,Arsenal,Everton,MID
Hamza Choudhury,0,0,0,0,0.0,180,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,0,0,0,0,27,0,62838,1,0,0.0,0,-5360,478,5838,43,True,0,Man City,Leicester,MID
Harry Kane,0,0,0,0,0.0,338,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,640348,1,2,0.0,0,-9252,123,9375,108,False,0,Chelsea,Spurs,FWD
Harry Lewis,0,0,0,0,0.0,548,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,11613,0,2,0.0,0,-55,226,281,40,True,0,Aston Villa,Southampton,GK
Harry Maguire,0,0,24,1,1.1,160,267,0,0,2.4,12.4,2020-02-23T14:00:00Z,90,0,0,0,0,27,0,751979,0,3,10.0,6,41513,46927,5414,52,True,0,Watford,Man Utd,DEF
Harry Wilson,0,0,9,0,28.9,505,262,2,0,5.4,6.8,2020-02-22T15:00:00Z,73,0,0,0,0,27,0,164160,0,3,18.0,2,2493,11154,8661,58,False,0,Burnley,Bournemouth,MID
Harry Winks,0,0,11,0,20.5,347,263,2,0,3.5,12.2,2020-02-22T12:30:00Z,90,0,0,0,0,27,0,19167,1,2,2.0,1,143,524,381,52,False,1,Chelsea,Spurs,MID
Harvey Barnes,0,0,4,0,0.8,172,265,1,0,0.5,2.6,2020-02-22T17:30:00Z,45,0,0,0,0,27,0,201145,1,0,2.0,1,32604,51911,19307,60,True,0,Man City,Leicester,MID
Harvey Elliott,0,0,0,0,0.0,550,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,0,0,0,0,27,0,744,2,3,0.0,0,-5,16,21,45,True,0,West Ham,Liverpool,MID
Henrikh Mkhitaryan,0,0,0,0,0.0,16,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,55984,2,3,0.0,0,-110,24,134,68,True,0,Everton,Arsenal,MID
Henri Lansbury,0,0,0,0,0.0,35,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,28736,0,2,0.0,0,-514,58,572,44,False,0,Southampton,Aston Villa,MID
Heung-Min Son,0,0,0,0,0.0,342,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,0,0,0,0,27,0,467706,1,2,0.0,0,-308147,69522,377669,99,False,0,Chelsea,Spurs,MID
Heurelho da Silva Gomes,0,0,0,0,0.0,513,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,14689,0,3,0.0,0,-60,96,156,44,False,0,Man Utd,Watford,GK
Hugo Lloris,0,1,22,0,0.0,340,263,2,0,4.1,40.8,2020-02-22T12:30:00Z,90,0,0,0,0,27,5,256337,1,2,0.0,3,1660,5218,3558,53,False,0,Chelsea,Spurs,GK
Héctor Bellerín,0,0,11,0,2.8,2,261,2,0,1.4,6.8,2020-02-23T16:30:00Z,90,0,0,0,0,27,0,81445,2,3,4.0,1,23200,28136,4936,54,True,0,Everton,Arsenal,DEF
Hélder Costa,0,0,0,0,0.0,418,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,1254,0,3,0.0,0,-1,12,13,49,True,0,Norwich,Wolves,MID
Ibrahim Amadou,0,0,0,0,0.0,507,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,6225,0,3,0.0,0,-239,6,245,45,False,0,Wolves,Norwich,MID
Idrissa Gueye,0,0,0,0,0.0,156,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,0,0,0,0,27,0,1299,2,3,0.0,0,0,10,10,50,False,0,Arsenal,Everton,MID
Ignacio Pussetto,0,0,0,0,0.0,604,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,279,0,3,0.0,0,-38,18,56,48,False,0,Man Utd,Watford,MID
Ilkay Gündogan,0,0,11,1,17.1,222,265,0,0,7.7,16.2,2020-02-22T17:30:00Z,90,0,0,0,0,27,0,89771,1,0,44.0,3,-1574,1378,2952,52,False,0,Leicester,Man City,MID
Indiana Vassilev,0,0,0,0,0.0,600,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,383,0,2,0.0,0,14,70,56,45,False,0,Southampton,Aston Villa,MID
Isaac Hayden,0,0,0,0,0.0,271,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,0,0,0,0,27,0,368399,0,1,0.0,0,7835,24665,16830,43,False,0,Crystal Palace,Newcastle,MID
Isaac Success Ajayi,0,0,0,0,0.0,365,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,0,0,0,0,27,0,25546,0,3,0.0,0,-102,176,278,47,False,0,Man Utd,Watford,FWD
Ismaïla Sarr,0,0,2,0,0.3,525,267,1,0,0.2,1.2,2020-02-23T14:00:00Z,21,0,0,0,0,27,0,30620,0,3,0.0,1,-5653,256,5909,62,False,0,Man Utd,Watford,MID
