name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Anthony Gordon,0,0,0,0,0.0,561,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,3189,1,1,0.0,0,18,200,182,45,True,0,Man Utd,Everton,FWD,0
Ben Chilwell,0,0,9,0,30.0,161,277,1,0,6.2,15.6,2020-02-28T20:00:00Z,90,0,0,0,0,28,0,709219,0,1,16.0,2,33366,46867,13501,56,False,0,Norwich,Leicester,DEF,0
Alexis Sánchez,0,0,0,0,0.0,240,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,28409,1,1,0.0,0,-27,43,70,68,False,0,Everton,Man Utd,MID,0
Roberto Jimenez Gago,0,0,0,0,0.0,450,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,22364,1,3,0.0,0,-668,17,685,44,True,0,Southampton,West Ham,GK,0
Rafael Camacho,0,0,0,0,0.0,201,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,0,0,0,0,28,0,404,0,3,0.0,0,2,8,6,45,False,0,Watford,Liverpool,MID,0
Caoimhin Kelleher,0,0,0,0,0.0,531,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,0,0,0,0,28,0,2164,0,3,0.0,0,-13,7,20,44,False,0,Watford,Liverpool,GK,0
Sofiane Boufal,0,0,5,0,22.6,508,280,2,0,3.2,5.4,2020-02-29T15:00:00Z,53,0,0,0,0,28,0,7343,1,3,4.0,1,102,209,107,55,False,0,West Ham,Southampton,MID,0
Ademola Lookman,0,0,0,0,0.0,155,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,460,1,1,0.0,0,1,5,4,50,True,0,Man Utd,Everton,MID,0
Sebastian Prödl,0,0,0,0,0.0,361,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,0,0,0,0,28,0,86426,0,3,0.0,0,456,2443,1987,39,True,0,Liverpool,Watford,DEF,0
Karl Darlow,0,0,0,0,0.0,263,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,8613,0,0,0.0,0,-10,52,62,43,True,0,Burnley,Newcastle,GK,0
Joseph Anang,0,0,0,0,0.0,582,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,11234,1,3,0.0,0,-140,271,411,40,True,0,Southampton,West Ham,GK,0
Dwight McNeil,0,0,1,1,19.3,97,276,0,0,2.8,8.8,2020-02-29T15:00:00Z,90,0,0,0,0,28,0,87107,0,0,0.0,3,39935,43892,3957,60,False,0,Newcastle,Burnley,MID,0
Eldin Jakupovic,0,0,0,0,0.0,169,277,0,0,0.0,0.0,2020-02-28T20:00:00Z,0,0,0,0,0,28,0,6549,0,1,0.0,0,-23,30,53,42,False,0,Norwich,Leicester,GK,0
Nathan Aké,0,0,17,0,10.3,59,272,2,0,6.3,32.4,2020-02-29T15:00:00Z,90,0,0,0,0,28,0,486860,2,2,20.0,1,-6239,4043,10282,48,True,0,Chelsea,Bournemouth,DEF,0
James Daly,0,0,0,0,0.0,581,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,816,1,0,0.0,0,20,62,42,45,False,0,Brighton,Crystal Palace,FWD,0
Charlie Daniels,0,0,0,0,0.0,60,272,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,5411,2,2,0.0,0,-26,10,36,42,True,0,Chelsea,Bournemouth,DEF,0
Oumar Niasse,0,0,0,0,0.0,570,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,2911,1,1,0.0,0,-17,171,188,45,True,0,Man Utd,Everton,FWD,0
José Holebas,0,0,0,0,0.0,353,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,0,0,0,0,28,0,49905,0,3,0.0,0,-283,77,360,46,True,0,Liverpool,Watford,DEF,0
Joshua King,0,2,36,0,17.2,68,272,1,1,9.5,42.4,2020-02-29T15:00:00Z,67,0,0,0,0,28,0,246996,2,2,35.0,8,712,2129,1417,61,True,0,Chelsea,Bournemouth,FWD,0
Wesley Hoedt,0,0,0,0,0.0,485,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,2600,1,3,0.0,0,-14,2,16,42,False,0,West Ham,Southampton,DEF,0
Adrián,0,0,0,0,0.0,526,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,0,0,0,0,28,0,137297,0,3,0.0,0,-1308,980,2288,40,False,0,Watford,Liverpool,GK,0
Abd-Al-Ali Morakinyo Olaposi Koiki,0,0,0,0,0.0,596,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,1797,0,0,0.0,0,72,194,122,40,False,0,Newcastle,Burnley,DEF,0
Leon Balogun,0,0,0,0,0.0,40,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,3795,1,0,0.0,0,-49,6,55,44,True,0,Crystal Palace,Brighton,DEF,0
Michel Vorm,0,0,0,0,0.0,555,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,1661,3,2,0.0,0,-7,27,34,43,True,0,Wolves,Spurs,GK,0
Gaëtan Bong,0,0,0,0,0.0,41,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,7127,1,0,0.0,0,-110,8,118,42,True,0,Crystal Palace,Brighton,DEF,0
Lewis Gibson,0,0,0,0,0.0,477,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,9856,1,1,0.0,0,-114,11,125,43,True,0,Man Utd,Everton,DEF,0
Paul Pogba,0,0,0,0,0.0,238,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,209888,1,1,0.0,0,-972,74,1046,83,False,0,Everton,Man Utd,MID,0
Ryan Fredericks,0,0,0,0,0.0,380,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,24728,1,3,0.0,0,-1226,16,1242,44,True,0,Southampton,West Ham,DEF,0
Jairo Riedewald,0,0,2,0,0.2,539,273,0,0,0.3,1.4,2020-02-29T12:30:00Z,45,0,0,0,0,28,0,1634,1,0,1.0,1,-39,61,100,45,False,0,Brighton,Crystal Palace,MID,0
Jetro Willems,0,0,0,0,0.0,498,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,61367,0,0,0.0,0,-5814,37,5851,44,True,0,Burnley,Newcastle,DEF,0
James Tarkowski,0,1,27,1,10.5,84,276,0,0,4.5,32.2,2020-02-29T15:00:00Z,90,0,0,0,0,28,0,296067,0,0,2.0,6,20446,27090,6644,51,False,1,Newcastle,Burnley,DEF,0
Tudor Baluta,0,0,0,0,0.0,536,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,13926,1,0,0.0,0,-370,35,405,40,True,0,Crystal Palace,Brighton,DEF,0
James Maddison,0,0,14,0,53.1,171,277,1,0,7.1,16.0,2020-02-28T20:00:00Z,90,0,0,0,0,28,0,1608203,0,1,2.0,2,90120,158934,68814,74,False,0,Norwich,Leicester,MID,0
Jose Luis Mato Sanmartín,0,0,0,0,0.0,261,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,1886,0,0,0.0,0,1,7,6,50,True,0,Burnley,Newcastle,FWD,0
Wayne Hennessey,0,0,0,0,0.0,132,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,41808,1,0,0.0,0,-219,374,593,42,False,0,Brighton,Crystal Palace,GK,0
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,64431,1,3,0.0,0,-257,873,1130,43,True,0,Southampton,West Ham,FWD,0
Steven Defour,0,0,0,0,0.0,99,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,294,0,0,0.0,0,25,37,12,55,False,0,Newcastle,Burnley,MID,0
Seamus Coleman,0,0,4,0,4.3,144,274,0,0,1.3,8.6,2020-03-01T14:00:00Z,27,0,0,0,0,28,0,82277,1,1,0.0,1,-302,219,521,53,True,0,Man Utd,Everton,DEF,0
Leighton Baines,0,0,16,0,48.3,145,274,1,0,7.1,20.4,2020-03-01T14:00:00Z,90,0,0,0,0,28,0,12730,1,1,2.0,2,87,263,176,49,True,0,Man Utd,Everton,DEF,0
Diogo Dalot,0,0,0,0,0.0,229,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,6174,1,1,0.0,0,-34,22,56,49,False,0,Everton,Man Utd,DEF,0
Alfie Whiteman,0,0,0,0,0.0,543,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,38564,3,2,0.0,0,-521,149,670,40,True,0,Wolves,Spurs,GK,0
Trent Alexander-Arnold,0,0,6,0,7.9,182,279,3,0,1.3,1.6,2020-02-29T17:30:00Z,90,0,0,0,0,28,0,3343471,0,3,3.0,1,59016,67152,8136,77,False,0,Watford,Liverpool,DEF,0
Thomas Allan,0,0,0,0,0.0,598,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,780,0,0,0.0,0,42,118,76,45,True,0,Burnley,Newcastle,MID,0
Bernardo Costa Da Rosa,0,0,0,0,0.0,595,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,379,1,3,0.0,0,20,41,21,45,True,0,Southampton,West Ham,MID,0
Fabian Delph,0,0,0,0,0.0,205,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,13493,1,1,0.0,0,3,157,154,53,True,0,Man Utd,Everton,DEF,0
Christian Atsu,0,0,0,0,0.0,267,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,8193,0,0,0.0,0,-212,9,221,53,True,0,Burnley,Newcastle,MID,0
Virgil van Dijk,0,0,16,0,14.0,183,279,3,0,3.9,24.0,2020-02-29T17:30:00Z,90,0,0,0,0,28,0,3323775,0,3,1.0,1,-16357,30707,47064,66,False,0,Watford,Liverpool,DEF,0
Solly March,0,0,-6,1,14.9,55,273,0,0,8.5,9.2,2020-02-29T12:30:00Z,65,0,0,0,0,28,0,13387,1,0,61.0,3,-57,211,268,46,True,0,Crystal Palace,Brighton,MID,0
Junior Stanislas,0,0,4,0,0.5,77,272,1,0,0.1,0.2,2020-02-29T15:00:00Z,22,0,0,0,0,28,0,828,2,2,0.0,1,18,46,28,59,True,0,Chelsea,Bournemouth,MID,0
Cheikhou Kouyaté,0,0,2,1,2.9,139,273,0,0,5.8,22.0,2020-02-29T12:30:00Z,90,0,0,0,0,28,0,16826,1,0,33.0,3,-1485,167,1652,49,False,0,Brighton,Crystal Palace,MID,0
Jamaal Lascelles,0,0,20,1,0.2,258,276,0,0,0.9,6.4,2020-02-29T15:00:00Z,90,0,0,0,0,28,0,324834,0,0,2.0,6,14090,20086,5996,43,True,0,Burnley,Newcastle,DEF,0
Ryan Sessegnon,0,0,0,0,0.0,524,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,5225,3,2,0.0,0,-228,6,234,54,True,0,Wolves,Spurs,MID,0
Ignacio Pussetto,0,0,5,0,0.0,604,279,0,0,0.4,4.0,2020-02-29T17:30:00Z,8,0,0,0,0,28,0,264,0,3,0.0,1,-32,11,43,47,True,0,Liverpool,Watford,MID,0
Youri Tielemans,0,0,2,0,1.5,448,277,0,0,1.2,0.8,2020-02-28T20:00:00Z,17,0,0,0,0,28,0,332773,0,1,10.0,1,14564,23199,8635,62,False,0,Norwich,Leicester,MID,0
Serge Aurier,0,0,21,0,24.6,336,278,3,1,9.7,49.6,2020-03-01T14:00:00Z,81,0,0,0,0,28,0,429275,3,2,23.0,7,-18764,10869,29633,50,True,0,Wolves,Spurs,DEF,0
Joe Hart,0,0,0,0,0.0,95,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,80479,0,0,0.0,0,-271,386,657,42,False,0,Newcastle,Burnley,GK,0
Fabian Schär,0,0,0,0,0.0,252,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,95287,0,0,0.0,0,1933,3126,1193,50,True,0,Burnley,Newcastle,DEF,0
Mario Lemina,0,0,0,0,0.0,324,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,3760,1,3,0.0,0,18,63,45,47,False,0,West Ham,Southampton,MID,0
Billy Gilmour,0,0,0,0,0.0,533,272,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,1969,2,2,0.0,0,5,57,52,45,False,0,Bournemouth,Chelsea,MID,0
Aaron Mooy,0,0,11,0,51.3,516,273,1,0,8.6,17.8,2020-02-29T12:30:00Z,90,0,0,0,0,28,0,57676,1,0,17.0,2,-1348,3177,4525,48,True,0,Crystal Palace,Brighton,MID,0
Beram Kayal,0,0,0,0,0.0,56,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,12336,1,0,0.0,0,-277,173,450,43,True,0,Crystal Palace,Brighton,MID,0
Luke Shaw,0,0,17,0,35.8,226,274,1,0,6.7,21.4,2020-03-01T14:00:00Z,90,0,0,0,0,28,0,50523,1,1,10.0,1,3079,4150,1071,54,False,1,Everton,Man Utd,DEF,0
James Ward-Prowse,1,0,30,0,34.1,321,280,3,0,8.2,39.6,2020-02-29T15:00:00Z,90,0,0,0,0,28,0,121204,1,3,8.0,5,4642,11655,7013,57,False,0,West Ham,Southampton,MID,0
Josip Drmic,0,0,1,0,0.3,434,277,0,0,5.7,5.0,2020-02-28T20:00:00Z,9,0,0,0,0,28,0,4306,0,1,52.0,1,12,47,35,53,True,0,Leicester,Norwich,FWD,0
Owen Otasowie,0,0,0,0,0.0,566,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,534,3,2,0.0,0,-2,17,19,45,False,0,Spurs,Wolves,MID,0
Patrick van Aanholt,0,2,32,1,29.6,123,273,0,0,6.6,32.8,2020-02-29T12:30:00Z,90,0,0,0,0,28,0,384552,1,0,4.0,8,43612,48251,4639,55,False,0,Brighton,Crystal Palace,DEF,0
Rúben Neves,0,0,12,0,21.8,414,278,2,0,3.1,9.4,2020-03-01T14:00:00Z,90,0,0,0,0,28,0,333516,3,2,0.0,2,1645,6187,4542,52,False,0,Spurs,Wolves,MID,0
Mace Goodridge,0,0,0,0,0.0,571,276,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,464,0,0,0.0,0,21,62,41,45,False,0,Newcastle,Burnley,MID,0
Lewis Cook,0,0,14,0,16.7,79,272,1,0,3.3,16.0,2020-02-29T15:00:00Z,80,0,0,0,0,28,0,3124,2,2,0.0,2,-45,93,138,50,True,0,Chelsea,Bournemouth,MID,0
José Heriberto Izquierdo Mena,0,0,0,0,0.0,51,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,181,1,0,0.0,0,-1,6,7,54,True,0,Crystal Palace,Brighton,MID,0
Jesús Vallejo,0,0,0,0,0.0,473,278,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,16282,3,2,0.0,0,-134,2,136,46,False,0,Spurs,Wolves,DEF,0
Marco Stiepermann,0,0,3,0,0.1,285,277,0,0,0.0,0.2,2020-02-28T20:00:00Z,3,0,0,0,0,28,0,4900,0,1,0.0,1,-14,26,40,51,True,0,Leicester,Norwich,MID,0
Pedro Neto,0,0,1,0,11.1,528,278,0,0,1.5,3.6,2020-03-01T14:00:00Z,16,0,0,0,0,28,0,15239,3,2,0.0,1,-1180,1293,2473,50,False,0,Spurs,Wolves,MID,0
Mark Travers,0,0,0,0,0.0,74,272,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,12050,2,2,0.0,0,-140,77,217,42,True,0,Chelsea,Bournemouth,GK,0
Bernard,0,0,2,0,1.4,152,274,0,0,0.2,0.8,2020-03-01T14:00:00Z,27,0,0,0,0,28,0,51946,1,1,0.0,1,-179,1299,1478,64,True,0,Man Utd,Everton,MID,0
Víctor Camarasa,0,0,0,0,0.0,510,273,0,0,0.0,0.0,2020-02-29T12:30:00Z,0,0,0,0,0,28,0,11173,1,0,0.0,0,-21,108,129,45,False,0,Brighton,Crystal Palace,MID,0
Kayne Ramsay,0,0,0,0,0.0,311,280,0,0,0.0,0.0,2020-02-29T15:00:00Z,0,0,0,0,0,28,0,118542,1,3,0.0,0,-3398,693,4091,39,False,0,West Ham,Southampton,DEF,0
Aaron Wan-Bissaka,0,0,9,0,15.9,122,274,1,0,2.7,11.0,2020-03-01T14:00:00Z,90,0,0,0,0,28,0,1089317,1,1,0.0,2,26366,37357,10991,53,False,0,Everton,Man Utd,DEF,0
Timm Klose,0,0,0,0,0.0,272,277,0,0,0.0,0.0,2020-02-28T20:00:00Z,0,0,0,0,0,28,0,1971,0,1,0.0,0,-8,9,17,43,True,0,Leicester,Norwich,DEF,0
Romelu Lukaku,0,0,0,0,0.0,232,274,0,0,0.0,0.0,2020-03-01T14:00:00Z,0,0,0,0,0,28,0,23196,1,1,0.0,0,-11,54,65,85,False,0,Everton,Man Utd,FWD,0
