name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP
Ederson,0,0,-7,0,0.0,212,190,3,0,0.0,0.0,2019-12-27T19:45:00Z,11,0,0,0,1,19,0,992176,2,3,0,-3,-7890,8155,16045,60,False,0,Wolves,Man City,GK,0
Xherdan Shaqiri,0,0,0,0,0.0,194,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,0,0,0,0,19,0,18405,4,0,0,0,26,401,375,63,False,0,Leicester,Liverpool,MID,0
Hugo Lloris,0,0,0,0,0.0,340,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,0,0,0,0,19,0,246863,1,2,0,0,-2496,55,2551,53,True,0,Brighton,Spurs,GK,0
Cenk Tosun,0,0,0,0,0.0,146,185,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,0,0,0,0,19,0,8031,0,1,0,0,-21,118,139,57,True,0,Burnley,Everton,FWD,0
Callum Robinson,0,0,0,0,0.0,453,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,0,0,0,0,19,0,20918,1,1,0,0,-637,173,810,51,True,0,Watford,Sheffield Utd,MID,0
Son Heung-Min,0,0,0,0,0.0,342,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,0,0,0,0,19,0,667759,1,2,0,0,-1017000,12073,1029073,99,True,0,Brighton,Spurs,MID,0
João Moutinho,0,0,24,0,76.2,415,190,2,0,10.6,22.4,2019-12-27T19:45:00Z,90,0,0,0,0,19,0,414502,2,3,7,2,-1219,21458,22677,54,True,0,Man City,Wolves,MID,0
Andrew Robertson,0,1,39,1,38.2,181,186,0,0,7.3,31.0,2019-12-26T20:00:00Z,90,0,0,0,0,19,0,1404491,4,0,4,7,-21789,17376,39165,70,False,0,Leicester,Liverpool,DEF,0
Danny Rose,0,0,0,0,0.0,332,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,0,0,0,0,19,0,102936,1,2,0,0,-1083,726,1809,53,True,0,Brighton,Newcastle,DEF,0
Martin Kelly,0,0,14,0,1.0,128,184,1,0,2.0,19.0,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,2345404,1,2,0,2,55249,73748,18499,44,True,0,West Ham,Crystal Palace,DEF,0
Harry Winks,0,0,13,0,6.9,347,189,1,0,1.8,11.2,2019-12-26T12:30:00Z,67,0,0,0,0,19,0,19348,1,2,0,1,-229,193,422,52,True,1,Brighton,Spurs,MID,0
Scott Carson,0,0,0,0,0.0,562,190,0,0,0.0,0.0,2019-12-27T19:45:00Z,0,0,0,0,0,19,0,3732,2,3,0,0,207,360,153,40,False,0,Wolves,Man City,GK,0
Ashley Westwood,0,0,14,0,19.5,101,185,1,0,2.7,7.0,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,25395,0,1,0,2,1742,2386,644,54,False,0,Everton,Burnley,MID,0
Lucas Digne,0,0,23,1,27.5,141,185,0,0,5.7,9.2,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,868887,0,1,20,6,34823,43406,8583,57,True,0,Burnley,Everton,DEF,0
Ayoze Pérez,0,0,3,0,0.4,265,186,2,0,0.1,0.2,2019-12-26T20:00:00Z,18,0,0,0,0,19,0,319848,4,0,0,1,-27242,3292,30534,61,True,0,Liverpool,Leicester,MID,0
Nathan Aké,0,0,0,0,0.0,59,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,0,0,0,0,19,0,574293,1,1,0,0,-56634,196,56830,49,True,0,Arsenal,Bournemouth,DEF,0
Isaac Hayden,0,0,0,0,0.0,271,187,0,0,0.0,0.0,2019-12-26T17:30:00Z,0,0,0,0,0,19,0,269717,1,4,0,0,-5269,3390,8659,44,False,0,Man Utd,Newcastle,MID,0
Patrick van Aanholt,0,0,17,0,17.4,123,184,1,0,4.2,14.4,2019-12-26T15:00:00Z,64,0,0,0,0,19,0,438878,1,2,10,2,10239,17267,7028,55,True,0,West Ham,Crystal Palace,DEF,0
Ken Sema,0,0,0,0,0.0,372,188,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,0,0,0,0,19,0,1431,1,1,0,0,9,33,24,48,False,0,Sheffield Utd,Watford,MID,0
Jonny Evans,0,0,13,0,0.4,162,186,4,0,1.6,15.2,2019-12-26T20:00:00Z,90,0,0,0,0,19,0,420366,4,0,0,0,6085,24859,18774,52,True,0,Liverpool,Leicester,DEF,0
Jorginho,0,0,14,0,22.4,118,183,2,0,4.7,24.4,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,237315,2,0,0,1,-9859,3415,13274,50,True,1,Southampton,Chelsea,MID,0
Kortney Hause,0,0,25,1,0.3,25,181,0,0,4.9,36.6,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,4376,0,1,12,6,-7,53,60,44,True,0,Norwich,Aston Villa,DEF,0
Trézéguet,0,0,11,1,27.9,465,181,0,0,6.9,10.8,2019-12-26T15:00:00Z,83,0,0,0,0,19,0,103642,0,1,30,3,-6826,3128,9954,52,True,0,Norwich,Aston Villa,MID,0
Kyle Walker,0,0,7,0,15.7,203,190,3,0,4.1,25.0,2019-12-27T19:45:00Z,90,0,0,0,0,19,0,851462,2,3,0,1,-2822,12497,15319,58,False,0,Wolves,Man City,DEF,0
Diego Rico,0,0,0,0,0.0,65,182,0,0,0.0,0.0,2019-12-26T15:00:00Z,0,0,0,0,0,19,0,1023839,1,1,0,0,-88202,6433,94635,44,True,0,Arsenal,Bournemouth,DEF,0
Ryan Bertrand,0,0,21,1,0.8,305,183,0,0,0.9,6.4,2019-12-26T15:00:00Z,90,0,0,0,0,19,0,40694,2,0,2,5,-131,1284,1415,48,False,1,Chelsea,Southampton,DEF,0
Erik Lamela,0,0,0,0,0.0,346,189,0,0,0.0,0.0,2019-12-26T12:30:00Z,0,0,0,0,0,19,0,83002,1,2,0,0,-1163,54,1217,57,True,0,Brighton,Spurs,MID,0
