name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,web_name
Daniel N'Lundulu,0,0,0,0,0.0,535,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,5081,3,1,0.0,0,793,1685,892,45,True,0,Bournemouth,Southampton,FWD,N'Lundulu
Danilo Luiz da Silva,0,0,0,0,0.0,209,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,3441,0,8,0.0,0,-134,40,174,50,True,0,Watford,Man City,DEF,Danilo
Danny Ings,0,0,4,0,10.3,313,59,1,0,5.5,1.0,2019-09-20T19:00:00Z,13,0,0,0,0,6,0,128793,3,1,44.0,1,-26405,5508,31913,60,True,0,Bournemouth,Southampton,FWD,Ings
Danny Rose,0,0,18,0,16.3,332,56,2,0,4.9,26.2,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,166546,1,2,6.0,1,-879,7871,8750,55,False,0,Leicester,Newcastle,DEF,Rose
Danny Ward,0,0,0,0,0.0,170,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,14065,1,2,0.0,0,-284,102,386,45,True,0,Spurs,Leicester,GK,Ward
Danny Welbeck,0,0,0,0,0.0,512,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,11259,0,8,0.0,0,-1107,634,1741,59,False,0,Man City,Watford,FWD,Welbeck
Dan Burn,0,0,25,1,22.4,475,58,0,0,3.9,16.8,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,16444,0,0,0.0,6,210,1175,965,45,False,0,Newcastle,Brighton,DEF,Burn
Dan Gosling,0,0,0,0,0.0,81,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,749,3,1,0.0,0,-37,3,40,49,False,0,Southampton,Bournemouth,MID,Gosling
Daryl Janmaat,0,0,0,0,0.0,359,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,26334,0,8,0.0,0,-687,583,1270,44,False,0,Man City,Watford,DEF,Janmaat
Davide Zappacosta,0,0,0,0,0.0,109,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,15384,2,1,0.0,0,-1126,151,1277,44,True,0,Liverpool,Chelsea,DEF,Zappacosta
David Brooks,0,0,0,0,0.0,76,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,8731,3,1,0.0,0,-595,40,635,63,False,0,Southampton,Bournemouth,MID,Brooks
David Button,0,0,0,0,0.0,48,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,1722860,0,0,0.0,0,7940,34252,26312,40,False,0,Newcastle,Brighton,GK,Button
David de Gea,0,0,16,0,0.0,235,60,2,0,2.8,27.6,2019-09-22T13:00:00Z,90,0,0,0,0,6,4,1257361,0,2,0.0,2,30627,53276,22649,56,False,0,West Ham,Man Utd,GK,de Gea
David Luiz Moreira Marinho,0,0,15,0,0.8,106,51,2,0,3.7,23.2,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,396539,2,3,13.0,1,-21260,4812,26072,59,True,0,Aston Villa,Arsenal,DEF,David Luiz
David McGoldrick,0,0,0,0,0.0,303,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,16200,2,0,0.0,0,-1027,1639,2666,55,False,0,Everton,Sheffield Utd,FWD,McGoldrick
David Silva,1,0,44,1,21.9,219,57,0,1,15.5,43.8,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,578624,0,8,89.0,11,5570,67924,62354,75,True,0,Watford,Man City,MID,David Silva
Davinson Sánchez,0,0,0,0,0.0,333,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,66412,1,2,0.0,0,-7950,450,8400,54,False,0,Leicester,Spurs,DEF,Sánchez
Davy Pröpper,0,0,12,1,44.8,54,58,0,0,6.8,17.4,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,50420,0,0,6.0,3,-5464,807,6271,50,False,0,Newcastle,Brighton,MID,Pröpper
DeAndre Yedlin,0,0,0,0,0.0,253,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,2434,0,0,0.0,0,-90,34,124,44,True,0,Brighton,Newcastle,DEF,Yedlin
Dean Henderson,0,0,25,1,0.0,471,55,0,0,2.3,22.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,3,154275,2,0,0.0,6,1639,8266,6627,45,False,1,Everton,Sheffield Utd,GK,Henderson
Declan Rice,0,0,14,1,2.2,395,60,0,0,0.8,6.2,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,128014,0,2,0.0,3,-5781,3146,8927,49,True,0,Man Utd,West Ham,MID,Rice
Dejan Lovren,0,0,0,0,0.0,186,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,12269,2,1,0.0,0,-393,174,567,53,False,0,Chelsea,Liverpool,DEF,Lovren
Demarai Gray,0,0,0,0,0.0,175,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,8,0,0,0,0,6,0,23399,1,2,0.0,0,-650,698,1348,53,True,1,Spurs,Leicester,MID,Gray
Dennis Praet,0,0,5,0,0.7,517,56,0,0,0.6,5.2,2019-09-21T11:30:00Z,23,0,0,0,0,6,0,4260,1,2,0.0,1,-428,48,476,54,True,0,Spurs,Leicester,MID,Praet
Dennis Srbeny,0,0,0,0,0.0,279,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,3728,0,2,0.0,0,29,478,449,53,False,0,Burnley,Norwich,FWD,Srbeny
Diego Rico,1,0,25,0,15.0,65,59,1,0,5.5,32.2,2019-09-20T19:00:00Z,90,0,0,0,0,6,0,622438,3,1,8.0,5,103642,122938,19296,41,False,0,Southampton,Bournemouth,DEF,Rico
Dimitri Foulquier,0,0,5,0,0.1,542,57,5,0,0.4,3.4,2019-09-21T14:00:00Z,32,0,0,0,0,6,0,2129,0,8,0.0,-1,1177,1412,235,40,False,0,Man City,Watford,DEF,Foulquier
Diogo Jota,0,3,25,0,18.0,410,54,1,1,13.7,45.2,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,334585,1,1,74.0,9,-74221,4443,78664,62,False,0,Crystal Palace,Wolves,FWD,Jota
Divock Origi,0,0,0,0,0.0,188,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,246034,2,1,0.0,0,-62914,1942,64856,54,False,0,Chelsea,Liverpool,FWD,Origi
Djibril Sidibé,0,0,0,0,0.0,511,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,11820,2,0,0.0,0,-693,195,888,54,True,0,Sheffield Utd,Everton,DEF,Sidibé
Domingos Quina,0,0,0,0,0.0,375,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,7504,0,8,0.0,0,-294,182,476,45,False,0,Man City,Watford,MID,Quina
Dominic Calvert-Lewin,0,0,0,0,0.0,147,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,75437,2,0,0.0,0,3232,10463,7231,58,True,0,Sheffield Utd,Everton,FWD,Calvert-Lewin
Dominic Solanke,0,0,0,0,12.4,69,59,1,0,1.9,2.4,2019-09-20T19:00:00Z,76,0,0,0,0,6,0,28714,3,1,4.0,2,-310,2321,2631,54,False,0,Southampton,Bournemouth,FWD,Solanke
Douglas Luiz Soares de Paulo,0,0,0,0,0.0,470,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,324724,2,3,0.0,0,-15263,18176,33439,46,False,0,Arsenal,Aston Villa,MID,Douglas Luiz
Dwight McNeil,1,0,26,1,35.0,97,52,0,0,6.6,25.2,2019-09-21T14:00:00Z,78,0,0,0,0,6,0,30057,0,2,6.0,6,4642,8046,3404,60,True,0,Norwich,Burnley,MID,McNeil
Ederson Santana de Moraes,0,0,30,1,0.0,212,57,0,0,3.3,33.4,2019-09-21T14:00:00Z,90,0,0,0,0,6,4,1470015,0,8,0.0,7,-48976,17135,66111,61,True,0,Watford,Man City,GK,Ederson
Edward Nketiah,0,0,0,0,0.0,13,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,60928,2,3,0.0,0,-5160,2724,7884,44,True,0,Aston Villa,Arsenal,FWD,Nketiah
Eldin Jakupovic,0,0,0,0,0.0,169,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,7375,1,2,0.0,0,-169,57,226,44,True,0,Spurs,Leicester,GK,Jakupovic
Emerson Palmieri dos Santos,0,0,3,0,0.1,107,53,1,0,0.0,0.0,2019-09-22T15:30:00Z,14,0,0,0,0,6,0,95258,2,1,0.0,1,-45217,301,45518,55,True,0,Liverpool,Chelsea,DEF,Emerson
Emiliano Buendía,0,0,8,0,15.3,283,52,2,0,5.5,10.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,138133,0,2,29.0,2,83764,91754,7990,60,False,0,Burnley,Norwich,MID,Buendía
Emiliano Martínez,0,0,0,0,0.0,427,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,18830,2,3,0.0,0,-213,428,641,44,True,0,Aston Villa,Arsenal,GK,Martínez
Emil Krafth,0,0,0,0,0.0,519,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,6846,0,0,0.0,0,930,1321,391,45,True,0,Brighton,Newcastle,DEF,Krafth
Enda Stevens,0,2,32,1,1.7,291,55,0,0,2.7,23.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,31708,2,0,2.0,8,-75,2733,2808,50,False,0,Everton,Sheffield Utd,DEF,Stevens
Eric Bailly,0,0,0,0,0.0,228,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,2587,0,2,0.0,0,266,382,116,49,False,0,West Ham,Man Utd,DEF,Bailly
Eric Dier,0,0,0,0,0.0,350,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,12183,1,2,0.0,0,-132,486,618,49,False,0,Leicester,Spurs,MID,Dier
Eric Garcia,0,0,4,0,0.6,544,57,0,0,1.0,9.6,2019-09-21T14:00:00Z,27,0,0,0,0,6,0,0,0,8,0.0,1,0,0,0,45,True,0,Watford,Man City,DEF,Garcia
Erik Lamela,0,0,13,0,39.6,346,56,1,0,5.4,11.4,2019-09-21T11:30:00Z,78,0,0,0,0,6,0,348329,1,2,3.0,2,129215,149957,20742,61,False,0,Leicester,Spurs,MID,Lamela
Erik Pieters,0,1,27,1,13.7,447,52,0,0,3.0,16.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,678654,0,2,0.0,7,21542,54374,32832,47,True,0,Norwich,Burnley,DEF,Pieters
Ethan Ampadu,0,0,0,0,0.0,121,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,1380,2,1,0.0,0,-11,108,119,45,True,0,Liverpool,Chelsea,MID,Ampadu
Etienne Capoue,0,0,17,0,10.9,373,57,8,0,2.5,13.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,33193,0,8,0.0,2,-2739,987,3726,48,False,0,Man City,Watford,MID,Capoue
Ezri Konsa Ngoyo,0,0,0,0,0.0,452,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,4737,2,3,0.0,0,-172,55,227,44,False,0,Arsenal,Aston Villa,DEF,Konsa
Fabian Delph,0,0,13,0,16.1,205,55,2,0,3.3,16.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,19399,2,0,0.0,1,310,1552,1242,54,True,0,Sheffield Utd,Everton,DEF,Delph
Fabian Schär,0,0,20,1,0.9,252,58,0,0,2.7,20.6,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,146546,0,0,5.0,6,5494,18310,12816,50,True,0,Brighton,Newcastle,DEF,Schär
Fabio Henrique Tavares,0,0,12,0,16.4,197,53,1,0,3.2,15.8,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,102698,2,1,0.0,1,-535,7932,8467,55,False,1,Chelsea,Liverpool,MID,Fabinho
Fabián Balbuena,0,0,0,0,0.0,382,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,20734,0,2,0.0,0,-940,416,1356,44,True,0,Man Utd,West Ham,DEF,Balbuena
Federico Fernández,0,0,0,0,0.0,254,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,10757,0,0,0.0,0,-53,382,435,44,True,0,Brighton,Newcastle,DEF,Fernández
Felipe Anderson Pereira Gomes,1,0,25,1,27.0,390,60,0,0,8.2,33.6,2019-09-22T13:00:00Z,69,0,0,0,0,6,0,292645,0,2,21.0,6,-16042,7835,23877,69,True,0,Man Utd,West Ham,MID,Felipe Anderson
Fernando Luiz Rosa,0,0,20,1,1.6,221,57,0,0,2.7,23.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,47026,0,8,2.0,3,-2099,1568,3667,53,True,0,Watford,Man City,MID,Fernandinho
Fikayo Tomori,0,0,16,0,10.8,529,53,2,0,5.0,17.0,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,47587,2,1,22.0,0,38938,44394,5456,45,True,1,Liverpool,Chelsea,DEF,Tomori
Florian Lejeune,0,0,0,0,0.0,257,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,190,0,0,0.0,0,1,10,9,45,True,0,Brighton,Newcastle,DEF,Lejeune
Florin Andone,0,0,0,0,0.0,46,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,51124,0,0,0.0,0,-13601,167,13768,49,False,0,Newcastle,Brighton,FWD,Andone
Francisco Femenía Far,0,0,5,0,1.7,357,57,8,0,0.8,6.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,36590,0,8,0.0,-3,-1745,2048,3793,44,False,1,Man City,Watford,DEF,Kiko Femenía
Fraser Forster,0,0,0,0,0.0,317,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,36541,3,1,0.0,0,-2565,44,2609,44,True,0,Bournemouth,Southampton,GK,Forster
Frederick Woodman,0,0,0,0,0.0,264,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,63995,0,0,0.0,0,-248,1611,1859,40,True,0,Brighton,Newcastle,GK,Woodman
Frederico Rodrigues de Paula Santos,0,0,6,0,21.3,244,60,1,0,3.0,7.0,2019-09-22T13:00:00Z,19,0,0,0,0,6,0,9061,0,2,2.0,1,-15,445,460,53,False,0,West Ham,Man Utd,MID,Fred
Frédéric Guilbert,0,0,8,0,15.8,458,51,3,0,2.9,13.6,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,47176,2,3,0.0,1,5665,9502,3837,44,False,0,Arsenal,Aston Villa,DEF,Guilbert
Gabriel Fernando de Jesus,0,0,0,0,0.0,211,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,100259,0,8,0.0,0,-2827,2062,4889,95,True,0,Watford,Man City,FWD,Jesus
Gabriel Teodoro Martinelli Silva,0,0,0,0,0.0,504,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,96242,2,3,0.0,0,-7831,3866,11697,45,True,0,Aston Villa,Arsenal,FWD,Martinelli
Gary Cahill,0,0,16,0,10.6,503,54,1,0,4.3,25.2,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,127340,1,1,7.0,2,1771,9178,7407,45,True,0,Wolves,Crystal Palace,DEF,Cahill
Gaëtan Bong,0,0,3,0,0.8,41,58,0,0,0.1,0.4,2019-09-21T16:30:00Z,9,0,0,0,0,6,0,8942,0,0,0.0,1,-160,170,330,44,False,0,Newcastle,Brighton,DEF,Bong
Georges-Kévin Nkoudou,0,0,0,0,0.0,527,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,983,1,2,0.0,0,-74,36,110,50,False,0,Leicester,Spurs,MID,Nkoudou
George Baldock,0,0,17,1,1.0,294,55,0,0,1.0,8.8,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,42907,2,0,0.0,5,1700,5390,3690,45,False,1,Everton,Sheffield Utd,DEF,Baldock
Georginio Wijnaldum,0,0,4,0,2.9,199,53,1,0,1.2,1.6,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,144920,2,1,7.0,2,-5350,7413,12763,55,False,0,Chelsea,Liverpool,MID,Wijnaldum
Gerard Deulofeu,0,0,1,0,0.3,363,57,7,0,5.2,10.4,2019-09-21T14:00:00Z,76,0,0,0,0,6,0,146696,0,8,41.0,1,-11055,7433,18488,62,False,1,Man City,Watford,FWD,Deulofeu
Giovani Lo Celso,0,0,0,0,0.0,523,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,18064,1,2,0.0,0,-3164,42,3206,73,False,0,Leicester,Spurs,MID,Lo Celso
Glenn Murray,0,0,0,0,0.0,44,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,92334,0,0,0.0,0,-13951,1294,15245,58,False,0,Newcastle,Brighton,FWD,Murray
Grady Diangana,0,0,0,0,0.0,398,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,6374,0,2,0.0,0,436,1235,799,44,True,0,Man Utd,West Ham,MID,Diangana
Granit Xhaka,0,0,7,0,16.5,18,51,2,0,2.8,7.2,2019-09-22T15:30:00Z,71,0,0,0,0,6,0,57363,2,3,4.0,1,-593,2739,3332,53,True,1,Aston Villa,Arsenal,MID,Xhaka
Grant Hanley,0,0,0,0,0.0,277,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,240710,0,2,0.0,0,30314,42504,12190,40,False,0,Burnley,Norwich,DEF,Hanley
Gylfi Sigurdsson,0,0,23,0,58.0,151,55,2,0,9.4,19.2,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,354273,2,0,17.0,2,-41239,8017,49256,77,True,0,Sheffield Utd,Everton,MID,Sigurdsson
Hamza Choudhury,1,0,13,0,10.3,180,56,0,0,2.8,17.2,2019-09-21T11:30:00Z,6,0,0,0,0,6,0,70900,1,2,0.0,4,-676,4915,5591,45,True,0,Spurs,Leicester,MID,Choudhury
Harry Kane,0,2,28,0,2.9,338,56,2,1,13.9,50.4,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,1384001,1,2,86.0,8,-185553,13726,199279,110,False,0,Leicester,Spurs,FWD,Kane
Harry Maguire,0,0,9,0,0.3,160,60,2,0,4.1,19.6,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,1143047,0,2,21.0,1,-6305,27041,33346,55,False,0,West Ham,Man Utd,DEF,Maguire
Harry Wilson,0,0,23,0,0.8,505,59,1,1,4.9,31.0,2019-09-20T19:00:00Z,62,0,0,0,0,6,0,206403,3,1,17.0,6,-6930,26392,33322,60,False,1,Southampton,Bournemouth,MID,Harry Wilson
Harry Winks,0,0,17,0,16.0,347,56,2,0,3.2,16.0,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,23657,1,2,0.0,2,-458,1178,1636,54,False,0,Leicester,Spurs,MID,Winks
Harvey Barnes,0,0,8,0,23.3,172,56,1,0,8.2,9.2,2019-09-21T11:30:00Z,81,0,0,0,0,6,0,17545,1,2,49.0,2,-868,894,1762,59,True,0,Spurs,Leicester,MID,Barnes
Henrikh Mkhitaryan,0,0,0,0,0.0,16,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,69958,2,3,0.0,0,-8414,47,8461,68,True,0,Aston Villa,Arsenal,MID,Mkhitaryan
Henri Lansbury,0,0,3,0,0.4,35,51,0,0,0.3,0.2,2019-09-22T15:30:00Z,4,0,0,0,0,6,0,59634,2,3,2.0,1,7343,13357,6014,44,False,0,Arsenal,Aston Villa,MID,Lansbury
Heung-Min Son,1,0,15,0,36.2,342,56,2,0,7.5,19.2,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,474915,1,2,20.0,5,254474,271708,17234,96,False,0,Leicester,Spurs,MID,Son
Heurelho da Silva Gomes,0,0,0,0,0.0,513,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,14283,0,8,0.0,0,-229,205,434,45,False,0,Man City,Watford,GK,Gomes
Hugo Lloris,0,0,0,0,0.0,340,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,597418,1,2,0.0,0,20264,37147,16883,55,False,0,Leicester,Spurs,GK,Lloris
Héctor Bellerín,0,0,0,0,0.0,2,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,7285,2,3,0.0,0,-6,339,345,54,True,0,Aston Villa,Arsenal,DEF,Bellerín
Hélder Costa,0,0,0,0,0.0,418,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,1154,1,1,0.0,0,-48,28,76,49,False,0,Crystal Palace,Wolves,MID,Costa
Ibrahim Amadou,0,0,9,0,0.9,507,52,2,0,3.0,28.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,6860,0,2,0.0,1,1114,1635,521,45,False,1,Burnley,Norwich,MID,Amadou
Idrissa Gueye,0,0,0,0,0.0,156,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,1419,2,0,0.0,0,-51,19,70,50,True,0,Sheffield Utd,Everton,MID,Gueye
Ilkay Gündogan,0,0,0,0,0.0,222,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,108806,0,8,0.0,0,-5701,3665,9366,53,True,0,Watford,Man City,MID,Gündogan
Isaac Hayden,0,0,6,1,12.5,271,58,0,0,3.0,17.4,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,439569,0,0,0.0,3,36994,62301,25307,45,True,0,Brighton,Newcastle,MID,Hayden
Isaac Success Ajayi,0,0,0,0,0.0,365,57,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,39902,0,8,0.0,0,-3633,1200,4833,49,False,0,Man City,Watford,FWD,Success
Ismaïla Sarr,0,0,2,0,0.7,525,57,2,0,0.2,0.8,2019-09-21T14:00:00Z,31,0,0,0,0,6,0,10224,0,8,0.0,1,-454,658,1112,64,False,0,Man City,Watford,MID,Sarr
Issa Diop,0,0,25,1,0.7,381,60,0,0,1.2,11.6,2019-09-22T13:00:00Z,90,0,0,0,0,6,0,240260,0,2,0.0,6,14305,24448,10143,45,True,0,Man Utd,West Ham,DEF,Diop
Ivan Cavaleiro,0,0,0,0,0.0,419,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,586,1,1,0.0,0,-6,40,46,49,False,0,Crystal Palace,Wolves,MID,Cavaleiro
Jack Colback,0,0,0,0,0.0,482,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,21536,0,0,0.0,0,1657,5443,3786,44,True,0,Brighton,Newcastle,MID,Colback
Jack Cork,0,0,18,1,23.1,102,52,0,0,6.4,19.6,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,19972,0,2,21.0,3,-509,831,1340,50,True,0,Norwich,Burnley,MID,Cork
Jack Grealish,1,1,29,0,46.3,29,51,3,0,9.0,37.4,2019-09-22T15:30:00Z,90,0,0,0,0,6,0,272091,2,3,6.0,6,-31366,4008,35374,59,False,0,Arsenal,Aston Villa,MID,Grealish
Jack O'Connell,0,0,27,1,0.3,293,55,0,0,3.4,32.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,22287,2,0,2.0,6,-1015,386,1401,45,False,0,Everton,Sheffield Utd,DEF,O'Connell
Jack Simpson,0,0,0,0,0.0,66,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,479081,3,1,0.0,0,-2633,14937,17570,40,False,0,Southampton,Bournemouth,DEF,Simpson
Jack Stacey,0,0,6,0,0.8,446,59,1,0,1.7,15.8,2019-09-20T19:00:00Z,90,0,0,0,0,6,0,7053,3,1,0.0,1,220,486,266,44,False,1,Southampton,Bournemouth,DEF,Stacey
Jack Stephens,0,0,0,0,0.0,308,59,0,0,0.0,0.0,2019-09-20T19:00:00Z,0,0,0,0,0,6,0,7504,3,1,0.0,0,-310,127,437,44,True,0,Bournemouth,Southampton,DEF,Stephens
Jack Wilshere,0,0,2,0,0.8,394,60,0,0,0.1,0.4,2019-09-22T13:00:00Z,20,0,0,0,0,6,0,23578,0,2,0.0,1,-1904,343,2247,48,True,0,Man Utd,West Ham,MID,Wilshere
Jacob Murphy,0,0,0,0,0.0,483,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,0,0,0,0,6,0,645,0,0,0.0,0,-49,5,54,49,True,0,Brighton,Newcastle,MID,Murphy
Jairo Riedewald,0,0,0,0,0.0,539,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,156,1,1,0.0,0,68,84,16,45,True,0,Wolves,Crystal Palace,MID,Riedewald
Jake Eastwood,0,0,0,0,0.0,299,55,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,0,0,0,0,6,0,13938,2,0,0.0,0,-484,106,590,44,False,0,Everton,Sheffield Utd,GK,Eastwood
Jamaal Lascelles,0,0,21,1,0.6,258,58,0,0,2.2,19.8,2019-09-21T16:30:00Z,90,0,0,0,0,6,0,360596,0,0,2.0,6,3,14711,14708,45,True,0,Brighton,Newcastle,DEF,Lascelles
Jamal Lewis,0,0,13,0,22.9,276,52,2,0,4.5,18.0,2019-09-21T14:00:00Z,90,0,0,0,0,6,0,31126,0,2,4.0,1,4112,6086,1974,45,False,0,Burnley,Norwich,DEF,Lewis
James Chester,0,0,0,0,0.0,23,51,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,0,0,0,0,6,0,4140,2,3,0.0,0,-275,16,291,44,False,0,Arsenal,Aston Villa,DEF,Chester
James Garner,0,0,0,0,0.0,250,60,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,0,0,0,0,6,0,19816,0,2,0.0,0,775,2768,1993,44,False,0,West Ham,Man Utd,MID,Garner
James Justin,0,0,0,0,0.0,433,56,0,0,0.0,0.0,2019-09-21T11:30:00Z,0,0,0,0,0,6,0,6782,1,2,0.0,0,-267,48,315,49,True,0,Spurs,Leicester,DEF,Justin
James Maddison,0,3,33,0,30.9,171,56,1,1,11.9,44.2,2019-09-21T11:30:00Z,90,0,0,0,0,6,0,751930,1,2,44.0,10,-39184,35319,74503,71,True,0,Spurs,Leicester,MID,Maddison
James McArthur,0,0,10,1,23.1,138,54,0,0,4.2,15.0,2019-09-22T13:00:00Z,82,0,0,0,0,6,0,60198,1,1,4.0,2,-12203,141,12344,54,True,1,Wolves,Crystal Palace,MID,McArthur
James McCarthy,0,0,4,0,11.0,157,54,1,0,1.5,3.8,2019-09-22T13:00:00Z,7,0,0,0,0,6,0,39758,1,1,0.0,1,-1246,1261,2507,45,True,0,Wolves,Crystal Palace,MID,McCarthy
James Milner,0,0,-2,0,0.9,200,53,0,0,0.2,0.8,2019-09-22T15:30:00Z,19,0,0,0,0,6,0,47927,2,1,0.0,0,-3844,910,4754,54,False,1,Chelsea,Liverpool,MID,Milner
