name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Rafael Camacho,0,0,0,0,0.0,201,166,0,0,0.0,0.0,2019-12-14T12:30:00Z,0,0,0,0,0,17,0,403,0,2,0.0,0,7,34,27,45,True,0,Watford,Liverpool,MID
Roberto Jimenez Gago,0,0,0,0,0.0,450,169,0,0,0.0,0.0,2019-12-14T17:30:00Z,0,0,0,0,0,17,0,37955,1,0,0.0,0,-2721,453,3174,44,False,0,Southampton,West Ham,GK
Mihai-Alexandru Dobre,0,0,0,0,0.0,574,163,0,0,0.0,0.0,2019-12-14T15:00:00Z,0,0,0,0,0,17,0,0,1,0,0.0,0,0,0,0,45,False,0,Chelsea,Bournemouth,MID
James Ward-Prowse,0,0,12,0,8.4,321,169,1,0,3.2,6.6,2019-12-14T17:30:00Z,90,0,0,0,0,17,0,155282,1,0,17.0,2,7888,22298,14410,59,True,0,West Ham,Southampton,MID
Ryan Bertrand,0,0,14,0,9.4,305,169,1,0,2.1,9.8,2019-12-14T17:30:00Z,90,0,0,0,0,17,0,39265,1,0,2.0,2,2549,3772,1223,48,True,0,West Ham,Southampton,DEF
Teemu Pukki,0,3,26,0,12.7,278,165,1,1,9.8,37.0,2019-12-14T15:00:00Z,90,0,0,0,0,17,0,1220655,1,1,48.0,9,-116354,18544,134898,66,False,0,Leicester,Norwich,FWD
Tudor Baluta,0,0,0,0,0.0,536,164,0,0,0.0,0.0,2019-12-16T19:45:00Z,0,0,0,0,0,17,0,16873,1,1,0.0,0,446,1221,775,40,False,0,Crystal Palace,Brighton,DEF
Kayne Ramsay,0,0,0,0,0.0,311,169,0,0,0.0,0.0,2019-12-14T17:30:00Z,0,0,0,0,0,17,0,109374,1,0,0.0,0,5799,9468,3669,39,True,0,West Ham,Southampton,DEF
Marc Navarro,0,0,0,0,0.0,360,166,0,0,0.0,0.0,2019-12-14T12:30:00Z,0,0,0,0,0,17,0,27680,0,2,0.0,0,14,1895,1881,39,False,0,Liverpool,Watford,DEF
Roberto Firmino,0,0,12,1,13.1,187,166,0,0,7.2,20.6,2019-12-14T12:30:00Z,87,0,0,0,0,17,0,635317,0,2,38.0,2,-68032,11463,79495,93,True,0,Watford,Liverpool,FWD
Dennis Srbeny,0,0,0,0,0.0,279,165,0,0,0.0,0.0,2019-12-14T15:00:00Z,0,0,0,0,0,17,0,3309,1,1,0.0,0,-113,71,184,52,False,0,Leicester,Norwich,FWD
