name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position,xP,season
Cédric Soares,0,0,0,0,0.0,486,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,13328,9,0,0.0,0,-747,11,758,48,True,0,Leicester,Arsenal,DEF,0,2019-20
César Azpilicueta,0,0,19,0,13.2,105,93,2,0,3.5,18.2,2019-10-26T16:30:00Z,90,0,0,0,0,10,0,434369,4,2,4.0,1,4646,12357,7711,59,False,0,Burnley,Chelsea,DEF,0,2019-20
Dale Stephens,0,0,16,0,4.8,57,92,2,0,2.0,15.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,197629,2,3,0.0,1,-2063,5088,7151,45,True,1,Everton,Brighton,MID,0,2019-20
Daniel Amartey,0,0,0,0,0.0,178,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,19495,9,0,0.0,0,-375,257,632,44,False,0,Southampton,Leicester,MID,0,2019-20
Dani Ceballos,0,0,13,0,17.4,469,91,2,0,3.6,16.8,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,535760,2,2,2.0,2,-48549,5701,54250,55,True,0,Crystal Palace,Arsenal,MID,0,2019-20
Daniel Drinkwater,0,0,0,0,0.0,120,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,0,0,0,0,10,0,54441,4,2,0.0,0,-2155,58,2213,44,True,0,Chelsea,Aston Villa,MID,0,2019-20
Daniel James,1,0,22,1,28.4,243,97,0,0,6.0,27.4,2019-10-27T16:30:00Z,79,0,0,0,0,10,0,791060,3,1,4.0,6,58232,85058,26826,61,False,0,Norwich,Man Utd,MID,0,2019-20
Daniel N'Lundulu,0,0,0,0,0.0,535,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,7000,9,0,0.0,0,-93,318,411,45,True,0,Leicester,Southampton,FWD,0,2019-20
Danilo Luiz da Silva,0,0,0,0,0.0,209,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,0,0,0,0,0,10,0,3255,0,3,0.0,0,-17,25,42,50,True,0,Aston Villa,Man City,DEF,0,2019-20
Danny Ings,0,0,0,0,1.8,313,98,5,0,0.8,5.0,2019-10-25T19:00:00Z,45,0,0,0,0,10,0,220367,9,0,1.0,1,94428,99856,5428,59,True,0,Leicester,Southampton,FWD,0,2019-20
Danny Rose,0,0,11,0,28.9,332,94,2,0,5.7,24.2,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,145545,1,2,4.0,0,-12521,1008,13529,54,False,1,Liverpool,Newcastle,DEF,0,2019-20
Danny Ward,0,0,0,0,0.0,170,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,13777,9,0,0.0,0,-158,48,206,44,False,0,Southampton,Leicester,GK,0,2019-20
Danny Welbeck,0,0,0,0,0.0,512,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,10695,0,0,0.0,0,-1102,59,1161,59,True,0,Bournemouth,Watford,FWD,0,2019-20
Dan Burn,0,0,16,0,1.9,475,92,2,0,3.2,29.6,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,19586,2,3,0.0,1,269,1054,785,45,True,0,Everton,Brighton,DEF,0,2019-20
Dan Gosling,0,0,0,0,0.0,81,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,684,0,0,0.0,0,-3,5,8,49,False,0,Watford,Bournemouth,MID,0,2019-20
Daryl Janmaat,0,0,25,1,2.5,359,99,0,0,2.2,15.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,47037,0,0,4.0,6,18366,19902,1536,43,True,0,Bournemouth,Watford,DEF,0,2019-20
Davide Zappacosta,0,0,0,0,0.0,109,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,0,0,0,0,10,0,13229,4,2,0.0,0,-222,24,246,43,False,0,Burnley,Chelsea,DEF,0,2019-20
David Brooks,0,0,0,0,0.0,76,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,7725,0,0,0.0,0,-117,15,132,63,False,0,Watford,Bournemouth,MID,0,2019-20
David Button,0,0,0,0,0.0,48,92,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,1645866,2,3,0.0,0,-16595,5174,21769,40,True,0,Everton,Brighton,GK,0,2019-20
David de Gea,0,0,11,0,0.0,235,97,1,0,1.4,14.0,2019-10-27T16:30:00Z,90,0,0,0,0,10,2,1009485,3,1,0.0,2,-17362,15087,32449,55,False,0,Norwich,Man Utd,GK,0,2019-20
David Luiz,0,0,26,0,0.5,106,91,2,1,10.5,54.4,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,398701,2,2,50.0,7,2965,10956,7991,58,True,0,Crystal Palace,Arsenal,DEF,0,2019-20
David Martin,0,0,0,0,0.0,553,100,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,7414,1,1,0.0,0,1688,2101,413,40,True,0,Sheffield Utd,West Ham,GK,0,2019-20
David McGoldrick,0,0,7,0,13.9,303,100,1,0,9.7,19.4,2019-10-26T14:00:00Z,80,0,0,0,0,10,0,9799,1,1,64.0,2,-191,198,389,54,False,0,West Ham,Sheffield Utd,FWD,0,2019-20
David Silva,0,1,30,1,31.8,219,95,0,1,14.2,51.2,2019-10-26T11:30:00Z,90,0,0,0,0,10,0,829755,0,3,59.0,9,120003,138831,18828,76,True,0,Aston Villa,Man City,MID,0,2019-20
Davinson Sánchez,0,0,15,0,0.3,333,94,2,0,2.3,22.4,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,59456,1,2,0.0,1,-1428,275,1703,53,False,0,Liverpool,Spurs,DEF,0,2019-20
Davy Pröpper,0,0,12,0,16.9,54,92,2,0,3.3,13.8,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,31700,2,3,2.0,1,-1068,236,1304,50,True,1,Everton,Brighton,MID,0,2019-20
DeAndre Yedlin,0,0,12,0,18.3,253,96,1,0,2.7,8.2,2019-10-27T14:00:00Z,90,0,0,0,0,10,0,4354,1,1,0.0,2,746,898,152,44,True,0,Wolves,Newcastle,DEF,0,2019-20
Dean Henderson,0,0,15,0,0.0,471,100,1,0,2.1,21.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,3,332190,1,1,0.0,3,60192,64710,4518,46,False,0,West Ham,Sheffield Utd,GK,0,2019-20
Declan Rice,0,0,21,0,3.8,395,100,1,0,3.0,17.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,117449,1,1,9.0,2,-2920,2333,5253,48,True,0,Sheffield Utd,West Ham,MID,0,2019-20
Dejan Lovren,0,0,14,0,2.3,186,94,1,0,4.7,26.0,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,13304,1,2,19.0,1,-137,387,524,53,True,1,Spurs,Liverpool,DEF,0,2019-20
Demarai Gray,0,0,3,0,1.3,175,98,0,0,0.4,0.2,2019-10-25T19:00:00Z,16,0,0,0,0,10,0,20422,9,0,2.0,1,-334,250,584,52,False,0,Southampton,Leicester,MID,0,2019-20
Dennis Praet,0,0,0,0,0.0,517,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,4895,9,0,0.0,0,31,267,236,53,False,0,Southampton,Leicester,MID,0,2019-20
Dennis Srbeny,0,0,0,0,0.0,279,97,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,3424,3,1,0.0,0,-83,58,141,53,True,0,Man Utd,Norwich,FWD,0,2019-20
Diego Rico,0,0,19,1,16.5,65,99,0,0,6.7,27.6,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,862694,0,0,23.0,5,57897,65489,7592,42,False,1,Watford,Bournemouth,DEF,0,2019-20
Dimitri Foulquier,0,0,3,0,0.4,542,99,0,0,0.2,1.4,2019-10-26T14:00:00Z,17,0,0,0,0,10,0,9510,0,0,0.0,1,202,861,659,40,True,0,Bournemouth,Watford,DEF,0,2019-20
Diogo Jota,0,0,5,0,5.5,410,96,1,0,6.0,14.0,2019-10-27T14:00:00Z,69,0,0,0,0,10,0,226875,1,1,40.0,2,-2865,4411,7276,61,False,0,Newcastle,Wolves,FWD,0,2019-20
Divock Origi,0,0,3,0,0.0,188,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,1,0,0,0,0,10,0,198087,1,2,0.0,1,-2728,3015,5743,53,True,0,Spurs,Liverpool,FWD,0,2019-20
Djibril Sidibé,0,0,11,0,15.5,511,92,3,0,3.7,21.0,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,12996,2,3,0.0,1,1565,1872,307,53,False,0,Brighton,Everton,DEF,0,2019-20
Domingos Quina,0,0,0,0,0.0,375,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,7912,0,0,0.0,0,84,459,375,44,True,0,Bournemouth,Watford,MID,0,2019-20
Dominic Calvert-Lewin,0,2,27,0,0.6,147,92,2,1,5.3,33.0,2019-10-26T14:00:00Z,18,0,0,0,0,10,0,72375,2,3,19.0,7,-5075,2151,7226,58,False,0,Brighton,Everton,FWD,0,2019-20
Dominic Solanke,0,0,1,0,0.5,69,99,0,0,0.7,0.0,2019-10-26T14:00:00Z,16,0,0,0,0,10,0,30384,0,0,8.0,1,-361,967,1328,54,False,0,Watford,Bournemouth,FWD,0,2019-20
Douglas Luiz,0,0,13,0,4.9,470,95,3,0,3.3,8.2,2019-10-26T11:30:00Z,90,0,0,0,0,10,0,270871,0,3,20.0,2,-8669,8656,17325,45,False,0,Man City,Aston Villa,MID,0,2019-20
Dwight Gayle,0,0,2,0,0.1,554,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,1,0,0,0,0,10,0,1357,1,1,0.0,1,408,571,163,50,True,0,Wolves,Newcastle,FWD,0,2019-20
Dwight McNeil,0,1,29,0,26.3,97,93,4,1,10.5,50.0,2019-10-26T16:30:00Z,90,0,0,0,0,10,0,29779,4,2,29.0,8,720,2631,1911,60,True,0,Chelsea,Burnley,MID,0,2019-20
Ederson,0,2,32,1,3.0,212,95,0,0,3.8,35.4,2019-10-26T11:30:00Z,90,0,0,0,0,10,5,1510598,0,3,0.0,9,2523,26409,23886,61,True,0,Aston Villa,Man City,GK,0,2019-20
Eddie Nketiah,0,0,0,0,0.0,13,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,49264,2,2,0.0,0,-841,1116,1957,44,True,0,Crystal Palace,Arsenal,FWD,0,2019-20
Eldin Jakupovic,0,0,0,0,0.0,169,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,7209,9,0,0.0,0,-80,45,125,44,False,0,Southampton,Leicester,GK,0,2019-20
Emerson,0,0,0,0,0.0,107,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,0,0,0,0,10,0,56164,4,2,0.0,0,-1419,501,1920,55,False,0,Burnley,Chelsea,DEF,0,2019-20
Emiliano Buendía,0,0,9,0,25.6,283,97,3,0,5.0,16.0,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,105025,3,1,8.0,2,-12591,1359,13950,60,True,0,Man Utd,Norwich,MID,0,2019-20
Emiliano Martínez,0,0,0,0,0.0,427,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,18730,2,2,0.0,0,-205,126,331,44,True,0,Crystal Palace,Arsenal,GK,0,2019-20
Emil Krafth,0,0,0,0,0.0,519,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,5614,1,1,0.0,0,-222,37,259,45,True,0,Wolves,Newcastle,DEF,0,2019-20
Enda Stevens,1,0,17,0,13.8,291,100,1,0,6.1,23.2,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,67746,1,1,24.0,4,14804,16837,2033,50,False,1,West Ham,Sheffield Utd,DEF,0,2019-20
Eric Bailly,0,0,0,0,0.0,228,97,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,2208,3,1,0.0,0,-17,14,31,49,False,0,Norwich,Man Utd,DEF,0,2019-20
Eric Dier,0,0,0,0,0.0,350,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,12365,1,2,0.0,0,-186,162,348,49,False,0,Liverpool,Spurs,MID,0,2019-20
Eric Garcia,0,0,0,0,0.0,544,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,0,0,0,0,0,10,0,965,0,3,0.0,0,-3,74,77,45,True,0,Aston Villa,Man City,DEF,0,2019-20
Erik Lamela,0,0,0,0,0.0,346,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,220862,1,2,0.0,0,-43492,3168,46660,59,False,0,Liverpool,Spurs,MID,0,2019-20
Erik Pieters,0,0,7,0,2.7,447,93,4,0,2.3,13.6,2019-10-26T16:30:00Z,90,0,0,0,0,10,0,822497,4,2,7.0,-1,-10290,15190,25480,48,True,1,Chelsea,Burnley,DEF,0,2019-20
Ethan Ampadu,0,0,0,0,0.0,121,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,0,0,0,0,10,0,1320,4,2,0.0,0,0,42,42,44,False,0,Burnley,Chelsea,MID,0,2019-20
Etienne Capoue,0,0,0,0,0.0,373,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,23780,0,0,0.0,0,-2148,47,2195,48,True,0,Bournemouth,Watford,MID,0,2019-20
Ezequiel Schelotto,0,0,1,0,0.1,546,92,1,0,0.0,0.2,2019-10-26T14:00:00Z,24,0,0,0,0,10,0,4006,2,3,0.0,1,292,739,447,40,True,0,Everton,Brighton,DEF,0,2019-20
Ezri Konsa Ngoyo,0,0,0,0,0.0,452,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,0,0,0,0,0,10,0,4457,0,3,0.0,0,-85,34,119,43,False,0,Man City,Aston Villa,DEF,0,2019-20
Fabian Delph,0,0,5,0,0.6,205,92,2,0,0.6,5.0,2019-10-26T14:00:00Z,18,0,0,0,0,10,0,16078,2,3,0.0,0,-728,146,874,54,False,0,Brighton,Everton,DEF,0,2019-20
Fabian Schär,0,0,0,0,0.0,252,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,160806,1,1,0.0,0,-9884,4257,14141,50,True,0,Wolves,Newcastle,DEF,0,2019-20
Fabinho,0,0,19,0,33.0,197,94,1,0,6.4,22.8,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,100111,1,2,8.0,2,-1638,2590,4228,55,True,0,Spurs,Liverpool,MID,0,2019-20
Fabián Balbuena,0,0,11,0,0.6,382,100,1,0,1.5,10.8,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,18009,1,1,4.0,1,-458,122,580,43,True,1,Sheffield Utd,West Ham,DEF,0,2019-20
Federico Fernández,1,3,23,0,18.6,254,96,1,0,6.6,45.8,2019-10-27T14:00:00Z,90,0,0,0,0,10,0,9875,1,1,2.0,8,-171,62,233,44,True,0,Wolves,Newcastle,DEF,0,2019-20
Felipe Anderson,0,0,8,1,8.3,390,100,0,0,3.9,8.8,2019-10-26T14:00:00Z,65,0,0,0,0,10,0,299507,1,1,22.0,3,-11373,5558,16931,69,True,0,Sheffield Utd,West Ham,MID,0,2019-20
Fernandinho,0,0,1,1,1.9,221,95,0,0,5.2,7.2,2019-10-26T11:30:00Z,86,0,0,0,1,10,0,47402,0,3,43.0,0,608,1744,1136,52,True,0,Aston Villa,Man City,MID,0,2019-20
Fikayo Tomori,0,0,14,0,11.1,529,93,2,0,4.0,29.2,2019-10-26T16:30:00Z,90,0,0,0,0,10,0,474501,4,2,0.0,1,46873,56805,9932,48,False,0,Burnley,Chelsea,DEF,0,2019-20
Florian Lejeune,0,0,0,0,0.0,257,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,185,1,1,0.0,0,-15,4,19,44,True,0,Wolves,Newcastle,DEF,0,2019-20
Florin Andone,0,0,0,0,0.0,46,92,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,34566,2,3,0.0,0,-1326,46,1372,48,True,0,Everton,Brighton,FWD,0,2019-20
Kiko Femenía,0,0,0,0,0.0,357,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,25590,0,0,0.0,0,-1575,111,1686,43,True,0,Bournemouth,Watford,DEF,0,2019-20
Fraser Forster,0,0,0,0,0.0,317,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,29895,9,0,0.0,0,-782,25,807,44,True,0,Leicester,Southampton,GK,0,2019-20
Frederick Woodman,0,0,0,0,0.0,264,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,62497,1,1,0.0,0,-429,506,935,40,True,0,Wolves,Newcastle,GK,0,2019-20
Fred,0,0,12,0,2.8,244,97,1,0,3.9,18.4,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,9381,3,1,18.0,2,174,414,240,53,False,0,Norwich,Man Utd,MID,0,2019-20
Frédéric Guilbert,0,0,12,0,15.7,458,95,3,0,4.2,26.6,2019-10-26T11:30:00Z,90,0,0,0,0,10,0,55713,0,3,0.0,1,-1040,1738,2778,44,False,0,Man City,Aston Villa,DEF,0,2019-20
Gabriel Jesus,1,0,7,1,23.6,211,95,0,0,7.7,5.4,2019-10-26T11:30:00Z,90,0,0,0,0,10,0,113826,0,3,48.0,5,9503,11859,2356,95,True,0,Aston Villa,Man City,FWD,0,2019-20
Gabriel Martinelli,0,0,0,0,0.0,504,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,97698,2,2,0.0,0,-70,3982,4052,45,True,0,Crystal Palace,Arsenal,FWD,0,2019-20
Gary Cahill,0,0,10,0,0.5,503,91,2,0,3.5,14.2,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,124710,2,2,20.0,1,-914,2554,3468,45,False,0,Arsenal,Crystal Palace,DEF,0,2019-20
Gaëtan Bong,0,0,0,0,0.0,41,92,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,8466,2,3,0.0,0,-160,47,207,44,True,0,Everton,Brighton,DEF,0,2019-20
Georges-Kévin Nkoudou,0,0,0,0,0.0,527,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,901,1,2,0.0,0,-6,15,21,50,False,0,Liverpool,Spurs,MID,0,2019-20
George Baldock,0,0,5,0,1.2,294,100,1,0,3.1,5.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,62519,1,1,24.0,1,8867,10238,1371,45,False,1,West Ham,Sheffield Utd,DEF,0,2019-20
Georginio Wijnaldum,0,0,14,0,4.0,199,94,1,0,3.0,6.8,2019-10-27T16:30:00Z,76,0,0,0,0,10,0,183421,1,2,19.0,2,6569,14488,7919,54,True,0,Spurs,Liverpool,MID,0,2019-20
Gerard Deulofeu,0,0,-8,1,7.6,363,99,0,0,3.5,5.8,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,128616,0,0,22.0,1,1778,6619,4841,61,True,1,Bournemouth,Watford,FWD,0,2019-20
Giovani Lo Celso,0,0,3,0,0.0,523,94,0,0,0.3,0.6,2019-10-27T16:30:00Z,2,0,0,0,0,10,0,15523,1,2,2.0,1,-48,93,141,73,False,0,Liverpool,Spurs,MID,0,2019-20
Glenn Murray,0,0,1,0,0.5,44,92,0,0,0.2,1.2,2019-10-26T14:00:00Z,10,0,0,0,0,10,0,67400,2,3,0.0,1,-2447,648,3095,56,True,0,Everton,Brighton,FWD,0,2019-20
Grady Diangana,0,0,0,0,0.0,398,100,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,5684,1,1,0.0,0,-136,163,299,44,True,0,Sheffield Utd,West Ham,MID,0,2019-20
Granit Xhaka,1,0,17,0,13.1,18,91,2,0,3.9,22.0,2019-10-27T16:30:00Z,60,0,0,0,0,10,0,54576,2,2,4.0,5,-699,1057,1756,53,True,0,Crystal Palace,Arsenal,MID,0,2019-20
Grant Hanley,0,0,0,0,0.0,277,97,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,205884,3,1,0.0,0,-14722,655,15377,40,True,0,Man Utd,Norwich,DEF,0,2019-20
Gylfi Sigurdsson,0,0,5,0,1.4,151,92,2,0,1.2,3.8,2019-10-26T14:00:00Z,60,0,0,0,0,10,0,247346,2,3,7.0,2,-1073,5813,6886,75,False,0,Brighton,Everton,MID,0,2019-20
Hamza Choudhury,0,0,0,0,0.0,180,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,70793,9,0,0.0,0,-3751,813,4564,45,False,0,Southampton,Leicester,MID,0,2019-20
Harry Kane,0,1,26,0,10.8,338,94,2,1,6.5,34.8,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,1142397,1,2,19.0,7,-166271,8722,174993,109,False,0,Liverpool,Spurs,FWD,0,2019-20
Harry Lewis,0,0,0,0,0.0,548,98,0,0,0.0,0.0,2019-10-25T19:00:00Z,0,0,0,0,0,10,0,4366,9,0,0.0,0,188,409,221,40,True,0,Leicester,Southampton,GK,0,2019-20
Harry Maguire,0,0,12,0,21.4,160,97,1,0,5.6,10.4,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,971962,3,1,24.0,2,-7510,16866,24376,54,False,0,Norwich,Man Utd,DEF,0,2019-20
Harry Wilson,0,0,5,0,24.2,505,99,0,0,4.9,3.8,2019-10-26T14:00:00Z,29,0,0,0,0,10,0,239354,0,0,21.0,1,-13463,7934,21397,61,False,0,Watford,Bournemouth,MID,0,2019-20
Harry Winks,0,0,6,0,0.8,347,94,1,0,0.5,3.8,2019-10-27T16:30:00Z,62,0,0,0,0,10,0,21480,1,2,0.0,2,-606,279,885,53,False,0,Liverpool,Spurs,MID,0,2019-20
Harvey Barnes,2,0,34,1,50.3,172,98,0,0,12.8,32.2,2019-10-25T19:00:00Z,71,0,0,0,0,10,0,33996,9,0,45.0,9,14167,15575,1408,59,False,0,Southampton,Leicester,MID,0,2019-20
Harvey Elliott,0,0,0,0,0.0,550,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,141,1,2,0.0,0,10,34,24,45,True,0,Spurs,Liverpool,MID,0,2019-20
Henrikh Mkhitaryan,0,0,0,0,0.0,16,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,60855,2,2,0.0,0,-709,28,737,68,True,0,Crystal Palace,Arsenal,MID,0,2019-20
Henri Lansbury,0,0,0,0,0.0,35,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,0,0,0,0,0,10,0,45758,0,3,0.0,0,-1674,206,1880,44,False,0,Man City,Aston Villa,MID,0,2019-20
Son Heung-Min,1,0,11,0,2.5,342,94,2,0,7.3,13.0,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,593439,1,2,57.0,5,-224879,9557,234436,97,False,0,Liverpool,Spurs,MID,0,2019-20
Heurelho da Silva Gomes,0,0,0,0,0.0,513,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,14471,0,0,0.0,0,-98,153,251,45,True,0,Bournemouth,Watford,GK,0,2019-20
Hugo Lloris,0,0,0,0,0.0,340,94,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,338556,1,2,0.0,0,-39544,75,39619,54,False,0,Liverpool,Spurs,GK,0,2019-20
Héctor Bellerín,0,0,0,0,0.0,2,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,0,0,0,0,10,0,24277,2,2,0.0,0,496,2578,2082,54,True,0,Crystal Palace,Arsenal,DEF,0,2019-20
Hélder Costa,0,0,0,0,0.0,418,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,1182,1,1,0.0,0,-15,19,34,49,False,0,Newcastle,Wolves,MID,0,2019-20
Ibrahim Amadou,0,0,16,0,0.0,507,97,3,0,1.1,11.4,2019-10-27T16:30:00Z,90,0,0,0,0,10,0,8737,3,1,0.0,2,311,699,388,45,True,0,Man Utd,Norwich,MID,0,2019-20
Idrissa Gueye,0,0,0,0,0.0,156,92,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,1346,2,3,0.0,0,-7,8,15,50,False,0,Brighton,Everton,MID,0,2019-20
Ilkay Gündogan,0,1,30,1,31.8,222,95,0,1,11.5,46.4,2019-10-26T11:30:00Z,90,0,0,0,0,10,0,95762,0,3,37.0,8,292,3436,3144,52,True,1,Aston Villa,Man City,MID,0,2019-20
Isaac Hayden,0,0,0,0,0.0,271,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,293243,1,1,0.0,0,-22087,521,22608,44,True,0,Wolves,Newcastle,MID,0,2019-20
Isaac Success,0,0,0,0,0.0,365,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,27724,0,0,0.0,0,-930,59,989,48,True,0,Bournemouth,Watford,FWD,0,2019-20
Ismaïla Sarr,0,0,0,0,0.0,525,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,8453,0,0,0.0,0,-366,110,476,62,True,0,Bournemouth,Watford,MID,0,2019-20
Issa Diop,0,0,10,0,0.6,381,100,1,0,1.8,13.0,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,340443,1,1,4.0,1,-10503,5123,15626,45,True,1,Sheffield Utd,West Ham,DEF,0,2019-20
Ivan Cavaleiro,0,0,0,0,0.0,419,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,630,1,1,0.0,0,1,16,15,49,False,0,Newcastle,Wolves,MID,0,2019-20
Jack Colback,0,0,0,0,0.0,482,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,0,0,0,0,10,0,13428,1,1,0.0,0,-583,42,625,44,True,0,Wolves,Newcastle,MID,0,2019-20
Jack Cork,0,0,19,0,16.0,102,93,4,0,2.6,10.4,2019-10-26T16:30:00Z,90,0,0,0,0,10,0,13757,4,2,0.0,2,-872,13,885,50,True,0,Chelsea,Burnley,MID,0,2019-20
Jack Grealish,0,0,0,0,2.5,29,95,3,0,0.6,3.4,2019-10-26T11:30:00Z,83,0,0,0,0,10,0,342709,0,3,0.0,1,73348,82133,8785,59,False,1,Man City,Aston Villa,MID,0,2019-20
Jack O'Connell,0,0,19,0,24.3,293,100,1,0,4.4,15.4,2019-10-26T14:00:00Z,90,0,0,0,0,10,0,65069,1,1,4.0,2,38187,40032,1845,45,False,0,West Ham,Sheffield Utd,DEF,0,2019-20
Jack Simpson,0,0,0,0,0.0,66,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,460466,0,0,0.0,0,-6150,5629,11779,40,False,0,Watford,Bournemouth,DEF,0,2019-20
Jack Stacey,0,0,0,0,0.0,446,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,0,0,0,0,10,0,6998,0,0,0.0,0,-287,37,324,44,False,0,Watford,Bournemouth,DEF,0,2019-20
Jack Stephens,0,0,7,0,0.4,308,98,4,0,1.2,11.6,2019-10-25T19:00:00Z,45,0,0,0,0,10,0,6836,9,0,0.0,-1,-109,80,189,43,True,0,Leicester,Southampton,DEF,0,2019-20
