name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ibrahima Diallo,MID,Southampton,1.3,0,0,7,0,3.9,565,183,1,0,1.3,9.2,2021-01-16T20:00:00Z,86,0,0,0,0,19,0,2548,0,2,0.0,1,163,402,239,45,False,1,Leicester
Felipe Anderson,MID,West Ham,0.0,0,0,0,0,0.0,440,187,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,9398,0,1,0.0,0,-24,4,28,61,True,0,Burnley
Felipe Anderson,MID,West Ham,0.0,0,0,0,0,0.0,440,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,0,0,0,0,19,0,9398,1,2,0.0,0,-24,4,28,61,True,0,West Brom
Raheem Sterling,MID,Man City,10.4,0,0,25,1,6.2,276,185,0,1,8.5,41.8,2021-01-17T19:15:00Z,90,0,0,0,0,19,0,336494,0,4,37.0,8,-8383,33191,41574,114,True,0,Crystal Palace
Raheem Sterling,MID,Man City,10.4,0,0,3,1,24.2,276,380,0,0,7.1,2.4,2021-01-20T18:00:00Z,71,0,0,0,0,19,0,336494,0,2,44.0,3,-8383,33191,41574,114,True,0,Aston Villa
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,184,0,0,0.0,0.0,2021-01-17T16:30:00Z,0,0,0,0,0,19,0,10810,0,0,0.0,0,-111,100,211,58,False,0,Liverpool
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,0,0,0,0,19,0,10810,2,1,0.0,0,-111,100,211,58,False,0,Fulham
Aaron Connolly,FWD,Brighton,0.0,0,0,0,0,0.0,78,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,25125,1,0,0.0,0,-1502,135,1637,52,False,0,Leeds
Oliver Norwood,MID,Sheffield Utd,0.9,0,0,10,0,37.8,349,186,3,0,6.1,15.2,2021-01-17T14:00:00Z,66,0,0,0,0,19,0,11373,3,1,8.0,1,-294,221,515,46,True,1,Spurs
Lee Peltier,DEF,West Brom,-1.0,0,0,0,0,0.0,600,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,0,0,0,0,19,0,5514,3,2,0.0,0,112,449,337,40,False,0,Wolves
Lee Peltier,DEF,West Brom,-1.0,0,0,0,0,0.0,600,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,0,0,0,0,19,0,5514,1,2,0.0,0,112,449,337,40,False,0,West Ham
Daniel Langley,GK,Newcastle,-0.5,0,0,0,0,0.0,606,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,0,0,0,0,19,0,6285,0,3,0.0,0,370,1050,680,40,False,0,Arsenal
Daniel Langley,GK,Newcastle,-0.5,0,0,0,0,0.0,606,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,0,0,0,0,19,0,6285,0,2,0.0,0,370,1050,680,40,False,0,Aston Villa
Wilfried Zaha,MID,Crystal Palace,1.8,0,0,0,0,0.0,141,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,0,0,0,0,19,0,1313208,0,4,0.0,0,-264972,16420,281392,73,False,0,Man City
Bailey Peacock-Farrell,GK,Burnley,-1.5,0,0,0,0,0.0,99,187,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,111735,0,1,0.0,0,-6588,677,7265,40,False,0,West Ham
Bailey Peacock-Farrell,GK,Burnley,-1.5,0,0,0,0,0.0,99,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,0,0,0,0,19,0,111735,1,0,0.0,0,-6588,677,7265,40,False,0,Liverpool
Ryan Fraser,MID,Newcastle,0.0,0,0,0,0,0.0,507,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,0,0,0,0,19,0,12858,0,3,0.0,0,-321,10,331,56,False,0,Arsenal
Ryan Fraser,MID,Newcastle,0.0,0,0,3,0,0.9,507,99,0,0,2.0,0.8,2021-01-23T20:00:00Z,19,0,0,0,0,19,0,12858,0,2,18.0,1,-321,10,331,56,False,0,Aston Villa
Anthony Driscoll-Glennon,DEF,Burnley,-2.0,0,0,0,0,0.0,536,187,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,7624,0,1,0.0,0,48,380,332,40,False,0,West Ham
Anthony Driscoll-Glennon,DEF,Burnley,-2.0,0,0,0,0,0.0,536,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,0,0,0,0,19,0,7624,1,0,0.0,0,48,380,332,40,False,0,Liverpool
Cengiz Ünder,MID,Leicester,0.4,0,0,0,0,0.0,541,183,0,0,0.0,0.0,2021-01-16T20:00:00Z,0,0,0,0,0,19,0,3988,0,2,0.0,0,-141,24,165,57,True,0,Southampton
Cengiz Ünder,MID,Leicester,0.4,0,0,0,0,0.0,541,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,0,0,0,0,19,0,3988,0,2,0.0,0,-141,24,165,57,True,0,Chelsea
Hélder Costa,MID,Leeds,0.2,0,0,0,0,0.0,205,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,213018,1,0,0.0,0,-7578,921,8499,51,True,0,Brighton
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,0,0,0,0,19,0,2412,1,0,0.0,0,-31,5,36,46,True,0,Chelsea
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,0,0,0,0,19,0,2412,2,1,0.0,0,-31,5,36,46,True,0,Man Utd
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,0,0,0,0,19,0,395327,3,2,0.0,0,-3402,119,3521,82,True,0,West Brom
Oskar Buur,DEF,Wolves,0.5,0,0,0,0,0.0,467,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,0,0,0,0,19,0,190335,3,2,0.0,0,-3847,6436,10283,39,True,0,West Brom
Kieran Tierney,DEF,Arsenal,5.5,0,0,24,1,18.8,17,179,0,0,3.8,10.8,2021-01-18T20:00:00Z,90,0,0,0,0,19,0,588058,0,3,8.0,6,-124876,24855,149731,54,True,0,Newcastle
Diogo Dalot,DEF,Man Utd,0.0,0,0,0,0,0.0,314,184,0,0,0.0,0.0,2021-01-17T16:30:00Z,0,0,0,0,0,19,0,2245,0,0,0.0,0,-4,4,8,48,False,0,Liverpool
Diogo Dalot,DEF,Man Utd,0.0,0,0,0,0,0.0,314,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,0,0,0,0,19,0,2245,2,1,0.0,0,-4,4,8,48,False,0,Fulham
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,0,0,0,0,19,0,499,0,2,0.0,0,-5,0,5,45,False,0,Man City
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,0,0,0,0,19,0,499,0,2,0.0,0,-5,0,5,45,True,0,Newcastle
Andy Lonergan,GK,West Brom,1.0,0,0,0,0,0.0,639,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,0,0,0,0,19,0,0,3,2,0.0,0,0,0,0,40,False,0,Wolves
Andy Lonergan,GK,West Brom,1.0,0,0,0,0,0.0,639,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,0,0,0,0,19,0,0,1,2,0.0,0,0,0,0,40,False,0,West Ham
Branislav Ivanovic,DEF,West Brom,-0.2,0,0,0,0,0.0,530,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,0,0,0,0,19,0,8290,3,2,0.0,0,-255,210,465,45,False,0,Wolves
Branislav Ivanovic,DEF,West Brom,-0.2,0,0,0,0,0.0,530,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,0,0,0,0,19,0,8290,1,2,0.0,0,-255,210,465,45,False,0,West Ham
Dennis Praet,MID,Leicester,0.0,0,0,0,0,0.0,225,183,0,0,0.0,0.0,2021-01-16T20:00:00Z,0,0,0,0,0,19,0,15515,0,2,0.0,0,-1198,17,1215,52,True,0,Southampton
Dennis Praet,MID,Leicester,0.0,0,0,0,0,0.0,225,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,0,0,0,0,19,0,15515,0,2,0.0,0,-1198,17,1215,52,True,0,Chelsea
Max Lowe,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,511,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,0,0,0,0,19,0,4128,3,1,0.0,0,-83,29,112,43,True,0,Spurs
Brandon Williams,DEF,Man Utd,0.0,0,0,0,0,0.0,318,184,0,0,0.0,0.0,2021-01-17T16:30:00Z,0,0,0,0,0,19,0,47789,0,0,0.0,0,-1524,128,1652,42,False,0,Liverpool
Brandon Williams,DEF,Man Utd,0.0,0,0,0,0,0.0,318,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,0,0,0,0,19,0,47789,2,1,0.0,0,-1524,128,1652,42,False,0,Fulham
Neal Maupay,FWD,Brighton,5.0,0,3,32,1,12.3,68,182,0,1,8.5,31.4,2021-01-16T15:00:00Z,80,0,0,0,0,19,0,172333,1,0,41.0,9,774,17880,17106,61,False,0,Leeds
Aymeric Laporte,DEF,Man City,0.0,0,0,0,0,0.0,280,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,0,0,0,0,19,0,172497,0,4,0.0,0,-6688,48,6736,60,True,0,Crystal Palace
Aymeric Laporte,DEF,Man City,0.0,0,0,0,0,0.0,280,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,0,0,0,0,19,0,172497,0,2,0.0,0,-6688,48,6736,60,True,0,Aston Villa
Zack Steffen,GK,Man City,2.8,0,0,0,0,0.0,538,185,0,0,0.0,0.0,2021-01-17T19:15:00Z,0,0,0,0,0,19,0,10001,0,4,0.0,0,-4871,823,5694,44,True,0,Crystal Palace
Zack Steffen,GK,Man City,2.8,0,0,0,0,0.0,538,380,0,0,0.0,0.0,2021-01-20T18:00:00Z,0,0,0,0,0,19,0,10001,0,2,0.0,0,-4871,823,5694,44,True,0,Aston Villa
Fabricio Agosto Ramírez,GK,Fulham,-2.0,0,0,0,0,0.0,171,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,0,0,0,0,19,0,117576,1,0,0.0,0,-3351,1442,4793,40,True,0,Chelsea
Fabricio Agosto Ramírez,GK,Fulham,-2.0,0,0,0,0,0.0,171,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,0,0,0,0,19,0,117576,2,1,0.0,0,-3351,1442,4793,40,True,0,Man Utd
Mark Noble,MID,West Ham,1.8,0,0,0,0,0.0,427,187,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,30242,0,1,0.0,0,-416,522,938,46,True,0,Burnley
Mark Noble,MID,West Ham,1.8,0,0,3,0,0.3,427,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,6,0,0,0,0,19,0,30242,1,2,0.0,1,-416,522,938,46,True,0,West Brom
Bernardo Silva,MID,Man City,8.8,0,0,7,0,5.9,281,185,0,0,1.0,0.2,2021-01-17T19:15:00Z,59,0,0,0,0,19,0,52230,0,4,4.0,1,2540,5922,3382,74,True,0,Crystal Palace
Bernardo Silva,MID,Man City,8.8,0,1,29,1,17.2,281,380,0,1,11.7,49.8,2021-01-20T18:00:00Z,90,0,0,0,0,19,0,52230,0,2,50.0,9,2540,5922,3382,74,True,0,Aston Villa
Jordan Henderson,MID,Liverpool,6.0,0,0,15,1,12.1,244,184,0,0,3.1,12.0,2021-01-17T16:30:00Z,90,0,0,0,0,19,0,125512,0,0,7.0,3,2201,9796,7595,54,True,0,Man Utd
Jordan Henderson,MID,Liverpool,6.0,0,0,0,0,0.0,244,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,0,0,0,0,19,0,125512,1,0,0.0,0,2201,9796,7595,54,True,0,Burnley
Curtis Jones,MID,Liverpool,4.4,0,0,3,0,2.3,263,184,0,0,0.3,0.8,2021-01-17T16:30:00Z,14,0,0,0,0,19,0,107587,0,0,0.0,1,-10021,7617,17638,44,True,0,Man Utd
Curtis Jones,MID,Liverpool,4.4,0,0,0,0,0.0,263,177,0,0,0.0,0.0,2021-01-21T20:00:00Z,0,0,0,0,0,19,0,107587,1,0,0.0,0,-10021,7617,17638,44,True,0,Burnley
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0.0,27,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,0,0,0,0,19,0,45874,0,3,0.0,0,-1878,11,1889,40,True,0,Newcastle
Pascal Struijk,DEF,Leeds,4.0,0,0,17,0,7.8,211,182,1,0,2.3,15.0,2021-01-16T15:00:00Z,90,0,0,0,0,19,0,367039,1,0,0.0,2,46860,70961,24101,39,True,0,Brighton
Matt Ritchie,MID,Newcastle,1.9,0,0,0,0,0.0,322,179,0,0,0.0,0.0,2021-01-18T20:00:00Z,0,0,0,0,0,19,0,4034,0,3,0.0,0,-282,217,499,49,False,0,Arsenal
Matt Ritchie,MID,Newcastle,1.9,0,0,0,0,0.0,322,99,0,0,0.0,0.0,2021-01-23T20:00:00Z,0,0,0,0,0,19,0,4034,0,2,0.0,0,-282,217,499,49,False,0,Aston Villa
Gary Cahill,DEF,Crystal Palace,-1.0,0,0,11,0,0.3,125,185,4,0,2.4,19.2,2021-01-17T19:15:00Z,90,0,0,0,0,19,0,7448,0,4,4.0,0,-14,243,257,45,False,0,Man City
Joel Ward,DEF,Crystal Palace,1.6,0,0,10,0,11.1,134,185,4,0,2.7,15.4,2021-01-17T19:15:00Z,90,0,0,0,0,19,0,61719,0,4,0.0,0,391,4320,3929,43,False,0,Man City
Karl Darlow,GK,Newcastle,5.1,0,0,14,0,0.0,325,179,3,0,2.8,27.8,2021-01-18T20:00:00Z,90,0,0,0,0,19,3,184078,0,3,0.0,2,-17920,13288,31208,50,False,0,Arsenal
Karl Darlow,GK,Newcastle,5.1,0,0,14,0,0.0,325,99,2,0,2.2,22.4,2021-01-23T20:00:00Z,90,0,0,0,0,19,3,184078,0,2,0.0,2,-17920,13288,31208,50,False,0,Aston Villa
Toby Alderweireld,DEF,Spurs,3.7,0,0,0,0,0.0,386,186,0,0,0.0,0.0,2021-01-17T14:00:00Z,0,0,0,0,0,19,0,152644,3,1,0.0,0,-12857,2679,15536,54,False,0,Sheffield Utd
Teddy Jenks,MID,Brighton,0.0,0,0,0,0,0.0,631,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,41,1,0,0.0,0,26,34,8,45,False,0,Leeds
Joe Bryan,DEF,Fulham,-1.6,0,0,2,0,4.3,182,181,0,0,0.4,0.0,2021-01-16T17:30:00Z,7,0,0,0,0,19,0,24742,1,0,0.0,1,-307,167,474,46,True,0,Chelsea
Joe Bryan,DEF,Fulham,-1.6,0,0,6,0,0.8,182,171,2,0,2.8,7.4,2021-01-20T20:15:00Z,90,0,0,0,0,19,0,24742,2,1,20.0,0,-307,167,474,46,True,1,Man Utd
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,628,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,269,1,0,0.0,0,37,74,37,50,False,0,Leeds
Niall Huggins,FWD,Leeds,0.0,0,0,0,0,0.0,619,182,0,0,0.0,0.0,2021-01-16T15:00:00Z,0,0,0,0,0,19,0,2020,1,0,0.0,0,572,848,276,45,True,0,Brighton
Shane Long,FWD,Southampton,0.5,0,0,-1,0,0.3,361,183,1,0,0.4,1.2,2021-01-16T20:00:00Z,18,0,0,0,0,19,0,49880,0,2,2.0,1,2181,4414,2233,51,False,0,Leicester
Bernd Leno,GK,Arsenal,7.1,0,0,22,1,0.0,8,179,0,0,1.1,11.2,2021-01-18T20:00:00Z,90,0,0,0,0,19,1,690601,0,3,0.0,6,-21946,28671,50617,50,True,0,Newcastle
Ivan Cavaleiro,MID,Fulham,5.6,0,0,4,0,27.5,187,181,1,0,6.2,2.0,2021-01-16T17:30:00Z,78,0,0,0,0,19,0,13759,1,0,32.0,2,3039,4766,1727,53,True,0,Chelsea
