name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ibrahima Diallo,MID,Southampton,0.1,0,0,0,0,0.0,565,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,0,0,0,0,22,0,2398,0,9,0.0,0,-386,40,426,45,False,0,Man Utd
Felipe Anderson,MID,West Ham,0.0,0,0,0,0,0.0,440,209,0,0,0.0,0.0,2021-02-03T20:15:00Z,0,0,0,0,0,22,0,9276,3,1,0.0,0,-38,0,38,61,False,0,Aston Villa
Raheem Sterling,MID,Man City,6.3,0,0,25,1,27.9,276,210,0,1,15.4,50.6,2021-02-03T18:00:00Z,90,0,0,0,0,22,0,945944,2,0,75.0,8,-50535,64223,114758,116,False,0,Burnley
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,213,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,0,0,0,0,22,0,10530,0,9,0.0,0,-109,57,166,58,True,0,Southampton
Aaron Connolly,FWD,Brighton,-0.6,0,0,3,0,0.6,78,216,0,0,0.2,1.0,2021-02-03T20:15:00Z,7,0,0,0,0,22,0,23925,1,0,0.0,1,150,778,628,52,False,0,Liverpool
Oliver Norwood,MID,Sheffield Utd,2.1,0,0,7,0,2.1,349,214,1,0,0.6,2.6,2021-02-02T18:00:00Z,45,0,0,0,0,22,0,10731,1,2,1.0,1,-190,152,342,45,True,0,West Brom
Lee Peltier,DEF,West Brom,-0.5,0,0,0,0,0.0,600,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,0,0,0,0,22,0,5181,1,2,0.0,0,-157,186,343,40,False,0,Sheffield Utd
Daniel Langley,GK,Newcastle,0.0,0,0,0,0,0.0,606,217,0,0,0.0,0.0,2021-02-02T20:15:00Z,0,0,0,0,0,22,0,5637,2,1,0.0,0,-33,216,249,40,True,0,Crystal Palace
Wilfried Zaha,MID,Crystal Palace,2.6,0,0,6,0,2.3,141,217,1,0,0.7,4.4,2021-02-02T20:15:00Z,57,0,0,0,0,22,0,1222621,2,1,0.0,1,45028,92289,47261,72,False,0,Newcastle
Bailey Peacock-Farrell,GK,Burnley,-1.5,0,0,0,0,0.0,99,210,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,0,0,0,0,22,0,108363,2,0,0.0,0,-805,806,1611,40,True,0,Man City
Ryan Fraser,MID,Newcastle,0.8,0,0,23,0,111.7,507,217,2,0,18.1,33.6,2021-02-02T20:15:00Z,90,0,0,0,0,22,0,12657,2,1,36.0,2,-134,101,235,56,True,0,Crystal Palace
Anthony Driscoll-Glennon,DEF,Burnley,-1.5,0,0,0,0,0.0,536,210,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,0,0,0,0,22,0,7602,2,0,0.0,0,49,275,226,40,True,0,Man City
Cengiz Ünder,MID,Leicester,1.4,0,0,0,0,0.0,541,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,0,0,0,0,22,0,3977,2,0,0.0,0,-40,46,86,57,False,0,Fulham
Hélder Costa,MID,Leeds,0.5,0,0,3,0,0.6,205,212,0,0,0.1,0.2,2021-02-03T19:30:00Z,3,0,0,0,0,22,0,193554,2,1,0.0,1,-4546,218,4764,51,True,0,Everton
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,0,0,0,0,22,0,2307,2,0,0.0,0,-31,0,31,46,True,0,Leicester
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,0,0,0,0,22,0,383801,1,2,0.0,0,-2692,105,2797,82,True,0,Arsenal
Oskar Buur,DEF,Wolves,0.0,0,0,0,0,0.0,467,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,0,0,0,0,22,0,168886,1,2,0.0,0,-6447,1069,7516,39,True,0,Arsenal
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,0,0.0,17,215,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,0,0,0,0,22,0,477165,1,2,0.0,0,-85317,2786,88103,53,False,0,Wolves
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0.0,644,212,0,0,0.0,0.0,2021-02-03T19:30:00Z,0,0,0,0,0,22,0,32,2,1,0.0,0,9,18,9,45,False,0,Leeds
