name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Jeff Hendrick,MID,Newcastle,3.0,0,0,0,0,0.0,485,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,180970,1,1,0.0,0,10503,16437,5934,47,True,0,Fulham
Léo Bonatini,FWD,Wolves,0.0,0,0,0,0,0.0,463,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,0,0,0,0,14,0,10151,1,2,0.0,0,-160,18,178,48,False,0,Burnley
Ethan Ampadu,DEF,Sheffield Utd,1.0,0,0,11,0,1.3,509,129,1,0,1.8,16.4,2020-12-20T12:00:00Z,90,0,0,0,0,14,0,31369,1,1,0.0,2,279,972,693,43,False,0,Brighton
Çaglar Söyüncü,DEF,Leicester,0.0,0,0,0,0,0.0,238,137,0,0,0.0,0.0,2020-12-20T14:15:00Z,0,0,0,0,0,14,0,217876,2,0,0.0,0,-4435,17,4452,53,False,0,Spurs
Mace Goodridge,MID,Burnley,-0.5,0,0,0,0,0.0,551,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,0,0,0,0,14,0,714,1,2,0.0,0,-24,29,53,45,True,0,Wolves
Youri Tielemans,MID,Leicester,2.3,0,0,12,1,4.3,228,137,0,0,1.5,6.2,2020-12-20T14:15:00Z,90,0,0,0,0,14,0,182195,2,0,4.0,3,-18417,4010,22427,64,False,0,Spurs
Oliver Burke,MID,Sheffield Utd,1.5,0,0,1,0,10.7,424,129,1,0,2.8,5.4,2020-12-20T12:00:00Z,57,0,0,0,0,14,0,163649,1,1,12.0,0,23044,32200,9156,43,False,1,Brighton
Bruno Fernandes,MID,Man Utd,8.1,1,2,64,0,36.9,302,134,1,2,18.5,94.0,2020-12-20T16:30:00Z,70,0,0,0,0,14,0,3248370,2,6,54.0,17,-5647,83501,89148,110,True,0,Leeds
Illan Meslier,GK,Leeds,3.7,0,0,23,0,0.0,213,134,6,0,6.0,60.2,2020-12-20T16:30:00Z,90,0,0,0,0,14,8,421572,2,6,0.0,1,-1904,15291,17195,46,False,0,Man Utd
Jack Jenkins,MID,Leeds,-0.5,0,0,0,0,0.0,599,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,0,0,0,0,14,0,810,2,6,0.0,0,-15,75,90,45,False,0,Man Utd
Kelechi Iheanacho,FWD,Leicester,0.7,0,0,0,0,0.8,233,137,0,0,0.3,0.2,2020-12-20T14:15:00Z,2,0,0,0,0,14,0,21143,2,0,2.0,1,-287,210,497,56,False,0,Spurs
Craig Dawson,DEF,West Ham,-0.5,0,0,0,0,0.0,576,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,0,0,0,0,14,0,1552,0,3,0.0,0,-31,51,82,45,False,0,Chelsea
Anthony Gordon,MID,Everton,-0.3,0,0,0,0,0.0,168,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,0,0,0,0,14,0,75132,1,2,0.0,0,431,5518,5087,43,True,0,Arsenal
Kyle Walker-Peters,DEF,Southampton,2.2,0,0,15,0,18.5,375,136,1,0,4.4,17.8,2020-12-19T15:00:00Z,90,0,0,0,0,14,0,1009330,1,0,8.0,2,-4055,24253,28308,47,True,0,Man City
Sam Johnstone,GK,West Brom,3.5,0,0,24,0,0.0,417,138,3,0,5.2,51.6,2020-12-20T19:15:00Z,90,0,0,0,0,14,7,142726,3,0,0.0,3,11607,16839,5232,45,True,0,Aston Villa
Rayan Aït-Nouri,DEF,Wolves,1.0,0,0,12,0,15.0,563,130,2,0,4.5,12.2,2020-12-21T17:30:00Z,59,0,0,0,0,14,0,15139,1,2,18.0,0,-2717,362,3079,50,False,0,Burnley
Joel Matip,DEF,Liverpool,4.5,1,0,35,1,10.4,246,132,0,0,5.7,21.6,2020-12-19T12:30:00Z,90,0,0,0,0,14,0,64564,7,0,25.0,9,-12640,2180,14820,54,False,0,Crystal Palace
Gabriel Jesus,FWD,Man City,3.2,0,0,0,0,0.0,282,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,0,0,0,0,14,0,129197,1,0,0.0,0,-34660,4970,39630,92,False,0,Southampton
Kevin De Bruyne,MID,Man City,8.2,1,0,24,1,52.2,272,136,0,0,10.6,36.4,2020-12-19T15:00:00Z,90,0,0,0,0,14,0,2022711,1,0,17.0,5,-119082,40152,159234,119,False,1,Southampton
Gylfi Sigurdsson,MID,Everton,3.3,1,2,27,0,31.8,150,133,1,0,7.1,26.6,2020-12-19T17:30:00Z,90,0,0,0,0,14,0,77865,1,2,13.0,7,8639,10815,2176,68,True,0,Arsenal
Fernandinho,DEF,Man City,2.2,0,0,0,0,0.0,266,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,0,0,0,0,14,0,51757,1,0,0.0,0,-586,859,1445,54,False,0,Southampton
Fabián Balbuena,DEF,West Ham,1.1,0,0,11,0,0.5,443,131,3,0,2.0,17.2,2020-12-21T20:00:00Z,90,0,0,0,0,14,0,149063,0,3,2.0,1,-26027,3555,29582,45,False,0,Chelsea
Kenneth Zohore,FWD,West Brom,0.0,0,0,0,0,0.0,416,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,0,0,0,0,14,0,2752,3,0,0.0,0,-117,27,144,48,True,0,Aston Villa
Eric Dier,DEF,Spurs,3.0,0,0,13,0,5.3,391,137,2,0,3.1,22.0,2020-12-20T14:15:00Z,90,0,0,0,0,14,0,360165,2,0,4.0,0,47811,59018,11207,50,True,1,Leicester
Phil Foden,MID,Man City,2.2,0,0,0,0,0.0,284,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,0,0,0,0,14,0,307747,1,0,0.0,0,-34396,7842,42238,63,False,0,Southampton
James Garner,MID,Man Utd,0.0,0,0,0,0,0.0,317,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,0,0,0,0,14,0,3703,2,6,0.0,0,-56,12,68,44,True,0,Leeds
Riyad Mahrez,MID,Man City,6.8,0,0,-5,0,1.3,275,136,0,0,1.4,0.0,2020-12-19T15:00:00Z,18,0,0,0,0,14,0,652938,1,0,14.0,1,-143955,39959,183914,84,False,0,Southampton
Trent Alexander-Arnold,DEF,Liverpool,3.3,1,0,32,1,28.8,259,132,0,0,6.5,29.2,2020-12-19T12:30:00Z,90,0,0,0,0,14,0,1029122,7,0,7.0,9,10375,23556,13181,72,False,0,Crystal Palace
Jake Livermore,MID,West Brom,-0.5,0,0,-5,0,1.1,409,138,3,0,0.1,0.0,2020-12-20T19:15:00Z,36,0,0,0,1,14,0,4801,3,0,4.0,-2,-61,102,163,47,True,0,Aston Villa
Niels Nkounkou,DEF,Everton,-0.5,0,0,0,0,0.0,559,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,0,0,0,0,14,0,20738,1,2,0.0,0,-1052,619,1671,40,True,0,Arsenal
Sokratis,DEF,Arsenal,0.0,0,0,0,0,0.0,2,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,0,0,0,0,14,0,4977,1,2,0.0,0,-42,3,45,48,False,0,Everton
Harrison Reed,MID,Fulham,1.0,0,0,0,0,0.0,373,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,47967,1,1,0.0,0,1724,3835,2111,44,False,0,Newcastle
John Stones,DEF,Man City,6.6,0,2,27,1,0.8,273,136,0,0,2.8,25.4,2020-12-19T15:00:00Z,90,0,0,0,0,14,0,110702,1,0,2.0,8,-4389,9569,13958,48,False,0,Southampton
Jonny,DEF,Wolves,0.0,0,0,0,0,0.0,462,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,0,0,0,0,14,0,1562,1,2,0.0,0,-18,14,32,54,False,0,Burnley
Kelland Watts,DEF,Newcastle,0.0,0,0,0,0,0.0,342,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,14816,1,1,0.0,0,-110,228,338,40,True,0,Fulham
Jeffrey Schlupp,MID,Crystal Palace,1.7,0,0,8,0,11.4,142,132,7,0,4.9,14.8,2020-12-19T12:30:00Z,90,0,0,0,0,14,0,7242,7,0,23.0,2,-240,438,678,54,True,0,Liverpool
Faustino Anjorin,MID,Chelsea,0.5,0,0,0,0,0.0,605,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,0,0,0,0,14,0,90,0,3,0.0,0,16,32,16,45,True,0,West Ham
Richarlison,FWD,Everton,3.7,0,0,4,0,3.3,166,133,1,0,1.3,3.6,2020-12-19T17:30:00Z,90,0,0,0,0,14,0,346508,1,2,6.0,2,20903,27795,6892,78,True,0,Arsenal
James Rodríguez,MID,Everton,0.0,0,0,0,0,0.0,508,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,0,0,0,0,14,0,908561,1,2,0.0,0,-184755,761,185516,77,True,0,Arsenal
Danny Welbeck,FWD,Brighton,4.4,0,3,24,0,0.0,588,129,0,1,8.7,34.0,2020-12-20T12:00:00Z,24,0,0,0,0,14,0,106188,1,1,53.0,8,13679,23928,10249,55,True,0,Sheffield Utd
Eddie Nketiah,FWD,Arsenal,2.2,0,0,3,0,0.3,22,133,2,0,2.7,0.0,2020-12-19T17:30:00Z,75,0,0,0,0,14,0,42821,1,2,27.0,2,440,1769,1329,55,False,0,Everton
Aboubakar Kamara,MID,Fulham,0.0,0,0,0,0,0.0,190,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,3703,1,1,0.0,0,-24,58,82,48,False,0,Newcastle
Timo Werner,FWD,Chelsea,3.7,1,0,7,1,13.3,117,131,0,0,9.7,23.6,2020-12-21T20:00:00Z,90,0,0,0,0,14,0,1364119,0,3,60.0,5,-160253,17697,177950,94,True,0,West Ham
Edouard Mendy,GK,Chelsea,4.1,0,0,20,1,0.0,548,131,0,0,0.4,3.6,2020-12-21T20:00:00Z,90,0,0,0,0,14,0,693784,0,3,0.0,6,-17479,18691,36170,52,True,0,West Ham
Vitinha,MID,Wolves,1.7,0,0,2,0,0.8,515,130,0,0,0.1,0.0,2020-12-21T17:30:00Z,14,0,0,0,0,14,0,2316,1,2,0.0,1,99,154,55,48,False,0,Burnley
Tim Ream,DEF,Fulham,-0.5,0,0,0,0,0.0,176,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,9853,1,1,0.0,0,-258,84,342,43,False,0,Newcastle
Reece James,DEF,Chelsea,3.1,0,0,0,0,0.0,123,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,0,0,0,0,14,0,1424039,0,3,0.0,0,19976,66186,46210,53,True,0,West Ham
Ollie Watkins,FWD,Aston Villa,1.7,0,0,0,1,4.6,514,138,0,0,3.9,5.6,2020-12-20T19:15:00Z,90,0,0,0,0,14,0,612836,3,0,29.0,2,-19687,34348,54035,61,False,0,West Brom
Davinson Sánchez,DEF,Spurs,0.0,0,0,0,0,0.0,398,137,0,0,0.0,0.0,2020-12-20T14:15:00Z,0,0,0,0,0,14,0,55043,2,0,0.0,0,-1089,381,1470,53,True,0,Leicester
Gabriel Martinelli,MID,Arsenal,0.2,0,0,2,0,1.8,26,133,0,0,0.9,1.4,2020-12-19T17:30:00Z,19,0,0,0,0,14,0,2439,1,2,6.0,1,255,340,85,49,False,0,Everton
Roberto Firmino,FWD,Liverpool,7.2,1,3,65,1,11.8,249,132,0,2,13.3,87.0,2020-12-19T12:30:00Z,74,0,0,0,0,14,0,189554,7,0,34.0,16,19790,23742,3952,92,False,0,Crystal Palace
Jonjo Shelvey,MID,Newcastle,2.3,0,0,14,0,12.9,321,135,1,0,3.8,15.8,2020-12-19T20:00:00Z,90,0,0,0,0,14,0,11039,1,1,9.0,2,-111,283,394,53,True,0,Fulham
Jamal Lewis,DEF,Newcastle,2.3,0,0,0,0,0.0,513,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,230903,1,1,0.0,0,20980,30254,9274,43,True,0,Fulham
Japhet Tanganga,DEF,Spurs,0.0,0,0,0,0,0.0,402,137,0,0,0.0,0.0,2020-12-20T14:15:00Z,0,0,0,0,0,14,0,3214,2,0,0.0,0,-148,14,162,49,True,0,Leicester
Patrick van Aanholt,DEF,Crystal Palace,0.8,0,0,11,0,2.1,139,132,7,0,1.3,7.0,2020-12-19T12:30:00Z,90,0,0,0,0,14,0,54118,7,0,4.0,-1,-7580,2146,9726,54,True,0,Liverpool
Jamaal Lascelles,DEF,Newcastle,0.1,0,0,0,0,0.0,328,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,0,0,0,0,14,0,85074,1,1,0.0,0,-8840,97,8937,43,True,0,Fulham
José Ignacio Peleteiro Romallo,MID,Aston Villa,0.0,0,0,0,0,0.0,34,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,0,0,0,0,14,0,3427,3,0,0.0,0,-25,0,25,59,False,0,West Brom
Claudio Bravo,GK,Man City,0.0,0,0,0,0,0.0,267,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,0,0,0,0,14,0,1830,1,0,0.0,0,-14,8,22,45,False,0,Southampton
Jonathan Leko,MID,West Brom,0.0,0,0,0,0,0.0,420,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,0,0,0,0,14,0,1962,3,0,0.0,0,-44,7,51,45,True,0,Aston Villa
Solly March,MID,Brighton,2.6,0,2,21,0,64.3,65,129,1,0,11.4,23.4,2020-12-20T12:00:00Z,90,0,0,0,0,14,0,110975,1,1,26.0,4,5234,14012,8778,50,True,0,Sheffield Utd
Issa Diop,DEF,West Ham,-0.2,0,0,0,0,0.0,451,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,0,0,0,0,14,0,38727,0,3,0.0,0,-409,533,942,43,False,0,Chelsea
John Egan,DEF,Sheffield Utd,1.2,0,0,15,0,0.5,353,129,1,0,3.5,32.2,2020-12-20T12:00:00Z,90,0,0,0,0,14,0,186552,1,1,2.0,2,-6371,438,6809,47,False,0,Brighton
Matija Sarkic,GK,Wolves,0.0,0,0,0,0,0.0,472,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,0,0,0,0,14,0,7920,1,2,0.0,0,-165,22,187,44,False,0,Burnley
Angelo Ogbonna,DEF,West Ham,4.5,0,0,13,0,0.5,432,131,3,0,1.7,8.2,2020-12-21T20:00:00Z,90,0,0,0,0,14,0,165415,0,3,8.0,1,35732,43737,8005,50,False,0,Chelsea
Virgil van Dijk,DEF,Liverpool,0.0,0,0,0,0,0.0,250,132,0,0,0.0,0.0,2020-12-19T12:30:00Z,0,0,0,0,0,14,0,559460,7,0,0.0,0,-5548,138,5686,63,False,0,Crystal Palace
Darnell Furlong,DEF,West Brom,2.9,0,0,8,0,0.9,422,138,3,0,1.1,10.4,2020-12-20T19:15:00Z,90,0,0,0,0,14,0,22930,3,0,0.0,1,4005,5831,1826,45,True,0,Aston Villa
Luka Milivojevic,MID,Crystal Palace,-0.2,0,0,20,0,19.6,138,132,7,0,4.7,14.6,2020-12-19T12:30:00Z,90,0,0,0,0,14,0,17233,7,0,13.0,2,-136,197,333,56,True,0,Liverpool
Victor Lindelöf,DEF,Man Utd,4.5,0,0,21,0,0.1,308,134,2,1,8.1,48.2,2020-12-20T16:30:00Z,90,0,0,0,0,14,0,115029,2,6,33.0,7,6930,10880,3950,48,True,0,Leeds
Dara O'Shea,DEF,West Brom,0.5,0,0,13,0,0.1,425,138,3,0,2.0,19.8,2020-12-20T19:15:00Z,90,0,0,0,0,14,0,13032,3,0,0.0,1,239,572,333,43,True,0,Aston Villa
Alphonse Areola,GK,Fulham,3.0,0,0,15,0,0.0,516,135,1,0,3.0,29.8,2020-12-19T20:00:00Z,90,0,0,0,0,14,4,110969,1,1,0.0,3,5855,8668,2813,45,False,0,Newcastle
