name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ibrahima Diallo,MID,Southampton,0.0,0,0,0,0,0.0,565,236,0,0,0.0,0.0,2021-02-14T12:00:00Z,0,0,0,0,0,24,0,1794,2,1,0.0,0,-274,19,293,45,True,0,Wolves
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,238,0,0,0.0,0.0,2021-02-15T18:00:00Z,0,0,0,0,0,24,0,9183,0,3,0.0,0,-45,0,45,61,True,0,Sheffield Utd
Raheem Sterling,MID,Man City,12.1,1,0,29,1,42.2,276,235,0,0,11.8,34.6,2021-02-13T17:30:00Z,90,0,0,0,0,24,0,1211408,0,3,41.0,6,254636,295126,40490,116,True,0,Spurs
Raheem Sterling,MID,Man City,12.1,0,0,9,0,15.8,276,153,1,0,3.0,4.4,2021-02-17T20:15:00Z,79,0,0,0,0,24,0,1211408,3,1,10.0,1,254636,295126,40490,116,False,1,Everton
Juan Mata,MID,Man Utd,1.0,0,0,0,0,0.0,290,237,0,0,0.0,0.0,2021-02-14T14:00:00Z,0,0,0,0,0,24,0,10453,1,1,0.0,0,-122,75,197,58,False,0,West Brom
Aaron Connolly,FWD,Brighton,0.8,0,0,0,0,0.0,78,230,0,0,0.0,0.0,2021-02-13T20:00:00Z,0,0,0,0,0,24,0,24669,0,0,0.0,0,449,1576,1127,52,True,0,Aston Villa
Oliver Norwood,MID,Sheffield Utd,1.6,0,0,19,0,19.3,349,238,2,0,3.3,13.2,2021-02-15T18:00:00Z,61,0,0,0,0,24,0,10323,0,3,0.0,2,-214,148,362,45,False,0,West Ham
Lee Peltier,DEF,West Brom,-0.7,0,0,3,0,0.4,600,237,1,0,0.7,6.2,2021-02-14T14:00:00Z,45,0,0,0,0,24,0,5216,1,1,0.0,1,-106,295,401,40,True,0,Man Utd
Daniel Langley,GK,Newcastle,-0.5,0,0,0,0,0.0,606,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,0,0,0,0,24,0,5367,0,2,0.0,0,-234,242,476,40,False,0,Chelsea
Wilfried Zaha,MID,Crystal Palace,0.0,0,0,0,0,0.0,141,232,0,0,0.0,0.0,2021-02-13T15:00:00Z,0,0,0,0,0,24,0,762570,3,0,0.0,0,-204382,609,204991,71,True,0,Burnley
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,232,0,0,0.0,0.0,2021-02-13T15:00:00Z,0,0,0,0,0,24,0,103137,3,0,0.0,0,-3146,1538,4684,40,False,0,Crystal Palace
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,160,0,0,0.0,0.0,2021-02-17T18:00:00Z,0,0,0,0,0,24,0,103137,1,1,0.0,0,-3146,1538,4684,40,True,0,Fulham
