name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ashley Barnes,FWD,Burnley,1.3,0,0,3,1,11.8,87,48,0,0,7.8,9.4,2020-10-19T16:30:00Z,76,0,0,0,0,5,0,7906,0,0,57.0,2,690,1879,1189,60,False,0,West Brom
Ashley Westwood,MID,Burnley,4.0,0,0,12,1,17.5,89,48,0,0,3.3,13.2,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,44448,0,0,2.0,2,-1973,3059,5032,54,False,1,West Brom
Axel Tuanzebe,DEF,Man Utd,0.1,0,0,0,0,0.0,307,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,0,0,0,0,5,0,1308,4,1,0.0,0,-74,61,135,45,False,0,Newcastle
Aymeric Laporte,DEF,Man City,1.0,0,0,0,0,0.0,280,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,217028,0,1,0.0,0,-756,12571,13327,60,True,0,Arsenal
Ayoze Pérez,MID,Leicester,1.7,0,0,5,0,26.2,229,43,1,0,10.2,24.4,2020-10-18T18:15:00Z,90,0,0,0,0,5,0,98585,1,0,51.0,1,-21545,2149,23694,63,True,1,Aston Villa
Bailey Peacock-Farrell,GK,Burnley,0.4,0,0,0,0,0.0,99,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,108650,0,0,0.0,0,558,9076,8518,40,False,0,West Brom
Dele Alli,MID,Spurs,0.7,0,0,0,0,0.0,394,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,50193,3,3,0.0,0,-7752,1900,9652,76,True,0,West Ham
Barry Douglas,DEF,Leeds,0.0,0,0,0,0,0.0,196,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,0,0,0,0,5,0,610998,1,0,0.0,0,-92622,38251,130873,39,True,0,Wolves
Ben Chilwell,DEF,Chelsea,5.7,1,0,25,0,57.3,232,39,3,0,12.1,42.2,2020-10-17T14:00:00Z,90,0,0,0,0,5,0,791150,3,3,21.0,3,578624,652656,74032,56,True,1,Southampton
Benjamin Mendy,DEF,Man City,1.0,0,0,0,0,0.0,274,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,121074,0,1,0.0,0,-8466,3220,11686,60,True,0,Arsenal
Ben Davies,DEF,Spurs,2.3,0,0,0,0,0.0,395,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,103036,3,3,0.0,0,-18380,8354,26734,49,True,0,West Ham
Ben Gibson,DEF,Burnley,0.0,0,0,0,0,0.0,94,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,13182,0,0,0.0,0,-1992,285,2277,40,False,0,West Brom
Ben Godfrey,DEF,Everton,1.7,0,0,8,0,10.4,566,41,1,0,3.1,20.4,2020-10-17T11:30:00Z,59,0,0,0,0,5,0,1969,2,2,0.0,1,1331,1646,315,50,True,0,Liverpool
Ben Johnson,DEF,West Ham,-0.2,0,0,0,0,0.0,452,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,163418,3,3,0.0,0,-10148,7404,17552,40,False,0,Spurs
Ben Mee,DEF,Burnley,0.0,0,0,0,0,0.0,88,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,12294,0,0,0.0,0,-1309,127,1436,49,False,0,West Brom
Ben Osborn,MID,Sheffield Utd,1.7,0,0,0,0,0.0,356,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,0,0,0,0,5,0,2365,1,1,0.0,0,-109,140,249,49,True,0,Fulham
Ben White,DEF,Brighton,2.0,0,0,10,0,3.6,74,40,1,0,2.4,14.0,2020-10-18T13:00:00Z,90,0,0,0,0,5,0,101660,1,1,6.0,2,-6696,6049,12745,45,False,0,Crystal Palace
Bernardo Silva,MID,Man City,1.5,0,0,15,1,7.8,281,44,0,0,2.8,15.8,2020-10-17T16:30:00Z,90,0,0,0,0,5,0,37354,0,1,4.0,3,4166,8642,4476,74,True,0,Arsenal
Bernardo,DEF,Brighton,0.0,0,0,0,0,0.0,75,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,0,0,0,0,5,0,649911,1,1,0.0,0,-59866,14879,74745,40,False,0,Crystal Palace
Bernard,MID,Everton,-0.5,0,0,0,0,0.0,154,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,0,0,0,0,5,0,8576,2,2,0.0,0,-1076,464,1540,58,True,0,Liverpool
Bernd Leno,GK,Arsenal,2.2,0,0,19,0,0.0,8,44,1,0,3.2,31.6,2020-10-17T16:30:00Z,90,0,0,0,0,5,4,689120,0,1,0.0,3,-1770,58395,60165,50,False,0,Man City
Bertrand Traoré,MID,Aston Villa,0.5,0,0,2,0,1.2,540,43,0,0,2.3,3.2,2020-10-18T18:15:00Z,9,0,0,0,0,5,0,3422,1,0,19.0,1,-422,836,1258,60,False,0,Leicester
Billy Gilmour,MID,Chelsea,0.0,0,0,0,0,0.0,124,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,0,0,0,0,5,0,8034,3,3,0.0,0,-1009,184,1193,45,True,0,Southampton
Billy Sharp,FWD,Sheffield Utd,2.7,0,2,26,0,0.3,343,46,0,1,5.1,33.2,2020-10-18T11:00:00Z,9,0,0,0,0,5,0,12462,1,1,17.0,7,-1828,465,2293,58,True,0,Fulham
Björn Engels,DEF,Aston Villa,-0.5,0,0,0,0,0.0,36,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,0,0,0,0,5,0,5637,1,0,0.0,0,-639,58,697,44,False,0,Leicester
Bobby Reid,FWD,Fulham,0.5,0,0,0,0,0.0,181,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,0,0,0,0,5,0,10224,1,1,0.0,0,-1148,1356,2504,55,False,0,Sheffield Utd
Bobby Thomas,DEF,Burnley,0.5,0,0,0,0,0.0,520,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,41336,0,0,0.0,0,-1223,1997,3220,40,False,0,West Brom
Brandon Pierrick,MID,Crystal Palace,0.0,0,0,0,0,0.0,147,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,0,0,0,0,5,0,7562,1,1,0.0,0,-80,941,1021,44,True,0,Brighton
Brandon Williams,DEF,Man Utd,0.5,0,0,0,0,0.0,318,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,0,0,0,0,5,0,73725,4,1,0.0,0,-10194,1348,11542,44,False,0,Newcastle
Branislav Ivanovic,DEF,West Brom,1.5,0,0,25,1,0.1,530,48,0,0,7.9,21.6,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,5709,0,0,57.0,6,100,989,889,45,True,0,Burnley
Bruno André Cavaco Jordao,MID,Wolves,0.0,0,0,0,0,0.0,475,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,0,0,0,0,5,0,23919,1,0,0.0,0,-2657,1511,4168,44,False,0,Leeds
Bruno Fernandes,MID,Man Utd,10.2,1,3,49,0,78.7,302,45,1,1,22.0,85.4,2020-10-17T19:00:00Z,90,0,1,0,0,5,0,1508759,4,1,56.0,11,-1258,192662,193920,105,False,0,Newcastle
Bukayo Saka,MID,Arsenal,2.8,0,0,18,0,17.5,24,44,1,0,7.6,20.6,2020-10-17T16:30:00Z,90,0,0,0,0,5,0,224096,0,1,38.0,2,-24953,16280,41233,53,False,0,Man City
Callum Hudson-Odoi,MID,Chelsea,2.7,0,0,0,0,0.0,122,39,0,0,0.0,0.0,2020-10-17T14:00:00Z,0,0,0,0,0,5,0,29958,3,3,0.0,0,-840,5507,6347,58,True,0,Southampton
Callum Robinson,FWD,West Brom,2.2,0,0,1,0,1.3,358,48,0,0,0.1,0.0,2020-10-19T16:30:00Z,17,0,0,0,0,5,0,61693,0,0,0.0,1,-10669,19782,30451,55,True,0,Burnley
Callum Wilson,FWD,Newcastle,6.5,0,0,4,0,12.1,506,45,4,0,7.2,6.6,2020-10-17T19:00:00Z,90,0,0,0,0,5,0,987870,4,1,53.0,2,237723,341620,103897,65,True,0,Man Utd
Calum Chambers,DEF,Arsenal,0.0,0,0,0,0,0.0,13,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,951,0,1,0.0,0,-62,46,108,45,False,0,Man City
Cameron Carter-Vickers,DEF,Spurs,0.0,0,0,0,0,0.0,521,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,29327,3,3,0.0,0,-1958,2020,3978,40,True,0,West Ham
Caoimhin Kelleher,GK,Liverpool,0.5,0,0,0,0,0.0,560,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,0,0,0,0,5,0,446,2,2,0.0,0,162,227,65,45,False,0,Everton
Carlos Vinícius,FWD,Spurs,2.9,0,0,0,0,0.0,564,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,1832,3,3,0.0,0,1008,1400,392,70,True,0,West Ham
Cedric Kipre,DEF,West Brom,-0.5,0,0,0,0,0.0,499,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,3840,0,0,0.0,0,-329,58,387,44,True,0,Burnley
Cengiz Ünder,MID,Leicester,0.8,0,0,0,0,0.0,541,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,0,0,0,0,5,0,3756,1,0,0.0,0,-55,1136,1191,60,True,0,Aston Villa
Cenk Tosun,FWD,Everton,0.0,0,0,0,0,0.0,153,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,0,0,0,0,5,0,551,2,2,0.0,0,-16,102,118,60,True,0,Liverpool
Charlie Austin,FWD,West Brom,-0.5,0,0,0,0,0.0,415,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,20902,0,0,0.0,0,-4704,1187,5891,52,True,0,Burnley
Charlie Taylor,DEF,Burnley,3.3,0,0,17,1,1.8,97,48,0,0,1.2,9.8,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,286721,0,0,0.0,5,-30016,15815,45831,45,False,1,West Brom
Cheikhou Kouyaté,MID,Crystal Palace,4.3,0,0,11,0,0.0,133,40,1,0,1.5,15.4,2020-10-18T13:00:00Z,90,0,0,0,0,5,0,50924,1,1,0.0,2,-1105,9277,10382,50,True,0,Brighton
Che Adams,FWD,Southampton,4.3,1,2,41,0,16.8,377,39,3,1,12.5,51.8,2020-10-17T14:00:00Z,85,0,0,0,0,5,0,103816,3,3,56.0,11,-56088,2880,58968,58,False,0,Chelsea
Christian Atsu,MID,Newcastle,-0.5,0,0,0,0,0.0,330,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,0,0,0,0,5,0,4192,4,1,0.0,0,-497,113,610,53,True,0,Man Utd
Christian Benteke,FWD,Crystal Palace,0.7,0,0,2,0,0.0,132,40,1,0,0.6,4.0,2020-10-18T13:00:00Z,2,0,0,0,0,5,0,14662,1,1,2.0,1,-387,1591,1978,55,True,0,Brighton
Christian Fuchs,DEF,Leicester,0.7,0,0,0,0,0.0,218,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,0,0,0,0,5,0,9447,1,0,0.0,0,-246,807,1053,45,True,0,Aston Villa
Christian Pulisic,MID,Chelsea,1.3,0,0,6,0,12.2,119,39,2,0,5.3,12.4,2020-10-17T14:00:00Z,86,0,0,0,0,5,0,299458,3,3,28.0,2,97839,133339,35500,83,True,0,Southampton
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,0,0,0,0,5,0,89181,1,1,0.0,0,-5932,3493,9425,40,False,0,Crystal Palace
Chris Basham,DEF,Sheffield Utd,2.7,0,2,26,0,29.6,345,46,1,0,6.2,28.6,2020-10-18T11:00:00Z,80,0,0,0,0,5,0,95073,1,1,4.0,4,-7235,5612,12847,49,True,0,Fulham
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,0,0,0,0,5,0,9392,4,1,0.0,0,-2284,124,2408,49,False,0,Newcastle
Chris Wood,FWD,Burnley,3.5,0,0,-8,1,2.5,91,48,0,0,3.6,0.0,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,118759,0,0,39.0,2,-22180,7515,29695,64,False,0,West Brom
Ciaran Clark,DEF,Newcastle,-0.1,0,0,0,0,0.0,324,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,0,0,0,0,5,0,3016,4,1,0.0,0,-480,41,521,45,True,0,Man Utd
Claudio Bravo,GK,Man City,0.0,0,0,0,0,0.0,267,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,2057,0,1,0.0,0,-151,69,220,45,True,0,Arsenal
Cole Palmer,MID,Man City,0.5,0,0,0,0,0.0,552,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,642,0,1,0.0,0,56,190,134,45,True,0,Arsenal
Connor Wickham,FWD,Crystal Palace,0.0,0,0,0,0,0.0,136,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,0,0,0,0,5,0,57650,1,1,0.0,0,-8449,2327,10776,45,True,0,Brighton
Conor Coady,DEF,Wolves,3.5,0,0,23,1,0.1,459,42,0,0,1.4,13.4,2020-10-19T19:00:00Z,90,0,0,0,0,5,0,624749,1,0,0.0,6,-12133,35943,48076,50,False,0,Leeds
Conor Gallagher,MID,West Brom,0.5,0,0,10,1,22.5,544,48,0,0,3.9,13.8,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,793,0,0,3.0,3,-43,143,186,55,True,0,Burnley
Conor Hourihane,MID,Aston Villa,3.7,0,0,0,0,0.0,33,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,0,0,0,0,5,0,19025,1,0,0.0,0,-3465,2792,6257,60,False,0,Leicester
Conor Townsend,DEF,West Brom,2.5,0,1,26,1,27.7,418,48,0,0,6.7,20.4,2020-10-19T16:30:00Z,90,0,0,0,0,5,0,6693,0,0,19.0,7,98,685,587,45,True,0,Burnley
Craig Dawson,DEF,West Ham,1.2,0,0,0,0,0.0,576,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,0,0,0,0,5,0,412,3,3,0.0,0,336,395,59,45,False,0,Spurs
Curtis Jones,MID,Liverpool,0.7,0,0,0,0,0.0,263,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,0,0,0,0,5,0,31006,2,2,0.0,0,-3569,1501,5070,45,False,0,Everton
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,0,0,0,0,5,0,3995,1,1,0.0,0,-870,23,893,44,False,0,Sheffield Utd
Cédric Soares,DEF,Arsenal,-0.5,0,0,0,0,0.0,5,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,0,0,0,0,5,0,16059,0,1,0.0,0,-1444,518,1962,48,False,0,Man City
César Azpilicueta,DEF,Chelsea,3.0,0,0,10,0,7.0,102,39,3,0,2.7,18.0,2020-10-17T14:00:00Z,90,0,0,0,0,5,0,317349,3,3,2.0,1,-3047,17751,20798,59,True,0,Southampton
Dale Stephens,MID,Burnley,1.5,0,0,0,0,0.0,55,48,0,0,0.0,0.0,2020-10-19T16:30:00Z,0,0,0,0,0,5,0,608815,0,0,0.0,0,-50184,55135,105319,44,False,0,West Brom
Daniel Amartey,DEF,Leicester,0.0,0,0,0,0,0.0,227,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,0,0,0,0,5,0,93264,1,0,0.0,0,-14928,4563,19491,40,True,0,Aston Villa
