name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Ibrahima Diallo,MID,Southampton,1.5,0,0,9,0,3.2,565,197,3,0,1.9,6.2,2021-01-26T20:15:00Z,90,0,0,0,0,20,0,2825,3,1,10.0,2,204,590,386,45,True,0,Arsenal
Felipe Anderson Pereira Gomes,MID,West Ham,0.0,0,0,0,0,0.0,440,195,0,0,0.0,0.0,2021-01-26T18:00:00Z,0,0,0,0,0,20,0,9340,3,2,0.0,0,-59,1,60,61,False,0,Crystal Palace
Raheem Sterling,MID,Man City,6.7,1,0,38,1,20.8,276,193,0,1,18.1,55.0,2021-01-26T20:15:00Z,90,0,0,0,0,20,0,761115,5,0,105.0,11,417851,452070,34219,115,False,0,West Brom
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,290,192,0,0,0.0,0.0,2021-01-27T20:15:00Z,0,0,0,0,0,20,0,10655,2,1,0.0,0,-282,71,353,58,True,0,Sheffield Utd
Aaron Connolly,FWD,Brighton,0.8,0,0,0,0,0.0,78,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,0,0,0,0,20,0,23575,0,0,0.0,0,-1723,133,1856,52,True,0,Fulham
Oliver Norwood,MID,Sheffield Utd,1.3,0,0,11,0,1.3,349,192,1,0,1.9,17.8,2021-01-27T20:15:00Z,90,0,0,0,0,20,0,11129,2,1,0.0,2,-337,225,562,46,False,0,Man Utd
Lee Peltier,DEF,West Brom,-1.5,0,0,0,0,0.0,600,193,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,0,0,0,0,20,0,5356,5,0,0.0,0,-100,417,517,40,True,0,Man City
Daniel Langley,GK,Newcastle,0.0,0,0,0,0,0.0,606,196,0,0,0.0,0.0,2021-01-26T18:00:00Z,0,0,0,0,0,20,0,5638,2,1,0.0,0,51,500,449,40,True,0,Leeds
Wilfried Zaha,MID,Crystal Palace,3.2,0,0,18,0,8.1,141,195,3,1,7.9,36.4,2021-01-26T18:00:00Z,90,0,0,0,0,20,0,1162758,3,2,34.0,7,-201519,34685,236204,72,True,0,West Ham
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,190,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,0,0,0,0,20,0,110031,2,3,0.0,0,-2926,1377,4303,40,True,0,Aston Villa
Ryan Fraser,MID,Newcastle,0.2,0,0,5,0,25.8,507,196,2,0,4.1,3.2,2021-01-26T18:00:00Z,76,0,0,0,0,20,0,12856,2,1,12.0,2,-79,209,288,56,True,0,Leeds
Anthony Driscoll-Glennon,DEF,Burnley,-0.5,0,0,0,0,0.0,536,190,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,0,0,0,0,20,0,7456,2,3,0.0,0,-125,281,406,40,True,0,Aston Villa
Cengiz Ünder,MID,Leicester,0.7,0,0,3,0,11.6,541,191,0,0,4.9,3.2,2021-01-27T20:15:00Z,22,0,0,0,0,20,0,4011,1,1,34.0,1,-99,85,184,57,False,0,Everton
Hélder Costa,MID,Leeds,0.0,0,0,0,0,0.0,205,196,0,0,0.0,0.0,2021-01-26T18:00:00Z,0,0,0,0,0,20,0,205328,2,1,0.0,0,-8799,602,9401,51,False,0,Newcastle
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,0,0,0,0,20,0,2368,0,0,0.0,0,-43,3,46,46,False,0,Brighton
Raúl Jiménez,FWD,Wolves,0.0,0,0,0,0,0.0,460,194,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,0,0,0,0,20,0,389062,0,0,0.0,0,-6302,144,6446,82,False,0,Chelsea
Oskar Buur,DEF,Wolves,-0.5,0,0,0,0,0.0,467,194,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,0,0,0,0,20,0,180195,0,0,0.0,0,-7419,3722,11141,39,False,0,Chelsea
Kieran Tierney,DEF,Arsenal,4.9,0,0,0,0,0.0,17,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,0,0,0,0,20,0,642438,3,1,0.0,0,13678,73299,59621,54,False,0,Southampton
Tyler Onyango,MID,Everton,0.7,0,0,0,0,0.0,644,191,0,0,0.0,0.0,2021-01-27T20:15:00Z,0,0,0,0,0,20,0,0,1,1,0.0,0,0,0,0,45,True,0,Leicester
Jean-Philippe Mateta,FWD,Crystal Palace,0.0,0,0,0,0,0.0,641,195,0,0,0.0,0.0,2021-01-26T18:00:00Z,0,0,0,0,0,20,0,981,3,2,0.0,0,915,1495,580,60,True,0,West Ham
Diogo Dalot,DEF,Man Utd,0.0,0,0,0,0,0.0,314,192,0,0,0.0,0.0,2021-01-27T20:15:00Z,0,0,0,0,0,20,0,2227,2,1,0.0,0,-21,0,21,48,True,0,Sheffield Utd
James Bree,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,190,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,0,0,0,0,20,0,496,2,3,0.0,0,-4,0,4,45,False,0,Burnley
Andy Lonergan,GK,West Brom,-1.5,0,0,0,0,0.0,639,193,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,0,0,0,0,20,0,976,5,0,0.0,0,809,953,144,40,True,0,Man City
